Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
