OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
11,Walgreens Pharmacy 04538,Pharmacy,,,,,"1180 CLEAR LAKE CITY BLVD Houston, TX 77062",,29.5808335214013,-95.1556571860489,0,0,0,0,40,40,0,(281) 218-0184,https://www.walgreens.com/locator/walgreens-1180+clear+lake+city+blvd-houston-tx-77062/id=4538,,04/30/2021      ,20:40:31        ,,-95.155657,29.580834
12,CASH SAVER PHARMACY #6,Federal Allocation,,655 LAVACA ST ,BEAUMONT ,,655 LAVACA ST BEAUMONT 77705,77705,30.0466559944656,-94.0875097111191,0,195,0,0,195,390,0,,,,04/30/2021      ,20:34:04        ,,-94.08751,30.046656
13,Walgreens Pharmacy 11175,Pharmacy,,,,,"701 US HIGHWAY 259 N Kilgore, TX 75662",,32.3876068718482,-94.868369768839,54,0,54,0,0,54,54,(903) 983-2892,https://www.walgreens.com/locator/walgreens-701+us+highway+259+n-kilgore-tx-75662/id=11175,,04/30/2021      ,20:22:55        ,,-94.86837,32.387607
14,Walgreens Pharmacy 09647,Pharmacy,,,,,"5201 BELT LINE RD Dallas, TX 75254",,32.9544591767458,-96.8189410147996,6,490,0,0,320,816,0,(972) 386-6254,https://www.walgreens.com/locator/walgreens-5201+belt+line+rd-dallas-tx-75254/id=9647,,04/30/2021      ,20:22:25        ,,-96.818941,32.954459
15,Walgreens Pharmacy 07963,Pharmacy,,,,,"2906 HOUSTON HWY Victoria, TX 77901",,28.8127756126209,-96.9735039367591,2628,370,2628,0,70,3068,2628,(361) 576-5458,https://www.walgreens.com/locator/walgreens-2906+houston+hwy-victoria-tx-77901/id=7963,,04/30/2021      ,20:11:59        ,,-96.973504,28.812776
16,Walgreens Pharmacy 07964,Pharmacy,,,,,"5204 N NAVARRO ST Victoria, TX 77904",,28.8435372447648,-96.9993728815118,12,0,12,0,90,102,12,(361) 576-5238,https://www.walgreens.com/locator/walgreens-5204+n+navarro+st-victoria-tx-77904/id=7964,,04/30/2021      ,20:07:31        ,,-96.999373,28.843537
17,Walgreens Pharmacy 03696,Pharmacy,,,Sugar Land,,4711 SWEETWATER BLVD,77479,29.5853552061569,-95.6152700031419,78,0,0,0,100,178,0,(281) 980-6304,https://www.walgreens.com/locator/walgreens-4711+sweetwater+blvd-sugar+land-tx-77479/id=3696,,04/30/2021      ,20:06:58        ,,-95.61527,29.585355
18,Walgreens Pharmacy 10839,Pharmacy,,,,,"704 S ADAMS ST Fredericksburg, TX 78624",,30.2674571423996,-98.879101984704,24,0,0,0,85,109,0,(830) 990-5089,https://www.walgreens.com/locator/walgreens-704+s+adams+st-fredericksburg-tx-78624/id=10839,,04/29/2021      ,15:24:03        ,,-98.879102,30.267457
19,Walgreens Pharmacy 09602,Pharmacy,,,,,"6467 WOODLANDS PKWY The Woodlands, TX 77381",,30.1784895965151,-95.5345819869354,0,230,0,0,110,340,0,(281) 292-6743,https://www.walgreens.com/locator/walgreens-6467+woodlands+pkwy-the+woodlands-tx-77381/id=9602,,04/30/2021      ,19:18:21        ,,-95.534582,30.17849
20,Walgreens Pharmacy 07251,Pharmacy,,, Houston ,,11038 Westheimer Rd,77042,29.7376948162122,-95.5713272030007,60,250,0,0,70,380,0,,,,04/30/2021      ,18:55:47        ,,-95.571327,29.737695
21,El Paso Pulmonary Association West,Medical Practice,,4305 N Mesa St,El Paso,El Paso,4305 N Mesa St Ste A,79902,31.7973560010071,-106.511277419753,0,900,0,0,25,925,0,(915) 532-2477,http://www.elpasopulmonary.com/,,04/30/2021      ,17:06:46        ,,-106.511277,31.797356
22,Pediatric Center Richmond,Medical Practice,,1300 Main Street,Richmond,Fort Bend,1300 Main Street,77469,29.5773164087802,-95.7678574303947,0,190,0,0,50,240,0,(281) 341-9696,http://www.pediatriccenter.com/,,04/29/2021      ,11:09:41        ,,-95.767857,29.577316
23,LUMIN Diagnostic Services LLC,Other,,610 Uptown Blvd,Cedar Hill,Dallas,"610 Uptown Boulevard, Cedar Hill, TX, USA",75104,32.5954586,-96.9446387,0,180,0,0,0,180,0,469-773-9261,,,04/30/2021      ,08:06:22        ,,-96.944639,32.595459
24,International Travel Solutions-Fort Worth,Medical Practice,,5608 Malvey Ave,Fort Worth,Tarrant,"5608 Malvey Avenue, Fort Worth, TX, USA",76107,32.7333788,-97.4067908,0,150,0,0,0,150,0,,,,05/01/2021      ,07:50:52        ,,-97.406791,32.733379
25,Walgreens Pharmacy 06189,Pharmacy,,,,,"12550 METRIC BLVD Austin, TX 78727",,30.4138220544764,-97.6908563653504,0,0,0,0,65,65,0,(512) 835-4963,https://www.walgreens.com/locator/walgreens-12550+metric+blvd-austin-tx-78727/id=6189,,04/30/2021      ,17:23:29        ,,-97.690856,30.413822
26,InHouse Physicians-R3 Core Clinic,Other,,2613 Denton Tap Rd,Lewisville,Denton,2613 Denton Tap Road,75067,32.9982361,-96.9910555,0,100,0,0,0,100,0,,,,04/29/2021      ,09:07:59        ,,-96.991055,32.998236
27,Texas Diagnostic Services PLLC,Other,,Suite 101,Plano,collin,"5228 Village Creek Drive, Plano, TX, USA",75093,33.0140258,-96.8083336,0,100,0,0,0,100,0,,,,04/30/2021      ,15:32:15        ,,-96.808334,33.014026
28,Woori Pharmacy,Pharmacy,,3320 K Ave,Plano,Collin,"3320 K Avenue, Plano, TX, USA",75074,33.0397833,-96.6970411,0,290,0,0,0,290,0,,,,04/30/2021      ,17:23:39        ,,-96.697041,33.039783
29,Princeton  Pharmacy,Federal Allocation,,100 W Princeton Dr Ste A,Princeton,Collin,100 W PRINCETON DR # A PRINCETON 75407,75407,33.1749445029216,-96.5001321574494,0,120,0,0,125,245,0,,,,04/30/2021      ,17:16:25        ,,-96.500132,33.174945
30,Ultra Care Pharmacy,Federal Allocation,,3250 W Pleasant Run Rd Ste 165,Lancaster,Dallas,3250 W Pleasant Run Rd Ste 165,75146,32.6029873,-96.8210319,0,23,0,0,46,69,0,,,,04/26/2021      ,00:00:00        ,,-96.821032,32.602987
31,Medi Pro International Pharmacy,Pharmacy,,11811 FALLBROOK DR # B3 Houston 77065,Houston,Harris,11811 Fallbrook Dr,77065,29.9317,-95.41275,0,100,0,0,0,100,0,,,,04/30/2021      ,10:08:20        ,,-95.41275,29.9317
32,Pieratts Pharmacy,Federal Allocation,,233 S Knox Ave,Giddings,Lee,233 South Knox Avenue,3429,30.1799265,-96.9287044,0,230,0,10,0,230,10,(979) 542-3164,,,05/01/2021      ,07:36:55        ,,-96.928704,30.179927
33,HEREFORD PHARMACY,Federal Allocation,,809 S 25 Mile Ave,Hereford,Deaf Smith,809 S 25 Mile Ave,79045,34.820489611554,-102.406077688264,0,140,0,0,185,325,0,806-364-3400,,,04/30/2021      ,08:46:47        ,,-102.406078,34.82049
34,KROGER PHARMACY 917,Federal Allocation,,,Granbury,,3915 E US HIGHWAY 377,76049,32.4546221319016,-97.7269034297048,168,0,0,0,0,168,0,,,,04/30/2021      ,08:05:00        ,,-97.726903,32.454622
35,Kroger Pharmacy 851,Pharmacy,,2210 S Fielder Rd,Arlington,Tarrant,2210 S Fielder Rd,76013,32.7078450111243,-97.1320074783325,276,0,0,0,100,376,0,(817) 277-3533,http://www.kroger.com/stores/details/026/00851?cid=loc_02600851PP_gmb,,04/30/2021      ,08:05:00        ,,-97.132007,32.707845
36,Kroger Pharmacy 817,Pharmacy,,2525 W Interstate 20,Grand Prairie,Dallas,2525 W Interstate 20,75052,32.6749246253977,-97.0432194867371,156,0,0,0,100,256,0,(972) 988-1366,http://www.kroger.com/stores/details/035/00542?cid=loc_03500542PP_gmb,,04/30/2021      ,08:05:00        ,,-97.043219,32.674925
37,Kroger Pharmacy 695,Pharmacy,,5701 W Pleasant Ridge Rd,Arlington,Tarrant,5701 W Pleasant Ridge Rd,76016,32.6816559642005,-97.193171734546,162,0,0,0,0,162,0,(817) 483-0354,http://www.kroger.com/stores/details/035/00695?cid=loc_03500695PP_gmb,,04/30/2021      ,08:05:00        ,,-97.193172,32.681656
38,Kroger Pharmacy 688,Pharmacy,,301 S Bowen Rd,Arlington,Tarrant,301 S Bowen Rd,76013,32.7328723681778,-97.1491019507631,180,0,0,0,90,270,0,(817) 277-0072,http://www.kroger.com/stores/details/029/00688?cid=loc_02900688PP_gmb,,04/30/2021      ,08:05:00        ,,-97.149102,32.732872
39,Kroger Pharmacy 596,Pharmacy,,2200 Fm 663,Midlothian,Ellis,2200 Fm 663,76065,32.4602088483329,-96.9948020097773,258,0,0,0,200,458,0,(469) 336-2041,http://www.kroger.com/stores/details/035/00596?cid=loc_03500596PP_gmb,,04/30/2021      ,08:05:00        ,,-96.994802,32.460209
40,Kroger Pharmacy 594,Pharmacy,,3300 E Broad St,Mansfield,Tarrant,3300 E Broad St,76063,32.5756597996573,-97.0839572963694,0,0,0,0,100,100,0,(817) 435-5418,http://www.kroger.com/stores/details/035/00594?cid=loc_03500594PP_gmb,,04/30/2021      ,08:05:00        ,,-97.083957,32.57566
41,Kroger Pharmacy 592,Pharmacy,,5101 W Sublett Rd,Arlington,Tarrant,5101 W Sublett Rd,76017,32.648117999848,-97.1886600075237,180,0,0,0,0,180,0,(817) 516-3763,,,04/30/2021      ,08:05:00        ,,-97.18866,32.648118
42,Kroger Pharmacy 591,Pharmacy,,1631 Sw Wilshire Blvd,Burleson,Johnson,1631 Sw Wilshire Blvd,76028,32.5173757520449,-97.3509747108234,138,10,0,0,0,148,0,(817) 258-5952,http://www.kroger.com/stores/details/035/00591?cid=loc_03500591PP_gmb,,04/30/2021      ,08:05:00        ,,-97.350975,32.517376
43,Kroger Pharmacy 590,Pharmacy,,1004 S Crowley Rd,Crowley,Tarrant,1004 S Crowley Rd,76036,32.562919139193,-97.3523245460135,294,0,0,0,0,294,0,(817) 297-0006,http://www.kroger.com/stores/details/035/00590?cid=loc_03500590PP_gmb,,04/30/2021      ,08:05:00        ,,-97.352325,32.562919
44,Kroger Pharmacy 584,Federal Allocation,,3001 Matlock,Mansfield,Tarrant,3001 Matlock,76063,32.607,-97.11773,90,0,0,0,100,190,0,,,,04/30/2021      ,08:05:00        ,,-97.11773,32.607
45,Kroger Pharmacy 545,Pharmacy,,1001 N Beckley Ste 500,Desoto,Dallas,1001 N Beckley Ste 500,75115,32.6057527545048,-96.8234571807083,138,0,0,0,160,298,0,(972) 224-3225,http://www.kroger.com/stores/details/026/00545?cid=loc_02600545PP_gmb,,04/30/2021      ,08:05:00        ,,-96.823457,32.605753
46,Kroger Pharmacy 543,Pharmacy,,945 W Lamar Blvd,Arlington,Tarrant,945 W Lamar Blvd,76012,32.7618374595243,-97.1188887102149,258,0,0,0,100,358,0,(817) 277-2144,http://www.kroger.com/stores/details/035/00543?cid=loc_03500543PP_gmb,,04/30/2021      ,08:05:00        ,,-97.118889,32.761837
47,Kroger Pharmacy 538,Pharmacy,,2350 Se Green Oaks Blvd,Arlington,Tarrant,2350 Se Green Oaks Blvd,76018,32.6603115315828,-97.0664221034694,258,0,0,0,80,338,0,(817) 419-0312,http://www.kroger.com/stores/details/035/00538?cid=loc_03500538PP_gmb,,04/30/2021      ,08:05:00        ,,-97.066422,32.660312
48,Kroger Pharmacy 529,Pharmacy,,4241 Capitol Ave,Dallas,Dallas,4241 Capitol Ave,75204,32.8071281621449,-96.7873040511898,264,0,0,0,85,349,0,(972)338-3101,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb,,04/30/2021      ,08:05:00        ,,-96.787304,32.807128
49,Kroger Pharmacy 528,Pharmacy,,4142 Cedar Springs Rd,Dallas,Dallas,4142 Cedar Springs Rd,75219,32.8125188466222,-96.813119983679,258,0,0,0,70,328,0,(214)599-9861,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,04/30/2021      ,08:05:00        ,,-96.81312,32.812519
50,Kroger Pharmacy 527,Pharmacy,,200 W Camp Wisdom Rd,Duncanville,Dallas,200 W Camp Wisdom Rd,75116,32.6618790732051,-96.9093604930254,348,0,0,0,200,548,0,(972) 298-6255,http://www.kroger.com/stores/details/035/00527?cid=loc_03500527PP_gmb,,04/30/2021      ,08:05:00        ,,-96.90936,32.661879
51,Kroger Pharmacy 520,Pharmacy,,3120 S University Dr,Fort Worth,Tarrant,3120 S University Dr,76109,32.7045125759694,-97.3604560817409,30,0,14,0,85,115,14,(817) 566-7861,http://www.kroger.com/stores/details/018/00520?cid=loc_01800520PP_gmb,,04/30/2021      ,08:05:00        ,,-97.360456,32.704513
52,Kroger Pharmacy 518,Pharmacy,,5665 E Mockingbird Ln,Dallas,Dallas,5665 E Mockingbird Ln,75206,32.8366574704818,-96.7702799927305,222,0,0,0,80,302,0,(214) 826-2967,http://www.kroger.com/stores/details/034/00343?cid=loc_03400343PP_gmb,,04/30/2021      ,08:05:00        ,,-96.77028,32.836657
53,Kroger Pharmacy 509,Federal Allocation,,,Dallas ,,4901 Maple Ave ,75235,32.8140016680626,-96.8292192452673,266,0,34,0,65,331,34,,,,04/30/2021      ,08:05:00        ,,-96.829219,32.814002
54,Kroger Pharmacy 495,Pharmacy,,515 S Macarthur Blvd,Irving,Dallas,515 S Macarthur Blvd,75060,32.8094833822965,-96.9600784671309,114,0,10,0,90,204,10,(972) 254-9105,http://www.kroger.com/stores/details/035/00495?cid=loc_03500495PP_gmb,,04/30/2021      ,08:05:00        ,,-96.960078,32.809483
55,Kroger Pharmacy 445,Pharmacy,,5330 S Cooper St,Arlington,Tarrant,5330 S Cooper St,76017,32.6607374579929,-97.1344508869272,138,0,0,0,75,213,0,(817) 472-9576,http://www.kroger.com/stores/details/035/00445?cid=loc_03500445PP_gmb,,04/30/2021      ,08:05:00        ,,-97.134451,32.660737
56,Kroger Pharmacy 439,Pharmacy,,9114 Camp Bowie West Blvd,Fort Worth,Tarrant,9114 Camp Bowie West Blvd,76116,32.724607476371,-97.4773719801928,258,0,20,0,80,338,20,(817) 560-4233,http://www.kroger.com/stores/details/035/00439?cid=loc_03500439PP_gmb,,04/30/2021      ,08:05:00        ,,-97.477372,32.724607
57,Kroger Pharmacy 436,Pharmacy,,235 E Fm 1382,Cedar Hill,Dallas,235 E Fm 1382,75104,32.5977437256827,-96.9415061813503,258,0,0,0,0,258,0,(972) 291-0224,http://www.kroger.com/stores/details/035/00436?cid=loc_03500436PP_gmb,,04/30/2021      ,08:05:00        ,,-96.941506,32.597744
58,KROGER PHARMACY 435,Federal Allocation,,,Arlington,,2475 Ascension Blvd,76006,32.7752397536448,-97.0816208005199,78,0,0,0,100,178,0,,,,04/30/2021      ,08:05:00        ,,-97.081621,32.77524
59,Kroger Pharmacy 415,Pharmacy,,1617 W Henderson St,Cleburne,Johnson,1617 W Henderson St,76033,32.3383550449916,-97.4135885468746,180,0,0,0,0,180,0,(817) 641-0700,http://www.kroger.com/stores/details/024/00711?cid=loc_02400711PP_gmb,,04/30/2021      ,08:05:00        ,,-97.413589,32.338355
60,Kroger Pharmacy 413,Pharmacy,,2580 E Arkansas Ln,Arlington,Tarrant,2580 E Arkansas Ln,76014,32.7060225339165,-97.0649960064632,150,0,0,0,0,150,0,(817) 861-2779,http://www.kroger.com/stores/details/011/00413?cid=loc_01100413PP_gmb,,04/30/2021      ,08:05:00        ,,-97.064996,32.706023
61,Kroger Pharmacy 224,Pharmacy,,3510 Altamesa Blvd,Fort Worth,Tarrant,3510 Altamesa Blvd,76133,32.6498780318772,-97.3666256653921,258,0,15,0,185,443,15,(817) 292-3777,http://www.kroger.com/stores/details/035/00224?cid=loc_03500224PP_gmb,,04/30/2021      ,08:05:00        ,,-97.366626,32.649878
62,Kroger Pharmacy 213,Pharmacy,,752 Wynnewood Village Shp Ctr,Dallas,Dallas,752 Wynnewood Village Shp Ctr,75224,32.721619445936,-96.8323298943602,174,0,0,0,100,274,0,(214) 942-3191,http://www.kroger.com/stores/details/035/00213?cid=loc_03500213PP_gmb,,04/30/2021      ,08:05:00        ,,-96.83233,32.721619
63,Kroger Pharmacy 191,Pharmacy,,313 E Pioneer Pkwy,Grand Prairie,Dallas,313 E Pioneer Pkwy,75051,32.7093019626399,-97.0010955742679,96,0,0,0,90,186,0,(972) 264-3011,http://www.kroger.com/stores/details/035/00191?cid=loc_03500191PP_gmb,,04/30/2021      ,08:05:00        ,,-97.001096,32.709302
64,Kroger Pharmacy 879,Pharmacy,,6805 N Main,The Colony,Denton,6805 N Main,75056,33.0981285511973,-96.8927226666794,30,0,0,0,100,130,0,(972) 370-1006,http://www.kroger.com/stores/details/016/00879?cid=loc_01600879PP_gmb,,04/30/2021      ,08:05:00        ,,-96.892723,33.098129
65,Kroger Pharmacy 870,Pharmacy,,3770 Belt Line Rd,Addison,Dallas,3770 Belt Line Rd,75001,32.9505169917599,-96.8530190162608,66,0,0,0,100,166,0,(972) 620-0349,http://www.kroger.com/stores/details/035/00870?cid=loc_03500870PP_gmb,,04/30/2021      ,08:05:00        ,,-96.853019,32.950517
66,Kroger Pharmacy 844,Pharmacy,,708 E Pipeline Rd,Hurst,Tarrant,708 E Pipeline Rd,76053,32.8235024925429,-97.1591106975261,24,0,0,0,70,94,0,(817) 285-8851,http://www.kroger.com/stores/details/035/00844?cid=loc_03500844PP_gmb,,04/30/2021      ,08:05:00        ,,-97.159111,32.823502
67,Kroger Pharmacy 807,Pharmacy,,7201 Boulevard 26,North Richland Hills,Tarrant,7201 Boulevard 26,76180,32.8242517508681,-97.2273077057803,60,0,0,0,70,130,0,(817) 281-8310,http://www.kroger.com/stores/details/035/00807?cid=loc_03500807PP_gmb,,04/30/2021      ,08:05:00        ,,-97.227308,32.824252
68,Kroger Pharmacy 599,Pharmacy,,4620 State Highway 121,Lewisville,Denton,4620 State Highway 121,75056,33.0637339563405,-96.8921995521021,138,0,0,0,115,253,0,(469) 535-2480,http://www.kroger.com/stores/details/035/00599?cid=loc_03500599PP_gmb,,04/30/2021      ,08:05:00        ,,-96.8922,33.063734
69,Kroger Pharmacy 587,Pharmacy,,3939 Frankford Rd,Dallas,Denton,3939 Frankford Rd,75287,32.9970674836067,-96.8458219789182,66,0,0,0,100,166,0,(972) 662-1011,http://www.kroger.com/stores/details/035/00587?cid=loc_03500587PP_gmb,,04/30/2021      ,08:05:00        ,,-96.845822,32.997067
70,Kroger Pharmacy 586,Pharmacy,,1592 S Loop 288,Denton,Denton,1592 S Loop 288,76205,33.1938544535983,-97.0948950932805,24,0,0,0,100,124,0,(940) 566-5252,http://www.kroger.com/stores/details/035/00586?cid=loc_03500586PP_gmb,,04/30/2021      ,08:05:00        ,,-97.094895,33.193854
71,KROGER PHARMACY 585,Federal Allocation,,,Flower Mound ,,1101 Flower Mound Rd,75028,33.0098743959091,-97.0469232299177,12,0,0,0,0,12,0,,,,04/30/2021      ,08:05:00        ,,-97.046923,33.009874
72,Kroger Pharmacy 582,Pharmacy,,9135 Grapevine Hwy,North Richland Hills,Tarrant,9135 Grapevine Hwy,76180,32.8507213707682,-97.1923263296366,30,0,0,0,75,105,0,(817) 605-3937,http://www.kroger.com/stores/details/035/00582?cid=loc_03500582PP_gmb,,04/30/2021      ,08:05:00        ,,-97.192326,32.850721
73,Kroger Pharmacy 577,Pharmacy,,7505 N Macarthur Blvd,Irving,Dallas,7505 N Macarthur Blvd,75063,32.9090515511039,-96.9588772200675,66,0,0,0,65,131,0,(972) 373-8158,http://www.kroger.com/stores/details/035/00577?cid=loc_03500577PP_gmb,,04/30/2021      ,08:05:00        ,,-96.958877,32.909052
74,Kroger Pharmacy 576,Pharmacy,,4750 W Bailey Boswell Rd,Fort Worth,Tarrant,4750 W Bailey Boswell Rd,76179,32.8809734690063,-97.3955165764222,66,0,0,0,150,216,0,(682) 316-7508,http://www.kroger.com/stores/details/026/00576?cid=loc_02600576PP_gmb,,04/30/2021      ,08:05:00        ,,-97.395517,32.880973
75,Kroger Pharmacy 572,Pharmacy,,3400 Fm 407 E,Argyle,Denton,3400 Fm 407 E,76226,33.0761631033735,-97.1291159731939,0,0,0,0,200,200,0,(940) 294-8332,http://www.kroger.com/stores/details/035/00572?cid=loc_03500572PP_gmb,,04/30/2021      ,08:05:00        ,,-97.129116,33.076163
76,Kroger Pharmacy 562,Pharmacy,,12600 N Beach St,Fort Worth,Tarrant,12600 N Beach St,76244,32.9557919748854,-97.2813043451312,120,0,0,0,0,120,0,(817) 562-3901,http://www.kroger.com/stores/details/035/00562?cid=loc_03500562PP_gmb,,04/30/2021      ,08:05:00        ,,-97.281304,32.955792
77,Kroger Pharmacy 542,Pharmacy,,3300 Texas Sage Trl,Fort Worth,Tarrant,3300 Texas Sage Trl,76177,32.9119824911057,-97.3093589941549,0,0,24,0,100,100,24,(817) 750-2041,http://www.kroger.com/stores/details/035/00542?cid=loc_03500542PP_gmb,,04/30/2021      ,08:05:00        ,,-97.309359,32.911982
78,Kroger Pharmacy 537,Pharmacy,,2061 Rufe Snow Dr,Keller,Tarrant,2061 Rufe Snow Dr,76248,32.8970886454438,-97.2384487638425,30,0,0,0,100,130,0,(817) 605-8728,http://www.kroger.com/stores/details/026/00537?cid=loc_02600537PP_gmb,,04/30/2021      ,08:05:00        ,,-97.238449,32.897089
79,Kroger Pharmacy 535,Pharmacy,,9150 N Tarrant Pkwy,North Richland Hills,Tarrant,9150 N Tarrant Pkwy,76182,32.903737715866,-97.1886891765467,95,0,0,0,0,95,0,(817) 918-3387,http://www.kroger.com/stores/details/035/00535?cid=loc_03500535PP_gmb,,04/30/2021      ,08:05:00        ,,-97.188689,32.903738
80,Kroger Pharmacy 532,Pharmacy,,5241 North Tarrant Pkwy,Fort Worth,Tarrant,5241 North Tarrant Pkwy,76244,32.8951074569,-97.2710329933423,66,0,0,0,100,166,0,(817) 380-6181,http://www.kroger.com/stores/details/035/00532?cid=loc_03500532PP_gmb,,04/30/2021      ,08:05:00        ,,-97.271033,32.895107
81,Kroger Pharmacy 530,Pharmacy,,1653 Basswood Blvd,Fort Worth,Tarrant,1653 Basswood Blvd,76131,32.87097750831,-97.3401840298158,102,0,0,0,100,202,0,(682) 316-6387,http://www.kroger.com/stores/details/035/00530?cid=loc_03500530PP_gmb,,04/30/2021      ,08:05:00        ,,-97.340184,32.870978
82,Kroger Pharmacy 521,Pharmacy,,2109 Harwood Rd,Bedford,Tarrant,2109 Harwood Rd,76021,32.852137546452,-97.1331970380308,48,0,0,0,5,53,0,(817) 685-9628,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb,,04/30/2021      ,08:05:00        ,,-97.133197,32.852138
83,Kroger Pharmacy 516,Pharmacy,,976 Keller Pkwy,Keller,Tarrant,976 Keller Pkwy,76248,32.9322930159663,-97.2304940024533,18,0,0,0,100,118,0,(817) 431-5178,http://www.kroger.com/stores/details/035/00516?cid=loc_03500516PP_gmb,,04/30/2021      ,08:05:00        ,,-97.230494,32.932293
84,Kroger Pharmacy 512,Pharmacy,,2110 E Southlake Blvd,Southlake,Tarrant,2110 E Southlake Blvd,76092,32.9428729894305,-97.1215089769669,30,0,0,0,135,165,0,(817) 421-7487,http://www.kroger.com/stores/details/035/00460?cid=loc_03500460PP_gmb,,04/30/2021      ,08:05:00        ,,-97.121509,32.942873
85,Kroger Pharmacy 493,Pharmacy,,500 W University Dr,Denton,Denton,500 W University Dr,76201,33.230929539181,-97.1377724675172,90,0,0,0,0,90,0,(940) 383-3512,http://www.kroger.com/stores/details/011/00493?cid=loc_01100493PP_gmb,,04/30/2021      ,08:05:00        ,,-97.137772,33.23093
86,Kroger Pharmacy 460,Pharmacy,,4038 Old Denton Rd,Carrollton,Denton,4038 Old Denton Rd,75007,33.0189513336025,-96.9150901105788,1098,30,48,0,0,1128,48,(972) 512-3366,http://www.kroger.com/stores/details/029/00391?cid=loc_02900391PP_gmb,,04/30/2021      ,08:05:00        ,,-96.91509,33.018951
