OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
35,Montana Vista Community Partnership,Other,,14900 GREG DRIVE STE B ,EL PASO,EL PASO,14900 GREG DRIVE STE B EL PASO 79938,79938,31.798157,-106.162859,0,130,0,130,,,,03/24/2021      ,13:54:17        ,-106.162859,31.798157
36,FAMILY FIRST URGENT CARE,Other,Q,2510 S Loop 336 W,Conroe,Montgomery,2510 S Loop 336 W,77304,30.2892755780979,-95.4920214672379,0,0,80,80,(936) 235-2825,http://www.familyfirsturgentcareconroe.com/,,03/27/2021      ,10:06:03        ,-95.492021,30.289276
37,Walgreens Pharmacy 07611,Pharmacy,,,,,"511 E MARSHALL AVE Longview, TX 75601",,32.5010230729577,-94.7333633116214,0,0,0,0,(903) 234-9509,https://www.walgreens.com/locator/walgreens-511+e+marshall+ave-longview-tx-75601/id=7611,,03/17/2021      ,11:27:50        ,-94.733363,32.501023
38,Irving Health Center Parkland Health And Hospital,Community Clinic,E,1800 N Britain Rd,Irving,Dallas,1800 N Britain Rd,75061,32.8332499103799,-96.9443967691068,0,0,0,0,214-266-3031,https://www.parklandhospital.com/locations/irving-health-center-7,,03/30/2021      ,07:42:44        ,-96.944397,32.83325
39,Heb Pharmacy 497,Pharmacy,,1621 S Mason Rd,Katy,Harris,1621 S Mason Rd,77450,29.7568688447386,-95.7513760941806,0,0,0,0,(281) 599-0958,https://www.heb.com/heb-store/US/tx/katy/mason-rd-h-e-b-497?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/29/2021      ,09:45:00        ,-95.751376,29.756869
40,Internal Medicine Associates Of Texas,Medical Practice,,7777 Forest Ln Ste C650,Dallas,Dallas,7777 Forest Ln Ste C650,75230,32.9095514794138,-96.7723254863739,0,0,0,0,(972) 566-8899,https://imedtexas.com/,,02/25/2021      ,08:20:55        ,-96.772325,32.909551
41,BANP Enterprises LLC,Pharmacy,,563 W Fm 120,Pottsboro,Grayson,563 W FM 120 ,75076,33.76333,-96.67679,0,0,0,0,(903) 786-2006,familyrxpottsboro@gmail.com,,03/29/2021      ,20:10:36        ,-96.67679,33.76333
42,Helena H Liptakova Md Pllc,Medical Practice,,10870 Gateway Blvd N Ste B,El Paso,El Paso,10870 Gateway Blvd N Ste B,79924,31.9272406315091,-106.430666729077,0,0,0,0,(915) 751-5245,http://www.liptakovapediatrics.com/,,02/09/2021      ,20:10:43        ,-106.430667,31.927241
43,Cantex Continuing Care Ntwk Llc - Stafford,Other,,11104 W Airport Blvd,Stafford,Fort Bend,11104 W Airport Blvd,77477,29.6421502480006,-95.5688634112437,0,0,0,0,,,,,,-95.568863,29.64215
44,First Medical Response Of Texas Inc,Other,,854 Wild Rose Drive,Austin,Hays,854 Wild Rose Drive,78737,30.1670304034683,-97.9850413082098,0,0,0,0,(512) 233-4929,https://www.firstmedicalresponse.org/,,03/30/2021      ,08:48:39        ,-97.985041,30.16703
45,PRIMECARE MED GRP GESSNER RD,Other,,929 GESSNER RD STE 2450,Houston,,,77024,29.7825807828215,-95.5454720423105,0,0,0,0,+1 713 464 9939,https://www.primecarehouston.com/,,03/17/2021      ,13:54:03        ,-95.545472,29.782581
46,Walgreens Pharmacy 12292,Pharmacy,,,,,"7255 COIT RD Frisco, TX 75035",,33.1381415039652,-96.7690635714168,0,0,0,0,(214) 705-1195,https://www.walgreens.com/locator/walgreens-7255+coit+rd-frisco-tx-75035/id=12292,,03/17/2021      ,13:52:15        ,-96.769064,33.138142
47,City of Boerne,Vaccine Hub,,202 W Kronkosky St,Boerne,Kendall,"124 Old San Antonio Rd, Boerne, TX, USA",2611,29.7659511,-98.7125772,0,0,0,0,830-249-8645,,,03/18/2021      ,17:30:12        ,-98.712577,29.765951
48,Clinicas Mi Doctor 8 Arlington,Medical Practice,,941 E Park Row Dr,Arlington,Tarrant,941 E Park Row Dr,76010,32.72103749808,-97.0966989626627,0,0,0,0,(817) 522-0221,http://www.clinicasmidoctor.com/,,03/30/2021      ,10:17:02        ,-97.096699,32.721037
49,Cogdell Rural Health Clinic,Other,,320 N Main St,Lockney,FLOYD,320 N Main St,79241,34.126621,-101.441788,120,120,160,400,,,,03/30/2021      ,09:29:04        ,-101.441788,34.126621
50,HSE Medical Associates,Medical Practice,,,Cypress,Harris,10720 BARKER CYPRESS RD Cypress 77433,77433,29.9353663194419,-95.6814322793148,0,0,0,0,(281) 345-4800,https://www.hsemedicalassociates.com/,,03/17/2021      ,11:30:10        ,-95.681432,29.935366
51,Pecos Valley Rural Health Clinic,Vaccine Hub,,2335 S Pigman St,Pecos,Reeves,2335 S Pigman St,79772,31.4005458988051,-103.515152416359,302,800,300,1402,432-447-7920,https://www.reevescountyhospital.com,,03/30/2021      ,06:25:43        ,-103.515152,31.400546
52,THE HEALING SPACE FAMILY AND INTEGRATIVE MEDICINE,Other,,7100 WESTWIND DR,EL PASO,,7100 WESTWIND DR STE 120 EL PASO 79912,79912,31.856343,-106.5436026,0,0,0,0,,,,03/26/2021      ,12:46:50        ,-106.543603,31.856343
53,DSHS - Kaufman,Other,,2525 US-175,Kaufman,Kaufman,"2525 U.S. 175, Kaufman, TX, USA STE B",75142,32.5614554,-96.2893282,0,0,0,0,,,,03/26/2021      ,13:18:05        ,-96.289328,32.561455
54,The Austin Diagnostic Clinic,Medical Practice,,12221 N Mopac Expy,Austin,Travis,12221 North Mopac Expressway,78758,30.4114435,-97.7062822,0,20,0,20,(512) 901-4490     512-901-4352,,,03/29/2021      ,17:40:35        ,-97.706282,30.411444
55,Family Health Center Perryton,Medical Practice,,3019 S Main St,Perryton,Ochiltree,3019 S Main St,79070,36.3699638873199,-100.802558381484,0,0,0,0,(806) 435-7154,,,03/29/2021      ,15:22:13        ,-100.802558,36.369964
56,NACOGDOCHES MEMORIAL HOSPITAL,Pharmacy,H,1204 N Mound St,Nacogdoches,Nacogdoches,1204 N Mound St,75961,31.6129408458308,-94.649438296747,0,0,0,0,(936) 564-4611,http://www.nacmem.org/,,03/25/2021      ,09:41:39        ,-94.649438,31.612941
57,AAARK Group Inc,Other,,724 Cypress Creek Pkwy,Houston,,724 CYPRESS CREEK PKWY # 100 HOUSTON 77090,77090,30.01795,-95.44007,0,10,0,10,(281) 893-6000,,,03/26/2021      ,15:23:18        ,-95.44007,30.01795
58,Regional Dialysis Center Of Mesquite,Other,,1650 Republic Pkwy,Mesquite,Dallas,1650 Republic Pkwy,75150,32.8291490035265,-96.6253645981778,0,0,0,0,(972) 613-4715,http://www.americanrenaldallas.com/facilities/regional-dialysis-center-of-mesquite/,,03/22/2021      ,15:15:45        ,-96.625365,32.829149
59,Gulfgate Health Center,Other,,,Houston,Harris,7550 Office City Drive,77012,29.700739,-95.285587,0,0,0,0,(713) 495-3730,,,03/24/2021      ,14:55:54        ,-95.285587,29.700739
60,Bandera Family Practice,Other,,1050 State Highway 16 S,Bandera,Bandera,1050 State Highway 16 S,78003,29.7312295122983,-99.0588216461935,0,60,200,260,+18307967713,,,03/30/2021      ,09:27:25        ,-99.058822,29.73123
61,James Gilbert Pfister Md,Medical Practice,,10218 Midway Rd,Dallas,Dallas,10218 Midway Rd,75229,32.885979019518,-96.8383125480442,0,0,0,0,(214) 351-4084,,,03/30/2021      ,09:34:57        ,-96.838313,32.885979
62,Family Physicians Clinic Llp,Medical Practice,,606 S Broadway St,Mcallen,Hidalgo,"606 S Broadway St, Mcallen, Tx 78501",78501,26.1983216923377,-98.2343147222274,0,0,0,0,,http://primary-care-physicians.com/,,03/30/2021      ,08:40:32        ,-98.234315,26.198322
63,Modern Health & Wellness,Other,,Republic Dr,Plano,Collin,555 Republic Dr,75074,33.0314583603744,-96.705194415455,0,500,0,500,,,,03/24/2021      ,09:52:17        ,-96.705194,33.031458
64,Orthopaedic Specialists Of Austin,Medical Practice,,4611 Guadalupe St,Austin,Travis,4611 Guadalupe St,78751,30.3134936421706,-97.7312028304353,0,0,0,0,(512) 476-2830,http://www.orthoaustin.com/,,03/03/2021      ,16:29:10        ,-97.731203,30.313494
65,Texas Tech University Health Sciences Center Dallas,Pharmacy,,,Dallas,,5920 FOREST PARK RD STE 500,75235,32.8212301010895,-96.8411801022606,0,0,0,0,(214) 654-9404,,,03/29/2021      ,17:29:01        ,-96.84118,32.82123
66,Community Pharmacy Waller ,Pharmacy,,745 Austin Street Suite B,Hempstead,,"745 Austin Street Suite B Hempstead, TX 77445",77445,30.09733,-96.07578,0,70,0,70,,,,03/29/2021      ,16:26:32        ,-96.07578,30.09733
67,CORNERSTONE HOSPITAL OF AUSTIN,Hospital,O,4207 Burnet Road, Austin,Travis,"4207 Burnet Road, Austin, TX, 78756",78756,30.311807,-97.743325,0,0,0,0,(512) 706-1900,http://chghospitals.com/location/cornerstone-specialty-hospitals-austin/,,03/30/2021      ,08:55:45        ,-97.743325,30.311807
68,Liberty Dialysis College Station,Other,,,College Station,Brazos,3314 Longmire Drive,77845,30.5854569047888,-96.2893009167319,0,0,0,0,(979) 314-1560,,,03/30/2021      ,09:33:10        ,-96.289301,30.585457
69,Steeplechase Pediatric Center Fulshear,Medical Practice,,S Fry Road ,Fulshear ,Texas,11605 S Fry Rd suite 108,77441,29.7058531,-95.8489409,0,0,0,0,281-469-2838,STEEPLECHASEPED@YAHOO.COM,,03/23/2021      ,12:20:40        ,-95.848941,29.705853
70,WHITESBORO HEALTH AND REHABILITATION CENTER,Other,E,1204 SHERMAN DR,WHITESBORO,Grayson,,76273,33.6484,-96.8899,0,0,0,0,(903) 564-7900,,,03/29/2021      ,07:08:20        ,-96.8899,33.6484
71,Hope Clinic,Community Clinic,,7001 Corporate Dr,Houston,Harris,7001 Corporate Dr Stu. 120,77036,29.70354200327,-95.5515111217048,0,0,0,0,713-773-0803,www.hopechc.org,,03/29/2021      ,20:29:28        ,-95.551511,29.703542
72,Luna Medical Clinic,Community Clinic,,,PORT ISABEL,,112 W QUEEN ISABELLA STE CC ,78578,26.0758345559764,-97.2110029598286,0,0,0,0,,,,03/30/2021      ,08:39:25        ,-97.211003,26.075835
73,Premise Health Wellness Center - Nearsite Plano,Community Clinic,,6835 COMMUNICATION PARKWAY SUITE 510,PLANO,COLLIN,"6835 Communications Parkway, Plano, TX, USA",75024,33.068756,-96.8306419,0,0,0,0,,,,03/30/2021      ,08:23:49        ,-96.830642,33.068756
74,Walmart Pharmacy 1800,Other,,,Garland,Dallas,1801 MARKETPLACE DR GARLAND 75041,75041,32.863283101942,-96.6519953182806,0,0,0,0,(972) 279-8728,,,03/19/2021      ,16:38:42        ,-96.651995,32.863283
75,Randol Mill Pharmacy,Other,,1014 N Fielder Rd,Arlington,Tarrant,1014 N Fielder Rd,76012,,,0,0,0,0,(817) 274-1883,randolmillrx@aol.com,,,,,
76,Corpus Christi-Nueces County Public Health District,Vaccine Hub,,1702 Horne Road,Corpus Christi,Nueces,1702 Horne Road,78416,27.7578796529017,-97.430295523922,0,2400,0,2400,"361-826-7200, option 2",https://us1.quickscreen.health/corpus-christi-vaccination#/screening,,03/30/2021      ,08:15:58        ,-97.430296,27.75788
77,Maloney Prescription Pharmacy,Other,,,Sweetwater,Nolan,1405 Hailey Street,79556,32.4834568878661,-100.401402617314,0,0,0,0,(325) 236-6394,MALONEYPHARMACY@YAHOO.COM,,,,-100.401403,32.483457
78,EVERETTS PHARMACY,Other,,,SAN SABA,,401 W WALLACE ST , 76877,31.1957522186294,-98.7240171443211,0,0,0,0,(325) 372-3033,RXEVERETTE@GMAIL.COM,,,,-98.724017,31.195752
79,Valleywide Pharmacy And Dme,Other,,,Brownsville,,680 Paredes Line Rd Suite B,78521,25.9322162337229,-97.4879705836768,0,0,0,0,(956) 372-1405,,,,,-97.487971,25.932216
80,Carrollton Pharmacy,Pharmacy,,,Carrollton,,3044 Old Denton Rd Ste 305,75007,32.9978147999683,-96.9076658988295,0,0,0,0,,,,,,-96.907666,32.997815
81,Longview Drugs,Pharmacy,,,Longview,,1751 West Loop 281,75604,32.5257495653892,-94.7835044259036,0,0,0,0,(903) 291-1730,,,,,-94.783504,32.52575
82,Rice Medical Associates - Eagle Lake,Other,,610 S Austin Rd,Eagle Lake,,610 S Austin Rd ,77434,29.586777441835,-96.3463516594462,0,0,0,0,,,,03/30/2021      ,07:46:58        ,-96.346352,29.586777
83,"Magenta Clinics, Inc.",Community Clinic,,4949 Rittiman Rd,San Antonio,Bexar,"4949 Rittiman Road, San Antonio, TX, USA",78218,29.4845595,-98.3933892,0,0,0,0,,,,03/30/2021      ,07:49:47        ,-98.393389,29.48456
84,Health by Design- Valero McKee Clinic,Medical Practice,A,6701 FM 119,Sunray,Moore,6701 FM 119,79086,35.9521302049757,-101.873732079693,0,0,0,0,(361) 786-4610,,,03/30/2021      ,07:48:20        ,-101.873732,35.95213
85,DSHS - Sonora Clinic,Other,,E. Main,Sonora,Sutton,103 E. Main St.,76950,30.57119,-100.64627,0,0,0,0,,,,03/30/2021      ,11:20:26        ,-100.64627,30.57119
86,Kroger Pharmacy 734,Pharmacy,,,League City ,,250 S EGRET BAY BLVD ,77573,29.5198121653864,-95.0758447763251,0,0,0,0,,,,03/29/2021      ,08:05:00        ,-95.075845,29.519812
87,Kroger Pharmacy 746,Pharmacy,,11701 S Sam Houston Pkwy,Houston,Harris,11701 S Sam Houston Pkwy,77089,29.589831,-95.22251,0,0,0,0,(281) 484-3294,,,03/29/2021      ,08:05:00        ,-95.22251,29.589831
88,Kroger Pharmacy 744,Pharmacy,,3135 Fm 528,Friendswood,Galveston,3135 Fm 528,77546,29.4645456622281,-95.2271091417117,0,0,200,200,(281) 557-4894,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,03/29/2021      ,10:16:16        ,-95.227109,29.464546
89,Kroger Pharmacy 743,Pharmacy,,151 N Friendswood Dr,Friendswood,Galveston,151 N Friendswood Dr,77546,29.534382372878,-95.2068435750931,6,0,0,6,(281)-992-1710,http://www.kroger.com/stores/details/018/00743?cid=loc_01800743PP_gmb,,03/29/2021      ,08:05:00        ,-95.206844,29.534382
90,Kroger Pharmacy 740,Pharmacy,,7747 Kirby Dr,Houston,Harris,7747 Kirby Dr,77030,29.6953467231689,-95.4155875814219,180,0,0,180,(713) 661-7440,http://www.kroger.com/stores/details/034/00740?cid=loc_03400740PP_gmb,,03/29/2021      ,08:05:00        ,-95.415588,29.695347
91,Kroger Pharmacy 397,Pharmacy,,8011 W Grand Pkwy S,Richmond,Fort Bend,8011 W Grand Pkwy S,77407,29.6639329845383,-95.7379829863729,0,0,0,0,(281) 341-2761,http://www.kroger.com/stores/details/034/00397?cid=loc_03400397PP_gmb,,03/29/2021      ,08:05:00        ,-95.737983,29.663933
92,Kroger Pharmacy 385,Pharmacy,,16400 El Camino Real,Houston,Harris,16400 El Camino Real,77062,29.5589571071597,-95.1242390811092,0,0,0,0,(281) 286-8364,http://www.kroger.com/stores/details/034/00385?cid=loc_03400385PP_gmb,,03/29/2021      ,08:05:00        ,-95.124239,29.558957
93,Kroger Pharmacy 375,Pharmacy,,11565 State Hwy 6 South,Sugar Land,Fort Bend,11565 State Hwy 6 South,77478,29.6480352510492,-95.6512821824848,66,0,0,66,(281) 340-1504,http://www.kroger.com/stores/details/034/00375?cid=loc_03400375PP_gmb,,03/29/2021      ,08:05:00        ,-95.651282,29.648035
94,Kroger Pharmacy 347,Pharmacy,,9303 Hwy 6 South,Houston,Harris,9303 Hwy 6 South,77083,29.6786343817034,-95.643535952849,0,0,0,0,(713) 474-2111,http://www.kroger.com/stores/details/034/00347?cid=loc_03400347PP_gmb,,03/29/2021      ,08:05:00        ,-95.643536,29.678634
95,Kroger Pharmacy 343,Pharmacy,,8323 Broadway St,Pearland,Brazoria,8323 Broadway St,77581,29.5590729031522,-95.3491304886291,0,90,0,90,(281) 997-6500,http://www.kroger.com/stores/details/029/00343?cid=loc_02900343PP_gmb,,03/29/2021      ,08:05:00        ,-95.34913,29.559073
96,Kroger Pharmacy 334,Other,,Highway 6,Missouri City,Fort Bend,6200 Highway 6 Missouri City 77459, 77459,29.5642370816878,-95.5648868318757,150,0,0,150,,,,03/29/2021      ,08:05:00        ,-95.564887,29.564237
97,Kroger Pharmacy 321,Pharmacy,,3100 Hwy 35,Alvin,Brazoria,3100 Hwy 35,77511,29.3985214957587,-95.247541810787,1170,0,0,1170,(281) 388-3403,http://www.kroger.com/stores/details/034/00321?cid=loc_03400321PP_gmb,,03/29/2021      ,08:05:00        ,-95.247542,29.398521
98,Kroger Pharmacy 320,Pharmacy,,4825 Sweetwater Blvd,Sugar Land,Fort Bend,4825 Sweetwater Blvd,77479,29.5863645056197,-95.6323654743065,162,0,0,162,(281) 494-6555,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb,,03/29/2021      ,08:05:00        ,-95.632365,29.586365
99,Kroger Pharmacy 313,Pharmacy,,,Houston,,10306 S Post Oak Rd, 77035,29.6695600043408,-95.4636869607085,0,0,0,0,,,,03/29/2021      ,08:05:00        ,-95.463687,29.66956
100,Kroger Pharmacy 308,Pharmacy,,,Pearland ,Brazoria,11003 Shadow Creek PWY,77584,29.5832555865591,-95.3898827453678,0,100,0,100,281-669-1250,,,03/29/2021      ,08:05:00        ,-95.389883,29.583256
101,Kroger Pharmacy 302,Pharmacy,,5730 Seawall Blvd,Galveston,Galveston,5730 Seawall Blvd,77551,29.2687283600529,-94.82277614634,0,0,0,0,(409) 741-9091,http://www.kroger.com/stores/details/034/00302?cid=loc_03400302PP_gmb,,03/29/2021      ,08:05:00        ,-94.822776,29.268728
102,Kroger Pharmacy 300,Pharmacy,,1950 El Dorado Blvd,Houston,Harris,1950 El Dorado Blvd,77062,29.5782270187411,-95.1215090114258,0,0,0,0,(281) 480-7092,http://www.kroger.com/stores/details/016/00522?cid=loc_01600522PP_gmb,,03/29/2021      ,08:05:00        ,-95.121509,29.578227
103,Kroger Pharmacy 264,Pharmacy,,,Pearland ,,3245 East Broadway (F.M. 518,77581,29.5602232026212,-95.2713100742043,0,90,0,90,,,,03/29/2021      ,08:05:00        ,-95.27131,29.560223
104,Kroger Pharmacy 256,Pharmacy,,1804 N Velasco St,Angleton,Brazoria,1804 N Velasco St,77515,29.1827026537057,-95.4329200670943,0,100,0,100,(979) 849-5460,http://www.kroger.com/stores/details/016/00538?cid=loc_01600538PP_gmb,,03/29/2021      ,08:05:00        ,-95.43292,29.182703
