OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
34,Walgreens Pharmacy 11513,Pharmacy,,,,,"5011 W SLAUGHTER LN Austin, TX 78749",,30.1990544889205,-97.8634390797613,0,0,0,0,100,100,0,(512) 292-1340,https://www.walgreens.com/locator/walgreens-5011+w+slaughter+ln-austin-tx-78749/id=11513,,04/06/2021      ,15:12:45        ,,-97.863439,30.199054
35,Walgreens Pharmacy 04054,Pharmacy,,,Irving,,1050 W SHADY GROVE RD,75060,32.8035329952791,-96.9402096522182,0,0,0,0,100,100,0,(972) 254-0305,https://www.walgreens.com/locator/walgreens-1050+w+shady+grove+rd-irving-tx-75060/id=4054,,04/12/2021      ,14:09:35        ,,-96.94021,32.803533
36,Walgreens Pharmacy 03424,Pharmacy,,,,,"23110 ALDINE WESTFIELD RD Spring, TX 77373",,30.0477370622666,-95.386232951765,18,0,0,0,0,18,0,(281) 350-5311,https://www.walgreens.com/locator/walgreens-23110+aldine+westfield+rd-spring-tx-77373/id=3424,,04/24/2021      ,14:24:06        ,,-95.386233,30.047737
37,Walgreens Pharmacy 03910,Pharmacy,,,Arlington,,100 SE GREEN OAKS BLVD,76018,32.6611615217608,-97.0935930967892,72,0,0,0,65,137,0,(817) 419-0585,https://www.walgreens.com/locator/walgreens-100+se+green+oaks+blvd-arlington-tx-76018/id=3910,,04/24/2021      ,22:52:10        ,,-97.093593,32.661162
38,Walgreens Pharmacy 03286,Pharmacy,,,La Porte,,9705 SPENCER HWY,77571,29.6666926239588,-95.0603871325042,90,0,0,0,0,90,0,(281) 470-7428,https://www.walgreens.com/locator/walgreens-9705+spencer+hwy-la+porte-tx-77571/id=3286,,04/24/2021      ,16:32:10        ,,-95.060387,29.666693
39,Walgreens Pharmacy 04316,Pharmacy,,,,,"10800 S POST OAK RD Houston, TX 77035",,29.6635275609564,-95.4644119157717,40,0,0,0,0,40,0,(713) 723-4774,https://www.walgreens.com/locator/walgreens-10800+s+post+oak+rd-houston-tx-77035/id=4316,,04/24/2021      ,16:17:17        ,,-95.464412,29.663528
40,Walgreens Pharmacy 03370,Pharmacy,,,Houston,,13714 STATE HIGHWAY 249,77086,29.9202709646343,-95.4779970175964,66,0,0,0,75,141,0,(281) 448-7005,https://www.walgreens.com/locator/walgreens-13714+state+highway+249-houston-tx-77086/id=3370,,04/24/2021      ,16:16:29        ,,-95.477997,29.920271
41,Walgreens Pharmacy 02686,Other,,1515 Lockwood Dr, Houston,Harris,1515 Lockwood Dr Houston 77020, 77020,29.7745504,-95.3156121,21,0,128,0,0,21,128,,,,04/23/2021      ,19:40:19        ,,-95.315612,29.77455
42,Walgreens Pharmacy 10451,Pharmacy,,,,,"4902 W MAIN ST League City, TX 77573",,29.4917664715143,-95.1529020039262,30,0,0,0,0,30,0,(281) 316-7625,https://www.walgreens.com/locator/walgreens-4902+w+main+st-league+city-tx-77573/id=10451,,04/24/2021      ,16:33:12        ,,-95.152902,29.491766
43,Walgreens Pharmacy 02943,Pharmacy,,,San Antonio,,2710 NOGALITOS,78225,29.3894792564452,-98.4999283122339,0,0,78,0,50,50,78,(210) 533-7773,https://www.walgreens.com/locator/walgreens-2710+nogalitos-san+antonio-tx-78225/id=2943,,04/24/2021      ,16:59:21        ,,-98.499928,29.389479
44,Walgreens Pharmacy 03138,Pharmacy,,,,,"3920 GARTH RD Baytown, TX 77521",,29.7652168984191,-94.9774149815003,18,0,0,0,60,78,0,(281) 420-5529,https://www.walgreens.com/locator/walgreens-3920+garth+rd-baytown-tx-77521/id=3138,,04/24/2021      ,21:23:47        ,,-94.977415,29.765217
45,Walgreens Pharmacy 04291,Pharmacy,,,Arlington,,617 W PARK ROW DR,76010,32.7242050123823,-97.0993945045443,6,0,0,0,0,6,0,(817) 274-0214,https://www.walgreens.com/locator/walgreens-617+w+park+row+dr-arlington-tx-76010/id=4291,,04/24/2021      ,16:50:29        ,,-97.099395,32.724205
46,Walgreens Pharmacy 07773,Pharmacy,,,,,"12959 ALDINE WESTFIELD RD Houston, TX 77039",,29.9021501190029,-95.3562410781388,66,0,0,0,65,131,0,(281) 442-3604,https://www.walgreens.com/locator/walgreens-12959+aldine+westfield+rd-houston-tx-77039/id=7773,,04/24/2021      ,18:08:36        ,,-95.356241,29.90215
47,Walgreens Pharmacy 04161,Pharmacy,,8206 Highway 6 N,Houston,Harris,8206 Highway 6 N,77095,29.896656,-95.64842,120,0,0,0,0,120,0,281-550-2169,,,04/24/2021      ,22:26:38        ,,-95.64842,29.896656
48,Walgreens Pharmacy 06401,Pharmacy,,,,,"8942 W SAM HOUSTON PKWY N Houston, TX 77040",,29.9022515994576,-95.5493057871429,24,0,0,0,60,84,0,(832) 237-5374,https://www.walgreens.com/locator/walgreens-8942+w+sam+houston+pkwy+n-houston-tx-77040/id=6401,,04/24/2021      ,18:03:52        ,,-95.549306,29.902252
49,Walgreens Pharmacy 06619,Pharmacy,,,,,"1215 W 43RD ST Houston, TX 77018",,29.8279082274564,-95.4291647889816,78,0,0,0,60,138,0,(713) 956-1827,https://www.walgreens.com/locator/walgreens-1215+w+43rd+st-houston-tx-77018/id=6619,,04/24/2021      ,17:41:55        ,,-95.429165,29.827908
50,Walgreens Pharmacy 06050,Pharmacy,,,,,"3700 BEE CAVES RD West Lake Hills, TX 78746",,30.2808211234225,-97.8069776687172,0,0,0,0,100,100,0,(512) 732-0256,https://www.walgreens.com/locator/walgreens-3700+bee+caves+rd-west+lake+hills-tx-78746/id=6050,,04/23/2021      ,20:56:41        ,,-97.806978,30.280821
51,Walgreens Pharmacy 13073,Pharmacy,,,Ft Worth,,1325 Pennsylvania Ave Ste 60 ,76104,32.7378111225023,-97.3389500176451,0,0,0,0,88,88,0,817-882-8670,,,04/23/2021      ,17:01:35        ,,-97.33895,32.737811
52,Walgreens Pharmacy 09473,Pharmacy,,,,,"12300 JONES RD Houston, TX 77070",,29.9530485803983,-95.5844592925447,72,0,0,0,55,127,0,(281) 955-5619,https://www.walgreens.com/locator/walgreens-12300+jones+rd-houston-tx-77070/id=9473,,04/23/2021      ,15:17:01        ,,-95.584459,29.953049
53,Walgreens Pharmacy 21173,Pharmacy,,1600 Coit Rd,Plano,Collin,1600 Coit Rd,75075,33.0203988882809,-96.7675500906851,0,0,0,0,100,100,0,(469) 974-3661,https://www.walgreens.com/locator/walgreens-1600+coit+rd-plano-tx-75075/id=21173,,04/19/2021      ,08:51:45        ,,-96.76755,33.020399
54,Walgreens Pharmacy 10961,Pharmacy,,,,,"4081 N MAYS ST Round Rock, TX 78665",,30.5597335929077,-97.6858060389503,0,0,0,0,100,100,0,(512) 238-0475,https://www.walgreens.com/locator/walgreens-4081+n+mays+st-round+rock-tx-78665/id=10961,,04/06/2021      ,16:56:19        ,,-97.685806,30.559734
55,Walgreens Pharmacy 10846,Pharmacy,,, Houston,,6400 Fannin St Ste 102, 77030,,,0,0,0,0,100,100,0,,,,04/23/2021      ,10:55:58        ,,,
56,Walgreens Pharmacy 06750,Pharmacy,,,,,"18535 CHAMPION FOREST DR Spring, TX 77379",,30.0336842588354,-95.5552597294048,52,0,0,0,0,52,0,(281) 370-4961,https://www.walgreens.com/locator/walgreens-18535+champion+forest+dr-spring-tx-77379/id=6750,,04/24/2021      ,18:14:24        ,,-95.55526,30.033684
57,Walgreens Pharmacy 11216,Pharmacy,,, Houston,,11914 Astoria Blvd Ste 190, 77089,29.5833829050121,-95.2064332453338,0,0,0,0,100,100,0,,,,04/23/2021      ,17:13:45        ,,-95.206433,29.583383
58,Walgreens Pharmacy 07299,Pharmacy,,,,,"4121 HARWOOD RD Bedford, TX 76021",,32.8517531499159,-97.1015571249624,85,0,0,0,100,185,0,(817) 571-6995,https://www.walgreens.com/locator/walgreens-4121+harwood+rd-bedford-tx-76021/id=7299,,04/24/2021      ,16:47:50        ,,-97.101557,32.851753
59,Walgreens Pharmacy 13115,Pharmacy,,,,,"3201 N BIG SPRING ST Midland, TX 79705",,32.0288080152758,-102.084590623815,0,0,84,0,100,100,84,(432) 686-0402,https://www.walgreens.com/locator/walgreens-3201+n+big+spring+st-midland-tx-79705/id=13115,,04/24/2021      ,08:32:38        ,,-102.084591,32.028808
60,Walgreens Pharmacy 15086,Other,,,Houston,,6560 Fannin Street , 77030,,,0,0,0,0,100,100,0,,,,04/23/2021      ,18:20:07        ,,,
61,Walgreens Pharmacy 05733,Pharmacy,,,,,"6302 FAIRMONT PKWY Pasadena, TX 77505",,29.6503716750922,-95.1228805195812,42,0,0,0,0,42,0,(281) 998-7416,https://www.walgreens.com/locator/walgreens-6302+fairmont+pkwy-pasadena-tx-77505/id=5733,,04/24/2021      ,15:35:35        ,,-95.122881,29.650372
62,Walgreens Pharmacy 13778,Other,,, Houston ,,6624 FANNIN ST STE 120,77030,,,0,0,0,0,100,100,0,,,,04/23/2021      ,10:31:18        ,,,
63,Walgreens Pharmacy 07112,Pharmacy,,,,,"4500 NORTH TARRANT PKWY Keller, TX 76244",,32.8931885198558,-97.2897101238698,36,0,0,0,0,36,0,(817) 485-2547,https://www.walgreens.com/locator/walgreens-4500+north+tarrant+pkwy-keller-tx-76244/id=7112,,04/24/2021      ,17:49:54        ,,-97.28971,32.893189
64,Walmart Pharmacy 964,Federal Allocation,,9441 Alameda Ave,El Paso,El Paso,"9441 Alameda Ave, El Paso, TX 79907",79907,31.683083,-106.311737,342,0,0,0,0,342,0,(915) 860-7171,,,03/19/2021      ,14:02:39        ,,-106.311737,31.683083
65,Generation Rx Inc,Other,,206 N Main ST,West,McLennan County,206 N MAIN ST,76691,31.8029801065991,-97.0910133565008,0,150,0,60,0,150,60,,,,04/23/2021      ,22:19:37        ,,-97.091013,31.80298
66,Walgreens Pharmacy 03638,Pharmacy,,,Corpus Christi,,5601 SARATOGA BLVD,78414,27.6849409054906,-97.4083433234493,4,0,0,0,0,4,0,(361) 980-0501,https://www.walgreens.com/locator/walgreens-5601+saratoga+blvd-corpus+christi-tx-78414/id=3638,,04/23/2021      ,23:10:35        ,,-97.408343,27.684941
67,Walgreens Pharmacy 10872,Federal Allocation,,2901 E Broad St,Mansfield,Tarrant,"2901 East Broad Street, Mansfield, TX, USA",9147,32.5715179,-97.0932554,54,0,0,0,60,114,0,(682) 518-7219,https://www.walgreens.com/findcare/vaccination/covid-19,,04/24/2021      ,09:34:14        ,,-97.093255,32.571518
68,Wilson Drug,Pharmacy,,4th St,Hearne,Robertson,118 W 4th St,77859,30.8824004,-96.59638,0,30,0,0,95,125,0,(979) 279-2173,,,04/22/2021      ,16:39:20        ,,-96.59638,30.8824
69,"STARR PLUS PHARMACY,LLC",Pharmacy,,OAK DR SOUTH,LAKE JACKSON,BRAZORIA,208 OAK DR SOUTH SUITE 601,77566,29.0319903,-95.4559944,0,0,0,0,170,170,0,,,,04/24/2021      ,10:38:02        ,,-95.455994,29.03199
70,Mabank Family Pharmacy,Other,,207 N 3RD St,Mabank,Kaufman,207 N 3RD St,75147,32.3681906491297,-96.1008053312248,0,190,0,0,0,190,0,(903) 887-3711,,,04/22/2021      ,12:24:18        ,,-96.100805,32.368191
71,Walgreens Pharmacy 06501,Pharmacy,,2601 S Greorgia,Amarillo,Randall,2601 S Greorgia,79109,35.1850170014356,-101.866202448432,0,0,0,0,395,395,0,(806) 468-8616,Walgreens.com/covid19vac,,04/24/2021      ,12:02:08        ,,-101.866202,35.185017
72,San Diego Pharmacy,Pharmacy,,500 S Dr Ee Dunlap St,San Diego,Duval,500 S Dr Ee Dunlap St,78384,27.7681377313262,-98.2374672902179,0,0,0,0,150,150,0,(361) 209-8322,https://sandiegopharmacy.business.site/?utm_source=gmb&utm_medium=referral,,04/23/2021      ,11:44:24        ,,-98.237467,27.768138
73,Walgreens Pharmacy 10839,Pharmacy,,,,,"704 S ADAMS ST Fredericksburg, TX 78624",,30.2674571423996,-98.879101984704,27,0,0,0,0,27,0,(830) 990-5089,https://www.walgreens.com/locator/walgreens-704+s+adams+st-fredericksburg-tx-78624/id=10839,,04/24/2021      ,15:52:46        ,,-98.879102,30.267457
74,McKinney Pharmacy,Pharmacy,,1601 W University Dr,McKinney,Collin,"1601 West University Drive, McKinney, TX, USA",75069,33.2159536,-96.6294921,0,70,0,0,0,70,0,,,,04/23/2021      ,15:32:56        ,,-96.629492,33.215954
75,Red River Pharmacy Long Term Care,Pharmacy,F,1550 Moores Lane,TEXARKANA,BOWIE,"1550 Moores Lane, Suite A",75503,33.4731022,-94.0602729,0,20,0,300,0,20,300,,,,04/21/2021      ,11:14:57        ,,-94.060273,33.473102
76,Walgreens Pharmacy 09411,Other,,S Loop 256,Palestine,Anderson,2201 S Loop 256,75801,31.7352947267368,-95.6137000029503,18,0,0,0,0,18,0,,,,04/24/2021      ,18:21:12        ,,-95.6137,31.735295
77,Walgreens Pharmacy 09507,Pharmacy,,,,,"102 N FRIENDSWOOD DR Friendswood, TX 77546",,29.5333024253634,-95.2065098801331,102,0,0,0,100,202,0,(281) 992-3431,https://www.walgreens.com/locator/walgreens-102+n+friendswood+dr-friendswood-tx-77546/id=9507,,04/24/2021      ,15:03:06        ,,-95.20651,29.533302
78,Walgreens Pharmacy 15155,Pharmacy,,107 W Rankin Rd,Houston,Harris,"107 W Rankin Rd Houston, TX 77090",77090,29.9653994,-95.4223507,16,0,0,0,65,81,0,(281) 872-0612,https://www.walgreens.com/locator/walgreens-107+w+rankin+rd-houston-tx-77090/id=15155,,04/24/2021      ,17:39:51        ,,-95.422351,29.965399
79,Walgreens Pharmacy 07878,Pharmacy,,,,,"209 W HIGHWAY 90 Dayton, TX 77535",,30.0440942364358,-94.8894395518777,0,0,88,20,0,0,108,(936) 258-7395,https://www.walgreens.com/locator/walgreens-209+w+highway+90-dayton-tx-77535/id=7878,,04/23/2021      ,20:29:45        ,,-94.88944,30.044094
80,Walgreens Pharmacy 04999,Pharmacy,,,Huntsville,,1570 11TH ST,77340,30.7241477376903,-95.5399838837543,0,0,0,0,100,100,0,(936) 291-6764,https://www.walgreens.com/locator/walgreens-1570+11th+st-huntsville-tx-77340/id=4999,,04/23/2021      ,13:58:34        ,,-95.539984,30.724148
81,Walgreens Pharmacy 06861,Pharmacy,,,,,"9307 N LAMAR BLVD Austin, TX 78753",,30.3625330991136,-97.6967802211756,0,0,0,0,60,60,0,(512) 339-8666,https://www.walgreens.com/locator/walgreens-9307+n+lamar+blvd-austin-tx-78753/id=6861,,04/23/2021      ,12:57:28        ,,-97.69678,30.362533
82,Walgreens Pharmacy 02896,Pharmacy,,,Brownsville,,4490 E 14TH ST,78521,25.9209998241419,-97.4370992918029,150,0,0,0,0,150,0,(956) 542-3891,https://www.walgreens.com/locator/walgreens-4490+e+14th+st-brownsville-tx-78521/id=2896,,04/23/2021      ,21:44:15        ,,-97.437099,25.921
83,Tanglewood Pharmacy Inc,Other,,A Northwest Loop,Stephenville,Erath,2445 A Northwest Loop,76401,32.2201901894268,-98.2381646042663,0,0,0,0,175,175,0,,,,04/24/2021      ,11:59:07        ,,-98.238165,32.22019
84,Walgreens Pharmacy 10193,Pharmacy,,,,,"731 W BELT LINE RD Desoto, TX 75115",,32.5913920589186,-96.8742279700773,6,0,2,0,65,71,2,(972) 230-3748,https://www.walgreens.com/locator/walgreens-731+w+belt+line+rd-desoto-tx-75115/id=10193,,04/24/2021      ,12:41:22        ,,-96.874228,32.591392
85,Walgreens Pharmacy 06857,Pharmacy,,,,,"950 STUDEMONT ST Houston, TX 77007",,29.7692888816841,-95.3920363814292,0,0,0,0,100,100,0,713-863-7663,https://www.walgreens.com/locator/walgreens-950+studemont+st-houston-tx-77007/id=6857,,04/22/2021      ,15:33:58        ,,-95.392036,29.769289
86,Walgreens Pharmacy 05159,Pharmacy,,Mcneil Drive,Austin,,"7410 McNeil Drive, Austin TX 78729",78729,30.4353779910515,-97.7690905022514,0,0,0,0,95,95,0,(512) 219-6396,https://www.walgreens.com/locator/walgreens-7410+mcneil+dr-austin-tx-78729/id=5159,,04/09/2021      ,13:48:36        ,,-97.769091,30.435378
87,Walgreens Pharmacy 06753,Pharmacy,,,,,"8045 N LOOP DR El Paso, TX 79915",,31.729297740815,-106.348279286158,84,0,0,0,60,144,0,(915) 592-5849,https://www.walgreens.com/locator/walgreens-8045+n+loop+dr-el+paso-tx-79915/id=6753,,04/24/2021      ,08:35:35        ,,-106.348279,31.729298
88,Tarrytown Pharmacy,Pharmacy,,2727 Exposition Blvd,Austin,Travis,2727 Exposition Blvd,78703,30.3043137818129,-97.7646157787016,0,20,0,0,0,20,0,(512) 478-6419,http://www.tarrytownpharmacy.com/,,04/24/2021      ,14:47:04        ,,-97.764616,30.304314
89,Genoa Healthcare LLC 20277,Pharmacy,,358 Landa St,New Braunfels,,358 LANDA ST NEW BRAUNFELS 78130,78130,29.704983,-98.136785,0,0,0,0,90,90,0,(830) 730-5449,,,04/23/2021      ,08:09:19        ,,-98.136785,29.704983
