OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
13,Walgreens Pharmacy 15514,Other,,,sugar land,harris,16605 Southwest Freeway Sugar Land 77479 medical office bulding 3,77479,29.5907901249543,-95.6297983606751,0,90,0,100,100,190,100,,,,04/26/2021      ,17:57:28        ,,-95.629798,29.59079
14,Cano Health 7913 Bandera,Other,,,San Antonio,,"7913 Bandera Rd, San Antonio, TX 78250",78250,29.5138551712869,-98.6340110156732,0,0,0,0,90,90,0,,,,04/26/2021      ,19:33:59        ,,-98.634011,29.513855
15,BAPTIST HOSPITAL OF SE TEXAS - BEAUMONT,Pharmacy,R,3080 College St, Beaumont,Jefferson,"3080 College St, Beaumont, TX, 77701",77701,30.068467,-94.118981,25,80,0,80,100,205,80,(409) 212-5000,,,04/26/2021      ,10:26:20        ,,-94.118981,30.068467
16,Walgreens Pharmacy 09205,Pharmacy,,1309 Highway 35 N,Rockport,Aransas,1309 Highway 35 N,78382,28.037247102725,-97.042524291688,936,160,1050,0,100,1196,1050,(361) 790-8706,Walgreens.com/covid19vac,,04/26/2021      ,20:36:26        ,,-97.042524,28.037247
17,Walgreens Pharmacy 15968,Pharmacy,,,,,"15110 MASON RD Cypress, TX 77433",,29.9928496181982,-95.7384392758753,48,300,0,0,0,348,0,(832) 349-7252,https://www.walgreens.com/locator/walgreens-15110+mason+rd-cypress-tx-77433/id=15968,,04/22/2021      ,13:51:56        ,,-95.738439,29.99285
18,Walgreens Pharmacy 09180,Pharmacy,,,,,"11103 W MILITARY DR San Antonio, TX 78251",,29.4485953900637,-98.7128663668722,12,90,0,90,60,162,90,(210) 679-5267,https://www.walgreens.com/locator/walgreens-11103+w+military+dr-san+antonio-tx-78251/id=9180,,04/25/2021      ,18:04:13        ,,-98.712866,29.448595
19,Walgreens Pharmacy 15638,Pharmacy,,,,,"26288 KUYKENDAHL RD Tomball, TX 77375",,30.1415064101971,-95.5507001721837,0,180,0,0,0,180,0,(281) 378-2995,https://www.walgreens.com/locator/walgreens-26288+kuykendahl+rd-tomball-tx-77375/id=15638,,04/26/2021      ,20:25:11        ,,-95.5507,30.141506
20,Walgreens Pharmacy 04014,Pharmacy,,1804 E Hebron Pkwy,Carrollton,Denton,1804 E Hebron Pkwy,75010,33.024623032205,-96.8864038013324,0,348,0,0,100,448,0,(972) 939-1977,https://www.walgreens.com/locator/walgreens-1804+e+hebron+pkwy-carrollton-tx-75010/id=4014,,04/26/2021      ,08:22:13        ,,-96.886404,33.024623
21,Walgreens Pharmacy 21239,Pharmacy,,,Houston,,3217 MONTROSE BLVD STE 120,77006,29.7441327963911,-95.3909688741652,0,180,0,0,100,280,0,,,,04/26/2021      ,17:36:33        ,,-95.390969,29.744133
22,Walgreens Pharmacy 07372,Pharmacy,,,,,"11970 SPRING CYPRESS RD Tomball, TX 77377",,30.012553339145,-95.6076150529658,0,80,0,0,60,140,0,(281) 320-8654,https://www.walgreens.com/locator/walgreens-11970+spring+cypress+rd-tomball-tx-77377/id=7372,,04/26/2021      ,08:33:28        ,,-95.607615,30.012553
23,Walgreens Pharmacy 04538,Pharmacy,,,,,"1180 CLEAR LAKE CITY BLVD Houston, TX 77062",,29.5808335214013,-95.1556571860489,0,72,0,0,0,72,0,(281) 218-0184,https://www.walgreens.com/locator/walgreens-1180+clear+lake+city+blvd-houston-tx-77062/id=4538,,04/25/2021      ,18:21:39        ,,-95.155657,29.580834
24,Walgreens Pharmacy 03563,Pharmacy,,,San Antonio,,7103 MARBACH RD,78227,29.4178861295401,-98.6074129432651,12,165,0,0,0,177,0,(210) 675-6612,https://www.walgreens.com/locator/walgreens-7103+marbach+rd-san+antonio-tx-78227/id=3563,,04/26/2021      ,21:09:45        ,,-98.607413,29.417886
25,Walgreens Pharmacy 05508,Pharmacy,,,,,"6301 W PARK BLVD Plano, TX 75093",,33.02924910147,-96.8221460645295,0,0,0,0,100,100,0,(972) 781-1795,https://www.walgreens.com/locator/walgreens-6301+w+park+blvd-plano-tx-75093/id=5508,,04/14/2021      ,11:24:35        ,,-96.822146,33.029249
26,Walgreens Pharmacy 09165,Pharmacy,,,,,"1832 FM 646 RD W Dickinson, TX 7753",,29.4641799452103,-95.0957122892509,0,76,0,0,0,76,0,(281) 614-5785,https://www.walgreens.com/locator/walgreens-1832+fm+646+rd+w-dickinson-tx-77539/id=9165,,04/25/2021      ,17:30:26        ,,-95.095712,29.46418
27,Walgreens Pharmacy 06537,Pharmacy,,,,,"14882 BLANCO RD San Antonio, TX 78216",,29.5787662029633,-98.5131508406138,0,170,0,0,72,242,0,(210) 764-8736,https://www.walgreens.com/locator/walgreens-14882+blanco+rd-san+antonio-tx-78216/id=6537,,04/26/2021      ,15:03:58        ,,-98.513151,29.578766
28,Walgreens Pharmacy 11645,Pharmacy,,,,,"10152 LAKE JUNE RD Dallas, TX 75217",,32.7341640276862,-96.6494341823302,0,0,0,0,70,70,0,(469) 431-3900,https://www.walgreens.com/locator/walgreens-10152+lake+june+rd-dallas-tx-75217/id=11645,,04/26/2021      ,18:33:12        ,,-96.649434,32.734164
29,Walgreens Pharmacy 03760,Pharmacy,,, League City,,2990 Marina Bay Dr,77573,29.9782371,-96.9134151,0,73,0,0,0,73,0,,,,04/26/2021      ,16:04:00        ,,-96.913415,29.978237
30,Walgreens Pharmacy 03504,Pharmacy,,,,,"6393 BABCOCK RD San Antonio, TX 78240",,29.5438327524288,-98.6138796414553,0,158,0,0,60,218,0,(210) 690-9025,https://www.walgreens.com/locator/walgreens-6393+babcock+rd-san+antonio-tx-78240/id=3504,,04/26/2021      ,20:25:01        ,,-98.61388,29.543833
31,Walgreens Pharmacy 09002,Pharmacy,,,,,"6320 N ELDRIDGE PKWY Houston, TX 77041",,29.864109313755,-95.6068088794197,0,70,0,0,0,70,0,(713) 937-9463,https://www.walgreens.com/locator/walgreens-6320+n+eldridge+pkwy-houston-tx-77041/id=9002,,04/26/2021      ,20:37:42        ,,-95.606809,29.864109
32,Walgreens Pharmacy 04418,Pharmacy,,,,,"313 N DENTON TAP RD Coppell, TX 75019",,32.9776821695523,-96.9934735075355,0,230,0,0,0,230,0,(972) 393-9848,https://www.walgreens.com/locator/walgreens-313+n+denton+tap+rd-coppell-tx-75019/id=4418,,04/26/2021      ,20:01:17        ,,-96.993474,32.977682
33,Walgreens Pharmacy 11520,Pharmacy,,,,,"13619 BABCOCK RD San Antonio, TX 78249",,29.5724458260347,-98.6321269407541,0,180,0,0,60,240,0,(210) 424-3617,https://www.walgreens.com/locator/walgreens-13619+babcock+rd-san+antonio-tx-78249/id=11520,,04/25/2021      ,16:34:08        ,,-98.632127,29.572446
34,Walgreens Pharmacy 03910,Pharmacy,,,Arlington,,100 SE GREEN OAKS BLVD,76018,32.6611615217608,-97.0935930967892,34,0,0,0,0,34,0,(817) 419-0585,https://www.walgreens.com/locator/walgreens-100+se+green+oaks+blvd-arlington-tx-76018/id=3910,,04/26/2021      ,18:42:39        ,,-97.093593,32.661162
35,CASH SAVER PHARMACY #6,Federal Allocation,,655 LAVACA ST ,BEAUMONT ,,655 LAVACA ST BEAUMONT 77705,77705,30.0466559944656,-94.0875097111191,0,200,0,0,200,400,0,,,,04/26/2021      ,18:37:26        ,,-94.08751,30.046656
36,River Road Pharmacy-,Federal Allocation,,910 River Road Ste 103,Boerne,Kendall,910 RIVER RD STE 103 BOERNE 78006,78006,29.7895818259486,-98.7194372305285,0,180,0,0,200,380,0,,,,04/22/2021      ,18:02:59        ,,-98.719437,29.789582
37,Primecare Pharmacy - San Antonio,Community Clinic,,14032 Nacogdoches Rd,San Antonio,Bexar,14032 Nacogdoches Rd,78247,29.56835,-98.38345,0,40,0,0,0,40,0,+12105304269,http://www.primecarepharmacy.net/,,04/26/2021      ,18:15:47        ,,-98.38345,29.56835
38,Wimberley Pharmacy,Pharmacy,,120 Joe Wimberley Blvd,Wimberley,Hays,120 Joe Wimberley Blvd,78676,30.0037419609742,-98.1005860111213,40,0,0,0,0,40,0,(512) 847-2288,http://www.hillcountryrx.com/,,04/26/2021      ,17:18:17        ,,-98.100586,30.003742
39,Concentra,Other,,12702 Toepperwein Rd Ste 104,San Antonio,Bexar,12702 Toepperwein Rd Ste 104,78233,,,0,300,0,0,0,300,0,,,,04/26/2021      ,17:49:07        ,,,
40,Walgreens Pharmacy 06336,Pharmacy,,,,,"10718 BANDERA RD San Antonio, TX 78250",,29.5428939500154,-98.6569229097177,0,120,0,0,60,180,0,(210) 682-1181,https://www.walgreens.com/locator/walgreens-10718+bandera+rd-san+antonio-tx-78250/id=6336,,04/26/2021      ,21:37:35        ,,-98.656923,29.542894
41,Walgreens Pharmacy 21225,Pharmacy,,,,,"8700 FREEPORT PKWY Irving, TX 75063",,32.9277694563169,-97.0118218453771,0,136,0,149,34,170,149,(469) 957-3937,https://www.walgreens.com/locator/walgreens-8700+freeport+pkwy-irving-tx-75063/id=21225,,04/26/2021      ,16:51:31        ,,-97.011822,32.927769
42,Walgreens Pharmacy 07671,Pharmacy,,,,,"24424 STATE HIGHWAY 249 Tomball, TX 77375",,30.0370697415092,-95.6041817751162,0,190,0,0,0,190,0,(281) 290-0537,https://www.walgreens.com/locator/walgreens-24424+state+highway+249-tomball-tx-77375/id=7671,,04/26/2021      ,17:17:59        ,,-95.604182,30.03707
43,Walgreens Pharmacy 15515,Pharmacy,,5000 Teasley Ln,Denton,Denton,5000 Teasley Ln,76210,33.1465668990959,-97.1052901619606,0,198,0,0,0,198,0,(940) 382-5078,https://www.walgreens.com/locator/walgreens-5000+teasley+ln-denton-tx-76210/id=11515,,04/26/2021      ,17:28:51        ,,-97.10529,33.146567
44,Walgreens Pharmacy 05509,Pharmacy,,,,,"13260 JOSEY LN Farmers Branch, TX 75234",,32.9250724685532,-96.8613626806287,0,240,0,0,100,340,0,(972) 247-3421,https://www.walgreens.com/locator/walgreens-13260+josey+ln-farmers+branch-tx-75234/id=5509,,04/26/2021      ,21:11:07        ,,-96.861363,32.925072
45,Medcare Plus Pharmacy,Other,,,Elmendorf,Bexar,3712 New Mathis Rd,78112,29.1791456397123,-98.4234664897866,0,180,0,0,100,280,0,(210) 794-0099,,,04/26/2021      ,17:14:52        ,,-98.423466,29.179146
46,"Point of Care Health Services, LLC",Other,,7000 N Mopac Expy,Austin,Travis,"7000 North Mopac Expressway, Austin, TX, USA",78759,30.3532207,-97.7493308,0,200,0,0,0,200,0,,,,04/20/2021      ,19:47:14        ,,-97.749331,30.353221
47,Paris Apothecary - Paris,Community Clinic,,,Paris,Lamar,707 Lamar Ave,75460,33.6620723075181,-95.5494792568742,170,170,0,0,0,340,0,,,,04/24/2021      ,12:04:28        ,,-95.549479,33.662072
48,League City Family Clinic,Other,,1507 W League City Pkwy,League City,0040272667,1507 W LEAGUE CITY PKWY STE 200,77573,29.48694,-95.10589,0,170,0,0,0,170,0,(713) 248-1440,,,04/26/2021      ,15:01:32        ,,-95.10589,29.48694
49,"SAENZ MEDICAL PHARMACY LONESTAR, INC.",Federal Allocation,,Griffin Parkway,Mission,Hidalgo,2121 E. Griffin Parkway Ste 18,78572,26.2250619,-98.2877461,0,40,0,0,195,235,0,956-519-6500,,,04/26/2021      ,17:56:11        ,,-98.287746,26.225062
50,Walgreens Pharmacy 04839,Pharmacy,,,Katy ,,2010 S Fry Rd ,77450,29.7537879858305,-95.7233202183418,0,0,0,0,60,60,0,,,,04/26/2021      ,16:28:02        ,,-95.72332,29.753788
51,15rx Pharmacy2,Pharmacy,,11212 State Hwy 151 Plaza2,San Antonio,Bexar,11212 State Hwy 151 Plaza2,78251,29.4674739565082,-98.6946397361789,0,70,0,0,195,265,0,(210) 543-1579,http://www.15rx.com/,,04/26/2021      ,16:34:03        ,,-98.69464,29.467474
52,DSHS - Gainesville,Other,,1714 Justice Center Blvd Ste A,Gainesville,Cooke,1714 Justice Center Blvd Ste A,76240,33.64318,-97.1685,0,100,0,170,87,187,170,,,,04/26/2021      ,16:24:45        ,,-97.1685,33.64318
53,Pan American Clinical Research LLC,Other,,1416 PALM BLVD ,BROWNSVILLE ,BROWNSVILLE ,1416 PALM BLVD ,78520,25.9157641822253,-97.4988690165815,0,400,0,460,0,400,460,956-443-0016,https://www.panamclinicalresearch.com/,,04/26/2021      ,16:19:51        ,,-97.498869,25.915764
54,Terrell Fire Department,Other,,201 East Nash Street,Terrell,Kaufman,201 East Nash Street,75160,32.7380092220525,-96.2756318588816,0,2000,0,2000,0,2000,2000,,,,04/23/2021      ,09:40:23        ,,-96.275632,32.738009
55,Valley Medclinic,Other,,304 S Jackson Rd,Edinburg,Hidalgo,304 S Jackson Rd,78539,26.30318,-98.18607,0,70,0,0,0,70,0,,,,04/26/2021      ,16:12:22        ,,-98.18607,26.30318
56,15RX Pharmacy - 1,Federal Allocation,,,SAN ANTONIO,BEXAR,"418 Carson Hill Dr San Antonio, TX 78251",78251,29.4358224935131,-98.6886855754398,0,70,0,0,195,265,0,210-684-1579 ext 1,https://15rx.com/,,04/26/2021      ,16:35:29        ,,-98.688686,29.435822
57,Midland Memorial Hospital Main,Vaccine Hub,J,400 Rosalind Redfern Grover Pkwy,Midland,Midland,400 Rosalind Redfern Grover Pkwy,79701,31.9974792618293,-102.100177324424,5118,0,23400,0,0,5118,23400,432-686-8773,https://www.midlandhealth.org/vaccine,,04/22/2021      ,18:19:36        ,,-102.100177,31.997479
58,CROSS ESSENCE MENTAL HEALTHCARE GROUP,Medical Practice,,2006 Thompson Rd #104,Richmond,Fort Bend,2006 Thompson Rd #104104,77469,29.5670097,-95.7617683,0,200,0,0,0,200,0,,,,04/26/2021      ,17:19:45        ,,-95.761768,29.56701
59,Nuestra Clinica Del Valle - Edcouch,Community Clinic,,1518 E Santa Rosa,Edcouch,,"1518 E Santa Rosa, Edcouch, TX 78538",78538,26.2941113,-97.9454372,0,100,0,0,120,220,0,(956) 262-1363,http://www.nuestraclinicadelvalle.org/,,04/26/2021      ,15:56:18        ,,-97.945437,26.294111
60,"Remedi SeniorCare of Dallas, LLC",Federal Allocation,,2700 Research Drive,Plano,Collin,2700 Research Drive,75074,,,0,0,0,0,300,300,0,,,,04/26/2021      ,07:12:52        ,,,
61,Monzer Yazji MD and associates,Medical Practice,,502 S Closner Blvd,Edinburg,Hidalgo,"502 S Closner Blvd, Edinburg, TX, USA",78539,26.2971436,-98.1627413,0,139,0,0,0,139,0,,,,04/20/2021      ,09:27:17        ,,-98.162741,26.297144
62,"Abeldt's Gaslight Pharmacy, Inc.",Pharmacy,,200 Gaslight Blvd,Lufkin,Angelina,200 Gaslight Blvd Lufkin 75904,75904,31.3325585146094,-94.7527355863199,0,132,0,0,0,132,0,,,,04/26/2021      ,16:39:17        ,,-94.752736,31.332559
63,Lino's Pharmacy,Pharmacy,,708 N Grant St,Roma,Starr,708 N Grant St,78584,26.4072839796204,-99.0165725879374,0,0,0,0,425,425,0,(956) 849-1811,https://linospharmacyrx.com/,,04/26/2021      ,16:14:22        ,,-99.016573,26.407284
64,Columbus Pharmacy LLC,Pharmacy,,,Columbus,Colorado,1206 Fannin Street,78934,29.7546619,-95.3658699,0,300,0,0,0,300,0,979-732-2600,,,04/12/2021      ,08:25:15        ,,-95.36587,29.754662
65,Heriberto Rodriguezayala Md Pa,Other,,,Edinburg,Hidalgo,5419 S Mccoll Rd,78539,26.2539195,-98.2047253,0,190,0,0,0,190,0,,,,04/26/2021      ,15:45:38        ,,-98.204725,26.25392
66,Flatonia Pharmacy LLC,Pharmacy,,,Flatonia,Fayette,121 E. North Main Street,78941,29.6881184360192,-97.1076358013893,0,300,0,0,0,300,0,,,,04/12/2021      ,12:20:12        ,,-97.107636,29.688118
67,Walmart Pharmacy 2977,Federal Allocation,,735 W Sublett Rd,Arlington,Tarrant,735 W Sublett Rd,76017,32.6459266251302,-97.117546257749,0,70,0,0,0,70,0,,,,04/26/2021      ,00:00:00        ,,-97.117546,32.645927
68,Walgreens Pharmacy 04837,Federal Allocation,,,Missouri City ,,6120 Highway 6 ,77459,,,30,0,0,0,0,30,0,,,,04/26/2021      ,17:45:35        ,,,
69,Walgreens Pharmacy 04514,Federal Allocation,,,Houston,,8535 S BRAESWOOD BLVD,77071,29.6746368127871,-95.5095212782762,54,0,0,0,0,54,0,(713) 988-8764,https://www.walgreens.com/locator/walgreens-8535+s+braeswood+blvd-houston-tx-77071/id=4514,,04/26/2021      ,21:05:58        ,,-95.509521,29.674637
70,Walgreens Pharmacy 02692,Federal Allocation,,,CHANNELVIEW,,14806 WOODFOREST BLVD CHANNELVIEW 77530,77530,29.7899648,-95.156953,24,0,0,0,0,24,0,,,,04/26/2021      ,21:21:34        ,,-95.156953,29.789965
71,Walgreens Pharmacy 02686,Federal Allocation,,1515 Lockwood Dr, Houston,Harris,1515 Lockwood Dr Houston 77020,77020,29.7745504,-95.3156121,21,0,128,0,0,21,128,,,,04/23/2021      ,19:40:19        ,,-95.315612,29.77455
72,Walgreens Pharmacy 02458,Federal Allocation,,,San Antonio,,7802 Wurzbach Rd,78229,29.5117856679221,-98.5565274410073,12,0,0,0,0,12,0,210-614-3590,https://www.walgreens.com/locator/walgreens-7802+wurzbach+rd-san+antonio-tx-78229/id=2458,,04/26/2021      ,17:04:06        ,,-98.556527,29.511786
73,KROGER PHARMACY 917,Federal Allocation,,,Granbury,,3915 E US HIGHWAY 377,76049,32.4546221319016,-97.7269034297048,252,0,0,0,0,252,0,,,,04/22/2021      ,08:05:00        ,,-97.726903,32.454622
74,Genoa Healthcare Brownsville,Federal Allocation,,861 old alice rd,brownsville,Cameron,"861 old alice rd brownsville,texas 78520",78520,25.9333881,-97.4997582,0,200,0,0,0,200,0,9564040202,https://www.ttbh.org/tropical-texas-behavioral-health-locations,,04/26/2021      ,09:14:44        ,,-97.499758,25.933388
75,Woody Weaver Pharmacy Inc,Other,,2726 West Gentry,Tyler,Smith,2726 W GENTRY PKWY Tyler 75702,75702,32.370446398592,-95.3326319709558,0,60,0,0,0,60,0,,,,04/26/2021      ,16:47:16        ,,-95.332632,32.370446
76,HILL REGIONAL HOSPITAL,Hospital,M,101 Circle Dr,Hillsboro,Hill,101 Circle Dr,76645,32.0122258374529,-97.0992588797115,102,460,0,0,90,652,0,(254) 580-8500,https://www.hillregionalhospital.com/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,,04/22/2021      ,15:58:26        ,,-97.099259,32.012226
77,Hope Community Medicine - San Augustine,Community Clinic,,109 E Main St,San Augustine,San Augustine,"109 E Main St, San Augustine, Texas 75972",75972,31.5293677810251,-94.1092439154672,0,160,0,0,0,160,0,(936) 275-4420,http://www.hcmtx.org/,,04/23/2021      ,07:22:31        ,,-94.109244,31.529368
78,Dayton Family Medical Clinic,Other,,205 N MAIN ST DAYTON 77535,DAYTON,Liberty,205 N MAIN ST DAYTON 77535,77535,30.0465260415203,-94.8885393754284,0,0,0,0,50,50,0,(936) 258-5644,,,04/20/2021      ,16:36:18        ,,-94.888539,30.046526
79,St Michaels Elite Hospital,Hospital,,16000 Southwest Freeway suite 100,SUGAR LAND,Fort Bend,16000 SW FREEWAY HWY 6,77479,29.5981,-95.62421,0,0,0,0,340,340,0,(281) 980-4357,https://24hrer.com/,,04/26/2021      ,10:12:03        ,,-95.62421,29.5981
80,The Drug Store - Haskell,Pharmacy,,100 S Avenue E,Haskell,Haskell,100 S Avenue E,79521,33.1563221351972,-99.7339749428137,0,400,0,160,0,400,160,(940) 864-2673 ,,,04/26/2021      ,09:41:59        ,,-99.733975,33.156322
81,THE DRUG STORE - Pittsburg,Federal Allocation,,19 COUNTY ROAD 4114 SUITE 1,PITTSBURG,,19 COUNTY ROAD 4114 SUITE 1,75686,33.0315728124675,-94.9601715589661,0,0,0,0,201,201,0,,,,04/26/2021      ,00:00:00        ,,-94.960172,33.031573
82,"ENT and Allergy Clinic, PA",Federal Allocation,,1600 W Business Hwy 380 Suite A,Decatur,Wise,1600 W Business Hwy 380 Suite A,76234,33.2315815489968,-97.6057555554613,0,100,0,0,0,100,0,+19406277997,https://www.myentclinic.com/,,04/26/2021      ,15:17:33        ,,-97.605756,33.231582
83,East Austin Medicine Shop,Other,,,Austin,Travis,1909 E 38 12 St,78723,30.2874956,-97.7065716,0,40,0,0,0,40,0,,,,04/26/2021      ,15:14:47        ,,-97.706572,30.287496
84,Industry Park Wellness Clinic,Community Clinic,,,San Antonio,Bexar,4618 Industry Park Drive,78218,29.4723951912263,-98.4018037569829,0,103,0,0,0,103,0,,,,04/26/2021      ,15:14:40        ,,-98.401804,29.472395
85,Kessler Park Regional Dialysis Center,Other,,,Dallas,,1070 N WESTMORELAND RD,75211,32.7568518573663,-96.8730398732896,0,20,0,0,0,20,0,(499) 441-8872,,,04/21/2021      ,10:24:22        ,,-96.87304,32.756852
86,PRIMECARE PHARMACY - Arlington,Federal Allocation,,W Main St,Arlington,Tarrant,611 W Main St,76010,32.7373170755717,-97.1133508722408,168,295,178,0,0,463,178,,,,04/26/2021      ,16:20:46        ,,-97.113351,32.737317
87,Hillrise Home Management LLC,Other,,10662 Vista Del Sol Dr,El Paso,El Paso,10662 VISTA DEL SOL DR El Paso 79935,79935,31.7548708061482,-106.340333043985,0,380,0,0,0,380,0,,,,04/26/2021      ,16:00:19        ,,-106.340333,31.754871
88,"Southwest Arthritis Research Group, P.A.",Medical Practice,,1600 Republic Parkway,Mesquite,Dallas,1600 REPUBLIC PKWY STE 200 Mesquite 75150,75150,32.8285395583954,-96.6232968899997,1135,0,0,0,0,1135,0,,,,04/26/2021      ,14:42:49        ,,-96.623297,32.82854
89,Tyler Rx Pharmacy,Federal Allocation,,2415 East 5th Street,Tyler,Smith,2415 East 5th Street,75701,32.3320280251901,-95.2698429741188,0,230,0,299,0,230,299, (903) 593-1400 ,,,04/26/2021      ,16:30:32        ,,-95.269843,32.332028
90,Sams Club Pharmacy 8246,Federal Allocation,,12300 Southwest Fwy,Stafford,,,77477,29.644665974568,-95.5789243495706,0,106,0,53,0,106,53,+1 281 295 2512,,,04/26/2021      ,00:00:00        ,,-95.578924,29.644666
91,Richard's Pharmacy,Federal Allocation,,Main Ave,Alton,TX,"3509 E Main Ave, suite 102",78573,26.2829480419207,-98.2803943636008,0,120,0,0,0,120,0,,,,04/26/2021      ,18:25:44        ,,-98.280394,26.282948
92,Sams Club Pharmacy 6422,Federal Allocation,,3310 4TH ST, LONGVIEW ,,,75605,32.5437628682113,-94.7285939830636,0,30,0,19,0,30,19,+1 903 663 7642,,,04/26/2021      ,00:00:00        ,,-94.728594,32.543763
93,Sams Club Pharmacy 6338,Federal Allocation,,1405 EARL RUDDER FWY S ,COLLEGE STATION ,,1405 EARL RUDDER FWY S ,77845,30.6345336973405,-96.3020749520637,0,130,0,70,0,130,70,+1 979 696 0128,,,04/26/2021      ,00:00:00        ,,-96.302075,30.634534
94,Sams Club 6202,Federal Allocation,,407 N BRENTWOOD, Lufkin,,,75904,31.3017363054898,-94.7323587127486,0,129,0,70,0,129,70,,,,04/26/2021      ,00:00:00        ,,-94.732359,31.301736
95,SAMS CLUB PHARMACY 8267,Federal Allocation,,4833 S Padre Island Dr,Corpus Christi,,,78411,27.7123110620598,-97.3845874434503,0,80,0,0,0,80,0,+1 361 855 7995,,,04/26/2021      ,00:00:00        ,,-97.384587,27.712311
