OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
17,Kroger Pharmacy 402,Pharmacy,,3612 N Belt Line Rd,Irving,Dallas,3612 N Belt Line Rd,75062,32.8553555227261,-96.9919882401021,0,0,0,0,(972) 252-6450,http://www.kroger.com/stores/details/035/00402?cid=loc_03500402PP_gmb,,03/10/2021      ,04:21:12        ,-96.991988,32.855356
18,Kroger Pharmacy 746,Pharmacy,,11701 S Sam Houston Pkwy,Houston,Harris,11701 S Sam Houston Pkwy,77089,29.589831,-95.22251,0,0,0,0,(281) 484-3294,,,04/01/2021      ,17:55:21        ,-95.22251,29.589831
19,Kroger Pharmacy 957,Pharmacy,,1310 Clarksville St,Paris,Lamar,1310 Clarksville St,75460,33.6587317770619,-95.5422577520564,0,0,0,0,(903) 785-1922,http://www.kroger.com/stores/details/035/00957?cid=loc_03500957PP_gmb,,03/26/2021      ,08:05:00        ,-95.542258,33.658732
20,Kroger Pharmacy 302,Pharmacy,,5730 Seawall Blvd,Galveston,Galveston,5730 Seawall Blvd,77551,29.2687283600529,-94.82277614634,0,0,0,0,(409) 741-9091,http://www.kroger.com/stores/details/034/00302?cid=loc_03400302PP_gmb,,03/30/2021      ,08:05:00        ,-94.822776,29.268728
21,Kroger Pharmacy 347,Pharmacy,,9303 Hwy 6 South,Houston,Harris,9303 Hwy 6 South,77083,29.6786343817034,-95.643535952849,0,0,0,0,(713) 474-2111,http://www.kroger.com/stores/details/034/00347?cid=loc_03400347PP_gmb,,03/30/2021      ,08:05:00        ,-95.643536,29.678634
22,Brookshire Brothers Pharmacy of Kirbyville,Pharmacy,,South Margaret,Kirbyville,Jasper,1005 South Margaret,75956,30.651643138221,-93.8968749498785,0,0,0,0,,,,,,-93.896875,30.651643
23,The Well Health Center,Community Clinic,,200 Palo Duro Drive,Cactus,TX,200 Palo Duro Drive,79013,36.0474441,-102.0002444,0,0,0,0,,,,03/31/2021      ,10:17:24        ,-102.000244,36.047444
24,Rodger's Pharmacy,Other,,,Liberty,Liberty,1909 Grand Avenue,77575,30.0633854817349,-94.7969249666429,0,0,0,0,,,,04/01/2021      ,18:51:45        ,-94.796925,30.063385
25,Flatonia Pharmacy LLC,Pharmacy,,,Flatonia,Fayette,121 E. North Main Street,78941,29.6881184360192,-97.1076358013893,0,0,0,0,,,,03/12/2021      ,14:30:06        ,-97.107636,29.688118
26,Kroger Pharmacy 128,Pharmacy,,,HOUSTON,,14221 E SAM HOUSTON PKWY N ,77044,29.9246834608474,-95.2040293885192,72,0,0,72,,,,03/15/2021      ,08:05:00        ,-95.204029,29.924683
27,Kroger Pharmacy 359,Pharmacy,,,Kingwood ,,25651 Highway 59 N ,77339,30.0721816766656,-95.2431616174374,0,0,0,0,,,,03/29/2021      ,08:05:00        ,-95.243162,30.072182
28,Kroger Pharmacy 974,Pharmacy,,,Baytown ,,1700 N Alexander Dr ,77520,30.2801866397388,-97.7094573040521,0,0,0,0,,,,03/29/2021      ,08:05:00        ,-97.709457,30.280187
29,Allen Pharmacy,Pharmacy,,,Denton,Denton,1612 Scripture St,76201,33.2192842277684,-97.1493791777288,0,0,0,0,(940) 484-0100,https://www.allenpharmacy.net/,,04/01/2021      ,09:49:30        ,-97.149379,33.219284
30,Better Health Pharmacy,Pharmacy,,8615 S Hulen St,Fort Worth,Tarrant,"8615 South Hulen Street #115, Fort Worth, TX 76123",76123,32.616355,-97.3877038,0,0,20,20,682-708-3499,https://www.sccgov.org/sites/phd/services/php/Pages/bhp.aspx,,03/31/2021      ,22:45:39        ,-97.387704,32.616355
31,Phillips 66 Health Services Old Ocean,Other,,8189 Old FM 524,Old Ocean,Brazoria,8189 Old FM 524,77463,29.0794548,-95.7490238,0,0,0,0,,,,03/18/2021      ,08:35:00        ,-95.749024,29.079455
32,United Pharmacy 555,Pharmacy,,12815 Indiana Ave,Lubbock,Lubbock,12815 Indiana Ave,79423,33.4771028084108,-101.887590299308,0,50,0,50,(806) 776-8915,https://local.pharmacy.unitedsupermarkets.com/tx/lubbock/12815-indiana-ave.html,,04/01/2021      ,14:03:26        ,-101.88759,33.477103
33,Albertsons Pharmacy 4187,Pharmacy,,1500 S Beltline Rd,Mesquite,Dallas,"1500 South Beltline Road, Mesquite, TX, USA",75149,32.7453598,-96.595274,0,0,0,0,(972) 285-1352,,,04/01/2021      ,09:45:49        ,-96.595274,32.74536
34,Albertsons Pharmacy 0716,Pharmacy,,200 West Crawford Street,Denison,Grayson,200 West Crawford Street,75020,33.7534517672625,-96.5378045553983,0,0,0,0,(903) 465-6182,https://local.pharmacy.albertsons.com/tx/denison/200-w-crawford-st.html,,04/01/2021      ,09:36:15        ,-96.537805,33.753452
35,HCA HOUSTON HEALTHCARE TOMBALL,Hospital,Q,605 Holderreith Blvd,Tomball,Harris,605 Holderreith Blvd,77375,30.0873949891363,-95.6207209991388,0,100,0,100,(281) 401-7500,https://hcahoustonhealthcare.com/locations/tomball?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/01/2021      ,09:35:57        ,-95.620721,30.087395
36,Kroger Pharmacy 308,Pharmacy,,,Pearland ,Brazoria,11003 Shadow Creek PWY,77584,29.5832555865591,-95.3898827453678,0,100,0,100,281-669-1250,,,03/30/2021      ,08:05:00        ,-95.389883,29.583256
37,Kelsey-Seybold Clinic - West Grand Parkway,Other,,2510 W GRAND PKWY N,Katy,,2510 W GRAND PKWY N,77449,29.81105,-95.77316,0,0,0,0,,,,04/01/2021      ,16:41:10        ,-95.77316,29.81105
38,HCA HOUSTON HEALTHCARE SOUTHEAST,Pharmacy,Q,4000 Spencer Highway,Pasadena,Harris,4000 Spencer Highway,77504,29.6611649867432,-95.1837479952647,0,0,0,0,(713) 359-2000,https://hcahoustonhealthcare.com/locations/southeast?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/01/2021      ,11:36:06        ,-95.183748,29.661165
39,BIS Community Clinic,Community Clinic,,Highway 90 North,Bedias,Grimes,22140 State Highway 90 North,77831,30.7746912,-95.9497026,0,0,0,0,,,,03/31/2021      ,21:49:46        ,-95.949703,30.774691
40,Gloyer's Pharmacy,Pharmacy,,West Main St,Tomball,Harris,"1010 West Main Street, Tomball, TX, USA",77375,30.0928758,-95.6262249,0,0,0,0,,,,04/01/2021      ,15:14:49        ,-95.626225,30.092876
41,Albertsons Pharmacy 4290,Pharmacy,,480 NW Pkwy St,Azle,Tarrant,"480 Northwest Parkway Street, Azle, TX, USA",76020,32.9021027,-97.5445265,0,0,0,0,,,,04/01/2021      ,09:50:22        ,-97.544526,32.902103
42,Glen Rose Healthcare Inc,Other,,409 Glenwood St,Glen Rose,Somervell,409 Glenwood St,76043,32.2427067903696,-97.7450588866327,0,100,0,100,+12548972202,http://www.glenrosehealthcare.com/,,03/30/2021      ,19:51:38        ,-97.745059,32.242707
43,Valu Rite Pharmacy,Pharmacy,,709 Woodrow Wilson Ray Cir,Bridgeport,Wise,709 Woodrow Wilson Ray Circle,76426,33.2221782,-97.760303,0,0,120,120,(940) 683-2950,valurite_pharmacy@yahoo.com,,04/01/2021      ,17:31:00        ,-97.760303,33.222178
44,Walgreens Pharmacy 09601,Pharmacy,,,,,"3755 ATASCOCITA RD Humble, TX 77396",,29.9799175450852,-95.2182115691454,0,0,0,0,(281) 812-4778,https://www.walgreens.com/locator/walgreens-3755+atascocita+rd-humble-tx-77396/id=9601,,03/30/2021      ,13:48:17        ,-95.218212,29.979918
45,Albertsons Pharmacy 4112,Pharmacy,,3603 Mccann Road,Longview,Gregg,3603 Mccann Road,75605,32.5431482412588,-94.7551059325948,0,0,0,0,(903) 663-2056,http://www.albertsons.com/pd/stores/TX/Longview/Longview-McCann-and-Loop-281/DC5678335,,04/01/2021      ,09:40:13        ,-94.755106,32.543148
46,GLEN ROSE MEDICAL CENTER,Hospital,E,1021 Holden St., Glen Rose,Somervell,"1021 Holden St., Glen Rose, TX, 76043",76043,32.242461,-97.746456,0,300,0,300,(254) 897-2215,http://www.glenrosemedicalcenter.com/,,03/31/2021      ,09:54:06        ,-97.746456,32.242461
47,HCA HOUSTON HEALTHCARE MAINLAND ,Hospital,R,6801 Emmett F Lowry Expy, Texas City,Galveston,"6801 Emmett F Lowry Expy, Texas City, TX, 77591",77591,29.393779,-94.986821,0,0,0,0,(409) 938-5000,https://hcahoustonhealthcare.com/locations/mainland?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/01/2021      ,09:20:19        ,-94.986821,29.393779
48,Tom Thumb Pharmacy 3099,Pharmacy,,551 Laurence Dr,Heath,Rockwall,"551 Laurence Drive, Heath, TX, USA",1947,32.8421818,-96.4705162,0,0,0,0,(469) 651-6370,,,04/01/2021      ,10:26:09        ,-96.470516,32.842182
49,HCA HOUSTON HEALTHCARE PEARLAND,Hospital,R,11100 Shadow Creek Parkway,Pearland,Brazoria,11100 Shadow Creek Parkway,77584,29.5777469871462,-95.3903189931951,0,0,100,100,(713) 770-7000,https://hcahoustonhealthcare.com/locations/pearland?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,03/31/2021      ,08:09:47        ,-95.390319,29.577747
50,Medical Arts Pharmacy - San Angelo,Pharmacy,,2102 Pecos St,San Angelo,Tom Green,2102 Pecos Ste 4,76901,31.4535462,-100.4651666,0,0,0,0,(325) 949-4636,,,03/22/2021      ,17:05:33        ,-100.465167,31.453546
51,Best Value West Pharmacy,Pharmacy,,124 W Renfro,Burleson,Johnson,124 W Renfro,76028,32.5430336606424,-97.3223168297309,0,25,50,75,(817) 295-6128,http://www.mybestvaluerx.com/,,03/31/2021      ,13:12:02        ,-97.322317,32.543034
52,Jacobs Family Pharmacy,Pharmacy,,,Brownwood,Brown,2701 Austin Ave,76801,31.6950313518819,-98.9666626660521,0,0,88,88,(325) 646-1100 ,http://jacobsfamilypharmacy.com/,,04/01/2021      ,17:37:05        ,-98.966663,31.695031
53,Lake Hills Pharmacy,Pharmacy,,12005 Bee Cave Rd Suite 1a,Austin,Travis,12005 Bee Cave Rd Suite 1a,78738,30.3081842059391,-97.9260639578281,728,0,0,728,512-608-9355,https://lakehillsrx.com/,,03/31/2021      ,16:44:32        ,-97.926064,30.308184
54,ST. DAVID'S GEORGETOWN HOSPITAL,Hospital,O,2000 Scenic Dr,Georgetown,Williamson,2000 Scenic Dr,78626,30.6265532833648,-97.687574270036,0,0,0,0,512.816.0004,https://stdavids.com/covid-19/covid-19-vaccine-information/,,03/31/2021      ,11:59:47        ,-97.687574,30.626553
55,Walgreens Pharmacy 06264,Pharmacy,,,,,"8020 DENTON HWY Watauga, TX 76148",,32.8910378011402,-97.2589520008276,180,0,0,180,(817) 428-5376,https://www.walgreens.com/locator/walgreens-8020+denton+hwy-watauga-tx-76148/id=6264,,04/01/2021      ,17:58:36        ,-97.258952,32.891038
56,COVENANT HOSPITAL - LEVELLAND,Hospital,B,1900 College Avenue,Levelland,Hockley,1900 College Avenue,79336,33.572799332241,-102.367772600785,0,0,0,0,(806) 894-4963,https://www.covenanthealth.org/our-services/,,04/01/2021      ,08:22:12        ,-102.367773,33.572799
57,OAKBEND MEDICAL CENTER,Hospital,Q,1705 Jackson Street,Richmond,Fort Bend,1705 Jackson Street,77469,29.5774114176524,-95.771517220778,0,0,0,0,(281) 341-3000,https://www.oakbendmedcenter.org/,,04/01/2021      ,09:47:46        ,-95.771517,29.577411
58,BSA HEALTH SYSTEM - MAIN CAMPUS,Hospital,A,1600 Wallace Blvd,Amarillo,Potter,1600 Wallace Blvd,79106,35.1948772627839,-101.92018986769,424,180,0,604,(806) 212-2000,http://www.bsahs.org,,04/01/2021      ,11:26:29        ,-101.92019,35.194877
59,38th Street Pharmacy,Pharmacy,,711 West 38th Street C3,Austin,Travis,711 West 38th Street C3,78705,30.3040639172792,-97.7407395922303,0,0,0,0,(512) 458-3784,http://www.38thstreetpharmacy.com/,,03/31/2021      ,13:39:08        ,-97.74074,30.304064
60,REMINGTON PHARMACY INC dba TOTAL PHARMACY,Pharmacy,,W WHEATLAND RD,DALLAS,DALLAS,"3690 W WHEATLAND RD, STE 140",75237,32.6473437,-96.879668,0,0,0,0,,,,03/07/2021      ,22:17:55        ,-96.879668,32.647344
61,Guardian Pharmacy,Pharmacy,,, Arlington ,,610 MAGIC MILE ST,76011,,,0,0,40,40,,,,04/01/2021      ,17:50:23        ,,
62,Liberty Hill Pharmacy & Compounding Center,Pharmacy,,,LIBERTY HILL,,13740 W STATE HIGHWAY 29 STE 4 ,78642,30.6677286610598,-97.9104493461791,0,0,0,0,,,,03/31/2021      ,13:26:34        ,-97.910449,30.667729
63,Beaker Pharmacy,Pharmacy,,Eldorado Pkwy,Mckinney,collin,7810 Eldorado pkwy ste 200,75070,33.1749321,-96.7196682,0,0,60,60,,,,03/31/2021      ,22:57:32        ,-96.719668,33.174932
64,Rhome Pharmacy,Pharmacy,,400 S Main St,Rhome,Wise,400 S Main St,76078,33.0502671711239,-97.4712778417451,0,0,0,0,(817) 638-5561,http://www.mybestvaluerx.com/,,01/27/2021      ,12:06:01        ,-97.471278,33.050267
65,Health-Rite Pharmacy,Pharmacy,,21660 Kingsland Blvd,Katy,Harris,21660 Kingsland Boulevard Suite 600,77450,29.7757585,-95.7440506,0,0,10,10,832-437-2216,,,04/01/2021      ,17:06:29        ,-95.744051,29.775759
66,Community Pharmacy Denton,Pharmacy,E,4400 Teasley Ln. Suite 100,Denton,Denton,4400 Teasley Ln. Suite 100,76210,33.1508215581206,-97.1059288311364,0,0,0,0,940-484-4400,https://communitypharmacy.com/,,04/01/2021      ,16:50:04        ,-97.105929,33.150822
67,Love Oak Pharmacy,Other,,West Main Street,Eastland,Eastland,805 West Main Street,76448,32.4024172001405,-98.8261003191648,0,10,100,110,,,,03/31/2021      ,18:00:26        ,-98.8261,32.402417
68,Best Value Renshaw Pharmacy,Pharmacy,,800 Medical Center Dr Ste A,Decatur,Wise,800 Medical Center Dr Ste A,76234,33.2185116658075,-97.59524400234,0,0,0,0,(940) 627-5343,http://www.mybestvaluerx.com/,,02/18/2021      ,21:00:51        ,-97.595244,33.218512
69,Highland Drug,Other,,504 E AVENUE E, ALPINE,Brewster,"504 E AVENUE E,  Alpine, Texas 79830",79830,33.129269,-96.644272,0,0,0,0,432-837-3931,,,03/29/2021      ,06:20:27        ,-96.644272,33.129269
70,Hallettsville Pharmacy LLC,Pharmacy,,,HALLETTSVILLE,Lavaca,304 N TEXANA ST,77964,29.4466386,-96.9415246,0,0,0,0,,,,03/24/2021      ,11:37:33        ,-96.941525,29.446639
71,Fort Worth Primary Care,Other,,800 8th Ave,Fort Worth,,800 8TH AVE STE 626 Fort Worth 76104,76104,32.73628,-97.34371,0,0,0,0,817.243.7995,https://fortworthprimarycare.com/,,,,-97.34371,32.73628
72,Md Kids Pediatrics W Plano,Medical Practice,,7800 Preston Rd Ste 300,Plano,Collin,7800 Preston Rd Ste 300,75024,33.0818127478593,-96.799992267656,0,0,0,0,(972) 608-3800,http://mdmedicalgroup.us/,,04/01/2021      ,07:44:00        ,-96.799992,33.081813
73,Md Kids Pediatrics Oakcliff,Medical Practice,,3434 W Illinois Ave 3063,Dallas,Dallas,3434 W Illinois Ave 3063,75211,32.7202624654023,-96.8773749828699,0,0,0,0,(214) 623-1900,http://mdmedicalgroup.us/,,02/22/2021      ,15:39:37        ,-96.877375,32.720262
74,Md Kids Pediatrics Macarthur Irving,Medical Practice,,1111 W Airport Fwy,Irving,Dallas,1111 W Airport Fwy,75062,32.8373282372814,-96.9603017141238,0,0,0,0,(469) 488-4500,http://mdmedicalgroup.us/,,02/25/2021      ,08:35:25        ,-96.960302,32.837328
75,Laura's Pharmacy,Pharmacy,,,Azle,Tarrant,232 W Main St,76020,32.8943048768725,-97.545207661382,0,0,0,0,,,,03/31/2021      ,18:26:41        ,-97.545208,32.894305
76,Md Kids Pediatrics Lomaland,Medical Practice,,1570 Lomaland Dr Ste A,El Paso,El Paso,1570 Lomaland Dr Ste A,79935,31.7558840731819,-106.328353281938,0,0,0,0,(915) 590-4555,,,03/05/2021      ,14:45:39        ,-106.328353,31.755884
77,Md Kids Pediatrics Lake Highlands,Medical Practice,,8330 Abrams,Dallas,Dallas,"8330 Abrams, Dallas, Texas 75243",75243,32.8948369728842,-96.7398549414889,0,0,0,0,(214) 342-4400,http://mdmedicalgroup.us/,,03/29/2021      ,17:01:24        ,-96.739855,32.894837
78,Md Kids Pediatrics Garland,Medical Practice,,3050 S 1st St Ste 209,Garland,Dallas,3050 S 1st St Ste 209,75041,32.8791579124605,-96.6308045755827,0,0,0,0,(469) 488-4200,http://mdmedicalgroup.us/,,02/12/2021      ,16:31:33        ,-96.630805,32.879158
79,Walgreens Pharmacy 07073,Pharmacy,,,,,"4615 FAIRMONT PKWY Pasadena, TX 77504",,29.649740540804,-95.1722664164477,0,0,0,0,(281) 991-9600,https://www.walgreens.com/locator/walgreens-4615+fairmont+pkwy-pasadena-tx-77504/id=7073,,04/01/2021      ,17:09:43        ,-95.172266,29.649741
80,Md Kids Pediatrics Dallas,Medical Practice,E,655 W Illinois Ave Ste 916,Dallas,Dallas,655 W Illinois Ave Ste 916,75224,32.7204981638582,-96.8336959492229,0,0,0,0,214-941-7611,,,02/06/2021      ,20:22:01        ,-96.833696,32.720498
81,"Dr. Mario Sanchez, DO",Other,V,106 N Main St,La Feria,Cameron,"106 N Main St, La Feria, TX 78559",78559,26.1582,-97.82401,0,0,0,0,956-797-2002,,,04/01/2021      ,17:07:53        ,-97.82401,26.1582
82,Md Kids Pediatrics Cockrell Hill,Medical Practice,,4351 Dfw Turnpike Ste,Dallas,Dallas,4351 Dfw Turnpike Ste,75211,32.767316344096,-96.8965098538842,0,0,0,0,(469) 488-4300,http://mdmedicalgroup.us/,,03/05/2021      ,08:10:37        ,-96.89651,32.767316
83,Md Kids Pediatrics Carrolton,Medical Practice,,3044 Old Denton Rd Ste 138,Carrollton,Denton,3044 Old Denton Rd Ste 138,75007,32.9974541467862,-96.909692058499,0,0,0,0,(972) 245-0007,http://mdmedicalgroup.us/,,02/02/2021      ,19:58:30        ,-96.909692,32.997454
84,Popular Pharmacy,Pharmacy,,East Us Highway 83,Rio Grande City,Starr,5326 East Us Highway 83 Suite A # 5,78582,26.3550746476119,-98.7734434032619,0,0,0,0,(956) 317-1112,https://www.mypopularrx.com/,,03/23/2021      ,11:19:57        ,-98.773443,26.355075
85,Walgreens Pharmacy 05094,Pharmacy,,,,,"14616 MEMORIAL DR Houston, TX 77079",,29.7702471374076,-95.6082569358905,0,0,0,0,(281) 493-3043,https://www.walgreens.com/locator/walgreens-14616+memorial+dr-houston-tx-77079/id=5094,,04/01/2021      ,16:58:18        ,-95.608257,29.770247
86,W & W Medical Consulting,Other,,,Harlingen,,1821 S SESAME SQ STE 14 ,78550,26.1667746227936,-97.6794710445575,0,0,0,0,,,,03/24/2021      ,15:16:22        ,-97.679471,26.166775
87,CHRISTUS JASPER MEMORIAL HOSPITAL,Hospital,R,1275 Marvin Hancock Dr,Jasper,Jasper,1275 Marvin Hancock Dr,75951,30.907532908445,-94.0084626777137,0,0,200,200,(409) 384-5461,https://www.christushealth.org/southeast-texas/jasper?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NDktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,04/01/2021      ,16:09:42        ,-94.008463,30.907533
88,Jasper-Newton Co Public Health District,Vaccine Hub,,210 High St,Newton,Newton,210 High Street,75966,30.8493828,-93.7595847,0,0,0,0,409-384-6829,http://www.jaspernewton.org,,03/31/2021      ,17:01:19        ,-93.759585,30.849383
89,Walgreens Pharmacy 06631,Pharmacy,,,,,"6350 DAVIS BLVD North Richland Hills, TX 76180",,32.8613881416706,-97.2077908693419,180,0,0,180,(817) 498-6500,https://www.walgreens.com/locator/walgreens-6350+davis+blvd-north+richland+hills-tx-76180/id=6631,,04/01/2021      ,16:50:36        ,-97.207791,32.861388
90,United Pharmacy 520,Pharmacy,,1229 State Highway 16 S,Graham,Young,1229 State Highway 16 S,76450,33.0932039316247,-98.5891808097199,0,0,0,0,,,,04/01/2021      ,09:53:56        ,-98.589181,33.093204
91,United Market St Pharmacy 562,Pharmacy,,11999 Dallas Pkwy,Frisco,Denton,11999 Dallas Pkwy,75033,33.1769769886401,-96.8431309689037,0,0,0,0,(214) 872-1515,https://local.pharmacy.marketstreetunited.com/tx/frisco/11999-dallas-pkwy.html,,04/01/2021      ,07:10:23        ,-96.843131,33.176977
92,Walgreens Pharmacy 11514,Pharmacy,,,,,"9807 WALNUT HILL LN Dallas, TX 75238",,32.8790315266974,-96.7172049556581,0,0,0,0,(469) 341-3908,https://www.walgreens.com/locator/walgreens-9807+walnut+hill+ln-dallas-tx-75238/id=11514,,03/17/2021      ,15:07:07        ,-96.717205,32.879032
93,Dshs Phr 9 /10 Hq - El Paso (Re),Local Health Department,,401 E Franklin Ave,El Paso,El Paso,"401 E Franklin Ave, El Paso, TX, USA",79901,31.7627729,-106.4876396,0,0,0,0,,,,04/01/2021      ,14:20:32        ,-106.48764,31.762773
94,Randalls Pharmacy 2636,Pharmacy,,2051 Gattis School Rd,Round Rock,Williamson,2051 Gattis School Rd,78664,30.4961124716772,-97.6543100167319,0,0,0,0,(512) 246-0510,https://local.pharmacy.randalls.com/tx/round-rock/2051-gattis-school-rd.html,,04/01/2021      ,10:05:01        ,-97.65431,30.496112
95,Glenview Professional Pharmacy Richlan,Pharmacy,,7640 Glenview Dr Ste A,North Richland Hills,Tarrant,7640 Glenview Dr Ste A,76180,32.8237381916603,-97.2125928556605,0,0,0,0,(817) 284-1489,http://www.glenviewrx.com/,,03/17/2021      ,08:09:55        ,-97.212593,32.823738
96,Shubha Llc Dba Auro Pharmacy,Pharmacy,,1139 W Braker Ln,Austin,Travis,1139 W Braker Ln,78758,30.3845520226212,-97.692492184086,0,0,0,0,(512) 206-3150,http://www.aurorx.com/,,04/01/2021      ,18:41:16        ,-97.692492,30.384552
97,Columbus Pharmacy LLC,Pharmacy,,,Columbus,Colorado,1206 Fannin Street,78934,29.7546619,-95.3658699,0,0,0,0,979-732-2600,,,03/26/2021      ,12:03:54        ,-95.36587,29.754662
