OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
53,Walmart Pharmacy 567,Federal Allocation,,STATE HIGHWAY 36,Caldwell,Burleson,475 STATE HIGHWAY 36 N CALDWELL 77836,77836,30.5392802669938,-96.7003216027257,0,75,0,0,75,150,0,,,,05/03/2021      ,00:00:00        ,,-96.700322,30.53928
54,Walmart Pharmacy 601,Federal Allocation,,5501 Sherwood Way ,San Angelo ,Tom Green,5501 Sherwood Way ,76904,31.42667,-100.50908,0,45,0,0,45,90,0,(325) 942-7682,,,05/03/2021      ,00:00:00        ,,-100.50908,31.42667
55,Walmart Pharmacy 782,Federal Allocation,,,UVALDE,,3100 E MAIN ST,78801,29.2353768264372,-99.7543865301601,0,0,0,0,95,95,0,,,,05/03/2021      ,00:00:00        ,,-99.754387,29.235377
56,Walmart Pharmacy 791,Federal Allocation,, E Main St,Alice,Jim Wells,2701 E Main St Alice 78332,78332,27.7695650717659,-98.0431226300768,0,20,0,0,40,60,0,,,,05/03/2021      ,00:00:00        ,,-98.043123,27.769565
57,Walmart Pharmacy 807,Federal Allocation,,Ne Loop 82,N Richland Hills,Tarrant,6401 Ne Loop 820 North Richland Hills 76180,76180,32.8428350881516,-97.2466614336245,0,26,0,0,13,39,0,,,,05/03/2021      ,00:00:00        ,,-97.246661,32.842835
58,Walmart Pharmacy 846,Federal Allocation,,,LA GRANGE,Fayette,1915 W. STATE HWY. 71,78945,29.900861,-96.906321,0,72,0,0,72,144,0,(979) 968-8465,,,05/03/2021      ,00:00:00        ,,-96.906321,29.900861
59,Walmart Pharmacy 896,Federal Allocation,,,Grand Prairie,Dallas,2225 W Interstate 20,75052,32.6736587164204,-97.0356977612611,0,34,0,0,17,51,0,,,,05/03/2021      ,00:00:00        ,,-97.035698,32.673659
60,Walmart Pharmacy 972,Federal Allocation,,,Lake Worth,,6360 Lake Worth Blvd,76135,32.8126870895596,-97.4261044148907,0,40,0,0,40,80,0,,,,05/03/2021      ,00:00:00        ,,-97.426104,32.812687
61,Nexgen Specialty Pharmacy,Federal Allocation,,Avenue J,Arlington,Tarrant,2233 Avenue J Ste 105,76006,32.767786461433,-97.0695294452522,0,0,0,0,2070,2070,0,,,,05/03/2021      ,00:00:00        ,,-97.069529,32.767786
62,(Non Reporting) Highland Drug,Federal Allocation,,504 E AVENUE E, ALPINE,Brewster,504 E AVENUE E,79830,33.129269,-96.644272,0,0,0,0,230,230,0,432-837-3931,,,05/03/2021      ,00:00:00        ,,-96.644272,33.129269
63,Cedra Pharmacy- Dallas,Federal Allocation,,9669 N Central Expy Ste 190,Dallas,Dallas,"9669 North Central Expressway, Dallas, TX, USA",75231,32.8793579,-96.7712391,0,156,0,0,184,340,0,,,,05/03/2021      ,09:05:16        ,,-96.771239,32.879358
64,COSTCO PHARMACY 1228,Federal Allocation,,21802 Townsen Blvd W,Humble,Harris,21802 Townsen Blvd W,77338,30.0217572539155,-95.2666643302812,0,65,0,0,65,130,0,,,,05/03/2021      ,00:00:00        ,,-95.266664,30.021757
65,Heights Studewood Pharmacy,Federal Allocation,,427 W 20th Street 105,Houston,harris,427 W 20th Street 105,77008,29.803964,-95.404159,0,49,0,0,49,98,0,,,,05/03/2021      ,00:00:00        ,,-95.404159,29.803964
66,Lee's Pharmacy & Medical Equipment,Federal Allocation,,,Mcallen,Hidalgo,1901 S 1st ST STE 100,78503,26.183634,-98.222511,0,0,0,0,90,90,0,,,,05/03/2021      ,00:00:00        ,,-98.222511,26.183634
67,MED RX / SYSTEMS LLC,Federal Allocation,,,Edinburg,Hidalgo,802a E University Dr,78539,26.299905,-98.1544682,0,150,0,0,0,150,0,,,,05/03/2021      ,13:25:31        ,,-98.154468,26.299905
68,Merkel Drug Company,Federal Allocation,,121 Edwards Street,Merkel,Taylor,121 Edwards Street,79536,32.4710062505074,-100.011634918336,0,130,0,130,200,330,130,,,,05/03/2021      ,17:25:39        ,,-100.011635,32.471006
69,Richard's Pharmacy Edinburg,Federal Allocation,,South Closner,Edinburg,Hidalgo,4630 South Closner Boulevard,78573,26.2568653,-98.1729528,0,150,0,0,0,150,0,(956) 289-1880,joliv33084@aol.com,,05/03/2021      ,08:54:04        ,,-98.172953,26.256865
70,Rodger's Pharmacy,Federal Allocation,,,Liberty,Liberty,1909 Grand Avenue,77575,30.0633854817349,-94.7969249666429,0,146,0,0,293,439,0,,,,05/03/2021      ,00:00:00        ,,-94.796925,30.063385
71,Walmart Pharmacy 1800,Federal Allocation,,,Garland,Dallas,1801 MARKETPLACE DR GARLAND 75041,75041,32.863283101942,-96.6519953182806,0,46,0,0,93,139,0,(972) 279-8728,,,05/03/2021      ,00:00:00        ,,-96.651995,32.863283
72,Walmart Pharmacy 7311,Federal Allocation,,5154 Knickerbocker Rd,San Angelo,Tom Green,5154 Knickerbocker Rd,76904,31.4088784,-100.4807501,0,0,0,0,200,200,0,,,,05/03/2021      ,00:00:00        ,,-100.48075,31.408878
73,Quality Care Pharmacy,Federal Allocation,,,Wylie,Collin,2300 West Fm 544 Suite 130,75098,33.0086108995224,-96.564286117305,0,400,0,69,94,494,69,,,,05/03/2021      ,00:00:00        ,,-96.564286,33.008611
74,CVS PHARMACY 10221,Federal Allocation,,,KILLEEN,,2502 TRIMMIER RD ,76542,31.09359,-97.73247,0,177,0,0,0,177,0,,,,05/03/2021      ,00:00:00        ,,-97.73247,31.09359
75,CVS Pharmacy 17234 ,Federal Allocation,,301 E Morrison Rd,Brownsville,Cameron,301 E MORRISON RD  BROWNSVILLE 78526,78526,25.9692255310584,-97.5097648615436,0,120,0,0,0,120,0,,,,05/03/2021      ,00:00:00        ,,-97.509765,25.969226
76,Carrollton Pharmacy,Federal Allocation,,,Carrollton,,3044 Old Denton Rd Ste 305,75007,32.9978147999683,-96.9076658988295,0,0,0,0,10,10,0,,,,05/03/2021      ,13:26:23        ,,-96.907666,32.997815
77,CVS PHARMACY 6773,Federal Allocation,,,Houston,Harris,"15411 Wallisville Rd.,",77049,29.8091565,-95.1671455,0,313,0,0,0,313,0,,,,05/03/2021      ,00:00:00        ,,-95.167145,29.809157
78,CVS Pharmacy 8990,Federal Allocation,,,HOUSTON ,,519 E TIDWELL RD ,77022,29.8466510619694,-95.3922373023617,0,1078,0,147,0,1078,147,,,,05/03/2021      ,00:00:00        ,,-95.392237,29.846651
79,CVS PHARMACY 7403,Federal Allocation,,,SAN ANTONIO ,,103 SW MILITARY DR ,78221,29.3575091598139,-98.491792471275,0,1085,0,85,0,1085,85,,,,05/03/2021      ,00:00:00        ,,-98.491792,29.357509
80,CVS Pharmacy 16679,Federal Allocation,,,ARLINGTON ,,1600 W Arbrook Blvd,76015,32.6837940320615,-97.1367038994589,0,688,0,21,0,688,21,,,,05/03/2021      ,00:00:00        ,,-97.136704,32.683794
81,CVS PHARMACY 8345,Federal Allocation,,,GRAND PRAIRIE,,5195 LAKE RIDGE PKWY ,75052,32.6486175154265,-97.0446406282956,0,852,0,37,0,852,37,,,,05/03/2021      ,00:00:00        ,,-97.044641,32.648618
82,CVS Pharmacy 16866 ,Federal Allocation,,1801 Highway 287 N,Mansfield,Tarrant,1801 Highway 287 N,76063,32.5895616728467,-97.1448560013134,0,1949,0,123,0,1949,123,,,,05/03/2021      ,00:00:00        ,,-97.144856,32.589562
83,Medcare Pharmacy,Federal Allocation,,15110 Dallas Pkwy #102,Dallas,,"15110 Dallas Pkwy #102 Dallas, TX 75248",75248,32.95516,-96.82123,0,126,0,0,63,189,0,(972) 792-0204,,,05/03/2021      ,00:00:00        ,,-96.82123,32.95516
84,BCS PHARMACY,Federal Allocation,,2601 Osler Blvd,Bryan,Brazos,2601 OSLER BLVD BRYAN 77802,77802,30.6554453071853,-96.348380017022,0,281,0,0,563,844,0,,,,05/03/2021      ,00:00:00        ,,-96.34838,30.655445
85,THE MEDICINE PLACE ,Federal Allocation,,2250 CHESTNUT STREET,COLORADO CITY,Mitchell,2250 CHESTNUT STREET,79512,32.4105057484439,-100.864244412955,0,0,0,0,134,134,0,,,,05/03/2021      ,00:00:00        ,,-100.864244,32.410506
86,The Medicine Shoppe Pharmacy 1145,Federal Allocation,,800 S BROADWAY ST,LA PORTE,Harris,800 S BROADWAY ST,77571,29.6564473978897,-95.0195496743722,0,0,0,0,272,272,0,,,,05/03/2021      ,00:00:00        ,,-95.01955,29.656447
87,Walmart Pharmacy 5317,Federal Allocation,,9300 S Interstate 35 Ste B,Austin,Travis,"9300 S Interstate 35 Ste B, Austin, TX 78748",78748,30.165202,-97.790333,0,0,0,0,47,47,0,(512) 292-0346,,,05/03/2021      ,00:00:00        ,,-97.790333,30.165202
88,Walmart Pharmacy 5479,Federal Allocation,,1548 FM 685,Pflugerville,Travis,"1548 FM 685, Pflugerville, TX 78660",78660,30.453409,-97.606889,0,0,0,0,391,391,0,(512) 252-0197,,,05/03/2021      ,00:00:00        ,,-97.606889,30.453409
89,Walmart Pharmacy 5947,Federal Allocation,,5631 Dyer St,El Paso,El Paso,"5631 Dyer St, El Paso, TX 79904",79904,31.82904,-106.447094,0,0,0,0,211,211,0,(915) 245-3510,,,05/03/2021      ,00:00:00        ,,-106.447094,31.82904
90,Walmart Pharmacy 595,Federal Allocation,,,HARLINGEN,,1801 W LINCOLN ST,78552,26.1804151624313,-97.7168908231277,0,0,0,0,236,236,0,,,,05/03/2021      ,00:00:00        ,,-97.716891,26.180415
91,Walmart Pharmacy 456,Federal Allocation,,W Alton Gloor Blvd,Brownsville,Cameron,3500 W Alton Gloor Blvd,78520,25.9760765568984,-97.5194346708855,0,0,0,0,376,376,0,(479) 273-4000,,,05/03/2021      ,00:00:00        ,,-97.519435,25.976077
92,CVS Pharmacy 16890,Federal Allocation,,2200 DALLAS PKWY ,PLANO 75093,,2200 DALLAS PKWY ,75093,33.0304051,-96.8292336,0,0,0,0,139,139,0,,,,05/03/2021      ,00:00:00        ,,-96.829234,33.030405
93,Walmart Pharmacy 4509,Federal Allocation,,HIGHWAY 377 S,BENBROOK,Tarrant,8840 HIGHWAY 377 S,76126,32.6780505315327,-97.4680679291949,0,0,0,0,123,123,0,(479) 273-4000,,,05/03/2021      ,00:00:00        ,,-97.468068,32.678051
94,CVS Pharmacy 7126,Federal Allocation,,2910 Westheimer Rd ,Houston ,,2910 Westheimer Rd Houston 77098,77098,29.7429355234818,-95.4222125130949,0,0,0,0,228,228,0,7135260062,,,05/03/2021      ,00:00:00        ,,-95.422213,29.742936
95,Walmart Pharmacy 429,Federal Allocation,,,Edinburg,,1724 W University Dr,78539,26.3015208554774,-98.1816842407871,0,0,0,0,487,487,0,,,,05/03/2021      ,00:00:00        ,,-98.181684,26.301521
96,CVS PHARMACY 6960,Federal Allocation,,2142 N JOSEY LN,Carrollton,,2142 N JOSEY LN,75006,32.9732584054586,-96.8892241171271,0,444,0,115,0,444,115,,,,05/03/2021      ,00:00:00        ,,-96.889224,32.973258
97,Walmart Pharmacy 4165,Federal Allocation,,,Fort Worth ,Tarrant,2245 Jacksboro Hwy,76114,32.7818332646764,-97.3808434607325,0,0,0,0,458,458,0,,,,05/03/2021      ,00:00:00        ,,-97.380843,32.781833
98,CVS Pharmacy 16847,Federal Allocation,,5959 LONG PRAIRIE RD , FLOWER MOUND ,,5959 LONG PRAIRIE RD,75028,33.0674533,-97.0861488,0,0,0,0,275,275,0,,,,05/03/2021      ,00:00:00        ,,-97.086149,33.067453
99,Walmart Pharmacy 4055,Federal Allocation,,,UNIVERSAL CITY,Bexar,510 KITTY HAWK RD,78148,29.547511,-98.308355,0,0,0,0,333,333,0,(479) 273-4000,,,05/03/2021      ,00:00:00        ,,-98.308355,29.547511
100,CVS Pharmacy 16241,Federal Allocation,,,TYLER ,,7003 S BROADWAY AVE ,75703,32.2731185227476,-95.3096531135572,0,0,0,0,256,256,0,,,,05/03/2021      ,00:00:00        ,,-95.309653,32.273119
101,Walmart Pharmacy 3886,Federal Allocation,,,EDINBURG,,4101 S MCCOLL RD ,78539,26.267712,-98.204571,0,0,0,0,739,739,0,,,,05/03/2021      ,00:00:00        ,,-98.204571,26.267712
102,CVS PHARMACY 7464,Federal Allocation,,HORIZON RD,ROCKWALL ,rockwall,1220 HORIZON RD,75032,32.8921530509959,-96.4722957611938,0,143,0,86,0,143,86,,,,05/03/2021      ,00:00:00        ,,-96.472296,32.892153
103,Walmart Pharmacy 3773,Federal Allocation,,Clifford St,Fort Worth,Tarrant,9500 Clifford St,76108,32.7651928045227,-97.4834115914381,0,0,0,0,482,482,0,(479) 273-4000,,,05/03/2021      ,00:00:00        ,,-97.483412,32.765193
104,CVS Pharmacy 11380,Federal Allocation,,,BIG SPRING ,,701 SCURRY ST ,79720,32.2481597629926,-101.47519051645,0,0,0,0,409,409,0,,,,05/03/2021      ,00:00:00        ,,-101.475191,32.24816
105,CVS PHARMACY 10523,Federal Allocation,,,FRISCO ,,270 STONEBROOK PKWY,75036,33.1455271090288,-96.8900807288862,0,0,0,0,389,389,0,,,,05/03/2021      ,00:00:00        ,,-96.890081,33.145527
106,Walmart Pharmacy 3044,Federal Allocation,,2900 Renaissance Sq,Fort Worth ,Tarrant,2900 Renaissance Sq,76105,32.71153,-97.28346,0,0,0,0,238,238,0,(817) 900-1912,,,05/03/2021      ,00:00:00        ,,-97.28346,32.71153
107,CVS PHARMACY 10264,Federal Allocation,,,SAN ANTONIO ,,1118 S WW WHITE RD ,78220,29.4132306378983,-98.4048766421977,0,0,0,0,258,258,0,,,,05/03/2021      ,00:00:00        ,,-98.404877,29.413231
