OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
31,Walgreens Pharmacy 15967,Pharmacy,,750 W Wheatland Rd,Duncanville,Dallas,"750 West Wheatland Road, Duncanville, TX, USA",4521,32.6470868,-96.9249807,0,0,165,165,,,,04/12/2021      ,14:54:27        ,-96.924981,32.647087
32,Walgreens Pharmacy 05611,Pharmacy,,,,,"801 N FILLMORE ST Amarillo, TX 79107",,35.2225404298154,-101.866408065248,0,0,194,194,(806) 371-8116,https://www.walgreens.com/locator/walgreens-801+n+fillmore+st-amarillo-tx-79107/id=5611,,04/12/2021      ,20:31:14        ,-101.866408,35.22254
33,Walgreens Pharmacy 09163,Other,,, Houston ,,"29.60204236580727, -95.24736164718088",77075,29.6021263220875,-95.247125612803,0,0,10,10,,,,04/12/2021      ,20:20:47        ,-95.247126,29.602126
34,Walgreens Pharmacy 09394,Pharmacy,,1210 N Ih 35, New Braunfels,Comal,"1210 N Ih 35 New Braunfels, Texas  78130",78130,29.7024308,-98.0954018,0,0,200,200,8306263364,https://www.walgreens.com/locator/walgreens-1210+n+business+ih+35-new+braunfels-tx-78130/id=9394,,04/06/2021      ,14:49:48        ,-98.095402,29.702431
35,SAN ANTONIO STATE HOSPITAL BH,Local Health Department,P,6711 S New Braunfels Ave,San Antonio,Bexar,"6711 S New Braunfels Ave, San Antonio, TX 78223",78223,29.3603380207719,-98.4587449852651,0,20,0,20,(210) 532-8811,http://www.dshs.texas.gov/mhhospitals/,,04/08/2021      ,06:40:05        ,-98.458745,29.360338
36,Randol Mill LTC Pharmacy,Federal Allocation,,1014 N Fielder Rd Suite 110,Arlington,Tarrant,"1014 North Fielder Road, Arlington, TX, USA",76012,32.7492602,-97.1323622,0,0,50,50,,,,04/12/2021      ,07:20:00        ,-97.132362,32.74926
37,Walgreens Pharmacy 16065,Pharmacy,,,,,"4010 FM 1463 ROAD Katy, TX 77494",,29.7336329424151,-95.846469036793,0,0,135,135,(281) 712-4980,https://www.walgreens.com/locator/walgreens-4010+fm+1463+road-katy-tx-77494/id=16065,,04/12/2021      ,19:41:24        ,-95.846469,29.733633
38,Komedix Medical Associates,Other,,,New Braunfels,Comal,955 Loop 337,78130,,,0,77,0,77,,,,04/12/2021      ,16:27:23        ,,
39,COSTCO PHARMACY 669,Federal Allocation,,2601 E. State Hwy 114,Southlake,Tarrant,2601 E STATE HIGHWAY 114 SOUTHLAKE 76092,76092,32.9417924784726,-97.1114111286175,0,180,0,180,,,,04/12/2021      ,18:07:16        ,-97.111411,32.941792
40,Woodhaven Pharmacy,Pharmacy,,1201 Woodhaven Blvd,Fort Worth,Tarrant,1201 Woodhaven Boulevard,76112,32.7620743,-97.2391498,0,0,60,60,,,,04/12/2021      ,17:34:52        ,-97.23915,32.762074
41,Marathon Health-Midland,Other,,W ILLINOIS AVE,Midland,Midland,600 W ILLINOIS AVE MIDLAND 79701,79701,32.0000020513536,-102.080313902965,0,0,5,5,(432) 221-0400,https://www.marathon-health.com/,,04/08/2021      ,17:10:32        ,-102.080314,32.000002
42,East Texas Family Medicine Pa,Other,,S Loop 256,Palestine,Anderson,4201 S Loop 256,75801,31.74351,-95.64845,0,0,3,3,(903) 723-8533,http://www.etfmed.com/,,04/12/2021      ,17:17:47        ,-95.64845,31.74351
43,East Texas Community Clinic Inc,Community Clinic,,,Mabank,Henderson,2415 West Main Street,75156,32.331084872996,-96.1499247137895,0,440,0,440,(903) 887-1011,https://www.easttexascc.org/,,04/08/2021      ,11:20:24        ,-96.149925,32.331085
44,Walgreens Pharmacy 10846,Pharmacy,,, Houston,,6400 Fannin St Ste 102, 77030,,,0,0,100,100,,,,04/12/2021      ,15:58:59        ,,
45,Northeast Family Practice,Other,,,El Paso,,4875 Maxwell Ave. ,El Paso,31.86732,-106.42879,0,100,50,150,,,,04/12/2021      ,16:57:46        ,-106.42879,31.86732
46,DFW Int'l Airport Fire/EMS,Federal Allocation,,3150 N Service Rd,Dallas,Tarrant,3150 N. service Rd. Dallas 75261,75261,32.876455281324,-97.038733188145,279,0,0,279,,,,04/13/2021      ,06:53:06        ,-97.038733,32.876455
47,Walgreens Pharmacy 06876,Pharmacy,,,,,"1116 W LAMAR BLVD Arlington, TX 76012",,32.7634935117948,-97.1218818360189,0,0,60,60,(817) 460-5719,https://www.walgreens.com/locator/walgreens-1116+w+lamar+blvd-arlington-tx-76012/id=6876,,04/12/2021      ,21:25:06        ,-97.121882,32.763494
48,COSTCO PHARMACY 693,Federal Allocation,,,,,1201 N LOOP 1604 E SAN ANTONIO 78232,,29.6126049352799,-98.4756458036667,0,0,202,202,210-403-4703,http://costco.com/,,04/12/2021      ,15:01:10        ,-98.475646,29.612605
49,GLEN ROSE MEDICAL CENTER,Hospital,E,1021 Holden St., Glen Rose,Somervell,"1021 Holden St., Glen Rose, TX, 76043",76043,32.242461,-97.746456,0,220,0,220,(254) 897-2215,http://www.glenrosemedicalcenter.com/,,04/12/2021      ,15:04:11        ,-97.746456,32.242461
50,Medical Arts Pharmacy - San Angelo,Pharmacy,,2102 Pecos St,San Angelo,Tom Green,2102 Pecos Ste 4,76901,31.4535462,-100.4651666,0,0,380,380,(325) 949-4636,,,04/12/2021      ,18:47:50        ,-100.465167,31.453546
51,COSTCO PHARMACY 641,Federal Allocation,,,,,4301 W. WILLIAM CANNON DR. AUSTIN 78749,,30.2193435998313,-97.843177464861,0,0,160,160,512-382-3020,http://www.costco.com/warehouse-locations/s-austin-south-austin-tx-641.html,,04/12/2021      ,16:54:19        ,-97.843177,30.219344
52,Liberty Dialysis South Lewisville,Other,,101 E Southwest Pkwy,Lewisville,Denton,101 East Southwest Parkway #110,75067,33.02013,-96.9916851,0,0,10,10,,,,04/12/2021      ,16:07:20        ,-96.991685,33.02013
53,City of Boerne,Vaccine Hub,,202 W Kronkosky St,Boerne,Kendall,"124 Old San Antonio Rd, Boerne, TX, USA",2611,29.7659511,-98.7125772,0,0,0,0,830-249-8645,,,04/09/2021      ,11:54:44        ,-98.712577,29.765951
54,Arlington Family Practice PA,Other,,2415 Matlock Rd,Arlington,,2415 Matlock Rd ,76015,32.7047,-97.11382,0,0,162,162,(817) 277-6444,arlingtonfp.com,,04/12/2021      ,15:37:02        ,-97.11382,32.7047
55,City of Brownsville Fire Department  /  EMS,Other,,62 E Alton Gloor Blvd,Brownsville,Cameron,"62 East Alton Gloor Boulevard, Brownsville, TX, USA",78526,25.9785036,-97.5166535,0,740,0,740,,,,04/12/2021      ,14:53:36        ,-97.516653,25.978504
56,Collingsworth Family Medicine,Community Clinic,,1011 15th St,Wellington,Collingsworth,1011 15th St,79095,34.849080217397,-100.212099733931,0,300,0,300,(806) 447-5311,https://culbersonhospital.org/clinic/,,04/09/2021      ,10:37:03        ,-100.2121,34.84908
57,Midwestern State University Vinson Student Health Center,Other,,3410 Taft Blvd,Wichita Falls,Wichita Falls,3410 Taft Blvd Wichita Falls 76308,76308,33.8717906116084,-98.5214991649914,0,0,1170,1170, (940) 397-4231,https://msutexas.edu/healthcenter/,,04/12/2021      ,14:02:06        ,-98.521499,33.871791
58,Family Care Clinic Of Bushland,Medical Practice,,1600 S Fm 2381,Amarillo,Potter,1600 S Fm 2381,79124,35.1963033178804,-102.063955097489,0,150,0,150,(806) 310-9855,http://www.familycarepanhandle.com/,,04/08/2021      ,07:38:22        ,-102.063955,35.196303
59,Providence Family Care,Medical Practice,,21 Alpine St,Coldspring,San Jacinto,21 Alpine St,77331,30.5912956039381,-95.1321990392786,0,200,82,282,(936) 647-2227,http://www.providencephysicians-sc.com/our-practices/providence-family-medicine/providence-family-medicine-in-lexington,,04/09/2021      ,13:55:48        ,-95.132199,30.591296
60,Providence Family Health Clinic Lacy Lakeview,Other,,,WACO,,1130 N LOOP 340,76705,31.605829886503,-97.1084111511258,0,0,5,5,,,,04/09/2021      ,16:57:24        ,-97.108411,31.60583
61,Montana Vista Community Partnership,Other,,14900 GREG DRIVE STE B ,EL PASO,EL PASO,14900 GREG DRIVE STE B EL PASO 79938,79938,31.798157,-106.162859,0,200,0,200,915-533-7057,,,04/06/2021      ,14:35:21        ,-106.162859,31.798157
62,Dept of Public Health - Bell County,Vaccine Hub,,820 N 31st St,Temple,Bell,"820 North 31st Street, Temple, TX, USA",76504,31.1096332,-97.3546731,0,0,0,0,(254) 778-4766,https://www.bellcountyhealth.org/,,04/12/2021      ,08:15:10        ,-97.354673,31.109633
63,Family Care Clinic of Panhandle,Medical Practice,A,102 Hwy 60,PANHANDLE,Carson,PO BOX 10,79068,35.3399643187129,-101.376587823674,0,800,0,800,(806) 532-2273,http://www.familycarepanhandle.com/,,04/08/2021      ,07:27:36        ,-101.376588,35.339964
64,Crockett Clinic,Community Clinic,,,Crockett ,,1122 E Loop 304 ,75835,31.322486154466,-95.4378921029865,0,20,0,20,,,,04/12/2021      ,14:28:49        ,-95.437892,31.322486
65,Glen Rose Healthcare Inc,Other,,409 Glenwood St,Glen Rose,Somervell,409 Glenwood St,76043,32.2427067903696,-97.7450588866327,0,70,0,70,+12548972202,http://www.glenrosehealthcare.com/,,04/12/2021      ,14:12:19        ,-97.745059,32.242707
66,"Vital Med Urgent Care, Llc",Other,,5711 Mcpherson Rd,Webb,Laredo,5711 MCPHERSON RD STE 103 LAREDO 78041,78041,27.552585182164,-99.4801069464705,0,100,0,100,956-602-8595,,,04/12/2021      ,13:14:50        ,-99.480107,27.552585
67,Walgreens Pharmacy 12569,Pharmacy,,,Georgetown ,,1220 W University Ave ,78628,,,0,0,100,100,,,,04/12/2021      ,13:17:13        ,,
68,Vital Med Urgent Care,Other,,3120 Pita Mangana Road,Laredo,Webb,3120 PITA MANGANA RD STE 100 Laredo 78046,78046,27.4524369592811,-99.4616688594038,0,100,0,100,956-568-1350,,,04/12/2021      ,13:05:28        ,-99.461669,27.452437
69,LPISD-VSHSI Community & School Based Clinic,Community Clinic,P,117 E Us Hwy 57,La Pryor,Zavala,117 E Us Hwy 57,78872,28.9438065089955,-99.8427382669611,0,110,0,110,(830) 365-4526,http://www.communityschools.org/,,04/12/2021      ,08:40:51        ,-99.842738,28.943807
70,Payne Family Pharmacy,Pharmacy,,200 S Main St,Floydada,Floyd,200 S Main St,79235,33.9842197690086,-101.334843179833,0,500,75,575,(806) 983-5111,https://www.mygnp.com/pharmacies/payne-family-pharmacy-floydada-tx-79235/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4590851,,04/12/2021      ,17:33:14        ,-101.334843,33.98422
71,Communicare Health Centers - Nw,Federal Allocation,,Callaghan Rd,San Antonio,Bexar,8210 Callaghan Rd,78230,29.5137920049366,-98.5491628282725,0,0,400,400,(210) 233-7000,https://communicaresa.org/,,04/12/2021      ,16:43:34        ,-98.549163,29.513792
72,North East ISD,Other,,,San Antonio,,10333 BROADWAY ST,78217,29.5351334474088,-98.4482464527131,0,360,0,360,,,,04/12/2021      ,11:59:03        ,-98.448246,29.535133
73,TERRELL STATE HOSPITAL,Hospital,E,1200 E Brin St,Terrell,Kaufman,1200 E Brin St,75160,32.7392173431534,-96.2629471143069,0,170,0,170,972-524-6452,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/terrell-state-hospital,,04/12/2021      ,12:42:54        ,-96.262947,32.739217
74,Crawford Pharmacy Of Pleasanton LLC,Pharmacy,,145 W Hart Ave,San Antonio,Bexar,145 W Hart Ave,78214,29.3786524,-98.504035,0,0,95,95,(210) 932-1200,,,04/12/2021      ,17:31:04        ,-98.504035,29.378652
75,City of Dallas (The Potters House) ,Vaccine Hub,,650 S Griffin Street,Dallas,Dallas,650 S Griffin Street,75202,32.7747699817525,-96.7985150203102,0,0,0,0,214-670-3111,https://dallascityhall.com/Pages/Coronavirus-Vaccine-Information.aspx,,04/11/2021      ,15:21:34        ,-96.798515,32.77477
76,S & J PHARMACY SANGER,Federal Allocation,,,SANGER,Denton,801 W CHAPMAN DR STE 100,76266,33.367075,-97.17688,0,0,385,385,(940) 458-4448,,,04/13/2021      ,07:39:23        ,-97.17688,33.367075
77,Northeast Texas Public Health District,Vaccine Hub,,815 N Broadway,Tyler,Smith,815 N Broadway,75702,32.3586265520932,-95.3008364771029,8847,0,915,9762,(903) 535-0020,https://www.nethealthcovid19.org/,,04/13/2021      ,07:23:03        ,-95.300836,32.358627
78,COSTCO PHARMACY 668,Federal Allocation,,600 West Arbrook Blvd,Arlington,Tarrant,600 W ARBROOK BLVD ARLINGTON 76014,76014,32.684841890365,-97.1129687746573,0,0,205,205,,,,04/12/2021      ,11:42:01        ,-97.112969,32.684842
79,Shadow Creek Medical Clinic,Medical Practice,,11021 Shadow Creek Pkwy,Pearland,Brazoria,11021 Shadow Creek Pkwy,77584,29.5830220121811,-95.3877950345109,0,0,190,190,(713) 340-1977,http://shadowcreekmedicalclinic.com/,,04/12/2021      ,10:56:45        ,-95.387795,29.583022
80,TRS Health Inc,Other,,12805 CAPRICORN ST Stafford 77477,Stafford,Fort Bend,12805 CAPRICORN ST Stafford 77477,77477,29.6347227795168,-95.5673657177667,0,0,300,300,(281) 385-8554,,,04/11/2021      ,15:11:09        ,-95.567366,29.634723
81,Brazos Family Clinic,Other,,,Graham,Young,618 Oak St,76450,33.1053104612493,-98.5910654470019,0,90,0,90,(940) 549-6953,,,04/12/2021      ,11:38:28        ,-98.591065,33.10531
82,Dow Family Health  Center,Other,,270 Abner Jackson Pkwy,Lake Jackson,Brazoria,270 Abner Jackson Pkwy Lake Jackson 77566,77566,29.0365305926349,-95.4543813728689,0,0,35,35,,,,04/09/2021      ,16:28:19        ,-95.454381,29.036531
83,COSTCO PHARMACY 664,Federal Allocation,,3800 Cenral Expressway,East Plano,Collin,3800 Cenral Expressway,75074,33.046679753275,-96.6990540785712,0,0,400,400,,,,04/12/2021      ,11:28:16        ,-96.699054,33.04668
84,Red's Pharmacy,Federal Allocation,,3102 Garrett Drive,Perryton,Ochiltree,3102 Garrett Drive,79070,36.3697318147705,-100.800193674364,0,300,0,300,,,,04/09/2021      ,09:48:35        ,-100.800194,36.369732
85,CK Pharmacy,Federal Allocation,,KINGWOOD DR # 108 ,Kingwood ,Harris,1110 KINGWOOD DR # 108 ,77339,30.0491710582397,-95.2396892313064,0,0,65,65,,,,04/12/2021      ,10:59:29        ,-95.239689,30.049171
86,Doctors Hospital at Renaissance,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,5501 South Mccoll Road,78539,26.2526528286993,-98.2040896910264,1032,0,0,1032,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory,,04/12/2021      ,18:00:05        ,-98.20409,26.252653
87,Blanco Pharmacy & Wellness,Other,,Pecan St,blanco,Blanco,316 Pecan St,78606,30.0974343693708,-98.4209605466473,0,0,120,120,(830) 833-4815,https://www.blancopharmacy.com/,,04/12/2021      ,16:15:13        ,-98.420961,30.097434
88,LAMPASAS DRUG COMPANY,Pharmacy,,202 N Key Ave,Lampasas,Lampasas,"202 North Key Avenue, Lampasas, TX, USA",76550,31.0682465,-98.1844164,0,0,165,165,,,,04/12/2021      ,11:17:31        ,-98.184416,31.068247
89,Gatesville Drug Company,Other,,,Gatesville,Coryell,2513 S State Hwy 36,76528,31.431812335547,-97.727497861363,0,0,650,650,,,,04/10/2021      ,15:21:16        ,-97.727498,31.431812
90,Family Care Clinic Shamrock,Other,,1010 S Main St,Shamrock,Wheeler,1010 S Main St,79079,35.1987134389477,-100.248335352858,0,40,0,40,(806) 256-5148,,,04/12/2021      ,11:01:55        ,-100.248335,35.198713
91,STEPHENS MEMORIAL HOSPITAL,Hospital,D,200 S Geneva St, Breckenridge,Stephens,"200 S Geneva St, Breckenridge, TX, 76424",76424,32.754707,-98.887727,0,410,150,560,(254) 559-2241,http://www.smhtx.com/,,04/12/2021      ,08:44:51        ,-98.887727,32.754707
92,Adonis Zuniga Goldwater MD,Other,,2412 Jacaman Rd,Laredo,Webb,2412 JACAMAN RD STE 103 Laredo 78041,78041,27.5623413181861,-99.4507402305658,0,35,0,35,19567260647,,,04/12/2021      ,10:55:55        ,-99.45074,27.562341
93,TTUHSC Family Medicine Amarillo,Other,,1400 S Coulter St # 5100,Amarillo,Potter,1400 S Coulter St # 5100,79106,35.200656,-101.92423,0,0,130,130,(806) 743-1000,,,04/12/2021      ,08:14:52        ,-101.92423,35.200656
94,Tarrant County Public Health District,Vaccine Hub,,1101 S Main St Ste 1350,Fort Worth,Tarrant,1101 S Main St Suite. 1350,76104,32.730265,-97.32002,300,30730,0,31030,817-248-6299 Option 7,www.tarrantcounty.com/COVIDshot,,04/12/2021      ,20:42:38        ,-97.32002,32.730265
95,Abilene-Taylor County Public Health District,Other,,850 N 6th St,Abilene,Taylor,850 N 6th St,79601,32.4545373173685,-99.73081898863,2032,0,800,2832,(325) 692-5600,,,04/11/2021      ,16:48:35        ,-99.730819,32.454537
96,Collin County Healthcare Services,Vaccine Hub,E,825 N. McDonald St.,McKinney,Collin,"825 N. McDonald St., Suite 145",75069,33.2055924489892,-96.6119218355515,0,0,0,0,214-491-4838,https://www.collincountytx.gov/healthcare_services/Pages/COVID19vaccines.aspx,,04/12/2021      ,06:16:07        ,-96.611922,33.205592
97,Lake Hills Pharmacy,Pharmacy,,12005 Bee Cave Rd Suite 1a,Austin,Travis,12005 Bee Cave Rd Suite 1a,78738,30.3081842059391,-97.9260639578281,0,0,440,440,512-608-9355,https://lakehillsrx.com/,,04/09/2021      ,21:25:42        ,-97.926064,30.308184
98,Kelsey-Seybold Clinic - West Grand Parkway,Other,,2510 W GRAND PKWY N,Katy,,2510 W GRAND PKWY N,77449,29.81105,-95.77316,0,0,241,241,,,,04/09/2021      ,15:43:17        ,-95.77316,29.81105
99,Old Corner Drug,Pharmacy,,200 N MAIN ST,West,McLennan,200 N MAIN ST,76691,31.8026207,-97.0917817,0,370,0,370,,,,04/12/2021      ,15:17:34        ,-97.091782,31.802621
100,HCA HOUSTON HEALTHCARE TOMBALL,Hospital,Q,605 Holderreith Blvd,Tomball,Harris,605 Holderreith Blvd,77375,30.0873949891363,-95.6207209991388,0,45,0,45,(281) 401-7500,https://hcahoustonhealthcare.com/locations/tomball?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/12/2021      ,11:37:59        ,-95.620721,30.087395
101,Highland Drug,Federal Allocation,,504 E AVENUE E, ALPINE,Brewster,"504 E AVENUE E,  Alpine, Texas 79830",79830,30.359685,-103.6575257,0,0,170,170,432-837-3931,,,04/12/2021      ,18:51:45        ,-103.657526,30.359685
