OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
11,ADMT Solutions LLC,Other,,,San Antonio,,8645 FREDERICKSBURG RD ,78240,29.5232134653803,-98.5751921178595,0,150,0,0,0,150,0,,,,04/30/2021      ,08:05:57        ,,-98.575192,29.523213
12,EHE International,Other,,5555 San Felipe St,Houston,Harris,"5555 San Felipe Street, Ste 800",77056,29.7493564,-95.4715705,0,80,0,0,0,80,0,(713) 622-9900,,,05/06/2021      ,13:36:13        ,,-95.47157,29.749356
13,Legacy Community Health Bissonnet Clinic,Community Clinic,,12667 Bissonnet Street ,Houston,Harris,"12667 Bissonnet Street, Houston, TX, USA",77099,29.6767825,-95.6016268,0,60,0,10,0,60,10,,,,05/04/2021      ,13:13:33        ,,-95.601627,29.676783
14,Family Health Center - Mission,Other,,E Griffin Pkwy,Mission,Hidalgo ,1920 E GRIFFIN PKWY ,78572,26.2247613,-98.2927069,0,100,0,0,0,100,0,,,,05/06/2021      ,13:35:21        ,,-98.292707,26.224761
15,Harlingen Pharmacy LLC,Pharmacy,,1616 N Ed Carey Dr,Harlingen,Cameron,"1616 N Ed Carey Dr, Harlingen, TX 78550, USA",8286,26.1736356,-97.6727979,0,312,0,214,120,432,214,,,,05/06/2021      ,13:16:37        ,,-97.672798,26.173636
16,Renal Associates PA,Medical Practice,,1123 N Main Av,San Antonio,Bexar,1123 N MAIN AVE STE 120 San Antonio 78212,78212,29.439392365006,-98.4943388305345,983,0,0,0,0,983,0,,,,05/04/2021      ,10:24:10        ,,-98.494339,29.439392
17,MIDKIFF PHARMACY,Federal Allocation,,1111 N MIDKIFF RD STE A,MIDLAND,MIDLAND,1111 N MIDKIFF RD STE A,79701,32.0016237,-102.1217384,0,90,0,0,0,90,0,,,,05/06/2021      ,12:48:17        ,,-102.121738,32.001624
18,Airline Complete Healthcare of Texas,Other,,509 W Tidwell Rd Ste 200,Houston,Harris,509 W Tidwell Rd Ste 200,77091,29.8467079262274,-95.4079289162636,0,40,0,0,0,40,0,(713) 691-7490,,,05/06/2021      ,12:33:02        ,,-95.407929,29.846708
19,AHF Pharmacy Dallas,Federal Allocation,,3920 Cedar Springs Rd,Dallas,Dallas,3920 CEDAR SPRINGS RD Dallas 75219,75219,32.8109858592879,-96.8104735881462,0,0,0,0,80,80,0,,,,05/05/2021      ,17:50:09        ,,-96.810474,32.810986
20,Centro De Salud Familiar La Fe- San Elizario,Other,,12101 Socorro Rd,San Elizario,El Paso,"12101 Socorro Road, San Elizario, TX, USA",79849,31.5965525,-106.2732688,0,400,0,10,10,410,10,,,,05/06/2021      ,10:23:57        ,,-106.273269,31.596553
21,"Sayeed N. Iqbal, M.D., P.C.",Medical Practice,,7322 SOUTHWEST FWY STE 1181 Houston 77074,Houston,Houston,7322 SOUTHWEST FWY STE 1181 Houston 77074,77074,29.7020873240996,-95.5171659151873,200,200,0,0,0,400,0,,,,05/06/2021      ,12:05:39        ,,-95.517166,29.702087
22,Stamford Family Health Center,Other,,1303 Mabee,Stamford,Jones,1303 Mabee,79553,32.92875,-99.78417,0,0,0,0,75,75,0,(325) 773-5733,,,05/04/2021      ,09:43:10        ,,-99.78417,32.92875
23,Nuestra Clinica Del Valle - San Juan 3,Community Clinic,,2900 N Raul Longoria Rd Rear Entry,San Juan,Hidalgo,2900 N Raul Longoria Rd Rear Entry,78589,26.2233137607146,-98.1485372352829,0,90,0,20,95,185,20,(956) 781-6077,,,05/06/2021      ,11:54:34        ,,-98.148537,26.223314
24,Medcomplete LLC,Other,,,Katy,Fort Bend,25118 Lakeview Road,77494,29.7592721695646,-95.8108883802693,1170,20,0,20,0,1190,20,(832) 838-4031,,,05/06/2021      ,12:03:20        ,,-95.810888,29.759272
25,Mario R Anzaldua Md,Other,,,Mission,Hidalgo,1512 E Griffin Pkwy Ste 2,78572,26.225218,-98.3005593,0,90,0,0,0,90,0,,,,05/04/2021      ,16:30:24        ,,-98.300559,26.225218
26,Shackelford County Health Clinic,Other,,Kenshalo Street,Albany,Shackelford,450 Kenshalo Street,76430,32.7327380578598,-99.2876867740885,0,51,0,99,0,51,99,,,,05/04/2021      ,15:06:35        ,,-99.287687,32.732738
27,Cano Health West Ave,Other,,,San Antonio,,2925 West Ave ,78201,29.4874925196957,-98.526992373344,0,30,0,340,365,395,340,,,,05/03/2021      ,22:20:16        ,,-98.526992,29.487493
28,Edgewood Pharmacy,Federal Allocation,,,Friendswood,Galveston,120 South Friendswood Drive,77546,29.5317264,-95.206064,0,300,0,0,0,300,0,281-993-4779,,,05/06/2021      ,11:49:49        ,,-95.206064,29.531726
29,Emergency Operations Center,Community Clinic,,West 10th,Del Rio,Val Verde,1051 West 10th,78840,29.3701092789369,-100.916992588528,4552,0,5850,70,930,5482,5920,,,,05/06/2021      ,11:23:40        ,,-100.916993,29.370109
30,Crockett Clinic,Community Clinic,,,Crockett ,,1122 E Loop 304 ,75835,31.322486154466,-95.4378921029865,0,10,0,30,0,10,30,,,,05/03/2021      ,15:49:08        ,,-95.437892,31.322486
31,IRUKA & CO INC dba Voss Rd Pharmacy,Pharmacy,,2101 S VOSS RD # 1500 Houston 77057,Houston,Harris,2101 S Voss Rd,77057,29.7464574293302,-95.5001282453629,0,97,0,100,0,97,100,832-491-8088,,,05/05/2021      ,17:16:04        ,,-95.500128,29.746457
32,(Non Reporting) Community Pharmacy Lewisville,Federal Allocation,,1301 JUSTIN RD STE 212 Lewisville 75077,LEWISVILLE,LEWISVILLE,1301 JUSTIN RD STE 212 Lewisville 75077,75077,33.0719032894557,-97.0298584023628,0,0,0,0,57,57,0,,,,05/03/2021      ,00:00:00        ,,-97.029858,33.071903
33,"Vara Hospice, LLC",Other,,3619 Davis Ave,Laredo,Webb,"3619 Davis Avenue, Laredo, Texas, USA",78041,27.532667,-99.5106687,0,1000,0,0,0,1000,0,833-663-8271,,,05/06/2021      ,08:37:41        ,,-99.510669,27.532667
34,Fort Bend County Health Department,Vaccine Hub,,4520 Reading Rd,Rosenberg,Fort Bend,4520 Reading Rd,77471,29.5652494437827,-95.7799906543363,9850,0,0,0,755,10605,0,832-471-1373,https://fort-bend-covid-19-response-fbc-hhs.hub.arcgis.com/,,05/06/2021      ,13:14:28        ,,-95.779991,29.565249
35,LIFE PHARMACY LLC,Pharmacy,Q,23541 WESTHEIMER PARKWAY #130,KATY,Fort Bend,23541 WESTHEIMER PARKWAY #130,77494,29.7325605130888,-95.7754876132003,1158,190,1158,190,220,1568,1348,,,,05/05/2021      ,17:06:13        ,,-95.775488,29.732561
36,Palacios Family Medicine,Medical Practice,,,Edinburg,Hidalgo,2722 W. Canton Rd,78539,26.2796671,-98.1990468,0,80,0,200,0,80,200,,,,05/06/2021      ,11:12:22        ,,-98.199047,26.279667
37,Frontera Healthcare-Brady,Other,,,Brady,Mcculloch,2205 S Bridge St Ste 300,76825,31.110567,-99.334246,0,0,0,500,480,480,500,,,,05/05/2021      ,16:02:09        ,,-99.334246,31.110567
38,Omnicare Of Amarillo #48348,Other,,2770 Duniven Circle,Amarillo,Randall,"2770 Duniven Cir, Amarillo, TX 79109",79109,35.1906431089168,-101.868809999853,0,0,0,0,100,100,0,806-353-3660,,,05/06/2021      ,11:16:50        ,,-101.86881,35.190643
39,Sams Club Pharmacy 6422,Federal Allocation,,3310 4TH ST, LONGVIEW ,,,75605,32.5437628682113,-94.7285939830636,0,111,0,88,0,111,88,+1 903 663 7642,,,05/03/2021      ,00:00:00        ,,-94.728594,32.543763
40,Clinics Of North Texas,Other,,501 Midwestern Pkwy E,Wichita Falls,Wichita,501 Midwestern Pkwy E,76302,33.8759824931042,-98.4776320115093,0,100,0,300,2100,2200,300,(940) 766-3551,http://clinicsofnorthtexas.com/,,05/06/2021      ,08:20:23        ,,-98.477632,33.875982
41,Doctors Of Internal Medicine,Community Clinic,,,Plano,Collin,5941 Dallas Parkway,75093,33.0537541305337,-96.8311960894212,0,1170,0,0,0,1170,0,,,,05/06/2021      ,10:42:56        ,,-96.831196,33.053754
42,BCFS HHS EOC Facility,Other,,7451 FM3009,Schertz,Comal,"7451 FM3009, Schertz, TX, USA",78154,29.6146736,-98.2884765,0,110,0,110,920,1030,110,,,,05/06/2021      ,10:26:17        ,,-98.288476,29.614674
43,Family Centered Healthcare Centers S Post Oak,Pharmacy,,12401 S POST OAK RD STE 215 Houston 77045,Houston,Houston Houston,12401 S Post Oak Rd,77045,29.62473,-95.46577,0,80,0,0,0,80,0,,,,05/05/2021      ,10:36:30        ,,-95.46577,29.62473
44,Nadia Malik MD PA,Medical Practice,,,Grapevine,Tarrant,4100 Heritage Ave,76051,32.8926537,-97.1079726,0,190,0,0,0,190,0,,,,04/30/2021      ,16:00:01        ,,-97.107973,32.892654
45,Questcare Medical Clinic At Arlington,Other,,3051 S Center St,Arlington,,3051 S CENTER ST Arlington 76014,76014,32.6949893468141,-97.107979830961,0,266,0,0,0,266,0,(469) 518-4803,Healthcaremedicalclinic.com,,05/06/2021      ,10:39:01        ,,-97.10798,32.694989
46,Walter David Spence,Pharmacy,,,Lake Jackson,Brazoria,215 Oak Drive South Suite M,77566,29.0313077354186,-95.4543561027565,0,263,0,0,0,263,0,(979) 2971776,,,04/29/2021      ,16:52:52        ,,-95.454356,29.031308
47,"Qucik Penny Investments, llc",Other,,,Edinburg,Hidalgo,4107 Crosspoint Blvd,78539,26.2671569,-98.2016189,1170,200,1170,200,0,1370,1370,,,,05/06/2021      ,10:19:23        ,,-98.201619,26.267157
48,Dominion family Healthcare PLLC,Medical Practice,,,San Antonio,Bexar,23119 W Interstate 10 904,78257,29.6564734,-98.630997,1152,50,0,0,0,1202,0,,,,05/06/2021      ,12:50:11        ,,-98.630997,29.656473
49,Convergent Diagnostics,Community Clinic,,,Allen,Collin,718 S Greenville Ave,75002,33.0897495793373,-96.6699683759264,0,100,0,0,0,100,0,,,,05/06/2021      ,09:37:46        ,,-96.669968,33.08975
50,NATNAO,Pharmacy,,189 North Plano Rd,Richardson,Dallas,189 North Plano Rd,75081,32.9479935,-96.7025389,0,850,0,0,0,850,0,,,,05/06/2021      ,10:46:43        ,,-96.702539,32.947994
51,Carvajal Pharmacy-San Antonio-3410 Roosevelt Ave ,Pharmacy,,3410 Roosevelt Ave,San Antonio,Bexar,"3410 Roosevelt Avenue, San Antonio, Texas 78214",78214,29.35837,-98.48091,400,1000,400,1000,900,2300,1400,210-922-2176,https://www.carvajalpharmacy.com/,,05/05/2021      ,14:21:11        ,,-98.48091,29.35837
52,Dr. Paul Terrence Moore,Community Clinic,,,Dallas,Dallas,8722 Greenville Avenue,75243,32.8959214608729,-96.7512145299073,0,70,0,0,0,70,0,,,,05/06/2021      ,09:52:47        ,,-96.751215,32.895921
53,Mid Valley Pharmacy,Federal Allocation,,,Mercedes,Hidalgo,400 E Expressway 83,78570,26.1561618756005,-97.9118701578874,0,40,0,0,0,40,0,,,,05/06/2021      ,09:47:07        ,,-97.91187,26.156162
54,RIO GRANDE VALLEY PHYSICIANS PLLC,Community Clinic,,,Mcallen,Hidalgo,700 Lindberg Ave,78501,26.192651153675,-98.2287961184232,0,30,0,0,0,30,0,,,,05/06/2021      ,13:12:31        ,,-98.228796,26.192651
55,Akai Comprehensive Pediatrics PA,Medical Practice,I,1900 N Mesa St,El Paso,El Paso,"1900 N Mesa St, STE A",79902,31.77142088,-106.4982084,0,370,0,0,0,370,0,+19155328187,,,05/06/2021      ,08:48:31        ,,-106.498208,31.771421
56,"J. Blake Bolin, M.D., P.A.",Medical Practice,,,Frisco,Collin,3550 Parkwood Blvd Bldg D,75034,33.109781,-96.8175691,0,50,0,0,0,50,0,,,,05/06/2021      ,09:44:38        ,,-96.817569,33.109781
57,Choice Specialty Pharmacy 11,Federal Allocation,,8850 SIX PINES DR STE 150 Shenandoah 77380,SHENANDOAH,SHENANDOAH,8850 SIX PINES DR STE 150 Shenandoah 77380,77380,30.1759665055786,-95.4586304133366,0,0,0,0,38,38,0,,,,05/03/2021      ,00:00:00        ,,-95.45863,30.175967
58,CAMILLE GEORGE,Other,,,Houston,Harris,4126 Southwest Fwy,77027,29.7299644,-95.4471418,0,180,0,0,0,180,0,,,,05/06/2021      ,09:32:40        ,,-95.447142,29.729964
59,Gatesville Drug Company,Other,,,Gatesville,Coryell,2513 S State Hwy 36,76528,31.431812335547,-97.727497861363,0,0,0,0,700,700,0,,,,05/06/2021      ,10:09:54        ,,-97.727498,31.431812
60,GRAND PHARMACY,Federal Allocation,,3500 NE 24TH Ave,AMARILLO,Potter,"3500 NE 24th Ave, Amarillo, TX 79107",79107,35.2355631,-101.7991261,0,214,0,80,0,214,80,+18063507455,http://www.grandpharmacy.net/,,05/03/2021      ,00:00:00        ,,-101.799126,35.235563
61,"Omali Diagnostics, LLC",Community Clinic,,,Dallas,Dallas,14219 Proton Road,75244,32.9438313288832,-96.8372789759303,0,500,0,0,0,500,0,,,,05/06/2021      ,10:37:09        ,,-96.837279,32.943831
62,East Austin Medicine Shop,Other,,,Austin,Travis,1909 E 38 12 St,78723,30.2874956,-97.7065716,0,30,0,0,0,30,0,,,,05/06/2021      ,09:25:06        ,,-97.706572,30.287496
63,VASQUEZ CLINIC,Community Clinic,,,Dallas,Dallas,2929 Welborn St,75219,32.8077549912069,-96.8088386164158,0,100,0,0,0,100,0,,,,05/06/2021      ,09:25:00        ,,-96.808839,32.807755
64,Sleep And Family Medicine,Other,,202 James Coleman Drive,Victoria,Victoria,202 James Coleman Drive,77904,28.8577812,-97.0242697,0,100,0,0,0,100,0,,,,05/06/2021      ,09:26:35        ,,-97.02427,28.857781
65,Vital Family Practice Center,Medical Practice,,1900 Oates Drive,Mesquite,Dallas,1900 Oates Drive,75150,32.836765638942,-96.6303336418373,0,255,0,0,0,255,0,(972) 270-7600,https://www.vitalfamily.org/,,05/06/2021      ,07:06:03        ,,-96.630334,32.836766
66,Medly Pharmacy,Federal Allocation,,,San Antonio,Bexar,13331 Nacogdoches Rd,78217,30.3195496,-97.7056526,0,0,0,0,100,100,0,,,,05/06/2021      ,09:12:53        ,,-97.705653,30.31955
67,CVS Pharmacy 10637,Federal Allocation,,6750 Reading Road,Rosenberg,Fort Bend,6750 Reading Road,77471,29.5402073607761,-95.7523930572928,0,0,0,0,950,950,0,,,,05/03/2021      ,00:00:00        ,,-95.752393,29.540207
68,CVS Pharmacy 10634,Federal Allocation,,2350 N. Fitzhugh Avenue,Dallas,Dallas,2350 N. Fitzhugh Avenue,75204,32.8118138403175,-96.7809825594106,0,0,0,0,195,195,0,,,,05/03/2021      ,00:00:00        ,,-96.780983,32.811814
69,CVS Pharmacy 10633,Federal Allocation,,3502 Se Military Dr.,San Antonio,Bexar,3502 Se Military Dr.,78223,29.3523636030226,-98.4263848380516,0,0,0,0,165,165,0,,,,05/03/2021      ,00:00:00        ,,-98.426385,29.352364
70,RENSIMER & ASSOCIATES,Medical Practice,,9230 Katy Freeway,Houston,Harris,9230 KATY FWY STE 400 Houston 77055,77055,29.7856672110861,-95.5194183998461,0,293,0,0,0,293,0,,,,05/04/2021      ,15:12:02        ,,-95.519418,29.785667
71,Center of Advanced Wellness,Community Clinic,,8723 Botts Ln,San Antonio,Bexar,8723 BOTTS ST San Antonio 78217,78217,29.520147803149,-98.4591443440244,1120,200,0,0,0,1320,0,,,,05/06/2021      ,09:09:08        ,,-98.459144,29.520148
72,Corner Drug Pharmacy,Pharmacy,,600 Bessemer Ave,Llano,Llano,600 Bessemer Ave,78643,30.7562638,-98.6751578,0,100,0,50,0,100,50,,,,05/04/2021      ,09:43:52        ,,-98.675158,30.756264
73,Crossover Healthcare,Other,,4500 Mercantile Plaza Blvd,Fort Worth,Tarrant,4500 Mercantile Plaza Blvd,76137,32.82094,-97.310676,0,100,0,0,1000,1100,0,,,,05/06/2021      ,08:57:00        ,,-97.310676,32.82094
74,Hometown Healthcare Cotulla ,Medical Practice,,408 N Giraud St,Cotulla,La Salle,"408 North Giraud Street, Cotulla, TX 78014",78014,28.4396415,-99.2387,0,130,0,210,100,230,210,830-879-2279,no,,05/06/2021      ,11:51:15        ,,-99.2387,28.439642
75,Friedman Family Practice,Pharmacy,,,Frisco,Denton,11560 Teel Pkwy,75033,33.1749339721456,-96.8638391852057,0,1060,0,0,0,1060,0,,,,05/06/2021      ,08:49:06        ,,-96.863839,33.174934
76,Highland Woods Health at Alden Bridge,Medical Practice,,8000 Research Forest Dr Ste 360,Spring,Montgomery,8000 Research Forest Dr Ste 360,77382,30.2087615271459,-95.5282344315193,0,401,0,0,0,401,0,281-292-1191,,,05/04/2021      ,00:00:00        ,,-95.528234,30.208762
77,Graceland Family Care - Carrizo Springs,Other,,2212 N 1ST ST,CARRIZO SPRINGS,Dimmit,2212 N 1ST ST,78834,28.540223,-99.8488577,0,200,0,0,0,200,0,8308765055,,,05/06/2021      ,06:03:26        ,,-99.848858,28.540223
78,Forest Lane Family Medicine,Community Clinic,,2601 Forest Ln,Garland,Dallas,2601 Forest Ln Garland 75042,75042,32.9097400170056,-96.6669639863153,0,76,0,0,0,76,0,,,,05/04/2021      ,15:14:26        ,,-96.666964,32.90974
79,CVS PHARMACY 10604,Federal Allocation,,,Manvel,Brazoria,4489 County Road 94,77578,29.52774,-95.38195,0,0,0,0,162,162,0,,,,05/03/2021      ,00:00:00        ,,-95.38195,29.52774
80,CVS Pharmacy 10603,Federal Allocation,,15027 State Hwy 6,Rosharon,Brazoria,15027 State Hwy 6,77583,29.4966705523169,-95.4383108171781,0,0,0,0,270,270,0,,,,05/03/2021      ,00:00:00        ,,-95.438311,29.496671
81,Care First Walk-In Clinic,Community Clinic,,12701 W State Highway 29 Ste 5,Liberty Hill,Williamson,12701 W STATE HIGHWAY 29 STE 55 Liberty Hill 78642,78642,30.6604757196642,-97.8961301593522,0,100,0,0,0,100,0,,,,05/06/2021      ,08:31:10        ,,-97.89613,30.660476
82,CANAL RX,Federal Allocation,,3311 CANAL STREET,Houston,Harris,3311 CANAL STREET,77003,29.7536385716767,-95.3385157706647,0,0,0,0,98,98,0,,,,05/03/2021      ,00:00:00        ,,-95.338516,29.753639
83,CVS Pharmacy 10597,Federal Allocation,,8731 Poteet Jourdanton Freeway,San Antonio,Bexar,8731 Poteet Jourdanton Freeway,78224,29.3370682517378,-98.5520378901957,0,0,0,0,172,172,0,,,,05/03/2021      ,00:00:00        ,,-98.552038,29.337068
84,McBroom Clinic P.A.,Community Clinic,,,La Grange,Fayette,1253 N Von Minden,78945,29.9206142,-96.8808098,0,50,0,0,0,50,0,,,,05/06/2021      ,08:30:09        ,,-96.88081,29.920614
85,CVS Pharmacy 10595,Federal Allocation,,200 Cibolo Valley Dr.,Cibolo,Guadalupe,200 Cibolo Valley Dr.,78108,29.571887332728,-98.2330033883412,0,0,0,0,149,149,0,,,,05/03/2021      ,00:00:00        ,,-98.233003,29.571887
86,"L. Ehrlich & Associates Medical Clinic, PLLC",Medical Practice,Q,2535 KIRBY DRIVE,Houston,Harris,2535 KIRBY DRIVE,77019,29.74299,-95.418743,1152,0,1152,0,0,1152,1152,713-800-8800,https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fleamcpllc.com%2F&data=04%7C01%7CVaccine%40tdem.texas.gov%7C9a5209e301da460a897208d8c2dbf1ff%7Cf90d3f8300a640eb8eb25fb8d5265096%7C0%7C0%7C637473597220719611%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=Prt5FyKbAMV2H9J3cA2i7OJo1mZ103AQqDA46tfVphA%3D&reserved=0,,05/06/2021      ,08:28:49        ,,-95.418743,29.74299
87,CVS Pharmacy 10585,Federal Allocation,,3300 W. Stan Schlueter Loop,Killeen,Bell,3300 W. Stan Schlueter Loop,76549,31.084945310465,-97.7848116459915,0,0,0,0,156,156,0,,,,05/03/2021      ,00:00:00        ,,-97.784812,31.084945
88,CVS Pharmacy 10580,Federal Allocation,,9884 HIGHWAY 242,CONROE,Montgomery,9884 HIGHWAY 242,77385,30.208066307741,-95.4284740018246,0,0,0,0,157,157,0,,,,05/03/2021      ,00:00:00        ,,-95.428474,30.208066
89,CVS Pharmacy 10562,Federal Allocation,,,,,4282 RIDGE RD HEATH 75032,,32.8610072354089,-96.4708642707206,0,0,0,0,140,140,0,972-722-2040,https://www.cvs.com/store-locator/cvs-pharmacy-address/4282+Ridge+Rd-Heath-TX-75032/storeid=10562?WT.mc_id=LS_GOOGLE_RX_10562,,05/03/2021      ,00:00:00        ,,-96.470864,32.861007
90,Dept of Public Health - Tarrant County / Bagsby,Local Health Department,,3212 Miller Ave,Fort Worth,Tarrant,3212 Miller Ave,76119,32.7133384796194,-97.2629872517841,0,100,0,0,0,100,0,(817) 531-6722,,,05/06/2021      ,08:27:10        ,,-97.262987,32.713338
91,Luna Medical Clinic,Community Clinic,,,PORT ISABEL,,112 W QUEEN ISABELLA STE CC ,78578,26.0758345559764,-97.2110029598286,0,84,0,1,0,84,1,,,,05/06/2021      ,08:26:30        ,,-97.211003,26.075835
92,CVS PHARMACY 8978,Federal Allocation,,,San Antonio,Bexar,20203 Stone Oak Pkwy.,78258,29.643814,-98.480598,0,0,0,0,49,49,0,,,,05/03/2021      ,00:00:00        ,,-98.480598,29.643814
93,CVS Pharmacy 10554,Federal Allocation,,,,,2111 W ALABAMA ST HOUSTON 77098,,29.7384787415131,-95.4115258591206,0,0,0,0,145,145,0,713-874-1085,https://www.cvs.com/store-locator/cvs-pharmacy-address/2111+W+Alabama+St-Houston-TX-77098/storeid=10554?WT.mc_id=LS_GOOGLE_RX_10554,,05/03/2021      ,00:00:00        ,,-95.411526,29.738479
94,Pinewood Medical Clinic,Community Clinic,,,Magnolia,Montgomery,6318 Fm 1488 Rd Ste 100,77354,30.22316,-95.5660907,0,144,0,0,0,144,0,,,,05/06/2021      ,08:21:02        ,,-95.566091,30.22316
95,CVS PHARMACY 10544,Federal Allocation,,,,,5902 FM 1463 RD FULSHEAR 77494,,29.7060644344697,-95.8469142879566,0,0,0,0,142,142,0,281-232-7014,https://www.cvs.com/store-locator/cvs-pharmacy-address/5902+Fm+1463+Rd-Katy-TX-77494/storeid=10544?WT.mc_id=LS_GOOGLE_RX_10544,,05/03/2021      ,00:00:00        ,,-95.846914,29.706064
96,Family Care Clinic Shamrock,Other,,1010 S Main St,Shamrock,Wheeler,1010 S Main St,79079,35.1987134389477,-100.248335352858,0,0,0,20,0,0,20,(806) 256-5148,,,05/06/2021      ,08:26:45        ,,-100.248335,35.198713
97,CUERO REGIONAL HOSPITAL,Hospital,S,2550 N Esplanade,Cuero,DeWitt,2550 N Esplanade,77954,29.1131748523296,-97.2815472333999,0,330,0,200,0,330,200,,,,05/06/2021      ,08:16:01        ,,-97.281547,29.113175
98,Chi St Joseph,Other,,2308 E Villa Maria Rd Ste 100,Bryan,Brazos,2308 E Villa Maria Rd Ste 100,Brazos,30.6568546,-96.351594,0,20,0,0,0,20,0,(979) 821-7690,,,05/06/2021      ,08:08:48        ,,-96.351594,30.656855
99,Affordacare Urgent Care Clinic Ridgemont,Other,,,Abilene,Taylor,4009 Ridgemont Dr,79606,32.4031269,-99.7647466,0,50,0,50,0,50,50,,,,05/06/2021      ,08:07:39        ,,-99.764747,32.403127
100,"Emergency Hospital Systems, LLC",Vaccine Hub,,,Cleveland,Liberty,300 E. Crockett Street,77327,30.3419162,-95.085492,5850,0,3120,0,0,5850,3120,281-592-5410 ,www.emergencyhospitals.care,,05/06/2021      ,07:59:31        ,,-95.085492,30.341916
101,CVS PHARMACY 10541,Federal Allocation,,,,,2020 S WALNUT AVE NEW BRAUNFELS 78130,,29.6701798809326,-98.119562286108,0,0,0,0,140,140,0,830-608-0538,https://www.cvs.com/store-locator/cvs-pharmacy-address/2020+S+Walnut+Ave-New+Braunfels-TX-78130/storeid=10541?WT.mc_id=LS_GOOGLE_RX_10541,,05/03/2021      ,00:00:00        ,,-98.119562,29.67018
102,CVS PHARMACY 10479,Federal Allocation,,,Plano,Collin,4000 W. Spring Creek Pkwy,75024,30.261021953245,-97.7773996866645,0,150,0,0,0,150,0,,,,05/03/2021      ,00:00:00        ,,-97.7774,30.261022
