OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
11,Live Oak Health Partners Community Clinic,Medical Practice,,401 Broadway St,San Marcos,Hays,"401 Broadway Street, San Marcos, TX, USA",78666,29.861462,-97.9424177,0,250,0,0,0,250,0,(512) 805-5650,,,04/23/2021      ,13:46:39        ,,-97.942418,29.861462
12,Crossover Health Medical Group- Spring,Medical Practice,,Hardy Toll Road,Spring,Texas,28420 E Hardy Rd,77373,30.1050606,-95.423176,0,180,0,0,0,180,0,,,,04/23/2021      ,13:42:22        ,,-95.423176,30.105061
13,Meyerland Kelsey Seybold Clinic,Medical Practice,,560 Meyerland Plaza Mall,Houston,Harris,560 Meyerland Plaza Mall,77096,29.6881379930713,-95.4605774467162,0,137,0,0,25,162,0,(713) 442-3222,https://www.kelsey-seybold.com/find-a-location/meyerland-plaza-clinic,,04/23/2021      ,08:35:24        ,,-95.460577,29.688138
14,Corpus Christi-Nueces County Public Health District,Vaccine Hub,,1702 Horne Road,Corpus Christi,Nueces,1702 Horne Road,78416,27.7578796529017,-97.430295523922,348,12380,0,10000,365,13093,10000,"361-826-7200, option 2",https://us1.quickscreen.health/corpus-christi-vaccination#/screening,,04/22/2021      ,11:07:32        ,,-97.430296,27.75788
15,Passport Health San Antonio,Other,,,San Antonio,Bexar,5282 Medical Dr Suite 445,78229,29.5088454,-98.5880075,0,89,0,0,0,89,0,,,,04/23/2021      ,12:30:56        ,,-98.588007,29.508845
16,"Cover-Tek, Inc.",Other,,Silicon,Southlake,Tarrant,551 Silicon Drive,76022,32.9328814,-97.1101568,0,110,0,0,0,110,0,(817) 329-6900,,,04/23/2021      ,12:13:37        ,,-97.110157,32.932881
17,CenterWell - Tidwell,Other,,,Houston,,9417 MESA DR STE A,77028,29.8490876040789,-95.2650005667165,0,400,0,0,0,400,0,(713) 848-7780,,,04/21/2021      ,11:42:24        ,,-95.265001,29.849088
18,benzer Tx3 Llc,Federal Allocation,,North Galloway Ave,Mesquite,Dallas,1320 North Galloway Ave Suite 102,75149,32.7815313452213,-96.600182318264,0,60,0,0,0,60,0,,,,04/21/2021      ,09:09:40        ,,-96.600182,32.781531
19,CARE RX PHARMACY AT SHERMAN,Pharmacy,,,SHERMAN,,1733 TEXOMA PKWY STE 200,75090,33.6583612156057,-96.6016691461294,0,30,0,0,95,125,0,,,,04/23/2021      ,11:59:03        ,,-96.601669,33.658361
20,Central Administration Building BISD,Other,,708 PALM BLVD ,BROWNSVILLE,cameron,"708 PALM BLVD #214, Brownsville, Tx 78520",78520,25.910369,-97.505312,1170,0,0,0,0,1170,0,9565488191,https://www.bisd.us/departments/business-and-operations/health-services,,04/21/2021      ,12:50:23        ,,-97.505312,25.910369
21,JPS Viola Pitt Clinic,Community Clinic,,4701 Bryant Irvin Rd N,Fort Worth,Tarrant,"4701 Bryant Irvin Road North, Fort Worth, TX, USA",76107,32.7154852,-97.4112444,0,300,0,0,0,300,0,,,,04/23/2021      ,11:13:53        ,,-97.411244,32.715485
22,JPS MAIN,Hospital,E,1500 S Main St, Fort Worth,Tarrant,"1500 S Main St, Fort Worth, TX, 76104",76104,32.727343,-97.326396,5000,1000,5000,1000,300,6300,6000,817-702-3431,,,04/23/2021      ,11:11:25        ,,-97.326396,32.727343
23,Walgreens Pharmacy 03160,Pharmacy,,,,,"6280 BARKER CYPRESS RD Houston, TX 77084",,29.8641315504432,-95.6825251335645,0,100,0,0,0,100,0,(281) 859-4898,https://www.walgreens.com/locator/walgreens-6280+barker+cypress+rd-houston-tx-77084/id=3160,,04/23/2021      ,12:30:17        ,,-95.682525,29.864132
24,"Corpus Christi Metro Ministries, Inc",Community Clinic,,1919 Leopard St,Corpus Christi,Nueces,1919 Leopard St,78408,27.7962102,-97.4116543,0,300,0,0,300,600,0,(361) 887-0151,,,04/23/2021      ,12:59:04        ,,-97.411654,27.79621
25,Nuestra Clinica Del Valle - San Juan 3,Community Clinic,,2900 N Raul Longoria Rd Rear Entry,San Juan,Hidalgo,2900 N Raul Longoria Rd Rear Entry,78589,26.2233137607146,-98.1485372352829,0,0,0,60,95,95,60,(956) 781-6077,,,04/23/2021      ,09:55:15        ,,-98.148537,26.223314
26,Walgreens Pharmacy 11276,Pharmacy,,,,,"502 NEW VALLEY HI DR San Antonio, TX 78227",,29.3792579308696,-98.6424870682227,0,0,0,0,325,325,0,(210) 673-0817,https://www.walgreens.com/locator/walgreens-502+new+valley+hi+dr-san+antonio-tx-78227/id=11276,,04/17/2021      ,16:57:31        ,,-98.642487,29.379258
27,Marfa Community Health Clinic,Community Clinic,J,406 South Summer St,Marfa,Presidio,406 S. Summer St,79843,30.30643,-104.02583,0,100,0,0,0,100,0,,,,04/13/2021      ,08:17:02        ,,-104.02583,30.30643
28,CONQUEST PLAZA PHARMACY,Pharmacy,,,Edinburg,Hidalgo,308 Conquest,78539,26.2565794,-98.1729115,0,180,0,0,0,180,0,,,,04/23/2021      ,14:39:32        ,,-98.172911,26.256579
29,STHS CLINICS - Edinburg,Community Clinic,,,Edinburg,Hidalgo,1200 S 10th Ave,78539,26.2905012,-98.1674151,0,70,0,0,0,70,0,,,,04/23/2021      ,10:45:11        ,,-98.167415,26.290501
30,La Porte RapidCare ER LLC,Other,,,La Porte ,,1220 W FAIRMONT PKWY ,77571,29.652989181246,-95.0312475870931,0,90,0,0,0,90,0,,,,04/06/2021      ,09:00:26        ,,-95.031248,29.652989
31,Randol Mill LTC Pharmacy,Pharmacy,,1014 N Fielder Rd Suite 110,Arlington,Tarrant,"1014 North Fielder Road, Arlington, TX, USA",76012,32.7492602,-97.1323622,0,370,0,0,0,370,0,,,,04/23/2021      ,09:09:17        ,,-97.132362,32.74926
32,EMPIRE Pharmacy,Pharmacy,,2207 S Zarzamora St,San Antonio,Bexar,"2207 South Zarzamora Street, San Antonio, TX, USA",78207,29.4012473,-98.5307567,0,170,0,0,85,255,0,,,,04/22/2021      ,19:04:59        ,,-98.530757,29.401247
33,Smart Pharmacy LLC,Pharmacy,,,SAN ANTONIO,,4390 CALLAGHAN RD  ,78228,29.4678926856964,-98.6011445464975,0,180,0,0,0,180,0,210-858-7299,,,04/22/2021      ,11:35:24        ,,-98.601145,29.467893
34,"SAENZ MEDICAL PHARMACY OF MCALLEN, INC",Pharmacy,,Lindberg,McAllen,Hidalgo,212 Lindberg,78501,26.1924669248943,-98.2237062866828,0,70,0,0,200,270,0,9566306465,,,04/22/2021      ,17:53:07        ,,-98.223706,26.192467
35,Pharmacy 2 Plus LLC,Pharmacy,,9026 Culebra Rd Ste 107,San Antonio,Bexar,9026 Culebra Rd Ste 107,78251,29.4758079,-98.6597107,0,198,0,0,5,203,0,,,,04/23/2021      ,10:04:32        ,,-98.659711,29.475808
36,Apothecary of Medical Associates,Other,,38 East Ave,Schulenburg,Fayette,38 EAST AVE Schulenburg 78956,78956,29.6920159649339,-96.8985381305302,0,400,0,0,0,400,0,,,,04/22/2021      ,08:24:48        ,,-96.898538,29.692016
37,Triumph Pharmacy,Pharmacy,,,Magnolia,Montgomery,7030 Fm 1488 110,77354,30.2213739189768,-95.5756795709947,1155,350,0,0,35,1540,0,,,,04/23/2021      ,11:23:42        ,,-95.57568,30.221374
38,OTTO KAISER MEMORIAL - KENEDY,Hospital,P,3349 US-181,Kenedy,Karnes,"3349 US-181, Kenedy, TX 78119",78119,28.8511619108883,-97.8785406310243,876,0,876,0,0,876,876,(830) 583-3401,http://www.okmh.org/,,04/23/2021      ,07:50:55        ,,-97.878541,28.851162
39,"Tesoro Medical Care., P.A.",Medical Practice,,101 W Village Blvd A,Laredo,Webb,"101 W Village Blvd A, Laredo, TX 78041",78041,27.56567,-99.49793,0,150,0,0,0,150,0,(956) 727-2997,,,04/23/2021      ,10:57:26        ,,-99.49793,27.56567
40,"Mindful Pediatrics, PLLC",Medical Practice,,2200 Boca Chica Blvd Suite 134,Brownsville,Cameron,"2200 Boca Chica Boulevard, Brownsville, TX, USA",78521,25.9228483,-97.4877585,1134,0,0,0,0,1134,0,9565451327,,,04/23/2021      ,10:10:54        ,,-97.487758,25.922848
41,Valley Pediatric Clinic,Medical Practice,,conway ,Mission,TX,"3005 North Conway Avenue, Mission, TX, USA",78574,26.2409275,-98.3218908,0,90,0,0,0,90,0,,,,04/23/2021      ,10:05:49        ,,-98.321891,26.240928
42,Red River Urgent Care,Medical Practice,,Industrial Way,Clarksville,Red River,1805 Industrial Way,75426,33.61745061,-95.07037571,0,100,0,100,100,200,100,903-428-0100,,,04/22/2021      ,15:58:37        ,,-95.070376,33.617451
43,Texas A&M University Student Health Center,Community Clinic,,,College Station,Brazos,"311 Houston Street Building, 520  TAMU",77843,30.6162997931036,-96.3397906376098,200,0,0,30,2000,2200,30,(979) 458-8310,https://shs.tamu.edu/,,04/21/2021      ,16:17:32        ,,-96.339791,30.6163
44,Texas A&M Family Care Clinic,Community Clinic,N,2900 East 29th St,Bryan,Brazos,2900 East 29th St,77802,30.65554,-96.3434,1256,1200,0,0,0,2456,0,(979) 776-8440,https://health.tamu.edu/care/family-care-bryan/,,04/22/2021      ,08:33:23        ,,-96.3434,30.65554
45,"Cano Health Texas, LLC",Other,,7031 MARBACH RD,SAN ANTONIO,Bexar,"7031 MARBACH RD, San Antonio, Tx 78227",78227,29.4178291,-98.6281767,0,200,0,0,0,200,0,210.761.3393,https://canohealth.com/map-location/7031-marbach-rd/?mpfy-pin=12716,,04/23/2021      ,10:06:14        ,,-98.628177,29.417829
46,Texas A&M Commerce Student Health,Community Clinic,,,Commerce 75428,,2600 W Neal St Commerce 75428,75428,33.2356306103197,-95.9084809578395,0,140,0,0,100,240,0,,,,04/22/2021      ,14:28:46        ,,-95.908481,33.235631
47,Tlc Pharmacy And Medical Equipment 2,Federal Allocation,,,Mission,Hidalgo,1242 E Business Hwy 83 Ste 7,78572,26.2148466079544,-98.32887304571,0,100,0,0,0,100,0,,,,04/23/2021      ,09:40:39        ,,-98.328873,26.214847
48,Dept of Public Health - Bell County,Vaccine Hub,,820 N 31st St,Temple,Bell,"820 North 31st Street, Temple, TX, USA",76504,31.1096332,-97.3546731,0,0,0,0,0,0,0,(254) 778-4766,https://www.bellcountyhealth.org/,,04/23/2021      ,08:38:03        ,,-97.354673,31.109633
49,WELLMED PHARMACY LLC,Pharmacy,,N FIELDER RD,Arlington,Tarrant,707 N Fielder Rd,76012,32.7432117,-97.1314789,0,190,0,0,0,190,0,817-773-2833,fatepharmacyarlington@gmail.com,,04/23/2021      ,09:46:34        ,,-97.131479,32.743212
50,Walgreens Pharmacy 03570,Pharmacy,,,,,"890 N RESLER DR El Paso, TX 79912",,31.8589612078799,-106.558045873761,45,6,21,0,0,51,21,(915) 584-1359,https://www.walgreens.com/locator/walgreens-890+n+resler+dr-el+paso-tx-79912/id=3570,,04/23/2021      ,08:33:10        ,,-106.558046,31.858961
51,LUBBOCK CARDIOLOGY CLINIC PA,Medical Practice,,,Lubbock,Lubbock,3819 24th St,79410,33.5720311,-101.900406,0,150,0,0,0,150,0,,,,04/23/2021      ,15:17:03        ,,-101.900406,33.572031
52,Medly Pharmacy,Federal Allocation,,,San Antonio,Bexar,13331 Nacogdoches Rd,78217,30.3195496,-97.7056526,0,0,0,0,100,100,0,,,,04/23/2021      ,09:29:07        ,,-97.705653,30.31955
53,"Community Family Medicine, PA",Medical Practice,,,San Antonio,Bexar,1616 Callaghan Rd,78228,29.4538156050762,-98.6020892445094,0,160,0,0,0,160,0,,,,04/23/2021      ,08:23:42        ,,-98.602089,29.453816
54,Kroger Pharmacy 746,Pharmacy,,11701 S Sam Houston Pkwy,Houston,Harris,11701 S Sam Houston Pkwy,77089,29.589831,-95.22251,0,40,0,0,0,40,0,(281) 484-3294,,,04/22/2021      ,08:05:00        ,,-95.22251,29.589831
55,Kroger Pharmacy 744,Pharmacy,,3135 Fm 528,Friendswood,Galveston,3135 Fm 528,77546,29.4645456622281,-95.2271091417117,180,0,0,0,95,275,0,(281) 557-4894,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,04/22/2021      ,08:05:00        ,,-95.227109,29.464546
56,Kroger Pharmacy 743,Pharmacy,,151 N Friendswood Dr,Friendswood,Galveston,151 N Friendswood Dr,77546,29.534382372878,-95.2068435750931,0,125,0,0,125,250,0,(281)-992-1710,http://www.kroger.com/stores/details/018/00743?cid=loc_01800743PP_gmb,,04/22/2021      ,08:05:00        ,,-95.206844,29.534382
57,Kroger Pharmacy 740,Pharmacy,,7747 Kirby Dr,Houston,Harris,7747 Kirby Dr,77030,29.6953467231689,-95.4155875814219,96,20,0,0,0,116,0,(713) 661-7440,http://www.kroger.com/stores/details/034/00740?cid=loc_03400740PP_gmb,,04/22/2021      ,08:05:00        ,,-95.415588,29.695347
58,Kroger Pharmacy 734,Pharmacy,,,League City ,,250 S EGRET BAY BLVD ,77573,29.5198121653864,-95.0758447763251,80,0,0,0,0,80,0,,,,04/22/2021      ,08:05:00        ,,-95.075845,29.519812
59,Kroger Pharmacy 398,Pharmacy,,,League City,,2750 E League City PKWY,77573,29.5079735231247,-95.0414925030416,87,0,192,0,115,202,192,,,,04/22/2021      ,08:05:00        ,,-95.041493,29.507974
60,Kroger Pharmacy 397,Pharmacy,,8011 W Grand Pkwy S,Richmond,Fort Bend,8011 W Grand Pkwy S,77407,29.6639329845383,-95.7379829863729,0,10,0,0,100,110,0,(281) 341-2761,http://www.kroger.com/stores/details/034/00397?cid=loc_03400397PP_gmb,,04/22/2021      ,08:05:00        ,,-95.737983,29.663933
61,Kroger Pharmacy 385,Pharmacy,,16400 El Camino Real,Houston,Harris,16400 El Camino Real,77062,29.5589571071597,-95.1242390811092,0,20,0,0,0,20,0,(281) 286-8364,http://www.kroger.com/stores/details/034/00385?cid=loc_03400385PP_gmb,,04/22/2021      ,08:05:00        ,,-95.124239,29.558957
62,Kroger Pharmacy 375,Pharmacy,,11565 State Hwy 6 South,Sugar Land,Fort Bend,11565 State Hwy 6 South,77478,29.6480352510492,-95.6512821824848,0,0,0,0,50,50,0,(281) 340-1504,http://www.kroger.com/stores/details/034/00375?cid=loc_03400375PP_gmb,,04/22/2021      ,08:05:00        ,,-95.651282,29.648035
63,Kroger Pharmacy 343,Pharmacy,,8323 Broadway St,Pearland,Brazoria,8323 Broadway St,77581,29.5590729031522,-95.3491304886291,0,0,0,0,50,50,0,(281) 997-6500,http://www.kroger.com/stores/details/029/00343?cid=loc_02900343PP_gmb,,04/22/2021      ,08:05:00        ,,-95.34913,29.559073
64,Kroger Pharmacy 321,Pharmacy,,3100 Hwy 35,Alvin,Brazoria,3100 Hwy 35,77511,29.3985214957587,-95.247541810787,0,0,0,0,180,180,0,(281) 388-3403,http://www.kroger.com/stores/details/034/00321?cid=loc_03400321PP_gmb,,04/22/2021      ,08:05:00        ,,-95.247542,29.398521
65,Kroger Pharmacy 320,Pharmacy,,4825 Sweetwater Blvd,Sugar Land,Fort Bend,4825 Sweetwater Blvd,77479,29.5863645056197,-95.6323654743065,0,0,36,0,0,0,36,(281) 494-6555,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb,,04/22/2021      ,08:05:00        ,,-95.632365,29.586365
66,Kroger Pharmacy 308,Pharmacy,,,Pearland ,Brazoria,11003 Shadow Creek PWY,77584,29.5832555865591,-95.3898827453678,0,0,0,0,295,295,0,281-669-1250,,,04/22/2021      ,08:05:00        ,,-95.389883,29.583256
67,Kroger Pharmacy 300,Pharmacy,,1950 El Dorado Blvd,Houston,Harris,1950 El Dorado Blvd,77062,29.5782270187411,-95.1215090114258,144,20,0,0,20,184,0,(281) 480-7092,http://www.kroger.com/stores/details/016/00522?cid=loc_01600522PP_gmb,,04/22/2021      ,08:05:00        ,,-95.121509,29.578227
68,Kroger Pharmacy 256,Pharmacy,,1804 N Velasco St,Angleton,Brazoria,1804 N Velasco St,77515,29.1827026537057,-95.4329200670943,0,0,0,260,305,305,260,(979) 849-5460,http://www.kroger.com/stores/details/016/00538?cid=loc_01600538PP_gmb,,04/22/2021      ,08:05:00        ,,-95.43292,29.182703
69,Kroger Pharmacy 241,Pharmacy,,,Dickinson ,,3410 Gulf Fwy ,77539,29.4500258726597,-95.0795036895508,0,0,0,0,70,70,0,,,,04/22/2021      ,08:05:00        ,,-95.079504,29.450026
70,Kroger Pharmacy 156,Pharmacy,,6322 Telephone Rd,Houston,Harris,6322 Telephone Rd,77087,29.6756243983634,-95.2899220657025,0,0,0,0,50,50,0,(713) 644-1815,http://www.kroger.com/stores/details/034/00156?cid=loc_03400156PP_gmb,,04/22/2021      ,08:05:00        ,,-95.289922,29.675624
71,Kroger Pharmacy 149,Pharmacy,,800 N Dixie Dr,Clute,Brazoria,800 N Dixie Dr,77531,29.0384250781679,-95.4222465843995,0,0,0,20,220,220,20,(979) 529-4392,,,04/22/2021      ,08:05:00        ,,-95.422247,29.038425
72,Kroger Pharmacy 144,Pharmacy,,1920 W League City Pkwy,League City,Galveston,1920 W League City Pkwy,77573,29.4885370086359,-95.1139740157472,216,0,0,0,0,216,0,(877) 852-2677,,,04/22/2021      ,08:05:00        ,,-95.113974,29.488537
73,Kroger Pharmacy 131,Pharmacy,,,Sugar Land ,,18861 University Blvd ,77479,29.5515970445571,-95.5842350453687,0,90,0,0,100,190,0,(832) 342-9649,,,04/22/2021      ,08:05:00        ,,-95.584235,29.551597
74,Kroger Pharmacy 108,Pharmacy,,,Texas City ,,3541 Palmer @ Hwy. 146 ,77590,29.3936297976527,-94.9494116318808,0,0,0,0,115,115,0,,,,04/22/2021      ,08:05:00        ,,-94.949412,29.39363
75,KROGER PHARMACY 009,Federal Allocation,,,FRESNO,,10250 STATE HIGHWAY 6,77545,29.529845996266,-95.5110288453694,0,10,0,0,225,235,0,,,,04/22/2021      ,08:05:00        ,,-95.511029,29.529846
76,KROGER PHARMACY 917,Pharmacy,,,Granbury,,3915 E US HIGHWAY 377,76049,32.4546221319016,-97.7269034297048,252,0,0,0,0,252,0,,,,04/22/2021      ,08:05:00        ,,-97.726903,32.454622
77,Kroger Pharmacy 851,Pharmacy,,2210 S Fielder Rd,Arlington,Tarrant,2210 S Fielder Rd,76013,32.7078450111243,-97.1320074783325,114,0,0,20,100,214,20,(817) 277-3533,http://www.kroger.com/stores/details/026/00851?cid=loc_02600851PP_gmb,,04/22/2021      ,08:05:00        ,,-97.132007,32.707845
78,Kroger Pharmacy 817,Pharmacy,,2525 W Interstate 20,Grand Prairie,Dallas,2525 W Interstate 20,75052,32.6749246253977,-97.0432194867371,0,0,282,0,100,100,282,(972) 988-1366,http://www.kroger.com/stores/details/035/00542?cid=loc_03500542PP_gmb,,04/22/2021      ,08:05:00        ,,-97.043219,32.674925
79,Kroger Pharmacy 695,Pharmacy,,5701 W Pleasant Ridge Rd,Arlington,Tarrant,5701 W Pleasant Ridge Rd,76016,32.6816559642005,-97.193171734546,0,0,138,0,0,0,138,(817) 483-0354,http://www.kroger.com/stores/details/035/00695?cid=loc_03500695PP_gmb,,04/22/2021      ,08:05:00        ,,-97.193172,32.681656
80,Kroger Pharmacy 688,Pharmacy,,301 S Bowen Rd,Arlington,Tarrant,301 S Bowen Rd,76013,32.7328723681778,-97.1491019507631,0,0,0,0,90,90,0,(817) 277-0072,http://www.kroger.com/stores/details/029/00688?cid=loc_02900688PP_gmb,,04/22/2021      ,08:05:00        ,,-97.149102,32.732872
81,Kroger Pharmacy 596,Pharmacy,,2200 Fm 663,Midlothian,Ellis,2200 Fm 663,76065,32.4602088483329,-96.9948020097773,150,0,0,0,200,350,0,(469) 336-2041,http://www.kroger.com/stores/details/035/00596?cid=loc_03500596PP_gmb,,04/22/2021      ,08:05:00        ,,-96.994802,32.460209
82,Kroger Pharmacy 594,Pharmacy,,3300 E Broad St,Mansfield,Tarrant,3300 E Broad St,76063,32.5756597996573,-97.0839572963694,198,0,0,0,100,298,0,(817) 435-5418,http://www.kroger.com/stores/details/035/00594?cid=loc_03500594PP_gmb,,04/22/2021      ,08:05:00        ,,-97.083957,32.57566
83,Kroger Pharmacy 592,Pharmacy,,5101 W Sublett Rd,Arlington,Tarrant,5101 W Sublett Rd,76017,32.648117999848,-97.1886600075237,138,0,0,0,0,138,0,(817) 516-3763,,,04/22/2021      ,08:05:00        ,,-97.18866,32.648118
84,Kroger Pharmacy 591,Pharmacy,,1631 Sw Wilshire Blvd,Burleson,Johnson,1631 Sw Wilshire Blvd,76028,32.5173757520449,-97.3509747108234,186,0,0,0,0,186,0,(817) 258-5952,http://www.kroger.com/stores/details/035/00591?cid=loc_03500591PP_gmb,,04/22/2021      ,08:05:00        ,,-97.350975,32.517376
85,Kroger Pharmacy 590,Pharmacy,,1004 S Crowley Rd,Crowley,Tarrant,1004 S Crowley Rd,76036,32.562919139193,-97.3523245460135,96,0,114,0,0,96,114,(817) 297-0006,http://www.kroger.com/stores/details/035/00590?cid=loc_03500590PP_gmb,,04/22/2021      ,08:05:00        ,,-97.352325,32.562919
86,Kroger Pharmacy 584,Federal Allocation,,3001 Matlock,Mansfield,Tarrant,3001 Matlock,76063,32.607,-97.11773,174,0,0,0,100,274,0,,,,04/22/2021      ,08:05:00        ,,-97.11773,32.607
87,Kroger Pharmacy 545,Pharmacy,,1001 N Beckley Ste 500,Desoto,Dallas,1001 N Beckley Ste 500,75115,32.6057527545048,-96.8234571807083,192,0,0,0,160,352,0,(972) 224-3225,http://www.kroger.com/stores/details/026/00545?cid=loc_02600545PP_gmb,,04/22/2021      ,08:05:00        ,,-96.823457,32.605753
88,Kroger Pharmacy 543,Pharmacy,,945 W Lamar Blvd,Arlington,Tarrant,945 W Lamar Blvd,76012,32.7618374595243,-97.1188887102149,162,0,0,0,100,262,0,(817) 277-2144,http://www.kroger.com/stores/details/035/00543?cid=loc_03500543PP_gmb,,04/22/2021      ,08:05:00        ,,-97.118889,32.761837
89,Kroger Pharmacy 538,Pharmacy,,2350 Se Green Oaks Blvd,Arlington,Tarrant,2350 Se Green Oaks Blvd,76018,32.6603115315828,-97.0664221034694,234,0,78,0,80,314,78,(817) 419-0312,http://www.kroger.com/stores/details/035/00538?cid=loc_03500538PP_gmb,,04/22/2021      ,08:05:00        ,,-97.066422,32.660312
90,Kroger Pharmacy 529,Pharmacy,,4241 Capitol Ave,Dallas,Dallas,4241 Capitol Ave,75204,32.8071281621449,-96.7873040511898,180,0,0,0,85,265,0,(972)338-3101,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb,,04/22/2021      ,08:05:00        ,,-96.787304,32.807128
91,Kroger Pharmacy 528,Pharmacy,,4142 Cedar Springs Rd,Dallas,Dallas,4142 Cedar Springs Rd,75219,32.8125188466222,-96.813119983679,0,0,168,0,70,70,168,(214)599-9861,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,04/22/2021      ,08:05:00        ,,-96.81312,32.812519
92,Kroger Pharmacy 527,Pharmacy,,200 W Camp Wisdom Rd,Duncanville,Dallas,200 W Camp Wisdom Rd,75116,32.6618790732051,-96.9093604930254,0,0,198,0,200,200,198,(972) 298-6255,http://www.kroger.com/stores/details/035/00527?cid=loc_03500527PP_gmb,,04/22/2021      ,08:05:00        ,,-96.90936,32.661879
93,Kroger Pharmacy 520,Pharmacy,,3120 S University Dr,Fort Worth,Tarrant,3120 S University Dr,76109,32.7045125759694,-97.3604560817409,0,0,192,0,85,85,192,(817) 566-7861,http://www.kroger.com/stores/details/018/00520?cid=loc_01800520PP_gmb,,04/22/2021      ,08:05:00        ,,-97.360456,32.704513
94,Kroger Pharmacy 518,Pharmacy,,5665 E Mockingbird Ln,Dallas,Dallas,5665 E Mockingbird Ln,75206,32.8366574704818,-96.7702799927305,0,0,0,0,80,80,0,(214) 826-2967,http://www.kroger.com/stores/details/034/00343?cid=loc_03400343PP_gmb,,04/22/2021      ,08:05:00        ,,-96.77028,32.836657
95,Kroger Pharmacy 509,Federal Allocation,,,Dallas ,,4901 Maple Ave ,75235,32.8140016680626,-96.8292192452673,198,0,0,0,65,263,0,,,,04/22/2021      ,08:05:00        ,,-96.829219,32.814002
