OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
11,All Children's Pediatric Clinic - Edinburg,Other,,,Edinburg,Hidalg,1313 S Closner Blvd,78539,26.2893532,-98.1669874,204,300,0,0,0,504,0,,,,05/20/2021      ,17:38:01        ,,-98.166987,26.289353
12,Brookshires Pharmacy 30,Pharmacy,,2107 S Loop 256,Palestine,Anderson,2107 S Loop 256,75801,31.736814017285,-95.6112959681131,0,92,0,98,115,207,98,(903) 723-1092,https://www.brookshires.com/covid-19-information,,05/20/2021      ,17:04:37        ,,-95.611296,31.736814
13,Dept of Public Health - Tarrant County / Watauga,Local Health Department,,6601 Watauga Rd,Fort Worth,Tarrant,6601 Watauga Rd,76148,32.8604533583208,-97.2403722429836,0,60,0,0,0,60,0,(817) 321-4740,,,05/19/2021      ,16:29:01        ,,-97.240372,32.860453
14,"Dr. Mario Sanchez, DO",Other,V,106 N Main St,La Feria,Cameron,"106 N Main St, La Feria, TX 78559",78559,26.1582,-97.82401,0,0,0,10,0,0,10,956-797-2002,,,05/20/2021      ,16:46:15        ,,-97.82401,26.1582
15,Magnolia First Family Medicine,Community Clinic,,2200 Sw Freeway,Houston,77098,2200 Sw Freeway,77098,29.7316,-95.41338,0,100,0,0,0,100,0,,,,05/19/2021      ,17:10:52        ,,-95.41338,29.7316
16,"L. Ehrlich & Associates Medical Clinic, PLLC",Medical Practice,Q,2535 KIRBY DRIVE,Houston,Harris,2535 KIRBY DRIVE,77019,29.74299,-95.418743,1112,0,1112,0,0,1112,1112,713-800-8800,https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fleamcpllc.com%2F&data=04%7C01%7CVaccine%40tdem.texas.gov%7C9a5209e301da460a897208d8c2dbf1ff%7Cf90d3f8300a640eb8eb25fb8d5265096%7C0%7C0%7C637473597220719611%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=Prt5FyKbAMV2H9J3cA2i7OJo1mZ103AQqDA46tfVphA%3D&reserved=0,,05/20/2021      ,16:42:51        ,,-95.418743,29.74299
17,Sai Medical Group,Other,,,Bastrop,Bastrop,201 Childers Drive,78602,30.1024132,-97.3323683,0,170,0,0,0,170,0,,,,05/20/2021      ,16:41:59        ,,-97.332368,30.102413
18,Marathon Health,Community Clinic,,,Lewisville,Denton,2785 Rock Brook Dr,75067,32.9943086475581,-96.97984575874,0,140,0,0,0,140,0,,,,05/20/2021      ,16:54:24        ,,-96.979846,32.994309
19,3M Health Clinic,Medical Practice,,6103 Farinon Dr,San Antonio,Bexar,"6103 Farinon Drive, San Antonio, TX, USA",78249,29.5552361,-98.6000979,0,120,0,0,0,120,0,,,,05/20/2021      ,16:46:33        ,,-98.600098,29.555236
20,Nuestra Clinica Del Valle - Rio Grande,Community Clinic,,600 N Garza St,Rio Grande,Starr,600 N Garza St,78582,26.3817640190777,-98.8143586865433,0,0,0,230,0,0,230,+1 956 487 0846,http://www.nuestraclinicadelvalle.org/,,04/27/2021      ,10:50:39        ,,-98.814359,26.381764
21,DSHS - Gainesville,Other,,1714 Justice Center Blvd Ste A,Gainesville,Cooke,1714 Justice Center Blvd Ste A,76240,33.64318,-97.1685,0,80,0,100,80,160,100,940-665-9315,https://www.dshs.texas.gov/region2-3/clinics/clinicsreg3.shtm,,05/20/2021      ,15:59:47        ,Yes,-97.1685,33.64318
22,Central Administration Building BISD,Other,,708 PALM BLVD ,BROWNSVILLE,cameron,"708 PALM BLVD #214, Brownsville, Tx 78520",78520,25.910369,-97.505312,0,0,546,580,0,0,1126,9565488191,https://www.bisd.us/departments/business-and-operations/health-services,,05/20/2021      ,15:53:03        ,,-97.505312,25.910369
23,United Health Partners,Community Clinic,,6846 Antoine Dr,Houston,Harris,"6846 Antoine Drive, Houston, TX 77091",77091,29.8627263,-95.4717635,864,530,0,0,240,1634,0,(713)510-7122,https://uhphealth.org/membership-2,,05/20/2021      ,16:10:35        ,,-95.471763,29.862726
24,Nuestra Clinica del Valle -Alton,Community Clinic,,201 S Los Ebanos Blvd,Alton,Hidalgo,"201 S Los Ebanos Blvd, Alton, TX 78573",78573,26.288246,-98.330362,0,90,0,0,0,90,0,956-519-1800,,,05/20/2021      ,15:51:40        ,,-98.330362,26.288246
25,DUNAMIS PHARMACY,Pharmacy,,,Katy,Harris,5502 Fry Rd Ste B,77449,29.8503799,-95.7202836,0,490,0,0,0,490,0,,,,05/20/2021      ,16:11:46        ,,-95.720284,29.85038
26,LAWRIE FRIEDMAN MD,Medical Practice,,,Richardson,Dallas,670 N Coit Rd Ste 2355,75080,32.9593719,-96.769905,0,480,0,0,0,480,0,,,,05/18/2021      ,13:32:05        ,,-96.769905,32.959372
27,Edgewood Pharmacy,Federal Allocation,,,Friendswood,Galveston,120 South Friendswood Drive,77546,29.5317264,-95.206064,0,390,0,0,0,390,0,281-993-4779,,,05/18/2021      ,12:19:18        ,,-95.206064,29.531726
28,LC PHARMA OF UVALDE,Pharmacy,,1001 East Main St,Uvalde,Uvalde,1001 East Main St,78802,29.2151634,-99.7722399,0,200,0,0,90,290,0,830-591-2014,,,05/20/2021      ,16:29:28        ,,-99.77224,29.215163
29,Cano Health 7913 Bandera,Other,,,San Antonio,,"7913 Bandera Rd, San Antonio, TX 78250",78250,29.5138551712869,-98.6340110156732,0,0,0,0,80,80,0,,,,05/20/2021      ,15:43:29        ,,-98.634011,29.513855
30,US Renal Care,Other,,6801 MCPHERSON RD,Laredo,webb,"6801 MCPHERSON RD STE 107, Laredo, Tx 78041",78041,27.564981,-99.4731318,0,0,0,4,0,0,4,(956) 725-1202,https://www.usrenalcare.com/locations/points/laredo.html,,05/18/2021      ,10:48:59        ,,-99.473132,27.564981
31,Corecivic,Other,,4702 E Saunders St,Laredo,Webb,4702 E SAUNDERS ST Laredo 78041,78046,27.5293687078233,-99.447929759385,0,30,0,0,0,30,0,,,,05/20/2021      ,15:26:11        ,,-99.44793,27.529369
32,Rafael Canadas Md Pa,Medical Practice,,12201 Merit Dr,Dallas,Dallas,"12201 Merit Dr #180, Dallas, TX 75251",75251,32.9135921937013,-96.7741221733271,0,320,0,0,0,320,0,(972) 385-9700,,,05/18/2021      ,17:16:45        ,,-96.774122,32.913592
33,Prime Care Medical Group,Other,,929 Gessner Rd Ste 2450,Houston,,"Hermann Tower, 929 Gessner Rd Suite 2450, Houston, TX 77024",77024,29.7825807828215,-95.5454720423105,1070,0,1170,0,0,1070,1170,+1 713 464 9939,https://www.primecarehouston.com/,,05/17/2021      ,11:14:20        ,,-95.545472,29.782581
34,Prime Care Services Incorporated,Other,,,GRAND PRAIRIE,,2306 OAK LN STE 206,75051,32.7109192,-97.0067118,1107,0,0,0,0,1107,0,214 418 8240,N/A,,05/10/2021      ,16:05:09        ,,-97.006712,32.710919
35,EHE International,Other,,5555 San Felipe St,Houston,Harris,"5555 San Felipe Street, Ste 800",77056,29.7493564,-95.4715705,0,60,0,0,0,60,0,(713) 622-9900,,,05/20/2021      ,15:06:27        ,,-95.47157,29.749356
36,LEVELLAND CLINIC,Community Clinic,,,LEVELLAND ,Hockley,1804 COLLEGE AVE LEVELLAND 79336,79336,33.5738942775131,-102.368399999485,0,49,0,31,0,49,31,,,,05/20/2021      ,15:10:58        ,,-102.3684,33.573894
37,Sunrise Comprehensive Healthcare,Community Clinic,,,Houston,Harris,10603 Bellaire Blvd Suite B116,77072,29.7032616539677,-95.5679379136591,0,60,0,0,0,60,0,,,,05/20/2021      ,14:55:14        ,,-95.567938,29.703262
38,WESTMORELAND PHARMACY,Pharmacy,,,Richardson,Collin,3801 Crestfield Ct,75082,33.0036621,-96.649423,0,120,0,0,0,120,0,,,,05/20/2021      ,15:26:08        ,,-96.649423,33.003662
39,Edinburg Cisd Health Services Department,Local Health Department,,411 N 8th ave,EDINBURG,hildago,"411 N 8TH AVE, edinburg, texas 78541 ",78541,26.3056793837464,-98.1655701313303,1170,2359,0,5156,0,3529,5156,,,,05/20/2021      ,18:47:55        ,,-98.16557,26.305679
40,MONTROSE EMERGENCY ROOM,Other,Q,1110 West Gray St,Houston,Harris,1110 West Gray St,77019,29.7533664245873,-95.392538688794,1164,168,0,0,0,1332,0,(713) 242-1436,http://www.montrosehospital.com/,,05/20/2021      ,14:30:45        ,,-95.392539,29.753366
41,ADVENTHEALTH CENTRAL TEXAS,Hospital,L,2201 S Clear Creek Rd,Killeen,Bell,2201 S Clear Creek Rd,76549,31.0826780139854,-97.7734959860209,0,1260,0,0,400,1660,0,(254) 526-7523,https://www.adventhealth.com/video-visits,,05/19/2021      ,14:26:22        ,,-97.773496,31.082678
42,Midcities Pharmacy Inc,Pharmacy,,2000 Precinct Line Rd,Hurst,Tarrant,2000 Precinct Line Rd,76054,32.8516679503264,-97.1860381482103,948,130,0,0,60,1138,0,(817) 605-3500,http://www.midcitiespharmacy.com/,,05/20/2021      ,20:04:52        ,,-97.186038,32.851668
43,Brickstreet Pharmacy,Pharmacy,,,Tyler,Smith,314 W Rusk St,75701,32.3405778,-95.3056296,0,260,0,0,0,260,0,,,,05/12/2021      ,16:26:17        ,,-95.30563,32.340578
44,"Sun Eye Care, PA",Medical Practice,,,El Paso,El Paso,5920 Cromo Dr,79912,31.819,-106.5413996,0,70,0,70,0,70,70,,,,05/20/2021      ,17:07:43        ,,-106.5414,31.819
45,Industrial Health Works,Medical Practice,,6201 South Cage Blvd,Pharr,Hidalgo,"6201 South Cage Blvd, Pharr, Texas 78577",78577,26.1341456042847,-98.1941647794836,0,0,0,0,15,15,0,(956) 609-8230,http://www.industrialfamilyclinic.com/,,05/19/2021      ,17:58:25        ,,-98.194165,26.134146
46,Northeast Pediatric Associates,Medical Practice,,18707 Hardy Oak Blvd Ste 225,San Antonio,Bexar,18707 Hardy Oak Blvd Ste 225,78258,29.6154476421076,-98.4779901672591,1069,324,0,28,0,1393,28,(210) 657-0220,http://www.npa-sa.com/,,05/19/2021      ,16:48:10        ,,-98.47799,29.615448
47,Carvajal Pharmacy-San Antonio-3410 Roosevelt Ave ,Pharmacy,,3410 Roosevelt Ave,San Antonio,Bexar,"3410 Roosevelt Avenue, San Antonio, Texas 78214",78214,29.35837,-98.48091,300,0,300,1100,900,1200,1400,210-922-2176,https://www.carvajalpharmacy.com/,,05/20/2021      ,15:55:00        ,,-98.48091,29.35837
48,Hope Community Medicine-Tenaha,Community Clinic,,157 Wall St,Tenaha,Shelby,"157 Wall Street, Tenaha, Texas 75974",75974,31.94432,-94.245076,0,0,0,0,30,30,0,(936) 248-4673,https://hcmtx.org/contact-us,,05/19/2021      ,07:13:22        ,,-94.245076,31.94432
49,Monahans Pharmacy Inc,Pharmacy,,801 E 4th St,Monahans,Ward,801 E 4th St,79756,31.594086676647,-102.884367817493,0,110,0,110,0,110,110,(432) 943-4212,https://www.mygnp.com/pharmacies/monahans-pharmacy-monahans-tx-79756/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4527339,,05/20/2021      ,16:04:26        ,,-102.884368,31.594087
50,Valdez Family Clinic,Medical Practice,,98 Briggs St,San Antonio,Bexar,"98 Briggs St Suite 800, San Antonio, TX 78224",78224,29.3543785,-98.5530894,0,0,0,25,0,0,25,+1210 927 9500,https://www.vfc-afw.com/,,05/20/2021      ,16:16:56        ,,-98.553089,29.354379
51,Westmoreland Adult Outpatient Clinic ,Community Clinic,,1350 N Westmoreland Rd,Dallas,Dallas,1350 North Westmoreland Road,75211,32.7636895,-96.8718755,0,50,0,200,0,50,200,(214) 689-5180,,,05/20/2021      ,17:01:33        ,,-96.871875,32.76369
52,10 Minute Pharmacy,Federal Allocation,,18 Gruene Park Dr,New Braunfels,Comal,18 GRUENE PARK DR NEW BRAUNFELS 78130,78130,29.7266261903978,-98.0948757728571,0,90,0,0,305,395,0,,,,05/20/2021      ,17:23:23        ,,-98.094876,29.726626
53,Colleyville Drug Inc,Other,,622 W Main St,Crosbyton,Crosby,622 W Main St,79322,33.66048285084,-101.245306815613,0,0,0,0,100,100,0,+18066752001,https://stores.healthmart.com/regionalhealthmartpharmacy/,,05/17/2021      ,13:49:44        ,,-101.245307,33.660483
54,Smiley Medical,Other,,,Dallas,Dallas,9203 Skillman St,75243,,,0,285,0,0,0,285,0,,,,05/20/2021      ,12:57:35        ,,,
55,Sure Care Health Associates Pa,Community Clinic,,1140 BUSINESS CENTER DR STE 250 HOUSTON 77043,Houston,Harris,1140 Business Center Dr,77043,29.7901,-95.56723,0,200,0,0,0,200,0,,,,05/20/2021      ,12:35:34        ,,-95.56723,29.7901
56,"The Children's Clinic of Dimmit and Zavala, P.A. - Location # 2",Medical Practice,,1313 Veterans Avenue Suite C,Crystal City,Zavala,"1313 Veterans Avenue Suite C, Cristal City, Texas 78839",78839,28.68927,-99.8324966,0,150,0,0,0,150,0,830-374-4436,,,05/20/2021      ,17:23:58        ,,-99.832497,28.68927
57,Friedman Family Practice,Pharmacy,,,Frisco,Denton,11560 Teel Pkwy,75033,33.1749339721456,-96.8638391852057,0,490,0,0,0,490,0,,,,05/20/2021      ,12:22:15        ,,-96.863839,33.174934
58,BotW Health Inc,Other,,Josey Lane,Farmers Branch,Texas,"12879 Josey Ln, Ste 115",75234,32.9216513,-96.8827695,1030,600,0,100,0,1630,100,,,,05/18/2021      ,17:35:58        ,,-96.882769,32.921651
59,UPTMAX HEALTH CARE SERVICES IN,Other,,,Brownsville,,3127 International Blvd ,78521,25.9101378416983,-97.4765145903508,120,15,0,0,5,140,0,956-685-1050,alamophamacy.net,,05/18/2021      ,00:00:00        ,,-97.476515,25.910138
60,HealthPro Pharmacy & Wellness Center,Federal Allocation,,9400 Lakeview Pkwy,Rowlett,Dallas,9400 LAKEVIEW PKWY STE 111111 Rowlett 75088,75088,32.919932621741,-96.5103589000974,0,1160,0,0,695,1855,0,,,,05/20/2021      ,18:02:18        ,,-96.510359,32.919933
61,Medly Pharmacy,Federal Allocation,,,San Antonio,Bexar,13331 Nacogdoches Rd,78217,30.3195496,-97.7056526,0,0,0,0,100,100,0,,,,05/20/2021      ,12:07:57        ,,-97.705653,30.31955
62,"Omali Diagnostics, LLC",Community Clinic,,,Dallas,Dallas,14219 Proton Road,75244,32.9438313288832,-96.8372789759303,0,460,0,0,0,460,0,,,,05/20/2021      ,11:42:27        ,,-96.837279,32.943831
63,T Off Your Health - Fort Worth,Community Clinic,,,Fort Worth,Tarrant,3500 W 7th St,76107,32.7518724607608,-97.3686028897627,0,90,0,0,0,90,0,,,,05/20/2021      ,11:43:33        ,,-97.368603,32.751872
64,Amarillo UFirst Urgent Care,Community Clinic,,,Amarillo,Randall,201 Westgate Parkway,79121,35.1835668196202,-101.935336889361,0,0,0,0,75,75,0,,,,05/20/2021      ,14:47:42        ,,-101.935337,35.183567
65,LUBBOCK CARDIOLOGY CLINIC PA,Medical Practice,,,Lubbock,Lubbock,3819 24th St,79410,33.5720311,-101.900406,0,180,0,0,0,180,0,,,,05/20/2021      ,14:27:51        ,,-101.900406,33.572031
66,Rainbow Pediatric Clinic,Community Clinic,,,Weslaco,Hidalgo,902 S Airport Dr,78596,26.1512297949526,-97.9750257570583,0,180,0,180,0,180,180,,,,05/17/2021      ,09:41:56        ,,-97.975026,26.15123
67,Texas Oncology Pa Katy,Medical Practice,,1331 W Grand Pkwy N Ste 340,Katy,Harris,1331 W Grand Pkwy N Ste 340,77493,29.7901877633491,-95.7775641374831,0,100,0,10,0,100,10,(281) 392-2757,https://www.texasoncology.com/cancer-centers/katy/katy/medical-oncology,,05/20/2021      ,10:26:25        ,,-95.777564,29.790188
68,Crossover Healthcare,Other,,4500 Mercantile Plaza Blvd,Fort Worth,Tarrant,4500 Mercantile Plaza Blvd,76137,32.82094,-97.310676,0,90,0,0,1000,1090,0,,,,05/20/2021      ,10:12:08        ,,-97.310676,32.82094
69,Houston Eye Associates,Medical Practice,,2855 Gramercy St,Houston,Harris,"2855 Gramercy Street, Houston, TX, USA",77025,29.7040732,-95.4224467,0,30,0,0,0,30,0,,,,05/18/2021      ,15:55:18        ,,-95.422447,29.704073
70,Pinewood Medical Clinic,Community Clinic,,,Magnolia,Montgomery,6318 Fm 1488 Rd Ste 100,77354,30.22316,-95.5660907,0,134,0,0,0,134,0,,,,05/20/2021      ,10:10:48        ,,-95.566091,30.22316
71,GoldStar Pharmacy,Federal Allocation,,,College Station,Brazos,4421 State Highway 6 S,77845,30.56273,-96.25917,0,0,0,230,0,0,230,,,,05/20/2021      ,10:50:10        ,,-96.25917,30.56273
72,Community Care Hancock,Community Clinic,,1000 E 41st St,Austin,Travis,"1000 East 41st Street, Austin, TX, USA",78751,30.2985612,-97.7189696,0,0,0,0,175,175,0,512-978-9015,,,05/20/2021      ,10:00:06        ,,-97.71897,30.298561
73,Nadia Malik MD PA,Medical Practice,,,Grapevine,Tarrant,4100 Heritage Ave,76051,32.8926537,-97.1079726,0,190,0,0,0,190,0,,,,05/20/2021      ,10:09:57        ,,-97.107973,32.892654
74,Physicians Of Katy,Medical Practice,,462 S Mason Rd,Katy,Harris,462 S MASON RD STE 100 Katy 77450,77450,29.7777868866549,-95.7524359729365,0,30,0,0,0,30,0,,,,05/20/2021      ,09:58:26        ,,-95.752436,29.777787
75,Emergency Operations Center,Community Clinic,,West 10th,Del Rio,Val Verde,1051 West 10th,78840,29.3701092789369,-100.916992588528,4445,0,5273,70,787,5232,5343,,,,05/20/2021      ,12:37:55        ,,-100.916993,29.370109
76,Nacogdoches Health Partners Access Clinic,Medical Practice,,3205 N University Dr,Nacogdoches,Nacogdoches,"3205 North University Drive, Nacogdoches, TX, USA",75965,31.6330435,-94.6412414,0,90,0,0,0,90,0,,,,05/20/2021      ,07:53:14        ,,-94.641241,31.633044
77,Burleson Pharmacy,Pharmacy,,Sw Wilshire Blvd,Burleson,Johnson,344 Sw Wilshire Blvd Ste P,76028,32.5409876708749,-97.332674830806,0,0,0,0,35,35,0,,,,05/20/2021      ,11:38:47        ,,-97.332675,32.540988
78,Corpus Christi Medical Associates,Medical Practice,,6200 Saratoga Blvd Unit 5,Corpus Christi,Nueces,6200 Saratoga Blvd Unit 5,78414,27.6797486258466,-97.3720355026206,0,0,0,13,0,0,13,(361) 225-2255,,,05/20/2021      ,16:15:10        ,,-97.372036,27.679749
79,COSTCO PHARMACY 669,Federal Allocation,,2601 E. State Hwy 114,Southlake,Tarrant,2601 E STATE HIGHWAY 114 SOUTHLAKE 76092,76092,32.9417924784726,-97.1114111286175,0,126,0,126,15,141,126,,,,05/20/2021      ,19:13:06        ,,-97.111411,32.941792
80,"Cover-Tek, Inc.",Other,,Silicon,Southlake,Tarrant,551 Silicon Drive,76022,32.9328814,-97.1101568,1032,320,0,200,0,1352,200,(817) 329-6900,,,05/17/2021      ,15:00:34        ,,-97.110157,32.932881
81,Gibson Sales,Pharmacy,,,Waco,McLennan,5900 Bosque Blvd,76710,31.5304803,-97.1967654,0,30,0,100,0,30,100,,,,05/17/2021      ,09:55:00        ,,-97.196765,31.53048
82,Montrose Urgent Care LLC,Other,,5535 Memorial Drive,Houston,Harris,5535 MEMORIAL DR STE B Houston 77007,77007,29.7610821393282,-95.4171768421665,2627,0,1000,0,0,2627,1000,,,,05/20/2021      ,11:16:25        ,,-95.417177,29.761082
83,Kroger Pharmacy 243,Federal Allocation,,3300 Montrose Blvd Houston 77006,HOUSTON,Harris,3300 MONTROSE BLVD,77006,29.742849,-95.39193,0,0,0,0,200,200,0,,,,05/18/2021      ,00:00:00        ,,-95.39193,29.742849
84,Kroger Pharmacy 598,Federal Allocation,,Coit Rd,Plano,Collin,9700 Coit Rd,75025,33.1097246087327,-96.7664012605843,800,0,533,0,114,914,533,,,,05/18/2021      ,00:00:00        ,,-96.766401,33.109725
85,Kroger Pharmacy 03500460,Federal Allocation,,,,,,,,,17,0,9,0,0,17,9,,,,05/18/2021      ,00:00:00        ,,,
86,Kroger Pharmacy 03400320,Federal Allocation,,,,,,,,,188,0,57,0,0,188,57,,,,05/18/2021      ,00:00:00        ,,,
87,Kroger Pharmacy 03400364,Federal Allocation,,,,,,,,,167,3,103,2,0,170,105,,,,05/18/2021      ,00:00:00        ,,,
88,Kroger Pharmacy 03500536,Federal Allocation,,,,,,,,,314,0,220,0,0,314,220,,,,05/18/2021      ,00:00:00        ,,,
89,Kroger Pharmacy 03400743,Federal Allocation,,, Friendswood,Galveston,"151 N Friendswood Dr,",77546,29.535492,-95.205687,391,0,291,0,15,406,291,(281) 992-1710,,,05/18/2021      ,00:00:00        ,,-95.205687,29.535492
90,Kroger Pharmacy 03400346,Federal Allocation,,,Houston,Harris,1505 Wirt,77055,29.796599,-95.486502,562,0,148,0,40,602,148,,,,05/18/2021      ,00:00:00        ,,-95.486502,29.796599
91,Kroger Pharmacy 03400150,Federal Allocation,,,Baytown,Harris,6315 Garth Rd,77521,29.792518,-94.982766,146,0,68,0,9,155,68,(346) 216-4155,,,05/18/2021      ,00:00:00        ,,-94.982766,29.792518
92,Kroger Pharmacy 03400748,Federal Allocation,,,Houston,Harris,10010 Cypresswood Dr,77070,29.983321,-95.565847,181,0,94,0,5,186,94,(281) 807-1056,,,05/18/2021      ,00:00:00        ,,-95.565847,29.983321
93,Kroger Pharmacy 03500592,Federal Allocation,,,,,,,32.64826,-97.188563,91,0,64,0,1,92,64,,,,05/18/2021      ,00:00:00        ,,-97.188563,32.64826
94,Kroger Pharmacy 561,Federal Allocation,,,Frisco ,,12221 Custer Rd ,75035,33.1774756975184,-96.7355114740913,0,0,0,0,53,53,0,,,,05/18/2021      ,00:00:00        ,,-96.735511,33.177476
95,KROGER PHARMACY 009,Federal Allocation,,,FRESNO,,10250 STATE HIGHWAY 6,77545,29.529845996266,-95.5110288453694,973,0,538,0,258,1231,538,,,,05/18/2021      ,00:00:00        ,,-95.511029,29.529846
96,"Ricky A. Siewert, DO",Other,,3006 Garrett Dr,Perryton,Ochiltree,3006 Garrett Dr,79070,36.3700599,-100.8009338,0,50,0,50,0,50,50,,,,05/20/2021      ,10:04:32        ,,-100.800934,36.37006
97,Bowen Pharmacy,Other,,2417 W Pleasant Ridge Rd,Arlington,Tarrant,"2417 W Pleasant Ridge Rd, Arlington, TX 76015",76015,32.6784010772174,-97.1491786723779,96,190,0,0,65,351,0,+18179184900,http://www.bowenpharmacytx.com/,,05/17/2021      ,19:03:29        ,,-97.149179,32.678401
98,Pharm House Drug La Grange,Other,,110 E Travis St,La Grange,Fayette,"110 E Travis St #2615, La Grange, TX 78945",78945,29.9058691895857,-96.8759960299051,0,60,0,0,75,135,0,+19799685835,http://pharmhousedrug.com/la-grange-texas/,,05/20/2021      ,17:15:57        ,,-96.875996,29.905869
99,Imperical Care Internal Med,Other,,600 E Taylor,Sherman,Grayson,600 E Taylor,75090,33.6558617,-96.6104384,0,100,0,50,0,100,50,,,,05/20/2021      ,11:24:39        ,,-96.610438,33.655862
100,Round Rock Cancer Center,Other,,2410 Round Rock Avenue,Round Rock,Williamson,2410 Round Rock Avenue,78681,30.50998,-97.7164494,0,130,0,130,0,130,130,,,,05/20/2021      ,17:19:43        ,,-97.716449,30.50998
101,Affordacare Urgent Care Clinic Ridgemont,Other,,,Abilene,Taylor,4009 Ridgemont Dr,79606,32.4031269,-99.7647466,0,50,0,50,0,50,50,,,,05/20/2021      ,09:13:54        ,,-99.764747,32.403127
102,Stephenson Pharmacy,Other,,1000 S Fleishel Ave,Tyler,Smith,"1000 S Fleishel Ave, Tyler, TX 75701",75701,32.3384641288902,-95.2885789166325,0,0,0,0,185,185,0,+19035930236,http://www.stephensonpharmacy.com/,,05/20/2021      ,09:36:06        ,,-95.288579,32.338464
103,Joel Saldana,Medical Practice,,HIghway 181,Kenedy,Karnes,3349 S Highway 181,78119,28.8507318,-97.87827,0,50,0,70,5,55,70,,,,05/20/2021      ,08:51:12        ,,-97.87827,28.850732
