OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,CESenabled,x,y
11,Walgreens Pharmacy 03224,Pharmacy,,,,,"6901 SAN PEDRO AVE San Antonio, TX 78216",,29.5059290407028,-98.5006285879054,66,0,0,0,0,66,0,(210) 349-9809,https://www.walgreens.com/locator/walgreens-6901+san+pedro+ave-san+antonio-tx-78216/id=3224,,04/27/2021      ,21:00:34        ,,-98.500629,29.505929
12,Walgreens Pharmacy 07964,Pharmacy,,,,,"5204 N NAVARRO ST Victoria, TX 77904",,28.8435372447648,-96.9993728815118,6,60,12,100,90,156,112,(361) 576-5238,https://www.walgreens.com/locator/walgreens-5204+n+navarro+st-victoria-tx-77904/id=7964,,04/27/2021      ,19:50:55        ,,-96.999373,28.843537
13,Dorado Pharmacy,Federal Allocation,,Faudree road,Odessa,Texas,4060 Faudree Rd ste 101,79765,31.9156606,-102.2878132,0,88,0,282,0,88,282,,,,04/27/2021      ,19:08:59        ,,-102.287813,31.915661
14,Kroger Pharmacy 537,Pharmacy,,2061 Rufe Snow Dr,Keller,Tarrant,2061 Rufe Snow Dr,76248,32.8970886454438,-97.2384487638425,66,0,0,0,100,166,0,(817) 605-8728,http://www.kroger.com/stores/details/026/00537?cid=loc_02600537PP_gmb,,04/22/2021      ,08:05:00        ,,-97.238449,32.897089
15,Kroger Pharmacy 436,Pharmacy,,235 E Fm 1382,Cedar Hill,Dallas,235 E Fm 1382,75104,32.5977437256827,-96.9415061813503,0,0,288,0,0,0,288,(972) 291-0224,http://www.kroger.com/stores/details/035/00436?cid=loc_03500436PP_gmb,,04/22/2021      ,08:05:00        ,,-96.941506,32.597744
16,Summerwood Pharmacy,Federal Allocation,,13176 W Lake Houston Pkwy Ste1,Houston,Harris,13176 W Lake Houston Pkwy Ste1,77044,29.9240255689583,-95.188217618847,0,240,0,0,265,505,0,(281) 225-4300,https://summerwoodrx.com/,,04/27/2021      ,18:57:34        ,,-95.188218,29.924026
17,ARC Point Labs of Sugar Land,Other,,9920 US-90 ALT,Sugar Land,Fort Bend,"9920 Highway 90 Alternate, Sugar Land, TX, USA",77478,29.6251318,-95.6042901,0,60,0,0,0,60,0,346-279-0097,www.arcpointlabs.com/sugarland,,04/21/2021      ,14:39:34        ,,-95.60429,29.625132
18,Sams Club Pharmacy 8282,Federal Allocation,,2900 West Wheatland Road,Dallas,Dallas,2900 W Wheatland Rd Dallas 75237,75237,32.646573125534,-96.8659788304768,0,90,0,0,0,90,0,,,,04/26/2021      ,00:00:00        ,,-96.865979,32.646573
19,EDNA PHARMACY LLC,Other,,,Edna ,,604 N WELLS ST ,77957,28.9826995278405,-96.6487935177932,0,130,0,400,0,130,400,,ednapharmacy@gmail.com,,04/27/2021      ,18:34:45        ,,-96.648794,28.9827
20,Brookshires Pharmacy 30,Pharmacy,,2107 S Loop 256,Palestine,Anderson,2107 S Loop 256,75801,31.736814017285,-95.6112959681131,0,106,0,100,165,271,100,(903) 723-1092,https://www.brookshires.com/covid-19-information,,04/27/2021      ,18:09:02        ,,-95.611296,31.736814
21,Walgreens Pharmacy 07251,Pharmacy,,, Houston ,,11038 Westheimer Rd,77042,29.7376948162122,-95.5713272030007,0,120,0,0,70,190,0,,,,04/27/2021      ,18:06:26        ,,-95.571327,29.737695
22,Mi Doctor #12 Irving,Medical Practice,,,Irving,Dallas,506 S Nursery Rd Ste 101,75060,32.8094038,-96.9339086,0,100,0,0,0,100,0,,,,04/26/2021      ,16:57:28        ,,-96.933909,32.809404
23,Hlrgv Pllc,Other,,1100 W Sam Houston Blvd,Pharr,Hidalgo,1100 W Sam Houston Blvd,78577,26.1902,-98.19921,0,180,0,0,0,180,0,,,,04/27/2021      ,17:50:54        ,,-98.19921,26.1902
24,AHF Pharmacy 2409,Federal Allocation,,Stemmons,Dallas,Dallas,2600 N Stemmons Fwy Ste 141A,TX,32.8081234,-96.840795,0,90,0,0,100,190,0,,,,04/27/2021      ,17:43:07        ,,-96.840795,32.808123
25,El Paso Pulmonary Association West,Medical Practice,,4305 N Mesa St,El Paso,El Paso,4305 N Mesa St Ste A,79902,31.7973560010071,-106.511277419753,0,982,0,0,25,1007,0,(915) 532-2477,http://www.elpasopulmonary.com/,,04/27/2021      ,16:36:37        ,,-106.511277,31.797356
26,CASH SAVER PHARMACY #6,Federal Allocation,,655 LAVACA ST ,BEAUMONT ,,655 LAVACA ST BEAUMONT 77705,77705,30.0466559944656,-94.0875097111191,0,200,0,0,200,400,0,,,,04/27/2021      ,17:38:04        ,,-94.08751,30.046656
27,InHouse Physicians/LivingWell Clinic,Other,,4700 Marine Creek Pkwy,Fort Worth,USA,"4700 Marine Creek Pkwy, Fort Worth, TX 76179, USA",76179,32.829551,-97.3833973,0,100,0,0,0,100,0,,,,04/27/2021      ,16:54:45        ,,-97.383397,32.829551
28,Yolanda Marcos Md Pa Marcos Medical,Other,,,San Antonio,Bexar,510 Med Ct,78258,29.6240104,-98.493218,0,30,0,300,0,30,300,,,,04/27/2021      ,16:50:28        ,,-98.493218,29.62401
29,"Bluebonnet Hospice of East Texas, Inc",Other,,Maple Ave,Dallas,Dallas,6400 Maple Ave,75235,32.8277624443214,-96.8430239317566,0,90,0,90,0,90,90,,,,04/23/2021      ,12:27:16        ,,-96.843024,32.827762
30,"Dr. Mario Sanchez, DO",Other,V,106 N Main St,La Feria,Cameron,"106 N Main St, La Feria, TX 78559",78559,26.1582,-97.82401,0,100,0,0,0,100,0,956-797-2002,,,04/27/2021      ,16:47:29        ,,-97.82401,26.1582
31,Glenview Professional Pharmacy Richlan,Pharmacy,,7640 Glenview Dr Ste A,North Richland Hills,Tarrant,7640 Glenview Dr Ste A,76180,32.8237381916603,-97.2125928556605,0,400,0,0,390,790,0,(817) 284-1489,http://www.glenviewrx.com/,,04/27/2021      ,09:29:24        ,,-97.212593,32.823738
32,El Paso Health - American Renal Associates,Medical Practice,,,El Paso,El Paso,2400 N Oregon St Ste C,79902,31.7747313,-106.5044571,0,200,0,0,0,200,0,,,,04/27/2021      ,15:42:51        ,,-106.504457,31.774731
33,Texas Christian University Health Center,Other,E,2825 Stadium Dr,Fort Worth,Tarrant,2825 Stadium Dr,76109,32.7116169191268,-97.365442596278,1716,780,0,0,0,2496,0,(817) 257-7940,http://www.healthcenter.tcu.edu/,,04/22/2021      ,17:03:40        ,,-97.365443,32.711617
34,CONQUEST PLAZA PHARMACY,Pharmacy,,,Edinburg,Hidalgo,308 Conquest,78539,26.2565794,-98.1729115,0,160,0,0,0,160,0,,,,04/25/2021      ,00:31:47        ,,-98.172911,26.256579
35,HCA HOUSTON HEALTHCARE TOMBALL,Hospital,Q,605 Holderreith Blvd,Tomball,Harris,605 Holderreith Blvd,77375,30.0873949891363,-95.6207209991388,0,30,0,180,0,30,180,(281) 401-7500,https://hcahoustonhealthcare.com/locations/tomball?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/27/2021      ,08:55:31        ,,-95.620721,30.087395
36,Shadow Creek Medical Clinic,Medical Practice,,11021 Shadow Creek Pkwy,Pearland,Brazoria,11021 Shadow Creek Pkwy,77584,29.5830220121811,-95.3877950345109,0,0,0,0,190,190,0,(713) 340-1977,http://shadowcreekmedicalclinic.com/,,04/27/2021      ,08:02:42        ,,-95.387795,29.583022
37,Albertsons Pharmacy 4112,Pharmacy,,3603 Mccann Road,Longview,Gregg,3603 Mccann Road,75605,32.5431482412588,-94.7551059325948,144,300,0,0,695,1139,0,(903) 663-2056,http://www.albertsons.com/pd/stores/TX/Longview/Longview-McCann-and-Loop-281/DC5678335,,04/27/2021      ,19:12:04        ,,-94.755106,32.543148
38,Tyler County Hospital Family Medical C,Community Clinic,,104 N Beech St,Woodville,Tyler,104 N Beech St,75979,30.7752857547138,-94.4294754482943,0,100,0,0,0,100,0,(409) 283-2822,http://www.tchospital.us/services/tchfmc/,,04/21/2021      ,13:46:28        ,,-94.429475,30.775286
39,HOUSTON METHODIST HOSPITAL,Vaccine Hub,Q,6565 Fannin St,Houston,Harris,"6565 Fannin St, Houston, TX, 77030",77030,29.704584,-95.40466,0,0,0,0,0,0,0,281-626-5551,https://www.houstonmethodist.org/texas-vaccine-hub/,,04/27/2021      ,13:29:28        ,,-95.40466,29.704584
40,Premier Independent Physicians of McKinney,Medical Practice,,1820 N Lake Forest Dr,McKinney,Collin,"1820 North Lake Forest Drive, McKinney, TX, USA",75071,33.2158034,-96.6788902,0,100,0,0,0,100,0,,,,04/27/2021      ,16:23:17        ,,-96.67889,33.215803
41,Cox Dental Services,Other,,15th,Plano,Collin,3105 West 15th Street,75075,33.0197997,-96.7536649,2300,0,0,0,0,2300,0,,,,04/27/2021      ,16:20:37        ,,-96.753665,33.0198
42,Purple Hearts Primary Care Services Pllc,Other,,688 W Pioneer Pkwy,Grand Prairie,Dallas,"688 W Pioneer Pkwy ste 120, Grand Prairie, TX 75051",75051,32.709687479171,-97.0141519685342,794,100,798,0,0,894,798,817-969-4651,https://purpleheartspc.com/,,04/27/2021      ,20:39:51        ,,-97.014152,32.709687
43,Walgreens Pharmacy 04054,Pharmacy,,,Irving,,1050 W SHADY GROVE RD,75060,32.8035329952791,-96.9402096522182,0,0,0,0,100,100,0,(972) 254-0305,https://www.walgreens.com/locator/walgreens-1050+w+shady+grove+rd-irving-tx-75060/id=4054,,04/12/2021      ,14:09:35        ,,-96.94021,32.803533
44,Bell Health And Wellness Clinic,Community Clinic,,,Hurst,Tarrant,720 E Hurst Blvd,76053,32.8087276,-97.1616944,0,470,0,0,0,470,0,,,,04/27/2021      ,16:06:22        ,,-97.161694,32.808728
45,JASPER NEWTON CO CLINIC,Community Clinic,,139 W. Lamar,Jasper,Jasper,139 W. Lamar,75951,30.921822502707,-94.0011099884292,0,4248,0,4209,100,4348,4209,(409) 384-6829,,,04/23/2021      ,12:12:27        ,,-94.00111,30.921823
46,Northwest Texas Hospital Pharmacy,Hospital,,1501 S Coulter St,Amarillo,Potter,1501 S Coulter St,79106,35.1997580869122,-101.921855687127,320,0,0,0,0,320,0,(806) 354-1000,https://www.nwths.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,04/21/2021      ,12:55:51        ,,-101.921856,35.199758
47,W & W Medical Consulting,Other,,,Harlingen,,1821 S SESAME SQ STE 14 ,78550,26.1667746227936,-97.6794710445575,0,270,0,0,0,270,0,,,,04/27/2021      ,16:14:27        ,,-97.679471,26.166775
48,Kuraoka Clinic,Community Clinic,,,Carrollton,Denton,3012 E Hebron Pkwy Ste 104,75010,33.0253746838784,-96.8551722452452,0,145,0,0,0,145,0,,,,04/27/2021      ,15:46:34        ,,-96.855172,33.025375
49,ODESSA REGIONAL MEDICAL CENTER HOSPITAL,Hospital,J,520 E 6th St,Odessa,Ector,520 E 6th St,79761,31.8520192531179,-102.364927950485,0,1125,0,0,0,1125,0,432-640-2220,http://www.mchodessa.com/,,04/27/2021      ,09:41:22        ,,-102.364928,31.852019
50,MEDICAL CENTER OF SOUTHEAST TEXAS,Hospital,R,2555 Jimmy Johnson Blvd,Port Arthur,Jefferson,2555 Jimmy Johnson Blvd,77640,29.933825070008,-93.9886543964915,0,20,0,280,0,20,280,(409) 724-7389,https://www.medicalcentersetexas.org/,,04/27/2021      ,15:23:16        ,,-93.988654,29.933825
51,Samuel Gan Md,Medical Practice,,6918 Corporate Dr Ste A10,Houston,Harris,6918 Corporate Dr Ste A10,77036,29.7034391856793,-95.5516434987115,0,100,0,0,0,100,0,(713) 777-3150,http://www.memorialhermann.org/doctors/family-medicine-doctors/dr-samuel-gan-md-647087/,,04/27/2021      ,15:42:18        ,,-95.551643,29.703439
52,"Emergency Hospital Systems, LLC",Vaccine Hub,,,Cleveland,Liberty,300 E. Crockett Street,77327,30.3419162,-95.085492,4206,0,2604,0,0,4206,2604,281-592-5410     281-592-5400,www.emergencyhospitals.care,,04/27/2021      ,19:08:00        ,,-95.085492,30.341916
53,SEYMOUR HOSPITAL,Hospital,C,200 Stadium Dr,Seymour,Baylor,"200 Stadium Dr, Seymour, TX, 76380",76380,33.594956,-99.28506,0,0,0,0,200,200,0,(940) 889-5572,http://seymourhospital.com/,,04/23/2021      ,12:02:19        ,,-99.28506,33.594956
54,Allan R Kelly Md,Medical Practice,,929 College Ave,Fort Worth,Tarrant,929 COLLEGE AVE Fort Worth 76104,76104,32.734712979786,-97.334756901639,0,5,0,0,0,5,0,,,,04/27/2021      ,15:39:39        ,,-97.334757,32.734713
55,Communicare Health Centers - Nw,Federal Allocation,,Callaghan Rd,San Antonio,Bexar,8210 Callaghan Rd,78230,29.5137920049366,-98.5491628282725,0,0,0,0,50,50,0,(210) 233-7000,https://communicaresa.org/,,04/23/2021      ,17:13:17        ,,-98.549163,29.513792
56,FAMILY CARE MEDICAL CENTER CARROLTON,Other,,1205 N Josey Ln,Carrollton,Dallas,1205 North Josey Lane,75006,32.9564368,-96.8906653,0,100,0,0,0,100,0,,,,04/27/2021      ,16:37:28        ,,-96.890665,32.956437
57,Kroger Pharmacy 318,Pharmacy,,19250 West Lake Houston Pkwy,Humble,Harris,19250 West Lake Houston Pkwy,77346,30.0010900106286,-95.1608610410061,168,0,0,0,35,203,0,(281) 812-4499,http://www.kroger.com/stores/details/034/00318?cid=loc_03400318PP_gmb,,04/21/2021      ,08:05:00        ,,-95.160861,30.00109
58,Emergence Medicine - South Padre,Medical Practice,V,3401 Padre Blvd,South Padre Island,Cameron,3401 Padre Boulevard Suite A,78597,26.1092055,-97.1693035,0,190,0,70,0,190,70,(956) 616-5225,,,04/27/2021      ,15:26:48        ,,-97.169303,26.109206
59,TEXAS MEDICAL & GERIATRIC CENTER,Medical Practice,,2101 Crawford Street,Houston,Harris,2101 CRAWFORD ST STE 210 HOUSTON 77002,77002,29.7454495075215,-95.3663253458742,0,30,0,0,0,30,0,,,,04/26/2021      ,15:34:43        ,,-95.366325,29.74545
60,Legends Medical Clinic Pllc,Community Clinic,,3000 Joe Dimaggio Blvd Ste 65,Round Rock,Williamson,3000 JOE DIMAGGIO BLVD STE 6565 Round Rock 78665,78665,30.5252450032054,-97.6374897718314,0,282,0,0,0,282,0,,,,04/27/2021      ,15:25:50        ,,-97.63749,30.525245
61,Nehme Alkarra Md Pa,Other,,,Dickinson,Galveston,1455 Fm 646 Rd W,77539,,,0,190,0,0,0,190,0,,,,04/27/2021      ,15:28:02        ,,,
62,Albertsons Pharmacy 4272,Pharmacy,,850 E Loop 820,Fort Worth,Tarrant,850 E Loop 820,76112,32.7671049827557,-97.2134892163865,0,0,144,30,200,200,174,(817) 451-1637,,,04/27/2021      ,20:32:23        ,,-97.213489,32.767105
63,Phoenix Drugstore and Medical Supplies,Federal Allocation,,"17320 Red Oak Dr. Suite 106 Houston, TX. 77090",Houston,Texas,"17320 Red Oak Drive, Houston, TX 77090, USA",77090,30.0235079,-95.44696,198,299,0,0,25,522,0,,,,04/26/2021      ,20:29:50        ,,-95.44696,30.023508
64,Chambers County Health Department,Vaccine Hub,,102 Airport Rd,Anahuac,Chambers,102 Airport Rd,77514,29.7748702390934,-94.6621177693188,0,2045,0,3350,0,2045,3350,409-267-2460,https://www.co.chambers.tx.us/page/covidvaccine,,04/20/2021      ,13:56:28        ,,-94.662118,29.77487
65,Marshall Harrison County Health District,Local Health Department,,805 Lindsey Dr,Marshall,Harrison,805 Lindsey Dr,75670,32.5366800103973,-94.3698974672565,0,0,0,0,595,595,0,,,,04/27/2021      ,15:16:37        ,,-94.369897,32.53668
66,DAVIS FAMILY WELLNESS,Medical Practice,,,Conroe,Montgomery,702 North Thompson Street,77301,30.3150846,-95.4600771,0,599,0,0,0,599,0,,,,04/27/2021      ,17:49:10        ,,-95.460077,30.315085
67,Dept of Public Health - Brazoria County / Pearland,Community Clinic,,2436 S Grand Blvd,Pearland,Brazoria,2436 S Grand Blvd,77581,29.562538,-95.2842529,0,0,0,1000,0,0,1000,(281) 485-5344,http://brazoriacountytx.gov/departments/health-department/immunizations/pearland-clinic,,04/27/2021      ,14:50:50        ,,-95.284253,29.562538
68,Maverick County Hospital District,Community Clinic,,3406 Bob Rogers Dr Ste 290,Eagle Pass,Maverick,3406 Bob Rogers Dr Ste 290,78852,28.7143574992098,-100.456927828323,0,0,0,0,300,300,0,(830) 757-4900,http://www.mchdep.org/,,04/21/2021      ,10:24:25        ,,-100.456928,28.714357
69, Medical Clinic,Other,,,Mesquite,Dallas,6500 NORTHWEST DR STE 350,75150,32.8475130552536,-96.62982487831,1146,0,0,0,0,1146,0,(972) 373-4191,,,04/25/2021      ,21:10:15        ,,-96.629825,32.847513
70,C Daryl Curry Md,Medical Practice,,,Dallas,Dallas,1411 N Beckley Ave,75203,32.7608879,-96.825652,1170,170,0,0,0,1340,0,,,,04/27/2021      ,16:25:39        ,,-96.825652,32.760888
71,Magnolia Pharmacy,Pharmacy,,18230 Fm 1488 Rd Ste 100,Magnolia,Montgomery,18230 Fm 1488 Rd Ste 100,77354,30.2162282732753,-95.7481135776875,0,60,0,0,30,90,0,(281) 356-9089,https://www.mygnp.com/pharmacies/magnolia-pharmacy-magnolia-tx-77354/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4525448,,04/27/2021      ,06:44:35        ,,-95.748114,30.216228
72,OCEANS BEHAVIORAL - LONGVIEW,Hospital,G,615 Clinic Dr., Longview,Gregg,"615 Clinic Dr., Longview, TX, 75605",75605,32.5375902328737,-94.7345333156046,0,90,0,0,0,90,0,(903) 212-3105,https://oceanshealthcare.com/longview,,04/27/2021      ,14:56:47        ,,-94.734533,32.53759
73,The Center For Cancer And Blood Disord,Medical Practice,,800 W Magnolia Ave,Fort Worth,Tarrant,800 W Magnolia Ave,76104,32.730647475799,-97.3328370402254,0,2000,0,0,0,2000,0,(817) 759-7000,https://thecentertx.com/,,04/27/2021      ,17:30:52        ,,-97.332837,32.730647
74,Fulshear Family Medicine,Medical Practice,Q,7629 Tiki Dr,Fulshear,Fort Bend,7629 Tiki Dr,77441,29.692250039341,-95.8838642270824,0,49,0,0,0,49,0,281-346-0018,,,04/27/2021      ,15:18:04        ,,-95.883864,29.69225
75,Dl Stinson Llc,Other,,2120 E Business Highway 83,Mission,Hidalgo,2120 E Business Highway 83,78572,26.21074,-98.28905,0,180,0,0,0,180,0,,,,04/27/2021      ,14:49:48        ,,-98.28905,26.21074
76,The Immunization Clinic Stafford,Medical Practice,,3727 Greenbriar Dr Ste 403,Stafford,Fort Bend,3727 Greenbriar Dr Ste 403,77477,29.6325833172431,-95.565709134351,0,0,0,0,350,350,0,(281) 313-7468,http://titers.org/,,04/27/2021      ,17:09:35        ,,-95.565709,29.632583
77,Collin County Healthcare Services,Vaccine Hub,E,825 N. McDonald St.,McKinney,Collin,"825 N. McDonald St., Suite 145",75069,33.2055924489892,-96.6119218355515,0,0,0,0,0,0,0,214-491-4838,https://www.collincountytx.gov/healthcare_services/Pages/COVID19vaccines.aspx,,04/27/2021      ,08:25:49        ,,-96.611922,33.205592
78,Walgreens Pharmacy 11175,Pharmacy,,,,,"701 US HIGHWAY 259 N Kilgore, TX 75662",,32.3876068718482,-94.868369768839,108,0,0,0,0,108,0,(903) 983-2892,https://www.walgreens.com/locator/walgreens-701+us+highway+259+n-kilgore-tx-75662/id=11175,,04/27/2021      ,17:03:58        ,,-94.86837,32.387607
79,DFW Medical Clinic,Other,,,IRVING,,916 W 6th ST ,75060,32.8085910908098,-96.9584207177778,0,200,0,0,0,200,0,214-570-0006,,,04/27/2021      ,14:35:41        ,,-96.958421,32.808591
80,Psja Family Clinic,Community Clinic,,1536 S Cage Blvd Ste 5,Pharr,Hidalgo,1536 S Cage Blvd Ste 5 Pharr 78577,78577,26.1769117809866,-98.1875130747688,0,140,0,0,0,140,0,+19567818396,http://psjafamilyclinic.com/?utm_source=gmb&utm_medium=referral,,04/27/2021      ,16:56:36        ,,-98.187513,26.176912
81,Obur Heatlh PA,Other,,930 Old Lake Rd,Houston,,930 OLD LAKE RD Houston 77057,77057,29.75746,-95.49284,0,150,0,0,0,150,0,,,,04/24/2021      ,16:27:56        ,,-95.49284,29.75746
82,River Road Pharmacy-,Federal Allocation,,910 River Road Ste 103,Boerne,Kendall,910 RIVER RD STE 103 BOERNE 78006,78006,29.7895818259486,-98.7194372305285,0,180,0,0,200,380,0,,,,04/22/2021      ,18:02:59        ,,-98.719437,29.789582
83,Kidney Care Associates,Medical Practice,,600 E Taylor Street,Sherman,Grayson,600 E Taylor Street,75090,33.6566702898854,-96.6079926009327,0,0,0,0,260,260,0,(903) 893-7170,https://www.kcatexoma.com/,,04/23/2021      ,09:06:36        ,,-96.607993,33.65667
84,Littlefield Prescription Shop LLC,Federal Allocation,,,Littlefield ,,1506 S SUNSET AVE STE A,79339,33.9107903504559,-102.345230504331,0,0,0,0,75,75,0,,,,04/27/2021      ,17:11:23        ,,-102.345231,33.91079
85,"John Garcia, MD PA",Medical Practice,,East 11th Street,Odessa,Ector,2453 E. 11th St.,79761,31.8641666005665,-102.344272258852,0,200,0,0,0,200,0,4325820300,,,04/23/2021      ,14:01:57        ,,-102.344272,31.864167
86,Kessler Park Regional Dialysis Center,Other,,,Dallas,,1070 N WESTMORELAND RD,75211,32.7568518573663,-96.8730398732896,0,20,0,0,0,20,0,(499) 441-8872,,,04/21/2021      ,10:24:22        ,,-96.87304,32.756852
87,Monzer Yazji MD and associates,Medical Practice,,502 S Closner Blvd,Edinburg,Hidalgo,"502 S Closner Blvd, Edinburg, TX, USA",78539,26.2971436,-98.1627413,0,139,0,0,0,139,0,,,,04/20/2021      ,09:27:17        ,,-98.162741,26.297144
88,Abilene Internist And Assoc.,Other,,,Arlington,Tarrant,2608 Matlock Rd,76015,32.7015498,-97.1156422,0,50,0,0,0,50,0,,,,04/27/2021      ,14:11:04        ,,-97.115642,32.70155
89,Davam Urgent Care,Other,,6022 Farm to Market Rd 1488,Magnolia,Montgomery,"6022 Farm to Market Road 1488, Magnolia, TX 77354, USA",2542,30.2246853,-95.559718,0,90,0,0,0,90,0,,,,04/26/2021      ,10:41:51        ,,-95.559718,30.224685
90,Friedman Family Practice,Pharmacy,,,Frisco,Denton,11560 Teel Pkwy,75033,33.1749339721456,-96.8638391852057,0,392,0,0,0,392,0,,,,04/27/2021      ,14:07:04        ,,-96.863839,33.174934
91,"SREEVANI KUNCHAM, MD,PA",Medical Practice,,"131 DEGAN AVE, STE 202",LEWISVILLE,Texas,"131 DEGAN AVE, STE 202",75057,33.0474372,-97.0075238,0,0,0,0,50,50,0,(972) 436-7424,,,04/27/2021      ,22:00:35        ,,-97.007524,33.047437
92,HILL COUNTRY ALLERGY AND ASTHMA,Medical Practice,,,Austin ,,1927 Lohmans Crossing Rd Ste 200 ,78734,30.365391,-97.980746,0,0,0,0,125,125,0,(512) 610-3110,,,04/23/2021      ,09:08:37        ,,-97.980746,30.365391
93,ATX Primary Care,Other,,2301 North Loop Blvd,Austin,,2301 North Loop Blvd Austin 78756,78756,30.3253,-97.74275,0,0,0,0,15,15,0,(512) 452-2506,https://atxprimarycare.com/,,04/23/2021      ,14:42:48        ,,-97.74275,30.3253
94,Spring Branch Community Health Center Cy Fair,Community Clinic,,7777 Westgreen Blvd.,Cypress,,7777 Westgreen Blvd.,77433,29.8901819819388,-95.7434650171117,0,90,0,0,0,90,0,713-387-7180,,,04/23/2021      ,17:04:05        ,,-95.743465,29.890182
95,Chrysalis Group LLC,Federal Allocation,,1259 Fm 1463 Rd Ste 700,Katy,Fort Bend,1259 FM 1463 RD STE 700 Katy 77494,77494,29.769100706935,-95.8396630882013,0,90,0,0,100,190,0,,,,04/27/2021      ,14:47:37        ,,-95.839663,29.769101
96,Hope Clinic - Waxahachie,Community Clinic,,411 E Jefferson St ,Waxahachie,,411 E Jefferson St Bldg B,75165,32.3832472,-96.8443207,0,20,0,20,0,20,20,(972) 923-2440,PLINGUIST@CALL4HOPE.ORG,,04/22/2021      ,19:26:11        ,,-96.844321,32.383247
