NAME,UFID,TYPE,TSA,PHONE,EMAIL,STREET,CITY,COUNTY,LATITUDE,LONGITUDE,LAST_UPDATE,PFIZER_DEPOSITS,PFIZER_ADMIND,PFIZER_WASTED,PFIZER_AVAILABLE,PFIZER_ALLOCATED,MODERNA_DEPOSITS,MODERNA_ADMIND,MODERNA_WASTED,MODERNA_AVAILABLE,MODERNA_ALLOCATED,VACCINES_DEPOSITS,VACCINES_ADMIND,VACCINES_WASTED,VACCINES_AVAILABLE,VACCINES_ALLOCATED,RECEIVED_VACCINE,RECEIVED_VACCINE_AMOUNT,RECEIVED_VACCINE_DATE,VACCINE_POC_TITLE,VACCINE_CHECK,VACCINE_PROGRAM_START_DATE,VACCINE_PROGRAM_COMPLETE_DATE,VACCINE_STORAGE,VACCINE_PRIORITY,VACCINE_POC,VACCINE_POC_CELL,VACCINE_EMAIL,VACCINE_247_POC,VACCINE_ENTITY_SHARE,VACCINE_OTHER_ENTITY_SHARE,VACCINE_POC_OFFICE,VACCINE_POC_BACKUP,FIELD_1,FIELD_2,FIELD_3,FIELD_4,ObjectId
HENDRICK MEDICAL CENTER BROWNWOOD,11688,Hospital,D,325-649-3438,mdwoodard@hendrickhealth.org,1501 Burnet Rd, Brownwood,Brown,31.679855,-98.993279,1609912800000,0,0,0,0,,0,0,0,10,,0,0,0,10,,,1200,1608616800000,Director of Pharmacy/Pharmacist,Yes,1608789600000,1609308000000,"Freezer and Refrigerator
NOTE:  600 of our 1200 doses were not able to be used due to a temperature excursion","per the CDC and DSHS; Phase 1A Healthcare Workers, First Tier, then on to second Tier, ect

*************************NOTE*******************************
600 OF OUR DOSES WERE WASTED DUE TO TEMPERATURE EXCURSON ON 12-21-20; WE RECEIVED A 600 DOSE REPLACEMENT ON 12-23-20 AND BEGAN VACCINATING WITHIN 2 HOURS","Avis Lynn ""Lynnie"" Jalufka",361-524-0029,ajalufka@hendrickhealth.org,,,"EMS, Fire Department, Air Vac",325-649-3442,"Jennifer Jones, RN",,,,,11
Lees Pharmacy North,1502129025,Pharmacy,,9566305500,Roelrdzjr@gmail.com,10th,Mcallen,Hidalgo,26.249379,-98.2217409,1609912800000,0,0,0,0,,22,0,0,23,,22,0,0,23,,,0,,,Yes,,,,,,,Roelrdzjr@gmail.com,,,,Lees Pharmacy North,,,,,,12
HEART OF TEXAS HEALTH CARE SYSTEM,14550,Hospital,K,325-792-3946,csloss@bradyhospital.com,2008 Nine Rd, Brady,Mcculloch,31.116524,-99.346407,1609912800000,0,0,0,0,,400,0,0,200,,400,0,0,200,,,0,,,Yes,,,,,,,,,,,,,,,,,13
TEXAS ONCOLOGY WILLOWBROOK,25204112,Other,,8329964030,QUINCY.BING@USONCOLOGY.COM,DOTSON RD,HOUSTON,HARRIS,29.9674173,-95.5530743,1609912800000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,,,Yes,,,,,,,QUINCY.BING@USONCOLOGY.COM,,,,TEXAS ONCOLOGY WILLOWBROOK,,,,,,14
TARRANT CO PH IMM OUTREACH (Tarrant County Local Health Department),25079605,Other,,(682)704-8750,tmrangel@tarrantcounty.com,1101 S Main St,Fort Worth,Tarrant,32.7324823,-97.3251742,1609912800000,0,0,0,0,,2000,1049,0,4188,,2000,1049,0,4188,,,0,1608703200000,Deputy Director of Public Health,Yes,1608962400000,1610085600000,"Refrigerators 
","1. Healthcare providers, first responders, and last responders
2. Police, firefighters, public health, and educators who also meet the 1b requirement
3. People who generally meet the 1b requirement",Angie Hagie ,,amhagy@tarrantcounty.com,,,"Vaccines are administered to entities of prioritized groups, see below. ",817-321-5309,"Erin Beasley (817-321-5452), Lea Rowe (817-321-5320), Sabrina Vidaurri (817-321-5315)",,,,,15
LAVACA MEDICAL CENTER,6274,Hospital,S,361-798-3671; 1205,kkutac@lavacamedcen.com,1400 N Texana St, Hallettsville,Lavaca,29.460434,-96.93986,1609912800000,0,0,0,0,,200,170,0,200,,200,170,0,200,,,0,,,Yes,,,,,,,,,,,,,,,,,16
UTMB HEALTH LEAGUE CITY CAMPUS,162072,Hospital,R,409-539-0804,jahiggs@utmb.edu,2240 Gulf Freeway South, League City,Galveston,29.480794,-95.099211,1609912800000,165,445,646,0,,0,0,0,0,,165,445,646,0,,,0,,,Yes,,,,,,,,,,,,,,,,,17
UTMB CLEAR LAKE,178687,Hospital,Q,832 – 632- 7383,liostrov@umtb.edu,200 Blossom, Webster,Harris,29.544993,-95.125694,1609912800000,390,794,1385,0,,200,0,0,500,,590,794,1385,500,,,975,,,Yes,,,Freezers in hospital,CDC Guidelines,Lizeth Ostrovsky ,713-401-0691,liostrov@umtb.edu,,,"Yes, League City Campus",832-632-7383,,,,,,18
SHANNON MEDICAL CENTER,14557,Hospital,K,325-657-8344,kathypowell@shannonhealth.org,120 E Harris Ave, San Angelo,Tom Green,31.464474,-100.435134,1609912800000,0,5,0,0,,0,384,4,1820,,0,389,4,1820,,,975,1608012000000,,Yes,1608012000000,1608357600000,Ultra Freezer,"Front line workers, in house staff",Carlos Robledo,325-374-4446 ,carlosrobledo@shannonhealth.org,325-374-4446 ,,Assisted living facilities,325-655-8191,,,,,,19
TexomaCare Family Practice Denison,25134797,Doctors Office,,903-416-6480,stephanie.rambo-seals@thcs.org,Suite 300,Denison,Grayson,33.7112520705174,-96.5868361833695,1609912800000,0,0,0,0,,500,500,0,0,,500,500,0,0,,,0,,Practice Administrator,Yes,,,refrigerators/freezer,"Initially we are focusing on 75 and older, front line workers and patients with multiple co-morbities",Stephanie Rambo-Seals,423-349-4611,Angie.Favors@thcs.org,,,No,903-416-6480,Angie Favors,,,,,20
METHODIST HOSPITAL,45038818316412,Hospital,P,210-274-1417,samantha.reyes2@mhshealth.com,7700 Floyd Curl Dr, San Antonio,Bexar,29.50606,-98.572099,1609912800000,975,2057,1977,0,,3800,0,0,0,,4775,2057,1977,0,,,2925,1608271200000,Pharmacy Director,Yes,1608357600000,1609221600000,Ultra cold freezer,Group 1A Health care employees,Edward Vonberg,(210) 378-9752,edward.vonberg@healthtrustpg.com,N/A,,NO,(210) 575-6921,N/A,,,,,21
CHRISTUS GOOD SHEPHERD - LONGVIEW,12587,Hospital,G,903-372-9533 (cell),jamie.jack@christushealth.org,700 E Marshall Ave, Longview,Gregg,32.501452,-94.73146,1609912800000,0,150,0,0,,0,107,0,500,,0,257,0,500,,,975,1608357600000,,Yes,1608357600000,1608703200000,Dry ice in Pfizer containers within their ultra cold fridge,CDC Guidelines,Jamie Jack,903-372-9533,jamie.jack@christushealth.org,903-315-4000,,Yes,(903) 315-3470,Shelly Johnson,,,,,22
NORTHWEST TEXAS HEALTHCARE SYSTEM,12741,Hospital,A,806 354 1747,Lori.henke@nwths.com,1501 S Coulter St, Amarillo,Potter,35.199601,-101.919682,1609912800000,0,186,2801,1258,,0,0,0,0,,0,186,2801,1258,,,1950,1608012000000,Director of Pharmacy,Yes,1608012000000,1608530400000,Freezers on hand,Tier 1 per CDC guidance,Lori Henke,806-683-4369,lori.henke@nwths.com,806-354-1177,,Used system to allocated 350 to Texas Tech on Tuesday,806-354-1747,Kyle Hawley,,,,,23
PALACIOS COMMUNITY MEDICAL CENTER,8669,Hospital,Q,979-323-4224,lkelley@ecmh.org,311 Green Ave, Palacios,Matagorda,28.717458,-96.213565,1609912800000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,,,Yes,,,,,,,,,,,,,,,,,24
DOCTORS HOSPITAL OF LAREDO,92706,Hospital,T,956 206 9174,--,10700 McPherson, Laredo,Webb,27.606603,-99.478263,1609912800000,0,0,0,0,,0,220,0,330,,0,220,0,330,,,0,,PharmacyDirector,Yes,,,hospital freezer/fridge,yes,Tyson Chapman,940-612-8740,,,,,940-612-8740,,,,,,25
"ST. JOSEPH REGIONAL HEALTH CENTER, BRYAN",11712,Hospital,N,979-575-9507,kchristian@st-joseph.org,2801 Franciscan Dr, Bryan,Brazos,30.655981,-96.346721,1609912800000,0,0,0,0,,200,676,1,1690,,200,676,1,1690,,,0,,,Yes,,,,,,,,,,,,,,,,,26
Lakewood Emergency Room,31131,Other,E,217-217-0911,melinda.mayfield@prestonhollower.com,6101 E. Mockingbird Lane,Dallas,Dallas,32.8366112023763,-96.7611158065317,1609912800000,0,0,0,0,,100,6,4,90,,100,6,4,90,,,0,,,Yes,,,,,,,,,,,,,,,,,27
STERLING COUNTY NURSING HOME,4889,Nursing Home,K,(325) 378-2134,administrator@sterlingcountynh.com,309 FIFTH ST,STERLING CITY,Sterling,31.8372,-100.9815,1609740000000,0,18,0,0,,0,0,0,0,,0,18,0,0,,,0,,,Yes,,,,,,,,,,,,,,,,,28
TX HEALTH RESOURCES- FLOWER MOUND,24835,Hospital,E,469-322-7112,Christy.hardcastle@phfmtexas.com,4400 Long Prairie Road, Flower Mound,Denton,33.046263,-97.068844,1609912800000,0,75,0,0,,0,0,0,0,,0,75,0,0,,,0,,,Yes,,,,,,,,,,,,,,,,,29
SAN LUCAS FAMILY HEALTH CLINIC,25213380,Doctors Office,,9566860027,sanlucas97@yahoo.com,1720 PECAN BLVD,McAllen,hidalgo,26.2189978110693,-98.2357400088737,1609912800000,0,0,0,0,,0,0,0,81,,0,0,0,81,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,30
POST ACUTE REHABILITATION HOSPITAL,172811,Hospital,U,361-443-2255,kgibbs@postacutecorpuschristi.com,345 S. Water St. , Corpus Christi,Nueces,27.78944,-97.395319,1609826400000,0,0,0,0,,0,0,0,100,,0,0,0,100,,,0,,,Yes,,,,,,,,,,,,,,,,,31
HARRIS COUNTY PUBLIC HEALTH  -   DSRIP,30030062,Other,,409-789-0633,herbert.frankovich@phs.hctx.net,2223 W Loop S,Houston,Harris,29.744195700504,-95.4569182430658,1609912800000,0,0,0,0,,0,0,0,6760,,0,0,0,6760,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,32
ST. DAVID'S MC,2805,Hospital,O,512-656-1223,jenny.burnett@stdavids.com,919 E 32nd St, Austin,Travis,30.290819,-97.726628,1609912800000,3185,1529,1170,975,,4700,450,0,2430,,7885,1979,1170,3405,,,0,1608271200000,Director of Pharmacy,Yes,1608444000000,1609308000000,Ultra low freezer in satellite pharmacy,Tiered based on risk,Jennifer Lockmiller,512-659-6144,jennifer.lockmiller@healthtrustpg.com,,,No,512-544-5250,Rabia Jamali,,,,,33
Denton County Public Health - Lewisville,25002033,Other,,9403492569,veronica.james@dentoncounty.gov,190 N Valley Pkwy,Lewisville,Denton,33.0445556,-97.0211572,1609912800000,0,0,0,0,,100,100,0,0,,100,100,0,0,,,0,,,Yes,,,,,,,,,,,,,,,,,34
TTUHSC Family  Medicine,25116419,Doctors Office,,806-414-9555,paula.winkleblack@ttuhsc.edu,South Coulter St,Amarillo,Potter,35.2004957,-101.9218931,1609912800000,0,0,0,0,,400,85,0,320,,400,85,0,320,,,0,,,Yes,,,,,,,,,,,,,,,,,35
Pharmerica,30035140,Pharmacy,,915-545-1955,amber.brightly@pharmerica.com,N. Mesa St. ,El Paso,Tx,31.7935739,-106.5102389,1609912800000,2925,175,5067,0,,500,20,0,0,,3425,195,5067,0,,,0,,,Yes,,,,,,,,,,,,,,,,,36
East Texas Family Healthcare,1502094070,Doctors Office,,4093849200,familyhc2003@yahoo.com,,Jasper,Jasper,30.909034,-94.0062434,1609912800000,0,0,0,0,,0,20,0,100,,0,20,0,100,,,0,,,Yes,,,,,,,,,,,,,,,,,37
REEVES COUNTY HOSPITAL,12900,Hospital,J,432-447-3551,flease@trhta.net,2323 Texas St, Pecos,Reeves,31.40233,-103.512645,1609912800000,0,0,4,0,,410,200,0,250,,410,200,4,250,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,38
BEN TAUB GENERAL,4831,Hospital,Q,713-873-2628,William.David@harrishealth.org,1504 Taub Loop, Houston,Harris,29.711109,-95.393751,1609912800000,975,186,5865,315,,0,454,7,861,,975,640,5872,1176,,,1950,1608357600000,,Yes,1608444000000,1608876000000,Ultra Cold freezer.,Not reported,Glorimar Medina,832-878-6503,donna.mckee@harrishealth.org,,None,UT-McGovern School of Medicine,,,,,,,39
CHRISTUS SANTA ROSA HEALTHCARE-MED CTR,45023725,Hospital,P,210-705-6048,Kenneth.grachanen@christushealth.org,2827 Babcock Rd, San Antonio,Bexar,29.512888,-98.591551,1609912800000,0,2235,2700,850,,0,0,0,700,,0,2235,2700,1550,,,2550,-2208621600000,Pharmacy Manager,Yes,-2208621600000,-2208621600000,Dry ice in Pfizer containers within their ultra cold fridge,CDC Guidelines,Johnathan Brown,321.302.2036,jonathan.brown@christushealth.org,,,"Yes, the facilities under their Christus breakdown",903-315-4000,Shelly Johnson,,,,,40
HOUSTON METHODIST HOSPITAL - TMC,4873,Hospital,Q,713-441-8181 ,operationsadministrators@HoustonMethodist.org,6565 Fannin St, Houston,Harris,29.709908,-95.399723,1609912800000,0,1158,17125,7080,,0,3551,0,2015,,0,4709,17125,9095,,,1500,1608184800000,Pharmacy Director,Yes,1608184800000,1609567200000,Ultra cold freezer,Group 1A Health care employees,Stephen Ma,(281) 757-3410,sma@houstonmethodist.org,(281) 904-7190,,No,(346) 356-1756,Daniel Metzen,,,,,41
BAPTIST HOSPITAL OF SE TEXAS - BEAUMONT,10574,Hospital,R,409-273-2469 (cell),reginald.wasson@bhset.net,3080 College St, Beaumont,Jefferson,30.068467,-94.118981,1609912800000,0,231,8295,1185,,100,0,0,100,,100,231,8295,1285,,,975,1608444000000,Pharmacy Director,Yes,1608530400000,1609567200000,Ultra cold freezer,Group 1A Health care employees,Aily Powell,(409) 540-9619,aily.powell@bhset.net,(409) 679-1903,,No,(409) 212-7282,Chi Amushie,,,,,42
BAYLOR SCOTT WHITE MC - ALL SAINTS (FORT WORTH),4426,Hospital,E,817-922-2869,Heather.Hill@BAYLOR SCOTT WHITEHealth.org,1400 Eighth Avenue, Fort Worth,Tarrant,32.731091,-97.346179,1609912800000,0,0,0,0,,0,220,0,490,,0,220,0,490,,,0,-2208621600000,,Yes,-2208621600000,-2208621600000,,,Luisa Corley,,luisa.corley@bswhealth.org,,,,817.927.6193,,,,,,43
THROCKMORTON CO. MEMORIAL HOSPITAL,11702,Hospital,D,940-849-2151,,,,Throckmorton,33.18993,-99.17656,1609912800000,0,0,0,0,,100,20,0,70,,100,20,0,70,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,44
MCCAMEY COUNTY HOSPITAL DISTRICT,12905,Hospital,J,432-6936072,agriswold@mchdtx.net,2500 S Hwy 305, McCAMEY,Upton,31.114202,-102.211068,1609912800000,0,0,0,0,,0,100,0,0,,0,100,0,0,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,45
COVENANT HOSPITAL - PLAINVIEW,12289,Hospital,B,806-296-5531,lhackett@covplv.org,2601 Dimmitt Rd, Plainview,Hale,34.206576,-101.732656,1609912800000,0,0,0,0,,0,109,0,691,,0,109,0,691,,,1000,1608789600000,PIC,Yes,1609221600000,-2208880800000,freezer in pharmacy,,Marcelino Godino,806-729-4795,godinom1@providence.org,,,,806-291-3304,Raye Nell Hanna,,,,,46
LYNN COUNTY HOSPITAL DISTRICT- TAHOKA,12296,Hospital,B,806-998-4533,jbaker@lchdhealthcare.org,2600 Lockwood, Tahoka,Lynn,33.16676,-101.793767,1609912800000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208621600000,,,-2208621600000,-2208621600000,,,,,,,,,,,,,,,47
MEDICAL ARTS HOSPITAL - LAMESA,12297,Hospital,B,806-872-5727,xperez@medicalartshospital.org,2200 North Bryan, Lamesa,Dawson,32.746596,-101.965368,1609912800000,0,0,0,0,,200,30,0,170,,200,30,0,170,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,48
LONGVIEW REGIONAL MEDICAL CENTER,12592,Hospital,G,903-918-9922,bradley.osburg@longviewregioinal.com,2901 N 4th St, Longview,Gregg,32.532053,-94.728824,1609912800000,975,1071,0,0,,1200,0,0,600,,2175,1071,0,600,,,975,1608271200000,,Yes,1608530400000,1609308000000,Ultra cold,All staff members,Bradley Osburg,903-452-1366,bradley.osburg@longviewregional.com,,no,yes multiple local affiliates,,,,,,,49
MEDICAL CENTER HOSPITAL,12891,Hospital,J,432-640-1138,transfercenter@echd.org,500 W 4th St, Odessa,Ector,31.845315,-102.373158,1609912800000,0,0,0,0,,0,804,0,0,,0,804,0,0,,,400,1608789600000,Emergency Management Coordinator,Yes,1609221600000,1610776800000,refrigerators and freezers,yes,Amanda Everett,432-212-0788,aeverett1@echd.org,432-640-4000,,"rural hospitals, 911 responders, Medical Examiners, school nurses, correctional facility nurses, ",432-212-0788,Brenda Dalrymple,,,,,50
M. D. ANDERSON,5644,Hospital,Q,713.563.7798,ahayes@mdanderson.org,1515 Holcombe Blvd, Houston,Harris,29.706299,-95.396707,1609826400000,4680,1413,13080,1380,,5800,650,0,1810,,10480,2063,13080,3190,,,195,1608789600000,,Yes,1609135200000,1609308000000,ultra cold freezer,Direct Contact staff,Ryan Roux,832-971-9515,rroux@mdanderson.org,713-745-7194,,No,713-792-2870,Tom Prudhomme,,,,,51
ACCEL AT WILLOW BEND,105697,Nursing Home,E,(214) 501-4672,admin@accelwb.com,2620 COMMUNICATIONS PKWY,PLANO,Collin,33.0362,-96.8319,1609826400000,51,51,0,0,,0,0,0,0,,51,51,0,0,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,52
ST. DAVID'S CHILDRENS HOSPITAL,168920,Hospital,O,512-901-1414,rusty.pendley@stdavids.com,12221 N MoPAC Expwy, Austin,Travis,30.41132,-97.706098,1609912800000,0,138,15,0,,1600,530,6,1184,,1600,668,21,1184,,,975,1608271200000,Director of Pharmacy,Yes,1608530400000,1609394400000,Ultra-low freezer,"Direct contact staff, than remainder staff.",Rusty Pendley,512-695-1351,rusty.pendley@stdavids.com,,,No,512-901-1414,,,,,,53
MEMORIAL HOUSTON SURGERY CENTER,172193,Hospital,Q,346-352-1820,michelle.rivas@scasurgery.com,9230 Katy Freeway,Katy,Harris,29.78547,-95.519526,1609740000000,1950,120,5063,1180,,0,0,0,0,,1950,120,5063,1180,,,0,-2208535200000,,,-2208535200000,-2208535200000,,,,,,,,,,,,,,,54
SELECT SPECIALTY HOSP- DALLAS (DOWNTOWN),162527,Hospital,E,469-801-4700,mmcalister@selectmedical.com,3500 GASTON AVENUE 3RD AND 4TH FLOORS, Dallas,Dallas,32.796205,-96.769475,1609912800000,0,0,0,0,,0,10,0,120,,0,10,0,120,,,0,1609221600000,,Yes,1609394400000,-2208880800000,Refrigerators,Per established guidelines through select medical,Tatiana Gardener,510-634-6202,taagardner@selectmedical.com,469-892-1223,,No.,432-892-1229,Flora Nguyen,,,,,55
BAYLOR SCOTT & WHITE MC - BUDA,183494,Hospital,O,--,--,5330 White Wing Trail, Buda,Hays,30.076846,-97.818836,1609912800000,0,0,0,0,,0,0,0,50,,0,0,0,50,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,56
POST ACUTE MEDICAL HOSP CC NORTH,144931,Hospital,U,--,hbernal@postacutecorpuschristi.com,600 Elizabeth Dr, Corpus Christi,Nueces,27.778251,-97.394844,1609912800000,0,0,0,0,,100,60,0,40,,100,60,0,40,,,0,-2208621600000,,,-2208621600000,-2208621600000,,,,,,,,,,,,,,,57
BAYLOR SW MEDICAL CENTER-TEMPLE,16292,Hospital,L,214-865-4392,marisa.valdes@bswhealth.org,2401 S 31st St, Temple,Bell,31.077898,-97.363589,1609912800000,0,464,2530,1060,,0,0,0,0,,0,464,2530,1060,,,975,1608703200000,Pharmacy Director,Yes,1608098400000,1609999200000,Ultra cold freezer,1a group as directed by the state.,Sarah Westbrook,254-624-5959,sarah.westbrook@bswhealth.org,254-724-2098 c:254-760-4055,,Not at this time.,254-724-0130,Director David Jones,,,,,58
SOLARA HOSPITAL BROWNSVILLE,18131,Hospital,V,956-574-5748,ncaldwell@chghospitals.com,333 Lorenaly Dr, Brownsville,Cameron,25.972131,-97.512543,1609740000000,0,0,0,0,,0,0,0,100,,0,0,0,100,,,0,1609308000000,Director of Pharmacy,Yes,1609912800000,1610431200000,Standard Freezer,Group 1A Health care employees,Melinda Arzamendi,(956) 574-5718,marzamendi@chghospitals.com,(956) 546-0808,,No,(956) 574-5715,Noe Hernandez,,,,,59
LBJ GENERAL,4835,Hospital,Q,713-566-5055,future.johns@harrishealth.org,5656 Kelley St, Houston,Harris,29.811976,-95.311589,1609912800000,0,40,2725,25,,0,220,0,980,,0,260,2725,1005,,,0,-2208535200000,Director of Nursing Occupational Health Services,Yes,-2208535200000,-2208535200000,,,Donna McKee,,donna.mckee@aol.com,,,,,,,,,,60
TEXAS HEALTH RESOURCES - HUGULEY (HUGULEY MEMORIAL MEDICAL),4432,Hospital,E,817-551-2466,sterling.warren@ahss.org,11801 South Freeway, Burleson,Tarrant,32.58651,-97.31905,1609912800000,0,25,0,0,,30,80,0,390,,30,105,0,390,,,0,-2208621600000,Director of Pharmacy,Yes,-2208621600000,-2208621600000,"Ultra-Cold capable of around 140,000 doses",We have a compiled list of 1a and 1b frontline healthcare providers.  We also have categorized all 4400 employees who are eligible for the vaccine.,"James Hall, PharmD",323-839-4018,james.hall@adventhealth.com,817-293-6071,No,No,,"Mary Lewis, PharmD",,,,,61
Texas Health Resources Infusion Pharmacy ,4422,Hospital,E,,RandellBall@texashealth.org,1100 Bridgewood Drive, Fort Worth,Tarrant,32.73736,-97.33914,1609912800000,6825,3371,23869,1791,,3200,33,0,3165,,10025,3404,23869,4956,,,0,-2208880800000,,,-2208880800000,-2208880800000,,,,,,,,,,,,,,,62
JPS,4423,Hospital,E,817-702-7829,EmergencyManagement@jpshealth.org,1575 S Main St, Fort Worth,Tarrant,32.727343,-97.326396,1609740000000,0,0,458,458,,0,49,1,458,,0,49,459,916,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,63
