NAME,UFID,TYPE,TSA,PHONE,EMAIL,STREET,CITY,COUNTY,LATITUDE,LONGITUDE,LAST_UPDATE,PFIZER_DEPOSITS,PFIZER_ADMIND,PFIZER_WASTED,PFIZER_AVAILABLE,PFIZER_ALLOCATED,MODERNA_DEPOSITS,MODERNA_ADMIND,MODERNA_WASTED,MODERNA_AVAILABLE,MODERNA_ALLOCATED,VACCINES_DEPOSITS,VACCINES_ADMIND,VACCINES_WASTED,VACCINES_AVAILABLE,VACCINES_ALLOCATED,RECEIVED_VACCINE,RECEIVED_VACCINE_AMOUNT,RECEIVED_VACCINE_DATE,VACCINE_POC_TITLE,VACCINE_CHECK,VACCINE_PROGRAM_START_DATE,VACCINE_PROGRAM_COMPLETE_DATE,VACCINE_STORAGE,VACCINE_PRIORITY,VACCINE_POC,VACCINE_POC_CELL,VACCINE_EMAIL,VACCINE_247_POC,VACCINE_ENTITY_SHARE,VACCINE_OTHER_ENTITY_SHARE,VACCINE_POC_OFFICE,VACCINE_POC_BACKUP,FIELD_1,FIELD_2,FIELD_3,FIELD_4,ObjectId
El Paso Drive Iz Clinic El Paso Dph,25181850,Doctors Office,,,,5115 El Paso Dr,El Paso,El Paso,31.768758,-106.43047,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,11
Eduardo Guzman Md,25110016,Doctors Office,,956-519-9100,g110856penitas@yahoo.com,2308 Hwy 83 Ste F,Penitas,Hidalgo,26.24901,-98.45014,1609999200000,0,0,0,0,,100,20,0,80,,100,20,0,80,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,g110856penitas@yahoo.com,,,,Eduardo Guzman Md,,,,,,12
Ector County Health Department,25004298,Other,,,,221 N Texas,Odessa,Ector,31.854455,-102.35906,1609999200000,0,0,0,0,,0,0,0,200,,0,0,0,200,,,0,1609826400000,Director,Yes,1609999200000,1610172000000,Refrigerators,Based on the CDC Phase 1 recommendations.,Brandy Garcia,4325569482,imperial.lopez@ectorcountytx.gov,,,,4324984141,7203243146,,,,,13
East Texas Community Health Services,25026253,Other,,,,1309 S University Dr,Nacogdoches,Nacogdoches,31.649582,-94.638278,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,14
East Belt Family Medicine,25106946,Doctors Office,,281-457-6535,susana.g@eastbeltmd.com,5402 E Sam Houston Pkwy N,Houston,Harris,29.778526,-95.18118,1609999200000,0,0,0,0,,100,22,0,80,,100,22,0,80,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,susana.g@eastbeltmd.com,,,,East Belt Family Medicine PA,,,,,,15
Dshs Vernon,25073347,Other,,,,1531 Cumberland St,Vernon,Wilbarger,34.142094,-99.29649,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,16
Dshs Raymondville,25001723,Other,,,,601 W Sesame Drive,Harlingen,Cameron,26.206602,-97.68776,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,17
Dshs Phr 45n Hq Tyler Re,25001489,Other,,903-533-5250,jenny.chellette@dshs.texas.gov,2521 West Front Street,Tyler,Smith,32.360498,-95.3071,1609912800000,0,0,0,0,,100,108,0,0,,100,108,0,0,,,0,1609912800000,Provider Relations Specialist,Yes,1609912800000,1609999200000,Freezer/Refrigerator in Regional Office location,Tier 1A through Tier 1B,Jennifer Chellette,903-574-3802,jenny.chellette@dshs.texas.gov,,,No,DSHS PHR 4/5N HQ - Tyler (RE),Amanda Rich,,,,,18
Dshs Mineral Wells,25001709,Other,,,,4113 Highway 180 E,Mineral Wells,Palo Pinto,32.810275,-98.10707,1609999200000,0,0,0,0,,100,22,0,78,,100,22,0,78,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,19
Dshs Ballinger,25001691,Other,,,,2017 Hutchins Avenue,Ballinger,Runnels,31.754011,-99.93695,1609999200000,0,0,0,0,,0,22,0,80,,0,22,0,80,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,20
Dshs Archer City,25001655,Other,,,,511 S Cedar,Archer City,Archer,33.574426,-98.63462,1609999200000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,21
Dshs Anson,25001648,Other,,,,2062 Us Hwy 277 North,Anson,Jones,32.754555,-99.89507,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,22
Dripping Springs Pharmacy,25194302,Pharmacy,,512-858-7935,lynh@cpdwellness.com,100 Commons Rd Suite 1,Dripping Springs,Hays,30.24108,-98.10753,1609912800000,0,0,0,0,,100,82,0,20,,100,82,0,20,,,0,1609912800000,Pharmacist,Yes,1609912800000,1610085600000,Refrigerator and freezer,"Healthcare providers first, then Phase 1B on our waitlist",Lynh Warnken,5126594568,lynh@cpdwellness.com,,,Yes,5128587935,Angela Solis,,,,,23
Donald Freitag Md,25010750,Nursing Home,,,,2600 Lockwood St Ste A,Tahoka,Lynn,33.199867,-101.81949,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,24
Dismukesrx Llc,1502154669,Other,,,,511 East Davis Street,Luling,Caldwell,29.694257,-97.6533,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,25
Dimmit Regional Hospital Dba Luevano He,1502123005,Hospital,,,,504 Hospital Drive,Carrizo Springs,Dimmit,28.524292,-99.83827,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,26
Diana Lozano Md Pa,25202872,Hospital,,,,5505 S Expressway 77,Harlingen,Cameron,26.206602,-97.68776,1609999200000,0,0,0,0,,100,66,0,40,,100,66,0,40,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,27
Crescent Medical Center Lancaster,92973,Hospital,E,469-297-5417,donnarunnels@cmclancaster.com,2600 W Pleasant Run Rd,Lancaster,Dallas,32.590063,-96.75892,1609999200000,0,0,0,0,,400,105,0,130,,400,105,0,130,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,28
Corpus Christi Outpatient Surgery,25205771,Surgical Center,,,,3636 S Alameda St Ste A,Corpus Christi,Nueces,27.733058,-97.38542,1609999200000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,29
Conroe Willis Family Medicine,30003720,Hospital,,,,4015 Interstate 45 N Ste 220,Conroe,Montgomery,30.33146,-95.50703,1609999200000,0,0,0,0,,0,0,0,30,,0,0,0,30,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,30
Compassion Care Clinic,25184971,Nursing Home,,,,1050 N Westmoreland Rd Ste 432,Dallas,Dallas,32.736931,-96.88253,1609999200000,0,0,0,0,,100,10,0,90,,100,10,0,90,,,0,-2208967200000,,,-2208967200000,-2208967200000,,,,,,,,,,,,,,,31
Communitycare East Austin,25004433,Hospital,,,,211 Comal St,Austin,Travis,30.265158,-97.71879,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,32
Community Pharmacy,1502047006,Pharmacy,,9404877455,steven@communitypharmacy.com,3001 Fm 2181,Denton,Denton,33.143186,-97.088337,1609999200000,0,0,0,0,,100,33,0,70,,100,33,0,70,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,steven@communitypharmacy.com,,,,Community Pharmacy,,,,,,33
Coh Northside Health Center,25189390,Hospital,,,,8504 Schuller,Houston,Harris,29.862024,-95.33967,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,34
Cogdell Rural Health Clinic,12301,Hospital,B,806-652-3373,"billieh@mangoldmemorial.org,rodneykhunt@sbcglobal.net",320 N Main St,Lockney,Floyd,34.192619,-101.38934,1609999200000,0,0,0,0,,0,0,0,100,,0,0,0,100,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,35
Cogdell Clinic Briscoe County,25172042,Hospital,,,,701 Commerce St,Silverton,Briscoe,34.444761,-101.32582,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,36
Clinicas Mi Doctor Dallas 2,25104664,Other,,,,3247 Dawes Dr,Dallas,Dallas,32.736931,-96.88253,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,1609912800000,Lead MA,Yes,1609912800000,1610517600000,fridges,based on the phase plan from the state,Vanesa Olvera,T. 214-330-7767,bmendoza@clinicasmidoctor.com,,,"first responders, 65+, chronic conditions",T. 214-330-7767,Brisia Mendoza,,,,,37
Clinica Sagrado Corazon,25260592,Doctors Office,,9565802145,SAGRADOCORAZONFAMILYCLINIC@GMAIL.COM,3401 W Mile 5 Rd Ste 1,Mission,Hidalgo,26.244013,-98.31176,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,38
Clinica Mi Doctor 6,25200430,Hospital,,,,229 Ne 28th St,Fort Worth,Tarrant,32.771419,-97.291484,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,39
Clinica De Ninos Houston,25228259,Hospital,,,,6445 High Star Dr,Houston,Harris,29.689781,-95.51161,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,40
Clay County Memorial Hospital,6859,Hospital,C,940-235-1205,jrodriguez@ccmhospital.com,310 W South St,Henrietta,Clay,33.761291,-98.19145,1609999200000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,41
Clarendon Family Medical Center,1780767236,Other,A,806-874-3531,devahpittmanpac@gmail.com,1 Medical Center Drive,Clarendon,Donley,34.971719,-100.90662,1609999200000,0,0,0,0,,54,0,0,46,,54,0,0,46,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,42
City Of Schertz Ems,25123015,Other,,210-850-4509,shall@schertz.com,1400 Schertz Parkway,Schertz,Guadalupe,29.577359,-98.2787,1609999200000,0,0,0,0,,500,137,0,380,,500,137,0,380,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,shall@schertz.com,,,,Schertz EMS,,,,,,43
City Drug Store Of Jacksboro Inc,1502110005,Pharmacy,,,,104 East Belknap,Jacksboro,Jack,33.200265,-98.15778,1609999200000,0,0,0,0,,0,40,0,0,,0,40,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,44
Christus Trinity Clinic Lindale,25173892,Nursing Home,,,,3203 S Main St,Lindale,Smith,32.522902,-95.42126,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,45
Christus Jasper Memorial Hospital Obste,7861,Hospital,R,409-548-8500,kirk.vital@chistushealth.org,1275 Marvin Hancock Dr,Jasper,Jasper,30.941282,-94.03455,1609999200000,0,0,0,0,,300,40,0,69,,300,40,0,69,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,46
Chi St Joseph Prmry Care W Villa Maria,25291266,Doctors Office,,,,1612 W Villa Maria Rd Ste 130,Bryan,Brazos,30.68416,-96.46101,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,47
Chi St Joseph Primary Care 29th,25089329,Hospital,,,,2210 E 29th St,Bryan,Brazos,30.655348,-96.34056,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,48
Chi St Joseph Primary Austins Colony,25294878,Doctors Office,,,,2410 Boonville Rd,Bryan,Brazos,30.762815,-96.31744,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,49
Centro De Salud Lisbon,25149842,Doctors Office,,,,200 Lisbon Street,El Paso,El Paso,31.768758,-106.43047,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,50
Centennial Asc Llc,1502098103,Doctors Office,,,,4401 Coit Road,Frisco,Collin,33.130086,-96.78177,1609999200000,0,0,0,0,,100,73,0,27,,100,73,0,27,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,51
Ccdhhs Harlingen Nursing Office,25004631,Other,,956-247-3642,esperanza.quintana@co.cameron.tx.us,711 North L Street,Harlingen,Cameron,26.206602,-97.68776,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,esperanza.quintana@co.cameron.tx.us,,,,Ccdhhs Harlingen Nursing Office,,,,,,52
Carlos Rosas Md Pa,25208506,Doctors Office,,,,704 Paredes Line Rd Ste A,Brownsville,Cameron,25.918758,-97.42739,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,53
Careville Pediatrics Pa,25302787,Doctors Office,,,,1003 N Saint Marys St,Beeville,Bee,28.426202,-97.74806,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,54
Care Express Georgia,25294059,Other,,8063540404,judyhuckabee@fmclp.com,2701 S Georgia,Amarillo,Randall,35.171903,-101.87581,1609999200000,0,0,0,0,,300,258,0,60,,300,258,0,60,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,55
Candelaria Medical Center,25056334,Hospital,,,,8269 N Loop Dr,El Paso,El Paso,31.70831,-106.32749,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,56
Brookshires Pharmacy 92,25208361,Pharmacy,,,,900 Fm 3220,Clifton,Bosque,31.798454,-97.52516,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,57
Brookshires Pharmacy 75,25288261,Pharmacy,,,,103 Main St,Normangee,Leon,31.058563,-96.15852,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,58
Brenham Drug Partners (DBA NORMAN'S PHARMACY),1502106058,Pharmacy,N,9798365264,NORMANSRX@ATT.NET,2105 S Day Street,Brenham,Washington,30.183651,-96.40258,1609912800000,0,0,0,0,,100,21,0,80,,100,21,0,80,,,0,1609826400000,Pharmacy Manager,Yes,1609826400000,1610344800000,Doses are in the freezer at pharmacy. We move tomorrow's doses to pharmacy fridge the evening prior.,"We have called as many of our local healthcare providers as we are able to, making sure front line workers are able to get vaccine. We are also vaccinating our over 65+ and high risk patients.  We have a ""waiting list"" for anyone in these priority groups and we are scheduling appointments a day ahead to accomodate as many as possible each day.",Kendra Korthauer,9792510599,NORMANSRX@ATT.NET,,,"2 assisted living facilities so far, area healthcare providers","Brenham Drug Partners, dba Norman's Pharmacy",Alton Kanak,,,,,59
Breckenridge Medical Center,25221472,Hospital,,,,101 S Hartford St,Breckenridge,Stephens,32.761058,-98.92225,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,60
Brazos County Health And Wellness,1111868000,Other,,,,300 E Wm J Bryan Pkwy Ste 200,Bryan,Brazos,30.678097,-96.37639,1609999200000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,61
Brazoria County Health Department,25004628,Other,,9798641484,LindsayD@brazoria-county.com,434 E Mulberry St,Angleton,Brazoria,29.16866,-95.44541,1609999200000,0,0,0,0,,200,74,0,140,,200,74,0,140,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,LindsayD@brazoria-county.com,,,,Brazoria  County Health Department Angleton,,,,,,62
Brady Medical Clinic,25084403,Hospital,,,,2010 Nine Rd,Brady,McCulloch,31.121411,-99.3407,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,63
Best Value West Pharmacy,25189346,Pharmacy,,,,124 W Renfro,Burleson,Johnson,32.535841,-97.30681,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,64
Best Value Royces Pharmacy,25189394,Pharmacy,,,,502 N Main St,Cleburne,Johnson,32.350907,-97.410254,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,65
Best Value Renshaw Pharmacy,25189566,Pharmacy,,,,800 Medical Center Dr Ste A,Decatur,Wise,33.263039,-97.55657,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,66
Best Value Hometown Pharmacy,25189347,Pharmacy,,,,1702 Santa Fe Dr,Weatherford,Parker,32.77516,-97.77987,1609999200000,0,0,0,0,,0,0,0,100,,0,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,67
Beltline Surgery Center,1502095016,Hospital,,,,2858 N Beltline Road,Sunnyvale,Dallas,32.803646,-96.56965,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,68
Bellville Medical Center,8643,Hospital,Q,"979-413-7144, 979-413-7169",,44 N Cummings St,Bellville,Austin,29.983095,-96.26843,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,,,,,,,,,,,69
Baylor Scott White Family Medical Cent,25104804,Hospital,,,,2460 N Ih35e,Waxahachie,Ellis,32.397024,-96.83283,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,70
Bay Colony Pediatrics,25143432,Doctors Office,,832-526-5700,bcpemailis@gmail.com,2251 Fm 646 Rd W,Dickinson,Galveston,29.468772,-95.02689,1609999200000,0,0,0,0,,100,95,0,10,,100,95,0,10,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,bcpemailis@gmail.com,,,,Bay Colony Pediatrics,,,,,,71
Atkins Express Pharmacy,1502083004,Pharmacy,,,,2607 Hwy 281 N,Marble Falls,Burnet,30.566681,-98.30756,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,72
Ashley Pediatrics Day And Night Clinic,30004800,Doctors Office,,,,328 A E Expressway 83,La Joya,Hidalgo,26.244317,-98.49574,1609999200000,0,0,0,0,,100,0,0,100,,100,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,73
Ashley Pediatrics Day And Night Clinic,30007100,Doctors Office,,,,17927 A Washington Palm Drive,Penitas,Hidalgo,26.24901,-98.45014,1609999200000,0,0,0,0,,0,0,0,100,,0,0,0,100,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,74
Ascension Seton Highland Lakes Burnet C,1502126015,Doctors Office,,,,200 John W Hoover Pkwy,Burnet,Burnet,30.767327,-98.30109,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,75
Arthur S Hernandez Md,25207420,Doctors Office,,2102477068,Tammy@southwestpainclinic.com,88 Briggs St,San Antonio,Bexar,29.333436,-98.53934,1609912800000,0,0,0,0,,100,20,0,80,,100,20,0,80,,,0,1609912800000,M.D.,Yes,1609912800000,1610604000000,refrigerator,group 1A and 1B ,Arthur S. Hernandez,2102477068,tammy@southwestpainclinic.com,,,other medical providers in our building,2109239333,"Tammy Hernandez, R.N.",,,,,76
Argenal Pediatrics And Family Care,30010240,Doctors Office,,9567200705,KSERNA@ARGENALPEDIATRICS.COM,516 N Shary Rd,Mission,Hidalgo,26.234417,-98.34205,1609999200000,0,0,0,0,,100,80,0,20,,100,80,0,20,,,0,-2208880800000,,Yes,-2208880800000,-2208880800000,,,,,KSERNA@ARGENALPEDIATRICS.COM,,,,Argenal Pediatrics Family Care Clinic,,,,,,77
Ap Pharmacy Dba Roanoke Pharmacy,25309627,Pharmacy,,,,207 E Byron Nelson Blvd,Roanoke,Denton,33.000177,-97.21871,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,78
Allison Cancer Center,25242800,Hospital,,,,400 Rosalind Grover Pkwy,Midland,Midland,31.995623,-102.08108,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,79
Albertsons Pharmacy 677,25299801,Pharmacy,,,,1350 E 8th St,Odessa,Ector,31.854455,-102.35906,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,80
Albertsons Pharmacy 676,25306791,Pharmacy,,,,2751 N County Rd W,Odessa,Ector,31.86577,-102.45367,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,81
Albertsons Pharmacy 674,25306789,Pharmacy,,,,4706 N Midkiff Road,Midland,Midland,32.029022,-102.08618,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,82
Albertsons Pharmacy 671,25306787,Pharmacy,,,,3317 N Midland Dr,Midland,Midland,32.021056,-102.16008,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,83
Albertsons Pharmacy 0716,1502123006,Pharmacy,,,,200 West Crawford Street,Denison,Grayson,33.754053,-96.57867,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,84
Albertsons Pharmacy,25300283,Pharmacy,,,,2200 N Yarbrough,El Paso,El Paso,31.782408,-106.36353,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,-2208967200000,,Yes,-2208967200000,-2208967200000,,,,,,,,,,,,,,,85
