County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Brooks,11,2300,3632,2480,1162,5317,1308,323,246,2253,22,,
Brown,2/3,10600,9264,6665,4019,30883,7720,1663,911,11188,1112,,
Burleson,7,2900,6211,4200,2313,14869,3867,143,218,5600,518,,
Burnet,7,21775,15022,10507,5315,39239,10999,1823,595,13132,94,,
Caldwell,7,9500,10584,7648,3528,34853,6512,1286,524,14114,1294,,
Calhoun,8,3300,6274,4523,2011,16817,3981,470,384,6161,53,,
Callahan,2/3,2500,3842,2461,1496,11263,2958,146,122,4094,442,,
Cameron,11,178795,174459,117220,61881,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1200,3329,2338,1054,10031,2494,207,152,3927,0,,
Carson,1,1100,1967,1213,772,4718,1250,60,0,1547,240,,
Cass,4/5N,3200,5506,3974,1843,24182,6856,1216,550,9010,1125,,
Castro,1,2200,2588,1694,965,5607,1236,121,174,2168,341,,
Chambers,6/5S,24700,12068,8328,3890,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,10800,11643,7542,4562,40876,9444,1500,738,16376,1511,,
Childress,1,3300,2388,1594,867,6094,1165,251,136,2395,0,,
Clay,2/3,9345,5228,3036,2244,8666,2484,136,60,3011,384,,
Cochran,1,1200,1395,1030,472,2188,468,57,0,956,0,,
Coke,9/10,0,1230,830,413,2756,947,47,130,899,0,,
Coleman,2/3,2100,2516,1729,857,6721,2119,342,162,2379,289,,
Collin,2/3,422290,403196,272394,137651,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1600,1108,699,459,2263,555,80,92,847,0,,
Colorado,6/5S,6800,7893,5133,3266,17107,4850,853,477,5957,613,,
Comal,8,46940,58216,38194,21822,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6190,4899,3321,1874,10944,3330,330,292,3738,455,,
Concho,9/10,1500,1217,780,462,2288,689,76,66,815,0,,
Cooke,2/3,13900,11209,7391,4003,32675,7804,948,552,11640,1051,,
Coryell,7,21925,13383,8504,5139,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,445,333,120,1123,339,5,0,446,0,,
Crane,9/10,2950,1765,1118,659,3554,594,71,110,1353,0,,
Crockett,9/10,0,1439,870,580,2694,612,31,56,1031,0,,
Crosby,1,3450,2758,1588,1187,4421,1085,98,115,1771,284,,
Culberson,9/10,1400,984,659,327,1746,480,67,0,722,0,,
Dallam,1,18650,3057,1862,1201,5217,857,40,0,2067,0,,
Dallas,2/3,1077645,844582,563951,300315,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2600,2774,1842,975,9789,1898,304,112,4206,475,,
Deaf Smith,1,3400,5126,3400,1887,13439,2423,238,147,5332,0,,
Delta,4/5N,1000,1646,1156,527,4222,1118,379,100,1580,0,,
Denton,2/3,348170,289829,189571,105249,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3500,5368,3997,1423,16110,4035,319,438,6110,1055,,
Dickens,1,0,813,459,374,1858,525,21,0,689,0,,
Dimmit,8,18185,6283,3552,2735,7539,1749,238,175,3179,48,,
Donley,1,1000,1170,869,309,2716,804,27,65,918,0,,
Duval,11,2400,5651,3524,2307,8600,2031,69,150,3541,482,,
Eastland,2/3,3500,5531,3974,2020,14970,4054,860,389,5393,591,,
Ector,9/10,90770,48899,32573,16976,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1423,1234,193,1555,561,24,0,528,0,,
El Paso,9/10,373150,352255,227589,128752,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,67300,62221,41198,23080,141665,24288,3985,1994,54463,6578,,
Erath,2/3,13200,11075,8006,3533,34875,6256,1250,481,12564,1079,,
Falls,7,19825,4834,3066,1941,14049,3226,328,187,5671,486,,
Fannin,2/3,23725,10283,6369,4341,28874,6588,962,614,10987,1108,,
Fayette,7,3700,8691,5563,3379,20879,6679,998,647,6844,671,,
Fisher,2/3,1600,1209,722,526,3088,961,101,28,1061,0,,
Floyd,1,1600,2416,1560,910,4371,1070,132,68,1723,0,,
Foard,2/3,1400,605,364,254,962,315,7,80,332,0,,
Fort Bend,6/5S,301020,337817,219630,125282,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2300,2840,1915,989,8554,2367,169,163,2871,0,,
Freestone,7,2500,4036,3006,1264,15808,3996,553,261,6319,689,,
Frio,8,7750,5613,3647,2492,16121,2499,186,166,6797,28,,
Gaines,9/10,3300,3211,2294,1106,14548,1907,323,95,6156,717,,
Galveston,6/5S,159320,144533,92935,53912,269280,50987,11784,2830,96486,10219,,
Garza,1,2100,1307,995,388,5325,719,33,75,2197,0,,
Gillespie,8,21500,11963,7807,4282,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,720,408,316,1099,210,23,0,426,0,,
Goliad,8,1500,2846,1694,1180,6281,1832,39,135,2282,0,,
Gonzales,8,4900,7347,5200,2943,15937,3572,550,256,6356,693,,
Gray,1,3600,5901,4114,1980,16924,3531,689,315,6978,42,,
Grayson,2/3,40850,35934,24338,14087,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,69015,38466,24661,14255,95544,19451,7025,2324,37362,3988,,
Grimes,7,3400,8148,5732,2788,23245,5134,234,311,9653,771,,
Guadalupe,8,53635,49775,32146,20712,130517,23614,3801,1225,49282,3850,,
Hale,1,6800,9507,6609,3387,25476,4604,873,399,10561,1177,,
Hall,1,0,1282,785,521,2406,711,27,72,978,0,,
Hamilton,7,3600,3556,2500,1414,6832,2146,481,296,2427,10,,
Hansford,1,2100,2028,1417,857,3987,812,139,84,1616,295,,
Hardeman,2/3,2800,1568,933,724,3190,912,102,16,1146,0,,
Hardin,6/5S,8500,17615,11399,6445,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1843790,1532285,1058674,510857,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,11100,14964,9858,5917,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2649,1823,833,4561,861,196,94,1669,253,,
Haskell,2/3,1900,2125,1458,740,4831,1266,123,68,1872,187,,
Hays,7,96900,75198,51915,26130,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2500,1671,1056,821,2827,606,104,98,1066,0,,
Henderson,4/5N,14200,20870,14249,7465,67238,18534,2043,998,26544,1787,,
Hidalgo,11,362190,309013,207994,106830,620824,98328,54962,17074,286328,36161,,
Hill,7,5500,11202,7823,4123,29198,7684,862,523,11381,1209,,
Hockley,1,3600,7881,4703,3425,17799,3453,483,263,6829,887,,
Hood,2/3,17600,25994,17683,8695,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5900,8878,5938,3134,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4500,6278,4502,2223,18929,5176,634,538,7399,631,,
Howard,9/10,5200,8268,5000,3433,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1100,1593,1033,565,3979,775,33,0,1778,145,,
Hunt,2/3,25950,23514,15118,8977,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2900,5907,3841,2164,16258,3581,504,246,6098,741,,
Irion,9/10,0,612,409,207,1234,328,15,0,429,0,,
Jack,2/3,2900,2567,1734,926,7230,1515,198,149,2732,284,,
Jackson,8,5550,5080,3064,2096,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,11834,7309,4782,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,900,1652,969,698,2180,812,28,0,685,0,,
Jefferson,6/5S,150990,72913,51623,21636,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1200,3108,1997,1119,3791,890,14,60,1572,0,,
Jim Wells,11,21825,20130,12348,8114,30579,6358,3897,985,12474,1370,,
Johnson,2/3,54880,45157,30890,15123,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2100,4351,2848,1808,17011,3188,337,254,6981,525,,
Karnes,8,5700,4783,3314,2050,12669,2211,370,244,5177,505,,
Kaufman,2/3,32750,33726,22278,12373,102341,16113,2857,1189,40613,4498,,
Kendall,8,7800,20315,13245,7454,37890,9152,1091,801,12702,160,,
Kenedy,11,0,283,158,125,321,68,1,0,139,0,,
Kent,2/3,0,310,188,131,615,201,13,60,198,0,,
Kerr,8,11900,17178,11717,5690,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1800,1856,1186,690,3651,1288,90,0,1243,0,,
King,1,0,57,40,19,205,51,7,0,69,0,,
Kinney,8,1300,1151,819,338,3050,910,11,0,1171,0,,
Kleberg,11,36525,18803,11222,7669,24188,4046,1401,341,9265,870,,
Knox,2/3,1700,1634,988,730,2808,736,95,127,976,182,,
La Salle,8,19725,4271,2542,1885,6212,1018,22,60,2410,0,,
Lamar,4/5N,18500,16164,10594,5843,39402,9726,3115,745,14986,1612,,
Lamb,1,1700,4827,2977,1999,9740,2240,454,226,3968,536,,
Lampasas,7,3200,4900,3301,1734,17366,4322,348,284,6457,0,,
Lavaca,8,5400,6778,4591,2631,16004,4775,820,612,5435,476,,
Lee,7,2700,4709,3373,1444,13993,3219,334,226,5333,494,,
Leon,7,2200,4076,2949,1248,13946,4334,155,74,4662,603,,
Liberty,6/5S,24925,15383,10546,5354,66868,11399,1398,614,28567,2987,,
Limestone,7,4900,5033,3637,1588,18871,4670,2332,1060,7512,702,,
Lipscomb,1,900,992,632,381,2520,617,24,61,919,190,,
Live Oak,11,1700,3620,2302,1357,10055,2533,35,100,3769,300,,
Llano,7,4400,7692,5278,2638,18908,8119,277,358,5362,15,,
Loving,9/10,0,40,29,11,129,23,0,0,50,0,,
Lubbock,1,168240,128735,79362,50395,244992,39476,20974,4093,83028,9242,,
Lynn,1,1000,2066,1305,784,4496,974,191,40,1838,328,,
Madison,7,2100,2579,1782,918,11595,2264,299,258,4451,17,,
Marion,4/5N,700,2292,1599,741,8277,2697,351,158,3058,0,,
Martin,9/10,1600,1957,1191,824,4136,659,165,0,1624,0,,
Mason,9/10,1400,1912,1220,747,3521,1250,104,0,1147,0,,
Matagorda,6/5S,7370,8869,6634,2363,28247,6391,1113,369,11409,1164,,
Maverick,8,28200,15388,12881,3402,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2900,2514,1663,937,6435,1792,212,122,2275,260,,
McLennan,7,89150,75080,50230,28884,200781,37728,11153,3621,71906,8718,,
McMullen,11,800,313,194,125,616,189,10,0,202,0,,
Medina,8,8900,16582,11260,6253,41263,8757,899,536,16090,1720,,
Menard,9/10,900,1192,719,591,1790,699,9,40,550,0,,
Midland,9/10,102725,44303,30206,14665,131025,18438,5950,1288,49538,4151,,
Milam,7,5800,7548,5328,2381,19689,5245,532,297,7641,827,,
Mills,7,1400,1988,1323,713,4006,1416,149,152,1305,265,,
Mitchell,2/3,2700,2063,1354,737,6958,1259,265,96,2753,254,,
Montague,2/3,3250,6138,3776,2442,15872,4444,560,383,5668,702,,
Montgomery,6/5S,238800,161811,105730,59468,467232,81457,20255,3836,157396,17330,,
Moore,1,4170,9191,5358,3930,14986,2372,448,176,6143,27,,
Morris,4/5N,1600,2814,1983,979,9830,2730,77,179,3692,0,,
Motley,1,0,485,326,165,994,368,22,50,319,0,,
Nacogdoches,4/5N,18500,20136,13974,8019,51773,9953,2530,755,19948,1728,,
Navarro,2/3,24700,19418,12198,7377,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2200,3344,2056,1335,11298,2878,55,113,4648,354,,
Nolan,2/3,6000,5142,3468,2472,11321,2737,519,251,4249,719,,
Nueces,11,156175,139100,86654,54638,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3100,2774,2159,722,7106,1148,200,114,2812,0,,
Oldham,1,1200,612,366,255,1728,316,18,0,654,227,,
Orange,6/5S,2600,19540,13052,6948,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3800,7614,4895,3027,23207,5893,864,283,8796,816,,
Panola,4/5N,2900,4793,3337,1812,18462,4589,473,377,7117,661,,
Parker,2/3,45590,44153,28016,16893,111686,22331,2890,1301,40567,3773,,
Parmer,1,1800,3637,2369,1359,7222,1366,161,174,2910,525,,
Pecos,9/10,4400,8098,4735,3511,12317,2141,400,120,5047,517,,
Polk,4/5N,7300,14095,8971,5364,42276,9733,1184,574,17118,1025,,
Potter,1,141795,40052,24628,15818,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4200,5872,3841,2047,5069,1601,27,0,2039,0,,
Rains,4/5N,1600,2861,1974,935,10277,3123,163,68,3649,0,,
Randall,1,11200,57038,33814,24265,108431,21424,2812,869,34803,519,,
Reagan,9/10,1000,1317,844,643,2841,427,52,42,1173,0,,
Real,8,1200,1799,1088,711,2943,1053,25,86,1051,0,,
Red River,4/5N,2200,3910,2581,1556,9965,3044,420,252,3717,477,,
Reeves,9/10,19625,7636,4209,3457,12781,1878,281,89,5277,0,,
Refugio,11,1800,3100,2131,990,5583,1617,228,154,2031,313,,
Roberts,1,0,280,159,128,672,193,16,0,227,0,,
Robertson,7,2200,4891,3352,1734,13474,3412,252,252,4991,690,,
Rockwall,2/3,33015,36872,24588,13572,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5100,3759,2523,1385,8184,2153,405,312,2979,430,,
Rusk,4/5N,6300,11240,7403,4459,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2900,3817,2514,1451,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2600,3131,2190,982,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2900,6703,4601,2481,23444,6488,132,190,9275,40,,
San Patricio,11,11700,22810,14913,8650,51116,10209,975,347,19063,2379,,
San Saba,7,1400,1173,862,333,5000,1465,33,72,1828,197,,
Schleicher,9/10,1300,1073,661,412,2218,559,65,34,793,0,,
Scurry,2/3,6095,5331,3157,2241,13000,2566,399,128,5165,0,,
Shackelford,2/3,1200,1134,787,375,2612,691,52,0,937,119,,
Shelby,4/5N,5340,4533,3285,1374,19449,4532,540,369,7876,948,,
Sherman,1,1600,1121,672,452,2294,462,24,42,868,0,,
Smith,4/5N,142490,72837,47296,26101,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2900,3261,2247,1217,7386,1770,457,220,2741,479,,
Starr,11,23100,31288,22579,11345,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2500,2437,1795,895,7542,1890,168,92,2928,22,,
Sterling,9/10,400,475,300,176,975,186,10,44,375,0,,
Stonewall,2/3,1400,611,359,281,1095,361,63,53,369,0,,
Sutton,9/10,1300,1447,1065,388,2992,723,91,0,1051,0,,
Swisher,1,1500,2483,1567,1139,5764,1305,114,61,2381,323,,
Tarrant,2/3,831190,619326,401757,227157,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,66185,52879,32876,20896,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,550,317,242,639,255,10,0,207,0,,
Terry,1,6320,4846,3067,1981,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1500,843,486,361,1247,445,64,0,399,0,,
Titus,4/5N,9100,6316,4178,2316,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,62190,47443,30048,17764,93752,18625,6702,1601,33131,3815,,
Travis,7,635080,431844,312897,130540,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3750,4571,2844,1887,12104,3956,347,241,4400,427,,
Tyler,4/5N,6600,5899,3681,2292,17963,4895,476,238,6926,722,,
Upshur,4/5N,3700,8933,5932,3258,33011,7825,714,567,12366,1404,,
Upton,9/10,2500,1713,997,722,2730,537,170,30,1105,0,,
Uvalde,8,21825,12982,7802,5334,20379,4508,1498,515,8253,985,,
Val Verde,8,15040,15262,10860,4689,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,7500,13170,9014,4684,45216,11495,1280,711,16861,1783,,
Victoria,8,38450,27435,16943,10872,71388,15242,5624,1030,27119,241,,
Walker,6/5S,19500,15340,10905,5165,63471,10049,1526,400,24628,1438,,
Waller,6/5S,8300,11229,7277,4398,43350,6546,1182,466,16819,1813,,
Ward,9/10,4040,5091,3007,2191,8921,1629,137,92,3551,0,,
Washington,7,49600,13221,7588,5878,29086,7889,2581,1018,10662,72,,
Webb,11,110400,120892,83769,41370,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,8470,10731,7664,3906,32110,7239,1438,615,12933,1328,,
Wheeler,1,2300,1853,1153,813,3915,1002,200,114,1459,243,,
Wichita,2/3,44190,41852,26614,16987,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,8600,6174,3823,2972,10361,2421,457,304,4240,27,,
Willacy,11,2300,7902,5585,2419,16897,3057,325,557,7612,775,,
Williamson,7,223150,184784,135975,54914,458433,73202,14404,4639,146388,19090,,
Wilson,8,8200,15183,10257,5799,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1500,2828,1635,1327,5954,964,102,0,2445,0,,
Wise,2/3,18130,18071,11832,6836,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5100,13192,8733,4919,38005,12527,1046,880,13019,1130,,
Yoakum,1,2200,2594,1802,1118,6135,1033,225,60,2367,0,,
Young,2/3,6600,6002,4017,2314,14219,3774,862,431,5296,626,,
Zapata,11,4900,6150,4800,1752,9981,1866,195,202,4642,0,,
Zavala,8,900,5315,3050,2277,8840,1723,25,60,4035,458,,
Other,N/A,0,476817,412497,83868,,,,,,,,
