County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Henderson,4/5N,3300,1671,1539,132,67614,18942,2628,932,35206
Hidalgo,11,75175,27071,23255,3816,649795,102347,62827,16918,319830
Hill,7,900,971,930,41,29221,8003,1219,523,14733
Hockley,1,700,738,635,103,17482,3513,795,263,8124
Hood,2/3,2100,1133,1089,44,50235,15761,2493,862,23089
Hopkins,4/5N,1200,1029,1013,16,29578,7446,1680,620,13891
Houston,4/5N,1500,875,867,8,19208,5038,1114,426,9989
Howard,9/10,2500,854,835,19,28821,4493,1826,454,14072
Hudspeth,9/10,0,66,64,2,2968,818,35,0,2097
Hunt,2/3,4900,2628,2444,184,77702,16832,4485,947,36713
Hutchinson,1,500,593,580,13,15984,3458,545,246,7583
Irion,9/10,0,26,24,2,1345,412,19,0,563
Jack,2/3,300,322,307,15,7488,1604,226,149,3304
Jackson,8,1200,597,560,37,11172,2670,422,237,5354
Jasper,4/5N,1900,664,656,8,28248,7271,1952,374,15256
Jeff Davis,9/10,0,63,63,0,2146,846,29,0,1042
Jefferson,6/5S,15550,3517,3460,57,198728,36802,16838,2497,109233
Jim Hogg,11,100,288,287,1,3764,898,35,60,1972
Jim Wells,11,1000,1028,994,34,29988,6423,4090,1033,15173
Johnson,2/3,2800,3864,3374,490,135188,26669,5142,1260,61261
Jones,2/3,100,483,382,101,16827,3127,400,340,8290
Karnes,8,800,393,387,6,12523,2489,396,244,6085
Kaufman,2/3,3250,3743,3219,524,104736,19164,4062,1176,43786
Kendall,8,2300,2040,1680,360,38074,9979,2094,801,15516
Kenedy,11,0,8,7,1,315,94,1,0,176
Kent,2/3,0,47,47,0,633,235,14,60,275
Kerr,8,3100,1157,1147,10,43611,14400,3557,1022,20395
Kimble,9/10,300,108,99,9,3844,1379,104,0,1891
King,1,0,8,7,1,233,60,5,0,93
Kinney,8,0,27,27,0,2931,889,19,0,1673
Kleberg,11,800,640,605,35,25862,4574,1835,341,10851
Knox,2/3,300,194,191,3,2861,823,117,127,1265
La Salle,8,100,114,110,4,6105,1224,37,60,2810
Lamar,4/5N,3100,1562,1550,12,40212,10314,3737,745,19135
Lamb,1,200,482,448,34,9647,2400,541,226,5028
Lampasas,7,200,335,297,38,17275,4497,436,284,8188
Lavaca,8,1600,1050,1015,35,16041,4537,881,620,7426
Lee,7,600,415,406,9,13837,3373,363,226,6632
Leon,7,500,341,335,6,14066,4292,256,74,6485
Liberty,6/5S,3300,1502,1415,87,70912,13765,2505,614,32693
Limestone,7,1100,550,539,11,19033,4691,2488,1060,9655
Lipscomb,1,0,118,117,1,2496,636,31,61,1202
Live Oak,11,200,195,190,5,9966,2656,55,100,4881
Llano,7,100,472,462,10,18642,7523,340,358,9093
Loving,9/10,0,5,5,0,83,34,1,0,47
Lubbock,1,58050,24357,19682,4675,243899,41235,24699,4151,94573
Lynn,1,200,347,314,33,4820,1113,212,40,2246
Madison,7,500,242,234,8,11353,2256,314,258,5423
Marion,4/5N,0,161,145,16,8117,2491,372,158,4457
Martin,9/10,300,297,279,18,4306,880,184,0,1849
Mason,9/10,200,163,148,15,3567,1322,126,0,1710
Matagorda,6/5S,2400,457,447,10,28353,6359,1540,369,14206
Maverick,8,2400,1241,1236,5,42357,7656,3716,1198,21160
McCulloch,9/10,400,269,256,13,6675,2024,303,122,3045
McLennan,7,14500,8174,7330,844,198642,37827,14401,3591,84638
McMullen,11,0,9,9,0,640,256,13,0,288
Medina,8,1000,1538,1426,112,42991,9239,1165,811,19399
Menard,9/10,0,71,62,9,1759,687,15,40,887
Midland,9/10,6300,4383,3103,1280,132357,17262,7414,1391,54263
Milam,7,1400,889,869,20,19805,5508,693,254,10021
Mills,7,200,253,249,4,3970,1369,186,152,1970
Mitchell,2/3,600,259,258,1,7087,1476,310,96,3086
Montague,2/3,200,504,447,57,15803,4504,678,383,7509
Montgomery,6/5S,36475,14434,12607,1827,470846,84212,25684,3769,177437
Moore,1,800,898,889,9,15513,2464,477,176,7114
Morris,4/5N,300,296,288,8,9938,2901,146,179,4953
Motley,1,0,34,34,0,1016,403,20,50,504
Nacogdoches,4/5N,5500,3260,3246,14,52561,10458,3380,851,24062
Navarro,2/3,1900,1029,998,31,40888,9624,2099,869,19328
Newton,4/5N,400,215,215,0,11070,2715,101,113,6051
Nolan,2/3,1000,789,754,35,10998,2627,692,251,5398
Nueces,11,34275,14902,13216,1686,282299,51768,30463,4100,135074
Ochiltree,1,800,367,364,3,7508,1186,218,114,3211
Oldham,1,0,166,158,8,1714,417,20,0,743
Orange,6/5S,800,711,699,12,65680,14828,2217,554,32089
Palo Pinto,2/3,700,602,592,10,23268,5869,1093,283,11269
Panola,4/5N,1200,426,408,18,19325,4774,784,377,9112
Parker,2/3,4900,3992,3697,295,112329,24963,4236,1301,47252
Parmer,1,500,411,406,5,7111,1387,171,174,3503
Pecos,9/10,1200,530,526,4,11723,2090,458,120,5876
Polk,4/5N,2500,966,939,27,41511,10157,1578,574,20999
Potter,1,40950,9847,9283,564,89806,16187,12650,1877,41999
Presidio,9/10,200,212,212,0,5092,1503,38,0,3005
Rains,4/5N,200,236,220,16,10262,3084,221,68,4960
Randall,1,4500,15219,14203,1016,109144,21784,4683,869,41519
Reagan,9/10,100,109,105,4,2900,544,62,42,1287
Real,8,0,41,40,1,2882,1135,27,86,1608
Red River,4/5N,200,272,271,1,9511,2902,490,252,5235
Reeves,9/10,400,381,377,4,13004,2131,308,89,5885
Refugio,11,600,407,400,7,5497,1635,242,64,2785
Roberts,1,0,44,44,0,673,210,20,0,323
Robertson,7,500,375,361,14,14216,3542,273,252,6514
Rockwall,2/3,3500,2926,2571,355,81869,14227,4867,1327,30252
Runnels,2/3,900,674,616,58,7992,2310,499,312,3905
Rusk,4/5N,1000,810,751,59,44061,9463,1914,749,21319
Sabine,4/5N,1200,468,467,1,9116,3288,790,186,4721
San Augustine,4/5N,800,229,228,1,6982,2335,413,337,3730
San Jacinto,4/5N,900,534,511,23,23713,6477,230,190,12311
San Patricio,11,800,1378,1260,118,51382,10700,1409,396,22807
San Saba,7,200,72,70,2,5108,1536,95,72,2501
Schleicher,9/10,200,114,92,22,2184,564,71,34,1028
Scurry,2/3,500,312,308,4,12956,2503,560,128,6242
Shackelford,2/3,0,78,61,17,2694,694,122,0,1223
Shelby,4/5N,1200,475,473,2,18618,4285,754,369,9951
Sherman,1,0,105,104,1,2368,524,34,42,1047
Smith,4/5N,34500,11602,10569,1033,181426,38833,24195,2911,75818
Somervell,2/3,0,185,172,13,7769,2079,263,220,3417
Starr,11,2300,1842,1770,72,46042,7973,5154,1966,23826
Stephens,2/3,300,151,143,8,7614,1989,282,92,3830
Sterling,9/10,0,37,36,1,1019,306,9,44,445
Stonewall,2/3,200,57,54,3,1136,425,66,80,533
Sutton,9/10,100,55,38,17,2909,758,102,0,1326
Swisher,1,100,351,346,5,5843,1484,146,61,2985
Tarrant,2/3,178725,56754,51686,5068,1596169,246738,117603,18366,660059
Taylor,2/3,11350,8270,5623,2647,108531,20790,13362,2443,43683
Terrell,9/10,0,29,28,1,652,245,13,0,356
Terry,1,1300,689,669,20,9564,1942,478,178,4766
Throckmorton,2/3,100,116,116,0,1187,400,68,0,605
Titus,4/5N,2200,646,637,9,25312,5155,2112,633,11794
Tom Green,9/10,9950,5359,3690,1669,93428,18529,7802,1606,39665
Travis,7,109650,48234,40971,7263,1016090,126607,72623,8271,337286
Trinity,4/5N,800,366,364,2,12118,3960,400,241,6368
Tyler,4/5N,1200,810,810,0,18704,5080,627,238,9278
Upshur,4/5N,400,868,778,90,33211,7910,852,567,15425
Upton,9/10,200,151,149,2,2790,680,189,30,1304
Uvalde,8,1600,953,940,13,20809,4433,1687,459,10179
Val Verde,8,2100,1180,1170,10,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,1379,1271,108,45144,12228,1691,711,21537
Victoria,8,6550,4301,3537,764,72004,14413,6748,1008,33178
Walker,6/5S,3000,1420,1390,30,64302,10281,2415,400,28400
Waller,6/5S,1600,775,713,62,44163,7506,1476,466,18373
Ward,9/10,400,286,283,3,8544,1608,180,92,4073
Washington,7,1900,944,900,44,28737,7674,2867,1018,13829
Webb,11,26800,9282,8824,458,205887,27759,14457,1766,96319
Wharton,6/5S,1300,622,593,29,31964,7399,1057,615,16049
Wheeler,1,400,308,308,0,4018,1136,230,114,1950
Wichita,2/3,14950,5830,5112,718,106550,21428,10503,2088,50159
Wilbarger,2/3,2800,1141,1090,51,9933,2483,540,304,5328
Willacy,11,100,511,455,56,16823,3062,269,557,9035
Williamson,7,27575,19138,16772,2366,457170,74290,20968,4643,160153
Wilson,8,2700,2171,2042,129,42030,9149,1516,615,16633
Winkler,9/10,200,117,115,2,5798,967,135,0,2663
Wise,2/3,4350,3731,2941,790,55570,11830,4112,552,26139
Wood,4/5N,1500,1288,1246,42,37205,12511,1107,790,18613
Yoakum,1,300,362,356,6,6336,1174,251,60,2690
Young,2/3,1700,522,518,4,15028,4183,1057,431,6955
Zapata,11,200,128,125,3,10088,1870,270,143,5427
Zavala,8,100,253,252,1,8768,1675,58,60,4807
*Other,N/A,0,101109,86260,14849,,,,,
,,,,,,,,,,
