County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Titus,4/5N,4300,2111,1413,698,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,20202,13732,6470,93752,18625,6702,1601,33131,,,
Travis,7,217400,135718,98954,36764,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,1867,1448,419,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,2668,1903,765,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2610,1989,621,33011,7825,714,567,12366,,,
Upton,9/10,400,726,575,151,2730,537,170,30,1105,,,
Uvalde,8,7175,5157,3577,1580,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5331,4200,1131,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,4627,3386,1241,45216,11495,1280,711,16861,,,
Victoria,8,13475,12307,8764,3543,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,4891,3607,1284,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3247,2501,746,43350,6546,1182,466,16819,,,
Ward,9/10,600,1114,880,234,8921,1629,137,92,3551,,,
Washington,7,14000,4833,3964,869,29086,7889,2581,1018,10662,,,
Webb,11,46900,36645,27546,9099,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,3100,2270,830,32110,7239,1438,615,12933,,,
Wheeler,1,900,896,654,242,3915,1002,200,114,1459,,,
Wichita,2/3,28000,22423,15630,6793,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3380,2312,1068,10361,2421,457,304,4240,,,
Willacy,11,800,2202,1707,495,16897,3057,325,557,7612,,,
Williamson,7,65550,57570,42081,15489,458433,73202,14404,4639,146388,,,
Wilson,8,4100,5710,3701,2009,40488,8411,1224,615,13986,,,
Winkler,9/10,400,806,582,224,5954,964,102,0,2445,,,
Wise,2/3,6850,6944,4218,2726,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,3793,2911,882,38005,12527,1046,880,13019,,,
Yoakum,1,800,1003,661,342,6135,1033,225,60,2367,,,
Young,2/3,2700,1976,1421,555,14219,3774,862,431,5296,,,
Zapata,11,700,1283,1132,151,9981,1866,195,202,4642,,,
Zavala,8,200,2513,2247,266,8840,1723,25,60,4035,,,
*Other,N/A,9775,328369,265512,62857,,,,,,,,
,,,,,,,,,,,,,
