County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Brazoria,6/5S,169680,160737,100721,64855,287683,45752,9762,2648,105966,12034,,
Brazos,7,119140,93215,64365,31843,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,4500,6805,3998,3053,7706,2231,303,0,2579,255,,
Briscoe,1,1200,885,493,428,1272,404,19,0,452,0,,
Brooks,11,3100,4620,2634,2002,5317,1308,323,246,2253,22,,
Brown,2/3,13200,11667,7806,6054,30883,7720,1663,911,11188,1112,,
Burleson,7,3800,7632,4857,3157,14869,3867,143,218,5600,518,,
Burnet,7,27555,18524,11957,7552,39239,10999,1823,595,13132,94,,
Caldwell,7,12100,14038,9325,5593,34853,6512,1286,524,14114,1294,,
Calhoun,8,5400,8865,5708,3972,16817,3981,470,384,6161,53,,
Callahan,2/3,3000,4751,2867,2034,11263,2958,146,122,4094,442,,
Cameron,11,225675,214796,137379,84046,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1700,3878,2550,1445,10031,2494,207,152,3927,0,,
Carson,1,1500,2251,1307,979,4718,1250,60,0,1547,240,,
Cass,4/5N,4300,7069,4443,3093,24182,6856,1216,550,9010,1125,,
Castro,1,2600,3182,1932,1344,5607,1236,121,174,2168,341,,
Chambers,6/5S,30400,13216,8704,4705,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,15670,13972,8907,5845,40876,9444,1500,738,16376,1511,,
Childress,1,4300,2866,1700,1260,6094,1165,251,136,2395,0,,
Clay,2/3,12645,5486,3001,2570,8666,2484,136,60,3011,384,,
Cochran,1,1400,2648,2160,608,2188,468,57,0,956,0,,
Coke,9/10,0,1475,890,604,2756,947,47,130,899,0,,
Coleman,2/3,2900,2893,1857,1141,6721,2119,342,162,2379,289,,
Collin,2/3,556160,518533,330645,197814,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,2100,1227,725,568,2263,555,80,92,847,0,,
Colorado,6/5S,9600,9845,6356,4376,17107,4850,853,477,5957,613,,
Comal,8,68100,69563,44786,27554,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6491,3807,3092,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1325,806,555,2288,689,76,66,815,0,,
Cooke,2/3,16600,13215,8302,5231,32675,7804,948,552,11640,1051,,
Coryell,7,28305,15841,9757,6587,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,641,349,301,1123,339,5,0,446,0,,
Crane,9/10,3450,1906,1188,735,3554,594,71,110,1353,0,,
Crockett,9/10,0,1648,941,724,2694,612,31,56,1031,0,,
Crosby,1,4050,3040,1684,1374,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1173,749,427,1746,480,67,0,722,0,,
Dallam,1,23630,3712,2167,1555,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1116561,732872,413138,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3271,1980,1348,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6341,3875,2768,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1711,1040,719,4222,1118,379,100,1580,0,,
Denton,2/3,444300,381330,231657,157421,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,7050,4500,2839,16110,4035,319,438,6110,1055,,
Dickens,1,0,863,484,401,1858,525,21,0,689,0,,
Dimmit,8,21795,6723,3796,2942,7539,1749,238,175,3179,48,,
Donley,1,1400,1325,803,533,2716,804,27,65,918,0,,
Duval,11,2700,6489,3877,2918,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,7060,4460,3161,14970,4054,860,389,5393,591,,
Ector,9/10,105440,66691,38945,28978,120896,15970,5303,1016,50679,428,,
Edwards,8,0,720,494,234,1555,561,24,0,528,0,,
El Paso,9/10,473170,440288,279870,169415,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,76656,49377,29968,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,14673,9100,6090,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5544,3534,2284,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12199,7291,5565,28874,6588,962,614,10987,1108,,
Fayette,7,6300,10126,6489,4253,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1398,829,624,3088,961,101,28,1061,0,,
Floyd,1,2100,2755,1654,1181,4371,1070,132,68,1723,0,,
Foard,2/3,1600,699,415,312,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,429213,266425,172992,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3107,1964,1231,8554,2367,169,163,2871,0,,
Freestone,7,3500,5033,3352,2097,15808,3996,553,261,6319,689,,
Frio,8,10850,6494,4107,2933,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4292,2585,1962,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,175979,107890,70909,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,1733,1089,726,5325,719,33,75,2197,0,,
Gillespie,8,26600,14038,8880,5341,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,748,425,331,1099,210,23,0,426,0,,
Goliad,8,2000,3183,1780,1446,6281,1832,39,135,2282,0,,
Gonzales,8,8000,8384,5748,3596,15937,3572,550,256,6356,693,,
Gray,1,4400,7404,4728,2931,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,44799,29895,19212,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,47390,28141,19905,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,10165,6680,3948,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,59026,37799,25923,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,11600,7580,4713,25476,4604,873,399,10561,1177,,
Hall,1,0,1494,878,646,2406,711,27,72,978,0,,
Hamilton,7,5000,4014,2692,1743,6832,2146,481,296,2427,10,,
Hansford,1,2800,2603,1626,1334,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2172,1241,1101,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,20292,12453,8162,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,1998016,1323068,727070,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,18495,11315,8491,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2753,1681,1081,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2590,1652,1055,4831,1266,123,68,1872,187,,
Hays,7,126850,96113,63551,36670,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1854,1089,981,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,25430,16409,10105,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,424235,276414,158087,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,13676,8728,5939,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9231,5423,4196,17799,3453,483,263,6829,887,,
Hood,2/3,25370,30647,19083,12121,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,10849,6888,4231,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,7438,4973,3093,18929,5176,634,538,7399,631,,
Howard,9/10,7200,9719,5616,4446,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,1973,1154,857,3979,775,33,0,1778,145,,
Hunt,2/3,32530,28789,17516,12204,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7596,4385,3332,16258,3581,504,246,6098,741,,
Irion,9/10,0,741,436,312,1234,328,15,0,429,0,,
Jack,2/3,3600,3181,1865,1431,7230,1515,198,149,2732,284,,
Jackson,8,8990,6013,3797,2361,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,13135,7725,5889,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1769,997,798,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,89846,58904,31564,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3695,2152,1557,3791,890,14,60,1572,0,,
Jim Wells,11,27405,22532,13153,9789,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,57795,35806,23153,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,5101,3175,2280,17011,3188,337,254,6981,525,,
Karnes,8,11580,5787,3710,2804,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,46129,29547,18076,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,24076,15061,9687,37890,9152,1091,801,12702,160,,
Kenedy,11,0,301,170,132,321,68,1,0,139,0,,
Kent,2/3,0,361,214,165,615,201,13,60,198,0,,
Kerr,8,15500,20860,13691,7678,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2195,1337,948,3651,1288,90,0,1243,0,,
King,1,0,76,52,27,205,51,7,0,69,0,,
Kinney,8,1700,1480,1055,440,3050,910,11,0,1171,0,,
Kleberg,11,45705,20347,11285,9189,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1864,1051,916,2808,736,95,127,976,182,,
La Salle,8,22565,4790,2792,2152,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,19784,11756,8469,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5552,3371,2479,9740,2240,454,226,3968,536,,
Lampasas,7,4200,6265,4106,2463,17366,4322,348,284,6457,0,,
Lavaca,8,7400,8121,5116,3667,16004,4775,820,612,5435,476,,
Lee,7,3900,6272,4141,2401,13993,3219,334,226,5333,494,,
Leon,7,3300,5409,3512,2231,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,20441,13473,7734,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6713,4258,2940,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1193,720,513,2520,617,24,61,919,190,,
Live Oak,11,2600,4260,2489,1844,10055,2533,35,100,3769,300,,
Llano,7,5400,9557,5989,3843,18908,8119,277,358,5362,15,,
Loving,9/10,0,46,32,14,129,23,0,0,50,0,,
Lubbock,1,196650,152093,91811,62190,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2438,1488,1005,4496,974,191,40,1838,328,,
Madison,7,2800,3449,2349,1346,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,3036,1768,1357,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2176,1297,971,4136,659,165,0,1624,0,,
Mason,9/10,1800,2335,1412,985,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,12202,8657,3961,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,26566,19221,8603,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,2858,1755,1196,6435,1792,212,122,2275,260,,
McLennan,7,112590,89827,57466,37474,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,362,224,168,616,189,10,0,202,0,,
Medina,8,13000,20756,13280,9049,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1290,775,637,1790,699,9,40,550,0,,
Midland,9/10,123775,73243,43423,30784,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,8988,5857,3354,19689,5245,532,297,7641,827,,
Mills,7,2200,2240,1373,929,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2289,1437,887,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7248,4479,3002,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,199752,126684,78092,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11196,6505,4872,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3662,2333,1545,9830,2730,77,179,3692,0,,
Motley,1,0,515,341,184,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,25965,16722,11707,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,21938,13319,8921,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3664,2127,1603,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,5926,3833,2984,11321,2737,519,251,4249,719,,
Nueces,11,204705,167183,97233,72825,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3467,2449,1195,7106,1148,200,114,2812,0,,
Oldham,1,1500,687,403,296,1728,316,18,0,654,227,,
Orange,6/5S,3800,23675,14821,9500,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,9644,5972,4115,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,5852,3846,2607,18462,4589,473,377,7117,661,,
Parker,2/3,56950,53401,32592,22215,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4351,2582,1941,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,8700,4918,3965,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,16639,9950,7296,42276,9733,1184,574,17118,1025,,
Potter,1,162395,46214,27862,18970,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,6549,4109,2486,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3574,2214,1435,10277,3123,163,68,3649,0,,
Randall,1,14370,65945,38176,29305,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1384,878,678,2841,427,52,42,1173,0,,
Real,8,1700,2036,1170,874,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4471,2817,1923,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,8021,4387,3692,12781,1878,281,89,5277,0,,
Refugio,11,2600,3381,2283,1150,5583,1617,228,154,2031,313,,
Roberts,1,0,303,167,143,672,193,16,0,227,0,,
Robertson,7,3300,6094,3937,2646,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,45066,28586,17957,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4603,2676,2146,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,14017,8767,6071,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4424,2672,1929,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3439,2166,1344,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,7856,4956,3386,23444,6488,132,190,9275,40,,
San Patricio,11,16970,27841,17246,11522,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1453,982,502,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1265,745,558,2218,559,65,34,793,0,,
Scurry,2/3,6695,6086,3702,2572,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1379,826,586,2612,691,52,0,937,119,,
Shelby,4/5N,8480,6541,4001,2862,19449,4532,540,369,7876,948,,
Sherman,1,1800,1241,750,526,2294,462,24,42,868,0,,
Smith,4/5N,171290,87336,55387,33084,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,3969,2486,1720,7386,1770,457,220,2741,479,,
Starr,11,29500,41490,26677,18209,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,3016,1930,1405,7542,1890,168,92,2928,22,,
Sterling,9/10,700,514,319,196,975,186,10,44,375,0,,
Stonewall,2/3,1600,670,383,321,1095,361,63,53,369,0,,
Sutton,9/10,1900,1784,1109,688,2992,723,91,0,1051,0,,
Swisher,1,2100,2790,1738,1367,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,804428,491015,327577,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,61532,37352,25236,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,599,354,258,639,255,10,0,207,0,,
Terry,1,7220,5689,3407,2589,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,915,507,417,1247,445,64,0,399,0,,
Titus,4/5N,16750,7826,5003,3127,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,56348,33078,23741,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,598195,397042,218489,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5177,3129,2259,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,6754,3957,2910,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,11181,6657,4961,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1924,1045,890,2730,537,170,30,1105,0,,
Uvalde,8,26335,14614,8814,6052,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,19214,13007,6842,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,16964,10806,6928,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,32623,20253,13045,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,20497,13821,8104,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,14123,9082,5699,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5731,3197,2683,8921,1629,137,92,3551,0,,
Washington,7,56300,14522,8460,6369,29086,7889,2581,1018,10662,72,,
Webb,11,144500,151858,99997,57509,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,13232,9167,5187,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2112,1223,1048,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,52044,31775,22759,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7308,4373,3673,10361,2421,457,304,4240,27,,
Willacy,11,5200,11243,6620,4803,16897,3057,325,557,7612,775,,
Williamson,7,294150,252014,168098,92250,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,18337,11941,7491,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3221,1853,1530,5954,964,102,0,2445,0,,
Wise,2/3,21700,22356,13636,9767,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,16550,10283,7173,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3201,2169,1422,6135,1033,225,60,2367,0,,
Young,2/3,7700,7114,4531,3130,14219,3774,862,431,5296,626,,
Zapata,11,6600,8219,5344,3379,9981,1866,195,202,4642,0,,
Zavala,8,1600,6172,3716,2471,8840,1723,25,60,4035,458,,
Other, ,,759164,636284,148799,,,,,,,,
