County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Coleman,2/3,1000,1325,846,479,6721,2119,342,162,2379,,,
Collin,2/3,219630,187273,129468,57805,801716,116575,38139,7817,236374,,,
Collingsworth,1,800,701,446,255,2263,555,80,92,847,,,
Colorado,6/5S,4100,3644,2765,879,17107,4850,853,477,5957,,,
Comal,8,23400,27572,19564,8008,125307,28528,5457,1845,38712,,,
Comanche,2/3,3150,3008,1695,1313,10944,3330,330,292,3738,,,
Concho,9/10,600,630,527,103,2288,689,76,66,815,,,
Cooke,2/3,6400,5642,3994,1648,32675,7804,948,552,11640,,,
Coryell,7,11765,7929,5060,2869,60428,8040,1178,610,22789,,,
Cottle,2/3,0,178,119,59,1123,339,5,0,446,,,
Crane,9/10,2350,1035,729,306,3554,594,71,110,1353,,,
Crockett,9/10,0,844,584,260,2694,612,31,56,1031,,,
Crosby,1,2550,1641,1258,383,4421,1085,98,115,1771,,,
Culberson,9/10,800,467,324,143,1746,480,67,0,722,,,
Dallam,1,9290,2460,1654,806,5217,857,40,0,2067,,,
Dallas,2/3,651235,412558,272244,140314,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1300,1593,1052,541,9789,1898,304,112,4206,,,
Deaf Smith,1,2500,2838,1891,947,13439,2423,238,147,5332,,,
Delta,4/5N,300,755,479,276,4222,1118,379,100,1580,,,
Denton,2/3,175240,130277,94714,35563,697330,93499,23806,5913,257836,,,
DeWitt,8,1300,2140,1410,730,16110,4035,319,438,6110,,,
Dickens,1,0,431,374,57,1858,525,21,0,689,,,
Dimmit,8,9495,4143,2879,1264,7539,1749,238,175,3179,,,
Donley,1,400,666,446,220,2716,804,27,65,918,,,
Duval,11,900,2928,2005,923,8600,2031,69,150,3541,,,
Eastland,2/3,1500,2132,1374,758,14970,4054,860,389,5393,,,
Ector,9/10,52330,30152,22200,7952,120896,15970,5303,1016,50679,,,
Edwards,8,0,220,175,45,1555,561,24,0,528,,,
El Paso,9/10,226990,185874,118117,67757,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,28211,20259,7952,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,4904,3472,1432,34875,6256,1250,481,12564,,,
Falls,7,10265,2645,1870,775,14049,3226,328,187,5671,,,
Fannin,2/3,12865,6198,3940,2258,28874,6588,962,614,10987,,,
Fayette,7,2200,3905,3009,896,20879,6679,998,647,6844,,,
Fisher,2/3,800,670,489,181,3088,961,101,28,1061,,,
Floyd,1,800,1286,920,366,4371,1070,132,68,1723,,,
Foard,2/3,600,510,378,132,962,315,7,80,332,,,
Fort Bend,6/5S,168000,173943,113104,60839,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1402,960,442,8554,2367,169,163,2871,,,
Freestone,7,1500,1707,1129,578,15808,3996,553,261,6319,,,
Frio,8,4850,2932,2069,863,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1861,1239,622,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,78246,48647,29599,269280,50987,11784,2830,96486,,,
Garza,1,900,529,394,135,5325,719,33,75,2197,,,
Gillespie,8,11600,6160,4322,1838,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,484,282,202,1099,210,23,0,426,,,
Goliad,8,500,1841,1125,716,6281,1832,39,135,2282,,,
Gonzales,8,2200,3297,2283,1014,15937,3572,550,256,6356,,,
Gray,1,2100,3216,2122,1094,16924,3531,689,315,6978,,,
Grayson,2/3,25100,18857,12091,6766,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,18816,13344,5472,95544,19451,7025,2324,37362,,,
Grimes,7,2100,3393,2410,983,23245,5134,234,311,9653,,,
Guadalupe,8,21265,21622,15349,6273,130517,23614,3801,1225,49282,,,
Hale,1,3500,5000,3344,1656,25476,4604,873,399,10561,,,
Hall,1,0,831,590,241,2406,711,27,72,978,,,
Hamilton,7,2000,1721,1086,635,6832,2146,481,296,2427,,,
Hansford,1,1100,1201,745,456,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1307,865,442,3190,912,102,16,1146,,,
Hardin,6/5S,6400,9651,6735,2916,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,714718,464967,249751,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,6022,4309,1713,51900,11607,3063,608,20509,,,
Hartley,1,1475,1725,1097,628,4561,861,196,94,1669,,,
Haskell,2/3,900,1245,933,312,4831,1266,123,68,1872,,,
Hays,7,44770,34294,23841,10453,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1048,648,400,2827,606,104,98,1066,,,
Henderson,4/5N,6600,9688,6715,2973,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,163087,105428,57659,620824,98328,54962,17074,286328,,,
Hill,7,2800,5172,3277,1895,29198,7684,862,523,11381,,,
Hockley,1,1800,4570,3335,1235,17799,3453,483,263,6829,,,
Hood,2/3,6800,10394,7980,2414,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4263,2784,1479,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2571,1604,967,18929,5176,634,538,7399,,,
Howard,9/10,3900,3877,2406,1471,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,840,543,297,3979,775,33,0,1778,,,
Hunt,2/3,9850,11948,7169,4779,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,3344,2130,1214,16258,3581,504,246,6098,,,
Irion,9/10,0,244,169,75,1234,328,15,0,429,,,
Jack,2/3,1500,1328,961,367,7230,1515,198,149,2732,,,
Jackson,8,4650,3715,2100,1615,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,6897,4816,2081,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,843,676,167,2180,812,28,0,685,,,
Jefferson,6/5S,69090,35284,25356,9928,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1732,1185,547,3791,890,14,60,1572,,,
Jim Wells,11,11265,10806,7325,3481,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,20043,13003,7040,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2265,1530,735,17011,3188,337,254,6981,,,
Karnes,8,3000,2514,1569,945,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,17903,11594,6309,102341,16113,2857,1189,40613,,,
Kendall,8,3600,9303,6450,2853,37890,9152,1091,801,12702,,,
Kenedy,11,0,194,108,86,321,68,1,0,139,,,
Kent,2/3,0,195,136,59,615,201,13,60,198,,,
Kerr,8,5900,7114,5054,2060,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,878,678,200,3651,1288,90,0,1243,,,
King,1,0,31,24,7,205,51,7,0,69,,,
Kinney,8,400,557,411,146,3050,910,11,0,1171,,,
Kleberg,11,18765,12504,7585,4919,24188,4046,1401,341,9265,,,
Knox,2/3,800,1023,683,340,2808,736,95,127,976,,,
La Salle,8,9765,2644,1829,815,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,8745,5988,2757,39402,9726,3115,745,14986,,,
Lamb,1,900,3063,2008,1055,9740,2240,454,226,3968,,,
Lampasas,7,1400,2373,1640,733,17366,4322,348,284,6457,,,
Lavaca,8,3200,3487,2263,1224,16004,4775,820,612,5435,,,
Lee,7,1100,1889,1332,557,13993,3219,334,226,5333,,,
Leon,7,1200,1681,1177,504,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,7414,4564,2850,66868,11399,1398,614,28567,,,
Limestone,7,3000,2495,1688,807,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,639,448,191,2520,617,24,61,919,,,
Live Oak,11,600,2076,1334,742,10055,2533,35,100,3769,,,
Llano,7,1800,3259,2573,686,18908,8119,277,358,5362,,,
Loving,9/10,0,21,18,3,129,23,0,0,50,,,
Lubbock,1,116700,89166,58666,30500,244992,39476,20974,4093,83028,,,
Lynn,1,500,1302,886,416,4496,974,191,40,1838,,,
Madison,7,1200,1186,823,363,11595,2264,299,258,4451,,,
Marion,4/5N,100,844,587,257,8277,2697,351,158,3058,,,
Martin,9/10,900,1227,904,323,4136,659,165,0,1624,,,
Mason,9/10,600,908,718,190,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3474,2244,1230,28247,6391,1113,369,11409,,,
Maverick,8,13400,6292,4961,1331,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1221,929,292,6435,1792,212,122,2275,,,
McLennan,7,51830,39759,27021,12738,200781,37728,11153,3621,71906,,,
McMullen,11,300,120,97,23,616,189,10,0,202,,,
Medina,8,3400,7879,5334,2545,41263,8757,899,536,16090,,,
Menard,9/10,400,585,502,83,1790,699,9,40,550,,,
Midland,9/10,54425,36183,25418,10765,131025,18438,5950,1288,49538,,,
Milam,7,3500,3790,2246,1544,19689,5245,532,297,7641,,,
Mills,7,500,1047,671,376,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,1040,727,313,6958,1259,265,96,2753,,,
Montague,2/3,2650,4100,2430,1670,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,84819,56708,28111,467232,81457,20255,3836,157396,,,
Moore,1,1800,5438,4125,1313,14986,2372,448,176,6143,,,
Morris,4/5N,800,1120,782,338,9830,2730,77,179,3692,,,
Motley,1,0,203,150,53,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,11719,6872,4847,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,9549,6889,2660,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,1969,1405,564,11298,2878,55,113,4648,,,
Nolan,2/3,3500,3002,1769,1233,11321,2737,519,251,4249,,,
Nueces,11,98515,70968,45532,25436,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1392,861,531,7106,1148,200,114,2812,,,
Oldham,1,600,465,273,192,1728,316,18,0,654,,,
Orange,6/5S,2000,9020,6903,2117,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2676,1779,897,23207,5893,864,283,8796,,,
Panola,4/5N,1900,2192,1409,783,18462,4589,473,377,7117,,,
Parker,2/3,25100,23563,14781,8782,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2234,1421,813,7222,1366,161,174,2910,,,
Pecos,9/10,2600,4598,3664,934,12317,2141,400,120,5047,,,
Polk,4/5N,4400,7449,5160,2289,42276,9733,1184,574,17118,,,
Potter,1,100595,30176,18298,11878,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,2177,1653,524,5069,1601,27,0,2039,,,
Rains,4/5N,700,1228,817,411,10277,3123,163,68,3649,,,
Randall,1,6900,45378,26868,18510,108431,21424,2812,869,34803,,,
Reagan,9/10,400,612,481,131,2841,427,52,42,1173,,,
Real,8,400,1037,717,320,2943,1053,25,86,1051,,,
Red River,4/5N,1300,2058,1416,642,9965,3044,420,252,3717,,,
Reeves,9/10,10065,5378,3226,2152,12781,1878,281,89,5277,,,
Refugio,11,900,1696,1010,686,5583,1617,228,154,2031,,,
Roberts,1,0,180,128,52,672,193,16,0,227,,,
Robertson,7,1300,2414,1785,629,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,19056,12712,6344,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1929,1219,710,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,5168,3657,1511,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2260,1413,847,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1636,1165,471,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,3105,1992,1113,23444,6488,132,190,9275,,,
San Patricio,11,5000,10539,7295,3244,51116,10209,975,347,19063,,,
San Saba,7,400,334,243,91,5000,1465,33,72,1828,,,
Schleicher,9/10,600,563,434,129,2218,559,65,34,793,,,
Scurry,2/3,5295,3900,2428,1472,13000,2566,399,128,5165,,,
Shackelford,2/3,500,495,379,116,2612,691,52,0,937,,,
Shelby,4/5N,1900,2199,1351,848,19449,4532,540,369,7876,,,
Sherman,1,700,691,512,179,2294,462,24,42,868,,,
Smith,4/5N,88900,42482,27980,14502,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1448,1101,347,7386,1770,457,220,2741,,,
Starr,11,10300,10188,7312,2876,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,975,691,284,7542,1890,168,92,2928,,,
Sterling,9/10,100,144,112,32,975,186,10,44,375,,,
Stonewall,2/3,600,379,273,106,1095,361,63,53,369,,,
Sutton,9/10,600,496,364,132,2992,723,91,0,1051,,,
Swisher,1,600,1515,1029,486,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,341425,207305,134120,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,29450,19580,9870,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,389,225,164,639,255,10,0,207,,,
Terry,1,3850,2955,2015,940,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,484,382,102,1247,445,64,0,399,,,
Titus,4/5N,5700,3119,2082,1037,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,25435,16797,8638,93752,18625,6702,1601,33131,,,
Travis,7,289990,186568,124142,62426,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2562,1786,776,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3488,2338,1150,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3698,2615,1083,33011,7825,714,567,12366,,,
Upton,9/10,800,935,730,205,2730,537,170,30,1105,,,
Uvalde,8,11665,7673,4788,2885,20379,4508,1498,515,8253,,,
Val Verde,8,7700,6033,4691,1342,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,6429,4268,2161,45216,11495,1280,711,16861,,,
Victoria,8,21350,17649,12017,5632,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,6764,4582,2182,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,5217,3558,1659,43350,6546,1182,466,16819,,,
Ward,9/10,900,2554,2017,537,8921,1629,137,92,3551,,,
Washington,7,24000,7103,5440,1663,29086,7889,2581,1018,10662,,,
Webb,11,58600,53863,37736,16127,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4773,3118,1655,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1194,775,419,3915,1002,200,114,1459,,,
Wichita,2/3,34590,28669,17715,10954,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3919,2633,1286,10361,2421,457,304,4240,,,
Willacy,11,1100,2956,2111,845,16897,3057,325,557,7612,,,
Williamson,7,101750,78776,53583,25193,458433,73202,14404,4639,146388,,,
Wilson,8,5100,7581,4714,2867,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1290,906,384,5954,964,102,0,2445,,,
Wise,2/3,9120,9352,5782,3570,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6489,4493,1996,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1398,934,464,6135,1033,225,60,2367,,,
Young,2/3,3900,3233,2197,1036,14219,3774,862,431,5296,,,
Zapata,11,1700,2099,1590,509,9981,1866,195,202,4642,,,
Zavala,8,300,3233,2475,758,8840,1723,25,60,4035,,,
*Other,N/A,720525,214992,173027,41965,,,,,,,,
,,,,,,,,,,,,,
