County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Deaf Smith,1,4800,7748,4695,3564,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2110,1203,977,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,543620,603964,359899,259154,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,966,552,476,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7654,4418,3269,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1694,1012,729,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3500,7929,4699,3643,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6170,7934,4782,3762,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,115830,76988,43756,35043,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1002,571,448,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,654840,626764,394050,251321,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,120930,100604,61300,43053,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24000,17680,10421,7911,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29385,7522,4627,3158,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,36225,14424,8456,6885,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8600,13672,8356,6413,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1686,984,810,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3125,1762,1463,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,715,425,320,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,488430,613888,370108,262275,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4242,2577,1899,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4000,6807,4206,3122,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13250,8497,5342,3874,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,4796,2910,2233,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,292670,232758,134658,102362,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2318,1454,1276,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31200,17703,10491,7731,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,914,561,466,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4032,2312,1955,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11200,10730,6548,5263,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5200,9104,5323,4173,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,63500,61805,38328,29362,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,120045,61764,35518,27625,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,14571,9041,6258,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91095,84410,53772,38285,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12800,13956,8233,6576,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1693,988,828,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,4983,2995,2457,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2833,1681,1526,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2331,1338,1181,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,23975,14013,10496,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3156680,2763275,1745168,1129121,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,25511,15335,11960,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3094,1790,1317,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3000,3106,1832,1414,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,164160,144196,92685,58661,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2109,1254,1140,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,22370,35534,21300,16032,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,603890,613168,380227,254094,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10200,16768,10086,8009,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,11524,6746,5488,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31470,39050,22048,17859,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,15394,9036,6995,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6400,9938,6128,4542,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12063,6974,5736,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,2908,1695,1318,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,36870,37791,22864,16366,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9038,5195,4054,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,841,472,382,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3800,3860,2282,1820,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,7547,4589,3221,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15170,15005,8554,7049,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1923,1060,918,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,229800,121222,72028,50425,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4174,2358,1843,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,34255,26917,15360,12234,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,100900,82624,48628,35922,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,6275,3813,2954,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,7253,4687,3371,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,62350,67401,41761,28108,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,17900,32909,20244,14226,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,321,175,149,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,391,225,191,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,27036,16212,11799,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2497,1429,1179,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,101,70,35,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1877,1144,766,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,57555,24572,13714,11240,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1975,1092,991,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24435,5225,2902,2490,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,27900,22910,13054,10710,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6521,3883,3006,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9580,6038,4137,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8600,10588,6391,5140,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5500,8616,5177,3821,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,7758,4811,3754,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,39725,31083,19894,12822,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,7700,9246,5637,4228,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1370,763,666,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3300,4986,2818,2294,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6700,14710,8738,6823,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,59,35,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,233220,178903,104213,79926,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,2903,1685,1303,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3700,5085,3387,2104,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4379,2585,2090,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2334,1387,1049,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2828,1562,1352,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16450,19168,11606,8300,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,44800,39143,28176,13223,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3541,2079,1608,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,145680,129847,79306,57903,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,401,232,200,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16800,27531,17074,12404,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1429,824,733,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135735,86458,48891,39054,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,10400,12298,7078,5553,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2664,1520,1235,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,2562,1545,1075,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4750,8768,5099,4071,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,387390,309463,199365,119580,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7040,12164,7037,5354,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5222,3281,2369,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,554,353,211,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,32600,30343,19373,14549,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,26610,15310,11815,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4133,2295,1930,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,6948,4404,3640,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,264705,226604,134221,98753,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4601,2535,2272,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,844,487,383,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4900,29775,17706,12943,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12162,7201,5506,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7395,4538,3564,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,70220,72282,42123,32499,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,4996,2801,2454,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,9441,5247,4471,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,21842,12866,9957,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,186995,53544,31859,22724,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,7995,4514,3661,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,4703,2730,2096,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,74070,42762,33571,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1690,1002,894,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1900,2291,1240,1086,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5342,3143,2608,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,8666,4736,4024,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4597,2551,2137,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,327,179,161,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,7980,4906,3817,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,56995,73299,45401,30648,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5604,3146,2756,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11070,19449,11841,8883,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5138,2910,2455,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4402,2525,1991,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,9970,5970,4756,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20070,37071,22292,16450,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2234,1383,931,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1594,873,770,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7095,7759,4522,3717,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1628,906,757,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8600,5160,4105,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1377,827,621,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,201720,119576,69016,52774,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5000,4620,2741,2169,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,40740,54637,33023,26985,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3615,2193,1805,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,582,336,249,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,768,445,377,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2253,1244,1036,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3070,1832,1578,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1385220,1203970,725845,507431,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,93635,74244,41735,34400,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,667,393,291,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6355,3657,3075,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,973,527,460,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,24900,12321,7777,4975,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,94740,66825,37074,30785,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1585850,945882,596661,387450,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,6805,3998,3134,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8900,8103,4597,3690,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,14664,8541,6762,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2130,1162,975,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31045,16982,9511,7965,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,42730,28384,18223,12149,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,12600,21707,13074,9786,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,58590,48086,28443,20753,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,34270,28779,18628,12173,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,14270,21527,13467,9082,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6241,3539,2975,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,21806,12726,9548,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,190580,216084,135236,91141,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18390,19715,12627,8531,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2305,1334,1154,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,62124,37050,28982,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,7902,4593,4096,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,7900,14333,8314,6273,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,410300,406836,259560,164412,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,23832,15058,10168,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3611,2102,1744,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29580,28801,17320,13028,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6600,22080,13159,10368,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,3780,2424,1793,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8400,8761,5073,4373,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8100,10502,6208,5038,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2000,7567,4280,3347,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,179754,122865,65214,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
