County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Hutchinson,1,1400,4337,2973,1364,16258,3581,504,246,6098,,,
Irion,9/10,0,315,190,125,1234,328,15,0,429,,,
Jack,2/3,2000,1693,1269,424,7230,1515,198,149,2732,,,
Jackson,8,4650,4016,2249,1767,11425,2720,380,237,4205,,,
Jasper,4/5N,12100,8318,5322,2996,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,500,1190,698,492,2180,812,28,0,685,,,
Jefferson,6/5S,83690,43718,31333,12385,197382,37595,13127,2431,90120,,,
Jim Hogg,11,800,1884,1238,646,3791,890,14,60,1572,,,
Jim Wells,11,13905,14060,8654,5406,30579,6358,3897,985,12474,,,
Johnson,2/3,26550,24513,15663,8850,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2727,1734,993,17011,3188,337,254,6981,,,
Karnes,8,3600,3005,1863,1142,12669,2211,370,244,5177,,,
Kaufman,2/3,15750,21022,13403,7619,102341,16113,2857,1189,40613,,,
Kendall,8,4100,11555,7702,3853,37890,9152,1091,801,12702,,,
Kenedy,11,0,201,110,91,321,68,1,0,139,,,
Kent,2/3,0,226,159,67,615,201,13,60,198,,,
Kerr,8,7800,8566,5582,2984,43793,14769,2805,1022,13990,,,
Kimble,9/10,1100,1306,917,389,3651,1288,90,0,1243,,,
King,1,0,42,32,10,205,51,7,0,69,,,
Kinney,8,900,632,429,203,3050,910,11,0,1171,,,
Kleberg,11,23205,14528,8440,6088,24188,4046,1401,341,9265,,,
Knox,2/3,1100,1073,713,360,2808,736,95,127,976,,,
La Salle,8,12305,3239,1876,1363,6212,1018,22,60,2410,,,
Lamar,4/5N,10800,11325,7642,3683,39402,9726,3115,745,14986,,,
Lamb,1,900,3544,2288,1256,9740,2240,454,226,3968,,,
Lampasas,7,1700,2802,1842,960,17366,4322,348,284,6457,,,
Lavaca,8,3200,4342,2893,1449,16004,4775,820,612,5435,,,
Lee,7,1300,2422,1761,661,13993,3219,334,226,5333,,,
Leon,7,1500,2277,1596,681,13946,4334,155,74,4662,,,
Liberty,6/5S,16505,8732,5374,3358,66868,11399,1398,614,28567,,,
Limestone,7,3100,3439,2447,992,18871,4670,2332,1060,7512,,,
Lipscomb,1,500,714,487,227,2520,617,24,61,919,,,
Live Oak,11,900,2413,1458,955,10055,2533,35,100,3769,,,
Llano,7,2800,4443,3553,890,18908,8119,277,358,5362,,,
Loving,9/10,0,22,15,7,129,23,0,0,50,,,
Lubbock,1,130300,98130,62781,35349,244992,39476,20974,4093,83028,,,
Lynn,1,500,1507,1012,495,4496,974,191,40,1838,,,
Madison,7,1200,1417,1004,413,11595,2264,299,258,4451,,,
Marion,4/5N,200,1068,709,359,8277,2697,351,158,3058,,,
Martin,9/10,900,1250,910,340,4136,659,165,0,1624,,,
Mason,9/10,600,1249,931,318,3521,1250,104,0,1147,,,
Matagorda,6/5S,4400,4403,2915,1488,28247,6391,1113,369,11409,,,
Maverick,8,17800,7847,6254,1593,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1800,1353,1007,346,6435,1792,212,122,2275,,,
McLennan,7,59710,48480,31651,16829,200781,37728,11153,3621,71906,,,
McMullen,11,400,171,106,65,616,189,10,0,202,,,
Medina,8,4100,9751,6453,3298,41263,8757,899,536,16090,,,
Menard,9/10,400,755,532,223,1790,699,9,40,550,,,
Midland,9/10,66425,37920,26447,11473,131025,18438,5950,1288,49538,,,
Milam,7,3700,4464,2855,1609,19689,5245,532,297,7641,,,
Mills,7,500,1129,721,408,4006,1416,149,152,1305,,,
Mitchell,2/3,1800,1064,729,335,6958,1259,265,96,2753,,,
Montague,2/3,2650,4765,2649,2116,15872,4444,560,383,5668,,,
Montgomery,6/5S,141880,106380,64980,41400,467232,81457,20255,3836,157396,,,
Moore,1,2000,6715,4356,2359,14986,2372,448,176,6143,,,
Morris,4/5N,1000,1460,985,475,9830,2730,77,179,3692,,,
Motley,1,0,222,157,65,994,368,22,50,319,,,
Nacogdoches,4/5N,13000,13477,8258,5219,51773,9953,2530,755,19948,,,
Navarro,2/3,15300,11676,8140,3536,38360,8651,1720,869,15775,,,
Newton,4/5N,1500,2199,1476,723,11298,2878,55,113,4648,,,
Nolan,2/3,3700,3542,2045,1497,11321,2737,519,251,4249,,,
Nueces,11,112155,86806,52406,34400,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1680,1060,620,7106,1148,200,114,2812,,,
Oldham,1,800,526,311,215,1728,316,18,0,654,,,
Orange,6/5S,2000,11012,8388,2624,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2900,3837,2797,1040,23207,5893,864,283,8796,,,
Panola,4/5N,2100,2604,1685,919,18462,4589,473,377,7117,,,
Parker,2/3,29880,27407,16641,10766,111686,22331,2890,1301,40567,,,
Parmer,1,1200,2702,1461,1241,7222,1366,161,174,2910,,,
Pecos,9/10,3400,5436,3948,1488,12317,2141,400,120,5047,,,
Polk,4/5N,5300,8662,5780,2882,42276,9733,1184,574,17118,,,
Potter,1,111595,32684,19493,13191,88673,15203,10224,1770,35559,,,
Presidio,9/10,2700,3276,2363,913,5069,1601,27,0,2039,,,
Rains,4/5N,800,1586,1019,567,10277,3123,163,68,3649,,,
Randall,1,7700,48814,28263,20551,108431,21424,2812,869,34803,,,
Reagan,9/10,500,707,485,222,2841,427,52,42,1173,,,
Real,8,500,1080,729,351,2943,1053,25,86,1051,,,
Red River,4/5N,1400,2476,1630,846,9965,3044,420,252,3717,,,
Reeves,9/10,12405,6131,3469,2662,12781,1878,281,89,5277,,,
Refugio,11,1000,1793,1049,744,5583,1617,228,154,2031,,,
Roberts,1,0,184,129,55,672,193,16,0,227,,,
Robertson,7,1400,2862,2062,800,13474,3412,252,252,4991,,,
Rockwall,2/3,15855,23524,15216,8308,80325,13395,3750,1347,27575,,,
Runnels,2/3,2300,2293,1386,907,8184,2153,405,312,2979,,,
Rusk,4/5N,3600,6363,4244,2119,43777,9197,1501,759,17428,,,
Sabine,4/5N,1900,2780,1791,989,8871,3267,572,186,3077,,,
San Augustine,4/5N,1700,1871,1311,560,6811,2227,415,337,2590,,,
San Jacinto,4/5N,2200,3935,2363,1572,23444,6488,132,190,9275,,,
San Patricio,11,6100,13555,8795,4760,51116,10209,975,347,19063,,,
San Saba,7,600,451,334,117,5000,1465,33,72,1828,,,
Schleicher,9/10,600,738,545,193,2218,559,65,34,793,,,
Scurry,2/3,5395,4231,2601,1630,13000,2566,399,128,5165,,,
Shackelford,2/3,800,579,432,147,2612,691,52,0,937,,,
Shelby,4/5N,3370,2474,1554,920,19449,4532,540,369,7876,,,
Sherman,1,1200,977,599,378,2294,462,24,42,868,,,
Smith,4/5N,98190,50382,30169,20213,182283,39337,19690,3030,62467,,,
Somervell,2/3,1600,2058,1475,583,7386,1770,457,220,2741,,,
Starr,11,12600,15008,11190,3818,45765,7370,4479,1999,21117,,,
Stephens,2/3,1500,1255,944,311,7542,1890,168,92,2928,,,
Sterling,9/10,100,197,131,66,975,186,10,44,375,,,
Stonewall,2/3,1000,389,273,116,1095,361,63,53,369,,,
Sutton,9/10,800,834,547,287,2992,723,91,0,1051,,,
Swisher,1,1000,1819,1114,705,5764,1305,114,61,2381,,,
Tarrant,2/3,577670,399768,236388,163380,1617160,244511,86106,18386,590239,,,
Taylor,2/3,42425,33945,21976,11969,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,398,229,169,639,255,10,0,207,,,
Terry,1,4050,3733,2127,1606,9307,1858,345,178,3985,,,
Throckmorton,2/3,1000,704,410,294,1247,445,64,0,399,,,
Titus,4/5N,6200,3689,2425,1264,24323,4845,1811,633,9797,,,
Tom Green,9/10,40900,31293,18949,12344,93752,18625,6702,1601,33131,,,
Travis,7,360770,227644,151348,76296,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3150,3416,1903,1513,12104,3956,347,241,4400,,,
Tyler,4/5N,4500,4019,2729,1290,17963,4895,476,238,6926,,,
Upshur,4/5N,1900,4981,3296,1685,33011,7825,714,567,12366,,,
Upton,9/10,900,1181,829,352,2730,537,170,30,1105,,,
Uvalde,8,14005,8835,5516,3319,20379,4508,1498,515,8253,,,
Val Verde,8,10570,9495,5839,3656,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,4700,7685,4951,2734,45216,11495,1280,711,16861,,,
Victoria,8,25550,19616,12588,7028,71388,15242,5624,1030,27119,,,
Walker,6/5S,10200,8333,5477,2856,63471,10049,1526,400,24628,,,
Waller,6/5S,4900,6378,4147,2231,43350,6546,1182,466,16819,,,
Ward,9/10,2070,3105,2504,601,8921,1629,137,92,3551,,,
Washington,7,31000,8669,6060,2609,29086,7889,2581,1018,10662,,,
Webb,11,70600,69729,46667,23062,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4700,5755,3550,2205,32110,7239,1438,615,12933,,,
Wheeler,1,1600,1321,859,462,3915,1002,200,114,1459,,,
Wichita,2/3,35990,32647,18951,13696,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6800,4465,2889,1576,10361,2421,457,304,4240,,,
Willacy,11,1400,4120,2524,1596,16897,3057,325,557,7612,,,
Williamson,7,130550,96829,66637,30192,458433,73202,14404,4639,146388,,,
Wilson,8,5600,9186,5791,3395,40488,8411,1224,615,13986,,,
Winkler,9/10,800,1845,1340,505,5954,964,102,0,2445,,,
Wise,2/3,10390,11463,7501,3962,54722,10598,3589,552,22459,,,
Wood,4/5N,2900,8051,5083,2968,38005,12527,1046,880,13019,,,
Yoakum,1,1100,1625,1111,514,6135,1033,225,60,2367,,,
Young,2/3,4100,3861,2596,1265,14219,3774,862,431,5296,,,
Zapata,11,2400,3376,2468,908,9981,1866,195,202,4642,,,
Zavala,8,400,3594,2654,940,8840,1723,25,60,4035,,,
*Other,N/A,0,263274,213409,49865,,,,,,,,
,,,,,,,,,,,,,
