County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Kenedy,11,0,118,109,9,321,68,1,0,139,,,
Kent,2/3,0,91,82,9,615,201,13,60,198,,,
Kerr,8,5300,5209,3948,1261,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,611,540,71,3651,1288,90,0,1243,,,
King,1,0,37,28,9,205,51,7,0,69,,,
Kinney,8,200,412,394,18,3050,910,11,0,1171,,,
Kleberg,11,10175,6355,5789,566,24188,4046,1401,341,9265,,,
Knox,2/3,700,819,647,172,2808,736,95,127,976,,,
La Salle,8,4400,1795,1694,101,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,5627,4280,1347,39402,9726,3115,745,14986,,,
Lamb,1,600,1867,1477,390,9740,2240,454,226,3968,,,
Lampasas,7,800,1513,1219,294,17366,4322,348,284,6457,,,
Lavaca,8,2300,2356,1560,796,16004,4775,820,612,5435,,,
Lee,7,800,1295,973,322,13993,3219,334,226,5333,,,
Leon,7,900,981,690,291,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,4558,3410,1148,66868,11399,1398,614,28567,,,
Limestone,7,1700,1538,1141,397,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,485,369,116,2520,617,24,61,919,,,
Live Oak,11,400,1228,983,245,10055,2533,35,100,3769,,,
Llano,7,1200,2486,2073,413,18908,8119,277,358,5362,,,
Loving,9/10,0,27,27,0,129,23,0,0,50,,,
Lubbock,1,95200,63916,47035,16881,244992,39476,20974,4093,83028,,,
Lynn,1,400,838,599,239,4496,974,191,40,1838,,,
Madison,7,900,703,474,229,11595,2264,299,258,4451,,,
Marion,4/5N,0,412,299,113,8277,2697,351,158,3058,,,
Martin,9/10,800,1154,873,281,4136,659,165,0,1624,,,
Mason,9/10,400,547,416,131,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,2420,1688,732,28247,6391,1113,369,11409,,,
Maverick,8,9100,4760,3826,934,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,682,577,105,6435,1792,212,122,2275,,,
McLennan,7,34950,26156,21134,5022,200781,37728,11153,3621,71906,,,
McMullen,11,100,104,99,5,616,189,10,0,202,,,
Medina,8,2600,4637,3536,1101,41263,8757,899,536,16090,,,
Menard,9/10,200,348,284,64,1790,699,9,40,550,,,
Midland,9/10,32275,21663,18066,3597,131025,18438,5950,1288,49538,,,
Milam,7,2700,2519,1759,760,19689,5245,532,297,7641,,,
Mills,7,300,693,477,216,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,888,635,253,6958,1259,265,96,2753,,,
Montague,2/3,2350,2473,2169,304,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,49605,35563,14042,467232,81457,20255,3836,157396,,,
Moore,1,1500,2554,1713,841,14986,2372,448,176,6143,,,
Morris,4/5N,500,749,494,255,9830,2730,77,179,3692,,,
Motley,1,0,193,153,40,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,8480,5945,2535,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,5843,4935,908,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1198,1039,159,11298,2878,55,113,4648,,,
Nolan,2/3,2200,2125,1593,532,11321,2737,519,251,4249,,,
Nueces,11,74275,36925,25106,11819,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,1022,783,239,7106,1148,200,114,2812,,,
Oldham,1,300,366,243,123,1728,316,18,0,654,,,
Orange,6/5S,1600,3993,3231,762,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,1877,1444,433,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1364,1011,353,18462,4589,473,377,7117,,,
Parker,2/3,15350,14783,11038,3745,111686,22331,2890,1301,40567,,,
Parmer,1,800,1565,1184,381,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2237,1734,503,12317,2141,400,120,5047,,,
Polk,4/5N,4300,4073,3255,818,42276,9733,1184,574,17118,,,
Potter,1,84125,24508,16244,8264,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1213,1016,197,5069,1601,27,0,2039,,,
Rains,4/5N,300,745,556,189,10277,3123,163,68,3649,,,
Randall,1,6100,36876,24055,12821,108431,21424,2812,869,34803,,,
Reagan,9/10,300,373,279,94,2841,427,52,42,1173,,,
Real,8,200,481,380,101,2943,1053,25,86,1051,,,
Red River,4/5N,800,1377,1218,159,9965,3044,420,252,3717,,,
Reeves,9/10,5775,3145,2779,366,12781,1878,281,89,5277,,,
Refugio,11,700,1184,797,387,5583,1617,228,154,2031,,,
Roberts,1,0,134,90,44,672,193,16,0,227,,,
Robertson,7,1000,1297,1013,284,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,12037,9024,3013,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1541,1042,499,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,2504,1917,587,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1402,1110,292,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,749,563,186,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,1895,1461,434,23444,6488,132,190,9275,,,
San Patricio,11,3200,5762,4496,1266,51116,10209,975,347,19063,,,
San Saba,7,300,239,181,58,5000,1465,33,72,1828,,,
Schleicher,9/10,400,236,156,80,2218,559,65,34,793,,,
Scurry,2/3,3925,1367,1091,276,13000,2566,399,128,5165,,,
Shackelford,2/3,300,314,265,49,2612,691,52,0,937,,,
Shelby,4/5N,1700,1340,936,404,19449,4532,540,369,7876,,,
Sherman,1,500,351,314,37,2294,462,24,42,868,,,
Smith,4/5N,63600,28094,21285,6809,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1102,870,232,7386,1770,457,220,2741,,,
Starr,11,6400,6235,4529,1706,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,463,398,65,7542,1890,168,92,2928,,,
Sterling,9/10,100,117,100,17,975,186,10,44,375,,,
Stonewall,2/3,500,186,140,46,1095,361,63,53,369,,,
Sutton,9/10,400,430,345,85,2992,723,91,0,1051,,,
Swisher,1,500,1177,903,274,5764,1305,114,61,2381,,,
Tarrant,2/3,395350,196403,144200,52203,1617160,244511,86106,18386,590239,,,
Taylor,2/3,22375,20668,15420,5248,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,217,197,20,639,255,10,0,207,,,
Terry,1,3450,2556,1903,653,9307,1858,345,178,3985,,,
Throckmorton,2/3,500,427,359,68,1247,445,64,0,399,,,
Titus,4/5N,4300,1943,1334,609,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,19333,13357,5976,93752,18625,6702,1601,33131,,,
Travis,7,217400,131241,96556,34685,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,1725,1402,323,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,2539,1863,676,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2257,1715,542,33011,7825,714,567,12366,,,
Upton,9/10,400,668,518,150,2730,537,170,30,1105,,,
Uvalde,8,7175,4327,3537,790,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5354,4221,1133,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,4403,3256,1147,45216,11495,1280,711,16861,,,
Victoria,8,13475,12039,8562,3477,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,4584,3446,1138,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3117,2434,683,43350,6546,1182,466,16819,,,
Ward,9/10,600,1071,847,224,8921,1629,137,92,3551,,,
Washington,7,14000,4456,3627,829,29086,7889,2581,1018,10662,,,
Webb,11,46900,35235,26917,8318,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,2810,2071,739,32110,7239,1438,615,12933,,,
Wheeler,1,900,796,599,197,3915,1002,200,114,1459,,,
Wichita,2/3,28000,21987,15454,6533,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3281,2250,1031,10361,2421,457,304,4240,,,
Willacy,11,800,2118,1683,435,16897,3057,325,557,7612,,,
Williamson,7,65550,55803,41034,14769,458433,73202,14404,4639,146388,,,
Wilson,8,4100,5553,3646,1907,40488,8411,1224,615,13986,,,
Winkler,9/10,400,733,569,164,5954,964,102,0,2445,,,
Wise,2/3,6850,6653,4132,2521,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,3462,2727,735,38005,12527,1046,880,13019,,,
Yoakum,1,800,954,614,340,6135,1033,225,60,2367,,,
Young,2/3,2700,1825,1306,519,14219,3774,862,431,5296,,,
Zapata,11,700,1167,1029,138,9981,1866,195,202,4642,,,
Zavala,8,200,2313,2104,209,8840,1723,25,60,4035,,,
*Other,N/A,9775,332153,266648,65505,,,,,,,,
,,,,,,,,,,,,,
