County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Grimes,7,2100,3774,2753,1021,23245,5134,234,311,9653,,,
Guadalupe,8,21265,22611,15991,6620,130517,23614,3801,1225,49282,,,
Hale,1,3500,5250,3541,1709,25476,4604,873,399,10561,,,
Hall,1,0,885,635,250,2406,711,27,72,978,,,
Hamilton,7,2000,1815,1174,641,6832,2146,481,296,2427,,,
Hansford,1,1100,1235,771,464,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1326,885,441,3190,912,102,16,1146,,,
Hardin,6/5S,6400,10483,7408,3075,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,737528,479726,257802,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,7023,4858,2165,51900,11607,3063,608,20509,,,
Hartley,1,1475,2087,1241,846,4561,861,196,94,1669,,,
Haskell,2/3,900,1313,975,338,4831,1266,123,68,1872,,,
Hays,7,44770,36154,24921,11233,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1131,725,406,2827,606,104,98,1066,,,
Henderson,4/5N,6600,10136,6967,3169,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,170447,109793,60654,620824,98328,54962,17074,286328,,,
Hill,7,2800,5572,3584,1988,29198,7684,862,523,11381,,,
Hockley,1,1800,5519,3655,1864,17799,3453,483,263,6829,,,
Hood,2/3,6800,11350,8687,2663,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4537,2958,1579,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2745,1737,1008,18929,5176,634,538,7399,,,
Howard,9/10,3900,4028,2509,1519,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,890,581,309,3979,775,33,0,1778,,,
Hunt,2/3,9850,12767,7813,4954,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,3506,2269,1237,16258,3581,504,246,6098,,,
Irion,9/10,0,254,178,76,1234,328,15,0,429,,,
Jack,2/3,1500,1626,1247,379,7230,1515,198,149,2732,,,
Jackson,8,4650,3747,2116,1631,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,7341,4911,2430,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,878,685,193,2180,812,28,0,685,,,
Jefferson,6/5S,69090,38119,27802,10317,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1774,1195,579,3791,890,14,60,1572,,,
Jim Wells,11,11265,13509,8446,5063,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,21808,14293,7515,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2413,1588,825,17011,3188,337,254,6981,,,
Karnes,8,3000,2601,1609,992,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,18706,12086,6620,102341,16113,2857,1189,40613,,,
Kendall,8,3600,9824,6752,3072,37890,9152,1091,801,12702,,,
Kenedy,11,0,198,110,88,321,68,1,0,139,,,
Kent,2/3,0,212,150,62,615,201,13,60,198,,,
Kerr,8,5900,7509,5223,2286,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,917,682,235,3651,1288,90,0,1243,,,
King,1,0,34,27,7,205,51,7,0,69,,,
Kinney,8,400,594,417,177,3050,910,11,0,1171,,,
Kleberg,11,18765,13096,7702,5394,24188,4046,1401,341,9265,,,
Knox,2/3,800,1034,692,342,2808,736,95,127,976,,,
La Salle,8,9765,2697,1856,841,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,10445,7017,3428,39402,9726,3115,745,14986,,,
Lamb,1,900,3336,2187,1149,9740,2240,454,226,3968,,,
Lampasas,7,1400,2425,1661,764,17366,4322,348,284,6457,,,
Lavaca,8,3200,3859,2512,1347,16004,4775,820,612,5435,,,
Lee,7,1100,2078,1506,572,13993,3219,334,226,5333,,,
Leon,7,1200,1816,1273,543,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,7742,4755,2987,66868,11399,1398,614,28567,,,
Limestone,7,3000,3031,2127,904,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,645,451,194,2520,617,24,61,919,,,
Live Oak,11,600,2171,1365,806,10055,2533,35,100,3769,,,
Llano,7,1800,3457,2712,745,18908,8119,277,358,5362,,,
Loving,9/10,0,21,17,4,129,23,0,0,50,,,
Lubbock,1,116700,91693,59637,32056,244992,39476,20974,4093,83028,,,
Lynn,1,500,1413,971,442,4496,974,191,40,1838,,,
Madison,7,1200,1254,884,370,11595,2264,299,258,4451,,,
Marion,4/5N,100,962,650,312,8277,2697,351,158,3058,,,
Martin,9/10,900,1230,906,324,4136,659,165,0,1624,,,
Mason,9/10,600,1103,891,212,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3627,2377,1250,28247,6391,1113,369,11409,,,
Maverick,8,13400,6691,5311,1380,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1265,969,296,6435,1792,212,122,2275,,,
McLennan,7,51830,43614,29322,14292,200781,37728,11153,3621,71906,,,
McMullen,11,300,147,103,44,616,189,10,0,202,,,
Medina,8,3400,8477,5760,2717,41263,8757,899,536,16090,,,
Menard,9/10,400,670,515,155,1790,699,9,40,550,,,
Midland,9/10,54425,36549,25592,10957,131025,18438,5950,1288,49538,,,
Milam,7,3500,4055,2495,1560,19689,5245,532,297,7641,,,
Mills,7,500,1076,699,377,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,1045,725,320,6958,1259,265,96,2753,,,
Montague,2/3,2650,4287,2514,1773,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,92404,60249,32155,467232,81457,20255,3836,157396,,,
Moore,1,1800,5749,4232,1517,14986,2372,448,176,6143,,,
Morris,4/5N,800,1305,897,408,9830,2730,77,179,3692,,,
Motley,1,0,207,154,53,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,11896,6969,4927,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,10700,7649,3051,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,2055,1422,633,11298,2878,55,113,4648,,,
Nolan,2/3,3500,3162,1787,1375,11321,2737,519,251,4249,,,
Nueces,11,98515,75457,47509,27948,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1440,904,536,7106,1148,200,114,2812,,,
Oldham,1,600,472,274,198,1728,316,18,0,654,,,
Orange,6/5S,2000,9947,7696,2251,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,3257,2316,941,23207,5893,864,283,8796,,,
Panola,4/5N,1900,2340,1498,842,18462,4589,473,377,7117,,,
Parker,2/3,25100,24798,15529,9269,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2320,1432,888,7222,1366,161,174,2910,,,
Pecos,9/10,2600,4614,3671,943,12317,2141,400,120,5047,,,
Polk,4/5N,4400,7977,5556,2421,42276,9733,1184,574,17118,,,
Potter,1,100595,30599,18568,12031,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,2825,2051,774,5069,1601,27,0,2039,,,
Rains,4/5N,700,1324,902,422,10277,3123,163,68,3649,,,
Randall,1,6900,46040,27255,18785,108431,21424,2812,869,34803,,,
Reagan,9/10,400,622,488,134,2841,427,52,42,1173,,,
Real,8,400,1044,722,322,2943,1053,25,86,1051,,,
Red River,4/5N,1300,2238,1561,677,9965,3044,420,252,3717,,,
Reeves,9/10,10065,5622,3266,2356,12781,1878,281,89,5277,,,
Refugio,11,900,1707,1015,692,5583,1617,228,154,2031,,,
Roberts,1,0,181,129,52,672,193,16,0,227,,,
Robertson,7,1300,2570,1878,692,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,20416,13590,6826,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1950,1235,715,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,5924,4056,1868,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2364,1448,916,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1750,1244,506,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,3463,2110,1353,23444,6488,132,190,9275,,,
San Patricio,11,5000,11463,7745,3718,51116,10209,975,347,19063,,,
San Saba,7,400,356,263,93,5000,1465,33,72,1828,,,
Schleicher,9/10,600,573,438,135,2218,559,65,34,793,,,
Scurry,2/3,5295,4015,2463,1552,13000,2566,399,128,5165,,,
Shackelford,2/3,500,539,416,123,2612,691,52,0,937,,,
Shelby,4/5N,1900,2301,1426,875,19449,4532,540,369,7876,,,
Sherman,1,700,764,520,244,2294,462,24,42,868,,,
Smith,4/5N,88900,44301,28884,15417,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1593,1161,432,7386,1770,457,220,2741,,,
Starr,11,10300,12028,8892,3136,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,1073,782,291,7542,1890,168,92,2928,,,
Sterling,9/10,100,146,114,32,975,186,10,44,375,,,
Stonewall,2/3,600,385,274,111,1095,361,63,53,369,,,
Sutton,9/10,600,558,367,191,2992,723,91,0,1051,,,
Swisher,1,600,1565,1070,495,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,358602,217388,141214,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,31793,20205,11588,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,391,225,166,639,255,10,0,207,,,
Terry,1,3850,2989,2031,958,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,563,384,179,1247,445,64,0,399,,,
Titus,4/5N,5700,3307,2166,1141,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,25932,17201,8731,93752,18625,6702,1601,33131,,,
Travis,7,289990,202538,134199,68339,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,3240,1815,1425,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3873,2682,1191,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,4542,3167,1375,33011,7825,714,567,12366,,,
Upton,9/10,800,943,737,206,2730,537,170,30,1105,,,
Uvalde,8,11665,7989,5073,2916,20379,4508,1498,515,8253,,,
Val Verde,8,7700,8497,5040,3457,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,6737,4487,2250,45216,11495,1280,711,16861,,,
Victoria,8,21350,17977,12244,5733,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,7170,4838,2332,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,5547,3799,1748,43350,6546,1182,466,16819,,,
Ward,9/10,900,2608,2055,553,8921,1629,137,92,3551,,,
Washington,7,24000,7377,5648,1729,29086,7889,2581,1018,10662,,,
Webb,11,58600,58567,41470,17097,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4973,3281,1692,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1235,804,431,3915,1002,200,114,1459,,,
Wichita,2/3,34590,29344,17893,11451,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3951,2661,1290,10361,2421,457,304,4240,,,
Willacy,11,1100,3767,2314,1453,16897,3057,325,557,7612,,,
Williamson,7,101750,85105,58256,26849,458433,73202,14404,4639,146388,,,
Wilson,8,5100,8117,5085,3032,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1689,1199,490,5954,964,102,0,2445,,,
Wise,2/3,9120,10003,6353,3650,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6912,4751,2161,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1418,945,473,6135,1033,225,60,2367,,,
Young,2/3,3900,3454,2344,1110,14219,3774,862,431,5296,,,
Zapata,11,1700,2479,1861,618,9981,1866,195,202,4642,,,
Zavala,8,300,3284,2517,767,8840,1723,25,60,4035,,,
*Other,N/A,720525,211203,167907,43296,,,,,,,,
,,,,,,,,,,,,,
