County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Johnson,2/3,7400,15647,10665,4982,135345,25151,3559,1471,53224,,,
Jones,2/3,500,1659,1240,419,17011,3188,337,254,6981,,,
Karnes,8,2000,1818,1366,452,12669,2211,370,244,5177,,,
Kaufman,2/3,5550,13708,9357,4351,102341,16113,2857,1189,40613,,,
Kendall,8,2900,6249,4494,1755,37890,9152,1091,801,12702,,,
Kenedy,11,0,123,112,11,321,68,1,0,139,,,
Kent,2/3,0,181,131,50,615,201,13,60,198,,,
Kerr,8,5300,5995,4570,1425,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,689,607,82,3651,1288,90,0,1243,,,
King,1,0,35,29,6,205,51,7,0,69,,,
Kinney,8,200,476,406,70,3050,910,11,0,1171,,,
Kleberg,11,10175,7899,6919,980,24188,4046,1401,341,9265,,,
Knox,2/3,700,953,670,283,2808,736,95,127,976,,,
La Salle,8,4400,2573,1776,797,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,6846,5299,1547,39402,9726,3115,745,14986,,,
Lamb,1,600,2452,1658,794,9740,2240,454,226,3968,,,
Lampasas,7,800,1758,1368,390,17366,4322,348,284,6457,,,
Lavaca,8,2300,2933,1828,1105,16004,4775,820,612,5435,,,
Lee,7,800,1474,1061,413,13993,3219,334,226,5333,,,
Leon,7,900,1117,752,365,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,5761,3852,1909,66868,11399,1398,614,28567,,,
Limestone,7,1700,1884,1282,602,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,551,398,153,2520,617,24,61,919,,,
Live Oak,11,400,1596,1167,429,10055,2533,35,100,3769,,,
Llano,7,1200,2699,2214,485,18908,8119,277,358,5362,,,
Loving,9/10,0,28,27,1,129,23,0,0,50,,,
Lubbock,1,95200,71895,50696,21199,244992,39476,20974,4093,83028,,,
Lynn,1,400,987,647,340,4496,974,191,40,1838,,,
Madison,7,900,882,621,261,11595,2264,299,258,4451,,,
Marion,4/5N,0,631,419,212,8277,2697,351,158,3058,,,
Martin,9/10,800,1173,896,277,4136,659,165,0,1624,,,
Mason,9/10,400,746,608,138,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,2866,1958,908,28247,6391,1113,369,11409,,,
Maverick,8,9100,5205,4157,1048,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,884,750,134,6435,1792,212,122,2275,,,
McLennan,7,34950,31841,23572,8269,200781,37728,11153,3621,71906,,,
McMullen,11,100,112,104,8,616,189,10,0,202,,,
Medina,8,2600,6145,4452,1693,41263,8757,899,536,16090,,,
Menard,9/10,200,484,409,75,1790,699,9,40,550,,,
Midland,9/10,32275,26398,22290,4108,131025,18438,5950,1288,49538,,,
Milam,7,2700,3131,1996,1135,19689,5245,532,297,7641,,,
Mills,7,300,830,569,261,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,947,668,279,6958,1259,265,96,2753,,,
Montague,2/3,2350,3115,2267,848,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,63959,44804,19155,467232,81457,20255,3836,157396,,,
Moore,1,1500,4967,3979,988,14986,2372,448,176,6143,,,
Morris,4/5N,500,918,612,306,9830,2730,77,179,3692,,,
Motley,1,0,195,150,45,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,10055,6387,3668,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,7577,6519,1058,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1473,1254,219,11298,2878,55,113,4648,,,
Nolan,2/3,2200,2406,1701,705,11321,2737,519,251,4249,,,
Nueces,11,74275,44977,28971,16006,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,1215,793,422,7106,1148,200,114,2812,,,
Oldham,1,300,422,267,155,1728,316,18,0,654,,,
Orange,6/5S,1600,6062,5032,1030,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,2153,1541,612,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1764,1272,492,18462,4589,473,377,7117,,,
Parker,2/3,15350,17467,12435,5032,111686,22331,2890,1301,40567,,,
Parmer,1,800,1859,1320,539,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2919,2387,532,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6016,4605,1411,42276,9733,1184,574,17118,,,
Potter,1,84125,26480,17079,9401,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1480,1264,216,5069,1601,27,0,2039,,,
Rains,4/5N,300,1001,718,283,10277,3123,163,68,3649,,,
Randall,1,6100,40159,25284,14875,108431,21424,2812,869,34803,,,
Reagan,9/10,300,476,365,111,2841,427,52,42,1173,,,
Real,8,200,773,575,198,2943,1053,25,86,1051,,,
Red River,4/5N,800,1724,1296,428,9965,3044,420,252,3717,,,
Reeves,9/10,5775,4472,3118,1354,12781,1878,281,89,5277,,,
Refugio,11,700,1360,939,421,5583,1617,228,154,2031,,,
Roberts,1,0,139,92,47,672,193,16,0,227,,,
Robertson,7,1000,1688,1284,404,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,14642,10749,3893,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1772,1158,614,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,3771,2755,1016,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1693,1235,458,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1104,800,304,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,2359,1699,660,23444,6488,132,190,9275,,,
San Patricio,11,3200,7759,5678,2081,51116,10209,975,347,19063,,,
San Saba,7,300,274,207,67,5000,1465,33,72,1828,,,
Schleicher,9/10,400,307,200,107,2218,559,65,34,793,,,
Scurry,2/3,3925,1708,1233,475,13000,2566,399,128,5165,,,
Shackelford,2/3,300,337,280,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1635,1054,581,19449,4532,540,369,7876,,,
Sherman,1,500,574,437,137,2294,462,24,42,868,,,
Smith,4/5N,63600,36803,25394,11409,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1256,988,268,7386,1770,457,220,2741,,,
Starr,11,6400,7738,5731,2007,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,784,606,178,7542,1890,168,92,2928,,,
Sterling,9/10,100,136,107,29,975,186,10,44,375,,,
Stonewall,2/3,500,310,239,71,1095,361,63,53,369,,,
Sutton,9/10,400,455,357,98,2992,723,91,0,1051,,,
Swisher,1,500,1270,930,340,5764,1305,114,61,2381,,,
Tarrant,2/3,395350,239972,160403,79569,1617160,244511,86106,18386,590239,,,
Taylor,2/3,22375,23540,17391,6149,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,219,199,20,639,255,10,0,207,,,
Terry,1,3450,2624,1929,695,9307,1858,345,178,3985,,,
Throckmorton,2/3,500,436,359,77,1247,445,64,0,399,,,
Titus,4/5N,4300,2709,1827,882,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,22224,15090,7134,93752,18625,6702,1601,33131,,,
Travis,7,217400,150966,105450,45516,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,2077,1528,549,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,3120,2232,888,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2957,2146,811,33011,7825,714,567,12366,,,
Upton,9/10,400,769,614,155,2730,537,170,30,1105,,,
Uvalde,8,7175,5831,4075,1756,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5688,4459,1229,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,5397,3766,1631,45216,11495,1280,711,16861,,,
Victoria,8,14450,14068,10317,3751,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,5424,3911,1513,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3756,2808,948,43350,6546,1182,466,16819,,,
Ward,9/10,600,1467,1159,308,8921,1629,137,92,3551,,,
Washington,7,14000,5594,4470,1124,29086,7889,2581,1018,10662,,,
Webb,11,46900,39688,29148,10540,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,3673,2576,1097,32110,7239,1438,615,12933,,,
Wheeler,1,900,981,662,319,3915,1002,200,114,1459,,,
Wichita,2/3,28000,24946,16294,8652,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3663,2481,1182,10361,2421,457,304,4240,,,
Willacy,11,800,2443,1837,606,16897,3057,325,557,7612,,,
Williamson,7,65550,63289,44895,18394,458433,73202,14404,4639,146388,,,
Wilson,8,4100,6296,4043,2253,40488,8411,1224,615,13986,,,
Winkler,9/10,400,1104,874,230,5954,964,102,0,2445,,,
Wise,2/3,6850,7736,4608,3128,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,5183,3840,1343,38005,12527,1046,880,13019,,,
Yoakum,1,800,1200,799,401,6135,1033,225,60,2367,,,
Young,2/3,2700,2582,1786,796,14219,3774,862,431,5296,,,
Zapata,11,700,1544,1353,191,9981,1866,195,202,4642,,,
Zavala,8,200,2647,2310,337,8840,1723,25,60,4035,,,
*Other,N/A,720525,321570,258002,63568,,,,,,,,
,,,,,,,,,,,,,
