County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Comal,8,80520,94234,58939,40264,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6690,7425,4283,3644,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,1900,1583,904,750,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,17900,15616,9637,6589,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,33485,21587,13270,9161,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,755,428,374,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3450,2023,1260,782,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1830,1032,823,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3383,1881,1549,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,1900,1582,917,672,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27140,3920,2334,1634,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1675275,1502761,952826,598933,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4200,4097,2411,1838,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6500,9705,5716,4555,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4600,7618,4587,3543,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1500,2098,1198,970,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,520070,584916,349468,250499,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,958,549,470,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7577,4368,3235,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1695,1014,728,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3400,7892,4681,3625,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6070,7895,4767,3736,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,113190,75790,43295,34300,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,993,570,440,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,584940,600234,380432,238128,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,110140,97032,60015,40752,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,22400,17509,10360,7803,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29285,7257,4521,3003,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,33485,14232,8353,6798,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,6900,13502,8288,6307,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1654,977,784,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2200,3114,1754,1460,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,720,425,324,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,452600,597286,361875,253753,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4193,2555,1875,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,3800,6647,4156,3010,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,11450,8280,5168,3834,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,4700,4771,2893,2225,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,270940,227113,132910,98451,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2297,1457,1252,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,29800,17544,10408,7651,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,903,553,464,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2300,4020,2308,1947,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,9700,10603,6453,5230,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,4800,8950,5293,4048,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,60100,60098,37798,28209,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,109185,61314,35419,27281,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,14350,8941,6138,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,84495,81869,52301,37217,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12000,13828,8187,6492,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1688,987,824,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,5300,4974,2994,2450,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3300,2834,1682,1526,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3500,2319,1326,1182,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11300,23790,13949,10377,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,2923900,2671292,1701462,1078662,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16770,25129,15165,11752,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,2971,1729,1255,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,2900,3094,1825,1409,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,149690,136709,88999,54842,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2103,1251,1136,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,21070,34789,20966,15616,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,560300,588812,370471,239244,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,8200,16627,10008,7945,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5400,11378,6670,5417,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,29170,38791,21951,17694,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,12640,14881,8960,6560,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6200,9504,5833,4397,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7700,11973,6949,5670,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,1800,2782,1631,1247,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,35870,37000,22459,15971,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4600,8928,5165,3974,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,838,471,380,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3700,3749,2190,1800,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,10660,7462,4562,3162,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14930,8502,7081,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1924,1062,917,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,224660,119298,71077,49453,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3992,2306,1713,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,33085,26662,15250,12090,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,90020,81262,47973,35215,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3100,6204,3769,2927,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14420,7013,4476,3341,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,56550,65281,41045,26707,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15400,32172,19831,13898,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,321,175,149,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,394,227,192,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,19000,26696,16021,11648,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2700,2472,1407,1175,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,97,69,32,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1848,1134,747,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,54685,24330,13634,11078,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1961,1092,977,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23935,5208,2898,2477,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,26700,22792,12976,10671,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6175,3584,2952,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9231,5784,4042,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7900,10474,6378,5040,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4900,8474,5115,3744,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7623,4727,3697,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,36585,30146,19206,12563,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,9012,5577,4060,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1371,765,665,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3100,4948,2795,2279,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6100,11857,7454,5122,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,58,34,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,220950,176052,103127,78055,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2886,1682,1290,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3300,4857,3219,2041,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4320,2566,2054,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2200,2320,1383,1039,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2798,1546,1337,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,15550,18930,11461,8209,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,42500,38568,27809,13014,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4300,3511,2064,1593,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,134560,125672,77489,55529,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1100,391,226,195,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16400,26794,16565,12176,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1427,822,734,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,131525,84836,48436,37884,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,9400,12008,6947,5393,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2649,1515,1226,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,3800,2555,1543,1070,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4350,8544,5013,3932,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,360910,298766,193143,115046,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,6940,12068,7003,5293,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2000,5156,3241,2339,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,552,352,210,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,28400,30007,19205,14383,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,32800,26167,15129,11552,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4132,2299,1926,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,8200,6904,4386,3618,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,248045,220953,132304,95010,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4600,4582,2524,2264,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1500,836,483,379,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4300,29144,17371,12587,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,5100,11835,6992,5387,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7120,4462,3364,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,66410,70596,41691,31241,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2400,4957,2765,2452,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6000,9412,5225,4464,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,9600,21465,12615,9828,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,178495,52896,31592,22345,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,7950,4486,3644,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,1900,4624,2713,2032,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,15670,73360,42491,33128,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1676,994,888,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1800,2279,1237,1077,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3400,5303,3130,2580,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,28205,8634,4707,4021,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2700,4535,2520,2106,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,324,178,159,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,3700,7912,4884,3775,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,55395,70036,46064,26719,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,6900,5583,3139,2740,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,10870,18771,11642,8400,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3700,5112,2895,2447,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4379,2510,1980,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4000,9789,5840,4700,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,19370,36301,21932,16038,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2105,1310,874,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1549,866,732,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,6895,7654,4490,3643,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1608,901,742,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8337,5114,3887,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1350,810,611,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,195410,116562,68184,50592,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,4400,4583,2717,2156,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,35100,53958,32724,26604,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3580,2173,1790,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,579,336,246,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,767,445,376,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2200,2236,1240,1023,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3064,1831,1573,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1293630,1164775,709594,484402,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,91035,73625,41531,33983,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,660,386,291,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8490,6330,3648,3059,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2000,968,526,456,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,17950,12008,7557,4881,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,90060,66030,36796,30264,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1447990,896704,574673,360129,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,4850,6677,3920,3049,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8500,7943,4464,3663,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5200,14439,8441,6635,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2127,1161,973,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,29475,16850,9453,7891,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,39790,25922,17907,10003,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,11900,21288,12950,9488,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,54350,47708,28268,20544,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,33170,27734,18119,11633,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,13270,20860,13168,8711,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4840,6226,3530,2969,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,60000,20687,12519,8632,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,175240,207940,132078,86142,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,17120,19108,12286,8265,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2304,1334,1154,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,67040,61438,36774,28560,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10200,7880,4578,4089,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,5800,14162,8221,6197,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,356690,399682,257948,158804,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,18800,23270,14702,9956,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3475,2073,1637,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,26140,28294,16970,12873,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6500,21620,13001,10068,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3200,3744,2394,1785,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8200,8682,5071,4297,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8000,10257,6143,4859,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,1800,7457,4238,3273,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,172214,118824,61674,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
