County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Fannin,2/3,3275,1868,1641,227,29681,7609,1161,693,13661
Fayette,7,1200,950,890,60,21209,6683,1251,647,9754
Fisher,2/3,200,103,99,4,3139,996,184,28,1509
Floyd,1,200,386,369,17,4283,1207,156,68,2228
Foard,2/3,100,177,168,9,937,323,9,80,489
Fort Bend,6/5S,40950,45808,38556,7252,626861,97435,33263,4965,192056
Franklin,4/5N,400,472,436,36,8327,2189,181,163,3820
Freestone,7,1100,554,546,8,16551,4068,718,261,8172
Frio,8,2475,1197,960,237,15133,2573,226,270,7605
Gaines,9/10,1100,655,617,38,14875,2237,348,95,6531
Galveston,6/5S,28050,25807,20950,4857,267032,50119,15388,2824,113161
Garza,1,0,121,110,11,5021,727,52,75,2607
Gillespie,8,3100,1503,1442,61,22728,8108,1453,706,10293
Glasscock,9/10,0,33,28,5,1108,296,28,0,491
Goliad,8,100,585,542,43,6615,2077,59,135,3059
Gonzales,8,1200,978,919,59,15931,3700,626,256,7818
Gray,1,1300,1074,1049,25,17050,3428,927,315,8475
Grayson,2/3,19900,7619,6595,1024,107568,25224,10711,1989,49725
Gregg,4/5N,11925,6460,4971,1489,97771,19676,10046,2328,45063
Grimes,7,1100,920,865,55,23692,5592,422,311,11724
Guadalupe,8,6275,6264,4746,1518,130156,24014,5123,1292,56504
Hale,1,2600,1742,1591,151,25066,4629,1308,399,12481
Hall,1,0,225,217,8,2399,745,42,72,1348
Hamilton,7,1200,1676,1583,93,6957,2150,503,296,3427
Hansford,1,600,315,311,4,3992,874,163,84,1970
Hardeman,2/3,500,369,326,43,3017,769,118,16,1552
Hardin,6/5S,4100,2542,2367,175,47640,10521,1237,527,19766
Harris,6/5S,462725,280699,236337,44362,3573784,490810,281834,27084,1572384
Harrison,4/5N,2700,2289,2002,287,53015,11647,3586,608,25401
Hartley,1,1475,191,188,3,4850,899,203,94,2001
Haskell,2/3,100,322,307,15,4635,1242,136,68,2483
Hays,7,15175,10755,9384,1371,183387,29281,7680,1557,67042
Hemphill,1,800,394,388,6,2788,547,113,98,1271
Henderson,4/5N,3400,2747,2417,330,67614,18942,2628,932,35206
Hidalgo,11,90225,38720,32740,5980,649795,102347,62827,16918,319830
Hill,7,900,1548,1479,69,29221,8003,1219,523,14733
Hockley,1,900,959,840,119,17482,3513,795,263,8124
Hood,2/3,2200,1543,1444,99,50235,15761,2493,862,23089
Hopkins,4/5N,2300,1622,1403,219,29578,7446,1680,620,13891
Houston,4/5N,1500,1269,1187,82,19208,5038,1114,426,9989
Howard,9/10,2600,1198,1074,124,28821,4493,1826,454,14072
Hudspeth,9/10,0,83,75,8,2968,818,35,0,2097
Hunt,2/3,6850,4648,3634,1014,77702,16832,4485,947,36713
Hutchinson,1,500,1042,1027,15,15984,3458,545,246,7583
Irion,9/10,0,59,55,4,1345,412,19,0,563
Jack,2/3,300,351,330,21,7488,1604,226,149,3304
Jackson,8,2775,856,793,63,11172,2670,422,237,5354
Jasper,4/5N,3500,1455,1408,47,28248,7271,1952,374,15256
Jeff Davis,9/10,0,80,78,2,2146,846,29,0,1042
Jefferson,6/5S,18875,6846,6316,530,198728,36802,16838,2497,109233
Jim Hogg,11,100,470,467,3,3764,898,35,60,1972
Jim Wells,11,2275,2520,2398,122,29988,6423,4090,1033,15173
Johnson,2/3,2900,6196,5408,788,135188,26669,5142,1260,61261
Jones,2/3,200,644,529,115,16827,3127,400,340,8290
Karnes,8,1200,578,557,21,12523,2489,396,244,6085
Kaufman,2/3,3350,5148,4321,827,104736,19164,4062,1176,43786
Kendall,8,2300,3097,2353,744,38074,9979,2094,801,15516
Kenedy,11,0,21,20,1,315,94,1,0,176
Kent,2/3,0,54,54,0,633,235,14,60,275
Kerr,8,3100,2142,1778,364,43611,14400,3557,1022,20395
Kimble,9/10,300,218,203,15,3844,1379,104,0,1891
King,1,0,9,8,1,233,60,5,0,93
Kinney,8,0,84,83,1,2931,889,19,0,1673
Kleberg,11,2975,1822,1714,108,25862,4574,1835,341,10851
Knox,2/3,300,300,289,11,2861,823,117,127,1265
La Salle,8,1075,1063,1045,18,6105,1224,37,60,2810
Lamar,4/5N,3100,2445,2350,95,40212,10314,3737,745,19135
Lamb,1,200,676,624,52,9647,2400,541,226,5028
Lampasas,7,200,569,508,61,17275,4497,436,284,8188
Lavaca,8,1600,1175,1073,102,16041,4537,881,620,7426
Lee,7,600,563,537,26,13837,3373,363,226,6632
Leon,7,600,456,441,15,14066,4292,256,74,6485
Liberty,6/5S,4275,2359,2243,116,70912,13765,2505,614,32693
Limestone,7,1100,861,847,14,19033,4691,2488,1060,9655
Lipscomb,1,0,176,173,3,2496,636,31,61,1202
Live Oak,11,200,460,446,14,9966,2656,55,100,4881
Llano,7,100,724,639,85,18642,7523,340,358,9093
Loving,9/10,0,6,6,0,83,34,1,0,47
Lubbock,1,65300,33258,27763,5495,243899,41235,24699,4151,94573
Lynn,1,200,409,365,44,4820,1113,212,40,2246
Madison,7,600,336,318,18,11353,2256,314,258,5423
Marion,4/5N,0,216,182,34,8117,2491,372,158,4457
Martin,9/10,300,332,302,30,4306,880,184,0,1849
Mason,9/10,200,198,182,16,3567,1322,126,0,1710
Matagorda,6/5S,2500,818,800,18,28353,6359,1540,369,14206
Maverick,8,3600,2504,2391,113,42357,7656,3716,1198,21160
McCulloch,9/10,500,300,287,13,6675,2024,303,122,3045
McLennan,7,18650,14205,12923,1282,198642,37827,14401,3591,84638
McMullen,11,0,21,20,1,640,256,13,0,288
Medina,8,1000,2184,1866,318,42991,9239,1165,811,19399
Menard,9/10,0,95,86,9,1759,687,15,40,887
Midland,9/10,11475,6465,4563,1902,132357,17262,7414,1391,54263
Milam,7,1500,1322,1276,46,19805,5508,693,254,10021
Mills,7,200,288,268,20,3970,1369,186,152,1970
Mitchell,2/3,600,286,283,3,7087,1476,310,96,3086
Montague,2/3,1175,1015,946,69,15803,4504,678,383,7509
Montgomery,6/5S,41100,20013,17410,2603,470846,84212,25684,3769,177437
Moore,1,800,1170,1159,11,15513,2464,477,176,7114
Morris,4/5N,300,419,382,37,9938,2901,146,179,4953
Motley,1,0,75,70,5,1016,403,20,50,504
Nacogdoches,4/5N,6700,4352,4180,172,52561,10458,3380,851,24062
Navarro,2/3,2500,1980,1903,77,40888,9624,2099,869,19328
Newton,4/5N,400,408,403,5,11070,2715,101,113,6051
Nolan,2/3,1600,1435,1387,48,10998,2627,692,251,5398
Nueces,11,40450,21732,16877,4855,282299,51768,30463,4100,135074
Ochiltree,1,900,501,496,5,7508,1186,218,114,3211
Oldham,1,0,192,182,10,1714,417,20,0,743
Orange,6/5S,1200,1455,1365,90,65680,14828,2217,554,32089
Palo Pinto,2/3,800,829,810,19,23268,5869,1093,283,11269
Panola,4/5N,1200,870,821,49,19325,4774,784,377,9112
Parker,2/3,6850,6275,5749,526,112329,24963,4236,1301,47252
Parmer,1,500,499,471,28,7111,1387,171,174,3503
Pecos,9/10,1200,811,670,141,11723,2090,458,120,5876
Polk,4/5N,2700,1501,1458,43,41511,10157,1578,574,20999
Potter,1,46150,12148,11374,774,89806,16187,12650,1877,41999
Presidio,9/10,400,231,230,1,5092,1503,38,0,3005
Rains,4/5N,200,385,329,56,10262,3084,221,68,4960
Randall,1,4600,18673,17363,1310,109144,21784,4683,869,41519
Reagan,9/10,100,126,117,9,2900,544,62,42,1287
Real,8,0,222,215,7,2882,1135,27,86,1608
Red River,4/5N,200,812,799,13,9511,2902,490,252,5235
Reeves,9/10,1375,1418,1403,15,13004,2131,308,89,5885
Refugio,11,600,697,615,82,5497,1635,242,64,2785
Roberts,1,0,48,48,0,673,210,20,0,323
Robertson,7,700,583,538,45,14216,3542,273,252,6514
Rockwall,2/3,4400,4575,3903,672,81869,14227,4867,1327,30252
Runnels,2/3,1000,875,798,77,7992,2310,499,312,3905
Rusk,4/5N,1000,1558,1379,179,44061,9463,1914,749,21319
Sabine,4/5N,1200,874,870,4,9116,3288,790,186,4721
San Augustine,4/5N,800,418,410,8,6982,2335,413,337,3730
San Jacinto,4/5N,1100,852,816,36,23713,6477,230,190,12311
San Patricio,11,1700,2192,1823,369,51382,10700,1409,396,22807
San Saba,7,200,89,83,6,5108,1536,95,72,2501
Schleicher,9/10,200,130,108,22,2184,564,71,34,1028
Scurry,2/3,1475,571,563,8,12956,2503,560,128,6242
Shackelford,2/3,0,96,76,20,2694,694,122,0,1223
Shelby,4/5N,1200,698,676,22,18618,4285,754,369,9951
Sherman,1,0,138,135,3,2368,524,34,42,1047
Smith,4/5N,38750,18981,15451,3530,181426,38833,24195,2911,75818
Somervell,2/3,0,290,268,22,7769,2079,263,220,3417
Starr,11,2900,2765,2212,553,46042,7973,5154,1966,23826
Stephens,2/3,300,286,273,13,7614,1989,282,92,3830
Sterling,9/10,0,59,54,5,1019,306,9,44,445
Stonewall,2/3,200,104,99,5,1136,425,66,80,533
Sutton,9/10,100,121,102,19,2909,758,102,0,1326
Swisher,1,100,459,449,10,5843,1484,146,61,2985
Tarrant,2/3,215950,87345,79093,8252,1596169,246738,117603,18366,660059
Taylor,2/3,12750,11137,8202,2935,108531,20790,13362,2443,43683
Terrell,9/10,0,45,37,8,652,245,13,0,356
Terry,1,2375,915,795,120,9564,1942,478,178,4766
Throckmorton,2/3,200,195,195,0,1187,400,68,0,605
Titus,4/5N,2700,1110,1020,90,25312,5155,2112,633,11794
Tom Green,9/10,12000,9961,7552,2409,93428,18529,7802,1606,39665
Travis,7,126550,74248,62455,11793,1016090,126607,72623,8271,337286
Trinity,4/5N,1775,575,564,11,12118,3960,400,241,6368
Tyler,4/5N,1200,1033,1024,9,18704,5080,627,238,9278
Upshur,4/5N,500,1264,1020,244,33211,7910,852,567,15425
Upton,9/10,200,200,185,15,2790,680,189,30,1304
Uvalde,8,2775,2393,2050,343,20809,4433,1687,459,10179
Val Verde,8,3075,2589,2390,199,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,2353,2036,317,45144,12228,1691,711,21537
Victoria,8,6575,5878,4778,1100,72004,14413,6748,1008,33178
Walker,6/5S,3200,2243,2167,76,64302,10281,2415,400,28400
Waller,6/5S,1700,1100,1004,96,44163,7506,1476,466,18373
Ward,9/10,400,382,364,18,8544,1608,180,92,4073
Washington,7,3900,1455,1365,90,28737,7674,2867,1018,13829
Webb,11,28100,13363,12249,1114,205887,27759,14457,1766,96319
Wharton,6/5S,1800,1058,1006,52,31964,7399,1057,615,16049
Wheeler,1,400,426,426,0,4018,1136,230,114,1950
Wichita,2/3,18850,10549,8975,1574,106550,21428,10503,2088,50159
Wilbarger,2/3,2900,1336,1187,149,9933,2483,540,304,5328
Willacy,11,400,1375,1294,81,16823,3062,269,557,9035
Williamson,7,33875,30173,25857,4316,457170,74290,20968,4643,160153
Wilson,8,3000,2808,2374,434,42030,9149,1516,615,16633
Winkler,9/10,200,274,253,21,5798,967,135,0,2663
Wise,2/3,4350,4182,3307,875,55570,11830,4112,552,26139
Wood,4/5N,1500,2040,1823,217,37205,12511,1107,790,18613
Yoakum,1,300,472,461,11,6336,1174,251,60,2690
Young,2/3,1700,776,745,31,15028,4183,1057,431,6955
Zapata,11,400,236,210,26,10088,1870,270,143,5427
Zavala,8,100,494,437,57,8768,1675,58,60,4807
*Other,N/A,9775,167276,145131,22145,,,,,
,,,,,,,,,,
