County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Gillespie,8,31400,19479,11101,8968,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,851,481,411,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4163,2299,2065,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11421,6748,5786,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,9768,5771,4409,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,66302,40232,32102,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,63630,35795,29528,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,16188,9879,7096,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,93165,57699,43541,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15080,8748,7215,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1766,1012,874,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5172,3079,2575,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2913,1712,1575,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2344,1331,1202,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25020,14291,11335,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3050528,1851145,1316160,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,27443,16270,13221,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3426,2022,1420,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3179,1850,1472,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,161341,98130,70899,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2151,1289,1148,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,38267,22282,17882,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,679396,406318,295653,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,17561,10528,8481,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12177,6934,5978,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,40972,22509,19432,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,16288,9520,7438,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10693,6664,4739,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12986,7571,6201,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3513,2066,1570,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,43449,25260,19924,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9395,5308,4300,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,830,458,385,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3905,2293,1851,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8317,4675,3927,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15686,8782,7541,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1947,1074,928,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,132698,77348,56696,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4237,2389,1877,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28147,15876,13007,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,90700,51516,41458,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8039,5237,3304,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8537,5609,3729,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,74618,44261,33041,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,35065,20900,15803,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,324,172,155,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,390,221,192,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,29740,17521,13341,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2633,1524,1224,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,72,44,33,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1930,1161,802,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25517,14080,11825,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2010,1108,1014,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5545,3127,2583,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24144,13430,11621,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6752,3963,3176,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10289,6246,4734,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11165,6672,5541,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9470,5510,4379,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8201,4972,4051,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,34457,21778,14385,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,9910,5904,4644,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1386,764,689,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5200,2913,2418,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15441,8962,7373,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,60,33,27,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,191787,107817,89846,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3000,1718,1378,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6137,4038,2538,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4685,2720,2295,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2356,1392,1069,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2938,1599,1427,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,20441,12144,9047,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,44378,29424,17281,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3669,2120,1698,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,141243,84471,64858,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,416,240,206,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,30411,18396,14024,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1468,839,760,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,90926,50918,41663,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13174,7456,6098,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2728,1537,1285,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3482,2156,1388,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9132,5258,4345,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,350359,216412,144524,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,12865,7351,5754,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5606,3444,2629,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,558,355,213,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,32903,19965,16563,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28236,15844,13011,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4268,2353,2017,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7356,4514,3982,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,246235,140779,112418,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4701,2580,2332,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,889,511,408,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,31900,18774,14069,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12981,7513,6056,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7742,4661,3817,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,77412,43675,36312,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5091,2848,2508,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10563,6240,4676,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,24516,14771,10820,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,58072,34331,24840,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8428,4734,3884,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5177,2971,2347,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,77759,44139,36004,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1735,1029,914,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2356,1260,1134,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5609,3238,2816,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9148,4952,4292,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4829,2646,2281,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,333,184,163,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8625,5240,4163,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,72223,42310,32525,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5695,3176,2812,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,21365,12932,9786,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5374,3003,2624,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4627,2597,2154,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10909,6502,5259,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,40266,23725,18313,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2527,1541,1072,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1626,888,790,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8357,5000,3846,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1674,926,782,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9020,5354,4363,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1437,856,654,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,128912,72121,59266,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,4959,2849,2423,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,57892,34354,29016,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3842,2369,1867,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,617,348,273,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,788,444,399,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2294,1257,1065,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3145,1864,1617,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1333602,773264,593615,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,77762,42985,36783,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,608,346,276,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6508,3744,3142,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,985,531,470,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,13702,8295,5872,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,70195,38287,33126,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1064097,637661,467341,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7616,4402,3587,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9172,5423,3939,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15365,8778,7287,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2175,1185,997,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17550,9802,8278,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,30915,19811,13150,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,23726,13825,11185,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,53027,29266,24918,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,35037,23345,13786,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,24798,14939,10958,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6456,3632,3116,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,23936,13367,11093,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,242301,145877,107519,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,22545,13889,10113,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2376,1381,1188,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,70128,40530,33664,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8118,4686,4246,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,15117,8832,6545,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,451340,273980,195677,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,26251,16550,11169,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3706,2141,1806,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,31494,18420,14829,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,23601,13849,11274,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4237,2598,2086,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,8960,5170,4504,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,10971,6382,5407,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7738,4354,3450,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,206372,136902,79390,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
