County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Donley,1,800,1150,853,302,2716,804,27,65,918,0,,
Duval,11,2300,5461,3429,2186,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4840,3688,1551,14970,4054,860,389,5393,591,,
Ector,9/10,82580,47185,31465,16179,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1514,1354,162,1555,561,24,0,528,0,,
El Paso,9/10,335900,318343,207484,114513,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,55923,37926,19784,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,10750,7842,3318,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4442,2862,1734,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,9569,5966,3936,28874,6588,962,614,10987,1108,,
Fayette,7,3300,7837,5120,2928,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1153,698,488,3088,961,101,28,1061,0,,
Floyd,1,1500,2292,1516,809,4371,1070,132,68,1723,0,,
Foard,2/3,1200,582,348,242,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,311565,202907,114826,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2667,1793,927,8554,2367,169,163,2871,0,,
Freestone,7,2200,3634,2700,1118,15808,3996,553,261,6319,689,,
Frio,8,7250,5376,3454,2450,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2961,2081,1026,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,132486,85829,48840,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1294,979,382,5325,719,33,75,2197,0,,
Gillespie,8,19100,11232,7152,4171,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,704,402,304,1099,210,23,0,426,0,,
Goliad,8,1400,2768,1638,1156,6281,1832,39,135,2282,0,,
Gonzales,8,4000,6261,4484,2555,15937,3572,550,256,6356,693,,
Gray,1,3200,5281,3708,1712,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,32538,22025,12354,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,33937,21963,12224,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,7272,5239,2308,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,43843,29273,17442,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,9037,6250,3221,25476,4604,873,399,10561,1177,,
Hall,1,0,1291,782,530,2406,711,27,72,978,0,,
Hamilton,7,3200,3245,2329,1235,6832,2146,481,296,2427,10,,
Hansford,1,1800,1815,1212,716,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1831,1078,814,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,16532,10769,5939,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1393974,975281,451379,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,13517,9012,5180,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2750,1820,936,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2175,1502,723,4831,1266,123,68,1872,187,,
Hays,7,83940,69045,47444,24172,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1556,948,730,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,19024,13009,6728,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,278570,187468,96084,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,10405,7372,3630,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7496,4699,3012,17799,3453,483,263,6829,887,,
Hood,2/3,14400,23129,16343,7082,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,8191,5459,2887,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,5692,4211,1921,18929,5176,634,538,7399,631,,
Howard,9/10,4800,7040,4665,2516,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1513,988,527,3979,775,33,0,1778,145,,
Hunt,2/3,19570,20998,14307,7156,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5707,3829,1944,16258,3581,504,246,6098,741,,
Irion,9/10,0,575,388,190,1234,328,15,0,429,0,,
Jack,2/3,2500,2520,1711,898,7230,1515,198,149,2732,284,,
Jackson,8,5150,4856,2888,2044,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,11300,7067,4433,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1571,944,642,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,65769,47901,18123,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2802,1883,925,3791,890,14,60,1572,0,,
Jim Wells,11,18985,19390,11937,7685,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,41132,28625,13273,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3989,2660,1597,17011,3188,337,254,6981,525,,
Karnes,8,5200,4476,3103,1866,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,30145,20400,10486,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,19021,12431,6930,37890,9152,1091,801,12702,160,,
Kenedy,11,0,278,156,122,321,68,1,0,139,0,,
Kent,2/3,0,299,182,126,615,201,13,60,198,0,,
Kerr,8,9900,15330,10622,4834,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1730,1144,607,3651,1288,90,0,1243,0,,
King,1,0,52,35,19,205,51,7,0,69,0,,
Kinney,8,1200,1091,775,322,3050,910,11,0,1171,0,,
Kleberg,11,32185,17838,10864,7059,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1563,916,666,2808,736,95,127,976,182,,
La Salle,8,17285,4162,2472,1840,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,15884,10365,5724,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4569,2976,1733,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4510,3042,1573,17366,4322,348,284,6457,0,,
Lavaca,8,4800,6247,4465,2202,16004,4775,820,612,5435,476,,
Lee,7,2000,4219,3103,1205,13993,3219,334,226,5333,494,,
Leon,7,2000,3493,2596,1010,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,13792,9444,4750,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4805,3500,1475,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,989,634,369,2520,617,24,61,919,190,,
Live Oak,11,1400,3462,2188,1316,10055,2533,35,100,3769,300,,
Llano,7,3700,7008,4871,2338,18908,8119,277,358,5362,15,,
Loving,9/10,0,38,28,10,129,23,0,0,50,0,,
Lubbock,1,156440,125628,77365,49238,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,2003,1249,772,4496,974,191,40,1838,328,,
Madison,7,1800,2401,1669,823,11595,2264,299,258,4451,17,,
Marion,4/5N,600,2102,1490,652,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1871,1179,749,4136,659,165,0,1624,0,,
Mason,9/10,1200,1772,1151,676,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,8098,6158,2046,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,14154,11955,2962,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2296,1594,786,6435,1792,212,122,2275,260,,
McLennan,7,81370,70335,47291,26488,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,292,180,117,616,189,10,0,202,0,,
Medina,8,7300,15461,10562,5778,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1091,705,503,1790,699,9,40,550,0,,
Midland,9/10,90625,43638,29732,14323,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,7110,4968,2283,19689,5245,532,297,7641,827,,
Mills,7,1100,1808,1219,633,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1868,1208,685,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5982,3687,2349,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,148420,96423,54775,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,9111,5313,3888,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2531,1811,830,9830,2730,77,179,3692,0,,
Motley,1,0,471,314,160,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,19669,13615,7849,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,17986,11682,6387,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,3147,1992,1193,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4863,3248,2340,11321,2737,519,251,4249,719,,
Nueces,11,142035,129304,83327,47718,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2952,2270,759,7106,1148,200,114,2812,0,,
Oldham,1,1000,597,354,251,1728,316,18,0,654,227,,
Orange,6/5S,2600,18011,12345,6076,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,6522,4480,2311,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,4240,2929,1602,18462,4589,473,377,7117,661,,
Parker,2/3,40910,40106,25701,14977,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3596,2318,1359,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,7918,4602,3446,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,13474,8605,5060,42276,9733,1184,574,17118,1025,,
Potter,1,131695,39187,24018,15453,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,5603,3799,1813,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2594,1854,774,10277,3123,163,68,3649,0,,
Randall,1,10000,57300,33970,24115,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,1051,673,379,2841,427,52,42,1173,0,,
Real,8,900,1656,1030,626,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3716,2446,1484,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,7193,4007,3205,12781,1878,281,89,5277,0,,
Refugio,11,1500,2984,2045,958,5583,1617,228,154,2031,313,,
Roberts,1,0,242,154,91,672,193,16,0,227,0,,
Robertson,7,2100,4503,3143,1520,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,34499,23383,12325,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3572,2401,1242,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9921,6519,3721,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3595,2354,1264,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,3009,2082,952,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,6218,4277,2173,23444,6488,132,190,9275,40,,
San Patricio,11,9300,20784,13846,7450,51116,10209,975,347,19063,2379,,
San Saba,7,1000,1060,838,242,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,1095,683,412,2218,559,65,34,793,0,,
Scurry,2/3,5895,5283,3140,2184,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,1005,727,302,2612,691,52,0,937,119,,
Shelby,4/5N,3770,4417,3186,1334,19449,4532,540,369,7876,948,,
Sherman,1,1400,1075,653,425,2294,462,24,42,868,0,,
Smith,4/5N,127660,67188,43963,23638,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,3114,2173,1133,7386,1770,457,220,2741,479,,
Starr,11,19400,27456,21270,8659,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,2301,1697,852,7542,1890,168,92,2928,22,,
Sterling,9/10,300,383,286,98,975,186,10,44,375,0,,
Stonewall,2/3,1200,587,347,260,1095,361,63,53,369,0,,
Sutton,9/10,1000,1316,953,365,2992,723,91,0,1051,0,,
Swisher,1,1300,2407,1530,1068,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,585598,384693,209901,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,49598,31879,18519,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,526,301,234,639,255,10,0,207,0,,
Terry,1,4950,4730,2931,1926,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,820,471,351,1247,445,64,0,399,0,,
Titus,4/5N,8200,5988,3949,2178,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,44851,28559,16584,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,390200,282261,118067,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4442,2755,1839,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5667,3505,2214,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7841,5427,2544,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1691,977,717,2730,537,170,30,1105,0,,
Uvalde,8,19185,11671,7076,4726,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,13531,9259,4482,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,12010,8256,4115,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,26422,16044,10698,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,14036,10134,4474,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,10269,6697,3925,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4315,2914,1471,8921,1629,137,92,3551,0,,
Washington,7,43000,12608,7446,5361,29086,7889,2581,1018,10662,72,,
Webb,11,98800,109355,76359,36897,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,9745,6978,3295,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1751,1079,740,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,41035,25764,16362,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5976,3749,2713,10361,2421,457,304,4240,27,,
Willacy,11,2000,7371,5290,2175,16897,3057,325,557,7612,775,,
Williamson,7,191450,166553,124342,47703,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,13847,9268,5413,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2696,1628,1200,5954,964,102,0,2445,0,,
Wise,2/3,15960,16292,10584,6204,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,12034,8150,4228,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2488,1727,1063,6135,1033,225,60,2367,0,,
Young,2/3,5800,5912,4038,2199,14219,3774,862,431,5296,626,,
Zapata,11,3600,5289,3996,1662,9981,1866,195,202,4642,0,,
Zavala,8,700,5080,2950,2142,8840,1723,25,60,4035,458,,
Other,N/A,0,424150,365024,83245,,,,,,,,
