County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition"
Collin,2/3,108975,71971,55820,16151,722168,97662,38139,7817,215455
Collingsworth,1,500,455,344,111,2290,539,80,92,868
Colorado,6/5S,2200,1961,1772,189,16774,4490,853,477,5970
Comal,8,15300,10841,8015,2826,107432,23901,5457,1845,33412
Comanche,2/3,1875,1845,1410,435,10911,3234,330,292,3769
Concho,9/10,100,235,205,30,3650,661,76,66,1524
Cooke,2/3,3100,2325,2033,292,31083,7072,948,552,11237
Coryell,7,5125,3637,3088,549,58952,7115,1178,610,22549
Cottle,2/3,0,83,72,11,1099,339,5,0,432
Crane,9/10,1175,525,419,106,3506,532,71,110,1359
Crockett,9/10,0,417,390,27,2802,588,31,56,1096
Crosby,1,1375,1173,1038,135,4469,1053,98,115,1814
Culberson,9/10,400,239,192,47,1748,437,67,0,747
Dallam,1,2850,1207,1127,80,5218,784,40,0,2102
Dallas,2/3,362525,189564,151425,38139,1973394,263104,142713,21399,720032
Dawson,9/10,700,673,591,82,9945,1886,304,112,4295
Deaf Smith,1,1900,1456,1158,298,13508,2327,238,147,5412
Delta,4/5N,200,312,242,70,4094,1077,379,100,1536
Denton,2/3,91100,40350,30702,9648,625804,76607,23806,5913,234507
DeWitt,8,800,1010,743,267,16416,3890,319,438,6338
Dickens,1,0,246,231,15,1828,470,21,0,702
Dimmit,8,4025,1852,1698,154,7833,1608,238,175,3418
Donley,1,200,378,332,46,2752,788,27,65,943
Duval,11,600,1140,996,144,8812,1996,69,150,3674
Eastland,2/3,1100,1253,967,286,14836,3973,860,389,5366
Ector,9/10,25100,14387,11982,2405,115020,15091,5303,1016,48266
Edwards,8,0,156,119,37,1542,505,24,0,551
El Paso,9/10,134575,105430,82518,22912,628926,96901,35065,8383,244199
Ellis,2/3,11300,10161,7751,2410,128488,20833,3985,1994,49952
Erath,2/3,1800,2088,1702,386,33688,5660,1250,481,12304
Falls,7,3625,1374,1256,118,14009,3015,328,187,5761
Fannin,2/3,6325,3297,2520,777,27641,6356,962,614,10494
Fayette,7,1400,1366,1183,183,20436,6020,998,647,6949
Fisher,2/3,400,297,286,11,3156,917,101,28,1117
Floyd,1,600,553,499,54,4453,1080,132,68,1761
Foard,2/3,300,202,181,21,988,322,7,80,342
Fort Bend,6/5S,84475,73955,59122,14833,560888,74956,24721,4977,163273
Franklin,4/5N,900,639,521,118,8375,2293,169,163,2822
Freestone,7,1200,773,698,75,15656,3767,553,261,6361
Frio,8,3475,2036,1693,343,15391,2285,186,166,6540
Gaines,9/10,1200,998,738,260,13837,1739,323,95,5892
Galveston,6/5S,45700,39475,30662,8813,257226,44170,11784,2830,94171
Garza,1,400,208,180,28,5247,708,33,75,2165
Gillespie,8,5500,3201,2609,592,21640,7573,1175,706,6752
Glasscock,9/10,0,92,87,5,1066,206,23,0,412
Goliad,8,100,746,642,104,6085,1629,39,135,2286
Gonzales,8,1600,1281,1019,262,15705,3351,550,256,6350
Gray,1,1400,1908,1431,477,17544,3562,689,315,7285
Grayson,2/3,22500,11269,8449,2820,101210,22230,9338,2131,38463
Gregg,4/5N,20375,7609,5701,1908,94630,18206,7025,2324,37524
Grimes,7,1400,1392,1120,272,21992,4574,234,311,9284
Guadalupe,8,14650,8435,5984,2451,119599,20632,3801,1225,45624
Hale,1,2900,2569,2055,514,25683,4434,873,399,10752
Hall,1,0,356,310,46,2476,719,27,72,1014
Hamilton,7,1600,2166,1656,510,6706,2085,481,296,2394
Hansford,1,600,708,510,198,4110,801,139,84,1684
Hardeman,2/3,1000,657,521,136,3190,822,102,16,1191
Hardin,6/5S,5400,3378,2855,523,43970,9078,1003,527,15981
Harris,6/5S,666400,394422,306726,87696,3508328,451182,225769,27623,1394059
Harrison,4/5N,3800,2719,2203,516,51597,10673,3063,608,20830
Hartley,1,1475,486,461,25,4650,803,196,94,1735
Haskell,2/3,500,703,636,67,4804,1263,123,68,1859
Hays,7,21575,18094,14184,3910,162285,21165,5488,1907,55178
Hemphill,1,1300,592,420,172,2920,557,104,98,1134
Henderson,4/5N,4100,4213,3308,905,64810,17351,2043,998,25865
Hidalgo,11,123725,66634,52053,14581,596338,90198,54962,17074,277365
Hill,7,1900,2369,1970,399,27788,7225,862,523,10878
Hockley,1,1200,1662,1278,384,17697,3243,483,263,6880
Hood,2/3,4000,2920,2259,661,45943,13731,1720,867,15623
Hopkins,4/5N,2800,2126,1796,330,28122,6369,1192,620,10898
Houston,4/5N,2000,1619,1307,312,18932,4898,634,538,7550
Howard,9/10,2900,1648,1186,462,29022,4506,1456,454,12037
Hudspeth,9/10,100,231,184,47,3380,633,33,0,1525
Hunt,2/3,7150,6827,4586,2241,72504,14443,4112,947,29089
Hutchinson,1,800,1527,1286,241,16624,3444,504,246,6340
Irion,9/10,0,98,79,19,1248,316,15,0,442
Jack,2/3,1100,524,418,106,7119,1426,198,149,2721
Jackson,8,2775,1729,1310,419,11500,2563,380,237,4317
Jasper,4/5N,7100,2511,2364,147,27762,6745,1597,374,11770
Jeff Davis,9/10,200,225,207,18,2090,720,28,0,686
Jefferson,6/5S,27750,10722,9109,1613,201245,35410,13127,2431,93531
Jim Hogg,11,200,641,582,59,3800,884,14,60,1580
Jim Wells,11,4725,4448,3904,544,30844,6040,3897,985,12774
Johnson,2/3,4700,9805,7739,2066,125290,22292,3559,1471,49748
Jones,2/3,500,1012,854,158,16890,2960,337,254,7035
Karnes,8,1800,1115,1022,93,12599,2155,370,244,5170
Kaufman,2/3,4750,7507,5519,1988,89077,14015,2857,1189,35354
Kendall,8,2300,4252,3122,1130,33387,7902,1091,801,11264
Kenedy,11,0,105,101,4,332,80,1,0,138
Kent,2/3,0,84,79,5,617,205,13,60,197
Kerr,8,4700,3529,2561,968,42636,13836,2805,1022,13882
Kimble,9/10,500,390,323,67,3704,1256,90,0,1288
King,1,0,23,18,5,221,50,7,0,77
Kinney,8,200,299,293,6,3043,889,11,0,1178
Kleberg,11,7225,4989,4580,409,24557,3997,1401,341,9458
Knox,2/3,700,435,369,66,2836,705,95,127,1004
La Salle,8,3425,1414,1368,46,6224,1014,22,60,2417
Lamar,4/5N,4400,4449,3306,1143,39046,9302,3115,745,15021
Lamb,1,400,1405,1219,186,9952,2150,454,226,4127
Lampasas,7,800,935,787,148,16398,3831,348,284,6221
Lavaca,8,2100,1786,1279,507,15734,4525,820,612,5425
Lee,7,800,911,706,205,13736,3030,334,226,5299
Leon,7,700,728,574,154,13735,4066,155,74,4689
Liberty,6/5S,7225,3487,2924,563,62895,10468,1398,614,27000
Limestone,7,1700,1025,930,95,18743,4350,2332,1060,7614
Lipscomb,1,200,303,240,63,2656,552,24,61,1016
Live Oak,11,300,831,770,61,9914,2426,35,100,3751
Llano,7,1200,1047,869,178,17808,7290,277,358,5227
Loving,9/10,0,24,23,1,72,9,0,0,30
Lubbock,1,84600,50655,39580,11075,236917,35987,20974,4093,81176
Lynn,1,400,583,482,101,4411,1014,191,40,1773
Madison,7,700,543,395,148,11441,2163,299,258,4426
Marion,4/5N,0,306,226,80,8483,2562,351,158,3245
Martin,9/10,600,428,348,80,4061,637,165,0,1599
Mason,9/10,200,433,311,122,3404,1185,104,0,1121
Matagorda,6/5S,2800,1657,1381,276,28584,5960,1113,369,11810
Maverick,8,6200,3268,2767,501,41728,6497,2970,1198,18532
McCulloch,9/10,1000,420,393,27,6527,1777,212,122,2328
McLennan,7,27950,20166,16908,3258,193025,34382,11153,3621,69962
McMullen,11,100,76,72,4,652,175,10,0,225
Medina,8,1900,3509,2714,795,39115,7889,899,536,15457
Menard,9/10,100,267,209,58,1755,622,9,40,571
Midland,9/10,22525,13043,10523,2520,121977,16726,5950,1288,46310
Milam,7,2200,1578,1410,168,19285,4857,532,297,7632
Mills,7,200,564,428,136,3951,1305,149,152,1334
Mitchell,2/3,900,560,334,226,6926,1230,265,96,2751
Montague,2/3,1375,2051,1884,167,15437,4202,560,383,5573
Montgomery,6/5S,67950,30156,23143,7013,424256,69108,20255,3836,144900
Moore,1,1300,1964,1507,457,15429,2298,448,176,6395
Morris,4/5N,500,634,464,170,9906,2616,77,179,3791
Motley,1,0,152,132,20,991,360,22,50,322
Nacogdoches,4/5N,7300,7117,5564,1553,51860,9040,2530,755,20425
Navarro,2/3,5500,4508,3908,600,37032,8072,1720,869,15378
Newton,4/5N,900,720,666,54,11585,2778,55,113,4861
Nolan,2/3,2100,1756,1559,197,11545,2645,519,251,4406
Nueces,11,57300,30997,22068,8929,281603,49323,25582,4100,114746
Ochiltree,1,1000,866,672,194,7310,1075,200,114,2943
Oldham,1,300,290,233,57,1634,305,18,0,615
Orange,6/5S,1600,2278,1968,310,65886,13036,1456,548,27006
Palo Pinto,2/3,1700,1292,1104,188,22297,5329,864,283,8620
Panola,4/5N,1500,1064,934,130,18495,4164,473,377,7352
Parker,2/3,11450,10692,8772,1920,100892,19524,2890,1301,36941
Parmer,1,800,934,784,150,7251,1292,161,174,2962
Pecos,9/10,1900,1638,1170,468,12300,1991,400,120,5113
Polk,4/5N,3700,2400,2020,380,38985,8785,1184,574,15885
Potter,1,69025,18815,14183,4632,90612,14346,10224,1770,36913
Presidio,9/10,700,891,824,67,5397,1578,27,0,2246
Rains,4/5N,200,567,433,134,9351,2703,163,68,3390
Randall,1,6000,28594,21122,7472,103986,18786,2812,869,34080
Reagan,9/10,200,264,246,18,2737,400,52,42,1136
Real,8,0,424,335,89,2887,987,25,86,1056
Red River,4/5N,500,1101,973,128,10039,2941,420,252,3812
Reeves,9/10,3725,2258,2152,106,12204,1820,281,89,5026
Refugio,11,600,1092,734,358,5728,1501,228,154,2164
Roberts,1,0,78,55,23,715,171,16,0,257
Robertson,7,800,848,681,167,13256,3187,252,252,4994
Rockwall,2/3,6275,7257,5641,1616,71048,11084,3750,1347,24705
Runnels,2/3,1500,1082,803,279,8197,2086,405,312,3019
Rusk,4/5N,1900,1965,1604,361,42065,8465,1501,759,16934
Sabine,4/5N,1300,1057,970,87,8680,3137,572,186,3043
San Augustine,4/5N,1200,535,460,75,6838,2101,415,337,2676
San Jacinto,4/5N,1600,1341,1183,158,22409,5868,132,190,9048
San Patricio,11,2100,4319,3579,740,51113,9600,975,347,19345
San Saba,7,200,111,98,13,4856,1335,33,72,1820
Schleicher,9/10,200,122,92,30,2307,531,65,34,849
Scurry,2/3,2950,1588,1514,74,13399,2498,399,128,5396
Shackelford,2/3,300,167,141,26,2654,652,52,0,977
Shelby,4/5N,1700,1121,855,266,19553,4305,540,369,8051
Sherman,1,500,277,259,18,2306,449,24,42,880
Smith,4/5N,53900,25121,18670,6451,175559,35667,19690,3030,61133
Somervell,2/3,600,588,456,132,6946,1596,457,220,2611
Starr,11,5300,4193,2990,1203,45022,7148,4479,1999,20831
Stephens,2/3,800,390,358,32,7548,1806,168,92,2974
Sterling,9/10,100,76,69,7,999,203,10,44,378
Stonewall,2/3,500,154,133,21,1105,350,63,53,380
Sutton,9/10,300,253,220,33,3045,647,91,0,1110
Swisher,1,500,870,708,162,5776,1332,114,61,2373
Tarrant,2/3,326175,141272,115849,25423,1541750,216595,86106,18386,569817
Taylor,2/3,21200,16205,11953,4252,106114,19227,11065,2465,36579
Terrell,9/10,0,223,201,22,678,219,10,0,247
Terry,1,2475,1893,1454,439,9646,1878,345,178,4156
Throckmorton,2/3,500,349,298,51,1246,397,64,0,422
Titus,4/5N,3100,1756,1254,502,24029,4460,1811,633,9843
Tom Green,9/10,19600,13139,10062,3077,92673,17521,6702,1601,33142
Travis,7,171600,104099,78694,25405,963091,110187,51820,8264,294252
Trinity,4/5N,1775,759,647,112,11987,3757,347,241,4444
Tyler,4/5N,2000,1504,1248,256,17802,4634,476,238,6979
Upshur,4/5N,1100,1623,1242,381,32159,7217,714,567,12247
Upton,9/10,400,626,479,147,2722,491,170,30,1124
Uvalde,8,5025,3533,3058,475,20411,4408,1498,515,8322
Val Verde,8,4750,4519,3924,595,36384,6900,2610,490,14388
Van Zandt,4/5N,2600,3403,2621,782,43390,10864,1280,711,16263
Victoria,8,11475,8642,6389,2253,71259,14021,5624,1030,27646
Walker,6/5S,4600,3327,2705,622,62112,8795,1526,400,24579
Waller,6/5S,2800,1847,1530,317,39168,5749,1182,466,15272
Ward,9/10,500,838,693,145,8614,1627,137,92,3403
Washington,7,11000,2353,2004,349,28088,7221,2581,1018,10496
Webb,11,39400,25102,19991,5111,190484,24275,12073,1646,86429
Wharton,6/5S,2400,1966,1593,373,32008,6782,1438,615,13118
Wheeler,1,700,597,502,95,4218,1002,200,114,1611
Wichita,2/3,24750,15896,12536,3360,104850,18717,8664,2030,42205
Wilbarger,2/3,5400,2425,1633,792,10280,2262,457,304,4282
Willacy,11,700,1732,1512,220,17033,2912,325,557,7767
Williamson,7,55750,43498,32820,10678,404144,60672,14404,4639,130519
Wilson,8,3700,4241,2980,1261,37953,7321,1224,615,13356
Winkler,9/10,400,596,555,41,5766,909,102,0,2380
Wise,2/3,6150,5930,3701,2229,50287,9488,3589,552,20767
Wood,4/5N,2000,2794,2308,486,36181,11628,1046,880,12547
Yoakum,1,600,859,545,314,6085,998,225,60,2360
Young,2/3,2100,1462,1142,320,14206,3499,862,431,5428
Zapata,11,700,883,784,99,10050,1772,195,202,4735
Zavala,8,200,1183,1064,119,8900,1633,25,60,4120
*Other,N/A,9775,287327,230251,57076,,,,,
,,,,,,,,,,
