County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Callahan,2/3,3500,6242,3563,3059,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,333976,205918,139324,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5990,3582,2592,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2615,1454,1217,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,11419,6911,5439,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3726,2168,1683,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,20100,12722,7836,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,20364,12226,9336,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4055,2491,1876,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6148,3356,3017,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1787,1034,911,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1764,996,799,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,3901,2224,1849,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,802837,473086,348627,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1376,789,682,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,13341,8166,6492,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,102398,62593,45051,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7565,4361,3730,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1674,938,808,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,16491,10266,6881,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,26244,16868,10280,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,758,429,376,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2087,1290,817,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1869,1040,854,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3495,1926,1619,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1786,945,846,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4107,2405,1744,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1673580,1007476,717868,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4559,2769,1934,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10035,5842,4712,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,7970,4806,3686,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2198,1245,1028,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,643049,373990,285099,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,967,548,480,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7745,4451,3326,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1713,1009,750,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8229,4861,3758,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8136,4828,3916,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,79484,44704,36656,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,971,536,450,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,670204,412177,277122,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,104475,62058,46090,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,18551,10668,8543,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8123,5017,3320,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,15437,9207,7249,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,15404,9293,7264,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1710,996,826,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3214,1798,1525,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,706,412,322,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,659840,388912,290346,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4476,2702,2050,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7643,4872,3306,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9003,5656,4067,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5189,3077,2471,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,242446,137374,109520,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,2513,1609,1330,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,18789,10853,8494,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,909,545,454,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4074,2286,1989,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11130,6648,5585,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,9646,5713,4332,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,64721,39603,31025,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,64709,36533,29833,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,15528,9587,6701,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,89298,56086,41164,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,14736,8651,6956,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1756,1010,865,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5106,3035,2543,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2854,1691,1536,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2332,1330,1188,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,24524,14113,10974,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,2948739,1818873,1243221,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,27045,16119,12946,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3397,2002,1405,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3165,1846,1461,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,157105,96153,68357,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2151,1287,1147,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,37342,21986,17200,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,660243,398451,283739,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,17258,10355,8285,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,11977,6870,5828,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,40231,22345,18768,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,16048,9415,7297,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10819,6839,4684,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12547,7305,5937,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3284,1912,1497,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,41182,24429,18418,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9292,5266,4239,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,832,463,385,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3877,2280,1834,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,7948,4627,3584,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15419,8673,7348,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1938,1069,923,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,128367,75784,53864,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4223,2384,1867,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,27896,15763,12855,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,88734,50769,40095,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,7852,5192,3156,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8322,5559,3568,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,71246,43195,30668,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,34396,20750,15233,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,330,177,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,392,223,192,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,28839,16948,12945,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2521,1441,1194,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,76,49,31,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1923,1159,797,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25168,13963,11588,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1986,1094,1001,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5517,3112,2570,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,23905,13328,11469,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6671,3930,3119,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10005,6208,4438,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11033,6623,5450,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9225,5407,4216,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,7975,4880,3906,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,33434,21345,13740,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,9724,5800,4561,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1374,759,681,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5114,2873,2365,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15255,8928,7207,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,59,34,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,187242,106636,86183,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,2971,1709,1356,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,5995,3989,2423,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4618,2702,2242,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2347,1388,1060,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2896,1591,1392,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,19955,11945,8748,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,43301,29238,16369,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3604,2085,1668,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,137785,82980,62674,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,417,241,206,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,29095,17989,13083,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1453,831,753,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,89615,50217,40993,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,12904,7305,5941,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2699,1534,1259,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3443,2132,1374,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,8968,5203,4223,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,336753,211611,135269,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,12391,7144,5484,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5526,3416,2565,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,558,356,212,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,32138,19723,15986,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,27616,15678,12515,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4223,2330,1989,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7112,4457,3776,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,240558,138883,108430,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4647,2568,2288,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,883,505,407,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,31061,18414,13553,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12751,7370,5934,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7602,4600,3721,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,75412,43113,34727,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5062,2830,2493,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10473,6177,4632,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,24017,14483,10572,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,56957,33898,24141,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8166,4633,3714,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5038,2915,2255,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,76548,43677,35212,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1717,1018,908,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2326,1244,1118,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5536,3202,2766,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,8965,4846,4213,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4741,2621,2217,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,329,181,162,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8390,5129,4023,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,77063,46231,33413,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5660,3173,2778,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,21010,12847,9502,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5303,2967,2581,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4544,2567,2098,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10605,6314,5120,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,39261,23196,17776,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2514,1542,1057,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1613,884,780,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8254,4959,3783,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1653,915,771,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8967,5318,4339,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1413,842,644,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,125714,71488,56607,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,4857,2814,2337,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,57088,33925,28590,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3787,2327,1852,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,594,345,253,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,767,443,378,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2275,1252,1050,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3115,1856,1595,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1297073,760350,568839,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,76775,42534,36170,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,626,364,277,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6467,3725,3121,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,985,531,470,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,13596,8410,5641,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,69175,37823,32435,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1024219,625834,437976,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7149,4178,3330,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9013,5344,3852,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15416,8848,7241,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2154,1173,988,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17286,9660,8137,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,30161,19420,12736,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,23007,13581,10647,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,50408,28971,22574,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,34378,23117,13324,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,23759,14427,10407,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6408,3605,3093,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,23290,13176,10622,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,233583,142757,101624,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,21690,13629,9515,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2355,1365,1180,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,66232,39040,31235,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8032,4648,4184,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,14891,8752,6396,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,434213,269555,182448,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,25428,16097,10769,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3677,2124,1791,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,30667,18096,14215,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,23086,13724,10837,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4086,2497,2036,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,8914,5149,4467,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,10788,6344,5263,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7685,4327,3422,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,197868,132443,74634,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
