County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Jackson,8,3750,2536,1947,589,11425,2720,380,237,4205,,,
Jasper,4/5N,7200,4442,3945,497,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,650,600,50,2180,812,28,0,685,,,
Jefferson,6/5S,41200,20246,16025,4221,197382,37595,13127,2431,90120,,,
Jim Hogg,11,300,1104,706,398,3791,890,14,60,1572,,,
Jim Wells,11,6675,6422,5348,1074,30579,6358,3897,985,12474,,,
Johnson,2/3,7400,14482,10167,4315,135345,25151,3559,1471,53224,,,
Jones,2/3,500,1572,1202,370,17011,3188,337,254,6981,,,
Karnes,8,2000,1726,1337,389,12669,2211,370,244,5177,,,
Kaufman,2/3,5550,12582,8724,3858,102341,16113,2857,1189,40613,,,
Kendall,8,2900,5782,4181,1601,37890,9152,1091,801,12702,,,
Kenedy,11,0,121,111,10,321,68,1,0,139,,,
Kent,2/3,0,158,110,48,615,201,13,60,198,,,
Kerr,8,5300,5738,4401,1337,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,680,599,81,3651,1288,90,0,1243,,,
King,1,0,34,27,7,205,51,7,0,69,,,
Kinney,8,200,471,404,67,3050,910,11,0,1171,,,
Kleberg,11,10175,7629,6790,839,24188,4046,1401,341,9265,,,
Knox,2/3,700,847,663,184,2808,736,95,127,976,,,
La Salle,8,4400,2351,1715,636,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,5808,4314,1494,39402,9726,3115,745,14986,,,
Lamb,1,600,2196,1608,588,9740,2240,454,226,3968,,,
Lampasas,7,800,1665,1324,341,17366,4322,348,284,6457,,,
Lavaca,8,2300,2795,1753,1042,16004,4775,820,612,5435,,,
Lee,7,800,1394,1018,376,13993,3219,334,226,5333,,,
Leon,7,900,1038,730,308,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,5235,3656,1579,66868,11399,1398,614,28567,,,
Limestone,7,1700,1699,1226,473,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,528,390,138,2520,617,24,61,919,,,
Live Oak,11,400,1483,1149,334,10055,2533,35,100,3769,,,
Llano,7,1200,2536,2099,437,18908,8119,277,358,5362,,,
Loving,9/10,0,27,27,0,129,23,0,0,50,,,
Lubbock,1,95200,68298,48804,19494,244992,39476,20974,4093,83028,,,
Lynn,1,400,948,623,325,4496,974,191,40,1838,,,
Madison,7,900,793,564,229,11595,2264,299,258,4451,,,
Marion,4/5N,0,477,339,138,8277,2697,351,158,3058,,,
Martin,9/10,800,1163,886,277,4136,659,165,0,1624,,,
Mason,9/10,400,731,596,135,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,2744,1911,833,28247,6391,1113,369,11409,,,
Maverick,8,9100,4898,3893,1005,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,828,713,115,6435,1792,212,122,2275,,,
McLennan,7,34950,28768,21942,6826,200781,37728,11153,3621,71906,,,
McMullen,11,100,110,101,9,616,189,10,0,202,,,
Medina,8,2600,5687,4138,1549,41263,8757,899,536,16090,,,
Menard,9/10,200,481,406,75,1790,699,9,40,550,,,
Midland,9/10,32275,25016,21193,3823,131025,18438,5950,1288,49538,,,
Milam,7,2700,2913,1811,1102,19689,5245,532,297,7641,,,
Mills,7,300,791,543,248,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,935,662,273,6958,1259,265,96,2753,,,
Montague,2/3,2350,2642,2219,423,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,57665,40783,16882,467232,81457,20255,3836,157396,,,
Moore,1,1500,4476,3557,919,14986,2372,448,176,6143,,,
Morris,4/5N,500,837,552,285,9830,2730,77,179,3692,,,
Motley,1,0,194,149,45,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,9777,6230,3547,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,6960,6005,955,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1312,1124,188,11298,2878,55,113,4648,,,
Nolan,2/3,2200,2338,1668,670,11321,2737,519,251,4249,,,
Nueces,11,74275,40272,26991,13281,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,1171,794,377,7106,1148,200,114,2812,,,
Oldham,1,300,396,251,145,1728,316,18,0,654,,,
Orange,6/5S,1600,5197,4333,864,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,2065,1494,571,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1683,1236,447,18462,4589,473,377,7117,,,
Parker,2/3,15350,15853,11620,4233,111686,22331,2890,1301,40567,,,
Parmer,1,800,1782,1310,472,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2871,2360,511,12317,2141,400,120,5047,,,
Polk,4/5N,4300,4827,3605,1222,42276,9733,1184,574,17118,,,
Potter,1,84125,25798,16806,8992,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1308,1109,199,5069,1601,27,0,2039,,,
Rains,4/5N,300,805,598,207,10277,3123,163,68,3649,,,
Randall,1,6100,38922,24775,14147,108431,21424,2812,869,34803,,,
Reagan,9/10,300,454,343,111,2841,427,52,42,1173,,,
Real,8,200,755,563,192,2943,1053,25,86,1051,,,
Red River,4/5N,800,1480,1234,246,9965,3044,420,252,3717,,,
Reeves,9/10,5775,4117,2995,1122,12781,1878,281,89,5277,,,
Refugio,11,700,1329,923,406,5583,1617,228,154,2031,,,
Roberts,1,0,142,95,47,672,193,16,0,227,,,
Robertson,7,1000,1507,1194,313,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,13565,10120,3445,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1708,1113,595,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,2941,2194,747,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1570,1154,416,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,835,600,235,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,2162,1580,582,23444,6488,132,190,9275,,,
San Patricio,11,3200,6746,5180,1566,51116,10209,975,347,19063,,,
San Saba,7,300,256,193,63,5000,1465,33,72,1828,,,
Schleicher,9/10,400,286,189,97,2218,559,65,34,793,,,
Scurry,2/3,3925,1635,1200,435,13000,2566,399,128,5165,,,
Shackelford,2/3,300,330,278,52,2612,691,52,0,937,,,
Shelby,4/5N,1700,1526,1001,525,19449,4532,540,369,7876,,,
Sherman,1,500,492,412,80,2294,462,24,42,868,,,
Smith,4/5N,63600,29948,22295,7653,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1223,973,250,7386,1770,457,220,2741,,,
Starr,11,6400,7115,5251,1864,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,595,452,143,7542,1890,168,92,2928,,,
Sterling,9/10,100,129,103,26,975,186,10,44,375,,,
Stonewall,2/3,500,283,236,47,1095,361,63,53,369,,,
Sutton,9/10,400,447,353,94,2992,723,91,0,1051,,,
Swisher,1,500,1214,904,310,5764,1305,114,61,2381,,,
Tarrant,2/3,395350,220625,152808,67817,1617160,244511,86106,18386,590239,,,
Taylor,2/3,22375,22499,16830,5669,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,216,197,19,639,255,10,0,207,,,
Terry,1,3450,2588,1923,665,9307,1858,345,178,3985,,,
Throckmorton,2/3,500,430,359,71,1247,445,64,0,399,,,
Titus,4/5N,4300,2188,1450,738,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,21245,14436,6809,93752,18625,6702,1601,33131,,,
Travis,7,217400,139961,100680,39281,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,1913,1470,443,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,2743,1962,781,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2684,2025,659,33011,7825,714,567,12366,,,
Upton,9/10,400,748,596,152,2730,537,170,30,1105,,,
Uvalde,8,7175,5451,3808,1643,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5438,4271,1167,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,4751,3481,1270,45216,11495,1280,711,16861,,,
Victoria,8,13475,13688,10105,3583,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,5170,3785,1385,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3418,2593,825,43350,6546,1182,466,16819,,,
Ward,9/10,600,1273,992,281,8921,1629,137,92,3551,,,
Washington,7,14000,5155,4187,968,29086,7889,2581,1018,10662,,,
Webb,11,46900,37730,27999,9731,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,3289,2368,921,32110,7239,1438,615,12933,,,
Wheeler,1,900,976,659,317,3915,1002,200,114,1459,,,
Wichita,2/3,28000,23149,16105,7044,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3493,2387,1106,10361,2421,457,304,4240,,,
Willacy,11,800,2249,1728,521,16897,3057,325,557,7612,,,
Williamson,7,65550,59078,42782,16296,458433,73202,14404,4639,146388,,,
Wilson,8,4100,5875,3799,2076,40488,8411,1224,615,13986,,,
Winkler,9/10,400,830,604,226,5954,964,102,0,2445,,,
Wise,2/3,6850,7186,4375,2811,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,3927,2997,930,38005,12527,1046,880,13019,,,
Yoakum,1,800,1069,715,354,6135,1033,225,60,2367,,,
Young,2/3,2700,2143,1561,582,14219,3774,862,431,5296,,,
Zapata,11,700,1499,1327,172,9981,1866,195,202,4642,,,
Zavala,8,200,2544,2268,276,8840,1723,25,60,4035,,,
*Other,N/A,9775,337246,268993,68253,,,,,,,,
,,,,,,,,,,,,,
