County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Franklin,4/5N,2300,2694,1819,931,8554,2367,169,163,2871,0,,
Freestone,7,2500,3650,2713,1124,15808,3996,553,261,6319,689,,
Frio,8,7750,5377,3453,2450,16121,2499,186,166,6797,28,,
Gaines,9/10,3300,2972,2088,1034,14548,1907,323,95,6156,717,,
Galveston,6/5S,159320,135617,87866,49957,269280,50987,11784,2830,96486,10219,,
Garza,1,2100,1297,982,382,5325,719,33,75,2197,0,,
Gillespie,8,21500,11261,7180,4180,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,704,402,304,1099,210,23,0,426,0,,
Goliad,8,1500,2773,1642,1158,6281,1832,39,135,2282,0,,
Gonzales,8,4900,6287,4505,2566,15937,3572,550,256,6356,693,,
Gray,1,3600,5384,3810,1713,16924,3531,689,315,6978,42,,
Grayson,2/3,40850,32874,22159,12569,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,69015,35535,22206,13587,95544,19451,7025,2324,37362,3988,,
Grimes,7,3400,7325,5286,2318,23245,5134,234,311,9653,771,,
Guadalupe,8,53635,44138,29466,17574,130517,23614,3801,1225,49282,3850,,
Hale,1,6800,9068,6277,3231,25476,4604,873,399,10561,1177,,
Hall,1,0,1291,782,530,2406,711,27,72,978,0,,
Hamilton,7,3600,3253,2333,1239,6832,2146,481,296,2427,10,,
Hansford,1,2100,1825,1222,725,3987,812,139,84,1616,295,,
Hardeman,2/3,2800,1856,1091,835,3190,912,102,16,1146,0,,
Hardin,6/5S,8500,16551,10780,5956,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1843790,1417629,989115,461860,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,11100,14200,9234,5642,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2819,1890,935,4561,861,196,94,1669,253,,
Haskell,2/3,1900,2174,1501,723,4831,1266,123,68,1872,187,,
Hays,7,96900,69857,48035,24429,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2500,1557,949,730,2827,606,104,98,1066,0,,
Henderson,4/5N,14200,19338,13283,6785,67238,18534,2043,998,26544,1787,,
Hidalgo,11,362190,280196,188700,96606,620824,98328,54962,17074,286328,36161,,
Hill,7,5500,10434,7400,3639,29198,7684,862,523,11381,1209,,
Hockley,1,3600,7540,4731,3031,17799,3453,483,263,6829,887,,
Hood,2/3,17600,23277,16420,7162,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5900,8468,5700,2947,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4500,5703,4216,1926,18929,5176,634,538,7399,631,,
Howard,9/10,5200,7080,4700,2525,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1100,1524,998,528,3979,775,33,0,1778,145,,
Hunt,2/3,25950,21187,14407,7262,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2900,5751,3857,1962,16258,3581,504,246,6098,741,,
Irion,9/10,0,575,388,190,1234,328,15,0,429,0,,
Jack,2/3,2900,2521,1711,899,7230,1515,198,149,2732,284,,
Jackson,8,5550,4863,2895,2045,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,11315,7077,4444,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,900,1586,958,643,2180,812,28,0,685,0,,
Jefferson,6/5S,150990,66263,48103,18434,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1200,2803,1883,926,3791,890,14,60,1572,0,,
Jim Wells,11,21825,19585,12076,7748,30579,6358,3897,985,12474,1370,,
Johnson,2/3,54880,41587,28958,13415,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2100,4007,2678,1602,17011,3188,337,254,6981,525,,
Karnes,8,5700,4504,3127,1870,12669,2211,370,244,5177,505,,
Kaufman,2/3,32750,30630,20644,10774,102341,16113,2857,1189,40613,4498,,
Kendall,8,7800,19126,12488,6978,37890,9152,1091,801,12702,160,,
Kenedy,11,0,278,156,122,321,68,1,0,139,0,,
Kent,2/3,0,299,182,126,615,201,13,60,198,0,,
Kerr,8,11900,15396,10668,4855,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1800,1761,1173,608,3651,1288,90,0,1243,0,,
King,1,0,53,36,19,205,51,7,0,69,0,,
Kinney,8,1300,1091,775,322,3050,910,11,0,1171,0,,
Kleberg,11,36525,17889,10909,7067,24188,4046,1401,341,9265,870,,
Knox,2/3,1700,1565,917,667,2808,736,95,127,976,182,,
La Salle,8,19725,4159,2468,1841,6212,1018,22,60,2410,0,,
Lamar,4/5N,18500,15924,10398,5753,39402,9726,3115,745,14986,1612,,
Lamb,1,1700,4585,2988,1737,9740,2240,454,226,3968,536,,
Lampasas,7,3200,4532,3056,1583,17366,4322,348,284,6457,0,,
Lavaca,8,5400,6263,4477,2207,16004,4775,820,612,5435,476,,
Lee,7,2700,4243,3120,1215,13993,3219,334,226,5333,494,,
Leon,7,2200,3523,2625,1009,13946,4334,155,74,4662,603,,
Liberty,6/5S,24925,13880,9500,4788,66868,11399,1398,614,28567,2987,,
Limestone,7,4900,4829,3517,1484,18871,4670,2332,1060,7512,702,,
Lipscomb,1,900,992,637,373,2520,617,24,61,919,190,,
Live Oak,11,1700,3461,2187,1316,10055,2533,35,100,3769,300,,
Llano,7,4400,7030,4887,2346,18908,8119,277,358,5362,15,,
Loving,9/10,0,38,28,10,129,23,0,0,50,0,,
Lubbock,1,168240,127194,78528,49643,244992,39476,20974,4093,83028,9242,,
Lynn,1,1000,2015,1259,774,4496,974,191,40,1838,328,,
Madison,7,2100,2409,1674,830,11595,2264,299,258,4451,17,,
Marion,4/5N,700,2193,1524,709,8277,2697,351,158,3058,0,,
Martin,9/10,1600,1874,1182,750,4136,659,165,0,1624,0,,
Mason,9/10,1400,1775,1151,679,3521,1250,104,0,1147,0,,
Matagorda,6/5S,7370,8199,6216,2098,28247,6391,1113,369,11409,1164,,
Maverick,8,28200,14185,11961,2987,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2900,2354,1602,836,6435,1792,212,122,2275,260,,
McLennan,7,89150,70901,47769,26725,200781,37728,11153,3621,71906,8718,,
McMullen,11,800,293,180,118,616,189,10,0,202,0,,
Medina,8,8900,15525,10599,5810,41263,8757,899,536,16090,1720,,
Menard,9/10,900,1095,709,504,1790,699,9,40,550,0,,
Midland,9/10,102725,43764,29840,14365,131025,18438,5950,1288,49538,4151,,
Milam,7,5800,7150,5001,2294,19689,5245,532,297,7641,827,,
Mills,7,1400,1810,1221,635,4006,1416,149,152,1305,265,,
Mitchell,2/3,2700,1938,1278,686,6958,1259,265,96,2753,254,,
Montague,2/3,3250,6004,3707,2358,15872,4444,560,383,5668,702,,
Montgomery,6/5S,238800,150063,97438,55565,467232,81457,20255,3836,157396,17330,,
Moore,1,4170,9119,5317,3892,14986,2372,448,176,6143,27,,
Morris,4/5N,1600,2609,1829,892,9830,2730,77,179,3692,0,,
Motley,1,0,471,314,160,994,368,22,50,319,0,,
Nacogdoches,4/5N,18500,19706,13636,7869,51773,9953,2530,755,19948,1728,,
Navarro,2/3,24700,18030,11702,6411,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2200,3145,1990,1192,11298,2878,55,113,4648,354,,
Nolan,2/3,6000,4868,3252,2345,11321,2737,519,251,4249,719,,
Nueces,11,156175,129951,83855,47893,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3100,2972,2288,779,7106,1148,200,114,2812,0,,
Oldham,1,1200,604,360,252,1728,316,18,0,654,227,,
Orange,6/5S,2600,18060,12386,6094,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3800,6576,4517,2336,23207,5893,864,283,8796,816,,
Panola,4/5N,2900,4365,2981,1695,18462,4589,473,377,7117,661,,
Parker,2/3,45590,40800,26204,15181,111686,22331,2890,1301,40567,3773,,
Parmer,1,1800,3599,2321,1359,7222,1366,161,174,2910,525,,
Pecos,9/10,4400,7963,4641,3454,12317,2141,400,120,5047,517,,
Polk,4/5N,7300,13539,8643,5097,42276,9733,1184,574,17118,1025,,
Potter,1,141795,39234,24049,15480,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4200,5613,3806,1816,5069,1601,27,0,2039,0,,
Rains,4/5N,1600,2625,1875,790,10277,3123,163,68,3649,0,,
Randall,1,11200,57379,34021,24172,108431,21424,2812,869,34803,519,,
Reagan,9/10,1000,1050,672,379,2841,427,52,42,1173,0,,
Real,8,1200,1658,1032,626,2943,1053,25,86,1051,0,,
Red River,4/5N,2200,3725,2453,1488,9965,3044,420,252,3717,477,,
Reeves,9/10,19625,7197,4011,3207,12781,1878,281,89,5277,0,,
Refugio,11,1800,2987,2047,959,5583,1617,228,154,2031,313,,
Roberts,1,0,242,154,91,672,193,16,0,227,0,,
Robertson,7,2200,4545,3182,1527,13474,3412,252,252,4991,690,,
Rockwall,2/3,33015,34904,23614,12524,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5100,3570,2399,1242,8184,2153,405,312,2979,430,,
Rusk,4/5N,6300,10431,6753,4116,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2900,3595,2354,1264,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2600,3011,2083,953,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2900,6235,4285,2182,23444,6488,132,190,9275,40,,
San Patricio,11,11700,20952,13988,7518,51116,10209,975,347,19063,2379,,
San Saba,7,1400,1063,839,244,5000,1465,33,72,1828,197,,
Schleicher,9/10,1300,1094,682,412,2218,559,65,34,793,0,,
Scurry,2/3,6095,5294,3150,2192,13000,2566,399,128,5165,0,,
Shackelford,2/3,1200,1005,727,303,2612,691,52,0,937,119,,
Shelby,4/5N,5340,4435,3197,1343,19449,4532,540,369,7876,948,,
Sherman,1,1600,1076,653,426,2294,462,24,42,868,0,,
Smith,4/5N,142490,68246,44866,23813,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2900,3118,2176,1134,7386,1770,457,220,2741,479,,
Starr,11,23100,27644,21439,8688,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2500,2305,1699,854,7542,1890,168,92,2928,22,,
Sterling,9/10,400,381,284,98,975,186,10,44,375,0,,
Stonewall,2/3,1400,587,347,260,1095,361,63,53,369,0,,
Sutton,9/10,1300,1315,952,365,2992,723,91,0,1051,0,,
Swisher,1,1500,2410,1533,1070,5764,1305,114,61,2381,323,,
Tarrant,2/3,831190,596103,391772,213630,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,66185,49823,32098,18526,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,526,301,234,639,255,10,0,207,0,,
Terry,1,6320,4751,2948,1930,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1500,820,471,351,1247,445,64,0,399,0,,
Titus,4/5N,9100,6040,3984,2207,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,62190,44882,28586,16596,93752,18625,6702,1601,33131,3815,,
Travis,7,635080,397534,287718,120301,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3750,4460,2773,1839,12104,3956,347,241,4400,427,,
Tyler,4/5N,6600,5667,3502,2217,17963,4895,476,238,6926,722,,
Upshur,4/5N,3700,8379,5508,3014,33011,7825,714,567,12366,1404,,
Upton,9/10,2500,1691,977,717,2730,537,170,30,1105,0,,
Uvalde,8,21825,11675,7077,4730,20379,4508,1498,515,8253,985,,
Val Verde,8,15040,13619,9340,4502,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,7500,12198,8415,4209,45216,11495,1280,711,16861,1783,,
Victoria,8,38450,26453,16064,10714,71388,15242,5624,1030,27119,241,,
Walker,6/5S,19500,14149,10193,4558,63471,10049,1526,400,24628,1438,,
Waller,6/5S,8300,10372,6767,3962,43350,6546,1182,466,16819,1813,,
Ward,9/10,4040,4316,2915,1471,8921,1629,137,92,3551,0,,
Washington,7,49600,12622,7455,5373,29086,7889,2581,1018,10662,72,,
Webb,11,110400,110249,76798,37363,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,8470,9876,7078,3367,32110,7239,1438,615,12933,1328,,
Wheeler,1,2300,1751,1079,740,3915,1002,200,114,1459,243,,
Wichita,2/3,44190,41151,25861,16442,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,8600,6013,3785,2732,10361,2421,457,304,4240,27,,
Willacy,11,2300,7506,5424,2178,16897,3057,325,557,7612,775,,
Williamson,7,223150,168741,125813,48572,458433,73202,14404,4639,146388,19090,,
Wilson,8,8200,13957,9313,5480,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1500,2698,1630,1200,5954,964,102,0,2445,0,,
Wise,2/3,18130,16360,10634,6225,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5100,12299,8345,4368,38005,12527,1046,880,13019,1130,,
Yoakum,1,2200,2497,1734,1065,6135,1033,225,60,2367,0,,
Young,2/3,6600,5910,4036,2199,14219,3774,862,431,5296,626,,
Zapata,11,4900,5305,4002,1672,9981,1866,195,202,4642,0,,
Zavala,8,900,5098,2954,2156,8840,1723,25,60,4035,458,,
Other,N/A,0,416934,357404,82003,,,,,,,,
