County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Polk,4/5N,4300,6451,4818,1633,42276,9733,1184,574,17118,,,
Potter,1,89325,27134,17371,9763,88673,15203,10224,1770,35559,,,
Presidio,44449,1500,1771,1553,218,5069,1601,27,0,2039,,,
Rains,4/5N,500,1044,741,303,10277,3123,163,68,3649,,,
Randall,1,6200,40953,25641,15312,108431,21424,2812,869,34803,,,
Reagan,44449,300,481,367,114,2841,427,52,42,1173,,,
Real,8,200,775,577,198,2943,1053,25,86,1051,,,
Red River,4/5N,900,1740,1309,431,9965,3044,420,252,3717,,,
Reeves,44449,7725,4508,3131,1377,12781,1878,281,89,5277,,,
Refugio,11,700,1366,944,422,5583,1617,228,154,2031,,,
Roberts,1,0,140,94,46,672,193,16,0,227,,,
Robertson,7,1200,1826,1362,464,13474,3412,252,252,4991,,,
Rockwall,44230,8175,15472,11212,4260,80325,13395,3750,1347,27575,,,
Runnels,44230,1800,1783,1159,624,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4469,3313,1156,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1755,1284,471,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1237,869,368,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2512,1782,730,23444,6488,132,190,9275,,,
San Patricio,11,4200,8029,5851,2178,51116,10209,975,347,19063,,,
San Saba,7,300,292,224,68,5000,1465,33,72,1828,,,
Schleicher,44449,400,500,387,113,2218,559,65,34,793,,,
Scurry,44230,3925,1982,1381,601,13000,2566,399,128,5165,,,
Shackelford,44230,300,340,283,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1727,1095,632,19449,4532,540,369,7876,,,
Sherman,1,500,581,440,141,2294,462,24,42,868,,,
Smith,4/5N,74400,38461,25907,12554,182283,39337,19690,3030,62467,,,
Somervell,44230,600,1277,1001,276,7386,1770,457,220,2741,,,
Starr,11,8000,7868,5792,2076,45765,7370,4479,1999,21117,,,
Stephens,44230,900,903,654,249,7542,1890,168,92,2928,,,
Sterling,44449,100,137,108,29,975,186,10,44,375,,,
Stonewall,44230,500,315,242,73,1095,361,63,53,369,,,
Sutton,44449,400,458,358,100,2992,723,91,0,1051,,,
Swisher,1,500,1290,937,353,5764,1305,114,61,2381,,,
Tarrant,44230,440250,261829,171211,90618,1617160,244511,86106,18386,590239,,,
Taylor,44230,30525,23886,17664,6222,107257,20131,11065,2465,36680,,,
Terrell,44449,0,211,196,15,639,255,10,0,207,,,
Terry,1,3650,2801,1941,860,9307,1858,345,178,3985,,,
Throckmorton,44230,600,451,367,84,1247,445,64,0,399,,,
Titus,4/5N,5200,2933,1962,971,24323,4845,1811,633,9797,,,
Tom Green,44449,28400,23416,15646,7770,93752,18625,6702,1601,33131,,,
Travis,7,242000,155650,108132,47518,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2127,1554,573,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3167,2259,908,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3331,2429,902,33011,7825,714,567,12366,,,
Upton,44449,500,781,623,158,2730,537,170,30,1105,,,
Uvalde,8,9325,5838,4086,1752,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5762,4521,1241,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5604,3852,1752,45216,11495,1280,711,16861,,,
Victoria,8,17850,14317,10425,3892,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5597,4013,1584,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,4089,2990,1099,43350,6546,1182,466,16819,,,
Ward,44449,700,1606,1285,321,8921,1629,137,92,3551,,,
Washington,7,19000,6128,4908,1220,29086,7889,2581,1018,10662,,,
Webb,11,52100,41026,30061,10965,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,3998,2742,1256,32110,7239,1438,615,12933,,,
Wheeler,1,1000,1033,694,339,3915,1002,200,114,1459,,,
Wichita,44230,31350,25511,16958,8553,105631,19854,8664,2030,42031,,,
Wilbarger,44230,5800,3658,2485,1173,10361,2421,457,304,4240,,,
Willacy,11,900,2516,1881,635,16897,3057,325,557,7612,,,
Williamson,7,82850,65140,46014,19126,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6476,4214,2262,40488,8411,1224,615,13986,,,
Winkler,44449,500,1107,876,231,5954,964,102,0,2445,,,
Wise,44230,7950,7828,4653,3175,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5682,4094,1588,38005,12527,1046,880,13019,,,
Yoakum,1,800,1286,850,436,6135,1033,225,60,2367,,,
Young,44230,3200,2806,1952,854,14219,3774,862,431,5296,,,
Zapata,11,1100,1565,1372,193,9981,1866,195,202,4642,,,
Zavala,8,200,2731,2369,362,8840,1723,25,60,4035,,,
*Other,N/A,N/A,297512,244926,52586,,,,,,,,
,,,,,,,,,,,,,
