County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Potter,1,84125,26563,17146,9417,88673,15203,10224,1770,35559,,,
Presidio,44449,800,1481,1264,217,5069,1601,27,0,2039,,,
Rains,4/5N,300,1008,724,284,10277,3123,163,68,3649,,,
Randall,1,6100,40283,25393,14890,108431,21424,2812,869,34803,,,
Reagan,44449,300,476,365,111,2841,427,52,42,1173,,,
Real,8,200,779,581,198,2943,1053,25,86,1051,,,
Red River,4/5N,800,1733,1305,428,9965,3044,420,252,3717,,,
Reeves,44449,5775,4473,3119,1354,12781,1878,281,89,5277,,,
Refugio,11,700,1363,942,421,5583,1617,228,154,2031,,,
Roberts,1,0,139,92,47,672,193,16,0,227,,,
Robertson,7,1000,1732,1300,432,13474,3412,252,252,4991,,,
Rockwall,44230,6775,14864,10870,3994,80325,13395,3750,1347,27575,,,
Runnels,44230,1500,1788,1162,626,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,3868,2802,1066,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1692,1233,459,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1166,827,339,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,2405,1720,685,23444,6488,132,190,9275,,,
San Patricio,11,3200,7882,5782,2100,51116,10209,975,347,19063,,,
San Saba,7,300,277,208,69,5000,1465,33,72,1828,,,
Schleicher,44449,400,314,205,109,2218,559,65,34,793,,,
Scurry,44230,3925,1716,1239,477,13000,2566,399,128,5165,,,
Shackelford,44230,300,338,280,58,2612,691,52,0,937,,,
Shelby,4/5N,1700,1647,1058,589,19449,4532,540,369,7876,,,
Sherman,1,500,576,438,138,2294,462,24,42,868,,,
Smith,4/5N,63600,36923,25478,11445,182283,39337,19690,3030,62467,,,
Somervell,44230,600,1262,993,269,7386,1770,457,220,2741,,,
Starr,11,6400,7757,5745,2012,45765,7370,4479,1999,21117,,,
Stephens,44230,900,861,616,245,7542,1890,168,92,2928,,,
Sterling,44449,100,137,108,29,975,186,10,44,375,,,
Stonewall,44230,500,312,239,73,1095,361,63,53,369,,,
Sutton,44449,400,458,358,100,2992,723,91,0,1051,,,
Swisher,1,500,1268,928,340,5764,1305,114,61,2381,,,
Tarrant,44230,395350,243936,162097,81839,1617160,244511,86106,18386,590239,,,
Taylor,44230,22375,23621,17464,6157,107257,20131,11065,2465,36680,,,
Terrell,44449,0,214,197,17,639,255,10,0,207,,,
Terry,1,3450,2665,1932,733,9307,1858,345,178,3985,,,
Throckmorton,44230,500,442,362,80,1247,445,64,0,399,,,
Titus,4/5N,4300,2765,1843,922,24323,4845,1811,633,9797,,,
Tom Green,44449,24000,23028,15438,7590,93752,18625,6702,1601,33131,,,
Travis,7,217400,152015,106172,45843,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,2091,1535,556,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,3127,2236,891,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2994,2172,822,33011,7825,714,567,12366,,,
Upton,44449,400,770,615,155,2730,537,170,30,1105,,,
Uvalde,8,7175,5843,4088,1755,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5744,4513,1231,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,5421,3782,1639,45216,11495,1280,711,16861,,,
Victoria,8,14450,14188,10358,3830,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,5489,3952,1537,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3798,2829,969,43350,6546,1182,466,16819,,,
Ward,44449,600,1487,1177,310,8921,1629,137,92,3551,,,
Washington,7,14000,5634,4483,1151,29086,7889,2581,1018,10662,,,
Webb,11,46900,40185,29587,10598,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,3751,2620,1131,32110,7239,1438,615,12933,,,
Wheeler,1,900,979,661,318,3915,1002,200,114,1459,,,
Wichita,44230,28000,25302,16639,8663,105631,19854,8664,2030,42031,,,
Wilbarger,44230,5700,3665,2483,1182,10361,2421,457,304,4240,,,
Willacy,11,800,2445,1839,606,16897,3057,325,557,7612,,,
Williamson,7,65550,63959,45322,18637,458433,73202,14404,4639,146388,,,
Wilson,8,4100,6348,4084,2264,40488,8411,1224,615,13986,,,
Winkler,44449,400,1107,875,232,5954,964,102,0,2445,,,
Wise,44230,6850,7756,4622,3134,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,5268,3886,1382,38005,12527,1046,880,13019,,,
Yoakum,1,800,1207,803,404,6135,1033,225,60,2367,,,
Young,44230,2700,2658,1835,823,14219,3774,862,431,5296,,,
Zapata,11,700,1556,1365,191,9981,1866,195,202,4642,,,
Zavala,8,200,2685,2336,349,8840,1723,25,60,4035,,,
*Other,N/A,N/A,326672,262015,64657,,,,,,,,
,,,,,,,,,,,,,
