County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Kimble,44449,700,690,608,82,3651,1288,90,0,1243,,,
King,1,0,33,28,5,205,51,7,0,69,,,
Kinney,8,200,482,411,71,3050,910,11,0,1171,,,
Kleberg,11,14325,7934,6940,994,24188,4046,1401,341,9265,,,
Knox,44230,700,956,671,285,2808,736,95,127,976,,,
La Salle,8,7325,2576,1777,799,6212,1018,22,60,2410,,,
Lamar,4/5N,8000,6962,5373,1589,39402,9726,3115,745,14986,,,
Lamb,1,600,2488,1684,804,9740,2240,454,226,3968,,,
Lampasas,7,900,1775,1374,401,17366,4322,348,284,6457,,,
Lavaca,8,2300,2985,1856,1129,16004,4775,820,612,5435,,,
Lee,7,800,1519,1085,434,13993,3219,334,226,5333,,,
Leon,7,1000,1160,772,388,13946,4334,155,74,4662,,,
Liberty,6/5S,11125,5868,3913,1955,66868,11399,1398,614,28567,,,
Limestone,7,2600,1950,1314,636,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,552,397,155,2520,617,24,61,919,,,
Live Oak,11,400,1610,1177,433,10055,2533,35,100,3769,,,
Llano,7,1400,2710,2223,487,18908,8119,277,358,5362,,,
Loving,44449,0,27,26,1,129,23,0,0,50,,,
Lubbock,1,105500,74772,52276,22496,244992,39476,20974,4093,83028,,,
Lynn,1,400,1023,674,349,4496,974,191,40,1838,,,
Madison,7,1000,924,638,286,11595,2264,299,258,4451,,,
Marion,4/5N,0,658,439,219,8277,2697,351,158,3058,,,
Martin,44449,800,1172,895,277,4136,659,165,0,1624,,,
Mason,44449,500,747,609,138,3521,1250,104,0,1147,,,
Matagorda,6/5S,3000,2911,1986,925,28247,6391,1113,369,11409,,,
Maverick,8,11000,5256,4202,1054,42606,7003,2970,1198,18727,,,
McCulloch,44449,1300,893,756,137,6435,1792,212,122,2275,,,
McLennan,7,44050,32457,23803,8654,200781,37728,11153,3621,71906,,,
McMullen,11,100,112,104,8,616,189,10,0,202,,,
Medina,8,2700,6297,4570,1727,41263,8757,899,536,16090,,,
Menard,44449,200,484,409,75,1790,699,9,40,550,,,
Midland,44449,42325,27543,22585,4958,131025,18438,5950,1288,49538,,,
Milam,7,2900,3252,2106,1146,19689,5245,532,297,7641,,,
Mills,7,300,833,572,261,4006,1416,149,152,1305,,,
Mitchell,44230,1000,950,670,280,6958,1259,265,96,2753,,,
Montague,44230,2550,3189,2296,893,15872,4444,560,383,5668,,,
Montgomery,6/5S,84900,67204,46564,20640,467232,81457,20255,3836,157396,,,
Moore,1,1500,5026,4016,1010,14986,2372,448,176,6143,,,
Morris,4/5N,700,981,665,316,9830,2730,77,179,3692,,,
Motley,1,0,199,153,46,994,368,22,50,319,,,
Nacogdoches,4/5N,10500,10176,6486,3690,51773,9953,2530,755,19948,,,
Navarro,44230,9200,7766,6576,1190,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1509,1292,217,11298,2878,55,113,4648,,,
Nolan,44230,3200,2418,1706,712,11321,2737,519,251,4249,,,
Nueces,11,85175,45839,29396,16443,284366,54069,25582,4100,113767,,,
Ochiltree,1,1500,1244,801,443,7106,1148,200,114,2812,,,
Oldham,1,300,431,270,161,1728,316,18,0,654,,,
Orange,6/5S,2000,6244,5151,1093,65087,13729,1456,548,26244,,,
Palo Pinto,44230,2200,2178,1555,623,23207,5893,864,283,8796,,,
Panola,4/5N,1700,1830,1301,529,18462,4589,473,377,7117,,,
Parker,44230,19250,18045,12654,5391,111686,22331,2890,1301,40567,,,
Parmer,1,900,1898,1341,557,7222,1366,161,174,2910,,,
Pecos,44449,2000,2934,2394,540,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6180,4689,1491,42276,9733,1184,574,17118,,,
Potter,1,89325,27007,17306,9701,88673,15203,10224,1770,35559,,,
Presidio,44449,1500,1485,1267,218,5069,1601,27,0,2039,,,
Rains,4/5N,500,1026,735,291,10277,3123,163,68,3649,,,
Randall,1,6200,40838,25597,15241,108431,21424,2812,869,34803,,,
Reagan,44449,300,476,365,111,2841,427,52,42,1173,,,
Real,8,200,773,577,196,2943,1053,25,86,1051,,,
Red River,4/5N,900,1735,1307,428,9965,3044,420,252,3717,,,
Reeves,44449,7725,4485,3127,1358,12781,1878,281,89,5277,,,
Refugio,11,700,1365,943,422,5583,1617,228,154,2031,,,
Roberts,1,0,140,94,46,672,193,16,0,227,,,
Robertson,7,1200,1791,1337,454,13474,3412,252,252,4991,,,
Rockwall,44230,8175,15189,11079,4110,80325,13395,3750,1347,27575,,,
Runnels,44230,1800,1790,1162,628,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4289,3177,1112,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1731,1264,467,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1224,861,363,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2447,1745,702,23444,6488,132,190,9275,,,
San Patricio,11,4200,7927,5798,2129,51116,10209,975,347,19063,,,
San Saba,7,300,276,207,69,5000,1465,33,72,1828,,,
Schleicher,44449,400,317,207,110,2218,559,65,34,793,,,
Scurry,44230,3925,1822,1299,523,13000,2566,399,128,5165,,,
Shackelford,44230,300,336,279,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1693,1078,615,19449,4532,540,369,7876,,,
Sherman,1,500,582,441,141,2294,462,24,42,868,,,
Smith,4/5N,74400,37623,25749,11874,182283,39337,19690,3030,62467,,,
Somervell,44230,600,1271,997,274,7386,1770,457,220,2741,,,
Starr,11,8000,7794,5766,2028,45765,7370,4479,1999,21117,,,
Stephens,44230,900,861,616,245,7542,1890,168,92,2928,,,
Sterling,44449,100,137,108,29,975,186,10,44,375,,,
Stonewall,44230,500,313,240,73,1095,361,63,53,369,,,
Sutton,44449,400,458,358,100,2992,723,91,0,1051,,,
Swisher,1,500,1286,936,350,5764,1305,114,61,2381,,,
Tarrant,44230,440250,254764,167028,87736,1617160,244511,86106,18386,590239,,,
Taylor,44230,30525,23760,17569,6191,107257,20131,11065,2465,36680,,,
Terrell,44449,0,213,197,16,639,255,10,0,207,,,
Terry,1,3650,2792,1935,857,9307,1858,345,178,3985,,,
Throckmorton,44230,600,451,367,84,1247,445,64,0,399,,,
Titus,4/5N,5200,2838,1891,947,24323,4845,1811,633,9797,,,
Tom Green,44449,28400,23164,15509,7655,93752,18625,6702,1601,33131,,,
Travis,7,242000,153843,107189,46654,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2107,1544,563,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3135,2241,894,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3165,2304,861,33011,7825,714,567,12366,,,
Upton,44449,500,771,615,156,2730,537,170,30,1105,,,
Uvalde,8,9325,5840,4087,1753,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5753,4514,1239,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5539,3833,1706,45216,11495,1280,711,16861,,,
Victoria,8,17850,14252,10395,3857,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5515,3960,1555,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,3924,2897,1027,43350,6546,1182,466,16819,,,
Ward,44449,700,1494,1180,314,8921,1629,137,92,3551,,,
Washington,7,19000,5866,4674,1192,29086,7889,2581,1018,10662,,,
Webb,11,52100,40607,29862,10745,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,3848,2668,1180,32110,7239,1438,615,12933,,,
Wheeler,1,1000,998,675,323,3915,1002,200,114,1459,,,
Wichita,44230,31350,25608,16934,8674,105631,19854,8664,2030,42031,,,
Wilbarger,44230,5800,3667,2484,1183,10361,2421,457,304,4240,,,
Willacy,11,900,2458,1847,611,16897,3057,325,557,7612,,,
Williamson,7,82850,64496,45647,18849,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6453,4162,2291,40488,8411,1224,615,13986,,,
Winkler,44449,500,1105,874,231,5954,964,102,0,2445,,,
Wise,44230,7950,7795,4635,3160,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5556,4051,1505,38005,12527,1046,880,13019,,,
Yoakum,1,800,1256,829,427,6135,1033,225,60,2367,,,
Young,44230,3200,2724,1872,852,14219,3774,862,431,5296,,,
Zapata,11,1100,1564,1372,192,9981,1866,195,202,4642,,,
Zavala,8,200,2702,2352,350,8840,1723,25,60,4035,,,
*Other,N/A,N/A,314720,255176,59544,,,,,,,,
,,,,,,,,,,,,,
