County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Dimmit,8,23265,8003,4581,3459,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1743,1014,782,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8579,5030,3944,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8349,4937,4047,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,82645,46290,38518,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,992,538,474,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,738298,432644,326172,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,111351,64218,51071,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19427,11036,9105,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8692,5286,3631,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,16431,9667,7867,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,16110,9609,7722,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1782,1014,885,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3327,1865,1600,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,704,402,330,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,710894,407525,324091,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4713,2778,2235,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7895,4967,3496,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9803,6040,4510,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5245,3080,2555,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,260360,141945,123431,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,3170,2242,1480,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,20094,11302,9428,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,845,472,399,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4227,2340,2094,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11664,6866,5925,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,10049,5861,4614,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,68927,41135,34022,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,65326,36443,30647,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,16851,10133,7540,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,99301,59716,47904,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15354,8870,7426,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1785,1025,880,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5247,3085,2644,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2923,1718,1580,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2374,1347,1219,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25643,14535,11792,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3217223,1906117,1434874,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,28175,16561,13683,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3467,2045,1439,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3196,1860,1480,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,172786,101470,79465,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2173,1293,1167,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,39473,22898,18545,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,719515,418739,324835,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,18101,10788,8899,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12359,7004,6108,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,41814,22868,20048,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,17070,9737,8035,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10667,6503,4874,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,13293,7810,6402,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3692,2136,1683,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,45890,26597,21407,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9582,5394,4421,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,845,464,395,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3964,2322,1887,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8459,4727,4040,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15920,8890,7687,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1963,1078,943,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,137548,79026,59995,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4344,2437,1937,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28818,16147,13425,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,93596,52695,43378,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8170,5301,3383,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,9000,5845,3963,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,78181,45557,35459,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,36788,21230,17280,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,326,174,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,392,222,194,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,30733,17921,14013,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2652,1534,1241,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,61,36,30,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1964,1173,828,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25938,14251,12089,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2040,1123,1031,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5588,3143,2615,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24485,13577,11838,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6831,3985,3240,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10632,6386,4966,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11392,6736,5724,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9836,5640,4644,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8332,5026,4150,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,36170,22457,15481,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,10197,6048,4808,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1400,766,702,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5326,2960,2499,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15887,9135,7709,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,31,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,195691,109238,92593,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3173,1770,1503,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6540,4172,2843,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4813,2773,2379,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2388,1404,1090,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2977,1622,1448,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,21220,12395,9598,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,46540,30119,18799,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3744,2160,1756,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,146292,86429,68383,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,428,248,212,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,31867,18938,14988,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1484,841,774,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,93439,52224,43062,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13673,7641,6457,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2810,1583,1325,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3515,2174,1408,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9315,5337,4477,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,369187,223471,157237,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13120,7464,5898,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5872,3530,2812,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,558,354,214,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,33786,20329,17128,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28753,16118,13290,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4334,2383,2057,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7516,4596,4094,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,254068,143589,117864,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4748,2603,2360,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,927,524,433,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,33198,19256,14998,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,13365,7683,6299,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7974,4813,3924,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,79801,44515,38077,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5191,2904,2559,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10777,6398,4774,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,25242,15024,11348,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,59984,35107,26080,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8589,4871,3911,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5435,3102,2523,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,79822,44882,37440,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1759,1038,928,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2382,1277,1151,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5719,3276,2901,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9314,5024,4391,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4946,2706,2344,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,340,187,168,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8919,5344,4377,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,74722,43166,34326,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5784,3211,2881,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,22021,13186,10243,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5466,3036,2704,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4738,2643,2236,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,11327,6696,5513,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,41975,24553,19299,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2564,1561,1092,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1653,898,807,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8468,5034,3933,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1693,935,793,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9146,5439,4418,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1458,863,668,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,133025,73725,61994,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,5067,2887,2496,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,59744,35140,30164,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3928,2397,1932,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,623,354,273,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,789,445,399,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2315,1263,1081,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3203,1900,1652,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1396081,793533,638155,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,78949,43619,37512,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,609,342,282,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6584,3796,3173,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,1000,536,480,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,14431,8531,6369,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,71774,38909,34198,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1123998,654210,512808,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7772,4463,3697,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9372,5486,4087,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15812,8982,7585,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2190,1195,1003,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17825,9979,8405,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,32705,20361,14487,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,24752,14277,11867,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,54497,30155,25540,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,36328,23876,14671,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,26132,15450,11826,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6528,3674,3149,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,24397,13576,11373,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,253480,149979,115012,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,23583,14221,10850,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2430,1400,1229,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,72572,41416,35362,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8218,4733,4308,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,15929,9129,7064,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,477968,280784,216294,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,28652,17548,12717,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3808,2176,1875,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,32731,18798,15763,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,24395,14170,11831,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4322,2654,2137,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,9111,5243,4607,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11093,6421,5490,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7898,4424,3543,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,221548,144858,87898,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
