County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Ector,9/10,109350,73570,42458,32924,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,968,563,422,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,524630,561444,356974,222616,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,98780,98824,61567,41117,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,20300,17085,10254,7485,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,26945,6869,4400,2755,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,31145,13516,8031,6399,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,6600,12560,8024,5599,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2100,1588,948,744,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2200,3052,1744,1408,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1600,776,454,354,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,418980,560984,345783,232865,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3000,4031,2478,1785,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,3700,6443,4103,2857,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,11050,7992,5010,3708,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,4500,4564,2743,2165,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,240360,217435,129676,91954,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3400,2274,1452,1233,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,28400,16681,10142,7053,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,908,556,468,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2300,3929,2292,1873,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,8700,10201,6348,4932,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,4600,8594,5225,3757,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,56930,56789,36249,26470,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,99295,60541,35177,26718,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,13266,8648,5330,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,75785,77567,49785,35393,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,11500,13356,8047,6155,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1667,984,805,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,5000,4861,2979,2359,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3200,2779,1671,1483,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3200,2292,1320,1160,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11000,23296,13819,10013,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,2669720,2508123,1623042,992381,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,15370,24227,14867,11139,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,2830,1722,1122,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,2600,3085,1813,1410,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,141540,126271,83693,49492,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,2900,2074,1248,1112,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,20170,33201,20420,14546,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,500890,555463,353347,222344,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,8200,16042,9763,7594,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5200,11081,6547,5218,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,26970,37198,21682,16372,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,10670,14345,8711,6274,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6100,9007,5639,4074,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7600,11837,6865,5595,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,1700,2513,1477,1089,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,34970,35284,21654,15031,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4200,8776,5115,3870,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,832,470,375,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3700,3754,2200,1795,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,9290,7155,4399,2994,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14579,8376,6842,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1877,1042,887,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,211590,113563,68908,45873,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3956,2278,1705,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,30045,26210,15082,11795,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,84210,77290,46715,32492,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,2800,6075,3726,2838,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,11680,6777,4354,3231,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,51050,60968,39282,24120,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15100,30251,19355,12435,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,312,172,144,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,384,221,188,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,16500,25219,15265,10909,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2500,2439,1398,1150,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,97,70,31,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1793,1129,696,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,50045,23786,13412,10755,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2100,1959,1093,976,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23835,5066,2886,2347,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,24800,22472,12812,10511,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6117,3561,2914,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,4400,8888,5653,3829,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7800,10061,6194,4779,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4500,7833,4952,3265,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7314,4648,3448,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,33845,28104,17977,11764,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,8662,5460,3832,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1338,764,632,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,2900,4815,2758,2181,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,5700,11381,7215,4880,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,32,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,207750,169886,100675,73710,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2818,1660,1238,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3000,4655,3098,1958,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4070,2455,1907,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2000,2297,1376,1022,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,1900,2746,1530,1302,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,14850,17204,11106,6825,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,40400,35326,25892,11675,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4000,3411,2035,1522,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,124810,119154,74967,51497,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1000,390,229,191,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,15000,25402,16025,11319,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1300,1385,814,700,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,130425,81780,47465,35775,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,8400,11611,6840,5098,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2400,2544,1491,1144,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,3600,2476,1534,999,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4350,8405,4935,3868,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,339000,277953,181654,105477,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,6740,11773,6916,5084,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,1900,4907,3083,2239,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,547,351,206,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,27600,29555,19051,14080,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,32800,25570,14941,11142,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2700,4042,2271,1864,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,7500,6620,4336,3379,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,225855,212912,129084,90175,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4200,4554,2514,2246,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1500,786,458,354,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4300,28179,17017,11973,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,4800,11602,6890,5257,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3800,6774,4452,3075,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,61730,68763,41362,29736,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2400,4898,2727,2431,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,5900,9320,5178,4419,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,9100,20607,12388,9194,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,170495,51313,30900,21436,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5000,7865,4441,3607,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,1900,4445,2639,1925,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,15270,71703,41637,32309,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1659,986,876,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1700,2226,1228,1033,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3300,5158,3069,2493,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,26235,8546,4649,3993,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2600,4436,2503,2024,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,322,178,156,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,3700,7565,4705,3572,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,50685,65750,43536,24954,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,6400,5477,3084,2680,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,10470,17853,11205,7902,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3500,5057,2882,2411,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3300,4182,2491,1804,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4000,9441,5665,4476,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,17570,34268,21089,14840,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,1843,1269,650,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1700,1503,839,713,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,6895,7582,4456,3604,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1534,875,695,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,8680,7982,4950,3613,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1348,809,609,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,184920,108935,65757,45335,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,4000,4439,2661,2069,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,32000,51964,32141,25142,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3000,3398,2125,1652,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,584,341,246,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1600,758,436,376,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,1900,2057,1169,914,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2200,3018,1813,1546,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1167770,1064014,667474,425221,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,85425,72301,41105,33086,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,639,377,280,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8490,6160,3616,2916,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2000,946,520,440,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,17150,11347,7281,4497,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,83510,64162,36228,28960,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1212100,843098,553167,327433,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,4650,6426,3839,2870,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8300,7705,4394,3492,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5000,13915,8193,6330,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3100,2110,1155,962,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,27805,16083,9345,7230,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,34410,24483,17045,9425,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,11200,20406,12625,8931,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,51750,45096,27853,18335,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,30770,26625,17708,10938,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,12270,19024,12335,7703,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4640,6167,3494,2945,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,59400,18471,11303,7618,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,160400,196416,127438,79218,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,15450,17524,11922,7030,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2800,2253,1319,1118,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,62970,58863,36240,26544,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,9600,7607,4520,3875,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,5500,13707,7994,5969,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,322350,371452,243203,145229,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,17400,22193,14102,9464,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3460,2063,1632,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,23870,26703,16519,11729,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6300,20771,12695,9513,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3000,3522,2297,1656,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,7900,8479,4951,4215,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,7400,10091,6099,4736,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,1700,7288,4176,3165,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,161612,112556,57200,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
