County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",People Vaccinated with an Additional Dose,,,,,,,,,,,
Hays,7,170240,258920,141583,122034,195999,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,
Hemphill,1,3100,2648,1578,1410,3122,2827,606,104,98,1066,0,,,,,,,,,,,,
Henderson,4/5N,23170,58157,32268,27841,71288,67238,18534,2043,998,26544,1787,,,,,,,,,,,,
Hidalgo,11,641140,1129154,607130,521238,681678,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,
Hill,7,10400,25774,14951,12700,31136,29198,7684,862,523,11381,1209,,,,,,,,,,,,
Hockley,1,5500,17363,9715,8481,19075,17799,3453,483,263,6829,887,,,,,,,,,,,,
Hood,2/3,31570,54634,29107,26064,53157,50193,15416,1720,867,16867,147,,,,,,,,,,,,
Hopkins,4/5N,14810,26720,14541,12594,31222,29175,6887,1192,620,11166,1299,,,,,,,,,,,,
Houston,4/5N,6800,17020,9529,8238,19962,18929,5176,634,538,7399,631,,,,,,,,,,,,
Howard,9/10,7900,21494,12309,10633,31311,29544,4813,1456,454,12143,858,,,,,,,,,,,,
Hudspeth,9/10,2000,5108,2970,2659,4139,3979,775,33,0,1778,145,,,,,,,,,,,,
Hunt,2/3,39410,73994,40424,34851,82800,77878,15810,4112,947,31096,2723,,,,,,,,,,,,
Hutchinson,1,4900,12847,7045,6064,17397,16258,3581,504,246,6098,741,,,,,,,,,,,,
Irion,9/10,0,1175,616,546,1292,1234,328,15,0,429,0,,,,,,,,,,,,
Jack,2/3,3900,6176,3444,2988,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,
Jackson,8,11060,12017,6435,5655,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,
Jasper,4/5N,15270,23078,12815,11161,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,
Jeff Davis,9/10,1400,2258,1194,1062,2246,2180,812,28,0,685,0,,,,,,,,,,,,
Jefferson,6/5S,241300,228609,122451,104526,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,
Jim Hogg,11,1400,5834,3200,2532,4107,3791,890,14,60,1572,0,,,,,,,,,,,,
Jim Wells,11,35525,43155,22768,19317,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,
Johnson,2/3,105100,144741,78601,68556,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,
Jones,2/3,3300,14695,8910,7535,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,
Karnes,8,14520,14409,8071,7294,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,
Kaufman,2/3,65950,124782,68389,58702,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,
Kendall,8,19400,53099,28579,25365,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,
Kenedy,11,0,457,231,202,333,321,68,1,0,139,0,,,,,,,,,,,,
Kent,2/3,0,532,299,260,646,615,201,13,60,198,0,,,,,,,,,,,,
Kerr,8,20100,47042,25830,22651,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,
Kimble,9/10,2900,3491,1936,1670,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,
King,1,0,86,53,40,215,205,51,7,0,69,0,,,,,,,,,,,,
Kinney,8,2400,3130,1768,1408,3211,3050,910,11,0,1171,0,,,,,,,,,,,,
Kleberg,11,59725,36184,18594,16097,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,
Knox,2/3,2300,2522,1398,1248,3024,2808,736,95,127,976,182,,,,,,,,,,,,
La Salle,8,24535,8475,4827,4203,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,
Lamar,4/5N,28200,35829,19087,16607,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,
Lamb,1,2400,9588,5366,4642,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,
Lampasas,7,5000,16345,9236,7934,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,
Lavaca,8,8700,14925,8417,7610,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,
Lee,7,5900,14393,8046,6960,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,
Leon,7,3800,10787,6336,5380,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,
Liberty,6/5S,42565,65418,36309,30819,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,
Limestone,7,8100,14741,8567,7338,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,
Lipscomb,1,1300,1763,963,876,2698,2520,617,24,61,919,190,,,,,,,,,,,,
Live Oak,11,3400,7684,4133,3590,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,
Llano,7,6800,19902,10997,9752,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,
Loving,9/10,0,71,39,31,130,129,23,0,0,50,0,,,,,,,,,,,,
Lubbock,1,239890,273253,149517,130290,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,
Lynn,1,1800,4322,2366,2054,4851,4496,974,191,40,1838,328,,,,,,,,,,,,
Madison,7,4100,10066,5744,4849,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,
Marion,4/5N,1300,6854,3826,3393,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,
Martin,9/10,2400,3389,1946,1538,4473,4136,659,165,0,1624,0,,,,,,,,,,,,
Mason,9/10,2000,3694,1974,1792,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,
Matagorda,6/5S,16950,31326,17325,14667,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,
Maverick,8,46700,83639,50789,38068,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,
McCulloch,9/10,4400,5424,3016,2608,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,
McLennan,7,153530,226227,126850,108964,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,
McMullen,11,1200,593,330,302,640,616,189,10,0,202,0,,,,,,,,,,,,
Medina,8,18100,50230,27543,24585,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,
Menard,9/10,1400,1958,1078,983,1888,1790,699,9,40,550,0,,,,,,,,,,,,
Midland,9/10,135835,143928,77063,65909,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,
Milam,7,11200,20012,10818,9544,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,
Mills,7,2600,3763,2050,1766,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,
Mitchell,2/3,4000,5351,2998,2655,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,
Montague,2/3,4950,12571,7036,5942,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,
Montgomery,6/5S,404890,595001,325655,280179,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,
Moore,1,7240,17359,9899,7663,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,
Morris,4/5N,2100,9097,5143,4410,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,
Motley,1,0,681,421,275,1051,994,368,22,50,319,0,,,,,,,,,,,,
Nacogdoches,4/5N,33100,51710,29881,24942,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,
Navarro,2/3,33100,41104,22527,19358,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,
Newton,4/5N,2900,6143,3374,2944,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,
Nolan,2/3,9000,10317,6086,5440,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,
Nueces,11,289725,376103,202089,174216,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,
Ochiltree,1,4700,6886,3790,3321,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,
Oldham,1,1600,1330,724,630,1894,1728,316,18,0,654,227,,,,,,,,,,,,
Orange,6/5S,5300,54858,30093,25618,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,
Palo Pinto,2/3,6500,19700,10703,9375,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,
Panola,4/5N,3900,14237,8098,6939,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,
Parker,2/3,73730,116707,62785,55868,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,
Parmer,1,2600,6763,3766,3320,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,
Pecos,9/10,6700,16427,9126,7822,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,
Polk,4/5N,10200,38418,21200,18313,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,
Potter,1,194195,94176,52390,43258,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,
Presidio,9/10,5300,11346,6176,5222,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,
Rains,4/5N,2000,7984,4334,3779,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,
Randall,1,16170,113333,61936,53638,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,
Reagan,9/10,1400,2708,1542,1336,3078,2841,427,52,42,1173,0,,,,,,,,,,,,
Real,8,2000,3177,1689,1496,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,
Red River,4/5N,3500,8657,4856,4211,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,
Reeves,9/10,31075,18906,12500,6344,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,
Refugio,11,2900,6927,3681,3305,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,
Roberts,1,0,488,265,242,730,672,193,16,0,227,0,,,,,,,,,,,,
Robertson,7,4200,12932,7424,6362,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,
Rockwall,2/3,59095,111365,60942,52062,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,
Runnels,2/3,7600,8027,4407,3968,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,
Rusk,4/5N,11670,35833,20145,17311,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,
Sabine,4/5N,3900,6778,3768,3297,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,
San Augustine,4/5N,3700,6281,3466,2956,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,
San Jacinto,4/5N,4500,17502,9777,8455,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,
San Patricio,11,20170,68166,37462,31816,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,
San Saba,7,2100,3916,2187,1859,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,
Schleicher,9/10,1800,2180,1161,1057,2399,2218,559,65,34,793,0,,,,,,,,,,,,
Scurry,2/3,7395,14031,8082,6694,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,
Shackelford,2/3,1700,2202,1195,1039,2804,2612,691,52,0,937,119,,,,,,,,,,,,
Shelby,4/5N,10050,15775,9023,7381,20862,19449,4532,540,369,7876,948,,,,,,,,,,,,
Sherman,1,1800,1862,1103,834,2478,2294,462,24,42,868,0,,,,,,,,,,,,
Smith,4/5N,209370,195621,104952,91409,194878,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,
Somervell,2/3,5100,7082,3926,3471,7823,7386,1770,457,220,2741,479,,,,,,,,,,,,
Starr,11,43780,82726,46004,41027,49864,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,
Stephens,2/3,3400,5705,3333,2921,8039,7542,1890,168,92,2928,22,,,,,,,,,,,,
Sterling,9/10,700,960,511,432,1042,975,186,10,44,375,0,,,,,,,,,,,,
Stonewall,2/3,1700,978,543,486,1164,1095,361,63,53,369,0,,,,,,,,,,,,
Sutton,9/10,2400,3108,1667,1461,3139,2992,723,91,0,1051,0,,,,,,,,,,,,
Swisher,1,2600,4698,2850,2514,6211,5764,1305,114,61,2381,323,,,,,,,,,,,,
Tarrant,2/3,1449310,2129198,1139225,1006091,1738948,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,
Taylor,2/3,94735,114600,62532,53981,115070,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,
Terrell,9/10,0,780,438,357,678,639,255,10,0,207,0,,,,,,,,,,,,
Terry,1,8590,9411,5332,4589,10047,9307,1858,345,178,3985,416,,,,,,,,,,,,
Throckmorton,2/3,2100,1189,650,554,1314,1247,445,64,0,399,0,,,,,,,,,,,,
Titus,4/5N,25200,23050,12995,10577,26439,24323,4845,1811,633,9797,1297,,,,,,,,,,,,
Tom Green,9/10,95140,105548,55112,49156,99574,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,
Travis,7,2165090,1608591,870448,765707,1092827,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,
Trinity,4/5N,5050,10409,5785,4980,12733,12104,3956,347,241,4400,427,,,,,,,,,,,,
Tyler,4/5N,9300,14050,7637,6712,18949,17963,4895,476,238,6926,722,,,,,,,,,,,,
Upshur,4/5N,5300,25240,13858,11957,35243,33011,7825,714,567,12366,1404,,,,,,,,,,,,
Upton,9/10,3200,2905,1464,1262,2953,2730,537,170,30,1105,0,,,,,,,,,,,,
Uvalde,8,31145,26431,14431,12340,21980,20379,4508,1498,515,8253,985,,,,,,,,,,,,
Val Verde,8,43030,55177,31832,25594,39580,36546,7003,2610,490,14417,104,,,,,,,,,,,,
Van Zandt,4/5N,13100,37065,20548,17912,48037,45216,11495,1280,711,16861,1783,,,,,,,,,,,,
Victoria,8,60590,83678,44533,39679,76348,71388,15242,5624,1030,27119,241,,,,,,,,,,,,
Walker,6/5S,36770,62830,34971,29998,66420,63471,10049,1526,400,24628,1438,,,,,,,,,,,,
Waller,6/5S,15640,40992,22694,19505,46544,43350,6546,1182,466,16819,1813,,,,,,,,,,,,
Ward,9/10,4940,8106,4541,3880,9651,8921,1629,137,92,3551,0,,,,,,,,,,,,
Washington,7,63100,33602,18141,16036,30940,29086,7889,2581,1018,10662,72,,,,,,,,,,,,
Webb,11,206550,404859,227748,190338,215919,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,
Wharton,6/5S,18490,36443,20437,17386,34591,32110,7239,1438,615,12933,1328,,,,,,,,,,,,
Wheeler,1,3000,3496,2003,1749,4211,3915,1002,200,114,1459,243,,,,,,,,,,,,
Wichita,2/3,76520,107180,58397,51787,111604,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,
Wilbarger,2/3,10600,11440,6447,5786,10971,10361,2421,457,304,4240,27,,,,,,,,,,,,
Willacy,11,8300,23940,13374,11474,18065,16897,3057,325,557,7612,775,,,,,,,,,,,,
Williamson,7,449190,711033,384104,341031,493204,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,
Wilson,8,23300,46403,25572,22661,43258,40488,8411,1224,615,13986,1510,,,,,,,,,,,,
Winkler,9/10,2000,5448,3067,2652,6466,5954,964,102,0,2445,0,,,,,,,,,,,,
Wise,2/3,29680,48241,26462,23453,58448,54722,10598,3589,552,22459,1533,,,,,,,,,,,,
Wood,4/5N,6700,34586,19085,16985,39990,38005,12527,1046,880,13019,1130,,,,,,,,,,,,
Yoakum,1,3400,6126,3585,3049,6743,6135,1033,225,60,2367,0,,,,,,,,,,,,
Young,2/3,8500,13029,7360,6443,15127,14219,3774,862,431,5296,626,,,,,,,,,,,,
Zapata,11,8400,15940,8887,7695,10966,9981,1866,195,202,4642,0,,,,,,,,,,,,
Zavala,8,2200,11543,6152,5347,9644,8840,1723,25,60,4035,458,,,,,,,,,,,,
Other, ,,1058915,653452,483841,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
