County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Collingsworth,1,2200,1369,790,681,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,11000,12208,7830,5699,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,80520,93297,58433,39829,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6690,7383,4262,3623,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,1900,1579,902,748,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,17900,15391,9511,6490,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,33485,21192,13073,8963,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,754,427,374,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3450,2012,1256,775,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1804,1022,807,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3363,1863,1547,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,1900,1575,916,666,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27140,3920,2329,1639,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1675275,1483234,947578,584485,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4200,4056,2390,1819,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6500,9508,5674,4401,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4600,7531,4509,3534,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1500,2084,1188,966,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,520070,571093,347471,238651,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,954,547,467,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7555,4360,3221,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1678,1011,714,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3400,7838,4662,3598,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6070,7880,4759,3729,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,113190,75378,43184,34001,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,987,568,436,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,584940,590597,375280,233631,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,110140,95792,59656,39870,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,22400,17409,10335,7728,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29285,7189,4499,2970,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,33485,13983,8229,6674,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,6900,13449,8263,6270,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1641,973,775,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2200,3094,1753,1441,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,729,430,328,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,452600,589426,358487,249219,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4178,2553,1862,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,3800,6595,4135,2979,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,11450,8259,5162,3819,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,4700,4750,2889,2209,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,270940,224967,132249,96965,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2297,1456,1253,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,29800,17359,10360,7514,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,905,554,465,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2300,3977,2290,1922,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,9700,10475,6414,5141,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,4800,8812,5274,3928,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,60100,59438,37508,27834,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,109185,61087,35375,27100,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,14202,8903,6029,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,84495,80432,51230,36845,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12000,13736,8168,6417,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1679,983,819,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,5300,4902,2989,2384,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3300,2829,1681,1522,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3500,2313,1325,1176,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11300,23660,13896,10301,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,2923900,2634756,1684495,1058967,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16770,24923,15100,11610,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,2965,1731,1247,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,2900,3095,1825,1410,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,149690,133136,87120,53144,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2079,1250,1112,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,21070,34313,20775,15329,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,560300,579219,366354,233612,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,8200,16387,9982,7730,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5400,11355,6659,5403,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,29170,38291,21826,17319,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,12640,14763,8874,6526,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6200,9364,5755,4313,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7700,11946,6930,5644,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,1800,2736,1601,1230,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,35870,36795,22403,15819,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4600,8882,5151,3942,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,840,473,380,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3700,3745,2191,1795,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,10660,7415,4545,3132,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14771,8457,6967,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1919,1058,913,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,224660,117889,70562,48559,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3994,2307,1714,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,33085,26537,15194,12011,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,90020,79503,47441,33985,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3100,6146,3757,2882,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14420,6940,4445,3302,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,56550,64486,40889,26058,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15400,31901,19742,13717,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,321,176,149,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,389,225,189,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,19000,25898,15540,11330,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2700,2464,1406,1168,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,95,68,31,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1845,1133,745,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,54685,24201,13555,11027,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1961,1092,977,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23935,5205,2899,2473,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,26700,22687,12902,10639,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6164,3579,2945,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9109,5748,3955,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7900,10449,6368,5024,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4900,8409,5091,3703,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7565,4710,3655,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,36585,29791,19076,12358,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,8936,5550,4012,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1352,765,646,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3100,4944,2794,2277,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6100,11746,7398,5066,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,57,33,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,220950,175108,102712,77450,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2875,1675,1285,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3300,4814,3209,2009,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4274,2547,2025,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2200,2317,1385,1034,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2783,1545,1323,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,15550,18355,11296,7799,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,42500,38391,27665,12969,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4300,3494,2060,1580,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,134560,123880,76914,54294,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1100,392,228,194,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16400,26457,16416,11986,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1429,824,734,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,131525,84211,48226,37466,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,9400,11921,6928,5325,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2632,1513,1210,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,3800,2546,1541,1063,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4350,8521,5003,3917,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,360910,293556,189970,112993,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,6940,11919,6977,5170,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2000,5119,3226,2316,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,551,351,210,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,28400,29921,19169,14333,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,32800,25797,15057,11254,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4069,2279,1884,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,8200,6661,4366,3393,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,248045,219256,131575,94042,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4600,4565,2519,2252,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1500,819,481,364,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4300,28976,17286,12502,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,5100,11774,6972,5345,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,6998,4521,3259,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,66410,69647,41540,30440,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2400,4957,2763,2454,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6000,9373,5196,4454,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,9600,21321,12550,9749,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,178495,52646,31508,22177,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,7944,4485,3642,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,1900,4594,2695,2019,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,15670,73051,42344,32968,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1677,995,889,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1800,2270,1237,1068,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3400,5288,3118,2578,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,28205,8597,4688,4003,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2700,4488,2516,2063,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,319,176,156,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,3700,7848,4859,3732,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,55395,67536,44192,26085,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,6900,5574,3136,2734,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,10870,18636,11599,8308,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3700,5102,2895,2437,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4371,2505,1976,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4000,9661,5776,4607,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,19370,35990,21778,15878,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2027,1310,795,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1543,862,730,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,6895,7629,4484,3624,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1578,894,719,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8239,5028,3798,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1348,809,610,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,195410,114781,67830,49153,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,4400,4557,2706,2141,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,35100,53129,32576,25923,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3562,2167,1777,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,579,336,246,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,757,435,376,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2200,2231,1239,1019,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3057,1830,1568,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1293630,1144481,704184,469457,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,91035,73402,41474,33818,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,664,390,292,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8490,6323,3644,3056,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2000,949,522,441,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,17950,11840,7500,4770,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,90060,65618,36687,29962,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1447990,894925,576105,356865,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,4850,6626,3893,3021,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8500,7920,4456,3648,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5200,14338,8398,6572,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2126,1160,973,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,29475,16697,9424,7766,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,39790,25791,17808,9971,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,11900,21083,12880,9352,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,54350,47528,28177,20455,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,33170,27522,18030,11513,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,13270,20598,13017,8598,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4840,6212,3519,2966,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,60000,20599,12452,8611,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,175240,205146,131313,84109,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,17120,18774,12174,8042,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2279,1323,1141,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,67040,60871,36584,28193,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10200,7842,4573,4057,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,5800,14035,8117,6174,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,356690,388744,251788,154009,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,18800,22999,14523,9863,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3472,2071,1636,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,26140,27949,16853,12644,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6500,21446,12926,9963,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3200,3688,2391,1731,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8200,8613,5037,4263,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8000,10213,6139,4819,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,1800,7410,4230,3234,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,169319,117281,60310,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
