County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition"
Hartley,1,1475,322,309,13,5042,947,196,94,1847
Haskell,2/3,200,407,361,46,5119,1387,123,68,1959
Hays,7,18125,15128,12299,2829,196828,33403,5488,1907,63899
Hemphill,1,800,535,405,130,3429,657,104,98,1331
Henderson,4/5N,3400,3513,2882,631,66406,19050,2043,998,25809
Hidalgo,11,107750,57389,45698,11691,650228,105784,54962,17074,298355
Hill,7,1100,2058,1776,282,28116,7909,862,523,10690
Hockley,1,900,1364,1082,282,18921,3934,483,263,7134
Hood,2/3,2200,2274,1846,428,48946,15808,1720,867,16072
Hopkins,4/5N,2400,2040,1745,295,29544,7770,1192,620,10909
Houston,4/5N,1500,1462,1258,204,18491,4958,634,538,7281
Howard,9/10,2700,1366,1137,229,33215,5245,1456,454,13733
Hudspeth,9/10,100,193,180,13,2771,816,33,0,1085
Hunt,2/3,7050,6007,3920,2087,76397,17197,4112,947,29659
Hutchinson,1,600,1351,1188,163,16691,3716,504,246,6241
Irion,9/10,0,84,70,14,1280,406,15,0,414
Jack,2/3,500,409,357,52,7087,1558,198,149,2643
Jackson,8,2775,1297,1044,253,12317,3017,380,237,4492
Jasper,4/5N,5100,2116,1999,117,28138,7424,1597,374,11600
Jeff Davis,9/10,100,147,135,12,1854,757,28,0,550
Jefferson,6/5S,22900,8695,7742,953,204766,39344,13127,2431,93298
Jim Hogg,11,100,576,521,55,3724,895,14,60,1533
Jim Wells,11,3250,3117,2686,431,32000,7047,3897,985,12851
Johnson,2/3,3500,8178,6735,1443,134667,27809,3559,1471,51612
Jones,2/3,400,808,668,140,16850,3192,337,254,6897
Karnes,8,1300,860,808,52,12394,2550,370,244,4873
Kaufman,2/3,3750,6400,4927,1473,99179,18986,2857,1189,37771
Kendall,8,2300,3716,2692,1024,38571,10233,1091,801,12525
Kenedy,11,0,92,91,1,385,124,1,0,143
Kent,2/3,0,69,69,0,664,255,13,60,196
Kerr,8,3200,2970,2107,863,43315,14517,2805,1022,13881
Kimble,9/10,300,249,218,31,3576,1316,90,0,1189
King,1,0,15,13,2,267,81,7,0,84
Kinney,8,100,231,229,2,2809,858,11,0,1067
Kleberg,11,5050,4498,4244,254,25029,4585,1401,341,9404
Knox,2/3,300,396,333,63,3076,900,95,127,1025
La Salle,8,2150,1285,1259,26,6950,1386,22,60,2582
Lamar,4/5N,3700,3196,2579,617,39931,10627,3115,745,14799
Lamb,1,400,1285,1140,145,9751,2528,454,226,3821
Lampasas,7,300,778,680,98,17203,4698,348,284,6190
Lavaca,8,1900,1400,1142,258,16378,4631,820,612,5686
Lee,7,600,678,576,102,14026,3604,334,226,5159
Leon,7,600,630,517,113,14157,4371,155,74,4746
Liberty,6/5S,5450,2864,2583,281,67078,13667,1398,614,27507
Limestone,7,1500,879,832,47,18913,4908,2332,1060,7409
Lipscomb,1,100,262,210,52,2873,747,24,61,1027
Live Oak,11,200,629,599,30,9816,2652,35,100,3589
Llano,7,100,850,728,122,16584,6791,277,358,4867
Loving,9/10,0,18,18,0,79,37,0,0,20
Lubbock,1,73900,43722,34844,8878,254605,44436,20974,4093,84908
Lynn,1,200,503,421,82,4386,1038,191,40,1748
Madison,7,700,441,350,91,11642,2357,299,258,4429
Marion,4/5N,0,260,199,61,8491,2651,351,158,3200
Martin,9/10,600,358,323,35,4655,970,165,0,1721
Mason,9/10,200,344,225,119,3218,1203,104,0,1018
Matagorda,6/5S,2500,1009,961,48,28934,6734,1113,369,11588
Maverick,8,4800,3070,2578,492,44442,8269,2970,1198,19027
McCulloch,9/10,600,331,309,22,6974,2195,212,122,2342
McLennan,7,23700,16801,14655,2146,198197,39227,11153,3621,70106
McMullen,11,100,44,41,3,671,301,10,0,175
Medina,8,1400,2886,2274,612,40921,9080,899,536,15761
Menard,9/10,100,187,133,54,1807,731,9,40,542
Midland,9/10,16750,9462,7245,2217,144930,18663,5950,1288,55557
Milam,7,1800,1485,1381,104,19423,5617,532,297,7303
Mills,7,200,350,284,66,3922,1415,149,152,1264
Mitchell,2/3,600,345,296,49,8166,1762,265,96,3093
Montague,2/3,1275,1545,1439,106,15356,4484,560,383,5393
Montgomery,6/5S,47850,24623,20056,4567,494493,92118,20255,3836,164169
Moore,1,1100,1596,1372,224,16000,2666,448,176,6494
Morris,4/5N,300,569,414,155,9910,3028,77,179,3579
Motley,1,0,89,75,14,986,405,22,50,296
Nacogdoches,4/5N,6700,6148,5321,827,52134,10807,2530,755,19713
Navarro,2/3,4000,3012,2660,352,37845,9298,1720,869,15158
Newton,4/5N,400,559,528,31,11330,2852,55,113,4680
Nolan,2/3,1600,1709,1572,137,12129,2951,519,251,4543
Nueces,11,48525,26754,19406,7348,301743,57203,25582,4100,120803
Ochiltree,1,900,719,586,133,8466,1395,200,114,3338
Oldham,1,100,234,202,32,1797,467,18,0,616
Orange,6/5S,1200,1948,1768,180,68992,16237,1456,548,26958
Palo Pinto,2/3,1300,1115,975,140,22350,5885,864,283,8364
Panola,4/5N,1200,953,870,83,19380,4947,473,377,7404
Parker,2/3,9200,8503,7299,1204,109678,25748,2890,1301,38104
Parmer,1,500,736,643,93,6852,1400,161,174,2710
Pecos,9/10,1300,1188,765,423,12932,2367,400,120,5240
Polk,4/5N,2800,2014,1808,206,40850,10352,1184,574,16042
Potter,1,60050,15928,13098,2830,95716,18233,10224,1770,37502
Presidio,9/10,400,340,320,20,4516,1352,27,0,1860
Rains,4/5N,200,499,394,105,9415,2857,163,68,3345
Randall,1,4600,24519,19657,4862,110179,22818,2812,869,34944
Reagan,9/10,200,170,158,12,3272,649,52,42,1275
Real,8,0,339,321,18,2778,1138,25,86,912
Red River,4/5N,500,961,861,100,10218,3201,420,252,3768
Reeves,9/10,2450,2030,1958,72,12796,2118,281,89,5168
Refugio,11,600,963,691,272,6038,1861,228,154,2139
Roberts,1,0,63,53,10,794,256,16,0,254
Robertson,7,700,690,581,109,13592,3465,252,252,5023
Rockwall,2/3,4400,5942,4765,1177,83981,15512,3750,1347,28209
Runnels,2/3,1300,1175,910,265,8755,2606,405,312,3038
Rusk,4/5N,1100,1796,1512,284,42667,9510,1501,759,16711
Sabine,4/5N,1300,973,920,53,8194,3007,572,186,2848
San Augustine,4/5N,800,468,436,32,6879,2330,415,337,2570
San Jacinto,4/5N,1100,1089,993,96,23313,6586,132,190,9150
San Patricio,11,1700,3047,2468,579,55627,11823,975,347,20413
San Saba,7,200,102,90,12,4798,1479,33,72,1716
Schleicher,9/10,200,173,127,46,2580,684,65,34,906
Scurry,2/3,1875,859,818,41,14395,2797,399,128,5741
Shackelford,2/3,100,136,112,24,2713,732,52,0,967
Shelby,4/5N,1200,864,785,79,19620,4645,540,369,7907
Sherman,1,100,183,174,9,2547,600,24,42,923
Smith,4/5N,47600,22423,17080,5343,186509,41357,19690,3030,63431
Somervell,2/3,300,366,308,58,7605,2125,457,220,2674
Starr,11,3800,3766,2654,1112,47076,8375,4479,1999,21286
Stephens,2/3,300,345,314,31,7628,2031,168,92,2899
Sterling,9/10,100,66,61,5,1027,326,10,44,333
Stonewall,2/3,200,123,118,5,1256,482,63,53,389
Sutton,9/10,200,164,139,25,3494,950,91,0,1178
Swisher,1,200,649,539,110,5828,1500,114,61,2311
Tarrant,2/3,277725,117089,101545,15544,1697191,275973,86106,18386,611124
Taylor,2/3,16875,13315,9488,3827,109707,21645,11065,2465,37074
Terrell,9/10,0,215,198,17,870,342,10,0,285
Terry,1,2375,1371,1054,317,9981,2051,345,178,4243
Throckmorton,2/3,300,259,257,2,1235,419,64,0,406
Titus,4/5N,2700,1611,1161,450,24866,5311,1811,633,9836
Tom Green,9/10,16950,11574,8992,2582,99401,20091,6702,1601,34976
Travis,7,150550,89526,71035,18491,1055964,138844,51820,8264,316406
Trinity,4/5N,1775,668,607,61,11811,3976,347,241,4231
Tyler,4/5N,1200,1343,1211,132,17475,4874,476,238,6679
Upshur,4/5N,600,1459,1135,324,33807,8366,714,567,12492
Upton,9/10,400,403,276,127,3145,797,170,30,1183
Uvalde,8,3750,3306,2896,410,21966,4682,1498,515,8988
Val Verde,8,4050,2972,2537,435,36171,7353,2610,490,14063
Van Zandt,4/5N,2000,3001,2407,594,44585,12424,1280,711,16081
Victoria,8,9175,7647,6061,1586,78170,15996,5624,1030,30030
Walker,6/5S,4000,2756,2435,321,63001,10537,1526,400,24186
Waller,6/5S,1700,1510,1316,194,41643,7343,1182,466,15675
Ward,9/10,400,575,467,108,10349,1931,137,92,4100
Washington,7,6200,1963,1732,231,28511,7822,2581,1018,10407
Webb,11,33500,18521,14813,3708,206120,29007,12073,1646,92099
Wharton,6/5S,2100,1426,1299,127,32707,7890,1438,615,12905
Wheeler,1,400,493,461,32,4507,1329,200,114,1592
Wichita,2/3,21600,12893,10541,2352,106967,22532,8664,2030,41373
Wilbarger,2/3,4700,2066,1537,529,10374,2720,457,304,4087
Willacy,11,500,1555,1412,143,17301,3242,325,557,7732
Williamson,7,44250,36530,28574,7956,476807,81282,14404,4639,150300
Wilson,8,3400,3586,2634,952,42688,9746,1224,615,14363
Winkler,9/10,200,552,516,36,6884,1133,102,0,2818
Wise,2/3,5550,4473,3443,1030,53226,11884,3589,552,21043
Wood,4/5N,1500,2505,2114,391,37555,12788,1046,880,12656
Yoakum,1,600,692,496,196,6757,1283,225,60,2540
Young,2/3,1900,1075,908,167,14738,4269,862,431,5308
Zapata,11,700,688,606,82,10303,1970,195,202,4766
Zavala,8,200,1002,903,99,9244,1774,25,60,4235
*Other,N/A,9775,217896,181646,36250,,,,,
,,,,,,,,,,
