County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Burnet,7,33435,22840,14552,9663,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,13600,19001,12607,7811,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,6100,12355,7910,5555,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3400,5861,3431,2811,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,321075,285724,182990,113673,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5393,3417,2156,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1700,2442,1396,1101,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,10419,6550,4797,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,2900,3475,2072,1514,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,34100,17432,11258,6563,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,16170,17520,10895,7705,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,4700,3577,2051,1827,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,13645,5813,3233,2783,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,4695,3044,1811,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1721,999,757,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3400,3686,2124,1720,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,653250,694042,440195,271487,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1363,784,683,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,11000,11913,7777,5455,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,80520,88368,57350,35964,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6690,7186,4188,3498,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,1900,1554,894,731,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,17900,15001,9406,6193,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,33485,20538,12676,8696,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,750,424,373,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3450,2001,1252,768,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1787,1020,792,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3383,1877,1553,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,1900,1564,914,657,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27140,3852,2283,1617,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1675275,1442181,934728,556059,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4200,4019,2359,1811,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6500,9363,5660,4287,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4600,7393,4436,3471,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1500,2019,1175,914,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,520070,545460,339873,220505,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,949,543,464,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7383,4257,3152,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1680,1014,713,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3400,7762,4604,3590,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6070,7754,4729,3633,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,113190,74018,42624,33205,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,971,564,424,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,584940,564559,358980,223755,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,110140,99275,61613,41438,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,22400,17112,10270,7496,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29285,6928,4434,2780,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,33485,13536,8039,6412,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,6900,12665,8117,5610,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1598,954,748,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2200,3057,1744,1413,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,774,453,353,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,452600,569387,349642,237433,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4031,2481,1782,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,3800,6447,4104,2860,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,11450,8037,5038,3725,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,4700,4570,2748,2166,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,270940,220313,130752,93762,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2273,1451,1231,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,29800,16710,10156,7069,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,928,576,482,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2300,3946,2302,1880,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,9700,10204,6349,4935,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,4800,8604,5230,3763,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,60100,56935,36338,26527,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,109185,60756,35290,26841,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,13799,9080,5444,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,84495,77916,49978,35546,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12000,13375,8052,6171,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1667,984,805,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,5300,4861,2979,2358,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3300,2780,1671,1484,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3500,2299,1324,1163,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11300,23315,13827,10024,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,2923900,2553246,1644441,1016535,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16770,24199,14849,11134,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,2828,1720,1121,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,2900,3104,1824,1418,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,149690,127152,84119,49953,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2075,1249,1112,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,21070,33382,20453,14695,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,560300,557167,354509,222951,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,8200,16104,9788,7632,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5400,11220,6603,5320,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,29170,37469,21833,16489,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,12640,14502,8800,6342,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6200,9147,5722,4134,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7700,11875,6868,5616,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,1800,2533,1496,1105,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,35870,35545,21858,15095,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4600,8796,5119,3886,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,850,479,384,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3700,3776,2214,1803,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,10660,7318,4502,3055,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14938,8576,7010,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1874,1041,885,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,224660,113775,69049,45945,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3970,2285,1712,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,33085,26249,15075,11835,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,90020,78752,47288,33380,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3100,6066,3720,2836,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14420,6792,4369,3231,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,56550,61721,39648,24509,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15400,30405,19430,12509,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,313,173,144,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,386,223,188,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,19000,25277,15317,10915,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2700,2439,1398,1151,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,101,72,33,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1793,1130,695,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,54685,23879,13450,10810,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1959,1093,976,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23935,5070,2889,2349,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,26700,22484,12819,10515,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6071,3536,2888,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,8902,5662,3835,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7900,10029,6166,4752,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4900,7870,4989,3268,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7340,4666,3466,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,36585,28506,18262,11887,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,8672,5467,3834,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1340,765,633,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3100,4817,2759,2182,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6100,11454,7270,4899,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,32,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,220950,171202,101254,74651,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2837,1667,1251,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3300,4651,3102,1953,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4094,2468,1918,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2200,2310,1384,1027,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2742,1527,1300,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,15550,17136,11054,6817,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,42500,36160,26687,11715,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4300,3452,2058,1540,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,134560,120965,75760,52518,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1100,391,229,192,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16400,25497,16071,11368,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1382,812,699,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,131525,82649,47729,36395,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,9400,11642,6863,5106,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2550,1494,1147,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,3800,2536,1535,1058,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4350,8419,4942,3872,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,360910,282376,183025,108553,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,6940,11768,6915,5080,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2000,4892,3077,2231,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,547,351,206,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,28400,29614,19087,14106,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,32800,25627,14972,11169,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4046,2275,1864,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,8200,6622,4338,3379,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,248045,214334,129831,90855,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4600,4554,2514,2246,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1500,785,457,354,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4300,27902,16871,11834,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,5100,11651,6918,5278,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,6906,4508,3162,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,66410,69500,41742,30092,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2400,4896,2727,2429,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6000,9321,5178,4420,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,9600,20669,12433,9212,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,178495,51470,31021,21473,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,7852,4431,3604,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,1900,4453,2646,1926,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,15670,71902,41797,32350,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1660,986,877,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1800,2225,1228,1032,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3400,5166,3075,2496,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,28205,8549,4650,3995,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2700,4440,2505,2026,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,320,177,155,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,3700,7562,4722,3581,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,55395,66238,43626,25355,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,6900,5511,3113,2685,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,10870,17946,11248,7954,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3700,5073,2889,2420,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4187,2482,1812,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4000,9358,5616,4436,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,19370,34513,21161,15013,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,1815,1253,638,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1511,844,716,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,6895,7595,4468,3605,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1534,875,695,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,7967,4935,3610,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1348,809,609,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,195410,110127,66121,46165,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,4400,4429,2650,2070,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,35100,52000,32158,25163,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3397,2126,1652,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,587,343,247,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,758,436,376,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2200,2062,1171,917,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3020,1815,1546,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1293630,1095128,682012,442007,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,91035,72442,41197,33135,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,638,377,278,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8490,6181,3623,2932,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2000,947,520,441,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,17950,11368,7292,4506,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,90060,64445,36345,29126,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1447990,853753,558794,332515,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,4850,6323,3783,2824,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8500,7716,4400,3499,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5200,13993,8230,6374,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2111,1155,963,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,29475,16085,9346,7231,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,39790,25133,17660,9461,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,11900,20517,12670,8990,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,54350,45173,27911,18354,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,33170,26704,17750,10975,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,13270,19211,12502,7718,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4840,6172,3496,2948,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,60000,19196,12100,7552,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,175240,197234,128043,79428,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,17120,17542,11914,7057,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2253,1319,1118,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,67040,60082,36222,27742,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10200,7609,4520,3877,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,5800,13725,8000,5981,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,356690,374870,245442,146403,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,18800,22296,14140,9529,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3460,2063,1632,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,26140,26868,16620,11795,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6500,20784,12698,9522,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3200,3521,2297,1655,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8200,8486,4951,4221,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8000,10124,6099,4770,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,1800,7296,4181,3169,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,163097,113588,57683,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
