County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Dickens,1,0,292,252,40,1858,525,21,0,689,,,
Dimmit,8,9495,3760,2702,1058,7539,1749,238,175,3179,,,
Donley,1,400,549,358,191,2716,804,27,65,918,,,
Duval,11,900,2434,1698,736,8600,2031,69,150,3541,,,
Eastland,2/3,1500,1925,1286,639,14970,4054,860,389,5393,,,
Ector,9/10,52330,27807,20316,7491,120896,15970,5303,1016,50679,,,
Edwards,8,0,181,150,31,1555,561,24,0,528,,,
El Paso,9/10,226990,174541,114592,59949,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,25034,18740,6294,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,4285,3135,1150,34875,6256,1250,481,12564,,,
Falls,7,10265,2153,1782,371,14049,3226,328,187,5671,,,
Fannin,2/3,12865,4808,3335,1473,28874,6588,962,614,10987,,,
Fayette,7,2200,3469,2708,761,20879,6679,998,647,6844,,,
Fisher,2/3,800,610,475,135,3088,961,101,28,1061,,,
Floyd,1,800,1179,839,340,4371,1070,132,68,1723,,,
Foard,2/3,600,535,406,129,962,315,7,80,332,,,
Fort Bend,6/5S,168000,154059,106764,47295,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1315,925,390,8554,2367,169,163,2871,,,
Freestone,7,1500,1471,1009,462,15808,3996,553,261,6319,,,
Frio,8,4850,2840,2027,813,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1762,1160,602,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,71939,45295,26644,269280,50987,11784,2830,96486,,,
Garza,1,900,496,385,111,5325,719,33,75,2197,,,
Gillespie,8,11600,5562,4253,1309,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,307,265,42,1099,210,23,0,426,,,
Goliad,8,500,1652,1067,585,6281,1832,39,135,2282,,,
Gonzales,8,2200,2770,1859,911,15937,3572,550,256,6356,,,
Gray,1,2100,2688,1804,884,16924,3531,689,315,6978,,,
Grayson,2/3,25100,16874,11450,5424,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,17945,13044,4901,95544,19451,7025,2324,37362,,,
Grimes,7,2100,2788,1955,833,23245,5134,234,311,9653,,,
Guadalupe,8,21265,18830,13660,5170,130517,23614,3801,1225,49282,,,
Hale,1,3500,4654,3172,1482,25476,4604,873,399,10561,,,
Hall,1,0,751,574,177,2406,711,27,72,978,,,
Hamilton,7,2000,1604,1021,583,6832,2146,481,296,2427,,,
Hansford,1,1100,957,645,312,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1275,841,434,3190,912,102,16,1146,,,
Hardin,6/5S,6400,8478,6186,2292,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,657153,443823,213330,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,5398,3925,1473,51900,11607,3063,608,20509,,,
Hartley,1,1475,1621,1063,558,4561,861,196,94,1669,,,
Haskell,2/3,900,1100,863,237,4831,1266,123,68,1872,,,
Hays,7,44770,29126,21394,7732,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1005,634,371,2827,606,104,98,1066,,,
Henderson,4/5N,6600,8636,6179,2457,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,141662,96432,45230,620824,98328,54962,17074,286328,,,
Hill,7,2800,4662,3056,1606,29198,7684,862,523,11381,,,
Hockley,1,1800,3976,2911,1065,17799,3453,483,263,6829,,,
Hood,2/3,6800,8544,6663,1881,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,3986,2667,1319,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2245,1370,875,18929,5176,634,538,7399,,,
Howard,9/10,3900,3327,2160,1167,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,729,523,206,3979,775,33,0,1778,,,
Hunt,2/3,9850,10380,6726,3654,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,2742,1934,808,16258,3581,504,246,6098,,,
Irion,9/10,0,224,158,66,1234,328,15,0,429,,,
Jack,2/3,1500,1172,869,303,7230,1515,198,149,2732,,,
Jackson,8,4650,3025,2048,977,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,5660,4497,1163,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,700,642,58,2180,812,28,0,685,,,
Jefferson,6/5S,69090,29979,22251,7728,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1475,963,512,3791,890,14,60,1572,,,
Jim Wells,11,11265,10040,7118,2922,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,17676,11963,5713,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,1806,1362,444,17011,3188,337,254,6981,,,
Karnes,8,3000,1924,1413,511,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,15296,10392,4904,102341,16113,2857,1189,40613,,,
Kendall,8,3600,7888,5833,2055,37890,9152,1091,801,12702,,,
Kenedy,11,0,112,105,7,321,68,1,0,139,,,
Kent,2/3,0,191,133,58,615,201,13,60,198,,,
Kerr,8,5900,6296,4718,1578,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,773,629,144,3651,1288,90,0,1243,,,
King,1,0,30,25,5,205,51,7,0,69,,,
Kinney,8,400,480,407,73,3050,910,11,0,1171,,,
Kleberg,11,18765,8524,7274,1250,24188,4046,1401,341,9265,,,
Knox,2/3,800,985,683,302,2808,736,95,127,976,,,
La Salle,8,9765,2548,1755,793,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,7702,5888,1814,39402,9726,3115,745,14986,,,
Lamb,1,900,2792,1809,983,9740,2240,454,226,3968,,,
Lampasas,7,1400,2048,1571,477,17366,4322,348,284,6457,,,
Lavaca,8,3200,3075,1925,1150,16004,4775,820,612,5435,,,
Lee,7,1100,1633,1142,491,13993,3219,334,226,5333,,,
Leon,7,1200,1268,837,431,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,6383,4193,2190,66868,11399,1398,614,28567,,,
Limestone,7,3000,2126,1421,705,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,590,425,165,2520,617,24,61,919,,,
Live Oak,11,600,1645,1198,447,10055,2533,35,100,3769,,,
Llano,7,1800,3063,2521,542,18908,8119,277,358,5362,,,
Loving,9/10,0,19,19,0,129,23,0,0,50,,,
Lubbock,1,116700,82640,56072,26568,244992,39476,20974,4093,83028,,,
Lynn,1,500,1242,853,389,4496,974,191,40,1838,,,
Madison,7,1200,1014,692,322,11595,2264,299,258,4451,,,
Marion,4/5N,100,778,539,239,8277,2697,351,158,3058,,,
Martin,9/10,900,1204,901,303,4136,659,165,0,1624,,,
Mason,9/10,600,778,633,145,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3052,2064,988,28247,6391,1113,369,11409,,,
Maverick,8,13400,5515,4430,1085,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,974,801,173,6435,1792,212,122,2275,,,
McLennan,7,51830,35746,25315,10431,200781,37728,11153,3621,71906,,,
McMullen,11,300,102,94,8,616,189,10,0,202,,,
Medina,8,3400,6665,4790,1875,41263,8757,899,536,16090,,,
Menard,9/10,400,485,406,79,1790,699,9,40,550,,,
Midland,9/10,54425,32494,24159,8335,131025,18438,5950,1288,49538,,,
Milam,7,3500,3340,2165,1175,19689,5245,532,297,7641,,,
Mills,7,500,929,634,295,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,993,696,297,6958,1259,265,96,2753,,,
Montague,2/3,2650,3325,2332,993,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,76650,52115,24535,467232,81457,20255,3836,157396,,,
Moore,1,1800,5056,4036,1020,14986,2372,448,176,6143,,,
Morris,4/5N,800,1051,727,324,9830,2730,77,179,3692,,,
Motley,1,0,195,146,49,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,10235,6520,3715,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,8057,6733,1324,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,1611,1286,325,11298,2878,55,113,4648,,,
Nolan,2/3,3500,2524,1736,788,11321,2737,519,251,4249,,,
Nueces,11,98515,65012,42140,22872,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1327,824,503,7106,1148,200,114,2812,,,
Oldham,1,600,430,266,164,1728,316,18,0,654,,,
Orange,6/5S,2000,7853,6277,1576,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2302,1636,666,23207,5893,864,283,8796,,,
Panola,4/5N,1900,1899,1331,568,18462,4589,473,377,7117,,,
Parker,2/3,25100,20373,13805,6568,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2071,1405,666,7222,1366,161,174,2910,,,
Pecos,9/10,2600,3249,2640,609,12317,2141,400,120,5047,,,
Polk,4/5N,4400,6719,4966,1753,42276,9733,1184,574,17118,,,
Potter,1,100595,27396,17520,9876,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,1804,1582,222,5069,1601,27,0,2039,,,
Rains,4/5N,700,1102,772,330,10277,3123,163,68,3649,,,
Randall,1,6900,41688,26051,15637,108431,21424,2812,869,34803,,,
Reagan,9/10,400,496,379,117,2841,427,52,42,1173,,,
Real,8,400,778,579,199,2943,1053,25,86,1051,,,
Red River,4/5N,1300,1789,1335,454,9965,3044,420,252,3717,,,
Reeves,9/10,10065,4511,3124,1387,12781,1878,281,89,5277,,,
Refugio,11,900,1385,952,433,5583,1617,228,154,2031,,,
Roberts,1,0,145,97,48,672,193,16,0,227,,,
Robertson,7,1300,1971,1448,523,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,16575,11949,4626,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1838,1205,633,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,4784,3491,1293,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,1956,1312,644,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1268,880,388,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,2685,1895,790,23444,6488,132,190,9275,,,
San Patricio,11,5000,9232,6689,2543,51116,10209,975,347,19063,,,
San Saba,7,400,301,230,71,5000,1465,33,72,1828,,,
Schleicher,9/10,600,538,418,120,2218,559,65,34,793,,,
Scurry,2/3,5295,3583,2294,1289,13000,2566,399,128,5165,,,
Shackelford,2/3,500,390,331,59,2612,691,52,0,937,,,
Shelby,4/5N,1900,1775,1132,643,19449,4532,540,369,7876,,,
Sherman,1,700,595,449,146,2294,462,24,42,868,,,
Smith,4/5N,88900,39952,26488,13464,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1316,1019,297,7386,1770,457,220,2741,,,
Starr,11,10300,8381,6121,2260,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,923,665,258,7542,1890,168,92,2928,,,
Sterling,9/10,100,136,107,29,975,186,10,44,375,,,
Stonewall,2/3,600,321,247,74,1095,361,63,53,369,,,
Sutton,9/10,600,460,356,104,2992,723,91,0,1051,,,
Swisher,1,600,1315,953,362,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,296518,194568,101950,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,24370,17971,6399,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,206,192,14,639,255,10,0,207,,,
Terry,1,3850,2860,1966,894,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,463,376,87,1247,445,64,0,399,,,
Titus,4/5N,5700,3000,2005,995,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,24327,16228,8099,93752,18625,6702,1601,33131,,,
Travis,7,289990,162510,112146,50364,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2280,1692,588,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3231,2278,953,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3492,2515,977,33011,7825,714,567,12366,,,
Upton,9/10,800,876,708,168,2730,537,170,30,1105,,,
Uvalde,8,11665,5869,4096,1773,20379,4508,1498,515,8253,,,
Val Verde,8,7700,5835,4573,1262,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,5842,4029,1813,45216,11495,1280,711,16861,,,
Victoria,8,21350,14997,10698,4299,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,5857,4151,1706,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,4498,3280,1218,43350,6546,1182,466,16819,,,
Ward,9/10,900,1740,1361,379,8921,1629,137,92,3551,,,
Washington,7,24000,6487,5201,1286,29086,7889,2581,1018,10662,,,
Webb,11,58600,45378,32208,13170,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4279,2898,1381,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1100,743,357,3915,1002,200,114,1459,,,
Wichita,2/3,34590,26043,17308,8735,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3667,2487,1180,10361,2421,457,304,4240,,,
Willacy,11,1100,2750,2050,700,16897,3057,325,557,7612,,,
Williamson,7,101750,68966,48525,20441,458433,73202,14404,4639,146388,,,
Wilson,8,5100,6822,4376,2446,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1113,875,238,5954,964,102,0,2445,,,
Wise,2/3,9120,8190,4817,3373,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6009,4224,1785,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1348,898,450,6135,1033,225,60,2367,,,
Young,2/3,3900,2878,2014,864,14219,3774,862,431,5296,,,
Zapata,11,1700,1594,1391,203,9981,1866,195,202,4642,,,
Zavala,8,300,2936,2378,558,8840,1723,25,60,4035,,,
*Other,N/A,1135425,219141,184430,34711,,,,,,,,
,,,,,,,,,,,,,
