County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Ellis,2/3,21780,25643,18900,6743,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,4312,3145,1167,34875,6256,1250,481,12564,,,
Falls,7,10265,2464,1792,672,14049,3226,328,187,5671,,,
Fannin,2/3,12865,5022,3364,1658,28874,6588,962,614,10987,,,
Fayette,7,2200,3545,2729,816,20879,6679,998,647,6844,,,
Fisher,2/3,800,615,475,140,3088,961,101,28,1061,,,
Floyd,1,800,1198,854,344,4371,1070,132,68,1723,,,
Foard,2/3,600,523,394,129,962,315,7,80,332,,,
Fort Bend,6/5S,168000,156281,107696,48585,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1335,925,410,8554,2367,169,163,2871,,,
Freestone,7,1500,1506,1034,472,15808,3996,553,261,6319,,,
Frio,8,4850,2852,2031,821,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1769,1163,606,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,72328,45509,26819,269280,50987,11784,2830,96486,,,
Garza,1,900,500,386,114,5325,719,33,75,2197,,,
Gillespie,8,11600,5579,4262,1317,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,317,271,46,1099,210,23,0,426,,,
Goliad,8,500,1685,1075,610,6281,1832,39,135,2282,,,
Gonzales,8,2200,2810,1880,930,15937,3572,550,256,6356,,,
Gray,1,2100,2727,1812,915,16924,3531,689,315,6978,,,
Grayson,2/3,25100,17132,11503,5629,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,18078,13061,5017,95544,19451,7025,2324,37362,,,
Grimes,7,2100,2902,2058,844,23245,5134,234,311,9653,,,
Guadalupe,8,21265,19245,13825,5420,130517,23614,3801,1225,49282,,,
Hale,1,3500,4709,3205,1504,25476,4604,873,399,10561,,,
Hall,1,0,760,575,185,2406,711,27,72,978,,,
Hamilton,7,2000,1609,1022,587,6832,2146,481,296,2427,,,
Hansford,1,1100,969,651,318,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1273,839,434,3190,912,102,16,1146,,,
Hardin,6/5S,6400,8654,6234,2420,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,666401,447861,218540,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,5610,4113,1497,51900,11607,3063,608,20509,,,
Hartley,1,1475,1716,1095,621,4561,861,196,94,1669,,,
Haskell,2/3,900,1106,869,237,4831,1266,123,68,1872,,,
Hays,7,44770,30219,22223,7996,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1011,635,376,2827,606,104,98,1066,,,
Henderson,4/5N,6600,8768,6266,2502,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,143744,98237,45507,620824,98328,54962,17074,286328,,,
Hill,7,2800,4733,3070,1663,29198,7684,862,523,11381,,,
Hockley,1,1800,4051,2962,1089,17799,3453,483,263,6829,,,
Hood,2/3,6800,8733,6705,2028,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4024,2685,1339,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2265,1368,897,18929,5176,634,538,7399,,,
Howard,9/10,3900,3444,2267,1177,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,732,526,206,3979,775,33,0,1778,,,
Hunt,2/3,9850,10648,6846,3802,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,2897,1987,910,16258,3581,504,246,6098,,,
Irion,9/10,0,230,160,70,1234,328,15,0,429,,,
Jack,2/3,1500,1192,867,325,7230,1515,198,149,2732,,,
Jackson,8,4650,3031,2049,982,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,5910,4623,1287,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,718,659,59,2180,812,28,0,685,,,
Jefferson,6/5S,69090,31033,22874,8159,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1503,978,525,3791,890,14,60,1572,,,
Jim Wells,11,11265,10209,7157,3052,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,18140,12139,6001,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,1834,1375,459,17011,3188,337,254,6981,,,
Karnes,8,3000,1971,1432,539,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,15824,10525,5299,102341,16113,2857,1189,40613,,,
Kendall,8,3600,8129,5926,2203,37890,9152,1091,801,12702,,,
Kenedy,11,0,177,104,73,321,68,1,0,139,,,
Kent,2/3,0,191,133,58,615,201,13,60,198,,,
Kerr,8,5900,6364,4746,1618,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,809,639,170,3651,1288,90,0,1243,,,
King,1,0,28,24,4,205,51,7,0,69,,,
Kinney,8,400,480,407,73,3050,910,11,0,1171,,,
Kleberg,11,18765,10404,7313,3091,24188,4046,1401,341,9265,,,
Knox,2/3,800,988,685,303,2808,736,95,127,976,,,
La Salle,8,9765,2592,1795,797,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,7994,5934,2060,39402,9726,3115,745,14986,,,
Lamb,1,900,2795,1804,991,9740,2240,454,226,3968,,,
Lampasas,7,1400,2103,1586,517,17366,4322,348,284,6457,,,
Lavaca,8,3200,3105,1952,1153,16004,4775,820,612,5435,,,
Lee,7,1100,1678,1166,512,13993,3219,334,226,5333,,,
Leon,7,1200,1334,887,447,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,6628,4254,2374,66868,11399,1398,614,28567,,,
Limestone,7,3000,2213,1481,732,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,592,425,167,2520,617,24,61,919,,,
Live Oak,11,600,1739,1214,525,10055,2533,35,100,3769,,,
Llano,7,1800,3091,2524,567,18908,8119,277,358,5362,,,
Loving,9/10,0,19,19,0,129,23,0,0,50,,,
Lubbock,1,116700,83879,56653,27226,244992,39476,20974,4093,83028,,,
Lynn,1,500,1257,858,399,4496,974,191,40,1838,,,
Madison,7,1200,1039,711,328,11595,2264,299,258,4451,,,
Marion,4/5N,100,803,560,243,8277,2697,351,158,3058,,,
Martin,9/10,900,1203,899,304,4136,659,165,0,1624,,,
Mason,9/10,600,784,636,148,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3073,2072,1001,28247,6391,1113,369,11409,,,
Maverick,8,13400,5821,4678,1143,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1081,834,247,6435,1792,212,122,2275,,,
McLennan,7,51830,36031,25367,10664,200781,37728,11153,3621,71906,,,
McMullen,11,300,104,94,10,616,189,10,0,202,,,
Medina,8,3400,6801,4841,1960,41263,8757,899,536,16090,,,
Menard,9/10,400,489,408,81,1790,699,9,40,550,,,
Midland,9/10,54425,32767,24202,8565,131025,18438,5950,1288,49538,,,
Milam,7,3500,3364,2175,1189,19689,5245,532,297,7641,,,
Mills,7,500,931,634,297,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,996,697,299,6958,1259,265,96,2753,,,
Montague,2/3,2650,3453,2336,1117,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,77883,52773,25110,467232,81457,20255,3836,157396,,,
Moore,1,1800,5102,4044,1058,14986,2372,448,176,6143,,,
Morris,4/5N,800,1060,734,326,9830,2730,77,179,3692,,,
Motley,1,0,195,146,49,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,10263,6528,3735,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,8127,6764,1363,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,1661,1296,365,11298,2878,55,113,4648,,,
Nolan,2/3,3500,2547,1734,813,11321,2737,519,251,4249,,,
Nueces,11,98515,66619,43111,23508,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1338,824,514,7106,1148,200,114,2812,,,
Oldham,1,600,434,268,166,1728,316,18,0,654,,,
Orange,6/5S,2000,8019,6399,1620,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2342,1655,687,23207,5893,864,283,8796,,,
Panola,4/5N,1900,1910,1340,570,18462,4589,473,377,7117,,,
Parker,2/3,25100,21275,14093,7182,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2081,1408,673,7222,1366,161,174,2910,,,
Pecos,9/10,2600,3266,2656,610,12317,2141,400,120,5047,,,
Polk,4/5N,4400,6847,4996,1851,42276,9733,1184,574,17118,,,
Potter,1,100595,27800,17676,10124,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,1802,1580,222,5069,1601,27,0,2039,,,
Rains,4/5N,700,1122,780,342,10277,3123,163,68,3649,,,
Randall,1,6900,42095,26181,15914,108431,21424,2812,869,34803,,,
Reagan,9/10,400,498,379,119,2841,427,52,42,1173,,,
Real,8,400,780,579,201,2943,1053,25,86,1051,,,
Red River,4/5N,1300,1837,1360,477,9965,3044,420,252,3717,,,
Reeves,9/10,10065,4509,3122,1387,12781,1878,281,89,5277,,,
Refugio,11,900,1432,956,476,5583,1617,228,154,2031,,,
Roberts,1,0,146,98,48,672,193,16,0,227,,,
Robertson,7,1300,2065,1491,574,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,17143,12112,5031,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1854,1207,647,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,4817,3513,1304,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2025,1345,680,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1316,921,395,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,2741,1905,836,23444,6488,132,190,9275,,,
San Patricio,11,5000,9547,6822,2725,51116,10209,975,347,19063,,,
San Saba,7,400,306,230,76,5000,1465,33,72,1828,,,
Schleicher,9/10,600,545,422,123,2218,559,65,34,793,,,
Scurry,2/3,5295,3598,2306,1292,13000,2566,399,128,5165,,,
Shackelford,2/3,500,395,334,61,2612,691,52,0,937,,,
Shelby,4/5N,1900,1820,1174,646,19449,4532,540,369,7876,,,
Sherman,1,700,602,450,152,2294,462,24,42,868,,,
Smith,4/5N,88900,40177,26658,13519,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1344,1034,310,7386,1770,457,220,2741,,,
Starr,11,10300,8479,6193,2286,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,925,665,260,7542,1890,168,92,2928,,,
Sterling,9/10,100,140,109,31,975,186,10,44,375,,,
Stonewall,2/3,600,332,254,78,1095,361,63,53,369,,,
Sutton,9/10,600,467,363,104,2992,723,91,0,1051,,,
Swisher,1,600,1327,955,372,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,307900,197531,110369,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,24392,17980,6412,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,205,191,14,639,255,10,0,207,,,
Terry,1,3850,2859,1964,895,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,463,376,87,1247,445,64,0,399,,,
Titus,4/5N,5700,3024,2020,1004,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,24990,16600,8390,93752,18625,6702,1601,33131,,,
Travis,7,289990,166341,114112,52229,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2294,1698,596,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3263,2302,961,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3533,2536,997,33011,7825,714,567,12366,,,
Upton,9/10,800,876,708,168,2730,537,170,30,1105,,,
Uvalde,8,11665,5878,4101,1777,20379,4508,1498,515,8253,,,
Val Verde,8,7700,5860,4586,1274,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,5911,4040,1871,45216,11495,1280,711,16861,,,
Victoria,8,21350,15112,10727,4385,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,5992,4212,1780,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,4568,3323,1245,43350,6546,1182,466,16819,,,
Ward,9/10,900,1740,1361,379,8921,1629,137,92,3551,,,
Washington,7,24000,6537,5214,1323,29086,7889,2581,1018,10662,,,
Webb,11,58600,47512,33381,14131,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4393,2918,1475,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1115,742,373,3915,1002,200,114,1459,,,
Wichita,2/3,34590,26554,17394,9160,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3680,2489,1191,10361,2421,457,304,4240,,,
Willacy,11,1100,2776,2058,718,16897,3057,325,557,7612,,,
Williamson,7,101750,70833,49479,21354,458433,73202,14404,4639,146388,,,
Wilson,8,5100,6973,4429,2544,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1113,875,238,5954,964,102,0,2445,,,
Wise,2/3,9120,8244,4840,3404,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6061,4236,1825,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1365,910,455,6135,1033,225,60,2367,,,
Young,2/3,3900,2926,2020,906,14219,3774,862,431,5296,,,
Zapata,11,1700,1613,1401,212,9981,1866,195,202,4642,,,
Zavala,8,300,2993,2392,601,8840,1723,25,60,4035,,,
*Other,N/A,720525,212512,176333,36179,,,,,,,,
,,,,,,,,,,,,,
