County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Coke,9/10,0,1065,742,325,2756,947,47,130,899,0,,
Coleman,2/3,1700,1764,1217,556,6721,2119,342,162,2379,289,,
Collin,2/3,359990,319432,207163,116061,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1400,1012,614,399,2263,555,80,92,847,0,,
Colorado,6/5S,6100,6876,4444,2772,17107,4850,853,477,5957,613,,
Comal,8,40100,46868,30034,17780,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4720,4379,2978,1541,10944,3330,330,292,3738,455,,
Concho,9/10,1200,1059,681,390,2288,689,76,66,815,0,,
Cooke,2/3,11400,9315,6051,3364,32675,7804,948,552,11640,1051,,
Coryell,7,18985,11420,7316,4259,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,435,322,113,1123,339,5,0,446,0,,
Crane,9/10,2750,1588,966,622,3554,594,71,110,1353,0,,
Crockett,9/10,0,1284,790,494,2694,612,31,56,1031,0,,
Crosby,1,3150,2561,1508,1059,4421,1085,98,115,1771,284,,
Culberson,9/10,1200,885,604,281,1746,480,67,0,722,0,,
Dallam,1,16310,3207,1926,1287,5217,857,40,0,2067,0,,
Dallas,2/3,973925,679368,453223,241386,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2100,2193,1413,785,9789,1898,304,112,4206,475,,
Deaf Smith,1,3200,4338,2810,1612,13439,2423,238,147,5332,0,,
Delta,4/5N,900,1224,797,447,4222,1118,379,100,1580,0,,
Denton,2/3,315750,234534,144443,92526,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3000,4554,3365,1219,16110,4035,319,438,6110,1055,,
Dickens,1,0,637,419,219,1858,525,21,0,689,0,,
Dimmit,8,15745,5609,3286,2326,7539,1749,238,175,3179,48,,
Donley,1,800,1124,832,296,2716,804,27,65,918,0,,
Duval,11,2300,4830,3156,1823,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4152,3080,1119,14970,4054,860,389,5393,591,,
Ector,9/10,82580,44719,30146,14880,120896,15970,5303,1016,50679,428,,
Edwards,8,0,776,632,144,1555,561,24,0,528,0,,
El Paso,9/10,335900,283301,182380,103860,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,52023,34566,18588,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,9669,6892,2948,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4166,2606,1640,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,8546,5492,3226,28874,6588,962,614,10987,1108,,
Fayette,7,3300,6489,4376,2208,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1003,630,387,3088,961,101,28,1061,0,,
Floyd,1,1500,2126,1392,745,4371,1070,132,68,1723,0,,
Foard,2/3,1200,578,342,239,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,276009,173608,106318,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2469,1624,867,8554,2367,169,163,2871,0,,
Freestone,7,2200,3089,2196,1009,15808,3996,553,261,6319,689,,
Frio,8,7250,4900,3063,2231,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2743,1924,904,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,120722,78571,44116,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1205,907,306,5325,719,33,75,2197,0,,
Gillespie,8,19100,10186,6262,3980,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,675,375,301,1099,210,23,0,426,0,,
Goliad,8,1400,2619,1556,1074,6281,1832,39,135,2282,0,,
Gonzales,8,4000,5918,4184,2451,15937,3572,550,256,6356,693,,
Gray,1,3200,4421,2984,1454,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,28897,18814,11282,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,30847,19020,11968,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,5983,4173,1943,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,39393,26284,15533,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,7601,5218,2551,25476,4604,873,399,10561,1177,,
Hall,1,0,1236,740,501,2406,711,27,72,978,0,,
Hamilton,7,3200,2925,2056,1069,6832,2146,481,296,2427,10,,
Hansford,1,1800,1656,1146,583,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1790,1038,786,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,14222,9421,4880,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1185739,805973,400629,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,12429,8027,4825,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2670,1744,929,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2021,1402,631,4831,1266,123,68,1872,187,,
Hays,7,83940,58498,40452,20069,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1513,913,688,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,16660,11075,6048,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,239515,153996,89336,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,8722,5831,3295,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7025,4384,2768,17799,3453,483,263,6829,887,,
Hood,2/3,14400,20450,14129,6482,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,6892,4281,2668,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,4475,3205,1452,18929,5176,634,538,7399,631,,
Howard,9/10,4800,5948,3633,2352,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1381,888,493,3979,775,33,0,1778,145,,
Hunt,2/3,19570,19023,12574,6738,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5206,3531,1679,16258,3581,504,246,6098,741,,
Irion,9/10,0,544,378,167,1234,328,15,0,429,0,,
Jack,2/3,2500,2380,1594,842,7230,1515,198,149,2732,284,,
Jackson,8,5150,4478,2547,2001,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,10607,6545,4181,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1472,887,591,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,57845,42192,15790,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2747,1848,903,3791,890,14,60,1572,0,,
Jim Wells,11,18985,17938,11217,6892,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,36073,25008,11669,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3527,2310,1327,17011,3188,337,254,6981,525,,
Karnes,8,5200,3794,2546,1342,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,27443,18126,9751,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,16520,10566,6123,37890,9152,1091,801,12702,160,,
Kenedy,11,0,273,154,119,321,68,1,0,139,0,,
Kent,2/3,0,294,178,124,615,201,13,60,198,0,,
Kerr,8,9900,13685,9429,4306,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1651,1077,592,3651,1288,90,0,1243,0,,
King,1,0,49,33,16,205,51,7,0,69,0,,
Kinney,8,1200,916,615,305,3050,910,11,0,1171,0,,
Kleberg,11,32185,16806,10277,6600,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1524,883,642,2808,736,95,127,976,182,,
La Salle,8,17285,3993,2317,1803,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,14480,9447,5124,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4173,2661,1586,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4083,2728,1415,17366,4322,348,284,6457,0,,
Lavaca,8,4800,5684,3981,1999,16004,4775,820,612,5435,476,,
Lee,7,2000,3588,2579,1081,13993,3219,334,226,5333,494,,
Leon,7,2000,3125,2266,942,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,11609,7702,4195,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4367,3080,1328,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,916,591,334,2520,617,24,61,919,190,,
Live Oak,11,1400,3189,2044,1181,10055,2533,35,100,3769,300,,
Llano,7,3700,6605,4514,2201,18908,8119,277,358,5362,15,,
Loving,9/10,0,36,26,10,129,23,0,0,50,0,,
Lubbock,1,156440,113802,70427,43846,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,1780,1098,689,4496,974,191,40,1838,328,,
Madison,7,1800,2152,1463,745,11595,2264,299,258,4451,17,,
Marion,4/5N,600,1987,1389,628,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1822,1133,699,4136,659,165,0,1624,0,,
Mason,9/10,1200,1652,1062,629,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,6062,4297,1832,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,12142,10140,2726,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2009,1374,680,6435,1792,212,122,2275,260,,
McLennan,7,81370,62007,40120,23984,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,260,156,108,616,189,10,0,202,0,,
Medina,8,7300,14022,9644,5129,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1039,667,476,1790,699,9,40,550,0,,
Midland,9/10,90625,42199,28742,13685,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,6332,4226,2224,19689,5245,532,297,7641,827,,
Mills,7,1100,1668,1136,554,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1673,1028,660,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5437,3223,2244,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,132884,83657,50906,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,8994,5223,3842,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2235,1547,750,9830,2730,77,179,3692,0,,
Motley,1,0,456,302,154,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,16702,10857,6187,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,16216,10020,6226,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,2979,1858,1149,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4300,2725,1999,11321,2737,519,251,4249,719,,
Nueces,11,142035,113676,70460,44478,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2618,1960,663,7106,1148,200,114,2812,0,,
Oldham,1,1000,585,344,245,1728,316,18,0,654,227,,
Orange,6/5S,2600,15493,10963,4825,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,5546,4059,1589,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,3932,2647,1512,18462,4589,473,377,7117,661,,
Parker,2/3,40910,35731,22404,13620,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3391,2120,1337,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,6508,4254,2324,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,11384,7470,3978,42276,9733,1184,574,17118,1025,,
Potter,1,131695,37544,22674,15055,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,4527,3117,1413,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2187,1493,712,10277,3123,163,68,3649,0,,
Randall,1,10000,55192,32319,23334,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,969,599,371,2841,427,52,42,1173,0,,
Real,8,900,1599,1000,599,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3277,2072,1233,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,6818,3863,2960,12781,1878,281,89,5277,0,,
Refugio,11,1500,2634,1816,832,5583,1617,228,154,2031,313,,
Roberts,1,0,231,146,86,672,193,16,0,227,0,,
Robertson,7,2100,4023,2738,1338,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,30663,20058,11560,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3270,2167,1115,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9055,5690,3484,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3467,2277,1200,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,2537,1766,777,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,5236,3437,1896,23444,6488,132,190,9275,40,,
San Patricio,11,9300,18498,12236,6591,51116,10209,975,347,19063,2379,,
San Saba,7,1000,866,663,212,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,883,652,231,2218,559,65,34,793,0,,
Scurry,2/3,5895,4982,2943,2062,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,911,641,280,2612,691,52,0,937,119,,
Shelby,4/5N,3770,3994,2799,1207,19449,4532,540,369,7876,948,,
Sherman,1,1400,1057,637,421,2294,462,24,42,868,0,,
Smith,4/5N,127660,60760,37898,23131,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,2866,1957,1052,7386,1770,457,220,2741,479,,
Starr,11,19400,24759,18834,7823,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,1948,1403,719,7542,1890,168,92,2928,22,,
Sterling,9/10,300,351,267,85,975,186,10,44,375,0,,
Stonewall,2/3,1200,467,318,151,1095,361,63,53,369,0,,
Sutton,9/10,1000,1258,922,337,2992,723,91,0,1051,0,,
Swisher,1,1300,2264,1406,994,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,526128,336457,195521,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,43952,28645,15780,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,491,288,207,639,255,10,0,207,0,,
Terry,1,4950,4155,2456,1788,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,813,466,347,1247,445,64,0,399,0,,
Titus,4/5N,8200,5497,3560,2001,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,40240,25382,15089,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,336416,236035,108980,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4049,2409,1694,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5311,3201,2141,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7266,4885,2463,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1648,948,700,2730,537,170,30,1105,0,,
Uvalde,8,19185,10185,6645,3639,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,12454,8377,4229,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,10798,7346,3670,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,23596,14517,9255,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,11767,8110,3855,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,8845,5525,3460,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4139,2827,1326,8921,1629,137,92,3551,0,,
Washington,7,43000,11058,6872,4342,29086,7889,2581,1018,10662,72,,
Webb,11,98800,96073,65184,34011,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,8475,5885,2886,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1608,1017,615,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,39051,24114,15591,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5913,3692,2674,10361,2421,457,304,4240,27,,
Willacy,11,2000,6873,5006,1953,16897,3057,325,557,7612,775,,
Williamson,7,191450,143713,104426,44067,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,12505,8311,4621,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2290,1484,816,5954,964,102,0,2445,0,,
Wise,2/3,15960,14325,9866,4743,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,10804,7057,3899,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2137,1432,764,6135,1033,225,60,2367,0,,
Young,2/3,5800,5285,3579,1790,14219,3774,862,431,5296,626,,
Zapata,11,3600,4618,3400,1303,9981,1866,195,202,4642,0,,
Zavala,8,700,4842,2870,1982,8840,1723,25,60,4035,458,,
Other,N/A,N/A,414717,356105,83426,,,,,,,,
,,,,,,,,,,,,,
