County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Deaf Smith,1,3400,4935,3300,1743,13439,2423,238,147,5332,0,,
Delta,4/5N,1000,1412,950,497,4222,1118,379,100,1580,0,,
Denton,2/3,348170,271499,176707,99307,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3500,4808,3562,1296,16110,4035,319,438,6110,1055,,
Dickens,1,0,778,435,362,1858,525,21,0,689,0,,
Dimmit,8,18185,6058,3437,2625,7539,1749,238,175,3179,48,,
Donley,1,1000,1067,769,305,2716,804,27,65,918,0,,
Duval,11,2400,5454,3392,2220,8600,2031,69,150,3541,482,,
Eastland,2/3,3500,4993,3817,1626,14970,4054,860,389,5393,591,,
Ector,9/10,90770,47701,31930,16370,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1336,1195,143,1555,561,24,0,528,0,,
El Paso,9/10,373150,334698,216251,122300,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,67300,56267,37197,20931,141665,24288,3985,1994,54463,6578,,
Erath,2/3,13200,10850,7897,3387,34875,6256,1250,481,12564,1079,,
Falls,7,19825,4627,2970,1814,14049,3226,328,187,5671,486,,
Fannin,2/3,23725,9889,6122,4136,28874,6588,962,614,10987,1108,,
Fayette,7,3700,7961,5129,3059,20879,6679,998,647,6844,671,,
Fisher,2/3,1600,1155,697,496,3088,961,101,28,1061,0,,
Floyd,1,1600,2343,1530,859,4371,1070,132,68,1723,0,,
Foard,2/3,1400,596,361,245,962,315,7,80,332,0,,
Fort Bend,6/5S,301020,323671,211134,119170,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2300,2578,1687,950,8554,2367,169,163,2871,0,,
Freestone,7,2500,3749,2799,1146,15808,3996,553,261,6319,689,,
Frio,8,7750,5522,3576,2508,16121,2499,186,166,6797,28,,
Gaines,9/10,3300,3001,2112,1061,14548,1907,323,95,6156,717,,
Galveston,6/5S,159320,140066,91097,51221,269280,50987,11784,2830,96486,10219,,
Garza,1,2100,1284,976,375,5325,719,33,75,2197,0,,
Gillespie,8,21500,11316,7227,4202,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,599,340,263,1099,210,23,0,426,0,,
Goliad,8,1500,2639,1574,1093,6281,1832,39,135,2282,0,,
Gonzales,8,4900,6505,4708,2586,15937,3572,550,256,6356,693,,
Gray,1,3600,5387,3895,1639,16924,3531,689,315,6978,42,,
Grayson,2/3,40850,33905,22929,13119,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,69015,37802,24197,13941,95544,19451,7025,2324,37362,3988,,
Grimes,7,3400,7305,5210,2377,23245,5134,234,311,9653,771,,
Guadalupe,8,53635,44763,29911,17866,130517,23614,3801,1225,49282,3850,,
Hale,1,6800,9091,6277,3279,25476,4604,873,399,10561,1177,,
Hall,1,0,1261,773,511,2406,711,27,72,978,0,,
Hamilton,7,3600,3300,2365,1268,6832,2146,481,296,2427,10,,
Hansford,1,2100,1976,1375,822,3987,812,139,84,1616,295,,
Hardeman,2/3,2800,1520,903,688,3190,912,102,16,1146,0,,
Hardin,6/5S,8500,16902,11046,6062,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1843790,1465315,1015168,485245,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,11100,14589,9538,5835,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2213,1386,832,4561,861,196,94,1669,253,,
Haskell,2/3,1900,2040,1391,709,4831,1266,123,68,1872,187,,
Hays,7,96900,71462,49358,24784,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2500,1558,955,730,2827,606,104,98,1066,0,,
Henderson,4/5N,14200,19701,13520,6933,67238,18534,2043,998,26544,1787,,
Hidalgo,11,362190,294830,199986,100286,620824,98328,54962,17074,286328,36161,,
Hill,7,5500,10502,7455,3739,29198,7684,862,523,11381,1209,,
Hockley,1,3600,7313,4545,3005,17799,3453,483,263,6829,887,,
Hood,2/3,17600,23724,16489,7574,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5900,8420,5621,2983,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4500,5789,4290,1950,18929,5176,634,538,7399,631,,
Howard,9/10,5200,7133,4754,2536,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1100,1510,967,547,3979,775,33,0,1778,145,,
Hunt,2/3,25950,21469,14616,7373,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2900,5370,3691,1757,16258,3581,504,246,6098,741,,
Irion,9/10,0,481,291,194,1234,328,15,0,429,0,,
Jack,2/3,2900,2522,1706,906,7230,1515,198,149,2732,284,,
Jackson,8,5550,4935,2957,2056,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,11203,6927,4495,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,900,1518,889,644,2180,812,28,0,685,0,,
Jefferson,6/5S,150990,68970,49357,19925,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1200,2813,1886,935,3791,890,14,60,1572,0,,
Jim Wells,11,21825,19742,12167,7845,30579,6358,3897,985,12474,1370,,
Johnson,2/3,54880,39584,27314,12997,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2100,4080,2761,1615,17011,3188,337,254,6981,525,,
Karnes,8,5700,4575,3177,1931,12669,2211,370,244,5177,505,,
Kaufman,2/3,32750,31537,21224,11167,102341,16113,2857,1189,40613,4498,,
Kendall,8,7800,19514,12773,7079,37890,9152,1091,801,12702,160,,
Kenedy,11,0,227,129,98,321,68,1,0,139,0,,
Kent,2/3,0,305,186,128,615,201,13,60,198,0,,
Kerr,8,11900,15630,10879,4899,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1800,1764,1175,609,3651,1288,90,0,1243,0,,
King,1,0,56,38,20,205,51,7,0,69,0,,
Kinney,8,1300,1096,778,324,3050,910,11,0,1171,0,,
Kleberg,11,36525,18633,11133,7587,24188,4046,1401,341,9265,870,,
Knox,2/3,1700,1548,907,663,2808,736,95,127,976,182,,
La Salle,8,19725,4186,2490,1854,6212,1018,22,60,2410,0,,
Lamar,4/5N,18500,16022,10483,5780,39402,9726,3115,745,14986,1612,,
Lamb,1,1700,4551,2955,1739,9740,2240,454,226,3968,536,,
Lampasas,7,3200,4620,3112,1625,17366,4322,348,284,6457,0,,
Lavaca,8,5400,6333,4536,2233,16004,4775,820,612,5435,476,,
Lee,7,2700,4322,3170,1248,13993,3219,334,226,5333,494,,
Leon,7,2200,3501,2601,1013,13946,4334,155,74,4662,603,,
Liberty,6/5S,24925,14373,9759,5045,66868,11399,1398,614,28567,2987,,
Limestone,7,4900,4888,3561,1505,18871,4670,2332,1060,7512,702,,
Lipscomb,1,900,975,626,369,2520,617,24,61,919,190,,
Live Oak,11,1700,3511,2233,1319,10055,2533,35,100,3769,300,,
Llano,7,4400,7073,4918,2360,18908,8119,277,358,5362,15,,
Loving,9/10,0,38,28,10,129,23,0,0,50,0,,
Lubbock,1,168240,125654,77579,49073,244992,39476,20974,4093,83028,9242,,
Lynn,1,1000,2019,1273,765,4496,974,191,40,1838,328,,
Madison,7,2100,2464,1722,843,11595,2264,299,258,4451,17,,
Marion,4/5N,700,2193,1529,712,8277,2697,351,158,3058,0,,
Martin,9/10,1600,1861,1171,748,4136,659,165,0,1624,0,,
Mason,9/10,1400,1759,1132,682,3521,1250,104,0,1147,0,,
Matagorda,6/5S,7370,8386,6307,2204,28247,6391,1113,369,11409,1164,,
Maverick,8,28200,14584,12226,3123,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2900,2275,1520,839,6435,1792,212,122,2275,260,,
McLennan,7,89150,71763,48462,27046,200781,37728,11153,3621,71906,8718,,
McMullen,11,800,250,167,90,616,189,10,0,202,0,,
Medina,8,8900,15734,10702,5947,41263,8757,899,536,16090,1720,,
Menard,9/10,900,1097,711,504,1790,699,9,40,550,0,,
Midland,9/10,102725,43779,29876,14428,131025,18438,5950,1288,49538,4151,,
Milam,7,5800,7252,5087,2314,19689,5245,532,297,7641,827,,
Mills,7,1400,1887,1296,639,4006,1416,149,152,1305,265,,
Mitchell,2/3,2700,1944,1277,694,6958,1259,265,96,2753,254,,
Montague,2/3,3250,5954,3637,2383,15872,4444,560,383,5668,702,,
Montgomery,6/5S,238800,153954,99646,57485,467232,81457,20255,3836,157396,17330,,
Moore,1,4170,8909,5086,3916,14986,2372,448,176,6143,27,,
Morris,4/5N,1600,2637,1823,938,9830,2730,77,179,3692,0,,
Motley,1,0,319,188,134,994,368,22,50,319,0,,
Nacogdoches,4/5N,18500,19811,13723,7932,51773,9953,2530,755,19948,1728,,
Navarro,2/3,24700,18110,11751,6465,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2200,3166,2004,1202,11298,2878,55,113,4648,354,,
Nolan,2/3,6000,4941,3319,2395,11321,2737,519,251,4249,719,,
Nueces,11,156175,131932,85338,48655,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3100,2807,2219,685,7106,1148,200,114,2812,0,,
Oldham,1,1200,602,358,253,1728,316,18,0,654,227,,
Orange,6/5S,2600,18302,12297,6448,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3800,6760,4596,2461,23207,5893,864,283,8796,816,,
Panola,4/5N,2900,4224,2824,1727,18462,4589,473,377,7117,661,,
Parker,2/3,45590,40606,25685,15584,111686,22331,2890,1301,40567,3773,,
Parmer,1,1800,3571,2307,1345,7222,1366,161,174,2910,525,,
Pecos,9/10,4400,8047,4708,3484,12317,2141,400,120,5047,517,,
Polk,4/5N,7300,13716,8743,5190,42276,9733,1184,574,17118,1025,,
Potter,1,141795,38932,23893,15387,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4200,5487,3484,2017,5069,1601,27,0,2039,0,,
Rains,4/5N,1600,2588,1823,811,10277,3123,163,68,3649,0,,
Randall,1,11200,55993,33159,23737,108431,21424,2812,869,34803,519,,
Reagan,9/10,1000,1253,829,584,2841,427,52,42,1173,0,,
Real,8,1200,1507,957,550,2943,1053,25,86,1051,0,,
Red River,4/5N,2200,3768,2476,1511,9965,3044,420,252,3717,477,,
Reeves,9/10,19625,7266,4043,3250,12781,1878,281,89,5277,0,,
Refugio,11,1800,2997,2055,961,5583,1617,228,154,2031,313,,
Roberts,1,0,243,155,91,672,193,16,0,227,0,,
Robertson,7,2200,4593,3221,1554,13474,3412,252,252,4991,690,,
Rockwall,2/3,33015,35329,23939,12636,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5100,3651,2463,1298,8184,2153,405,312,2979,430,,
Rusk,4/5N,6300,10752,6998,4314,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2900,3381,2138,1267,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2600,2917,1987,955,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2900,6028,4015,2256,23444,6488,132,190,9275,40,,
San Patricio,11,11700,21429,14347,7749,51116,10209,975,347,19063,2379,,
San Saba,7,1400,1001,775,247,5000,1465,33,72,1828,197,,
Schleicher,9/10,1300,1133,702,431,2218,559,65,34,793,0,,
Scurry,2/3,6095,5259,3133,2186,13000,2566,399,128,5165,0,,
Shackelford,2/3,1200,1069,745,350,2612,691,52,0,937,119,,
Shelby,4/5N,5340,4433,3193,1360,19449,4532,540,369,7876,948,,
Sherman,1,1600,1069,647,425,2294,462,24,42,868,0,,
Smith,4/5N,142490,69598,45860,24232,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2900,3099,2154,1142,7386,1770,457,220,2741,479,,
Starr,11,23100,28893,22091,9355,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2500,2144,1531,866,7542,1890,168,92,2928,22,,
Sterling,9/10,400,294,200,95,975,186,10,44,375,0,,
Stonewall,2/3,1400,601,351,275,1095,361,63,53,369,0,,
Sutton,9/10,1300,1145,777,374,2992,723,91,0,1051,0,,
Swisher,1,1500,2387,1518,1062,5764,1305,114,61,2381,323,,
Tarrant,2/3,831190,509139,333040,182926,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,66185,50356,32509,18700,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,470,276,203,639,255,10,0,207,0,,
Terry,1,6320,4658,2896,1891,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1500,814,469,348,1247,445,64,0,399,0,,
Titus,4/5N,9100,6221,4107,2277,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,62190,45767,29258,16833,93752,18625,6702,1601,33131,3815,,
Travis,7,635080,409952,297436,123409,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3750,4383,2687,1850,12104,3956,347,241,4400,427,,
Tyler,4/5N,6600,5708,3535,2231,17963,4895,476,238,6926,722,,
Upshur,4/5N,3700,8685,5751,3122,33011,7825,714,567,12366,1404,,
Upton,9/10,2500,1702,988,717,2730,537,170,30,1105,0,,
Uvalde,8,21825,11822,7158,4807,20379,4508,1498,515,8253,985,,
Val Verde,8,15040,14043,9751,4548,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,7500,12385,8494,4358,45216,11495,1280,711,16861,1783,,
Victoria,8,38450,26535,16134,10743,71388,15242,5624,1030,27119,241,,
Walker,6/5S,19500,14411,10268,4855,63471,10049,1526,400,24628,1438,,
Waller,6/5S,8300,10751,7046,4102,43350,6546,1182,466,16819,1813,,
Ward,9/10,4040,4785,2949,1914,8921,1629,137,92,3551,0,,
Washington,7,49600,12671,7323,5578,29086,7889,2581,1018,10662,72,,
Webb,11,110400,113732,78852,38914,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,8470,9642,6726,3706,32110,7239,1438,615,12933,1328,,
Wheeler,1,2300,1788,1110,762,3915,1002,200,114,1459,243,,
Wichita,2/3,44190,40714,25577,16324,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,8600,5861,3664,2706,10361,2421,457,304,4240,27,,
Willacy,11,2300,7509,5376,2233,16897,3057,325,557,7612,775,,
Williamson,7,223150,172875,128761,49969,458433,73202,14404,4639,146388,19090,,
Wilson,8,8200,14276,9528,5608,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1500,2799,1630,1301,5954,964,102,0,2445,0,,
Wise,2/3,18130,16996,11256,6319,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5100,12485,8422,4505,38005,12527,1046,880,13019,1130,,
Yoakum,1,2200,2508,1740,1076,6135,1033,225,60,2367,0,,
Young,2/3,6600,5803,3977,2154,14219,3774,862,431,5296,626,,
Zapata,11,4900,5333,4004,1699,9981,1866,195,202,4642,0,,
Zavala,8,900,5140,2966,2186,8840,1723,25,60,4035,458,,
Other,N/A,0,433030,372248,81187,,,,,,,,
