County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Coryell,7,28305,15522,9547,6429,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,637,348,298,1123,339,5,0,446,0,,
Crane,9/10,3450,1875,1171,717,3554,594,71,110,1353,0,,
Crockett,9/10,0,1638,936,714,2694,612,31,56,1031,0,,
Crosby,1,4050,3031,1695,1354,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1062,700,365,1746,480,67,0,722,0,,
Dallam,1,23630,3687,2158,1540,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1079372,709273,394492,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3023,1942,1129,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6171,3805,2637,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1690,1027,706,4222,1118,379,100,1580,0,,
Denton,2/3,444300,374590,227806,153668,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,6924,4400,2734,16110,4035,319,438,6110,1055,,
Dickens,1,0,862,485,398,1858,525,21,0,689,0,,
Dimmit,8,21795,6656,3751,2914,7539,1749,238,175,3179,48,,
Donley,1,1400,1252,845,417,2716,804,27,65,918,0,,
Duval,11,2700,6419,3828,2894,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,6953,4414,3079,14970,4054,860,389,5393,591,,
Ector,9/10,105440,61659,37377,25391,120896,15970,5303,1016,50679,428,,
Edwards,8,0,708,485,229,1555,561,24,0,528,0,,
El Paso,9/10,473170,420543,268381,159777,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,75530,48885,29177,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,14154,9016,5643,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5407,3463,2195,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,11971,7161,5390,28874,6588,962,614,10987,1108,,
Fayette,7,6300,9914,6418,4082,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1314,784,583,3088,961,101,28,1061,0,,
Floyd,1,2100,2692,1635,1126,4371,1070,132,68,1723,0,,
Foard,2/3,1600,693,412,307,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,405440,253947,160998,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3037,1925,1191,8554,2367,169,163,2871,0,,
Freestone,7,3500,4822,3268,1910,15808,3996,553,261,6319,689,,
Frio,8,10850,6228,3913,2826,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4119,2537,1808,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,172186,106204,68718,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,1615,1081,616,5325,719,33,75,2197,0,,
Gillespie,8,26600,13472,8620,5020,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,744,425,327,1099,210,23,0,426,0,,
Goliad,8,2000,3043,1770,1309,6281,1832,39,135,2282,0,,
Gonzales,8,8000,8176,5715,3407,15937,3572,550,256,6356,693,,
Gray,1,4400,7250,4657,2834,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,42935,28415,18521,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,46899,27952,19575,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,9911,6499,3851,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,57519,36700,25250,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,11125,7452,4344,25476,4604,873,399,10561,1177,,
Hall,1,0,1467,868,629,2406,711,27,72,978,0,,
Hamilton,7,5000,3911,2648,1660,6832,2146,481,296,2427,10,,
Hansford,1,2800,2603,1626,1334,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2158,1230,1093,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,20012,12283,8020,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,1920851,1283208,687201,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,18016,11050,8147,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2700,1630,1079,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2502,1639,978,4831,1266,123,68,1872,187,,
Hays,7,126850,92638,61518,34952,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1844,1080,975,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,24644,16092,9592,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,404597,267629,145891,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,13000,8600,5309,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9127,5362,4143,17799,3453,483,263,6829,887,,
Hood,2/3,25370,29488,18803,11198,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,10624,6793,4072,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,7319,4946,2992,18929,5176,634,538,7399,631,,
Howard,9/10,7200,9542,5510,4318,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,1872,1125,784,3979,775,33,0,1778,145,,
Hunt,2/3,32530,27847,16753,11879,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7492,4344,3257,16258,3581,504,246,6098,741,,
Irion,9/10,0,750,442,313,1234,328,15,0,429,0,,
Jack,2/3,3600,3124,1833,1403,7230,1515,198,149,2732,284,,
Jackson,8,8990,5862,3672,2321,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,12983,7709,5695,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1752,987,781,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,85506,57397,28600,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3643,2134,1522,3791,890,14,60,1572,0,,
Jim Wells,11,27405,22281,13003,9658,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,56905,35427,22511,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,4935,3107,2168,17011,3188,337,254,6981,525,,
Karnes,8,11580,5650,3659,2709,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,43293,27911,16676,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,23320,14742,9186,37890,9152,1091,801,12702,160,,
Kenedy,11,0,298,168,131,321,68,1,0,139,0,,
Kent,2/3,0,356,211,161,615,201,13,60,198,0,,
Kerr,8,15500,20352,13352,7384,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2180,1329,938,3651,1288,90,0,1243,0,,
King,1,0,71,47,27,205,51,7,0,69,0,,
Kinney,8,1700,1450,1046,419,3050,910,11,0,1171,0,,
Kleberg,11,45705,19787,11076,8829,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1817,1038,881,2808,736,95,127,976,182,,
La Salle,8,22565,4770,2783,2141,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,19573,11620,8339,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5409,3291,2393,9740,2240,454,226,3968,536,,
Lampasas,7,4200,6086,3995,2370,17366,4322,348,284,6457,0,,
Lavaca,8,7400,7932,4950,3492,16004,4775,820,612,5435,476,,
Lee,7,3900,6053,4040,2224,13993,3219,334,226,5333,494,,
Leon,7,3300,5254,3433,2117,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,19667,13133,7256,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6620,4214,2870,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1179,715,503,2520,617,24,61,919,190,,
Live Oak,11,2600,4062,2436,1699,10055,2533,35,100,3769,300,,
Llano,7,5400,9511,5966,3807,18908,8119,277,358,5362,15,,
Loving,9/10,0,47,33,14,129,23,0,0,50,0,,
Lubbock,1,196650,148483,89931,60318,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2333,1427,963,4496,974,191,40,1838,328,,
Madison,7,2800,3312,2258,1275,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,2934,1729,1290,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2130,1275,945,4136,659,165,0,1624,0,,
Mason,9/10,1800,2311,1403,969,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,11542,8089,3753,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,24848,18056,7934,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,2762,1744,1109,6435,1792,212,122,2275,260,,
McLennan,7,112590,87845,56358,36382,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,362,225,167,616,189,10,0,202,0,,
Medina,8,13000,20339,13020,8866,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1287,773,634,1790,699,9,40,550,0,,
Midland,9/10,123775,64675,39774,25734,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,8872,5780,3302,19689,5245,532,297,7641,827,,
Mills,7,2200,2184,1352,894,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2146,1406,773,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7166,4428,2955,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,192742,122711,74608,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11042,6420,4770,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3381,2218,1361,9830,2730,77,179,3692,0,,
Motley,1,0,506,337,177,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,25646,16606,11472,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,21804,13231,8823,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3627,2114,1570,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,5783,3723,2931,11321,2737,519,251,4249,719,,
Nueces,11,204705,164253,95339,71708,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3464,2450,1191,7106,1148,200,114,2812,0,,
Oldham,1,1500,673,399,286,1728,316,18,0,654,227,,
Orange,6/5S,3800,22878,14416,9059,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,9376,5822,3969,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,5740,3772,2543,18462,4589,473,377,7117,661,,
Parker,2/3,56950,51861,31826,21316,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4265,2555,1871,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,8529,4865,3827,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,15825,9716,6583,42276,9733,1184,574,17118,1025,,
Potter,1,162395,44989,27156,18386,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,6385,4085,2342,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3449,2150,1365,10277,3123,163,68,3649,0,,
Randall,1,14370,64568,37482,28520,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1375,872,674,2841,427,52,42,1173,0,,
Real,8,1700,2027,1163,869,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4403,2785,1878,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,7994,4367,3678,12781,1878,281,89,5277,0,,
Refugio,11,2600,3318,2240,1122,5583,1617,228,154,2031,313,,
Roberts,1,0,300,166,141,672,193,16,0,227,0,,
Robertson,7,3300,5804,3718,2447,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,44125,28148,17403,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4457,2638,2015,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,13411,8604,5605,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4293,2620,1849,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3358,2149,1274,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,7598,4846,3210,23444,6488,132,190,9275,40,,
San Patricio,11,16970,27427,17039,11265,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1423,970,482,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1251,738,546,2218,559,65,34,793,0,,
Scurry,2/3,6695,5824,3457,2473,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1284,819,498,2612,691,52,0,937,119,,
Shelby,4/5N,8480,6470,3973,2813,19449,4532,540,369,7876,948,,
Sherman,1,1800,1203,715,496,2294,462,24,42,868,0,,
Smith,4/5N,171290,84867,54060,31845,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,3851,2433,1631,7386,1770,457,220,2741,479,,
Starr,11,29500,39856,25960,17089,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,2814,1863,1224,7542,1890,168,92,2928,22,,
Sterling,9/10,700,511,317,195,975,186,10,44,375,0,,
Stonewall,2/3,1600,653,371,309,1095,361,63,53,369,0,,
Sutton,9/10,1900,1585,1102,494,2992,723,91,0,1051,0,,
Swisher,1,2100,2698,1683,1301,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,779919,479636,313264,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,59550,36622,23915,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,586,343,254,639,255,10,0,207,0,,
Terry,1,7220,5574,3363,2500,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,912,505,415,1247,445,64,0,399,0,,
Titus,4/5N,16750,7688,4920,3042,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,55169,32640,22947,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,568318,380134,203859,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5070,3052,2203,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,6700,3926,2877,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,10993,6565,4832,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1903,1035,874,2730,537,170,30,1105,0,,
Uvalde,8,26335,14520,8736,6008,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,18824,12724,6649,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,16343,10486,6597,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,32284,20061,12841,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,19760,13335,7562,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,13576,8763,5407,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5660,3177,2626,8921,1629,137,92,3551,0,,
Washington,7,56300,14393,8404,6273,29086,7889,2581,1018,10662,72,,
Webb,11,144500,148052,97866,55577,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,12792,8941,4940,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2098,1223,1035,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,50935,31334,22009,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7217,4331,3609,10361,2421,457,304,4240,27,,
Willacy,11,5200,10867,6500,4506,16897,3057,325,557,7612,775,,
Williamson,7,294150,239294,161337,85645,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,17739,11633,7160,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3193,1845,1510,5954,964,102,0,2445,0,,
Wise,2/3,21700,21591,13021,9441,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,15997,9940,6780,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3156,2147,1403,6135,1033,225,60,2367,0,,
Young,2/3,7700,7020,4456,3071,14219,3774,862,431,5296,626,,
Zapata,11,6600,8055,5301,3256,9981,1866,195,202,4642,0,,
Zavala,8,1600,6140,3702,2453,8840,1723,25,60,4035,458,,
Other, ,,736469,621122,138636,,,,,,,,
