County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Hale,1,12800,14066,8259,6658,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1740,997,865,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5036,3004,2504,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2831,1678,1526,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2332,1335,1185,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,24224,14048,10718,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3156680,2807565,1766090,1152698,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,25887,15472,12195,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3100,1790,1322,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3000,3157,1843,1454,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,164160,151649,94731,64110,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2116,1256,1145,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,22370,35908,21454,16227,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,603890,630004,386734,264577,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10200,16869,10155,8047,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,11716,6799,5627,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31470,39473,22148,18189,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,15511,9071,7081,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6400,10309,6427,4590,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12218,7105,5758,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3012,1757,1366,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,36870,38465,23184,16739,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9122,5223,4110,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,825,462,376,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3800,3851,2272,1819,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,7547,4586,3224,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15170,15036,8571,7066,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1929,1066,918,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,229800,123080,72792,51531,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4176,2358,1844,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,34255,27127,15439,12370,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,100900,83564,49194,36327,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,6390,3841,3043,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,7289,4714,3376,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,62350,68429,42180,28760,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,17900,33433,20533,14472,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,325,176,152,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,390,224,191,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,27314,16310,11991,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2496,1428,1179,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,97,67,34,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1891,1153,771,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,57555,24835,13781,11438,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1978,1093,993,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24435,5230,2900,2497,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,27900,23004,13105,10752,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6547,3885,3034,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9702,6107,4192,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8600,10699,6399,5238,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5500,8723,5221,3884,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,7801,4817,3796,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,39725,31461,20078,13011,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,7700,9450,5679,4393,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1372,761,670,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3300,5027,2835,2318,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6700,14827,8753,6922,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,59,34,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,233220,181598,104945,82016,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,2919,1688,1317,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3700,5310,3436,2279,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4426,2601,2121,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2323,1378,1046,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2833,1565,1354,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16450,19435,11695,8481,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,44800,40815,28501,14573,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3540,2075,1610,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,145680,131458,80186,58752,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,404,232,203,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16800,28075,17347,12680,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1432,826,734,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135735,87338,49283,39563,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,10400,12403,7109,5625,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2664,1517,1238,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,2811,1594,1276,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4750,8806,5118,4102,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,387390,316646,203186,123041,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7040,12257,7083,5400,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5310,3327,2421,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,555,354,211,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,32600,30516,19449,14642,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,26737,15373,11880,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4139,2299,1935,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7006,4424,3686,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,264705,229640,135629,100414,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4637,2561,2282,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,856,493,390,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4900,30181,17903,13151,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12223,7241,5532,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7444,4550,3601,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,70220,73256,42498,33116,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5005,2804,2461,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,9475,5271,4481,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,22036,12978,10044,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,186995,54303,32075,23270,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8055,4560,3676,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,4795,2780,2136,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,74990,43087,34179,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1704,1013,897,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1900,2320,1242,1113,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5369,3155,2627,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,8678,4743,4029,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4618,2565,2145,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,328,180,161,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8081,4972,3855,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,56995,74421,45739,31401,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5604,3143,2753,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11070,19821,12005,9093,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5162,2929,2459,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4425,2535,2008,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10142,6066,4840,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20070,37740,22578,16836,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2359,1442,998,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1597,874,772,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7095,7783,4528,3735,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1642,911,766,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8649,5193,4122,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1380,830,622,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,201720,120699,69599,53332,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5000,4661,2760,2191,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,40740,55237,33197,27416,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3656,2205,1835,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,584,339,249,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,768,445,377,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2251,1242,1036,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3085,1842,1582,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1385220,1226677,734470,521817,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,93635,75466,42134,35226,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,642,377,282,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6428,3709,3100,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,973,527,460,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,24900,12809,8153,5100,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,94740,67027,37171,30899,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1585850,953526,596913,395060,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,6869,4033,3170,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8900,8164,4627,3721,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,14926,8637,6928,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2138,1163,982,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31045,17045,9544,7998,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,42730,28896,18516,12368,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,12600,21998,13229,9915,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,58590,48345,28582,20887,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,34270,29409,19000,12430,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,14270,22154,13758,9431,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6284,3553,3005,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,22066,12833,9707,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,190580,220895,137214,94015,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18390,20408,13071,8783,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2313,1338,1158,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,62455,37219,29188,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,7952,4616,4125,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,7900,14382,8333,6300,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,410300,418668,265385,170488,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,24425,15497,10338,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3619,2103,1751,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29580,29284,17407,13442,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6600,22321,13284,10493,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,3915,2434,1918,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8400,8822,5111,4396,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8100,10628,6293,5151,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2000,7597,4293,3366,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,184036,125149,67306,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
