County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Comanche,2/3,6890,7772,4471,3841,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1760,992,847,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,19962,11616,9120,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,28649,17970,11720,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,771,434,387,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2138,1327,833,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2000,1115,912,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3668,1989,1741,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1830,970,865,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4165,2418,1787,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1820781,1058437,821913,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4863,2912,2105,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10856,6337,5065,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,8551,5087,4004,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2321,1306,1100,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,685942,389479,315137,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,987,552,497,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,8046,4594,3489,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1743,1014,782,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8609,5046,3960,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8366,4949,4054,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,83024,46531,38669,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,991,538,473,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,747452,435320,332824,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,112003,64567,51416,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19568,11074,9215,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8715,5296,3648,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,16501,9715,7913,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,16193,9638,7780,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1818,1025,910,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3332,1869,1604,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,705,403,331,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,717331,411131,328450,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4723,2783,2240,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7929,4984,3517,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9947,6150,4547,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5267,3092,2570,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,261971,143129,124436,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,3213,2285,1519,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,20129,11329,9444,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,851,475,402,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4242,2349,2101,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11728,6891,5969,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,10071,5873,4624,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,69271,41317,34273,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,65550,36606,30808,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,17015,10196,7648,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,100971,60365,48970,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15423,8923,7472,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1785,1025,880,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5260,3086,2657,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2927,1721,1581,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2377,1350,1220,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25719,14578,11841,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3260164,1927126,1465884,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,28436,16782,13908,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3462,2041,1438,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3202,1861,1485,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,174262,102245,80241,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2172,1292,1167,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,39732,23037,18693,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,724835,420902,328176,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,18390,10899,9124,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12381,7018,6117,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,41883,22901,20087,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,17154,9766,8094,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10718,6525,4911,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,13358,7819,6461,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3719,2142,1704,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,46114,26698,21548,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9607,5407,4434,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,848,467,398,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3979,2334,1890,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8522,4732,4098,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,16002,8919,7742,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1966,1079,945,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,138292,79349,60513,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4363,2445,1948,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28886,16183,13460,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,94027,52862,43697,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8203,5313,3405,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,9066,5870,4007,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,78718,45898,35848,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,36961,21327,17368,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,326,174,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,393,223,194,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,30842,17968,14084,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2654,1536,1242,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,61,36,30,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1967,1174,831,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25991,14281,12113,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2043,1125,1032,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5598,3148,2620,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24690,13701,11979,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6764,3950,3202,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10734,6411,5057,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11513,6774,5815,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9906,5677,4688,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8375,5055,4178,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,36417,22574,15634,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,10251,6085,4833,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1401,767,703,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5340,2970,2507,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15908,9148,7720,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,31,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,196435,109501,93119,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3174,1770,1504,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6571,4192,2871,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4837,2791,2398,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2407,1414,1100,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2977,1622,1448,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,21289,12432,9637,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,47123,30281,19257,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3750,2163,1760,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,147097,86786,68869,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,432,251,216,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,32083,19010,15140,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1486,843,774,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,93714,52366,43202,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13727,7661,6495,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2834,1595,1337,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3519,2177,1409,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9349,5348,4500,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,373771,226105,160405,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13126,7466,5903,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5902,3542,2833,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,558,353,215,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,34001,20490,17189,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28853,16176,13343,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4354,2392,2072,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7539,4604,4115,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,255042,144096,118436,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4752,2605,2362,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,933,527,436,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,33585,19522,15317,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,13500,7720,6399,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,8015,4847,3942,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,80072,44654,38245,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5203,2913,2563,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10814,6427,4783,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,25318,15067,11391,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,60440,35315,26341,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8596,4875,3914,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5463,3121,2540,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,80212,45040,37682,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1761,1040,929,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2386,1280,1152,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5769,3305,2933,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9334,5039,4396,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4956,2711,2351,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,340,187,168,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8987,5388,4417,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,75083,43408,34522,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5785,3213,2882,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,22314,13413,10514,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5490,3049,2715,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4753,2652,2245,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,11398,6733,5563,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,42247,24651,19506,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2569,1564,1095,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1653,898,807,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8544,5087,3958,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1713,938,810,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9293,5489,4519,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1458,863,668,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,133463,73935,62294,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,5074,2892,2501,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,60251,35510,30309,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3953,2402,1952,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,628,358,274,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,791,445,401,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2315,1263,1081,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3301,1994,1660,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1406052,797657,645490,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,79591,43844,37940,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,612,342,285,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6612,3802,3195,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,1001,537,480,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,14509,8557,6429,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,71869,38970,34246,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1132078,657424,518024,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7802,4485,3723,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9400,5502,4104,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15869,9018,7629,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2190,1195,1003,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17879,10022,8418,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,32857,20452,14559,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,24870,14346,11939,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,54634,30238,25605,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,36661,24101,14900,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,26379,15583,11992,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6533,3678,3151,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,24485,13612,11434,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,255605,151295,115899,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,23790,14290,11003,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2438,1408,1229,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,72974,41583,35623,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8239,4746,4317,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,16018,9174,7108,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,482042,282148,219169,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,28874,17686,12823,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3852,2196,1901,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,32936,18840,15944,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,24489,14218,11893,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4338,2659,2148,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,9144,5264,4632,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11137,6435,5522,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7945,4437,3577,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,224053,146458,89379,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
