County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Collingsworth,1,2100,1249,730,585,2263,555,80,92,847,0,,
Colorado,6/5S,9600,10364,6637,4767,17107,4850,853,477,5957,613,,
Comal,8,68100,72217,46477,29098,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6624,3867,3188,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1380,841,597,2288,689,76,66,815,0,,
Cooke,2/3,16600,13455,8405,5407,32675,7804,948,552,11640,1051,,
Coryell,7,28305,17158,10450,7274,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,655,351,313,1123,339,5,0,446,0,,
Crane,9/10,3450,1921,1201,739,3554,594,71,110,1353,0,,
Crockett,9/10,0,1682,968,734,2694,612,31,56,1031,0,,
Crosby,1,4050,3088,1698,1412,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1314,795,523,1746,480,67,0,722,0,,
Dallam,1,23630,3726,2178,1561,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1170021,768458,437461,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3404,2023,1449,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6629,4060,2957,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1752,1057,743,4222,1118,379,100,1580,0,,
Denton,2/3,444300,396808,240885,164885,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,7543,4576,3269,16110,4035,319,438,6110,1055,,
Dickens,1,0,905,523,438,1858,525,21,0,689,0,,
Dimmit,8,21795,6812,3868,2959,7539,1749,238,175,3179,48,,
Donley,1,1400,1347,816,546,2716,804,27,65,918,0,,
Duval,11,2700,6692,3989,3057,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,7321,4539,3356,14970,4054,860,389,5393,591,,
Ector,9/10,105440,68574,39933,29959,120896,15970,5303,1016,50679,428,,
Edwards,8,0,912,521,402,1555,561,24,0,528,0,,
El Paso,9/10,473170,460427,290694,180505,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,79443,50822,31536,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,15244,9292,6499,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5706,3638,2360,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12575,7506,5824,28874,6588,962,614,10987,1108,,
Fayette,7,6300,10726,6790,4720,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1425,848,637,3088,961,101,28,1061,0,,
Floyd,1,2100,2821,1683,1229,4371,1070,132,68,1723,0,,
Foard,2/3,1600,721,439,310,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,445882,275716,181650,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3245,2040,1334,8554,2367,169,163,2871,0,,
Freestone,7,3500,5272,3442,2282,15808,3996,553,261,6319,689,,
Frio,8,10850,6858,4258,3176,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4371,2650,2024,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,184291,110696,76652,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,2126,1383,1109,5325,719,33,75,2197,0,,
Gillespie,8,26600,14551,9066,5690,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,758,429,338,1099,210,23,0,426,0,,
Goliad,8,2000,3285,1824,1515,6281,1832,39,135,2282,0,,
Gonzales,8,8000,9129,5966,4142,15937,3572,550,256,6356,693,,
Gray,1,4400,7618,4781,3107,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,46872,30981,20571,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,47958,28416,20248,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,10656,6907,4287,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,62951,40481,29001,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,11996,7659,5055,25476,4604,873,399,10561,1177,,
Hall,1,0,1567,908,714,2406,711,27,72,978,0,,
Hamilton,7,5000,4266,2737,1967,6832,2146,481,296,2427,10,,
Hansford,1,2800,2621,1633,1350,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2228,1285,1118,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,21280,12854,8808,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,2096244,1371851,781639,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,19174,11728,8991,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2759,1683,1086,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2755,1723,1158,4831,1266,123,68,1872,187,,
Hays,7,126850,100893,66199,39485,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1864,1094,992,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,26458,16854,10834,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,444783,289886,167313,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,14341,8889,6531,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9345,5501,4273,17799,3453,483,263,6829,887,,
Hood,2/3,25370,32449,19441,13634,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,11181,6995,4472,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,7793,5070,3395,18929,5176,634,538,7399,631,,
Howard,9/10,7200,9790,5673,4499,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,2026,1180,884,3979,775,33,0,1778,145,,
Hunt,2/3,32530,30643,18481,13220,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7761,4454,3433,16258,3581,504,246,6098,741,,
Irion,9/10,0,757,441,323,1234,328,15,0,429,0,,
Jack,2/3,3600,3327,1992,1452,7230,1515,198,149,2732,284,,
Jackson,8,8990,6249,3999,2417,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,13486,7827,6155,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1797,1011,824,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,96011,60793,36020,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3736,2157,1597,3791,890,14,60,1572,0,,
Jim Wells,11,27405,23200,13335,10334,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,61962,37449,25842,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,5456,3405,2498,17011,3188,337,254,6981,525,,
Karnes,8,11580,6020,3827,2944,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,48230,30885,19054,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,25008,15587,10263,37890,9152,1091,801,12702,160,,
Kenedy,11,0,308,172,138,321,68,1,0,139,0,,
Kent,2/3,0,370,218,173,615,201,13,60,198,0,,
Kerr,8,15500,21518,13946,8153,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2205,1336,960,3651,1288,90,0,1243,0,,
King,1,0,82,58,28,205,51,7,0,69,0,,
Kinney,8,1700,1535,1068,486,3050,910,11,0,1171,0,,
Kleberg,11,45705,20628,11392,9424,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1893,1060,939,2808,736,95,127,976,182,,
La Salle,8,22565,4923,2812,2265,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,19962,11871,8580,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5737,3431,2624,9740,2240,454,226,3968,536,,
Lampasas,7,4200,6681,4324,2667,17366,4322,348,284,6457,0,,
Lavaca,8,7400,8598,5211,4092,16004,4775,820,612,5435,476,,
Lee,7,3900,6564,4264,2598,13993,3219,334,226,5333,494,,
Leon,7,3300,5884,3907,2640,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,21670,13972,8600,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6815,4296,3021,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1239,730,555,2520,617,24,61,919,190,,
Live Oak,11,2600,4460,2575,1968,10055,2533,35,100,3769,300,,
Llano,7,5400,9784,6156,3949,18908,8119,277,358,5362,15,,
Loving,9/10,0,56,32,24,129,23,0,0,50,0,,
Lubbock,1,196650,155641,93758,64168,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2484,1512,1030,4496,974,191,40,1838,328,,
Madison,7,2800,3697,2467,1509,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,3207,1849,1457,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2203,1311,984,4136,659,165,0,1624,0,,
Mason,9/10,1800,2403,1444,1023,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,12932,9086,4329,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,29264,21556,9233,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,2974,1794,1280,6435,1792,212,122,2275,260,,
McLennan,7,112590,93389,59494,39277,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,369,226,174,616,189,10,0,202,0,,
Medina,8,13000,21701,13985,9395,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1317,788,653,1790,699,9,40,550,0,,
Midland,9/10,123775,75445,44320,32216,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,10024,5920,4346,19689,5245,532,297,7641,827,,
Mills,7,2200,2339,1401,1005,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2308,1448,899,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7345,4526,3078,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,208108,131551,82159,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11310,6544,4957,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3780,2376,1630,9830,2730,77,179,3692,0,,
Motley,1,0,522,343,189,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,27409,17942,12762,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,22768,13812,9338,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3853,2177,1743,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,6040,3912,3039,11321,2737,519,251,4249,719,,
Nueces,11,204705,171368,99111,75469,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3700,2461,1423,7106,1148,200,114,2812,0,,
Oldham,1,1500,709,412,309,1728,316,18,0,654,227,,
Orange,6/5S,3800,24508,15152,10041,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,9961,6138,4279,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,6054,3992,2696,18462,4589,473,377,7117,661,,
Parker,2/3,56950,55665,33608,23676,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4574,2618,2146,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,8761,4958,4000,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,17135,10224,7680,42276,9733,1184,574,17118,1025,,
Potter,1,162395,47089,28362,19415,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,6744,4172,2627,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3682,2274,1489,10277,3123,163,68,3649,0,,
Randall,1,14370,67036,38747,29924,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1394,883,683,2841,427,52,42,1173,0,,
Real,8,1700,2138,1181,969,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4527,2853,1949,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,8222,4478,3808,12781,1878,281,89,5277,0,,
Refugio,11,2600,3710,2329,1440,5583,1617,228,154,2031,313,,
Roberts,1,0,302,166,143,672,193,16,0,227,0,,
Robertson,7,3300,6387,4056,2892,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,47762,29738,20132,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4812,2770,2307,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,14552,9066,6346,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4504,2700,1999,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3587,2189,1475,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,8441,5081,3896,23444,6488,132,190,9275,40,,
San Patricio,11,16970,28643,17638,12055,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1614,1116,531,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1273,751,566,2218,559,65,34,793,0,,
Scurry,2/3,6695,6169,3775,2620,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1431,837,629,2612,691,52,0,937,119,,
Shelby,4/5N,8480,6745,4089,3041,19449,4532,540,369,7876,948,,
Sherman,1,1800,1263,759,542,2294,462,24,42,868,0,,
Smith,4/5N,171290,91139,56884,35539,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,4252,2580,1933,7386,1770,457,220,2741,479,,
Starr,11,29500,43684,27334,20083,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,3086,1971,1437,7542,1890,168,92,2928,22,,
Sterling,9/10,700,531,328,204,975,186,10,44,375,0,,
Stonewall,2/3,1600,684,382,333,1095,361,63,53,369,0,,
Sutton,9/10,1900,1809,1123,705,2992,723,91,0,1051,0,,
Swisher,1,2100,2831,1743,1404,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,849049,511492,353841,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,63937,38125,27091,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,608,360,266,639,255,10,0,207,0,,
Terry,1,7220,5813,3462,2690,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,930,511,428,1247,445,64,0,399,0,,
Titus,4/5N,16750,8249,5238,3333,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,58175,33708,24991,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,634320,418148,237461,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5490,3355,2378,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,7022,4028,3116,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,11442,6780,5120,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1940,1054,893,2730,537,170,30,1105,0,,
Uvalde,8,26335,14793,8918,6147,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,19638,13354,7193,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,17688,11182,7358,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,33896,21196,13435,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,21770,14759,8853,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,14691,9380,6011,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5950,3350,2838,8921,1629,137,92,3551,0,,
Washington,7,56300,15866,9243,6988,29086,7889,2581,1018,10662,72,,
Webb,11,144500,158338,103982,60583,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,13773,9500,5458,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2141,1247,1061,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,53296,32460,23579,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7400,4398,3748,10361,2421,457,304,4240,27,,
Willacy,11,5200,11520,6813,4895,16897,3057,325,557,7612,775,,
Williamson,7,294150,270776,178202,102870,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,18925,12232,7905,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3319,1943,1608,5954,964,102,0,2445,0,,
Wise,2/3,21700,23582,14436,10368,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,17147,10594,7568,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3253,2208,1441,6135,1033,225,60,2367,0,,
Young,2/3,7700,7428,4559,3428,14219,3774,862,431,5296,626,,
Zapata,11,6600,8457,5511,3453,9981,1866,195,202,4642,0,,
Zavala,8,1600,6627,3961,2686,8840,1723,25,60,4035,458,,
Other, ,,850888,699974,185321,,,,,,,,
