County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Calhoun,8,5100,7092,5038,2364,16817,3981,470,384,6161,53,,
Callahan,2/3,2900,4471,2747,1849,11263,2958,146,122,4094,442,,
Cameron,11,200045,191034,125758,70231,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1400,3603,2441,1254,10031,2494,207,152,3927,0,,
Carson,1,1300,2097,1259,862,4718,1250,60,0,1547,240,,
Cass,4/5N,4100,6194,4249,2353,24182,6856,1216,550,9010,1125,,
Castro,1,2500,2844,1803,1092,5607,1236,121,174,2168,341,,
Chambers,6/5S,27400,12841,8822,4183,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,13970,12484,8048,4935,40876,9444,1500,738,16376,1511,,
Childress,1,3900,2795,1666,1204,6094,1165,251,136,2395,0,,
Clay,2/3,10545,5381,3112,2329,8666,2484,136,60,3011,384,,
Cochran,1,1400,2181,1768,524,2188,468,57,0,956,0,,
Coke,9/10,0,1332,849,495,2756,947,47,130,899,0,,
Coleman,2/3,2600,2640,1814,925,6721,2119,342,162,2379,289,,
Collin,2/3,487360,443964,294299,157475,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1800,1165,715,510,2263,555,80,92,847,0,,
Colorado,6/5S,8700,8300,5412,3454,17107,4850,853,477,5957,613,,
Comal,8,60930,62124,40115,24174,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6490,5537,3647,2283,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1262,785,504,2288,689,76,66,815,0,,
Cooke,2/3,15000,11830,7746,4291,32675,7804,948,552,11640,1051,,
Coryell,7,25465,14216,8915,5649,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,551,343,217,1123,339,5,0,446,0,,
Crane,9/10,3150,1823,1147,687,3554,594,71,110,1353,0,,
Crockett,9/10,0,1578,909,681,2694,612,31,56,1031,0,,
Crosby,1,3650,2956,1650,1324,4421,1085,98,115,1771,284,,
Culberson,9/10,1600,1015,683,334,1746,480,67,0,722,0,,
Dallam,1,20990,3634,2148,1494,5217,857,40,0,2067,0,,
Dallas,2/3,1197645,939277,623582,336959,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3100,2925,1904,1067,9789,1898,304,112,4206,475,,
Deaf Smith,1,3700,5471,3586,2078,13439,2423,238,147,5332,0,,
Delta,4/5N,1300,1743,1172,611,4222,1118,379,100,1580,0,,
Denton,2/3,404090,331530,210831,126451,697330,93499,23806,5913,257836,22330,,
DeWitt,8,4500,5869,4186,1787,16110,4035,319,438,6110,1055,,
Dickens,1,0,851,479,392,1858,525,21,0,689,0,,
Dimmit,8,20525,6487,3665,2826,7539,1749,238,175,3179,48,,
Donley,1,1200,1246,880,374,2716,804,27,65,918,0,,
Duval,11,2600,6089,3723,2667,8600,2031,69,150,3541,482,,
Eastland,2/3,4000,6366,4146,2701,14970,4054,860,389,5393,591,,
Ector,9/10,98960,55978,34989,21877,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1524,1328,321,1555,561,24,0,528,0,,
El Paso,9/10,412370,384159,248045,141472,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,78860,68662,44334,26552,141665,24288,3985,1994,54463,6578,,
Erath,2/3,15500,11478,8162,3801,34875,6256,1250,481,12564,1079,,
Falls,7,22165,5049,3214,2042,14049,3226,328,187,5671,486,,
Fannin,2/3,26365,11137,6784,4853,28874,6588,962,614,10987,1108,,
Fayette,7,5800,9102,5870,3588,20879,6679,998,647,6844,671,,
Fisher,2/3,1900,1276,769,554,3088,961,101,28,1061,0,,
Floyd,1,1900,2596,1605,1049,4371,1070,132,68,1723,0,,
Foard,2/3,1600,670,402,292,962,315,7,80,332,0,,
Fort Bend,6/5S,355990,369681,236943,140709,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2600,3180,2150,1105,8554,2367,169,163,2871,0,,
Freestone,7,3100,4363,3180,1454,15808,3996,553,261,6319,689,,
Frio,8,9750,5873,3765,2651,16121,2499,186,166,6797,28,,
Gaines,9/10,3800,3661,2398,1460,14548,1907,323,95,6156,717,,
Galveston,6/5S,181900,158464,100795,60230,269280,50987,11784,2830,96486,10219,,
Garza,1,2400,1571,1045,606,5325,719,33,75,2197,0,,
Gillespie,8,24000,12522,8277,4395,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,730,416,319,1099,210,23,0,426,0,,
Goliad,8,1700,2941,1743,1223,6281,1832,39,135,2282,0,,
Gonzales,8,6900,7736,5475,3186,15937,3572,550,256,6356,693,,
Gray,1,4000,6484,4431,2278,16924,3531,689,315,6978,42,,
Grayson,2/3,47020,39498,26256,16360,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,81915,42979,26637,16865,95544,19451,7025,2324,37362,3988,,
Grimes,7,3600,9019,6246,3182,23245,5134,234,311,9653,771,,
Guadalupe,8,59805,54414,34976,23540,130517,23614,3801,1225,49282,3850,,
Hale,1,7700,10503,7090,3975,25476,4604,873,399,10561,1177,,
Hall,1,0,1443,858,611,2406,711,27,72,978,0,,
Hamilton,7,4500,3706,2597,1487,6832,2146,481,296,2427,10,,
Hansford,1,2300,2241,1536,1012,3987,812,139,84,1616,295,,
Hardeman,2/3,3100,2131,1213,1074,3190,912,102,16,1146,0,,
Hardin,6/5S,9100,18948,11856,7347,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2130230,1706517,1163187,586167,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,14170,16618,10493,7147,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2851,1803,1054,4561,861,196,94,1669,253,,
Haskell,2/3,2300,2447,1622,940,4831,1266,123,68,1872,187,,
Hays,7,108820,82446,55620,30114,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2800,1761,1068,904,2827,606,104,98,1066,0,,
Henderson,4/5N,18270,22622,15049,8497,67238,18534,2043,998,26544,1787,,
Hidalgo,11,406770,351758,233365,125280,620824,98328,54962,17074,286328,36161,,
Hill,7,7800,11798,8039,4588,29198,7684,862,523,11381,1209,,
Hockley,1,4000,8694,5139,3855,17799,3453,483,263,6829,887,,
Hood,2/3,21870,27519,18220,9755,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,8870,9844,6620,3453,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4900,6829,4727,2637,18929,5176,634,538,7399,631,,
Howard,9/10,6100,8765,5250,3708,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1300,1715,1082,641,3979,775,33,0,1778,145,,
Hunt,2/3,31930,25405,15838,10283,77878,15810,4112,947,31096,2723,,
Hutchinson,1,3500,7094,4195,3000,16258,3581,504,246,6098,741,,
Irion,9/10,0,629,416,218,1234,328,15,0,429,0,,
Jack,2/3,3000,2972,1786,1285,7230,1515,198,149,2732,284,,
Jackson,8,8590,5388,3242,2231,11425,2720,380,237,4205,674,,
Jasper,4/5N,13300,12383,7525,5176,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1100,1660,971,705,2180,812,28,0,685,0,,
Jefferson,6/5S,173490,79760,55292,24861,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3172,2008,1176,3791,890,14,60,1572,0,,
Jim Wells,11,24665,21270,12708,8930,30579,6358,3897,985,12474,1370,,
Johnson,2/3,65990,47726,32223,16442,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2500,4713,3043,1998,17011,3188,337,254,6981,525,,
Karnes,8,11380,5213,3500,2411,12669,2211,370,244,5177,505,,
Kaufman,2/3,39750,37087,24142,13999,102341,16113,2857,1189,40613,4498,,
Kendall,8,10500,21687,13900,8216,37890,9152,1091,801,12702,160,,
Kenedy,11,0,292,165,128,321,68,1,0,139,0,,
Kent,2/3,0,351,208,159,615,201,13,60,198,0,,
Kerr,8,13700,17816,12154,5893,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2100,2031,1221,830,3651,1288,90,0,1243,0,,
King,1,0,62,42,23,205,51,7,0,69,0,,
Kinney,8,1500,1294,953,350,3050,910,11,0,1171,0,,
Kleberg,11,40865,19632,11426,8319,24188,4046,1401,341,9265,870,,
Knox,2/3,1800,1685,1008,762,2808,736,95,127,976,182,,
La Salle,8,21295,4330,2563,1921,6212,1018,22,60,2410,0,,
Lamar,4/5N,20500,18215,11192,7361,39402,9726,3115,745,14986,1612,,
Lamb,1,2000,5226,3159,2251,9740,2240,454,226,3968,536,,
Lampasas,7,3600,5348,3536,1972,17366,4322,348,284,6457,0,,
Lavaca,8,6400,7194,4780,2898,16004,4775,820,612,5435,476,,
Lee,7,3200,5201,3545,1801,13993,3219,334,226,5333,494,,
Leon,7,2800,4685,3328,1577,13946,4334,155,74,4662,603,,
Liberty,6/5S,27765,17164,11717,6025,66868,11399,1398,614,28567,2987,,
Limestone,7,5800,5868,3894,2221,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1000,1130,696,463,2520,617,24,61,919,190,,
Live Oak,11,2100,3868,2346,1580,10055,2533,35,100,3769,300,,
Llano,7,4900,8534,5541,3235,18908,8119,277,358,5362,15,,
Loving,9/10,0,44,30,14,129,23,0,0,50,0,,
Lubbock,1,181680,142714,86053,58052,244992,39476,20974,4093,83028,9242,,
Lynn,1,1200,2220,1370,878,4496,974,191,40,1838,328,,
Madison,7,2400,2824,1902,1100,11595,2264,299,258,4451,17,,
Marion,4/5N,900,2496,1677,895,8277,2697,351,158,3058,0,,
Martin,9/10,1800,1993,1224,852,4136,659,165,0,1624,0,,
Mason,9/10,1500,2151,1296,910,3521,1250,104,0,1147,0,,
Matagorda,6/5S,10040,9868,7055,2982,28247,6391,1113,369,11409,1164,,
Maverick,8,32400,17335,14004,4228,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3100,2630,1711,1007,6435,1792,212,122,2275,260,,
McLennan,7,103010,80532,52551,32477,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,354,217,163,616,189,10,0,202,0,,
Medina,8,10800,18234,11997,7390,41263,8757,899,536,16090,1720,,
Menard,9/10,1000,1219,726,611,1790,699,9,40,550,0,,
Midland,9/10,116325,46461,31190,15918,131025,18438,5950,1288,49538,4151,,
Milam,7,6500,8238,5472,2941,19689,5245,532,297,7641,827,,
Mills,7,1700,2071,1339,790,4006,1416,149,152,1305,265,,
Mitchell,2/3,3100,2121,1396,755,6958,1259,265,96,2753,254,,
Montague,2/3,3650,6509,3973,2643,15872,4444,560,383,5668,702,,
Montgomery,6/5S,277610,177034,116128,64991,467232,81457,20255,3836,157396,17330,,
Moore,1,4770,10009,5994,4120,14986,2372,448,176,6143,27,,
Morris,4/5N,1800,3127,2133,1185,9830,2730,77,179,3692,0,,
Motley,1,0,497,331,172,994,368,22,50,319,0,,
Nacogdoches,4/5N,23800,22729,15266,9716,51773,9953,2530,755,19948,1728,,
Navarro,2/3,26400,19872,12514,7547,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2400,3409,2073,1386,11298,2878,55,113,4648,354,,
Nolan,2/3,7000,5318,3529,2592,11321,2737,519,251,4249,719,,
Nueces,11,176295,148771,90368,60813,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3700,3288,2417,1022,7106,1148,200,114,2812,0,,
Oldham,1,1300,651,387,274,1728,316,18,0,654,227,,
Orange,6/5S,3100,21528,13799,8227,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4200,8573,5381,3535,23207,5893,864,283,8796,816,,
Panola,4/5N,3300,5457,3727,2270,18462,4589,473,377,7117,661,,
Parker,2/3,51370,47402,29726,18572,111686,22331,2890,1301,40567,3773,,
Parmer,1,2100,3788,2469,1442,7222,1366,161,174,2910,525,,
Pecos,9/10,5100,8197,4779,3574,12317,2141,400,120,5047,517,,
Polk,4/5N,7900,15080,9328,6063,42276,9733,1184,574,17118,1025,,
Potter,1,152695,42982,26215,17224,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4900,6186,4025,2197,5069,1601,27,0,2039,0,,
Rains,4/5N,1800,3108,2059,1109,10277,3123,163,68,3649,0,,
Randall,1,11700,61904,36367,26760,108431,21424,2812,869,34803,519,,
Reagan,9/10,1200,1337,848,655,2841,427,52,42,1173,0,,
Real,8,1400,1888,1104,784,2943,1053,25,86,1051,0,,
Red River,4/5N,2700,4185,2676,1754,9965,3044,420,252,3717,477,,
Reeves,9/10,21895,7755,4269,3524,12781,1878,281,89,5277,0,,
Refugio,11,2100,3161,2155,1029,5583,1617,228,154,2031,313,,
Roberts,1,0,286,161,132,672,193,16,0,227,0,,
Robertson,7,2800,5347,3516,2075,13474,3412,252,252,4991,690,,
Rockwall,2/3,40035,39765,25739,15377,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5900,4241,2633,1802,8184,2153,405,312,2979,430,,
Rusk,4/5N,8870,12435,8115,5064,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3200,3926,2563,1528,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3000,3342,2359,1162,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3600,7183,4782,2824,23444,6488,132,190,9275,40,,
San Patricio,11,15370,24729,16048,9497,51116,10209,975,347,19063,2379,,
San Saba,7,1800,1288,924,390,5000,1465,33,72,1828,197,,
Schleicher,9/10,1400,1207,697,510,2218,559,65,34,793,0,,
Scurry,2/3,6395,5540,3289,2347,13000,2566,399,128,5165,0,,
Shackelford,2/3,1400,1169,805,396,2612,691,52,0,937,119,,
Shelby,4/5N,8080,5818,3600,2398,19449,4532,540,369,7876,948,,
Sherman,1,1800,1150,686,468,2294,462,24,42,868,0,,
Smith,4/5N,157060,80038,51260,29497,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3400,3598,2306,1502,7386,1770,457,220,2741,479,,
Starr,11,25700,36818,24975,14807,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2700,2571,1829,1006,7542,1890,168,92,2928,22,,
Sterling,9/10,500,485,303,183,975,186,10,44,375,0,,
Stonewall,2/3,1600,625,366,283,1095,361,63,53,369,0,,
Sutton,9/10,1600,1540,1078,469,2992,723,91,0,1051,0,,
Swisher,1,1700,2652,1656,1262,5764,1305,114,61,2381,323,,
Tarrant,2/3,943240,682082,437228,255578,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,73805,57614,35256,23299,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,561,325,247,639,255,10,0,207,0,,
Terry,1,6720,5496,3331,2410,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1700,860,494,372,1247,445,64,0,399,0,,
Titus,4/5N,10500,7066,4514,2795,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,69410,50807,31387,19811,93752,18625,6702,1601,33131,3815,,
Travis,7,847580,486924,340408,159137,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4150,4759,2928,2004,12104,3956,347,241,4400,427,,
Tyler,4/5N,7300,6318,3758,2654,17963,4895,476,238,6926,722,,
Upshur,4/5N,3900,9741,6271,3802,33011,7825,714,567,12366,1404,,
Upton,9/10,2800,1749,1009,746,2730,537,170,30,1105,0,,
Uvalde,8,24865,13315,8063,5433,20379,4508,1498,515,8253,985,,
Val Verde,8,27300,17162,11309,6259,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10100,14339,9628,5342,45216,11495,1280,711,16861,1783,,
Victoria,8,42750,30202,18345,12261,71388,15242,5624,1030,27119,241,,
Walker,6/5S,24770,17165,12117,6136,63471,10049,1526,400,24628,1438,,
Waller,6/5S,9400,12154,7869,4806,43350,6546,1182,466,16819,1813,,
Ward,9/10,4240,5353,3024,2430,8921,1629,137,92,3551,0,,
Washington,7,53000,13735,7920,6073,29086,7889,2581,1018,10662,72,,
Webb,11,122400,133919,90464,48104,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,11710,11735,8377,4282,32110,7239,1438,615,12933,1328,,
Wheeler,1,2600,1980,1202,929,3915,1002,200,114,1459,243,,
Wichita,2/3,52130,45764,28598,19018,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9000,6968,4244,3412,10361,2421,457,304,4240,27,,
Willacy,11,4800,8654,6157,2611,16897,3057,325,557,7612,775,,
Williamson,7,253550,204978,145195,66358,458433,73202,14404,4639,146388,19090,,
Wilson,8,13300,16540,11018,6534,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1700,3033,1794,1373,5954,964,102,0,2445,0,,
Wise,2/3,19130,19952,12323,8282,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5600,14826,9604,5880,38005,12527,1046,880,13019,1130,,
Yoakum,1,2600,2840,1930,1256,6135,1033,225,60,2367,0,,
Young,2/3,7600,6642,4317,2734,14219,3774,862,431,5296,626,,
Zapata,11,6000,6808,5024,2209,9981,1866,195,202,4642,0,,
Zavala,8,1200,5897,3549,2361,8840,1723,25,60,4035,458,,
Other, ,,564302,486011,96316,,,,,,,,
