County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Carson,1,1000,1797,1110,689,4718,1250,60,0,1547,240,,
Cass,4/5N,2400,4783,3518,1536,24182,6856,1216,550,9010,1125,,
Castro,1,2000,2472,1594,958,5607,1236,121,174,2168,341,,
Chambers,6/5S,22300,10341,7000,3389,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,10300,10419,6612,4118,40876,9444,1500,738,16376,1511,,
Childress,1,3000,2214,1471,767,6094,1165,251,136,2395,0,,
Clay,2/3,8145,5078,2892,2209,8666,2484,136,60,3011,384,,
Cochran,1,1000,1110,810,389,2188,468,57,0,956,0,,
Coke,9/10,0,1110,774,342,2756,947,47,130,899,0,,
Coleman,2/3,1700,1874,1324,575,6721,2119,342,162,2379,289,,
Collin,2/3,359990,343879,226713,121961,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1400,1029,628,403,2263,555,80,92,847,0,,
Colorado,6/5S,6100,7127,4599,2891,17107,4850,853,477,5957,613,,
Comal,8,40100,50244,32789,18702,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4720,4552,3126,1618,10944,3330,330,292,3738,455,,
Concho,9/10,1200,1142,733,424,2288,689,76,66,815,0,,
Cooke,2/3,11400,9900,6369,3660,32675,7804,948,552,11640,1051,,
Coryell,7,18985,11892,7639,4430,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,435,322,113,1123,339,5,0,446,0,,
Crane,9/10,2750,1631,997,637,3554,594,71,110,1353,0,,
Crockett,9/10,0,1293,796,502,2694,612,31,56,1031,0,,
Crosby,1,3150,2660,1544,1126,4421,1085,98,115,1771,284,,
Culberson,9/10,1200,918,625,296,1746,480,67,0,722,0,,
Dallam,1,16310,3227,1945,1288,5217,857,40,0,2067,0,,
Dallas,2/3,973925,712043,480781,247950,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2100,2577,1735,913,9789,1898,304,112,4206,475,,
Deaf Smith,1,3200,4774,3208,1661,13439,2423,238,147,5332,0,,
Delta,4/5N,900,1272,841,462,4222,1118,379,100,1580,0,,
Denton,2/3,315750,250707,157518,96447,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3000,4936,3634,1345,16110,4035,319,438,6110,1055,,
Dickens,1,0,674,437,252,1858,525,21,0,689,0,,
Dimmit,8,15745,5806,3317,2492,7539,1749,238,175,3179,48,,
Donley,1,800,1128,832,300,2716,804,27,65,918,0,,
Duval,11,2300,5070,3243,1978,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4652,3553,1459,14970,4054,860,389,5393,591,,
Ector,9/10,82580,46618,31057,15954,120896,15970,5303,1016,50679,428,,
Edwards,8,0,777,624,154,1555,561,24,0,528,0,,
El Paso,9/10,335900,296782,194111,106023,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,53966,36304,19043,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,10372,7568,2991,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4278,2712,1653,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,9273,5744,3793,28874,6588,962,614,10987,1108,,
Fayette,7,3300,7087,4647,2642,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1132,683,476,3088,961,101,28,1061,0,,
Floyd,1,1500,2205,1455,775,4371,1070,132,68,1723,0,,
Foard,2/3,1200,576,342,238,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,294531,189344,110256,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2566,1709,888,8554,2367,169,163,2871,0,,
Freestone,7,2200,3395,2480,1065,15808,3996,553,261,6319,689,,
Frio,8,7250,5158,3303,2347,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2857,2007,976,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,127921,82480,47542,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1260,954,368,5325,719,33,75,2197,0,,
Gillespie,8,19100,10852,6798,4127,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,680,379,302,1099,210,23,0,426,0,,
Goliad,8,1400,2739,1616,1142,6281,1832,39,135,2282,0,,
Gonzales,8,4000,6065,4299,2530,15937,3572,550,256,6356,693,,
Gray,1,3200,4536,3059,1496,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,30713,20422,11746,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,33453,21503,12157,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,6581,4691,2125,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,40949,27515,16133,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,8514,5836,2928,25476,4604,873,399,10561,1177,,
Hall,1,0,1252,752,506,2406,711,27,72,978,0,,
Hamilton,7,3200,3051,2153,1119,6832,2146,481,296,2427,10,,
Hansford,1,1800,1767,1168,672,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1796,1042,789,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,15176,10195,5110,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1304821,912443,418081,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,13137,8647,5097,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2742,1815,930,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2122,1465,698,4831,1266,123,68,1872,187,,
Hays,7,83940,64342,43767,22870,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1546,943,720,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,17957,12210,6382,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,257304,169559,92156,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,9831,6884,3486,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7250,4538,2906,17799,3453,483,263,6829,887,,
Hood,2/3,14400,22006,15439,6798,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,7239,4615,2688,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,4870,3534,1594,18929,5176,634,538,7399,631,,
Howard,9/10,4800,6459,4127,2437,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1444,935,510,3979,775,33,0,1778,145,,
Hunt,2/3,19570,19604,13031,6964,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5406,3702,1762,16258,3581,504,246,6098,741,,
Irion,9/10,0,551,375,178,1234,328,15,0,429,0,,
Jack,2/3,2500,2470,1672,886,7230,1515,198,149,2732,284,,
Jackson,8,5150,4698,2729,2041,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,10947,6823,4265,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1490,900,605,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,61972,45395,16761,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2778,1866,917,3791,890,14,60,1572,0,,
Jim Wells,11,18985,18346,11534,7012,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,38422,27129,11982,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3837,2575,1501,17011,3188,337,254,6981,525,,
Karnes,8,5200,4176,2825,1643,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,28831,19323,10122,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,17410,11222,6420,37890,9152,1091,801,12702,160,,
Kenedy,11,0,277,155,122,321,68,1,0,139,0,,
Kent,2/3,0,297,181,125,615,201,13,60,198,0,,
Kerr,8,9900,14327,9831,4588,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1707,1124,605,3651,1288,90,0,1243,0,,
King,1,0,50,33,17,205,51,7,0,69,0,,
Kinney,8,1200,946,638,312,3050,910,11,0,1171,0,,
Kleberg,11,32185,17679,10741,7020,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1538,893,646,2808,736,95,127,976,182,,
La Salle,8,17285,4087,2408,1822,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,14842,9761,5265,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4493,2937,1681,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4287,2892,1479,17366,4322,348,284,6457,0,,
Lavaca,8,4800,6038,4274,2154,16004,4775,820,612,5435,476,,
Lee,7,2000,3867,2816,1135,13993,3219,334,226,5333,494,,
Leon,7,2000,3312,2448,963,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,12709,8628,4449,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4536,3243,1370,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,954,613,350,2520,617,24,61,919,190,,
Live Oak,11,1400,3392,2151,1280,10055,2533,35,100,3769,300,,
Llano,7,3700,6732,4627,2300,18908,8119,277,358,5362,15,,
Loving,9/10,0,37,27,10,129,23,0,0,50,0,,
Lubbock,1,156440,118596,73135,46254,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,1911,1196,730,4496,974,191,40,1838,328,,
Madison,7,1800,2318,1605,790,11595,2264,299,258,4451,17,,
Marion,4/5N,600,2065,1460,643,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1819,1130,701,4136,659,165,0,1624,0,,
Mason,9/10,1200,1724,1128,651,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,6651,4831,1913,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,13362,11257,2853,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2184,1499,762,6435,1792,212,122,2275,260,,
McLennan,7,81370,65277,43112,24865,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,285,176,113,616,189,10,0,202,0,,
Medina,8,7300,14822,10130,5466,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1073,694,495,1790,699,9,40,550,0,,
Midland,9/10,90625,43095,29327,14113,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,6468,4344,2251,19689,5245,532,297,7641,827,,
Mills,7,1100,1710,1171,562,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1845,1191,673,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5754,3520,2277,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,140441,89779,52975,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,9075,5292,3866,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2393,1688,790,9830,2730,77,179,3692,0,,
Motley,1,0,465,310,158,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,17964,11948,6731,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,16790,10541,6302,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,3036,1900,1165,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4712,3115,2290,11321,2737,519,251,4249,719,,
Nueces,11,142035,122111,78252,45462,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2765,2096,674,7106,1148,200,114,2812,0,,
Oldham,1,1000,588,347,245,1728,316,18,0,654,227,,
Orange,6/5S,2600,16640,11686,5308,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,5815,4283,1698,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,4083,2778,1550,18462,4589,473,377,7117,661,,
Parker,2/3,40910,37716,24004,14162,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3522,2249,1342,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,7494,4341,3263,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,12844,8108,4825,42276,9733,1184,574,17118,1025,,
Potter,1,131695,38439,23375,15271,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,5103,3591,1520,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2322,1604,742,10277,3123,163,68,3649,0,,
Randall,1,10000,56202,33077,23650,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,1011,640,372,2841,427,52,42,1173,0,,
Real,8,900,1622,1013,609,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3460,2247,1296,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,6949,3891,3068,12781,1878,281,89,5277,0,,
Refugio,11,1500,2787,1857,946,5583,1617,228,154,2031,313,,
Roberts,1,0,236,150,88,672,193,16,0,227,0,,
Robertson,7,2100,4231,2922,1377,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,32273,21370,12056,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3404,2293,1142,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9534,6145,3551,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3535,2316,1231,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,2912,1987,941,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,5615,3725,2078,23444,6488,132,190,9275,40,,
San Patricio,11,9300,19597,13050,6983,51116,10209,975,347,19063,2379,,
San Saba,7,1000,918,710,219,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,1074,670,404,2218,559,65,34,793,0,,
Scurry,2/3,5895,5083,3013,2104,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,974,700,294,2612,691,52,0,937,119,,
Shelby,4/5N,3770,4192,2971,1253,19449,4532,540,369,7876,948,,
Sherman,1,1400,1074,653,424,2294,462,24,42,868,0,,
Smith,4/5N,127660,63720,40635,23400,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,3048,2130,1094,7386,1770,457,220,2741,479,,
Starr,11,19400,25868,19815,8271,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,2216,1626,825,7542,1890,168,92,2928,22,,
Sterling,9/10,300,365,278,88,975,186,10,44,375,0,,
Stonewall,2/3,1200,563,343,236,1095,361,63,53,369,0,,
Sutton,9/10,1000,1273,930,344,2992,723,91,0,1051,0,,
Swisher,1,1300,2359,1491,1046,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,556741,363417,200711,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,46760,30870,16550,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,509,295,223,639,255,10,0,207,0,,
Terry,1,4950,4467,2728,1854,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,813,466,348,1247,445,64,0,399,0,,
Titus,4/5N,8200,5786,3789,2096,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,41679,26455,15494,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,360605,257424,112559,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4277,2606,1774,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5587,3439,2190,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7644,5241,2507,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1682,975,712,2730,537,170,30,1105,0,,
Uvalde,8,19185,10893,6821,4184,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,12973,8769,4394,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,11400,7838,3823,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,25175,14884,10529,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,13194,9438,4023,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,9649,6197,3655,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4235,2887,1406,8921,1629,137,92,3551,0,,
Washington,7,43000,11909,7121,4980,29086,7889,2581,1018,10662,72,,
Webb,11,98800,101343,69292,35475,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,8949,6290,3027,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1702,1062,701,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,39758,24707,15825,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5927,3703,2680,10361,2421,457,304,4240,27,,
Willacy,11,2000,7170,5162,2099,16897,3057,325,557,7612,775,,
Williamson,7,191450,155120,114574,45740,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,13198,8879,5080,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2321,1510,837,5954,964,102,0,2445,0,,
Wise,2/3,15960,15048,10277,5181,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,11345,7571,3986,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2426,1697,1017,6135,1033,225,60,2367,0,,
Young,2/3,5800,5754,3898,2148,14219,3774,862,431,5296,626,,
Zapata,11,3600,5192,3921,1581,9981,1866,195,202,4642,0,,
Zavala,8,700,4982,2909,2084,8840,1723,25,60,4035,458,,
Other,N/A,0,400604,342629,82890,,,,,,,,
,,,,,,,,,,,,,
