County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Coleman,2/3,2600,2603,1791,911,6721,2119,342,162,2379,289,,
Collin,2/3,487360,434303,289065,152751,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1800,1164,714,510,2263,555,80,92,847,0,,
Colorado,6/5S,8700,8206,5340,3428,17107,4850,853,477,5957,613,,
Comal,8,60930,61102,39524,23493,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6490,5342,3574,2123,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1242,784,485,2288,689,76,66,815,0,,
Cooke,2/3,15000,11777,7714,4268,32675,7804,948,552,11640,1051,,
Coryell,7,25465,13996,8794,5507,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,548,342,215,1123,339,5,0,446,0,,
Crane,9/10,3150,1816,1143,684,3554,594,71,110,1353,0,,
Crockett,9/10,0,1561,898,675,2694,612,31,56,1031,0,,
Crosby,1,3650,2944,1641,1319,4421,1085,98,115,1771,284,,
Culberson,9/10,1600,996,667,331,1746,480,67,0,722,0,,
Dallam,1,20990,3630,2147,1490,5217,857,40,0,2067,0,,
Dallas,2/3,1197645,916645,608639,328565,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3100,2904,1895,1052,9789,1898,304,112,4206,475,,
Deaf Smith,1,3700,5384,3518,2037,13439,2423,238,147,5332,0,,
Delta,4/5N,1300,1707,1162,583,4222,1118,379,100,1580,0,,
Denton,2/3,404090,326247,207524,124257,697330,93499,23806,5913,257836,22330,,
DeWitt,8,4500,5694,4106,1647,16110,4035,319,438,6110,1055,,
Dickens,1,0,842,470,392,1858,525,21,0,689,0,,
Dimmit,8,20525,6424,3607,2821,7539,1749,238,175,3179,48,,
Donley,1,1200,1250,887,371,2716,804,27,65,918,0,,
Duval,11,2600,5958,3706,2548,8600,2031,69,150,3541,482,,
Eastland,2/3,4000,6108,4076,2503,14970,4054,860,389,5393,591,,
Ector,9/10,98960,55240,34802,21322,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1522,1325,322,1555,561,24,0,528,0,,
El Paso,9/10,412370,376403,243166,138306,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,78860,67646,43598,26235,141665,24288,3985,1994,54463,6578,,
Erath,2/3,15500,11349,8129,3699,34875,6256,1250,481,12564,1079,,
Falls,7,22165,4982,3158,2024,14049,3226,328,187,5671,486,,
Fannin,2/3,26365,10685,6500,4633,28874,6588,962,614,10987,1108,,
Fayette,7,5800,8971,5764,3559,20879,6679,998,647,6844,671,,
Fisher,2/3,1900,1267,765,546,3088,961,101,28,1061,0,,
Floyd,1,1900,2552,1595,1012,4371,1070,132,68,1723,0,,
Foard,2/3,1600,649,389,284,962,315,7,80,332,0,,
Fort Bend,6/5S,355990,362606,233247,137024,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2600,3141,2128,1087,8554,2367,169,163,2871,0,,
Freestone,7,3100,4285,3139,1395,15808,3996,553,261,6319,689,,
Frio,8,9750,5749,3707,2585,16121,2499,186,166,6797,28,,
Gaines,9/10,3800,3483,2356,1320,14548,1907,323,95,6156,717,,
Galveston,6/5S,181900,154675,98195,58952,269280,50987,11784,2830,96486,10219,,
Garza,1,2400,1569,1044,605,5325,719,33,75,2197,0,,
Gillespie,8,24000,12301,8081,4358,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,727,414,318,1099,210,23,0,426,0,,
Goliad,8,1700,2895,1730,1190,6281,1832,39,135,2282,0,,
Gonzales,8,6900,7670,5433,3151,15937,3572,550,256,6356,693,,
Gray,1,4000,6415,4393,2236,16924,3531,689,315,6978,42,,
Grayson,2/3,47020,38520,25552,15774,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,81915,41039,25209,16323,95544,19451,7025,2324,37362,3988,,
Grimes,7,3600,8795,6120,3068,23245,5134,234,311,9653,771,,
Guadalupe,8,59805,52500,33896,21869,130517,23614,3801,1225,49282,3850,,
Hale,1,7700,10351,6963,3941,25476,4604,873,399,10561,1177,,
Hall,1,0,1392,813,605,2406,711,27,72,978,0,,
Hamilton,7,4500,3671,2577,1462,6832,2146,481,296,2427,10,,
Hansford,1,2300,2181,1499,989,3987,812,139,84,1616,295,,
Hardeman,2/3,3100,2107,1205,1058,3190,912,102,16,1146,0,,
Hardin,6/5S,9100,18634,11728,7161,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2130230,1666474,1140008,567668,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,14170,16193,10240,6880,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2854,1806,1054,4561,861,196,94,1669,253,,
Haskell,2/3,2300,2438,1618,932,4831,1266,123,68,1872,187,,
Hays,7,108820,81173,54873,29476,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2800,1758,1066,901,2827,606,104,98,1066,0,,
Henderson,4/5N,18270,22200,14852,8272,67238,18534,2043,998,26544,1787,,
Hidalgo,11,406770,338875,227008,118566,620824,98328,54962,17074,286328,36161,,
Hill,7,7800,11655,7978,4473,29198,7684,862,523,11381,1209,,
Hockley,1,4000,8628,5109,3813,17799,3453,483,263,6829,887,,
Hood,2/3,21870,27011,17912,9534,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,8870,9656,6474,3407,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4900,6708,4688,2560,18929,5176,634,538,7399,631,,
Howard,9/10,6100,8610,5192,3609,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1300,1682,1078,612,3979,775,33,0,1778,145,,
Hunt,2/3,31930,25085,15679,10100,77878,15810,4112,947,31096,2723,,
Hutchinson,1,3500,6998,4163,2935,16258,3581,504,246,6098,741,,
Irion,9/10,0,616,410,210,1234,328,15,0,429,0,,
Jack,2/3,3000,2966,1784,1280,7230,1515,198,149,2732,284,,
Jackson,8,8590,5240,3133,2189,11425,2720,380,237,4205,674,,
Jasper,4/5N,13300,12338,7494,5150,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1100,1657,970,703,2180,812,28,0,685,0,,
Jefferson,6/5S,173490,77663,54052,23995,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3162,2002,1169,3791,890,14,60,1572,0,,
Jim Wells,11,24665,21141,12666,8826,30579,6358,3897,985,12474,1370,,
Johnson,2/3,65990,47209,31957,16179,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2500,4641,2991,1980,17011,3188,337,254,6981,525,,
Karnes,8,11380,4963,3472,2172,12669,2211,370,244,5177,505,,
Kaufman,2/3,39750,36089,23476,13622,102341,16113,2857,1189,40613,4498,,
Kendall,8,10500,21524,13802,8144,37890,9152,1091,801,12702,160,,
Kenedy,11,0,290,163,128,321,68,1,0,139,0,,
Kent,2/3,0,347,206,157,615,201,13,60,198,0,,
Kerr,8,13700,17677,12068,5839,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2100,2028,1219,829,3651,1288,90,0,1243,0,,
King,1,0,60,42,21,205,51,7,0,69,0,,
Kinney,8,1500,1291,951,349,3050,910,11,0,1171,0,,
Kleberg,11,40865,19471,11359,8202,24188,4046,1401,341,9265,870,,
Knox,2/3,1800,1674,1008,751,2808,736,95,127,976,182,,
La Salle,8,21295,4321,2558,1918,6212,1018,22,60,2410,0,,
Lamar,4/5N,20500,18156,11155,7332,39402,9726,3115,745,14986,1612,,
Lamb,1,2000,5208,3146,2245,9740,2240,454,226,3968,536,,
Lampasas,7,3600,5309,3515,1948,17366,4322,348,284,6457,0,,
Lavaca,8,6400,7044,4718,2787,16004,4775,820,612,5435,476,,
Lee,7,3200,5070,3451,1734,13993,3219,334,226,5333,494,,
Leon,7,2800,4576,3252,1476,13946,4334,155,74,4662,603,,
Liberty,6/5S,27765,16695,11479,5788,66868,11399,1398,614,28567,2987,,
Limestone,7,5800,5786,3834,2168,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1000,1110,690,448,2520,617,24,61,919,190,,
Live Oak,11,2100,3685,2336,1406,10055,2533,35,100,3769,300,,
Llano,7,4900,8407,5479,3173,18908,8119,277,358,5362,15,,
Loving,9/10,0,44,30,14,129,23,0,0,50,0,,
Lubbock,1,181680,141424,85210,57577,244992,39476,20974,4093,83028,9242,,
Lynn,1,1200,2211,1363,875,4496,974,191,40,1838,328,,
Madison,7,2400,2760,1872,1060,11595,2264,299,258,4451,17,,
Marion,4/5N,900,2462,1664,868,8277,2697,351,158,3058,0,,
Martin,9/10,1800,1990,1222,851,4136,659,165,0,1624,0,,
Mason,9/10,1500,2060,1262,853,3521,1250,104,0,1147,0,,
Matagorda,6/5S,10040,9475,6971,2660,28247,6391,1113,369,11409,1164,,
Maverick,8,32400,16252,13387,3765,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3100,2570,1682,976,6435,1792,212,122,2275,260,,
McLennan,7,103010,79312,51828,31855,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,339,217,148,616,189,10,0,202,0,,
Medina,8,10800,17714,11663,6991,41263,8757,899,536,16090,1720,,
Menard,9/10,1000,1215,726,608,1790,699,9,40,550,0,,
Midland,9/10,116325,46184,31057,15749,131025,18438,5950,1288,49538,4151,,
Milam,7,6500,8142,5416,2896,19689,5245,532,297,7641,827,,
Mills,7,1700,2068,1338,788,4006,1416,149,152,1305,265,,
Mitchell,2/3,3100,2115,1394,750,6958,1259,265,96,2753,254,,
Montague,2/3,3650,6476,3967,2613,15872,4444,560,383,5668,702,,
Montgomery,6/5S,277610,172591,113559,62886,467232,81457,20255,3836,157396,17330,,
Moore,1,4770,9901,5981,4023,14986,2372,448,176,6143,27,,
Morris,4/5N,1800,3059,2099,1149,9830,2730,77,179,3692,0,,
Motley,1,0,497,331,172,994,368,22,50,319,0,,
Nacogdoches,4/5N,23800,22523,15169,9595,51773,9953,2530,755,19948,1728,,
Navarro,2/3,26400,19801,12470,7514,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2400,3407,2071,1385,11298,2878,55,113,4648,354,,
Nolan,2/3,7000,5294,3515,2583,11321,2737,519,251,4249,719,,
Nueces,11,176295,145783,90053,58099,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3700,3281,2413,1019,7106,1148,200,114,2812,0,,
Oldham,1,1300,643,383,269,1728,316,18,0,654,227,,
Orange,6/5S,3100,21101,13597,7993,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4200,8495,5355,3476,23207,5893,864,283,8796,816,,
Panola,4/5N,3300,5312,3641,2195,18462,4589,473,377,7117,661,,
Parker,2/3,51370,46708,29371,18164,111686,22331,2890,1301,40567,3773,,
Parmer,1,2100,3771,2451,1434,7222,1366,161,174,2910,525,,
Pecos,9/10,5100,8177,4773,3561,12317,2141,400,120,5047,517,,
Polk,4/5N,7900,14646,9223,5716,42276,9733,1184,574,17118,1025,,
Potter,1,152695,42324,25881,16864,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4900,6181,4022,2196,5069,1601,27,0,2039,0,,
Rains,4/5N,1800,3067,2034,1091,10277,3123,163,68,3649,0,,
Randall,1,11700,61129,35875,26401,108431,21424,2812,869,34803,519,,
Reagan,9/10,1200,1331,843,651,2841,427,52,42,1173,0,,
Real,8,1400,1880,1101,779,2943,1053,25,86,1051,0,,
Red River,4/5N,2700,4149,2659,1732,9965,3044,420,252,3717,477,,
Reeves,9/10,21895,7698,4255,3479,12781,1878,281,89,5277,0,,
Refugio,11,2100,3130,2149,1003,5583,1617,228,154,2031,313,,
Roberts,1,0,285,161,131,672,193,16,0,227,0,,
Robertson,7,2800,5279,3452,2033,13474,3412,252,252,4991,690,,
Rockwall,2/3,40035,39193,25484,15034,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5900,4039,2601,1631,8184,2153,405,312,2979,430,,
Rusk,4/5N,8870,12135,7871,4997,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3200,3910,2549,1518,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3000,3324,2347,1155,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3600,7085,4756,2741,23444,6488,132,190,9275,40,,
San Patricio,11,15370,24275,15891,9183,51116,10209,975,347,19063,2379,,
San Saba,7,1800,1271,917,379,5000,1465,33,72,1828,197,,
Schleicher,9/10,1400,1193,693,500,2218,559,65,34,793,0,,
Scurry,2/3,6395,5519,3271,2341,13000,2566,399,128,5165,0,,
Shackelford,2/3,1400,1152,796,388,2612,691,52,0,937,119,,
Shelby,4/5N,8080,5720,3543,2354,19449,4532,540,369,7876,948,,
Sherman,1,1800,1146,683,467,2294,462,24,42,868,0,,
Smith,4/5N,157060,78268,50005,28935,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3400,3355,2294,1269,7386,1770,457,220,2741,479,,
Starr,11,25700,35758,24120,14548,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2700,2514,1819,950,7542,1890,168,92,2928,22,,
Sterling,9/10,500,478,300,179,975,186,10,44,375,0,,
Stonewall,2/3,1600,613,358,280,1095,361,63,53,369,0,,
Sutton,9/10,1600,1525,1070,462,2992,723,91,0,1051,0,,
Swisher,1,1700,2645,1653,1258,5764,1305,114,61,2381,323,,
Tarrant,2/3,943240,668768,430882,248297,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,73805,56727,34491,23168,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,558,322,247,639,255,10,0,207,0,,
Terry,1,6720,5231,3249,2228,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1700,859,494,371,1247,445,64,0,399,0,,
Titus,4/5N,10500,6978,4457,2747,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,69410,48721,30395,18707,93752,18625,6702,1601,33131,3815,,
Travis,7,847580,477547,335593,154262,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4150,4689,2902,1960,12104,3956,347,241,4400,427,,
Tyler,4/5N,7300,6294,3738,2644,17963,4895,476,238,6926,722,,
Upshur,4/5N,3900,9474,6084,3697,33011,7825,714,567,12366,1404,,
Upton,9/10,2800,1725,1000,731,2730,537,170,30,1105,0,,
Uvalde,8,24865,13292,8042,5421,20379,4508,1498,515,8253,985,,
Val Verde,8,27300,16941,11127,6193,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10100,14023,9430,5186,45216,11495,1280,711,16861,1783,,
Victoria,8,42750,28575,17777,11196,71388,15242,5624,1030,27119,241,,
Walker,6/5S,24770,16576,11771,5748,63471,10049,1526,400,24628,1438,,
Waller,6/5S,9400,11939,7737,4704,43350,6546,1182,466,16819,1813,,
Ward,9/10,4240,5260,3010,2345,8921,1629,137,92,3551,0,,
Washington,7,53000,13508,7748,6015,29086,7889,2581,1018,10662,72,,
Webb,11,122400,131884,89060,47390,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,11710,11525,8263,4171,32110,7239,1438,615,12933,1328,,
Wheeler,1,2600,1928,1180,880,3915,1002,200,114,1459,243,,
Wichita,2/3,52130,45120,28481,18452,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9000,6830,4217,3290,10361,2421,457,304,4240,27,,
Willacy,11,4800,8594,6132,2573,16897,3057,325,557,7612,775,,
Williamson,7,253550,200337,143456,63379,458433,73202,14404,4639,146388,19090,,
Wilson,8,13300,16200,10812,6343,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1700,3023,1791,1366,5954,964,102,0,2445,0,,
Wise,2/3,19130,19539,12247,7933,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5600,14451,9384,5676,38005,12527,1046,880,13019,1130,,
Yoakum,1,2600,2735,1905,1164,6135,1033,225,60,2367,0,,
Young,2/3,7600,6498,4261,2626,14219,3774,862,431,5296,626,,
Zapata,11,6000,6774,4998,2201,9981,1866,195,202,4642,0,,
Zavala,8,1200,5562,3223,2352,8840,1723,25,60,4035,458,,
Other, ,,545521,470433,93169,,,,,,,,
