County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Burleson,7,1500,2444,1808,636,14869,3867,143,218,5600,,,
Burnet,7,10815,5549,4166,1383,39239,10999,1823,595,13132,,,
Caldwell,7,4700,4089,2729,1360,34853,6512,1286,524,14114,,,
Calhoun,8,1600,2956,2071,885,16817,3981,470,384,6161,,,
Callahan,2/3,1400,1976,1408,568,11263,2958,146,122,4094,,,
Cameron,11,104995,87776,56311,31465,311689,58607,29737,6315,127806,,,
Camp,4/5N,500,1450,1008,442,10031,2494,207,152,3927,,,
Carson,1,400,1264,760,504,4718,1250,60,0,1547,,,
Cass,4/5N,900,1655,1102,553,24182,6856,1216,550,9010,,,
Castro,1,1400,1418,972,446,5607,1236,121,174,2168,,,
Chambers,6/5S,14100,5426,3555,1871,33062,5259,958,244,12484,,,
Cherokee,4/5N,7500,6447,4205,2242,40876,9444,1500,738,16376,,,
Childress,1,1900,1377,806,571,6094,1165,251,136,2395,,,
Clay,2/3,6745,3768,2359,1409,8666,2484,136,60,3011,,,
Cochran,1,500,582,419,163,2188,468,57,0,956,,,
Coke,9/10,0,547,384,163,2756,947,47,130,899,,,
Coleman,2/3,1000,1283,827,456,6721,2119,342,162,2379,,,
Collin,2/3,219630,181331,126345,54986,801716,116575,38139,7817,236374,,,
Collingsworth,1,800,690,445,245,2263,555,80,92,847,,,
Colorado,6/5S,4100,3556,2713,843,17107,4850,853,477,5957,,,
Comal,8,23400,26501,19018,7483,125307,28528,5457,1845,38712,,,
Comanche,2/3,3150,2978,1675,1303,10944,3330,330,292,3738,,,
Concho,9/10,600,624,524,100,2288,689,76,66,815,,,
Cooke,2/3,6400,5392,3801,1591,32675,7804,948,552,11640,,,
Coryell,7,11765,7474,4900,2574,60428,8040,1178,610,22789,,,
Cottle,2/3,0,172,117,55,1123,339,5,0,446,,,
Crane,9/10,2350,959,715,244,3554,594,71,110,1353,,,
Crockett,9/10,0,837,582,255,2694,612,31,56,1031,,,
Crosby,1,2550,1626,1252,374,4421,1085,98,115,1771,,,
Culberson,9/10,800,414,304,110,1746,480,67,0,722,,,
Dallam,1,9290,2461,1658,803,5217,857,40,0,2067,,,
Dallas,2/3,651235,403383,268255,135128,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1300,1538,1027,511,9789,1898,304,112,4206,,,
Deaf Smith,1,2500,2695,1807,888,13439,2423,238,147,5332,,,
Delta,4/5N,300,701,467,234,4222,1118,379,100,1580,,,
Denton,2/3,175240,122839,88326,34513,697330,93499,23806,5913,257836,,,
DeWitt,8,1300,2065,1357,708,16110,4035,319,438,6110,,,
Dickens,1,0,423,373,50,1858,525,21,0,689,,,
Dimmit,8,9495,4078,2844,1234,7539,1749,238,175,3179,,,
Donley,1,400,571,359,212,2716,804,27,65,918,,,
Duval,11,900,2672,1874,798,8600,2031,69,150,3541,,,
Eastland,2/3,1500,2045,1331,714,14970,4054,860,389,5393,,,
Ector,9/10,52330,28181,20481,7700,120896,15970,5303,1016,50679,,,
Edwards,8,0,201,162,39,1555,561,24,0,528,,,
El Paso,9/10,226990,180804,115440,65364,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,27547,19964,7583,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,4382,3181,1201,34875,6256,1250,481,12564,,,
Falls,7,10265,2558,1811,747,14049,3226,328,187,5671,,,
Fannin,2/3,12865,5882,3904,1978,28874,6588,962,614,10987,,,
Fayette,7,2200,3709,2848,861,20879,6679,998,647,6844,,,
Fisher,2/3,800,636,483,153,3088,961,101,28,1061,,,
Floyd,1,800,1252,894,358,4371,1070,132,68,1723,,,
Foard,2/3,600,509,378,131,962,315,7,80,332,,,
Fort Bend,6/5S,168000,168988,110913,58075,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1369,941,428,8554,2367,169,163,2871,,,
Freestone,7,1500,1603,1080,523,15808,3996,553,261,6319,,,
Frio,8,4850,2920,2061,859,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1796,1186,610,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,77273,48305,28968,269280,50987,11784,2830,96486,,,
Garza,1,900,521,393,128,5325,719,33,75,2197,,,
Gillespie,8,11600,5858,4297,1561,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,325,276,49,1099,210,23,0,426,,,
Goliad,8,500,1801,1114,687,6281,1832,39,135,2282,,,
Gonzales,8,2200,3183,2241,942,15937,3572,550,256,6356,,,
Gray,1,2100,2976,1930,1046,16924,3531,689,315,6978,,,
Grayson,2/3,25100,18009,11758,6251,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,18413,13124,5289,95544,19451,7025,2324,37362,,,
Grimes,7,2100,3207,2267,940,23245,5134,234,311,9653,,,
Guadalupe,8,21265,20121,14149,5972,130517,23614,3801,1225,49282,,,
Hale,1,3500,4878,3297,1581,25476,4604,873,399,10561,,,
Hall,1,0,809,584,225,2406,711,27,72,978,,,
Hamilton,7,2000,1647,1036,611,6832,2146,481,296,2427,,,
Hansford,1,1100,982,657,325,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1287,845,442,3190,912,102,16,1146,,,
Hardin,6/5S,6400,9145,6387,2758,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,700003,459180,240823,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,5927,4265,1662,51900,11607,3063,608,20509,,,
Hartley,1,1475,1720,1095,625,4561,861,196,94,1669,,,
Haskell,2/3,900,1169,900,269,4831,1266,123,68,1872,,,
Hays,7,44770,33030,23316,9714,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1021,636,385,2827,606,104,98,1066,,,
Henderson,4/5N,6600,9331,6544,2787,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,155416,103525,51891,620824,98328,54962,17074,286328,,,
Hill,7,2800,4962,3145,1817,29198,7684,862,523,11381,,,
Hockley,1,1800,4364,3184,1180,17799,3453,483,263,6829,,,
Hood,2/3,6800,9811,7493,2318,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4194,2739,1455,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2395,1448,947,18929,5176,634,538,7399,,,
Howard,9/10,3900,3591,2382,1209,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,797,534,263,3979,775,33,0,1778,,,
Hunt,2/3,9850,11752,7063,4689,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,3087,2044,1043,16258,3581,504,246,6098,,,
Irion,9/10,0,236,166,70,1234,328,15,0,429,,,
Jack,2/3,1500,1291,947,344,7230,1515,198,149,2732,,,
Jackson,8,4650,3389,2091,1298,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,6418,4690,1728,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,767,670,97,2180,812,28,0,685,,,
Jefferson,6/5S,69090,33618,24395,9223,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1537,1009,528,3791,890,14,60,1572,,,
Jim Wells,11,11265,10457,7220,3237,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,19331,12589,6742,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2021,1437,584,17011,3188,337,254,6981,,,
Karnes,8,3000,2115,1488,627,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,17356,11275,6081,102341,16113,2857,1189,40613,,,
Kendall,8,3600,8698,6168,2530,37890,9152,1091,801,12702,,,
Kenedy,11,0,187,106,81,321,68,1,0,139,,,
Kent,2/3,0,192,134,58,615,201,13,60,198,,,
Kerr,8,5900,6902,4995,1907,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,854,675,179,3651,1288,90,0,1243,,,
King,1,0,30,24,6,205,51,7,0,69,,,
Kinney,8,400,535,411,124,3050,910,11,0,1171,,,
Kleberg,11,18765,11373,7446,3927,24188,4046,1401,341,9265,,,
Knox,2/3,800,1005,683,322,2808,736,95,127,976,,,
La Salle,8,9765,2639,1828,811,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,8482,5963,2519,39402,9726,3115,745,14986,,,
Lamb,1,900,2886,1862,1024,9740,2240,454,226,3968,,,
Lampasas,7,1400,2211,1587,624,17366,4322,348,284,6457,,,
Lavaca,8,3200,3265,2062,1203,16004,4775,820,612,5435,,,
Lee,7,1100,1768,1225,543,13993,3219,334,226,5333,,,
Leon,7,1200,1486,999,487,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,7187,4436,2751,66868,11399,1398,614,28567,,,
Limestone,7,3000,2396,1617,779,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,616,440,176,2520,617,24,61,919,,,
Live Oak,11,600,1961,1273,688,10055,2533,35,100,3769,,,
Llano,7,1800,3149,2522,627,18908,8119,277,358,5362,,,
Loving,9/10,0,20,18,2,129,23,0,0,50,,,
Lubbock,1,116700,87277,58070,29207,244992,39476,20974,4093,83028,,,
Lynn,1,500,1288,879,409,4496,974,191,40,1838,,,
Madison,7,1200,1118,766,352,11595,2264,299,258,4451,,,
Marion,4/5N,100,838,584,254,8277,2697,351,158,3058,,,
Martin,9/10,900,1221,904,317,4136,659,165,0,1624,,,
Mason,9/10,600,804,642,162,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3376,2186,1190,28247,6391,1113,369,11409,,,
Maverick,8,13400,6143,4843,1300,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1146,858,288,6435,1792,212,122,2275,,,
McLennan,7,51830,37859,25887,11972,200781,37728,11153,3621,71906,,,
McMullen,11,300,116,93,23,616,189,10,0,202,,,
Medina,8,3400,7384,5006,2378,41263,8757,899,536,16090,,,
Menard,9/10,400,507,426,81,1790,699,9,40,550,,,
Midland,9/10,54425,35714,25186,10528,131025,18438,5950,1288,49538,,,
Milam,7,3500,3440,2202,1238,19689,5245,532,297,7641,,,
Mills,7,500,978,636,342,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,1032,724,308,6958,1259,265,96,2753,,,
Montague,2/3,2650,3956,2387,1569,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,81448,54238,27210,467232,81457,20255,3836,157396,,,
Moore,1,1800,5339,4109,1230,14986,2372,448,176,6143,,,
Morris,4/5N,800,1097,760,337,9830,2730,77,179,3692,,,
Motley,1,0,200,150,50,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,10931,6665,4266,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,8855,6828,2027,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,1844,1336,508,11298,2878,55,113,4648,,,
Nolan,2/3,3500,2800,1758,1042,11321,2737,519,251,4249,,,
Nueces,11,98515,69260,44581,24679,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1358,835,523,7106,1148,200,114,2812,,,
Oldham,1,600,446,269,177,1728,316,18,0,654,,,
Orange,6/5S,2000,8644,6666,1978,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2561,1717,844,23207,5893,864,283,8796,,,
Panola,4/5N,1900,2147,1376,771,18462,4589,473,377,7117,,,
Parker,2/3,25100,22947,14450,8497,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2119,1417,702,7222,1366,161,174,2910,,,
Pecos,9/10,2600,4167,3524,643,12317,2141,400,120,5047,,,
Polk,4/5N,4400,7253,5079,2174,42276,9733,1184,574,17118,,,
Potter,1,100595,29424,18083,11341,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,2076,1620,456,5069,1601,27,0,2039,,,
Rains,4/5N,700,1206,801,405,10277,3123,163,68,3649,,,
Randall,1,6900,44325,26651,17674,108431,21424,2812,869,34803,,,
Reagan,9/10,400,594,475,119,2841,427,52,42,1173,,,
Real,8,400,865,587,278,2943,1053,25,86,1051,,,
Red River,4/5N,1300,2045,1414,631,9965,3044,420,252,3717,,,
Reeves,9/10,10065,4783,3160,1623,12781,1878,281,89,5277,,,
Refugio,11,900,1509,989,520,5583,1617,228,154,2031,,,
Roberts,1,0,148,97,51,672,193,16,0,227,,,
Robertson,7,1300,2180,1588,592,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,18448,12480,5968,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1889,1215,674,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,5058,3602,1456,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2135,1363,772,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1372,934,438,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,2981,1949,1032,23444,6488,132,190,9275,,,
San Patricio,11,5000,10082,7018,3064,51116,10209,975,347,19063,,,
San Saba,7,400,318,233,85,5000,1465,33,72,1828,,,
Schleicher,9/10,600,557,431,126,2218,559,65,34,793,,,
Scurry,2/3,5295,3750,2352,1398,13000,2566,399,128,5165,,,
Shackelford,2/3,500,445,338,107,2612,691,52,0,937,,,
Shelby,4/5N,1900,2085,1288,797,19449,4532,540,369,7876,,,
Sherman,1,700,651,472,179,2294,462,24,42,868,,,
Smith,4/5N,88900,41769,27525,14244,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1418,1075,343,7386,1770,457,220,2741,,,
Starr,11,10300,9282,6637,2645,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,954,678,276,7542,1890,168,92,2928,,,
Sterling,9/10,100,142,111,31,975,186,10,44,375,,,
Stonewall,2/3,600,352,260,92,1095,361,63,53,369,,,
Sutton,9/10,600,468,363,105,2992,723,91,0,1051,,,
Swisher,1,600,1420,979,441,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,331206,204000,127206,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,26574,18720,7854,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,207,192,15,639,255,10,0,207,,,
Terry,1,3850,2936,2011,925,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,467,376,91,1247,445,64,0,399,,,
Titus,4/5N,5700,3083,2057,1026,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,25144,16699,8445,93752,18625,6702,1601,33131,,,
Travis,7,289990,179524,119476,60048,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2413,1761,652,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3448,2321,1127,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3623,2576,1047,33011,7825,714,567,12366,,,
Upton,9/10,800,892,723,169,2730,537,170,30,1105,,,
Uvalde,8,11665,6878,4451,2427,20379,4508,1498,515,8253,,,
Val Verde,8,7700,5945,4641,1304,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,6266,4163,2103,45216,11495,1280,711,16861,,,
Victoria,8,21350,17365,11969,5396,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,6346,4347,1999,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,5060,3453,1607,43350,6546,1182,466,16819,,,
Ward,9/10,900,2339,1863,476,8921,1629,137,92,3551,,,
Washington,7,24000,6904,5305,1599,29086,7889,2581,1018,10662,,,
Webb,11,58600,51703,36162,15541,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4620,3028,1592,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1181,770,411,3915,1002,200,114,1459,,,
Wichita,2/3,34590,28100,17612,10488,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3779,2518,1261,10361,2421,457,304,4240,,,
Willacy,11,1100,2897,2090,807,16897,3057,325,557,7612,,,
Williamson,7,101750,75091,51157,23934,458433,73202,14404,4639,146388,,,
Wilson,8,5100,7328,4567,2761,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1136,888,248,5954,964,102,0,2445,,,
Wise,2/3,9120,8892,5355,3537,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6317,4367,1950,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1392,930,462,6135,1033,225,60,2367,,,
Young,2/3,3900,3100,2120,980,14219,3774,862,431,5296,,,
Zapata,11,1700,1685,1428,257,9981,1866,195,202,4642,,,
Zavala,8,300,3145,2436,709,8840,1723,25,60,4035,,,
*Other,N/A,720525,214441,174322,40119,,,,,,,,
,,,,,,,,,,,,,
