County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Concho,9/10,0,102,83,19,2381,528,81,66,1923
Cooke,2/3,1500,1419,1328,91,32501,7977,1347,552,14449
Coryell,7,2575,1876,1722,154,58277,6832,1291,594,25149
Cottle,2/3,0,49,48,1,1120,400,5,0,608
Crane,9/10,1175,195,176,19,3483,625,95,110,1547
Crockett,9/10,0,300,291,9,2687,716,45,56,1307
Crosby,1,1175,363,336,27,4386,1236,127,115,2252
Culberson,9/10,400,127,109,18,1797,529,79,0,972
Dallam,1,300,317,314,3,5092,691,95,0,2336
Dallas,2/3,236700,123940,105617,18323,2015538,284171,183122,21354,820238
Dawson,9/10,500,519,497,22,9997,1927,385,112,5005
Deaf Smith,1,1100,908,867,41,14288,2472,316,228,6265
Delta,4/5N,0,176,146,30,4312,1312,437,100,2090
Denton,2/3,39875,26193,22483,3710,702429,94410,34569,5667,276089
DeWitt,8,700,588,507,81,16610,4251,421,438,7926
Dickens,1,0,50,49,1,1840,546,29,0,943
Dimmit,8,1475,500,478,22,7130,1517,226,175,4018
Donley,1,100,278,272,6,2655,798,47,74,1278
Duval,11,300,782,757,25,8359,2073,107,150,4543
Eastland,2/3,600,811,751,60,14718,4181,1021,405,7102
Ector,9/10,15200,7306,5893,1413,123303,16788,6730,1016,54750
Edwards,8,0,87,77,10,1605,586,27,0,792
El Paso,9/10,91975,72981,60655,12326,640715,111036,46429,8546,281334
Ellis,2/3,4600,6924,5977,947,146536,26120,5259,1781,61039
Erath,2/3,700,1290,1125,165,34869,6466,1793,481,14817
Falls,7,1575,687,655,32,14306,3332,413,187,7192
Fannin,2/3,3275,1848,1634,214,29681,7609,1161,693,13661
Fayette,7,1200,932,878,54,21209,6683,1251,647,9754
Fisher,2/3,200,100,96,4,3139,996,184,28,1509
Floyd,1,200,386,369,17,4283,1207,156,68,2228
Foard,2/3,100,172,163,9,937,323,9,80,489
Fort Bend,6/5S,40950,44609,37436,7173,626861,97435,33263,4965,192056
Franklin,4/5N,400,462,433,29,8327,2189,181,163,3820
Freestone,7,1100,549,541,8,16551,4068,718,261,8172
Frio,8,2475,1190,954,236,15133,2573,226,270,7605
Gaines,9/10,1100,648,612,36,14875,2237,348,95,6531
Galveston,6/5S,28050,25641,20799,4842,267032,50119,15388,2824,113161
Garza,1,0,116,105,11,5021,727,52,75,2607
Gillespie,8,3100,1408,1350,58,22728,8108,1453,706,10293
Glasscock,9/10,0,33,28,5,1108,296,28,0,491
Goliad,8,100,580,537,43,6615,2077,59,135,3059
Gonzales,8,1200,968,911,57,15931,3700,626,256,7818
Gray,1,1300,1073,1048,25,17050,3428,927,315,8475
Grayson,2/3,19900,7461,6485,976,107568,25224,10711,1989,49725
Gregg,4/5N,11925,6382,4949,1433,97771,19676,10046,2328,45063
Grimes,7,1100,890,837,53,23692,5592,422,311,11724
Guadalupe,8,6275,6093,4599,1494,130156,24014,5123,1292,56504
Hale,1,2600,1735,1585,150,25066,4629,1308,399,12481
Hall,1,0,224,216,8,2399,745,42,72,1348
Hamilton,7,1200,1658,1565,93,6957,2150,503,296,3427
Hansford,1,600,315,311,4,3992,874,163,84,1970
Hardeman,2/3,500,368,325,43,3017,769,118,16,1552
Hardin,6/5S,4100,2428,2311,117,47640,10521,1237,527,19766
Harris,6/5S,462725,277828,234047,43781,3573784,490810,281834,27084,1572384
Harrison,4/5N,2700,2278,1997,281,53015,11647,3586,608,25401
Hartley,1,1475,189,186,3,4850,899,203,94,2001
Haskell,2/3,100,212,197,15,4635,1242,136,68,2483
Hays,7,15175,10438,9073,1365,183387,29281,7680,1557,67042
Hemphill,1,800,394,388,6,2788,547,113,98,1271
Henderson,4/5N,3400,2731,2403,328,67614,18942,2628,932,35206
Hidalgo,11,90225,38188,32566,5622,649795,102347,62827,16918,319830
Hill,7,900,1537,1471,66,29221,8003,1219,523,14733
Hockley,1,900,938,819,119,17482,3513,795,263,8124
Hood,2/3,2200,1491,1403,88,50235,15761,2493,862,23089
Hopkins,4/5N,2300,1606,1400,206,29578,7446,1680,620,13891
Houston,4/5N,1500,1256,1175,81,19208,5038,1114,426,9989
Howard,9/10,2600,1149,1073,76,28821,4493,1826,454,14072
Hudspeth,9/10,0,82,75,7,2968,818,35,0,2097
Hunt,2/3,6850,4615,3617,998,77702,16832,4485,947,36713
Hutchinson,1,500,1041,1026,15,15984,3458,545,246,7583
Irion,9/10,0,59,55,4,1345,412,19,0,563
Jack,2/3,300,350,329,21,7488,1604,226,149,3304
Jackson,8,2775,749,686,63,11172,2670,422,237,5354
Jasper,4/5N,3500,1448,1405,43,28248,7271,1952,374,15256
Jeff Davis,9/10,0,79,77,2,2146,846,29,0,1042
Jefferson,6/5S,18875,6674,6146,528,198728,36802,16838,2497,109233
Jim Hogg,11,100,469,466,3,3764,898,35,60,1972
Jim Wells,11,2275,2478,2363,115,29988,6423,4090,1033,15173
Johnson,2/3,2900,5906,5142,764,135188,26669,5142,1260,61261
Jones,2/3,200,630,516,114,16827,3127,400,340,8290
Karnes,8,1200,576,556,20,12523,2489,396,244,6085
Kaufman,2/3,3350,5052,4272,780,104736,19164,4062,1176,43786
Kendall,8,2300,3031,2316,715,38074,9979,2094,801,15516
Kenedy,11,0,20,19,1,315,94,1,0,176
Kent,2/3,0,52,52,0,633,235,14,60,275
Kerr,8,3100,2029,1714,315,43611,14400,3557,1022,20395
Kimble,9/10,300,216,203,13,3844,1379,104,0,1891
King,1,0,9,8,1,233,60,5,0,93
Kinney,8,0,78,77,1,2931,889,19,0,1673
Kleberg,11,2975,1766,1660,106,25862,4574,1835,341,10851
Knox,2/3,300,211,200,11,2861,823,117,127,1265
La Salle,8,1075,1043,1025,18,6105,1224,37,60,2810
Lamar,4/5N,3100,2390,2304,86,40212,10314,3737,745,19135
Lamb,1,200,656,604,52,9647,2400,541,226,5028
Lampasas,7,200,547,490,57,17275,4497,436,284,8188
Lavaca,8,1600,1170,1070,100,16041,4537,881,620,7426
Lee,7,600,552,526,26,13837,3373,363,226,6632
Leon,7,600,453,438,15,14066,4292,256,74,6485
Liberty,6/5S,4275,2295,2179,116,70912,13765,2505,614,32693
Limestone,7,1100,849,835,14,19033,4691,2488,1060,9655
Lipscomb,1,0,174,171,3,2496,636,31,61,1202
Live Oak,11,200,450,438,12,9966,2656,55,100,4881
Llano,7,100,710,627,83,18642,7523,340,358,9093
Loving,9/10,0,6,6,0,83,34,1,0,47
Lubbock,1,65300,32839,27349,5490,243899,41235,24699,4151,94573
Lynn,1,200,406,364,42,4820,1113,212,40,2246
Madison,7,600,336,318,18,11353,2256,314,258,5423
Marion,4/5N,0,216,182,34,8117,2491,372,158,4457
Martin,9/10,300,332,302,30,4306,880,184,0,1849
Mason,9/10,200,194,178,16,3567,1322,126,0,1710
Matagorda,6/5S,2500,811,794,17,28353,6359,1540,369,14206
Maverick,8,3600,2484,2380,104,42357,7656,3716,1198,21160
McCulloch,9/10,500,300,287,13,6675,2024,303,122,3045
McLennan,7,18650,14021,12760,1261,198642,37827,14401,3591,84638
McMullen,11,0,19,18,1,640,256,13,0,288
Medina,8,1000,2150,1848,302,42991,9239,1165,811,19399
Menard,9/10,0,95,86,9,1759,687,15,40,887
Midland,9/10,11475,6421,4537,1884,132357,17262,7414,1391,54263
Milam,7,1500,1313,1268,45,19805,5508,693,254,10021
Mills,7,200,282,262,20,3970,1369,186,152,1970
Mitchell,2/3,600,284,283,1,7087,1476,310,96,3086
Montague,2/3,1175,1001,932,69,15803,4504,678,383,7509
Montgomery,6/5S,41100,19827,17256,2571,470846,84212,25684,3769,177437
Moore,1,800,1170,1159,11,15513,2464,477,176,7114
Morris,4/5N,300,414,380,34,9938,2901,146,179,4953
Motley,1,0,74,69,5,1016,403,20,50,504
Nacogdoches,4/5N,6700,4337,4169,168,52561,10458,3380,851,24062
Navarro,2/3,2500,1794,1719,75,40888,9624,2099,869,19328
Newton,4/5N,400,405,400,5,11070,2715,101,113,6051
Nolan,2/3,1600,1432,1385,47,10998,2627,692,251,5398
Nueces,11,40450,20987,16339,4648,282299,51768,30463,4100,135074
Ochiltree,1,900,501,496,5,7508,1186,218,114,3211
Oldham,1,0,192,182,10,1714,417,20,0,743
Orange,6/5S,1200,1444,1355,89,65680,14828,2217,554,32089
Palo Pinto,2/3,800,816,797,19,23268,5869,1093,283,11269
Panola,4/5N,1200,869,821,48,19325,4774,784,377,9112
Parker,2/3,6850,5976,5465,511,112329,24963,4236,1301,47252
Parmer,1,500,493,466,27,7111,1387,171,174,3503
Pecos,9/10,1200,785,645,140,11723,2090,458,120,5876
Polk,4/5N,2700,1493,1451,42,41511,10157,1578,574,20999
Potter,1,46150,12146,11372,774,89806,16187,12650,1877,41999
Presidio,9/10,400,230,229,1,5092,1503,38,0,3005
Rains,4/5N,200,383,327,56,10262,3084,221,68,4960
Randall,1,4600,18654,17344,1310,109144,21784,4683,869,41519
Reagan,9/10,100,126,117,9,2900,544,62,42,1287
Real,8,0,222,215,7,2882,1135,27,86,1608
Red River,4/5N,200,809,799,10,9511,2902,490,252,5235
Reeves,9/10,1375,1418,1403,15,13004,2131,308,89,5885
Refugio,11,600,696,614,82,5497,1635,242,64,2785
Roberts,1,0,47,47,0,673,210,20,0,323
Robertson,7,700,556,511,45,14216,3542,273,252,6514
Rockwall,2/3,4400,4502,3874,628,81869,14227,4867,1327,30252
Runnels,2/3,1000,873,796,77,7992,2310,499,312,3905
Rusk,4/5N,1000,1551,1379,172,44061,9463,1914,749,21319
Sabine,4/5N,1200,818,814,4,9116,3288,790,186,4721
San Augustine,4/5N,800,413,405,8,6982,2335,413,337,3730
San Jacinto,4/5N,1100,843,808,35,23713,6477,230,190,12311
San Patricio,11,1700,2124,1767,357,51382,10700,1409,396,22807
San Saba,7,200,88,82,6,5108,1536,95,72,2501
Schleicher,9/10,200,129,107,22,2184,564,71,34,1028
Scurry,2/3,1475,478,471,7,12956,2503,560,128,6242
Shackelford,2/3,0,91,72,19,2694,694,122,0,1223
Shelby,4/5N,1200,697,675,22,18618,4285,754,369,9951
Sherman,1,0,138,135,3,2368,524,34,42,1047
Smith,4/5N,38750,18903,15437,3466,181426,38833,24195,2911,75818
Somervell,2/3,0,286,267,19,7769,2079,263,220,3417
Starr,11,2900,2556,2172,384,46042,7973,5154,1966,23826
Stephens,2/3,300,282,269,13,7614,1989,282,92,3830
Sterling,9/10,0,59,54,5,1019,306,9,44,445
Stonewall,2/3,200,76,71,5,1136,425,66,80,533
Sutton,9/10,100,121,102,19,2909,758,102,0,1326
Swisher,1,100,458,448,10,5843,1484,146,61,2985
Tarrant,2/3,215950,84957,77038,7919,1596169,246738,117603,18366,660059
Taylor,2/3,12750,11097,8171,2926,108531,20790,13362,2443,43683
Terrell,9/10,0,44,36,8,652,245,13,0,356
Terry,1,2375,914,793,121,9564,1942,478,178,4766
Throckmorton,2/3,200,193,193,0,1187,400,68,0,605
Titus,4/5N,2700,1095,1018,77,25312,5155,2112,633,11794
Tom Green,9/10,12000,9852,7444,2408,93428,18529,7802,1606,39665
Travis,7,126550,72130,60458,11672,1016090,126607,72623,8271,337286
Trinity,4/5N,1775,574,563,11,12118,3960,400,241,6368
Tyler,4/5N,1200,1029,1020,9,18704,5080,627,238,9278
Upshur,4/5N,500,1257,1019,238,33211,7910,852,567,15425
Upton,9/10,200,174,159,15,2790,680,189,30,1304
Uvalde,8,2775,2343,2042,301,20809,4433,1687,459,10179
Val Verde,8,3075,1497,1321,176,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,2336,2026,310,45144,12228,1691,711,21537
Victoria,8,6575,5842,4742,1100,72004,14413,6748,1008,33178
Walker,6/5S,3200,2238,2162,76,64302,10281,2415,400,28400
Waller,6/5S,1700,1087,1001,86,44163,7506,1476,466,18373
Ward,9/10,400,380,362,18,8544,1608,180,92,4073
Washington,7,3900,1443,1356,87,28737,7674,2867,1018,13829
Webb,11,28100,13166,12153,1013,205887,27759,14457,1766,96319
Wharton,6/5S,1800,1020,973,47,31964,7399,1057,615,16049
Wheeler,1,400,426,426,0,4018,1136,230,114,1950
Wichita,2/3,18850,9652,8111,1541,106550,21428,10503,2088,50159
Wilbarger,2/3,2900,1280,1131,149,9933,2483,540,304,5328
Willacy,11,400,1088,1008,80,16823,3062,269,557,9035
Williamson,7,33875,29452,25180,4272,457170,74290,20968,4643,160153
Wilson,8,3000,2772,2348,424,42030,9149,1516,615,16633
Winkler,9/10,200,274,253,21,5798,967,135,0,2663
Wise,2/3,4350,4132,3287,845,55570,11830,4112,552,26139
Wood,4/5N,1500,2030,1814,216,37205,12511,1107,790,18613
Yoakum,1,300,469,458,11,6336,1174,251,60,2690
Young,2/3,1700,719,698,21,15028,4183,1057,431,6955
Zapata,11,400,223,209,14,10088,1870,270,143,5427
Zavala,8,100,459,417,42,8768,1675,58,60,4807
*Other,N/A,9775,164767,142940,21827,,,,,
,,,,,,,,,,
