County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Montgomery,6/5S,238800,166611,109018,61185,467232,81457,20255,3836,157396,17330,,
Moore,1,4170,9651,5767,3982,14986,2372,448,176,6143,27,,
Morris,4/5N,1600,2928,2069,1033,9830,2730,77,179,3692,0,,
Motley,1,0,492,329,169,994,368,22,50,319,0,,
Nacogdoches,4/5N,18500,21138,14680,8618,51773,9953,2530,755,19948,1728,,
Navarro,2/3,24700,19715,12413,7477,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2200,3368,2057,1359,11298,2878,55,113,4648,354,,
Nolan,2/3,6000,5263,3495,2568,11321,2737,519,251,4249,719,,
Nueces,11,156175,144092,89011,57347,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3100,2834,2180,778,7106,1148,200,114,2812,0,,
Oldham,1,1200,617,369,257,1728,316,18,0,654,227,,
Orange,6/5S,2600,19858,13185,7148,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3800,8108,5059,3369,23207,5893,864,283,8796,816,,
Panola,4/5N,2900,5054,3461,1966,18462,4589,473,377,7117,661,,
Parker,2/3,45590,45428,28736,17496,111686,22331,2890,1301,40567,3773,,
Parmer,1,1800,3718,2417,1408,7222,1366,161,174,2910,525,,
Pecos,9/10,4400,8137,4752,3539,12317,2141,400,120,5047,517,,
Polk,4/5N,7300,14462,9150,5582,42276,9733,1184,574,17118,1025,,
Potter,1,141795,40516,24926,15996,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4200,5993,3875,2155,5069,1601,27,0,2039,0,,
Rains,4/5N,1600,2988,1996,1042,10277,3123,163,68,3649,0,,
Randall,1,11200,57592,34090,24573,108431,21424,2812,869,34803,519,,
Reagan,9/10,1000,1315,829,637,2841,427,52,42,1173,0,,
Real,8,1200,1866,1093,773,2943,1053,25,86,1051,0,,
Red River,4/5N,2200,4084,2632,1691,9965,3044,420,252,3717,477,,
Reeves,9/10,19625,7674,4243,3465,12781,1878,281,89,5277,0,,
Refugio,11,1800,3120,2141,1001,5583,1617,228,154,2031,313,,
Roberts,1,0,281,159,129,672,193,16,0,227,0,,
Robertson,7,2200,5025,3393,1830,13474,3412,252,252,4991,690,,
Rockwall,2/3,33015,38169,24956,14517,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5100,3805,2559,1426,8184,2153,405,312,2979,430,,
Rusk,4/5N,6300,11570,7607,4632,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2900,3856,2522,1482,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2600,3169,2203,1009,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2900,6818,4653,2565,23444,6488,132,190,9275,40,,
San Patricio,11,11700,23866,15591,9065,51116,10209,975,347,19063,2379,,
San Saba,7,1400,1226,885,366,5000,1465,33,72,1828,197,,
Schleicher,9/10,1300,1177,687,490,2218,559,65,34,793,0,,
Scurry,2/3,6095,5372,3187,2266,13000,2566,399,128,5165,0,,
Shackelford,2/3,1200,1146,794,384,2612,691,52,0,937,119,,
Shelby,4/5N,5340,5501,3454,2179,19449,4532,540,369,7876,948,,
Sherman,1,1600,1137,679,461,2294,462,24,42,868,0,,
Smith,4/5N,142490,75948,48412,28154,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2900,3304,2263,1247,7386,1770,457,220,2741,479,,
Starr,11,23100,34698,23321,14089,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2500,2474,1798,929,7542,1890,168,92,2928,22,,
Sterling,9/10,400,474,300,175,975,186,10,44,375,0,,
Stonewall,2/3,1400,611,358,281,1095,361,63,53,369,0,,
Sutton,9/10,1300,1513,1067,452,2992,723,91,0,1051,0,,
Swisher,1,1500,2553,1599,1204,5764,1305,114,61,2381,323,,
Tarrant,2/3,831190,645601,416320,239320,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,66185,53932,33035,21817,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,557,321,247,639,255,10,0,207,0,,
Terry,1,6320,4911,3115,2029,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1500,846,487,363,1247,445,64,0,399,0,,
Titus,4/5N,9100,6639,4353,2474,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,62190,47638,30127,17885,93752,18625,6702,1601,33131,3815,,
Travis,7,635080,459148,326193,144965,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3750,4632,2871,1925,12104,3956,347,241,4400,427,,
Tyler,4/5N,6600,6244,3710,2619,17963,4895,476,238,6926,722,,
Upshur,4/5N,3700,9149,6039,3408,33011,7825,714,567,12366,1404,,
Upton,9/10,2500,1719,996,729,2730,537,170,30,1105,0,,
Uvalde,8,21825,13253,8010,5413,20379,4508,1498,515,8253,985,,
Val Verde,8,15040,15532,11041,4839,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,7500,13612,9193,4981,45216,11495,1280,711,16861,1783,,
Victoria,8,38450,28074,17386,11081,71388,15242,5624,1030,27119,241,,
Walker,6/5S,19500,15921,11293,5378,63471,10049,1526,400,24628,1438,,
Waller,6/5S,8300,11554,7484,4561,43350,6546,1182,466,16819,1813,,
Ward,9/10,4040,5216,3016,2303,8921,1629,137,92,3551,0,,
Washington,7,49600,13353,7672,5932,29086,7889,2581,1018,10662,72,,
Webb,11,110400,129118,87312,46352,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,8470,11069,7898,4037,32110,7239,1438,615,12933,1328,,
Wheeler,1,2300,1896,1170,856,3915,1002,200,114,1459,243,,
Wichita,2/3,44190,42747,26959,17581,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,8600,6426,4019,3066,10361,2421,457,304,4240,27,,
Willacy,11,2300,8369,5967,2510,16897,3057,325,557,7612,775,,
Williamson,7,223150,194038,140196,60200,458433,73202,14404,4639,146388,19090,,
Wilson,8,8200,15863,10610,6201,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1500,2976,1752,1358,5954,964,102,0,2445,0,,
Wise,2/3,18130,18815,12052,7383,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5100,13763,8901,5349,38005,12527,1046,880,13019,1130,,
Yoakum,1,2200,2691,1881,1139,6135,1033,225,60,2367,0,,
Young,2/3,6600,6138,4052,2424,14219,3774,862,431,5296,626,,
Zapata,11,4900,6346,4864,1907,9981,1866,195,202,4642,0,,
Zavala,8,900,5409,3101,2321,8840,1723,25,60,4035,458,,
Other,N/A,0,515853,446910,88282,,,,,,,,
