County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Cottle,2/3,0,442,330,119,1123,339,5,0,446,0,,
Crane,9/10,2750,1644,1006,643,3554,594,71,110,1353,0,,
Crockett,9/10,0,1353,826,528,2694,612,31,56,1031,0,,
Crosby,1,3150,2711,1585,1142,4421,1085,98,115,1771,284,,
Culberson,9/10,1200,953,651,305,1746,480,67,0,722,0,,
Dallam,1,16310,3246,1959,1295,5217,857,40,0,2067,0,,
Dallas,2/3,973925,743857,505993,255498,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2100,2665,1786,955,9789,1898,304,112,4206,475,,
Deaf Smith,1,3200,4869,3254,1724,13439,2423,238,147,5332,0,,
Delta,4/5N,900,1334,885,483,4222,1118,379,100,1580,0,,
Denton,2/3,315750,258028,163288,98607,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3000,5073,3760,1358,16110,4035,319,438,6110,1055,,
Dickens,1,0,685,447,257,1858,525,21,0,689,0,,
Dimmit,8,15745,5908,3377,2535,7539,1749,238,175,3179,48,,
Donley,1,800,1152,854,303,2716,804,27,65,918,0,,
Duval,11,2300,5312,3386,2078,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4810,3678,1527,14970,4054,860,389,5393,591,,
Ector,9/10,82580,47011,31324,16107,120896,15970,5303,1016,50679,428,,
Edwards,8,0,793,633,161,1555,561,24,0,528,0,,
El Paso,9/10,335900,312216,203999,111748,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,55329,37469,19461,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,10681,7833,3259,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4427,2848,1734,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,9539,5947,3924,28874,6588,962,614,10987,1108,,
Fayette,7,3300,7809,5099,2919,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1154,699,490,3088,961,101,28,1061,0,,
Floyd,1,1500,2287,1513,807,4371,1070,132,68,1723,0,,
Foard,2/3,1200,582,348,242,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,306520,198934,113587,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2623,1757,906,8554,2367,169,163,2871,0,,
Freestone,7,2200,3613,2684,1114,15808,3996,553,261,6319,689,,
Frio,8,7250,5357,3445,2437,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2930,2051,1025,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,129390,83737,47807,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1285,972,380,5325,719,33,75,2197,0,,
Gillespie,8,19100,11203,7129,4161,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,689,387,304,1099,210,23,0,426,0,,
Goliad,8,1400,2766,1637,1155,6281,1832,39,135,2282,0,,
Gonzales,8,4000,6227,4455,2545,15937,3572,550,256,6356,693,,
Gray,1,3200,5208,3646,1701,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,32100,21691,12240,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,33808,21839,12211,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,7216,5190,2286,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,43304,28964,17165,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,8979,6212,3198,25476,4604,873,399,10561,1177,,
Hall,1,0,1291,782,530,2406,711,27,72,978,0,,
Hamilton,7,3200,3234,2324,1230,6832,2146,481,296,2427,10,,
Hansford,1,1800,1816,1213,716,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1829,1076,813,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,15936,10656,5440,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1361595,953121,436938,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,13432,8933,5167,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2749,1819,936,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2172,1500,722,4831,1266,123,68,1872,187,,
Hays,7,83940,67817,46519,23862,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1556,948,730,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,18677,12773,6602,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,272246,181767,95327,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,10340,7326,3597,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7472,4686,2999,17799,3453,483,263,6829,887,,
Hood,2/3,14400,22994,16273,7011,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,8043,5351,2845,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,5431,3954,1782,18929,5176,634,538,7399,631,,
Howard,9/10,4800,6864,4498,2514,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1498,978,522,3979,775,33,0,1778,145,,
Hunt,2/3,19570,20824,14193,7085,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5669,3806,1929,16258,3581,504,246,6098,741,,
Irion,9/10,0,566,386,183,1234,328,15,0,429,0,,
Jack,2/3,2500,2512,1704,897,7230,1515,198,149,2732,284,,
Jackson,8,5150,4843,2874,2044,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,11266,7043,4405,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1503,913,605,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,64865,47346,17755,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2788,1873,921,3791,890,14,60,1572,0,,
Jim Wells,11,18985,18734,11784,7176,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,40310,28338,12727,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3970,2646,1583,17011,3188,337,254,6981,525,,
Karnes,8,5200,4462,3100,1854,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,29859,20212,10375,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,18703,12245,6792,37890,9152,1091,801,12702,160,,
Kenedy,11,0,278,156,122,321,68,1,0,139,0,,
Kent,2/3,0,300,183,126,615,201,13,60,198,0,,
Kerr,8,9900,15191,10530,4785,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1725,1140,606,3651,1288,90,0,1243,0,,
King,1,0,50,33,17,205,51,7,0,69,0,,
Kinney,8,1200,1061,747,320,3050,910,11,0,1171,0,,
Kleberg,11,32185,17793,10840,7037,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1551,905,655,2808,736,95,127,976,182,,
La Salle,8,17285,4155,2467,1837,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,15870,10357,5720,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4553,2971,1722,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4434,2999,1536,17366,4322,348,284,6457,0,,
Lavaca,8,4800,6239,4458,2199,16004,4775,820,612,5435,476,,
Lee,7,2000,4195,3080,1202,13993,3219,334,226,5333,494,,
Leon,7,2000,3475,2579,1003,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,13564,9280,4684,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4779,3474,1472,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,988,633,369,2520,617,24,61,919,190,,
Live Oak,11,1400,3452,2190,1304,10055,2533,35,100,3769,300,,
Llano,7,3700,6996,4867,2331,18908,8119,277,358,5362,15,,
Loving,9/10,0,38,28,10,129,23,0,0,50,0,,
Lubbock,1,156440,124603,76816,48761,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,1989,1247,760,4496,974,191,40,1838,328,,
Madison,7,1800,2378,1648,813,11595,2264,299,258,4451,17,,
Marion,4/5N,600,2089,1480,648,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1865,1173,747,4136,659,165,0,1624,0,,
Mason,9/10,1200,1769,1150,674,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,7564,5661,2006,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,13637,11453,2934,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2260,1565,778,6435,1792,212,122,2275,260,,
McLennan,7,81370,68743,45938,26081,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,292,180,117,616,189,10,0,202,0,,
Medina,8,7300,15259,10429,5652,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1084,701,500,1790,699,9,40,550,0,,
Midland,9/10,90625,43506,29624,14292,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,7035,4894,2281,19689,5245,532,297,7641,827,,
Mills,7,1100,1801,1216,629,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1861,1204,680,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5974,3679,2346,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,145756,94255,54136,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,9107,5311,3886,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2482,1773,806,9830,2730,77,179,3692,0,,
Motley,1,0,469,313,159,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,19211,13176,7828,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,17931,11639,6363,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,3145,1991,1192,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4853,3238,2335,11321,2737,519,251,4249,719,,
Nueces,11,142035,126286,82115,45878,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2951,2270,758,7106,1148,200,114,2812,0,,
Oldham,1,1000,595,353,250,1728,316,18,0,654,227,,
Orange,6/5S,2600,17559,12202,5757,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,6473,4456,2285,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,4174,2866,1594,18462,4589,473,377,7117,661,,
Parker,2/3,40910,39633,25353,14837,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3593,2315,1359,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,7534,4369,3300,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,13322,8491,5018,42276,9733,1184,574,17118,1025,,
Potter,1,131695,39137,23979,15437,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,5289,3755,1543,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2423,1693,763,10277,3123,163,68,3649,0,,
Randall,1,10000,57235,33931,24081,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,1045,672,374,2841,427,52,42,1173,0,,
Real,8,900,1655,1030,625,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3702,2434,1479,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,7191,4005,3202,12781,1878,281,89,5277,0,,
Refugio,11,1500,2978,2040,957,5583,1617,228,154,2031,313,,
Roberts,1,0,242,154,90,672,193,16,0,227,0,,
Robertson,7,2100,4452,3095,1500,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,34193,23154,12239,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3525,2385,1211,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9809,6415,3674,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3578,2338,1259,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,2932,2004,953,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,6153,4228,2142,23444,6488,132,190,9275,40,,
San Patricio,11,9300,20260,13625,7132,51116,10209,975,347,19063,2379,,
San Saba,7,1000,1056,839,237,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,1088,679,409,2218,559,65,34,793,0,,
Scurry,2/3,5895,5287,3147,2181,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,1003,725,301,2612,691,52,0,937,119,,
Shelby,4/5N,3770,4365,3135,1330,19449,4532,540,369,7876,948,,
Sherman,1,1400,1075,653,425,2294,462,24,42,868,0,,
Smith,4/5N,127660,65773,42633,23478,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,3095,2166,1122,7386,1770,457,220,2741,479,,
Starr,11,19400,27321,21153,8647,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,2296,1693,851,7542,1890,168,92,2928,22,,
Sterling,9/10,300,372,283,90,975,186,10,44,375,0,,
Stonewall,2/3,1200,585,346,259,1095,361,63,53,369,0,,
Sutton,9/10,1000,1296,948,350,2992,723,91,0,1051,0,,
Swisher,1,1300,2406,1530,1067,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,572557,378601,202588,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,49532,31833,18497,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,517,300,226,639,255,10,0,207,0,,
Terry,1,4950,4718,2928,1916,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,819,470,351,1247,445,64,0,399,0,,
Titus,4/5N,8200,5955,3920,2168,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,43633,28022,15903,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,379212,273706,115528,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4369,2690,1806,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5656,3496,2208,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7798,5388,2533,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1690,976,717,2730,537,170,30,1105,0,,
Uvalde,8,19185,11662,7071,4722,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,13292,9055,4443,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,11823,8168,4008,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,26370,16003,10668,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,13631,9782,4135,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,10098,6548,3814,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4306,2909,1464,8921,1629,137,92,3551,0,,
Washington,7,43000,12573,7413,5357,29086,7889,2581,1018,10662,72,,
Webb,11,98800,106864,74222,36443,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,9589,6855,3209,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1751,1079,740,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,40427,25310,16170,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5959,3734,2699,10361,2421,457,304,4240,27,,
Willacy,11,2000,7332,5261,2165,16897,3057,325,557,7612,775,,
Williamson,7,191450,162777,121483,46741,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,13592,9158,5240,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2691,1624,1198,5954,964,102,0,2445,0,,
Wise,2/3,15960,16180,10511,6164,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,11793,7975,4154,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2484,1724,1062,6135,1033,225,60,2367,0,,
Young,2/3,5800,5899,4025,2199,14219,3774,862,431,5296,626,,
Zapata,11,3600,5212,3933,1595,9981,1866,195,202,4642,0,,
Zavala,8,700,5076,2946,2141,8840,1723,25,60,4035,458,,
Other,,,408818,350612,82845,,,,,,,,
