County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Goliad,8,600,1889,1135,754,6281,1832,39,135,2282,,,
Gonzales,8,2700,3418,2353,1065,15937,3572,550,256,6356,,,
Gray,1,2300,3302,2180,1122,16924,3531,689,315,6978,,,
Grayson,2/3,27870,20093,12903,7190,107521,24182,9338,2131,40586,,,
Gregg,4/5N,43815,22819,15387,7432,95544,19451,7025,2324,37362,,,
Grimes,7,2200,3881,2787,1094,23245,5134,234,311,9653,,,
Guadalupe,8,32975,23053,16261,6792,130517,23614,3801,1225,49282,,,
Hale,1,3700,5314,3572,1742,25476,4604,873,399,10561,,,
Hall,1,0,882,633,249,2406,711,27,72,978,,,
Hamilton,7,2100,1845,1190,655,6832,2146,481,296,2427,,,
Hansford,1,1200,1235,771,464,3987,812,139,84,1616,,,
Hardeman,2/3,1700,1328,884,444,3190,912,102,16,1146,,,
Hardin,6/5S,7000,10733,7627,3106,45112,9762,1003,527,16190,,,
Harris,6/5S,1211680,776895,502250,274645,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,6800,7159,4928,2231,51900,11607,3063,608,20509,,,
Hartley,1,1475,2094,1237,857,4561,861,196,94,1669,,,
Haskell,2/3,1300,1312,973,339,4831,1266,123,68,1872,,,
Hays,7,54190,36755,25334,11421,183380,26187,5488,1907,61462,,,
Hemphill,1,1800,1131,725,406,2827,606,104,98,1066,,,
Henderson,4/5N,8800,10684,7082,3602,67238,18534,2043,998,26544,,,
Hidalgo,11,252530,174537,110785,63752,620824,98328,54962,17074,286328,,,
Hill,7,3500,5624,3609,2015,29198,7684,862,523,11381,,,
Hockley,1,1800,5554,3640,1914,17799,3453,483,263,6829,,,
Hood,2/3,9800,11651,8739,2912,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4742,3010,1732,29175,6887,1192,620,11166,,,
Houston,4/5N,2800,2774,1757,1017,18929,5176,634,538,7399,,,
Howard,9/10,4000,4085,2520,1565,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,899,589,310,3979,775,33,0,1778,,,
Hunt,2/3,13860,12983,7933,5050,77878,15810,4112,947,31096,,,
Hutchinson,1,1400,3612,2375,1237,16258,3581,504,246,6098,,,
Irion,9/10,0,275,180,95,1234,328,15,0,429,,,
Jack,2/3,2000,1629,1244,385,7230,1515,198,149,2732,,,
Jackson,8,4650,3759,2120,1639,11425,2720,380,237,4205,,,
Jasper,4/5N,12100,7350,4914,2436,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,500,878,685,193,2180,812,28,0,685,,,
Jefferson,6/5S,83490,39153,28714,10439,197382,37595,13127,2431,90120,,,
Jim Hogg,11,600,1782,1200,582,3791,890,14,60,1572,,,
Jim Wells,11,13705,13590,8385,5205,30579,6358,3897,985,12474,,,
Johnson,2/3,26550,22393,14643,7750,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2427,1599,828,17011,3188,337,254,6981,,,
Karnes,8,3600,2615,1611,1004,12669,2211,370,244,5177,,,
Kaufman,2/3,15750,19275,12383,6892,102341,16113,2857,1189,40613,,,
Kendall,8,4100,10035,6901,3134,37890,9152,1091,801,12702,,,
Kenedy,11,0,199,109,90,321,68,1,0,139,,,
Kent,2/3,0,214,151,63,615,201,13,60,198,,,
Kerr,8,7800,7620,5262,2358,43793,14769,2805,1022,13990,,,
Kimble,9/10,1100,927,683,244,3651,1288,90,0,1243,,,
King,1,0,34,27,7,205,51,7,0,69,,,
Kinney,8,500,602,421,181,3050,910,11,0,1171,,,
Kleberg,11,23105,13189,7735,5454,24188,4046,1401,341,9265,,,
Knox,2/3,1100,1048,698,350,2808,736,95,127,976,,,
La Salle,8,12305,2901,1862,1039,6212,1018,22,60,2410,,,
Lamar,4/5N,10800,10963,7395,3568,39402,9726,3115,745,14986,,,
Lamb,1,900,3371,2187,1184,9740,2240,454,226,3968,,,
Lampasas,7,1700,2571,1761,810,17366,4322,348,284,6457,,,
Lavaca,8,3200,3883,2527,1356,16004,4775,820,612,5435,,,
Lee,7,1300,2103,1517,586,13993,3219,334,226,5333,,,
Leon,7,1500,1844,1282,562,13946,4334,155,74,4662,,,
Liberty,6/5S,16505,7907,4870,3037,66868,11399,1398,614,28567,,,
Limestone,7,3100,3044,2120,924,18871,4670,2332,1060,7512,,,
Lipscomb,1,500,649,455,194,2520,617,24,61,919,,,
Live Oak,11,900,2188,1370,818,10055,2533,35,100,3769,,,
Llano,7,2800,3891,3077,814,18908,8119,277,358,5362,,,
Loving,9/10,0,20,16,4,129,23,0,0,50,,,
Lubbock,1,130300,93246,60185,33061,244992,39476,20974,4093,83028,,,
Lynn,1,500,1429,974,455,4496,974,191,40,1838,,,
Madison,7,1200,1274,894,380,11595,2264,299,258,4451,,,
Marion,4/5N,200,970,652,318,8277,2697,351,158,3058,,,
Martin,9/10,900,1234,904,330,4136,659,165,0,1624,,,
Mason,9/10,600,1128,896,232,3521,1250,104,0,1147,,,
Matagorda,6/5S,4400,3701,2423,1278,28247,6391,1113,369,11409,,,
Maverick,8,15800,7007,5596,1411,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1800,1289,975,314,6435,1792,212,122,2275,,,
McLennan,7,59710,44907,30058,14849,200781,37728,11153,3621,71906,,,
McMullen,11,400,148,104,44,616,189,10,0,202,,,
Medina,8,4100,8623,5882,2741,41263,8757,899,536,16090,,,
Menard,9/10,400,684,516,168,1790,699,9,40,550,,,
Midland,9/10,66425,36866,25796,11070,131025,18438,5950,1288,49538,,,
Milam,7,3700,4102,2524,1578,19689,5245,532,297,7641,,,
Mills,7,500,1102,707,395,4006,1416,149,152,1305,,,
Mitchell,2/3,1800,1050,726,324,6958,1259,265,96,2753,,,
Montague,2/3,2650,4371,2519,1852,15872,4444,560,383,5668,,,
Montgomery,6/5S,141880,94501,61173,33328,467232,81457,20255,3836,157396,,,
Moore,1,2000,5753,4232,1521,14986,2372,448,176,6143,,,
Morris,4/5N,1000,1324,904,420,9830,2730,77,179,3692,,,
Motley,1,0,207,154,53,994,368,22,50,319,,,
Nacogdoches,4/5N,13000,12099,7065,5034,51773,9953,2530,755,19948,,,
Navarro,2/3,15300,10757,7681,3076,38360,8651,1720,869,15775,,,
Newton,4/5N,1500,2047,1414,633,11298,2878,55,113,4648,,,
Nolan,2/3,3700,3168,1787,1381,11321,2737,519,251,4249,,,
Nueces,11,112155,80031,48524,31507,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1441,905,536,7106,1148,200,114,2812,,,
Oldham,1,800,472,274,198,1728,316,18,0,654,,,
Orange,6/5S,2000,10240,7881,2359,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2900,3387,2420,967,23207,5893,864,283,8796,,,
Panola,4/5N,2100,2410,1542,868,18462,4589,473,377,7117,,,
Parker,2/3,29880,25394,15688,9706,111686,22331,2890,1301,40567,,,
Parmer,1,1200,2325,1435,890,7222,1366,161,174,2910,,,
Pecos,9/10,3400,4624,3671,953,12317,2141,400,120,5047,,,
Polk,4/5N,5300,8051,5576,2475,42276,9733,1184,574,17118,,,
Potter,1,111595,30618,18586,12032,88673,15203,10224,1770,35559,,,
Presidio,9/10,2700,2832,2055,777,5069,1601,27,0,2039,,,
Rains,4/5N,800,1369,916,453,10277,3123,163,68,3649,,,
Randall,1,7700,46150,27321,18829,108431,21424,2812,869,34803,,,
Reagan,9/10,500,622,476,146,2841,427,52,42,1173,,,
Real,8,500,1046,723,323,2943,1053,25,86,1051,,,
Red River,4/5N,1400,2261,1581,680,9965,3044,420,252,3717,,,
Reeves,9/10,12405,5622,3266,2356,12781,1878,281,89,5277,,,
Refugio,11,1000,1726,1023,703,5583,1617,228,154,2031,,,
Roberts,1,0,181,129,52,672,193,16,0,227,,,
Robertson,7,1400,2624,1904,720,13474,3412,252,252,4991,,,
Rockwall,2/3,15855,21040,13830,7210,80325,13395,3750,1347,27575,,,
Runnels,2/3,2300,2041,1276,765,8184,2153,405,312,2979,,,
Rusk,4/5N,3600,6003,4091,1912,43777,9197,1501,759,17428,,,
Sabine,4/5N,1900,2377,1456,921,8871,3267,572,186,3077,,,
San Augustine,4/5N,1700,1765,1251,514,6811,2227,415,337,2590,,,
San Jacinto,4/5N,2200,3530,2143,1387,23444,6488,132,190,9275,,,
San Patricio,11,6000,12036,7839,4197,51116,10209,975,347,19063,,,
San Saba,7,600,394,292,102,5000,1465,33,72,1828,,,
Schleicher,9/10,600,596,440,156,2218,559,65,34,793,,,
Scurry,2/3,5395,4051,2475,1576,13000,2566,399,128,5165,,,
Shackelford,2/3,800,545,421,124,2612,691,52,0,937,,,
Shelby,4/5N,3370,2352,1450,902,19449,4532,540,369,7876,,,
Sherman,1,1200,765,521,244,2294,462,24,42,868,,,
Smith,4/5N,98190,46665,29199,17466,182283,39337,19690,3030,62467,,,
Somervell,2/3,1600,1611,1170,441,7386,1770,457,220,2741,,,
Starr,11,12600,12133,8920,3213,45765,7370,4479,1999,21117,,,
Stephens,2/3,1500,1137,845,292,7542,1890,168,92,2928,,,
Sterling,9/10,100,167,122,45,975,186,10,44,375,,,
Stonewall,2/3,1000,381,270,111,1095,361,63,53,369,,,
Sutton,9/10,800,587,381,206,2992,723,91,0,1051,,,
Swisher,1,1000,1571,1073,498,5764,1305,114,61,2381,,,
Tarrant,2/3,577670,368893,221217,147676,1617160,244511,86106,18386,590239,,,
Taylor,2/3,42425,31880,20261,11619,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,390,224,166,639,255,10,0,207,,,
Terry,1,4050,3004,2034,970,9307,1858,345,178,3985,,,
Throckmorton,2/3,1000,682,404,278,1247,445,64,0,399,,,
Titus,4/5N,6200,3343,2187,1156,24323,4845,1811,633,9797,,,
Tom Green,9/10,40900,28037,17797,10240,93752,18625,6702,1601,33131,,,
Travis,7,352270,207208,137343,69865,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3150,3274,1823,1451,12104,3956,347,241,4400,,,
Tyler,4/5N,4500,3882,2689,1193,17963,4895,476,238,6926,,,
Upshur,4/5N,1900,4627,3195,1432,33011,7825,714,567,12366,,,
Upton,9/10,900,953,738,215,2730,537,170,30,1105,,,
Uvalde,8,14005,8002,5075,2927,20379,4508,1498,515,8253,,,
Val Verde,8,8970,9157,5584,3573,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,4700,6991,4546,2445,45216,11495,1280,711,16861,,,
Victoria,8,25550,18048,12267,5781,71388,15242,5624,1030,27119,,,
Walker,6/5S,10200,7394,4960,2434,63471,10049,1526,400,24628,,,
Waller,6/5S,4900,5739,3893,1846,43350,6546,1182,466,16819,,,
Ward,9/10,2070,2619,2063,556,8921,1629,137,92,3551,,,
Washington,7,31000,7476,5708,1768,29086,7889,2581,1018,10662,,,
Webb,11,68800,59695,42495,17200,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4700,5156,3344,1812,32110,7239,1438,615,12933,,,
Wheeler,1,1600,1235,804,431,3915,1002,200,114,1459,,,
Wichita,2/3,35990,31009,18004,13005,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6800,3966,2661,1305,10361,2421,457,304,4240,,,
Willacy,11,1400,3795,2330,1465,16897,3057,325,557,7612,,,
Williamson,7,130450,87308,59655,27653,458433,73202,14404,4639,146388,,,
Wilson,8,5600,8242,5184,3058,40488,8411,1224,615,13986,,,
Winkler,9/10,800,1696,1204,492,5954,964,102,0,2445,,,
Wise,2/3,10390,10128,6420,3708,54722,10598,3589,552,22459,,,
Wood,4/5N,2900,7173,4796,2377,38005,12527,1046,880,13019,,,
Yoakum,1,1100,1477,1002,475,6135,1033,225,60,2367,,,
Young,2/3,4100,3491,2340,1151,14219,3774,862,431,5296,,,
Zapata,11,2000,2495,1874,621,9981,1866,195,202,4642,,,
Zavala,8,400,3323,2527,796,8840,1723,25,60,4035,,,
*Other,N/A,720725,217719,172855,44864,,,,,,,,
,,,,,,,,,,,,,
