County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Brazoria,6/5S,169680,158491,99460,63572,287683,45752,9762,2648,105966,12034,,
Brazos,7,119140,90583,62107,31426,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,4500,6717,3961,2985,7706,2231,303,0,2579,255,,
Briscoe,1,1200,882,491,426,1272,404,19,0,452,0,,
Brooks,11,3100,4585,2629,1972,5317,1308,323,246,2253,22,,
Brown,2/3,13200,11545,7767,5965,30883,7720,1663,911,11188,1112,,
Burleson,7,3800,7543,4808,3103,14869,3867,143,218,5600,518,,
Burnet,7,27555,18387,11877,7472,39239,10999,1823,595,13132,94,,
Caldwell,7,12100,13755,9117,5468,34853,6512,1286,524,14114,1294,,
Calhoun,8,5400,8170,5636,3300,16817,3981,470,384,6161,53,,
Callahan,2/3,3000,4685,2863,1971,11263,2958,146,122,4094,442,,
Cameron,11,225675,211194,134966,82357,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1700,3847,2531,1419,10031,2494,207,152,3927,0,,
Carson,1,1500,2174,1284,923,4718,1250,60,0,1547,240,,
Cass,4/5N,4300,6822,4404,2854,24182,6856,1216,550,9010,1125,,
Castro,1,2600,3126,1916,1304,5607,1236,121,174,2168,341,,
Chambers,6/5S,30400,13040,8631,4596,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,15670,13780,8830,5710,40876,9444,1500,738,16376,1511,,
Childress,1,4300,2862,1697,1259,6094,1165,251,136,2395,0,,
Clay,2/3,12645,5476,2996,2561,8666,2484,136,60,3011,384,,
Cochran,1,1400,2651,2163,609,2188,468,57,0,956,0,,
Coke,9/10,0,1445,876,586,2756,947,47,130,899,0,,
Coleman,2/3,2900,2871,1855,1119,6721,2119,342,162,2379,289,,
Collin,2/3,556160,510454,326495,193293,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,2100,1228,726,568,2263,555,80,92,847,0,,
Colorado,6/5S,9600,9798,6318,4343,17107,4850,853,477,5957,613,,
Comal,8,68100,68031,43583,26988,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6455,3799,3065,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1315,800,546,2288,689,76,66,815,0,,
Cooke,2/3,16600,13138,8235,5195,32675,7804,948,552,11640,1051,,
Coryell,7,28305,15652,9656,6469,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,640,349,300,1123,339,5,0,446,0,,
Crane,9/10,3450,1895,1184,730,3554,594,71,110,1353,0,,
Crockett,9/10,0,1642,936,718,2694,612,31,56,1031,0,,
Crosby,1,4050,3004,1678,1341,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1142,730,415,1746,480,67,0,722,0,,
Dallam,1,23630,3708,2165,1554,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1099975,721730,406660,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3086,1958,1178,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6249,3837,2689,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1703,1035,716,4222,1118,379,100,1580,0,,
Denton,2/3,444300,377718,229381,155548,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,6977,4434,2780,16110,4035,319,438,6110,1055,,
Dickens,1,0,861,484,398,1858,525,21,0,689,0,,
Dimmit,8,21795,6690,3766,2934,7539,1749,238,175,3179,48,,
Donley,1,1400,1245,839,417,2716,804,27,65,918,0,,
Duval,11,2700,6477,3866,2914,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,6997,4424,3119,14970,4054,860,389,5393,591,,
Ector,9/10,105440,62801,38166,25786,120896,15970,5303,1016,50679,428,,
Edwards,8,0,710,485,231,1555,561,24,0,528,0,,
El Paso,9/10,473170,431202,274179,165623,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,76055,49026,29594,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,14226,9040,5691,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5442,3485,2221,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12029,7191,5429,28874,6588,962,614,10987,1108,,
Fayette,7,6300,10070,6473,4210,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1367,814,606,3088,961,101,28,1061,0,,
Floyd,1,2100,2718,1640,1149,4371,1070,132,68,1723,0,,
Foard,2/3,1600,699,414,312,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,421068,261878,168875,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3064,1939,1209,8554,2367,169,163,2871,0,,
Freestone,7,3500,4892,3295,1962,15808,3996,553,261,6319,689,,
Frio,8,10850,6311,3938,2888,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4239,2555,1920,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,174675,107084,70353,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,1720,1086,716,5325,719,33,75,2197,0,,
Gillespie,8,26600,13778,8743,5211,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,746,425,329,1099,210,23,0,426,0,,
Goliad,8,2000,3173,1774,1436,6281,1832,39,135,2282,0,,
Gonzales,8,8000,8272,5742,3487,15937,3572,550,256,6356,693,,
Gray,1,4400,7334,4690,2886,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,43573,28945,18684,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,47087,28011,19722,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,10027,6585,3889,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,58135,37080,25583,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,11269,7512,4436,25476,4604,873,399,10561,1177,,
Hall,1,0,1475,873,632,2406,711,27,72,978,0,,
Hamilton,7,5000,3933,2662,1675,6832,2146,481,296,2427,10,,
Hansford,1,2800,2602,1625,1334,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2168,1239,1099,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,20116,12336,8077,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,1963100,1304750,708636,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,18180,11122,8268,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2742,1671,1080,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2506,1641,981,4831,1266,123,68,1872,187,,
Hays,7,126850,94700,62575,36035,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1848,1083,976,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,24935,16180,9807,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,415929,272211,153191,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,13100,8655,5378,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9181,5398,4162,17799,3453,483,263,6829,887,,
Hood,2/3,25370,29612,18844,11297,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,10766,6837,4180,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,7341,4947,3027,18929,5176,634,538,7399,631,,
Howard,9/10,7200,9647,5559,4390,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,1941,1142,837,3979,775,33,0,1778,145,,
Hunt,2/3,32530,28118,16930,12067,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7562,4372,3308,16258,3581,504,246,6098,741,,
Irion,9/10,0,739,437,307,1234,328,15,0,429,0,,
Jack,2/3,3600,3168,1861,1421,7230,1515,198,149,2732,284,,
Jackson,8,8990,5893,3696,2334,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,13140,7731,5839,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1759,992,788,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,87486,58155,29855,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3689,2147,1555,3791,890,14,60,1572,0,,
Jim Wells,11,27405,22430,13093,9723,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,57276,35560,22763,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,5006,3142,2208,17011,3188,337,254,6981,525,,
Karnes,8,11580,5708,3673,2755,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,44567,28507,17424,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,23681,14848,9468,37890,9152,1091,801,12702,160,,
Kenedy,11,0,301,170,132,321,68,1,0,139,0,,
Kent,2/3,0,358,212,162,615,201,13,60,198,0,,
Kerr,8,15500,20539,13452,7494,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2187,1333,941,3651,1288,90,0,1243,0,,
King,1,0,75,51,27,205,51,7,0,69,0,,
Kinney,8,1700,1459,1050,424,3050,910,11,0,1171,0,,
Kleberg,11,45705,20191,11231,9078,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1818,1039,881,2808,736,95,127,976,182,,
La Salle,8,22565,4783,2788,2149,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,19701,11698,8415,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5524,3360,2458,9740,2240,454,226,3968,536,,
Lampasas,7,4200,6166,4047,2406,17366,4322,348,284,6457,0,,
Lavaca,8,7400,8075,5082,3630,16004,4775,820,612,5435,476,,
Lee,7,3900,6138,4104,2294,13993,3219,334,226,5333,494,,
Leon,7,3300,5338,3467,2173,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,20000,13249,7480,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6641,4222,2884,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1181,717,503,2520,617,24,61,919,190,,
Live Oak,11,2600,4188,2468,1793,10055,2533,35,100,3769,300,,
Llano,7,5400,9583,6022,3837,18908,8119,277,358,5362,15,,
Loving,9/10,0,47,33,14,129,23,0,0,50,0,,
Lubbock,1,196650,150513,90967,61348,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2417,1480,993,4496,974,191,40,1838,328,,
Madison,7,2800,3365,2298,1296,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,2972,1740,1317,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2164,1289,967,4136,659,165,0,1624,0,,
Mason,9/10,1800,2323,1408,976,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,11964,8486,3817,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,25005,18153,7994,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,2832,1739,1183,6435,1792,212,122,2275,260,,
McLennan,7,112590,88636,56869,36743,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,361,224,167,616,189,10,0,202,0,,
Medina,8,13000,20459,13085,8927,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1287,773,634,1790,699,9,40,550,0,,
Midland,9/10,123775,72261,43154,30011,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,8907,5806,3316,19689,5245,532,297,7641,827,,
Mills,7,2200,2193,1359,896,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2253,1415,871,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7209,4452,2985,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,195994,124400,76245,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11138,6454,4836,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3596,2298,1503,9830,2730,77,179,3692,0,,
Motley,1,0,507,337,178,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,25741,16651,11526,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,21855,13264,8862,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3655,2120,1595,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,5828,3749,2958,11321,2737,519,251,4249,719,,
Nueces,11,204705,165351,95819,72338,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3467,2451,1193,7106,1148,200,114,2812,0,,
Oldham,1,1500,674,399,287,1728,316,18,0,654,227,,
Orange,6/5S,3800,23285,14608,9314,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,9508,5901,4038,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,5786,3806,2561,18462,4589,473,377,7117,661,,
Parker,2/3,56950,52481,32176,21622,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4326,2570,1917,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,8613,4885,3892,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,15981,9828,6689,42276,9733,1184,574,17118,1025,,
Potter,1,162395,45669,27575,18688,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,6455,4104,2395,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3487,2161,1393,10277,3123,163,68,3649,0,,
Randall,1,14370,65336,37925,28921,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1379,876,675,2841,427,52,42,1173,0,,
Real,8,1700,2031,1165,871,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4459,2809,1915,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,8011,4380,3685,12781,1878,281,89,5277,0,,
Refugio,11,2600,3346,2261,1133,5583,1617,228,154,2031,313,,
Roberts,1,0,300,166,141,672,193,16,0,227,0,,
Robertson,7,3300,5994,3879,2596,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,44584,28303,17726,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4549,2655,2099,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,13851,8706,5956,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4333,2631,1878,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3365,2152,1278,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,7744,4902,3311,23444,6488,132,190,9275,40,,
San Patricio,11,16970,27587,17094,11373,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1447,982,495,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1255,739,549,2218,559,65,34,793,0,,
Scurry,2/3,6695,5904,3529,2499,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1346,822,557,2612,691,52,0,937,119,,
Shelby,4/5N,8480,6476,3978,2815,19449,4532,540,369,7876,948,,
Sherman,1,1800,1213,722,499,2294,462,24,42,868,0,,
Smith,4/5N,171290,85827,54439,32474,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,3858,2441,1634,7386,1770,457,220,2741,479,,
Starr,11,29500,40573,26171,17656,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,3003,1920,1398,7542,1890,168,92,2928,22,,
Sterling,9/10,700,512,317,196,975,186,10,44,375,0,,
Stonewall,2/3,1600,653,370,310,1095,361,63,53,369,0,,
Sutton,9/10,1900,1766,1103,674,2992,723,91,0,1051,0,,
Swisher,1,2100,2754,1724,1340,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,789517,483561,319414,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,60756,37176,24599,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,595,350,257,639,255,10,0,207,0,,
Terry,1,7220,5640,3387,2549,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,915,507,417,1247,445,64,0,399,0,,
Titus,4/5N,16750,7786,4967,3112,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,55397,32712,23124,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,585388,388893,212625,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5127,3099,2215,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,6725,3934,2893,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,11063,6604,4886,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1918,1043,886,2730,537,170,30,1105,0,,
Uvalde,8,26335,14548,8756,6019,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,19037,12873,6718,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,16622,10621,6759,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,32462,20168,12948,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,19901,13394,7651,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,13856,8914,5556,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5684,3189,2638,8921,1629,137,92,3551,0,,
Washington,7,56300,14459,8433,6322,29086,7889,2581,1018,10662,72,,
Webb,11,144500,149133,98296,56275,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,12940,9035,5007,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2101,1223,1038,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,51429,31416,22432,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7245,4350,3626,10361,2421,457,304,4240,27,,
Willacy,11,5200,11062,6562,4670,16897,3057,325,557,7612,775,,
Williamson,7,294150,245145,164684,88356,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,18027,11741,7358,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3200,1851,1511,5954,964,102,0,2445,0,,
Wise,2/3,21700,21765,13163,9576,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,16237,10046,6940,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3177,2156,1413,6135,1033,225,60,2367,0,,
Young,2/3,7700,7057,4482,3097,14219,3774,862,431,5296,626,,
Zapata,11,6600,8084,5316,3270,9981,1866,195,202,4642,0,,
Zavala,8,1600,6164,3713,2466,8840,1723,25,60,4035,458,,
Other, ,,750084,629823,145026,,,,,,,,
