County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Wharton,6/5S,1300,489,471,18,31964,7399,1057,615,16049
Wheeler,1,400,126,126,0,4018,1136,230,114,1950
Wichita,2/3,14950,4655,4256,399,106550,21428,10503,2088,50159
Wilbarger,2/3,2800,969,957,12,9933,2483,540,304,5328
Willacy,11,100,393,363,30,16823,3062,269,557,9035
Williamson,7,27575,15126,14119,1007,457170,74290,20968,4643,160153
Wilson,8,2700,1696,1632,64,42030,9149,1516,615,16633
Winkler,9/10,200,85,85,0,5798,967,135,0,2663
Wise,2/3,4350,2814,2385,429,55570,11830,4112,552,26139
Wood,4/5N,1500,925,900,25,37205,12511,1107,790,18613
Yoakum,1,300,342,338,4,6336,1174,251,60,2690
Young,2/3,1700,484,482,2,15028,4183,1057,431,6955
Zapata,11,200,118,116,2,10088,1870,270,143,5427
Zavala,8,100,167,167,0,8768,1675,58,60,4807
*Other,N/A,0,68780,59152,9628,,,,,
