County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Haskell,2/3,1300,1685,1107,580,4831,1266,123,68,1872,187,,
Hays,7,56190,46342,30397,15948,183380,26187,5488,1907,61462,6431,,
Hemphill,1,1800,1392,813,580,2827,606,104,98,1066,0,,
Henderson,4/5N,8800,13342,8461,4883,67238,18534,2043,998,26544,1787,,
Hidalgo,11,252530,198928,124844,74240,620824,98328,54962,17074,286328,36161,,
Hill,7,3500,7027,4484,2543,29198,7684,862,523,11381,1209,,
Hockley,1,2000,6292,4007,2285,17799,3453,483,263,6829,887,,
Hood,2/3,9800,16116,11050,5066,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,4100,5942,3577,2365,29175,6887,1192,620,11166,1299,,
Houston,4/5N,2800,3394,2275,1120,18929,5176,634,538,7399,631,,
Howard,9/10,4000,5307,3168,2143,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,500,1154,750,404,3979,775,33,0,1778,145,,
Hunt,2/3,13860,15861,10214,5649,77878,15810,4112,947,31096,2723,,
Hutchinson,1,1400,4648,3213,1435,16258,3581,504,246,6098,741,,
Irion,9/10,0,376,233,143,1234,328,15,0,429,0,,
Jack,2/3,2000,2102,1348,754,7230,1515,198,149,2732,284,,
Jackson,8,4650,4235,2379,1875,11425,2720,380,237,4205,674,,
Jasper,4/5N,12100,9191,5790,3401,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,500,1344,766,582,2180,812,28,0,685,0,,
Jefferson,6/5S,83690,47173,33908,13266,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,800,2032,1358,674,3791,890,14,60,1572,0,,
Jim Wells,11,13905,15968,9601,6367,30579,6358,3897,985,12474,1370,,
Johnson,2/3,26550,27174,17880,9298,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1100,2999,1895,1104,17011,3188,337,254,6981,525,,
Karnes,8,3600,3348,2139,1209,12669,2211,370,244,5177,505,,
Kaufman,2/3,15750,23019,14770,8249,102341,16113,2857,1189,40613,4498,,
Kendall,8,4100,12988,8516,4472,37890,9152,1091,801,12702,160,,
Kenedy,11,0,206,115,91,321,68,1,0,139,0,,
Kent,2/3,0,238,165,73,615,201,13,60,198,0,,
Kerr,8,7800,9821,6142,3680,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1100,1404,939,465,3651,1288,90,0,1243,0,,
King,1,0,49,34,15,205,51,7,0,69,0,,
Kinney,8,900,730,461,269,3050,910,11,0,1171,0,,
Kleberg,11,23205,15089,8947,6143,24188,4046,1401,341,9265,870,,
Knox,2/3,1100,1438,818,620,2808,736,95,127,976,182,,
La Salle,8,12305,3495,1929,1566,6212,1018,22,60,2410,0,,
Lamar,4/5N,10800,12506,8450,4057,39402,9726,3115,745,14986,1612,,
Lamb,1,900,3685,2390,1295,9740,2240,454,226,3968,536,,
Lampasas,7,1700,3055,1932,1123,17366,4322,348,284,6457,0,,
Lavaca,8,3200,4668,3108,1562,16004,4775,820,612,5435,476,,
Lee,7,1300,2708,1902,806,13993,3219,334,226,5333,494,,
Leon,7,1500,2507,1750,757,13946,4334,155,74,4662,603,,
Liberty,6/5S,16505,9437,5835,3604,66868,11399,1398,614,28567,2987,,
Limestone,7,3100,3996,2857,1141,18871,4670,2332,1060,7512,702,,
Lipscomb,1,500,803,507,296,2520,617,24,61,919,190,,
Live Oak,11,900,2788,1758,1030,10055,2533,35,100,3769,300,,
Llano,7,2800,4941,3623,1318,18908,8119,277,358,5362,15,,
Loving,9/10,0,34,25,9,129,23,0,0,50,0,,
Lubbock,1,130300,102856,65098,37758,244992,39476,20974,4093,83028,9242,,
Lynn,1,500,1555,1041,514,4496,974,191,40,1838,328,,
Madison,7,1200,1505,1044,461,11595,2264,299,258,4451,17,,
Marion,4/5N,200,1535,1111,424,8277,2697,351,158,3058,0,,
Martin,9/10,900,1320,963,358,4136,659,165,0,1624,0,,
Mason,9/10,600,1320,952,368,3521,1250,104,0,1147,0,,
Matagorda,6/5S,4400,4749,3133,1617,28247,6391,1113,369,11409,1164,,
Maverick,8,17800,8771,7020,1751,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,0,1538,1053,485,6435,1792,212,122,2275,260,,
McLennan,7,0,50907,32997,17911,200781,37728,11153,3621,71906,8718,,
McMullen,11,0,199,127,72,616,189,10,0,202,0,,
Medina,8,4100,10945,7292,3653,41263,8757,899,536,16090,1720,,
Menard,9/10,400,797,540,257,1790,699,9,40,550,0,,
Midland,9/10,66425,39965,27052,12913,131025,18438,5950,1288,49538,4151,,
Milam,7,3700,4828,3123,1705,19689,5245,532,297,7641,827,,
Mills,7,500,1248,826,422,4006,1416,149,152,1305,265,,
Mitchell,2/3,1800,1189,845,344,6958,1259,265,96,2753,254,,
Montague,2/3,2650,4978,2832,2146,15872,4444,560,383,5668,702,,
Montgomery,6/5S,141880,114011,70148,43877,467232,81457,20255,3836,157396,17330,,
Moore,1,2000,8279,4566,3713,14986,2372,448,176,6143,27,,
Morris,4/5N,1000,1594,1106,488,9830,2730,77,179,3692,0,,
Motley,1,0,259,164,95,994,368,22,50,319,0,,
Nacogdoches,4/5N,13000,15293,9821,5473,51773,9953,2530,755,19948,1728,,
Navarro,2/3,15300,14079,9381,4698,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1500,2611,1665,946,11298,2878,55,113,4648,354,,
Nolan,2/3,3700,3710,2190,1520,11321,2737,519,251,4249,719,,
Nueces,11,112155,92808,56533,36281,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,1700,1727,1084,643,7106,1148,200,114,2812,0,,
Oldham,1,800,534,315,219,1728,316,18,0,654,227,,
Orange,6/5S,2000,12219,9079,3141,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,2900,4576,3391,1185,23207,5893,864,283,8796,816,,
Panola,4/5N,2100,2831,1870,961,18462,4589,473,377,7117,661,,
Parker,2/3,29880,29433,17746,11688,111686,22331,2890,1301,40567,3773,,
Parmer,1,1200,2930,1673,1257,7222,1366,161,174,2910,525,,
Pecos,9/10,3400,6252,4078,2174,12317,2141,400,120,5047,517,,
Polk,4/5N,5300,9462,6344,3118,42276,9733,1184,574,17118,1025,,
Potter,1,111595,34238,20412,13826,88673,15203,10224,1770,35559,518,,
Presidio,9/10,2700,3879,2484,1395,5069,1601,27,0,2039,0,,
Rains,4/5N,800,1760,1148,612,10277,3123,163,68,3649,0,,
Randall,1,7700,51101,29612,21489,108431,21424,2812,869,34803,519,,
Reagan,9/10,500,936,583,353,2841,427,52,42,1173,0,,
Real,8,500,1164,804,360,2943,1053,25,86,1051,0,,
Red River,4/5N,1400,3061,1913,1148,9965,3044,420,252,3717,477,,
Reeves,9/10,12405,6564,3639,2925,12781,1878,281,89,5277,0,,
Refugio,11,1000,2102,1335,767,5583,1617,228,154,2031,313,,
Roberts,1,0,219,138,81,672,193,16,0,227,0,,
Robertson,7,1400,3107,2134,973,13474,3412,252,252,4991,690,,
Rockwall,2/3,15855,25409,16231,9179,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,2300,2665,1636,1029,8184,2153,405,312,2979,430,,
Rusk,4/5N,3600,6813,4559,2254,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,1900,2940,1892,1048,8871,3267,572,186,3077,0,,
San Augustine,4/5N,1700,2092,1494,598,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2200,4171,2538,1633,23444,6488,132,190,9275,40,,
San Patricio,11,6100,14795,9663,5135,51116,10209,975,347,19063,2379,,
San Saba,7,600,503,360,143,5000,1465,33,72,1828,197,,
Schleicher,9/10,600,773,556,217,2218,559,65,34,793,0,,
Scurry,2/3,5395,4292,2649,1643,13000,2566,399,128,5165,0,,
Shackelford,2/3,800,654,484,170,2612,691,52,0,937,119,,
Shelby,4/5N,3370,3551,2599,952,19449,4532,540,369,7876,948,,
Sherman,1,1200,994,601,393,2294,462,24,42,868,0,,
Smith,4/5N,98190,54130,32327,21805,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,1600,2512,1642,870,7386,1770,457,220,2741,479,,
Starr,11,12600,18471,13775,4699,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1500,1389,1053,336,7542,1890,168,92,2928,22,,
Sterling,9/10,100,216,142,74,975,186,10,44,375,0,,
Stonewall,2/3,1000,440,303,137,1095,361,63,53,369,0,,
Sutton,9/10,800,903,584,319,2992,723,91,0,1051,0,,
Swisher,1,1000,1953,1147,806,5764,1305,114,61,2381,323,,
Tarrant,2/3,577670,427798,254891,172931,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,42425,38163,24675,13488,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,407,236,171,639,255,10,0,207,0,,
Terry,1,4050,3787,2168,1619,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1000,777,440,337,1247,445,64,0,399,0,,
Titus,4/5N,6200,4083,2736,1347,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,40900,33424,20126,13298,93752,18625,6702,1601,33131,3815,,
Travis,7,360770,252337,167111,85325,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3150,3581,2034,1547,12104,3956,347,241,4400,427,,
Tyler,4/5N,4500,4673,2946,1727,17963,4895,476,238,6926,722,,
Upshur,4/5N,1900,5242,3458,1784,33011,7825,714,567,12366,1404,,
Upton,9/10,900,1575,934,641,2730,537,170,30,1105,0,,
Uvalde,8,14005,9343,5940,3403,20379,4508,1498,515,8253,985,,
Val Verde,8,10570,11169,7345,3824,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,4700,8412,5450,2962,45216,11495,1280,711,16861,1783,,
Victoria,8,25550,20074,12800,7294,71388,15242,5624,1030,27119,241,,
Walker,6/5S,10200,9600,6522,3078,63471,10049,1526,400,24628,1438,,
Waller,6/5S,4900,7483,4691,2793,43350,6546,1182,466,16819,1813,,
Ward,9/10,2070,3601,2646,955,8921,1629,137,92,3551,0,,
Washington,7,31000,9315,6311,3021,29086,7889,2581,1018,10662,72,,
Webb,11,70600,77287,52679,24609,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,4700,6212,3890,2330,32110,7239,1438,615,12933,1328,,
Wheeler,1,1600,1450,963,487,3915,1002,200,114,1459,243,,
Wichita,2/3,35990,33615,19800,13815,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,6800,4973,3048,1925,10361,2421,457,304,4240,27,,
Willacy,11,1400,4410,2785,1626,16897,3057,325,557,7612,775,,
Williamson,7,130550,107161,74031,33145,458433,73202,14404,4639,146388,19090,,
Wilson,8,5600,10250,6513,3737,40488,8411,1224,615,13986,1510,,
Winkler,9/10,800,2180,1437,743,5954,964,102,0,2445,0,,
Wise,2/3,10390,12324,8277,4048,54722,10598,3589,552,22459,1533,,
Wood,4/5N,2900,8658,5478,3180,38005,12527,1046,880,13019,1130,,
Yoakum,1,1100,1855,1287,568,6135,1033,225,60,2367,0,,
Young,2/3,4100,4068,2739,1329,14219,3774,862,431,5296,626,,
Zapata,11,2400,4057,3083,974,9981,1866,195,202,4642,0,,
Zavala,8,400,3912,2693,1219,8840,1723,25,60,4035,458,,
Other,,0,295966,245949,50254,,,,,,,,
,,,,,,,,,,,,,
