County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Callahan,2/3,3500,6216,3552,3041,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,356965,327578,202790,135971,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5951,3573,2559,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2578,1442,1191,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,11279,6867,5340,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3694,2144,1672,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,36200,19439,12418,7463,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,17070,20093,12069,9190,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,4900,4042,2481,1868,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,13645,6042,3347,2918,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1460,866,751,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1760,997,798,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,3840,2190,1814,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,719020,785064,468325,335232,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1381,792,685,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12300,13182,8114,6379,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,88760,100911,62104,43939,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7529,4338,3712,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1645,919,797,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,16338,10187,6794,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,36725,24876,15870,9872,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,756,428,375,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2075,1283,813,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1856,1039,843,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3472,1915,1605,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1786,948,844,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27340,4123,2419,1744,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1844095,1628513,994125,684922,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4500,4362,2654,1854,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6700,9982,5823,4694,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4800,7904,4766,3653,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2168,1235,1005,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,543620,620783,367292,269163,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,975,555,484,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7705,4440,3297,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1724,1018,753,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3500,8178,4846,3732,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6170,8109,4830,3888,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,115830,78661,44391,36110,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,982,547,450,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,654840,655968,407012,267756,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,120930,102953,61525,45131,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24000,18372,10569,8456,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29385,7919,4848,3301,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,36225,15226,9040,7157,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8600,15152,9201,7090,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1704,993,820,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3187,1784,1507,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,712,417,324,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,488430,645667,383261,281471,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4394,2668,1991,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4000,7179,4425,3284,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13250,8948,5639,4025,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5112,3054,2414,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,292670,238429,136555,106227,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2492,1589,1320,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31200,18484,10782,8236,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,909,545,456,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4060,2287,1980,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11200,11092,6615,5571,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5200,9273,5373,4297,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,63500,64021,39138,30804,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,120045,63963,36303,29318,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,15226,9486,6481,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91095,87756,55418,40212,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12800,14657,8624,6890,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1739,996,864,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5150,3060,2566,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2841,1683,1531,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2334,1333,1186,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,24515,14122,10949,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3156680,2887244,1795366,1204024,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,26722,15973,12773,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3389,1996,1404,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3000,3161,1847,1456,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,164160,154241,95327,66226,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2120,1257,1146,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,22370,36914,21817,16921,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,603890,648434,393124,276854,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10200,17136,10280,8214,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,11851,6823,5744,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31470,40194,22331,18728,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,15865,9324,7198,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6400,10625,6660,4661,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12387,7189,5876,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3130,1826,1422,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,36870,40318,24095,17847,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9248,5257,4204,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,837,465,385,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3800,3848,2274,1814,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,7910,4601,3570,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15170,15414,8669,7354,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1934,1066,921,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,229800,127185,75148,53301,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4204,2369,1861,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,34255,27474,15589,12586,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,100900,87171,50343,38886,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,7585,4965,3114,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8153,5543,3417,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,62350,70176,42801,29943,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,17900,33980,20751,14818,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,330,177,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,388,222,190,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,28474,16798,12683,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2509,1435,1184,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,84,55,33,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1898,1153,775,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,57555,25033,13904,11509,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1975,1089,995,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24435,5479,3110,2536,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,27900,23124,13162,10819,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6619,3916,3074,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9868,6150,4338,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8600,10966,6601,5387,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5500,9110,5364,4141,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,7876,4834,3857,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,39725,32755,20916,13476,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,7700,9646,5771,4513,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1386,767,685,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3300,5086,2861,2350,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6700,15164,8856,7182,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,60,35,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,233220,184891,105996,84365,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,2950,1702,1338,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3700,5910,3955,2368,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4554,2672,2203,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2329,1377,1053,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2885,1585,1385,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16450,19825,11878,8684,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,44800,41615,28870,15011,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3596,2084,1657,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,145680,135264,81723,61192,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,409,233,207,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16800,28649,17749,12866,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1449,829,750,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135735,88790,49857,40469,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,10400,12711,7202,5847,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2691,1531,1253,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3107,1798,1369,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4750,8888,5184,4143,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,387390,328844,207770,130913,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7040,12344,7120,5460,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5464,3395,2516,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,555,355,211,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,32600,32009,19688,15905,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,27483,15608,12446,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4238,2337,1998,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7051,4437,3723,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,264705,236498,137307,105774,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4644,2566,2285,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,875,503,400,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4900,30801,18241,13445,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12495,7349,5694,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7578,4588,3710,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,70220,74259,42802,33820,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5061,2839,2483,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,9993,5705,4570,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,22815,13381,10451,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,186995,56024,33503,23586,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8128,4617,3693,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,4912,2840,2201,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,75594,43379,34529,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1715,1018,906,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1900,2328,1246,1118,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5435,3178,2682,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,8942,4835,4200,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4719,2606,2207,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,326,178,160,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8255,5051,3962,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,56995,75394,46068,31920,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5645,3163,2773,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11070,20765,12721,9367,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5243,2960,2529,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4523,2557,2087,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10417,6220,4999,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20070,38603,22936,17372,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2498,1538,1044,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1605,882,774,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7095,7992,4728,3747,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1653,916,772,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8755,5232,4194,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1420,847,645,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,201720,123532,70860,54969,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5000,4838,2801,2332,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,40740,56483,33712,28170,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3679,2226,1841,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,590,341,253,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,768,444,378,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2265,1248,1044,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3094,1842,1587,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1385220,1267083,749425,548821,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,93635,76213,42365,35753,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,639,372,282,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6445,3716,3108,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,983,529,469,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,24900,13182,8324,5313,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,94740,68295,37552,31810,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1585850,998696,616253,421481,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7067,4140,3280,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8900,8948,5289,3843,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15202,8755,7113,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2148,1168,987,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31045,17214,9597,8118,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,42730,29552,18994,12550,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,12600,22675,13502,10367,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,58590,50219,28859,22492,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,34270,33296,22268,13084,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,14270,23018,14114,9960,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6395,3599,3087,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,22268,12947,9823,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,190580,226762,139116,98057,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18390,21057,13339,9169,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2342,1360,1172,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,63908,38059,29873,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,7983,4636,4145,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,7900,14628,8522,6362,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,410300,424850,266749,175640,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,24974,15875,10529,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3636,2107,1765,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29580,29924,17890,13654,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6600,22761,13537,10690,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4070,2490,2028,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8400,8867,5137,4428,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8100,10747,6326,5237,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2000,7633,4311,3385,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,193089,129934,71986,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
