County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Hill,7,8200,15863,9682,7486,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5200,10983,6495,5155,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,44230,26970,36765,21423,16183,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,10670,14087,8615,6097,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6100,8893,5622,3982,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,44449,7600,11733,6795,5528,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,44449,1700,2476,1456,1073,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,44230,34970,34481,21080,14786,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4200,8707,5080,3836,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,44449,0,810,463,360,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,44230,3700,3678,2161,1755,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,9290,7057,4327,2969,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14446,8323,6755,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,44449,1400,1845,1040,857,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,211590,111591,67923,44879,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3932,2270,1689,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,30045,25817,14910,11570,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,44230,84210,75818,45872,31839,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,44230,2800,5961,3674,2772,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,11680,6703,4328,3173,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,44230,51050,59014,38338,23108,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15100,29741,19030,12129,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,312,172,144,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,44230,0,383,221,187,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,16500,24488,15091,10326,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,44449,2500,2430,1395,1144,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,96,69,31,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1772,1118,684,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,50045,23686,13362,10697,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,44230,2100,1947,1085,972,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23835,5055,2883,2340,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,24800,21785,12636,9996,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6082,3543,2894,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,4400,8618,5476,3732,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7800,9985,6163,4730,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4500,7747,4902,3227,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7207,4633,3359,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,33845,27436,17602,11470,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,8554,5411,3774,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1334,761,630,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,2900,4788,2740,2170,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,5700,11219,7106,4825,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,44449,0,57,32,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,207750,167881,99936,72358,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2680,1627,1131,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3000,4581,3071,1905,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4009,2424,1876,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,44449,2000,2289,1371,1020,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,44449,1900,2736,1525,1297,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,14850,16926,11012,6632,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,40400,32070,23134,11158,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,44449,4000,3318,2031,1432,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,124810,116719,73740,50247,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1000,386,227,190,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,15000,25009,15765,11173,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,44449,1300,1371,812,688,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,44449,130425,81314,47181,35577,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,8400,11270,6751,4848,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2400,2516,1479,1128,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,44230,3600,2467,1528,996,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,44230,4350,8329,4902,3823,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,339000,271229,177719,102594,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,6740,11749,6895,5081,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,1900,4842,3049,2208,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,542,350,202,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,27600,29409,18960,14020,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,44230,32800,25382,14882,11011,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2700,4057,2276,1874,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,44230,7500,6575,4309,3356,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,225855,209165,127552,87938,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4200,4535,2510,2231,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1500,777,452,351,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4300,27723,16792,11734,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,44230,4800,11294,6822,5010,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3800,6723,4430,3048,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,44230,61730,65341,39756,27902,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2400,4833,2723,2370,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,44449,5900,9311,5168,4418,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,9100,20368,12251,9090,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,170495,50452,30193,21249,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,44449,5000,7848,4435,3596,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,1900,4363,2590,1891,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,15270,71044,41183,32097,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,44449,1400,1625,981,847,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1700,2213,1219,1028,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3300,5091,3049,2447,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,44449,26235,8505,4646,3955,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2600,4407,2488,2009,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,314,173,152,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,3700,7432,4653,3491,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,44230,50685,53631,33148,23020,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,44230,6400,5447,3060,2673,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,10470,17601,11064,7790,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3500,5042,2871,2407,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3300,4160,2480,1793,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4000,9344,5615,4426,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,17570,33360,20797,14217,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,1816,1255,636,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,44449,1700,1497,836,710,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,44230,6895,7540,4429,3588,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,44230,1700,1510,858,688,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,8680,7843,4815,3605,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1345,808,607,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,184920,106683,64150,44678,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,44230,4000,4463,2684,2068,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,32000,50037,31386,23910,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,44230,3000,3383,2115,1648,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,44449,700,540,334,209,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,44230,1600,756,436,374,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,44449,1900,2055,1169,912,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2200,2998,1807,1532,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,44230,1167770,1067070,668378,427295,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,44230,85425,69907,40406,31317,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,44449,0,627,371,275,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8490,6128,3606,2893,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,44230,2000,945,520,439,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,17150,11157,7161,4425,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,44449,83510,63314,35999,28339,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1212100,809208,535158,311344,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,4650,6377,3812,2848,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8300,7647,4371,3455,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5000,13777,8129,6252,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,44449,3100,2105,1152,960,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,27805,15914,9271,7135,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,34410,24240,16958,9268,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,11200,20180,12494,8828,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,51750,43895,26735,18251,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,30770,26084,17487,10613,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,12270,18617,12076,7550,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,44449,4640,6145,3484,2931,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,59400,18183,11078,7554,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,160400,190302,124937,75377,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,15450,17115,11576,6952,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2800,2243,1311,1116,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,44230,62970,58426,36083,26260,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,44230,9600,7588,4503,3873,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,5500,13194,7846,5605,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,322350,363056,237981,141974,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,17400,21694,13788,9277,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,44449,2000,3429,2037,1627,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,44230,23870,26430,16227,11751,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6300,20586,12569,9450,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3000,3490,2282,1638,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,44230,7900,8445,4941,4189,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,7400,9962,6054,4650,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,1700,7232,4142,3144,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,157958,110083,55924,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
