County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Burnet,7,24715,16005,10834,5999,39239,10999,1823,595,13132,94,,
Caldwell,7,11100,11453,7973,4085,34853,6512,1286,524,14114,1294,,
Calhoun,8,5100,6649,4783,2143,16817,3981,470,384,6161,53,,
Callahan,2/3,2900,4281,2674,1731,11263,2958,146,122,4094,442,,
Cameron,11,200045,184846,121774,67940,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1400,3449,2401,1113,10031,2494,207,152,3927,0,,
Carson,1,1300,2077,1252,847,4718,1250,60,0,1547,240,,
Cass,4/5N,4100,5926,4102,2166,24182,6856,1216,550,9010,1125,,
Castro,1,2500,2712,1733,1016,5607,1236,121,174,2168,341,,
Chambers,6/5S,27400,12451,8581,4026,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,13970,12149,7846,4776,40876,9444,1500,738,16376,1511,,
Childress,1,3900,2782,1663,1194,6094,1165,251,136,2395,0,,
Clay,2/3,10545,5334,3096,2296,8666,2484,136,60,3011,384,,
Cochran,1,1400,1915,1512,513,2188,468,57,0,956,0,,
Coke,9/10,0,1237,832,419,2756,947,47,130,899,0,,
Coleman,2/3,2600,2568,1764,903,6721,2119,342,162,2379,289,,
Collin,2/3,487360,424887,284291,147995,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1800,1160,714,506,2263,555,80,92,847,0,,
Colorado,6/5S,8700,8121,5318,3364,17107,4850,853,477,5957,613,,
Comal,8,60930,60507,39285,23121,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6490,5072,3354,2026,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1218,782,463,2288,689,76,66,815,0,,
Cooke,2/3,15000,11696,7677,4223,32675,7804,948,552,11640,1051,,
Coryell,7,25465,13782,8731,5342,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,543,342,210,1123,339,5,0,446,0,,
Crane,9/10,3150,1806,1139,678,3554,594,71,110,1353,0,,
Crockett,9/10,0,1554,894,672,2694,612,31,56,1031,0,,
Crosby,1,3650,2937,1639,1313,4421,1085,98,115,1771,284,,
Culberson,9/10,1600,988,659,331,1746,480,67,0,722,0,,
Dallam,1,20990,3622,2140,1487,5217,857,40,0,2067,0,,
Dallas,2/3,1197645,895668,596320,319648,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3100,2897,1894,1046,9789,1898,304,112,4206,475,,
Deaf Smith,1,3700,5323,3474,2014,13439,2423,238,147,5332,0,,
Delta,4/5N,1300,1700,1159,579,4222,1118,379,100,1580,0,,
Denton,2/3,404090,314189,203879,115728,697330,93499,23806,5913,257836,22330,,
DeWitt,8,4500,5663,4090,1633,16110,4035,319,438,6110,1055,,
Dickens,1,0,839,468,391,1858,525,21,0,689,0,,
Dimmit,8,20525,6403,3590,2817,7539,1749,238,175,3179,48,,
Donley,1,1200,1194,873,329,2716,804,27,65,918,0,,
Duval,11,2600,5905,3697,2504,8600,2031,69,150,3541,482,,
Eastland,2/3,4000,5978,4034,2415,14970,4054,860,389,5393,591,,
Ector,9/10,98960,54520,34155,21187,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1517,1329,313,1555,561,24,0,528,0,,
El Paso,9/10,412370,370471,239913,135518,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,78860,65598,43313,24440,141665,24288,3985,1994,54463,6578,,
Erath,2/3,15500,11278,8091,3667,34875,6256,1250,481,12564,1079,,
Falls,7,22165,4933,3129,2002,14049,3226,328,187,5671,486,,
Fannin,2/3,26365,10612,6468,4580,28874,6588,962,614,10987,1108,,
Fayette,7,5800,8906,5721,3535,20879,6679,998,647,6844,671,,
Fisher,2/3,1900,1238,741,541,3088,961,101,28,1061,0,,
Floyd,1,1900,2537,1592,1000,4371,1070,132,68,1723,0,,
Foard,2/3,1600,619,373,260,962,315,7,80,332,0,,
Fort Bend,6/5S,355990,356048,229438,134159,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2600,3086,2105,1050,8554,2367,169,163,2871,0,,
Freestone,7,3100,4212,3112,1341,15808,3996,553,261,6319,689,,
Frio,8,9750,5706,3690,2558,16121,2499,186,166,6797,28,,
Gaines,9/10,3800,3439,2329,1302,14548,1907,323,95,6156,717,,
Galveston,6/5S,181900,152803,97261,58003,269280,50987,11784,2830,96486,10219,,
Garza,1,2400,1567,1042,605,5325,719,33,75,2197,0,,
Gillespie,8,24000,12161,7958,4341,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,724,412,317,1099,210,23,0,426,0,,
Goliad,8,1700,2886,1727,1184,6281,1832,39,135,2282,0,,
Gonzales,8,6900,7560,5359,3115,15937,3572,550,256,6356,693,,
Gray,1,4000,6249,4246,2220,16924,3531,689,315,6978,42,,
Grayson,2/3,47020,37965,25344,15371,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,81915,39016,24986,14512,95544,19451,7025,2324,37362,3988,,
Grimes,7,3600,8402,5840,2946,23245,5134,234,311,9653,771,,
Guadalupe,8,59805,52029,33696,21562,130517,23614,3801,1225,49282,3850,,
Hale,1,7700,10177,6907,3812,25476,4604,873,399,10561,1177,,
Hall,1,0,1390,813,603,2406,711,27,72,978,0,,
Hamilton,7,4500,3654,2568,1454,6832,2146,481,296,2427,10,,
Hansford,1,2300,2062,1433,876,3987,812,139,84,1616,295,,
Hardeman,2/3,3100,2000,1145,953,3190,912,102,16,1146,0,,
Hardin,6/5S,9100,18401,11567,7087,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2130230,1629144,1117043,552443,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,14170,15690,10096,6415,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2837,1789,1054,4561,861,196,94,1669,253,,
Haskell,2/3,2300,2433,1615,928,4831,1266,123,68,1872,187,,
Hays,7,108820,79255,53855,28352,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2800,1757,1065,901,2827,606,104,98,1066,0,,
Henderson,4/5N,18270,21731,14654,7971,67238,18534,2043,998,26544,1787,,
Hidalgo,11,406770,328076,218673,115985,620824,98328,54962,17074,286328,36161,,
Hill,7,7800,11550,7931,4390,29198,7684,862,523,11381,1209,,
Hockley,1,4000,8579,5082,3785,17799,3453,483,263,6829,887,,
Hood,2/3,21870,26839,17863,9396,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,8870,9576,6437,3347,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4900,6555,4654,2432,18929,5176,634,538,7399,631,,
Howard,9/10,6100,8546,5163,3574,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1300,1660,1061,608,3979,775,33,0,1778,145,,
Hunt,2/3,31930,24708,15469,9875,77878,15810,4112,947,31096,2723,,
Hutchinson,1,3500,6851,4093,2857,16258,3581,504,246,6098,741,,
Irion,9/10,0,616,410,210,1234,328,15,0,429,0,,
Jack,2/3,3000,2960,1781,1276,7230,1515,198,149,2732,284,,
Jackson,8,8590,5142,3108,2116,11425,2720,380,237,4205,674,,
Jasper,4/5N,13300,12057,7406,4936,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1100,1658,971,703,2180,812,28,0,685,0,,
Jefferson,6/5S,173490,75527,52919,22994,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3153,2001,1161,3791,890,14,60,1572,0,,
Jim Wells,11,24665,21045,12635,8762,30579,6358,3897,985,12474,1370,,
Johnson,2/3,65990,46775,31747,15914,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2500,4586,2964,1954,17011,3188,337,254,6981,525,,
Karnes,8,11380,4937,3450,2158,12669,2211,370,244,5177,505,,
Kaufman,2/3,39750,35104,22865,13220,102341,16113,2857,1189,40613,4498,,
Kendall,8,10500,21324,13705,8042,37890,9152,1091,801,12702,160,,
Kenedy,11,0,286,161,126,321,68,1,0,139,0,,
Kent,2/3,0,346,206,156,615,201,13,60,198,0,,
Kerr,8,13700,17558,11977,5811,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2100,1908,1207,721,3651,1288,90,0,1243,0,,
King,1,0,59,41,20,205,51,7,0,69,0,,
Kinney,8,1500,1290,950,349,3050,910,11,0,1171,0,,
Kleberg,11,40865,18890,11262,7719,24188,4046,1401,341,9265,870,,
Knox,2/3,1800,1668,1005,748,2808,736,95,127,976,182,,
La Salle,8,21295,4302,2553,1905,6212,1018,22,60,2410,0,,
Lamar,4/5N,20500,18102,11128,7296,39402,9726,3115,745,14986,1612,,
Lamb,1,2000,5181,3128,2223,9740,2240,454,226,3968,536,,
Lampasas,7,3600,5182,3440,1892,17366,4322,348,284,6457,0,,
Lavaca,8,6400,6982,4700,2738,16004,4775,820,612,5435,476,,
Lee,7,3200,4928,3435,1608,13993,3219,334,226,5333,494,,
Leon,7,2800,4260,3021,1388,13946,4334,155,74,4662,603,,
Liberty,6/5S,27765,16309,11281,5594,66868,11399,1398,614,28567,2987,,
Limestone,7,5800,5753,3814,2152,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1000,1106,688,446,2520,617,24,61,919,190,,
Live Oak,11,2100,3662,2329,1387,10055,2533,35,100,3769,300,,
Llano,7,4900,8323,5412,3155,18908,8119,277,358,5362,15,,
Loving,9/10,0,44,30,14,129,23,0,0,50,0,,
Lubbock,1,181680,139749,84153,56920,244992,39476,20974,4093,83028,9242,,
Lynn,1,1200,2204,1359,872,4496,974,191,40,1838,328,,
Madison,7,2400,2685,1851,1003,11595,2264,299,258,4451,17,,
Marion,4/5N,900,2415,1653,828,8277,2697,351,158,3058,0,,
Martin,9/10,1800,1988,1221,850,4136,659,165,0,1624,0,,
Mason,9/10,1500,2004,1258,801,3521,1250,104,0,1147,0,,
Matagorda,6/5S,10040,9280,6828,2596,28247,6391,1113,369,11409,1164,,
Maverick,8,32400,15965,13140,3725,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3100,2550,1677,961,6435,1792,212,122,2275,260,,
McLennan,7,103010,78738,51450,31613,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,335,212,143,616,189,10,0,202,0,,
Medina,8,10800,17475,11593,6827,41263,8757,899,536,16090,1720,,
Menard,9/10,1000,1207,725,602,1790,699,9,40,550,0,,
Midland,9/10,116325,45905,30850,15666,131025,18438,5950,1288,49538,4151,,
Milam,7,6500,7988,5392,2765,19689,5245,532,297,7641,827,,
Mills,7,1700,2008,1336,730,4006,1416,149,152,1305,265,,
Mitchell,2/3,3100,2105,1388,746,6958,1259,265,96,2753,254,,
Montague,2/3,3650,6428,3956,2571,15872,4444,560,383,5668,702,,
Montgomery,6/5S,277610,170543,112351,61929,467232,81457,20255,3836,157396,17330,,
Moore,1,4770,9828,5916,4011,14986,2372,448,176,6143,27,,
Morris,4/5N,1800,2976,2079,1074,9830,2730,77,179,3692,0,,
Motley,1,0,496,331,171,994,368,22,50,319,0,,
Nacogdoches,4/5N,23800,21193,14725,8643,51773,9953,2530,755,19948,1728,,
Navarro,2/3,26400,19759,12446,7493,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2400,3369,2058,1359,11298,2878,55,113,4648,354,,
Nolan,2/3,7000,5278,3505,2577,11321,2737,519,251,4249,719,,
Nueces,11,176295,144801,89510,57627,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3700,3267,2403,1005,7106,1148,200,114,2812,0,,
Oldham,1,1300,637,379,267,1728,316,18,0,654,227,,
Orange,6/5S,3100,19958,13261,7181,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4200,8354,5262,3428,23207,5893,864,283,8796,816,,
Panola,4/5N,3300,5219,3617,2125,18462,4589,473,377,7117,661,,
Parker,2/3,51370,45917,29040,17694,111686,22331,2890,1301,40567,3773,,
Parmer,1,2100,3744,2428,1421,7222,1366,161,174,2910,525,,
Pecos,9/10,5100,8151,4763,3546,12317,2141,400,120,5047,517,,
Polk,4/5N,7900,14524,9191,5611,42276,9733,1184,574,17118,1025,,
Potter,1,152695,41757,25546,16622,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4900,6084,3927,2195,5069,1601,27,0,2039,0,,
Rains,4/5N,1800,3028,2022,1057,10277,3123,163,68,3649,0,,
Randall,1,11700,60498,35531,26056,108431,21424,2812,869,34803,519,,
Reagan,9/10,1200,1317,830,639,2841,427,52,42,1173,0,,
Real,8,1400,1879,1100,779,2943,1053,25,86,1051,0,,
Red River,4/5N,2700,4124,2644,1719,9965,3044,420,252,3717,477,,
Reeves,9/10,21895,7694,4253,3477,12781,1878,281,89,5277,0,,
Refugio,11,2100,3126,2147,1001,5583,1617,228,154,2031,313,,
Roberts,1,0,285,161,131,672,193,16,0,227,0,,
Robertson,7,2800,5065,3428,1839,13474,3412,252,252,4991,690,,
Rockwall,2/3,40035,38586,25204,14698,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5900,3806,2560,1426,8184,2153,405,312,2979,430,,
Rusk,4/5N,8870,11767,7792,4682,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3200,3880,2546,1492,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3000,3310,2342,1146,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3600,6865,4691,2580,23444,6488,132,190,9275,40,,
San Patricio,11,15370,24065,15746,9115,51116,10209,975,347,19063,2379,,
San Saba,7,1800,1236,892,369,5000,1465,33,72,1828,197,,
Schleicher,9/10,1400,1185,691,494,2218,559,65,34,793,0,,
Scurry,2/3,6395,5508,3267,2331,13000,2566,399,128,5165,0,,
Shackelford,2/3,1400,1149,795,386,2612,691,52,0,937,119,,
Shelby,4/5N,8080,5579,3512,2243,19449,4532,540,369,7876,948,,
Sherman,1,1800,1144,681,466,2294,462,24,42,868,0,,
Smith,4/5N,157060,76334,48616,28353,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3400,3324,2274,1257,7386,1770,457,220,2741,479,,
Starr,11,25700,35067,23645,14220,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2700,2495,1810,940,7542,1890,168,92,2928,22,,
Sterling,9/10,500,474,300,175,975,186,10,44,375,0,,
Stonewall,2/3,1600,615,360,283,1095,361,63,53,369,0,,
Sutton,9/10,1600,1514,1067,453,2992,723,91,0,1051,0,,
Swisher,1,1700,2615,1630,1237,5764,1305,114,61,2381,323,,
Tarrant,2/3,943240,657186,425018,242479,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,73805,55703,33920,22710,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,557,321,247,639,255,10,0,207,0,,
Terry,1,6720,5209,3233,2219,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1700,857,494,369,1247,445,64,0,399,0,,
Titus,4/5N,10500,6722,4401,2527,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,69410,47863,30234,18005,93752,18625,6702,1601,33131,3815,,
Travis,7,847580,464933,329891,147235,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4150,4654,2887,1936,12104,3956,347,241,4400,427,,
Tyler,4/5N,7300,6252,3716,2623,17963,4895,476,238,6926,722,,
Upshur,4/5N,3900,9194,6061,3438,33011,7825,714,567,12366,1404,,
Upton,9/10,2800,1719,996,729,2730,537,170,30,1105,0,,
Uvalde,8,24865,13262,8015,5418,20379,4508,1498,515,8253,985,,
Val Verde,8,27300,16815,11041,6143,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10100,13692,9238,5020,45216,11495,1280,711,16861,1783,,
Victoria,8,42750,28151,17443,11106,71388,15242,5624,1030,27119,241,,
Walker,6/5S,24770,16193,11481,5466,63471,10049,1526,400,24628,1438,,
Waller,6/5S,9400,11666,7543,4619,43350,6546,1182,466,16819,1813,,
Ward,9/10,4240,5219,3017,2305,8921,1629,137,92,3551,0,,
Washington,7,53000,13380,7696,5938,29086,7889,2581,1018,10662,72,,
Webb,11,122400,129824,87606,46799,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,11710,11301,8091,4090,32110,7239,1438,615,12933,1328,,
Wheeler,1,2600,1905,1174,861,3915,1002,200,114,1459,243,,
Wichita,2/3,52130,44746,28397,18158,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9000,6792,4193,3259,10361,2421,457,304,4240,27,,
Willacy,11,4800,8544,6116,2539,16897,3057,325,557,7612,775,,
Williamson,7,253550,196407,141872,60997,458433,73202,14404,4639,146388,19090,,
Wilson,8,13300,16000,10700,6248,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1700,3013,1786,1361,5954,964,102,0,2445,0,,
Wise,2/3,19130,18905,12123,7408,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5600,13984,9081,5401,38005,12527,1046,880,13019,1130,,
Yoakum,1,2600,2713,1889,1155,6135,1033,225,60,2367,0,,
Young,2/3,7600,6421,4256,2553,14219,3774,862,431,5296,626,,
Zapata,11,6000,6352,4865,1912,9981,1866,195,202,4642,0,,
Zavala,8,1200,5427,3102,2338,8840,1723,25,60,4035,458,,
Other,Null,,525504,453357,90080,,,,,,,,
