County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Gregg,4/5N,10950,5364,4344,1020,97771,19676,10046,2328,45063
Grimes,7,1000,734,712,22,23692,5592,422,311,11724
Guadalupe,8,5300,4380,3817,563,130156,24014,5123,1292,56504
Hale,1,2600,1528,1450,78,25066,4629,1308,399,12481
Hall,1,0,177,173,4,2399,745,42,72,1348
Hamilton,7,1200,1544,1541,3,6957,2150,503,296,3427
Hansford,1,400,252,250,2,3992,874,163,84,1970
Hardeman,2/3,500,322,316,6,3017,769,118,16,1552
Hardin,6/5S,3400,1621,1561,60,47640,10521,1237,527,19766
Harris,6/5S,391825,202642,170144,32498,3573784,490810,281834,27084,1572384
Harrison,4/5N,2200,1625,1387,238,53015,11647,3586,608,25401
Hartley,1,0,161,160,1,4850,899,203,94,2001
Haskell,2/3,100,191,184,7,4635,1242,136,68,2483
Hays,7,12750,8111,7280,831,183387,29281,7680,1557,67042
Hemphill,1,800,376,375,1,2788,547,113,98,1271
Henderson,4/5N,3300,2014,1795,219,67614,18942,2628,932,35206
Hidalgo,11,75175,28844,25016,3828,649795,102347,62827,16918,319830
Hill,7,900,1126,1081,45,29221,8003,1219,523,14733
Hockley,1,700,780,673,107,17482,3513,795,263,8124
Hood,2/3,2100,1234,1182,52,50235,15761,2493,862,23089
Hopkins,4/5N,1200,1173,1078,95,29578,7446,1680,620,13891
Houston,4/5N,1500,992,983,9,19208,5038,1114,426,9989
Howard,9/10,2500,936,914,22,28821,4493,1826,454,14072
Hudspeth,9/10,0,69,66,3,2968,818,35,0,2097
Hunt,2/3,4900,2783,2584,199,77702,16832,4485,947,36713
Hutchinson,1,500,661,648,13,15984,3458,545,246,7583
Irion,9/10,0,44,41,3,1345,412,19,0,563
Jack,2/3,300,341,323,18,7488,1604,226,149,3304
Jackson,8,1200,646,609,37,11172,2670,422,237,5354
Jasper,4/5N,1900,740,717,23,28248,7271,1952,374,15256
Jeff Davis,9/10,0,65,65,0,2146,846,29,0,1042
Jefferson,6/5S,15550,4575,4244,331,198728,36802,16838,2497,109233
Jim Hogg,11,100,458,457,1,3764,898,35,60,1972
Jim Wells,11,1000,1120,1047,73,29988,6423,4090,1033,15173
Johnson,2/3,2800,4321,3782,539,135188,26669,5142,1260,61261
Jones,2/3,100,530,429,101,16827,3127,400,340,8290
Karnes,8,800,437,429,8,12523,2489,396,244,6085
Kaufman,2/3,3250,4189,3641,548,104736,19164,4062,1176,43786
Kendall,8,2300,2412,1969,443,38074,9979,2094,801,15516
Kenedy,11,0,14,13,1,315,94,1,0,176
Kent,2/3,0,48,48,0,633,235,14,60,275
Kerr,8,3100,1298,1285,13,43611,14400,3557,1022,20395
Kimble,9/10,300,198,188,10,3844,1379,104,0,1891
King,1,0,9,8,1,233,60,5,0,93
Kinney,8,0,28,28,0,2931,889,19,0,1673
Kleberg,11,800,942,886,56,25862,4574,1835,341,10851
Knox,2/3,300,200,197,3,2861,823,117,127,1265
La Salle,8,100,129,125,4,6105,1224,37,60,2810
Lamar,4/5N,3100,1654,1634,20,40212,10314,3737,745,19135
Lamb,1,200,519,485,34,9647,2400,541,226,5028
Lampasas,7,200,379,339,40,17275,4497,436,284,8188
Lavaca,8,1600,1080,1044,36,16041,4537,881,620,7426
Lee,7,600,450,438,12,13837,3373,363,226,6632
Leon,7,500,377,371,6,14066,4292,256,74,6485
Liberty,6/5S,3300,1770,1678,92,70912,13765,2505,614,32693
Limestone,7,1100,591,580,11,19033,4691,2488,1060,9655
Lipscomb,1,0,163,162,1,2496,636,31,61,1202
Live Oak,11,200,293,285,8,9966,2656,55,100,4881
Llano,7,100,514,502,12,18642,7523,340,358,9093
Loving,9/10,0,5,5,0,83,34,1,0,47
Lubbock,1,58050,26203,21423,4780,243899,41235,24699,4151,94573
Lynn,1,200,363,329,34,4820,1113,212,40,2246
Madison,7,500,276,266,10,11353,2256,314,258,5423
Marion,4/5N,0,174,148,26,8117,2491,372,158,4457
Martin,9/10,300,308,288,20,4306,880,184,0,1849
Mason,9/10,200,175,160,15,3567,1322,126,0,1710
Matagorda,6/5S,2400,555,545,10,28353,6359,1540,369,14206
Maverick,8,2400,1736,1728,8,42357,7656,3716,1198,21160
McCulloch,9/10,400,281,269,12,6675,2024,303,122,3045
McLennan,7,14500,9502,8597,905,198642,37827,14401,3591,84638
McMullen,11,0,9,8,1,640,256,13,0,288
Medina,8,1000,1629,1500,129,42991,9239,1165,811,19399
Menard,9/10,0,81,72,9,1759,687,15,40,887
Midland,9/10,6300,4978,3616,1362,132357,17262,7414,1391,54263
Milam,7,1400,1060,1037,23,19805,5508,693,254,10021
Mills,7,200,257,252,5,3970,1369,186,152,1970
Mitchell,2/3,600,268,267,1,7087,1476,310,96,3086
Montague,2/3,200,562,499,63,15803,4504,678,383,7509
Montgomery,6/5S,36475,15732,13783,1949,470846,84212,25684,3769,177437
Moore,1,800,985,976,9,15513,2464,477,176,7114
Morris,4/5N,300,330,315,15,9938,2901,146,179,4953
Motley,1,0,47,46,1,1016,403,20,50,504
Nacogdoches,4/5N,5500,3694,3679,15,52561,10458,3380,851,24062
Navarro,2/3,1900,1163,1128,35,40888,9624,2099,869,19328
Newton,4/5N,400,255,252,3,11070,2715,101,113,6051
Nolan,2/3,1000,953,918,35,10998,2627,692,251,5398
Nueces,11,34275,16343,13984,2359,282299,51768,30463,4100,135074
Ochiltree,1,800,443,440,3,7508,1186,218,114,3211
Oldham,1,0,169,161,8,1714,417,20,0,743
Orange,6/5S,800,893,840,53,65680,14828,2217,554,32089
Palo Pinto,2/3,700,643,631,12,23268,5869,1093,283,11269
Panola,4/5N,1200,544,511,33,19325,4774,784,377,9112
Parker,2/3,4900,4264,3933,331,112329,24963,4236,1301,47252
Parmer,1,500,417,412,5,7111,1387,171,174,3503
Pecos,9/10,1200,597,573,24,11723,2090,458,120,5876
Polk,4/5N,2500,1108,1080,28,41511,10157,1578,574,20999
Potter,1,40950,10429,9864,565,89806,16187,12650,1877,41999
Presidio,9/10,200,214,214,0,5092,1503,38,0,3005
Rains,4/5N,200,254,235,19,10262,3084,221,68,4960
Randall,1,4500,16124,15106,1018,109144,21784,4683,869,41519
Reagan,9/10,100,122,113,9,2900,544,62,42,1287
Real,8,0,97,96,1,2882,1135,27,86,1608
Red River,4/5N,200,455,452,3,9511,2902,490,252,5235
Reeves,9/10,400,388,383,5,13004,2131,308,89,5885
Refugio,11,600,422,413,9,5497,1635,242,64,2785
Roberts,1,0,45,45,0,673,210,20,0,323
Robertson,7,500,459,442,17,14216,3542,273,252,6514
Rockwall,2/3,3500,3231,2858,373,81869,14227,4867,1327,30252
Runnels,2/3,900,791,727,64,7992,2310,499,312,3905
Rusk,4/5N,1000,1080,971,109,44061,9463,1914,749,21319
Sabine,4/5N,1200,511,509,2,9116,3288,790,186,4721
San Augustine,4/5N,800,271,269,2,6982,2335,413,337,3730
San Jacinto,4/5N,900,611,587,24,23713,6477,230,190,12311
San Patricio,11,800,1541,1380,161,51382,10700,1409,396,22807
San Saba,7,200,78,75,3,5108,1536,95,72,2501
Schleicher,9/10,200,125,103,22,2184,564,71,34,1028
Scurry,2/3,500,348,343,5,12956,2503,560,128,6242
Shackelford,2/3,0,82,65,17,2694,694,122,0,1223
Shelby,4/5N,1200,526,522,4,18618,4285,754,369,9951
Sherman,1,0,113,112,1,2368,524,34,42,1047
Smith,4/5N,34500,14840,12727,2113,181426,38833,24195,2911,75818
Somervell,2/3,0,198,185,13,7769,2079,263,220,3417
Starr,11,2300,1924,1851,73,46042,7973,5154,1966,23826
Stephens,2/3,300,218,210,8,7614,1989,282,92,3830
Sterling,9/10,0,45,44,1,1019,306,9,44,445
Stonewall,2/3,200,59,56,3,1136,425,66,80,533
Sutton,9/10,100,106,89,17,2909,758,102,0,1326
Swisher,1,100,373,368,5,5843,1484,146,61,2985
Tarrant,2/3,178725,65142,59542,5600,1596169,246738,117603,18366,660059
Taylor,2/3,11350,9064,6412,2652,108531,20790,13362,2443,43683
Terrell,9/10,0,29,28,1,652,245,13,0,356
Terry,1,1300,729,709,20,9564,1942,478,178,4766
Throckmorton,2/3,100,119,119,0,1187,400,68,0,605
Titus,4/5N,2200,762,750,12,25312,5155,2112,633,11794
Tom Green,9/10,9950,8075,6314,1761,93428,18529,7802,1606,39665
Travis,7,109650,57116,49072,8044,1016090,126607,72623,8271,337286
Trinity,4/5N,800,441,439,2,12118,3960,400,241,6368
Tyler,4/5N,1200,831,829,2,18704,5080,627,238,9278
Upshur,4/5N,400,1044,870,174,33211,7910,852,567,15425
Upton,9/10,200,168,153,15,2790,680,189,30,1304
Uvalde,8,1600,1014,1000,14,20809,4433,1687,459,10179
Val Verde,8,2100,1246,1234,12,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,1640,1496,144,45144,12228,1691,711,21537
Victoria,8,6550,4450,3684,766,72004,14413,6748,1008,33178
Walker,6/5S,3000,1584,1553,31,64302,10281,2415,400,28400
Waller,6/5S,1600,842,773,69,44163,7506,1476,466,18373
Ward,9/10,400,319,315,4,8544,1608,180,92,4073
Washington,7,1900,1153,1097,56,28737,7674,2867,1018,13829
Webb,11,26800,10124,9639,485,205887,27759,14457,1766,96319
Wharton,6/5S,1300,656,625,31,31964,7399,1057,615,16049
Wheeler,1,400,346,346,0,4018,1136,230,114,1950
Wichita,2/3,14950,8669,7285,1384,106550,21428,10503,2088,50159
Wilbarger,2/3,2800,1154,1100,54,9933,2483,540,304,5328
Willacy,11,100,627,569,58,16823,3062,269,557,9035
Williamson,7,27575,22402,19802,2600,457170,74290,20968,4643,160153
Wilson,8,2700,2281,2136,145,42030,9149,1516,615,16633
Winkler,9/10,200,249,247,2,5798,967,135,0,2663
Wise,2/3,4350,3978,3180,798,55570,11830,4112,552,26139
Wood,4/5N,1500,1545,1453,92,37205,12511,1107,790,18613
Yoakum,1,300,370,363,7,6336,1174,251,60,2690
Young,2/3,1700,655,650,5,15028,4183,1057,431,6955
Zapata,11,200,187,184,3,10088,1870,270,143,5427
Zavala,8,100,273,272,1,8768,1675,58,60,4807
*Other,N/A,0,126245,110846,15399,,,,,
